,datetime,150395_00054_32400,150395_00054_32400_cd,150396_62614_32400
364,2013-12-31,372600.0,,482.96
365,2014-01-01,372600.0,,484.65
366,2014-01-02,372600.0,,485.77
367,2014-01-03,372600.0,,486.18
368,2014-01-04,372600.0,,486.08
369,2014-01-05,372600.0,,485.07
370,2014-01-06,372600.0,,484.42
371,2014-01-07,372600.0,,483.72
372,2014-01-08,372600.0,,483.07
373,2014-01-09,372600.0,,483.72
374,2014-01-10,372600.0,,483.67
375,2014-01-11,372600.0,,484.7
376,2014-01-12,372600.0,,485.74
377,2014-01-13,372600.0,,484.95
378,2014-01-14,372600.0,,481.92
379,2014-01-15,372600.0,,479.35
380,2014-01-16,372600.0,,478.7
381,2014-01-17,372600.0,,477.35
382,2014-01-18,372600.0,,476.35
383,2014-01-19,372600.0,,478.03
384,2014-01-20,372600.0,,479.41
385,2014-01-21,372600.0,,479.44
386,2014-01-22,372600.0,,479.4
387,2014-01-23,372600.0,,479.27
388,2014-01-24,372600.0,,478.39
389,2014-01-25,372600.0,,478.52
390,2014-01-26,372600.0,,478.87
391,2014-01-27,372600.0,,479.89
392,2014-01-28,372600.0,,478.97
393,2014-01-29,372600.0,,480.58
394,2014-01-30,372600.0,,481.2
395,2014-01-31,372600.0,,482.29
396,2014-02-01,372600.0,,482.61
397,2014-02-02,372600.0,,482.42
398,2014-02-03,372600.0,,482.1
399,2014-02-04,372600.0,,482.02
400,2014-02-05,372600.0,,481.28
401,2014-02-06,372600.0,,480.82
402,2014-02-07,372600.0,,480.59
403,2014-02-08,372600.0,,479.68
404,2014-02-09,372600.0,,479.31
405,2014-02-10,372600.0,,478.96
406,2014-02-11,372600.0,,479.47
407,2014-02-12,372600.0,,480.91
408,2014-02-13,372600.0,,480.36
409,2014-02-14,372600.0,,479.48
410,2014-02-15,372600.0,,479.94
411,2014-02-16,372600.0,,478.63
412,2014-02-17,372600.0,,478.81
413,2014-02-18,372600.0,,479.09
414,2014-02-19,372600.0,,479.55
415,2014-02-20,372600.0,,480.43
416,2014-02-21,372600.0,,481.21
417,2014-02-22,372600.0,,482.1
418,2014-02-23,372600.0,,482.74
419,2014-02-24,372600.0,,483.03
420,2014-02-25,372600.0,,483.01
421,2014-02-26,372600.0,,483.17
