,datetime,148746_62614_30800,148747_00054_30800
0,2013-01-01,904.64,3.64
1,2013-01-02,904.16,3.16
2,2013-01-03,904.11,3.11
3,2013-01-04,904.06,3.06
4,2013-01-05,904.1,3.1
5,2013-01-06,904.05,3.05
6,2013-01-07,905.3,4.3
7,2013-01-08,926.4,39.2
8,2013-01-09,929.04,48.16
9,2013-01-10,927.57,43.28
10,2013-01-11,925.68,37.04
11,2013-01-12,924.06,32.18
12,2013-01-13,922.7,29.1
13,2013-01-14,922.7,29.1
14,2013-01-15,922.25,27.75
15,2013-01-16,921.66,26.32
16,2013-01-17,921.41,25.82
17,2013-01-18,921.37,25.74
18,2013-01-19,921.45,25.9
19,2013-01-20,921.74,26.48
20,2013-01-21,922.56,28.68
21,2013-01-22,923.01,30.02
22,2013-01-23,922.96,29.88
23,2013-01-24,923.02,30.04
24,2013-01-25,922.96,29.88
25,2013-01-26,923.48,30.96
26,2013-01-27,923.02,30.04
27,2013-01-28,922.96,29.88
28,2013-01-29,925.59,36.77
29,2013-01-30,929.16,48.64
30,2013-01-31,932.39,61.95
31,2013-02-01,932.58,62.9
32,2013-02-02,929.94,51.76
33,2013-02-03,928.35,46.05
34,2013-02-04,927.14,41.56
35,2013-02-05,926.28,38.84
36,2013-02-06,926.01,38.03
37,2013-02-07,925.44,36.32
38,2013-02-08,924.62,33.86
39,2013-02-09,923.94,31.88
40,2013-02-10,923.31,30.62
41,2013-02-11,922.77,29.31
42,2013-02-12,922.5,28.5
43,2013-02-13,922.98,29.94
44,2013-02-14,923.08,30.16
45,2013-02-15,922.73,29.19
46,2013-02-16,922.99,29.97
47,2013-02-17,923.48,30.96
48,2013-02-18,922.95,29.85
49,2013-02-19,922.47,28.41
50,2013-02-20,921.92,26.84
51,2013-02-21,921.55,26.1
52,2013-02-22,921.59,26.18
53,2013-02-23,922.16,27.48
54,2013-02-24,921.48,25.96
55,2013-02-25,921.48,25.96
56,2013-02-26,921.02,25.04
57,2013-02-27,921.03,25.06
58,2013-02-28,921.31,25.62
59,2013-03-01,929.6,50.4
60,2013-03-02,930.6,54.4
61,2013-03-03,929.02,48.08
62,2013-03-04,927.15,41.6
63,2013-03-05,925.82,37.46
64,2013-03-06,924.93,34.79
65,2013-03-07,924.72,34.16
66,2013-03-08,923.83,31.66
67,2013-03-09,923.13,30.26
68,2013-03-10,922.67,29.01
69,2013-03-11,922.55,28.65
70,2013-03-12,922.78,29.34
71,2013-03-13,925.88,37.64
72,2013-03-14,928.14,45.42
73,2013-03-15,929.82,51.28
74,2013-03-16,932.72,63.6
75,2013-03-17,932.35,61.75
76,2013-03-18,929.58,50.32
77,2013-03-19,927.68,43.72
78,2013-03-20,927.38,42.52
79,2013-03-21,928.18,45.54
80,2013-03-22,926.99,40.97
81,2013-03-23,925.95,37.85
82,2013-03-24,925.25,35.75
83,2013-03-25,924.68,34.04
84,2013-03-26,924.28,32.84
85,2013-03-27,924.06,32.18
86,2013-03-28,924.08,32.24
87,2013-03-29,924.31,32.93
88,2013-03-30,924.63,33.89
89,2013-03-31,925.64,36.92
90,2013-04-01,927.55,43.2
91,2013-04-02,928.94,47.82
92,2013-04-03,928.91,47.73
93,2013-04-04,928.72,47.16
94,2013-04-05,931.63,58.52
95,2013-04-06,934.73,73.65
96,2013-04-07,935.94,79.7
97,2013-04-08,935.73,78.65
98,2013-04-09,934.57,72.85
99,2013-04-10,932.76,63.8
100,2013-04-11,936.85,85.1
101,2013-04-12,933.89,69.45
102,2013-04-13,932.76,63.8
103,2013-04-14,930.8,55.2
104,2013-04-15,929.49,49.96
105,2013-04-16,928.53,46.59
106,2013-04-17,927.59,43.36
107,2013-04-18,926.93,40.79
108,2013-04-19,930.72,54.88
109,2013-04-20,944.54,145.4
110,2013-04-21,936.78,84.68
111,2013-04-22,934.09,70.45
112,2013-04-23,931.69,58.76
113,2013-04-24,929.85,51.4
114,2013-04-25,928.97,47.91
115,2013-04-26,928.99,47.97
116,2013-04-27,929.81,51.24
117,2013-04-28,930.25,53.0
118,2013-04-29,931.78,59.12
119,2013-04-30,914.42,13.84
120,2013-05-01,910.97,9.94
121,2013-05-02,909.43,7.43
122,2013-05-03,909.7,7.7
123,2013-05-04,910.34,8.68
124,2013-05-05,914.85,14.7
125,2013-05-06,918.6,20.6
126,2013-05-07,921.95,26.9
127,2013-05-08,924.59,33.77
128,2013-05-09,925.89,37.67
129,2013-05-10,925.94,37.82
130,2013-05-11,926.7,40.1
131,2013-05-12,928.73,47.19
132,2013-05-13,928.52,46.56
133,2013-05-14,926.52,39.56
134,2013-05-15,921.3,25.6
135,2013-05-16,917.93,19.86
136,2013-05-17,918.22,20.22
137,2013-05-18,916.7,17.4
138,2013-05-19,915.4,15.4
139,2013-05-20,914.49,13.98
140,2013-05-21,915.5,15.5
141,2013-05-22,916.23,16.46
142,2013-05-23,915.06,15.06
