,datetime,LAKE_SABRINA_NR_BISHOP_CA.
1014,2013-10-11,0.0
1015,2013-10-12,0.0
1016,2013-10-13,0.0
1017,2013-10-14,0.0
1018,2013-10-15,0.0
1019,2013-10-16,0.0
1020,2013-10-17,0.0
1021,2013-10-18,0.0
1022,2013-10-19,0.0
1023,2013-10-20,0.0
1024,2013-10-21,0.0
1025,2013-10-22,0.0
1026,2013-10-23,0.0
1027,2013-10-24,0.0
1028,2013-10-25,0.0
1029,2013-10-26,0.0
1030,2013-10-27,0.0
1031,2013-10-28,0.0
1032,2013-10-29,0.0
1033,2013-10-30,0.0
1034,2013-10-31,0.0
1035,2013-11-01,0.0
1036,2013-11-02,0.0
1037,2013-11-03,0.0
1038,2013-11-04,0.0
1039,2013-11-05,0.0
1040,2013-11-06,0.0
1041,2013-11-07,0.0
1042,2013-11-08,0.0
1043,2013-11-09,0.0
1044,2013-11-10,0.0
1045,2013-11-11,0.0
1046,2013-11-12,0.0
1047,2013-11-13,0.0
1048,2013-11-14,0.0
1049,2013-11-15,0.0
1050,2013-11-16,0.0
1051,2013-11-17,0.0
1052,2013-11-18,0.0
1053,2013-11-19,0.0
1054,2013-11-20,0.0
1055,2013-11-21,0.0
1056,2013-11-22,0.0
1057,2013-11-23,0.0
1058,2013-11-24,0.0
1059,2013-11-25,0.0
1060,2013-11-26,0.0
1061,2013-11-27,0.0
1062,2013-11-28,0.0
1063,2013-11-29,0.0
1064,2013-11-30,0.0
1065,2013-12-01,0.0
1066,2013-12-02,0.0
1067,2013-12-03,0.0
1068,2013-12-04,0.0
1069,2013-12-05,0.0
1070,2013-12-06,0.0
1071,2013-12-07,0.0
1072,2013-12-08,0.0
1073,2013-12-09,0.0
1074,2013-12-10,0.0
1075,2013-12-11,0.0
1076,2013-12-12,0.0
1077,2013-12-13,0.0
1078,2013-12-14,0.0
1079,2013-12-15,0.0
1080,2013-12-16,0.0
1081,2013-12-17,0.0
1082,2013-12-18,0.0
1083,2013-12-19,0.0
1084,2013-12-20,0.0
1085,2013-12-21,0.0
1086,2013-12-22,0.0
1087,2013-12-23,0.0
1088,2013-12-24,0.0
1089,2013-12-25,0.0
1090,2013-12-26,0.0
1091,2013-12-27,0.0
1092,2013-12-28,0.0
1093,2013-12-29,0.0
1094,2013-12-30,0.0
1095,2013-12-31,0.0
1096,2014-01-01,0.0
1097,2014-01-02,0.0
1098,2014-01-03,0.0
1099,2014-01-04,0.0
1100,2014-01-05,0.0
1101,2014-01-06,0.0
1102,2014-01-07,0.0
1103,2014-01-08,0.0
1104,2014-01-09,0.0
1105,2014-01-10,0.0
1106,2014-01-11,0.0
1107,2014-01-12,0.0
1108,2014-01-13,0.0
1109,2014-01-14,0.0
1110,2014-01-15,0.0
1111,2014-01-16,0.0
1112,2014-01-17,0.0
1113,2014-01-18,0.0
1114,2014-01-19,0.0
1115,2014-01-20,0.0
1116,2014-01-21,0.0
1117,2014-01-22,0.0
1118,2014-01-23,0.0
1119,2014-01-24,0.0
1120,2014-01-25,0.0
1121,2014-01-26,0.0
1122,2014-01-27,0.0
1123,2014-01-28,0.0
1124,2014-01-29,0.0
1125,2014-01-30,0.0
1126,2014-01-31,0.0
1127,2014-02-01,0.0
1128,2014-02-02,0.0
1129,2014-02-03,0.0
1130,2014-02-04,0.0
1131,2014-02-05,0.0
1132,2014-02-06,0.0
1133,2014-02-07,0.0
1134,2014-02-08,0.0
1135,2014-02-09,0.0
1136,2014-02-10,0.0
1137,2014-02-11,0.0
1138,2014-02-12,0.0
1139,2014-02-13,0.0
1140,2014-02-14,0.0
1141,2014-02-15,0.0
1142,2014-02-16,0.0
1143,2014-02-17,0.0
1144,2014-02-18,0.0
1145,2014-02-19,0.0
1146,2014-02-20,0.0
1147,2014-02-21,0.0
1148,2014-02-22,0.0
1149,2014-02-23,0.0
1150,2014-02-24,0.0
1151,2014-02-25,0.0
1152,2014-02-26,0.0
1153,2014-02-27,0.0
1154,2014-02-28,0.0
1155,2014-03-01,0.0
1156,2014-03-02,0.0
1157,2014-03-03,0.0
1158,2014-03-04,0.0
1159,2014-03-05,0.0
1160,2014-03-06,0.0
1161,2014-03-07,0.0
1162,2014-03-08,0.0
1163,2014-03-09,0.0
1164,2014-03-10,0.0
1165,2014-03-11,0.0
1166,2014-03-12,0.0
1167,2014-03-13,0.0
1168,2014-03-14,0.0
1169,2014-03-15,0.0
1170,2014-03-16,0.0
1171,2014-03-17,0.0
1172,2014-03-18,0.0
1173,2014-03-19,0.0
1174,2014-03-20,0.0
1175,2014-03-21,0.0
1176,2014-03-22,0.0
1177,2014-03-23,0.0
1178,2014-03-24,0.0
1179,2014-03-25,0.0
1180,2014-03-26,0.0
1181,2014-03-27,0.0
1182,2014-03-28,0.0
1183,2014-03-29,0.0
1184,2014-03-30,0.0
1185,2014-03-31,0.0
1186,2014-04-01,0.0
1187,2014-04-02,0.0
1188,2014-04-03,0.0
1189,2014-04-04,0.0
1190,2014-04-05,0.0
1191,2014-04-06,0.0
1192,2014-04-07,0.0
1193,2014-04-08,0.0
1194,2014-04-09,0.0
1195,2014-04-10,0.0
1196,2014-04-11,0.0
1197,2014-04-12,0.0
1198,2014-04-13,0.0
1199,2014-04-14,0.0
1200,2014-04-15,0.0
1201,2014-04-16,0.0
1202,2014-04-17,0.0
1203,2014-04-18,0.0
1204,2014-04-19,0.0
1205,2014-04-20,0.0
1206,2014-04-21,15.0
1207,2014-04-22,51.0
1208,2014-04-23,69.0
1209,2014-04-24,76.0
1210,2014-04-25,80.0
1211,2014-04-26,88.0
1212,2014-04-27,89.0
1213,2014-04-28,85.0
1214,2014-04-29,85.0
1215,2014-04-30,85.0
1216,2014-05-01,86.0
1217,2014-05-02,87.0
1218,2014-05-03,103.0
1219,2014-05-04,111.0
1220,2014-05-05,120.0
1221,2014-05-06,128.0
1222,2014-05-07,137.0
1223,2014-05-08,138.0
1224,2014-05-09,132.0
1225,2014-05-10,127.0
1226,2014-05-11,127.0
1227,2014-05-12,128.0
1228,2014-05-13,128.0
1229,2014-05-14,127.0
1230,2014-05-15,138.0
1231,2014-05-16,149.0
1232,2014-05-17,168.0
1233,2014-05-18,186.0
1234,2014-05-19,201.0
1235,2014-05-20,217.0
1236,2014-05-21,236.0
1237,2014-05-22,253.0
1238,2014-05-23,258.0
1239,2014-05-24,260.0
1240,2014-05-25,272.0
1241,2014-05-26,312.0
1242,2014-05-27,371.0
1243,2014-05-28,438.0
1244,2014-05-29,514.0
1245,2014-05-30,582.0
1246,2014-05-31,635.0
1247,2014-06-01,686.0
1248,2014-06-02,735.0
1249,2014-06-03,815.0
1250,2014-06-04,862.0
1251,2014-06-05,922.0
1252,2014-06-06,1000.0
1253,2014-06-07,1100.0
1254,2014-06-08,1190.0
1255,2014-06-09,1300.0
1256,2014-06-10,1430.0
1257,2014-06-11,1560.0
1258,2014-06-12,1680.0
1259,2014-06-13,1790.0
1260,2014-06-14,1870.0
1261,2014-06-15,1920.0
1262,2014-06-16,1960.0
1263,2014-06-17,1970.0
1264,2014-06-18,1990.0
1265,2014-06-19,2000.0
1266,2014-06-20,2010.0
1267,2014-06-21,2020.0
1268,2014-06-22,2030.0
1269,2014-06-23,2040.0
1270,2014-06-24,2070.0
1271,2014-06-25,2090.0
1272,2014-06-26,2110.0
1273,2014-06-27,2140.0
1274,2014-06-28,2170.0
1275,2014-06-29,2190.0
1276,2014-06-30,2220.0
1277,2014-07-01,2250.0
1278,2014-07-02,2280.0
1279,2014-07-03,2300.0
1280,2014-07-04,2310.0
1281,2014-07-05,2320.0
1282,2014-07-06,2340.0
1283,2014-07-07,2360.0
1284,2014-07-08,2400.0
1285,2014-07-09,2440.0
1286,2014-07-10,2470.0
1287,2014-07-11,2480.0
1288,2014-07-12,2490.0
1289,2014-07-13,2490.0
1290,2014-07-14,2490.0
1291,2014-07-15,2520.0
1292,2014-07-16,2540.0
1293,2014-07-17,2580.0
1294,2014-07-18,2610.0
1295,2014-07-19,2640.0
1296,2014-07-20,2670.0
1297,2014-07-21,2700.0
1298,2014-07-22,2720.0
1299,2014-07-23,2740.0
1300,2014-07-24,2750.0
1301,2014-07-25,2750.0
1302,2014-07-26,2760.0
1303,2014-07-27,2760.0
1304,2014-07-28,2780.0
1305,2014-07-29,2800.0
1306,2014-07-30,2840.0
1307,2014-07-31,2870.0
1308,2014-08-01,2900.0
1309,2014-08-02,2930.0
1310,2014-08-03,2970.0
1311,2014-08-04,3020.0
1312,2014-08-05,3060.0
1313,2014-08-06,3100.0
1314,2014-08-07,3130.0
1315,2014-08-08,3160.0
1316,2014-08-09,3180.0
1317,2014-08-10,3200.0
1318,2014-08-11,3220.0
1319,2014-08-12,3250.0
1320,2014-08-13,3270.0
1321,2014-08-14,3290.0
1322,2014-08-15,3300.0
1323,2014-08-16,3320.0
1324,2014-08-17,3330.0
1325,2014-08-18,3330.0
1326,2014-08-19,3340.0
1327,2014-08-20,3340.0
1328,2014-08-21,3340.0
1329,2014-08-22,3330.0
1330,2014-08-23,3330.0
1331,2014-08-24,3320.0
1332,2014-08-25,3310.0
1333,2014-08-26,3300.0
1334,2014-08-27,3300.0
1335,2014-08-28,3300.0
1336,2014-08-29,3300.0
1337,2014-08-30,3300.0
1338,2014-08-31,3280.0
1339,2014-09-01,3270.0
1340,2014-09-02,3270.0
1341,2014-09-03,3260.0
1342,2014-09-04,3260.0
1343,2014-09-05,3250.0
1344,2014-09-06,3240.0
1345,2014-09-07,3230.0
1346,2014-09-08,3220.0
1347,2014-09-09,3210.0
1348,2014-09-10,3200.0
1349,2014-09-11,3190.0
1350,2014-09-12,3180.0
1351,2014-09-13,3180.0
1352,2014-09-14,3170.0
1353,2014-09-15,3160.0
1354,2014-09-16,3150.0
1355,2014-09-17,3150.0
1356,2014-09-18,3130.0
1357,2014-09-19,3120.0
1358,2014-09-20,3100.0
1359,2014-09-21,3080.0
1360,2014-09-22,3060.0
1361,2014-09-23,3040.0
1362,2014-09-24,3030.0
1363,2014-09-25,3000.0
1364,2014-09-26,2970.0
1365,2014-09-27,2950.0
1366,2014-09-28,2930.0
1367,2014-09-29,2910.0
1368,2014-09-30,2890.0
1369,2014-10-01,2870.0
1370,2014-10-02,2850.0
1371,2014-10-03,2830.0
1372,2014-10-04,2820.0
1373,2014-10-05,2800.0
1374,2014-10-06,2780.0
1375,2014-10-07,2770.0
1376,2014-10-08,2760.0
1377,2014-10-09,2740.0
1378,2014-10-10,2730.0
1379,2014-10-11,2720.0
1380,2014-10-12,2710.0
1381,2014-10-13,2700.0
1382,2014-10-14,2700.0
1383,2014-10-15,2680.0
1384,2014-10-16,2680.0
1385,2014-10-17,2670.0
1386,2014-10-18,2650.0
1387,2014-10-19,2640.0
1388,2014-10-20,2620.0
1389,2014-10-21,2610.0
1390,2014-10-22,2590.0
1391,2014-10-23,2580.0
1392,2014-10-24,2570.0
1393,2014-10-25,2560.0
1394,2014-10-26,2540.0
1395,2014-10-27,2520.0
1396,2014-10-28,2510.0
1397,2014-10-29,2500.0
1398,2014-10-30,2490.0
1399,2014-10-31,2470.0
1400,2014-11-01,2460.0
1401,2014-11-02,2450.0
1402,2014-11-03,2440.0
1403,2014-11-04,2430.0
1404,2014-11-05,2420.0
1405,2014-11-06,2400.0
1406,2014-11-07,2390.0
1407,2014-11-08,2380.0
1408,2014-11-09,2370.0
1409,2014-11-10,2360.0
1410,2014-11-11,2350.0
1411,2014-11-12,2330.0
1412,2014-11-13,2320.0
1413,2014-11-14,2310.0
1414,2014-11-15,2290.0
1415,2014-11-16,2280.0
1416,2014-11-17,2270.0
1417,2014-11-18,2250.0
1418,2014-11-19,2240.0
1419,2014-11-20,2230.0
1420,2014-11-21,2220.0
1421,2014-11-22,2210.0
1422,2014-11-23,2190.0
1423,2014-11-24,2180.0
1424,2014-11-25,2170.0
1425,2014-11-26,2160.0
1426,2014-11-27,2150.0
1427,2014-11-28,2130.0
1428,2014-11-29,2120.0
1429,2014-11-30,2100.0
1430,2014-12-01,2090.0
1431,2014-12-02,2090.0
1432,2014-12-03,2080.0
1433,2014-12-04,2070.0
1434,2014-12-05,2060.0
1435,2014-12-06,2050.0
1436,2014-12-07,2030.0
1437,2014-12-08,2020.0
1438,2014-12-09,2010.0
1439,2014-12-10,2010.0
1440,2014-12-11,1990.0
1441,2014-12-12,1990.0
1442,2014-12-13,1980.0
1443,2014-12-14,1970.0
1444,2014-12-15,1960.0
1445,2014-12-16,1960.0
1446,2014-12-17,1950.0
1447,2014-12-18,1940.0
1448,2014-12-19,1940.0
1449,2014-12-20,1930.0
1450,2014-12-21,1920.0
1451,2014-12-22,1910.0
1452,2014-12-23,1900.0
1453,2014-12-24,1900.0
1454,2014-12-25,1890.0
1455,2014-12-26,1890.0
1456,2014-12-27,1880.0
1457,2014-12-28,1870.0
1458,2014-12-29,1870.0
1459,2014-12-30,1860.0
1460,2014-12-31,1850.0
1461,2015-01-01,1840.0
1462,2015-01-02,1840.0
1463,2015-01-03,1830.0
1464,2015-01-04,1820.0
1465,2015-01-05,1810.0
1466,2015-01-06,1800.0
1467,2015-01-07,1790.0
1468,2015-01-08,1780.0
1469,2015-01-09,1770.0
1470,2015-01-10,1760.0
1471,2015-01-11,1740.0
1472,2015-01-12,1730.0
1473,2015-01-13,1720.0
1474,2015-01-14,1710.0
1475,2015-01-15,1700.0
1476,2015-01-16,1690.0
1477,2015-01-17,1680.0
1478,2015-01-18,1670.0
1479,2015-01-19,1660.0
1480,2015-01-20,1640.0
1481,2015-01-21,1630.0
1482,2015-01-22,1620.0
1483,2015-01-23,1600.0
1484,2015-01-24,1590.0
1485,2015-01-25,1580.0
1486,2015-01-26,1560.0
1487,2015-01-27,1550.0
1488,2015-01-28,1540.0
1489,2015-01-29,1530.0
1490,2015-01-30,1520.0
1491,2015-01-31,1500.0
1492,2015-02-01,1490.0
1493,2015-02-02,1480.0
1494,2015-02-03,1460.0
1495,2015-02-04,1450.0
1496,2015-02-05,1450.0
1497,2015-02-06,1430.0
1498,2015-02-07,1440.0
1499,2015-02-08,1430.0
1500,2015-02-09,1430.0
1501,2015-02-10,1420.0
1502,2015-02-11,1410.0
1503,2015-02-12,1400.0
1504,2015-02-13,1390.0
1505,2015-02-14,1380.0
1506,2015-02-15,1380.0
1507,2015-02-16,1370.0
1508,2015-02-17,1360.0
1509,2015-02-18,1350.0
1510,2015-02-19,1340.0
1511,2015-02-20,1330.0
1512,2015-02-21,1330.0
1513,2015-02-22,1330.0
1514,2015-02-23,1330.0
1515,2015-02-24,1320.0
1516,2015-02-25,1320.0
1517,2015-02-26,1310.0
1518,2015-02-27,1310.0
1519,2015-02-28,1300.0
1520,2015-03-01,1300.0
1521,2015-03-02,1290.0
1522,2015-03-03,1290.0
1523,2015-03-04,1280.0
1524,2015-03-05,1270.0
1525,2015-03-06,1260.0
1526,2015-03-07,1250.0
1527,2015-03-08,1240.0
1528,2015-03-09,1240.0
1529,2015-03-10,1230.0
1530,2015-03-11,1220.0
1531,2015-03-12,1210.0
1532,2015-03-13,1210.0
1533,2015-03-14,1200.0
1534,2015-03-15,1190.0
1535,2015-03-16,1180.0
1536,2015-03-17,1180.0
1537,2015-03-18,1170.0
1538,2015-03-19,1170.0
1539,2015-03-20,1160.0
1540,2015-03-21,1160.0
1541,2015-03-22,1160.0
1542,2015-03-23,1140.0
1543,2015-03-24,1140.0
1544,2015-03-25,1130.0
1545,2015-03-26,1130.0
1546,2015-03-27,1120.0
1547,2015-03-28,1120.0
1548,2015-03-29,1120.0
1549,2015-03-30,1120.0
1550,2015-03-31,1120.0
1551,2015-04-01,1120.0
1552,2015-04-02,1120.0
1553,2015-04-03,1120.0
1554,2015-04-04,1120.0
1555,2015-04-05,1120.0
1556,2015-04-06,1110.0
1557,2015-04-07,1120.0
1558,2015-04-08,1110.0
1559,2015-04-09,1110.0
1560,2015-04-10,1110.0
1561,2015-04-11,1110.0
1562,2015-04-12,1110.0
1563,2015-04-13,1110.0
1564,2015-04-14,1100.0
1565,2015-04-15,1090.0
1566,2015-04-16,1080.0
1567,2015-04-17,1080.0
1568,2015-04-18,1070.0
1569,2015-04-19,1070.0
1570,2015-04-20,1060.0
1571,2015-04-21,1060.0
1572,2015-04-22,1060.0
1573,2015-04-23,1060.0
1574,2015-04-24,1060.0
1575,2015-04-25,1060.0
1576,2015-04-26,1050.0
1577,2015-04-27,1050.0
1578,2015-04-28,1060.0
1579,2015-04-29,1060.0
1580,2015-04-30,1060.0
1581,2015-05-01,1040.0
1582,2015-05-02,1010.0
1583,2015-05-03,996.0
1584,2015-05-04,984.0
1585,2015-05-05,974.0
1586,2015-05-06,965.0
1587,2015-05-07,954.0
1588,2015-05-08,950.0
1589,2015-05-09,943.0
1590,2015-05-10,938.0
1591,2015-05-11,934.0
1592,2015-05-12,930.0
1593,2015-05-13,925.0
1594,2015-05-14,916.0
1595,2015-05-15,904.0
1596,2015-05-16,887.0
1597,2015-05-17,875.0
1598,2015-05-18,864.0
1599,2015-05-19,856.0
1600,2015-05-20,855.0
1601,2015-05-21,851.0
1602,2015-05-22,860.0
1603,2015-05-23,889.0
1604,2015-05-24,950.0
1605,2015-05-25,1010.0
1606,2015-05-26,1060.0
1607,2015-05-27,1100.0
1608,2015-05-28,1140.0
1609,2015-05-29,1190.0
1610,2015-05-30,1240.0
1611,2015-05-31,1310.0
1612,2015-06-01,1370.0
1613,2015-06-02,1440.0
1614,2015-06-03,1500.0
1615,2015-06-04,1560.0
1616,2015-06-05,1610.0
1617,2015-06-06,1660.0
1618,2015-06-07,1690.0
1619,2015-06-08,1730.0
1620,2015-06-09,1780.0
1621,2015-06-10,1840.0
1622,2015-06-11,1900.0
1623,2015-06-12,1990.0
1624,2015-06-13,2080.0
1625,2015-06-14,2170.0
1626,2015-06-15,2260.0
1627,2015-06-16,2330.0
1628,2015-06-17,2400.0
1629,2015-06-18,2470.0
1630,2015-06-19,2520.0
1631,2015-06-20,2570.0
1632,2015-06-21,2610.0
1633,2015-06-22,2650.0
1634,2015-06-23,2680.0
1635,2015-06-24,2710.0
1636,2015-06-25,2730.0
1637,2015-06-26,2760.0
1638,2015-06-27,2780.0
1639,2015-06-28,2800.0
1640,2015-06-29,2820.0
1641,2015-06-30,2850.0
1642,2015-07-01,2880.0
1643,2015-07-02,2950.0
1644,2015-07-03,3040.0
1645,2015-07-04,3110.0
1646,2015-07-05,3160.0
1647,2015-07-06,3210.0
1648,2015-07-07,3280.0
1649,2015-07-08,3350.0
1650,2015-07-09,3410.0
1651,2015-07-10,3470.0
1652,2015-07-11,3520.0
1653,2015-07-12,3570.0
1654,2015-07-13,3600.0
1655,2015-07-14,3620.0
1656,2015-07-15,3640.0
1657,2015-07-16,3650.0
1658,2015-07-17,3660.0
1659,2015-07-18,3660.0
1660,2015-07-19,3660.0
1661,2015-07-20,3660.0
1662,2015-07-21,3660.0
1663,2015-07-22,3670.0
1664,2015-07-23,3660.0
1665,2015-07-24,3660.0
1666,2015-07-25,3660.0
1667,2015-07-26,3650.0
1668,2015-07-27,3640.0
1669,2015-07-28,3620.0
1670,2015-07-29,3600.0
1671,2015-07-30,3590.0
1672,2015-07-31,3580.0
1673,2015-08-01,3590.0
1674,2015-08-02,3600.0
1675,2015-08-03,3610.0
1676,2015-08-04,3620.0
1677,2015-08-05,3610.0
1678,2015-08-06,3590.0
1679,2015-08-07,3580.0
1680,2015-08-08,3570.0
1681,2015-08-09,3550.0
1682,2015-08-10,3530.0
1683,2015-08-11,3500.0
1684,2015-08-12,3480.0
1685,2015-08-13,3440.0
1686,2015-08-14,3410.0
1687,2015-08-15,3380.0
1688,2015-08-16,3350.0
1689,2015-08-17,3310.0
1690,2015-08-18,3280.0
1691,2015-08-19,3250.0
1692,2015-08-20,3220.0
1693,2015-08-21,3180.0
1694,2015-08-22,3150.0
1695,2015-08-23,3110.0
1696,2015-08-24,3070.0
1697,2015-08-25,3040.0
1698,2015-08-26,3010.0
1699,2015-08-27,2970.0
1700,2015-08-28,2940.0
1701,2015-08-29,2900.0
1702,2015-08-30,2870.0
1703,2015-08-31,2830.0
1704,2015-09-01,2790.0
1705,2015-09-02,2760.0
1706,2015-09-03,2730.0
1707,2015-09-04,2700.0
1708,2015-09-05,2680.0
1709,2015-09-06,2650.0
1710,2015-09-07,2620.0
1711,2015-09-08,2600.0
1712,2015-09-09,2570.0
1713,2015-09-10,2540.0
1714,2015-09-11,2510.0
1715,2015-09-12,2480.0
1716,2015-09-13,2450.0
1717,2015-09-14,2420.0
1718,2015-09-15,2400.0
1719,2015-09-16,2380.0
1720,2015-09-17,2370.0
1721,2015-09-18,2350.0
1722,2015-09-19,2330.0
1723,2015-09-20,2310.0
1724,2015-09-21,2280.0
1725,2015-09-22,2270.0
1726,2015-09-23,2250.0
1727,2015-09-24,2230.0
1728,2015-09-25,2200.0
1729,2015-09-26,2180.0
1730,2015-09-27,2150.0
1731,2015-09-28,2130.0
1732,2015-09-29,2100.0
1733,2015-09-30,2080.0
1734,2015-10-01,2070.0
1735,2015-10-02,2060.0
1736,2015-10-03,2050.0
1737,2015-10-04,2060.0
1738,2015-10-05,2060.0
1739,2015-10-06,2060.0
1740,2015-10-07,2060.0
1741,2015-10-08,2060.0
1742,2015-10-09,2060.0
1743,2015-10-10,2060.0
1744,2015-10-11,2050.0
1745,2015-10-12,2050.0
1746,2015-10-13,2050.0
1747,2015-10-14,2050.0
1748,2015-10-15,2060.0
1749,2015-10-16,2070.0
1750,2015-10-17,2080.0
1751,2015-10-18,2100.0
1752,2015-10-19,2120.0
1753,2015-10-20,2130.0
1754,2015-10-21,2150.0
1755,2015-10-22,2160.0
1756,2015-10-23,2170.0
1757,2015-10-24,2170.0
1758,2015-10-25,2170.0
1759,2015-10-26,2160.0
1760,2015-10-27,2160.0
1761,2015-10-28,2150.0
1762,2015-10-29,2150.0
1763,2015-10-30,2150.0
1764,2015-10-31,2140.0
1765,2015-11-01,2140.0
1766,2015-11-02,2140.0
1767,2015-11-03,2140.0
1768,2015-11-04,2140.0
1769,2015-11-05,2130.0
1770,2015-11-06,2130.0
1771,2015-11-07,2130.0
1772,2015-11-08,2130.0
1773,2015-11-09,2130.0
1774,2015-11-10,2130.0
1775,2015-11-11,2130.0
1776,2015-11-12,2130.0
1777,2015-11-13,2130.0
1778,2015-11-14,2130.0
1779,2015-11-15,2120.0
1780,2015-11-16,2120.0
1781,2015-11-17,2120.0
1782,2015-11-18,2120.0
1783,2015-11-19,2110.0
1784,2015-11-20,2110.0
1785,2015-11-21,2110.0
1786,2015-11-22,2110.0
1787,2015-11-23,2100.0
1788,2015-11-24,2100.0
1789,2015-11-25,2100.0
1790,2015-11-26,2090.0
1791,2015-11-27,2090.0
1792,2015-11-28,2080.0
1793,2015-11-29,2070.0
1794,2015-11-30,2060.0
1795,2015-12-01,2060.0
1796,2015-12-02,2060.0
1797,2015-12-03,2060.0
1798,2015-12-04,2050.0
1799,2015-12-05,2050.0
1800,2015-12-06,2040.0
1801,2015-12-07,2040.0
1802,2015-12-08,2030.0
1803,2015-12-09,2030.0
1804,2015-12-10,2030.0
1805,2015-12-11,2030.0
1806,2015-12-12,2030.0
1807,2015-12-13,2030.0
1808,2015-12-14,2030.0
1809,2015-12-15,2020.0
1810,2015-12-16,2010.0
1811,2015-12-17,2000.0
1812,2015-12-18,2000.0
1813,2015-12-19,1990.0
1814,2015-12-20,1990.0
1815,2015-12-21,1990.0
1816,2015-12-22,1990.0
1817,2015-12-23,1980.0
1818,2015-12-24,1980.0
1819,2015-12-25,1980.0
1820,2015-12-26,1970.0
1821,2015-12-27,1970.0
1822,2015-12-28,1970.0
1823,2015-12-29,1960.0
1824,2015-12-30,1960.0
1825,2015-12-31,1960.0
1826,2016-01-01,1950.0
1827,2016-01-02,1950.0
1828,2016-01-03,1950.0
1829,2016-01-04,1940.0
1830,2016-01-05,1950.0
1831,2016-01-06,1950.0
1832,2016-01-07,1950.0
1833,2016-01-08,1950.0
1834,2016-01-09,1950.0
1835,2016-01-10,1950.0
1836,2016-01-11,1950.0
1837,2016-01-12,1940.0
1838,2016-01-13,1940.0
1839,2016-01-14,1940.0
1840,2016-01-15,1930.0
1841,2016-01-16,1930.0
1842,2016-01-17,1930.0
1843,2016-01-18,1930.0
1844,2016-01-19,1930.0
1845,2016-01-20,1930.0
1846,2016-01-21,1930.0
1847,2016-01-22,1930.0
1848,2016-01-23,1940.0
1849,2016-01-24,1940.0
1850,2016-01-25,1940.0
1851,2016-01-26,1940.0
1852,2016-01-27,1930.0
1853,2016-01-28,1940.0
1854,2016-01-29,1930.0
1855,2016-01-30,1950.0
1856,2016-01-31,1970.0
1857,2016-02-01,1980.0
1858,2016-02-02,1980.0
1859,2016-02-03,1990.0
1860,2016-02-04,1990.0
1861,2016-02-05,1990.0
1862,2016-02-06,1990.0
1863,2016-02-07,1990.0
1864,2016-02-08,1990.0
1865,2016-02-09,1990.0
1866,2016-02-10,1990.0
1867,2016-02-11,2000.0
1868,2016-02-12,1990.0
1869,2016-02-13,1990.0
1870,2016-02-14,1990.0
1871,2016-02-15,1990.0
1872,2016-02-16,1990.0
1873,2016-02-17,2000.0
1874,2016-02-18,2010.0
1875,2016-02-19,2010.0
1876,2016-02-20,2010.0
1877,2016-02-21,2020.0
1878,2016-02-22,2020.0
1879,2016-02-23,2020.0
1880,2016-02-24,2020.0
1881,2016-02-25,2020.0
1882,2016-02-26,2020.0
1883,2016-02-27,2030.0
1884,2016-02-28,2030.0
1885,2016-02-29,2030.0
1886,2016-03-01,2040.0
1887,2016-03-02,2040.0
1888,2016-03-03,2040.0
1889,2016-03-04,2050.0
1890,2016-03-05,2060.0
1891,2016-03-06,2080.0
1892,2016-03-07,2080.0
1893,2016-03-08,2090.0
1894,2016-03-09,2100.0
1895,2016-03-10,2110.0
1896,2016-03-11,2120.0
1897,2016-03-12,2120.0
1898,2016-03-13,2130.0
1899,2016-03-14,2130.0
1900,2016-03-15,2130.0
1901,2016-03-16,2120.0
1902,2016-03-17,2120.0
1903,2016-03-18,2120.0
1904,2016-03-19,2120.0
1905,2016-03-20,2120.0
1906,2016-03-21,2120.0
1907,2016-03-22,2110.0
1908,2016-03-23,2110.0
1909,2016-03-24,2100.0
1910,2016-03-25,2090.0
1911,2016-03-26,2080.0
1912,2016-03-27,2080.0
1913,2016-03-28,2080.0
1914,2016-03-29,2080.0
1915,2016-03-30,2080.0
1916,2016-03-31,2070.0
1917,2016-04-01,2070.0
1918,2016-04-02,2070.0
1919,2016-04-03,2070.0
1920,2016-04-04,2070.0
1921,2016-04-05,2080.0
1922,2016-04-06,2080.0
1923,2016-04-07,2090.0
1924,2016-04-08,2100.0
1925,2016-04-09,2110.0
1926,2016-04-10,2120.0
1927,2016-04-11,2120.0
1928,2016-04-12,2130.0
1929,2016-04-13,2140.0
1930,2016-04-14,2140.0
1931,2016-04-15,2140.0
1932,2016-04-16,2130.0
1933,2016-04-17,2120.0
1934,2016-04-18,2120.0
1935,2016-04-19,2130.0
1936,2016-04-20,2140.0
1937,2016-04-21,2170.0
1938,2016-04-22,2190.0
1939,2016-04-23,2200.0
1940,2016-04-24,2220.0
1941,2016-04-25,2220.0
1942,2016-04-26,2220.0
1943,2016-04-27,2230.0
1944,2016-04-28,2230.0
1945,2016-04-29,2220.0
1946,2016-04-30,2220.0
1947,2016-05-01,2200.0
1948,2016-05-02,2170.0
1949,2016-05-03,2150.0
1950,2016-05-04,2130.0
1951,2016-05-05,2120.0
1952,2016-05-06,2120.0
1953,2016-05-07,2110.0
1954,2016-05-08,2100.0
1955,2016-05-09,2100.0
1956,2016-05-10,2120.0
1957,2016-05-11,2160.0
1958,2016-05-12,2220.0
1959,2016-05-13,2310.0
1960,2016-05-14,2420.0
1961,2016-05-15,2500.0
