,datetime,LK_ALOHA_NR_PHILLIPS(MEDLEY_LAKE)_CA.
830,2013-08-19,333.3333333333335
831,2013-08-20,250.0
832,2013-08-21,166.66666666666697
833,2013-08-22,83.33333333333348
834,2013-08-23,0.0
835,2013-08-24,0.0
836,2013-08-25,0.0
837,2013-08-26,0.0
838,2013-08-27,0.0
839,2013-08-28,0.0
840,2013-08-29,0.0
841,2013-08-30,0.0
842,2013-08-31,0.0
843,2013-09-01,0.0
844,2013-09-02,0.0
845,2013-09-03,0.0
846,2013-09-04,0.0
847,2013-09-05,0.0
848,2013-09-06,0.0
849,2013-09-07,0.0
850,2013-09-08,0.0
851,2013-09-09,0.0
852,2013-09-10,0.0
853,2013-09-11,0.0
854,2013-09-12,0.0
855,2013-09-13,0.0
856,2013-09-14,0.0
857,2013-09-15,0.0
858,2013-09-16,0.0
859,2013-09-17,0.0
860,2013-09-18,0.0
861,2013-09-19,0.0
862,2013-09-20,0.0
863,2013-09-21,0.0
864,2013-09-22,0.0
865,2013-09-23,0.0
866,2013-09-24,0.0
867,2013-09-25,0.0
868,2013-09-26,0.0
869,2013-09-27,0.0
870,2013-09-28,0.0
871,2013-09-29,0.0
872,2013-09-30,0.0
873,2013-10-01,0.0
874,2013-10-02,0.0
875,2013-10-03,0.0
876,2013-10-04,0.0
877,2013-10-05,0.0
878,2013-10-06,0.0
879,2013-10-07,0.0
880,2013-10-08,0.0
881,2013-10-09,0.0
882,2013-10-10,0.0
883,2013-10-11,0.0
884,2013-10-12,0.0
885,2013-10-13,0.0
886,2013-10-14,0.0
887,2013-10-15,0.0
888,2013-10-16,0.0
889,2013-10-17,0.0
890,2013-10-18,0.0
891,2013-10-19,0.0
892,2013-10-20,0.0
893,2013-10-21,0.0
894,2013-10-22,0.0
895,2013-10-23,0.0
896,2013-10-24,0.0
897,2013-10-25,0.0
898,2013-10-26,0.0
899,2013-10-27,0.0
900,2013-10-28,0.0
901,2013-10-29,0.0
902,2013-10-30,0.0
903,2013-10-31,0.0
904,2013-11-01,0.0
905,2013-11-02,0.0
906,2013-11-03,0.0
907,2013-11-04,0.0
908,2013-11-05,21.73913043478261
909,2013-11-06,43.47826086956522
910,2013-11-07,65.21739130434783
911,2013-11-08,86.95652173913044
912,2013-11-09,108.69565217391305
913,2013-11-10,130.43478260869566
914,2013-11-11,152.17391304347825
915,2013-11-12,173.91304347826087
916,2013-11-13,195.6521739130435
917,2013-11-14,217.3913043478261
918,2013-11-15,239.1304347826087
919,2013-11-16,260.8695652173913
920,2013-11-17,282.60869565217394
921,2013-11-18,304.3478260869565
922,2013-11-19,326.0869565217391
923,2013-11-20,347.82608695652175
924,2013-11-21,369.5652173913044
925,2013-11-22,391.304347826087
926,2013-11-23,413.04347826086956
927,2013-11-24,434.7826086956522
928,2013-11-25,456.5217391304348
929,2013-11-26,478.2608695652174
930,2013-11-27,500.0
931,2013-11-28,521.7391304347826
932,2013-11-29,543.4782608695652
933,2013-11-30,565.2173913043479
934,2013-12-01,586.9565217391305
935,2013-12-02,608.695652173913
936,2013-12-03,630.4347826086956
937,2013-12-04,652.1739130434783
938,2013-12-05,673.9130434782609
939,2013-12-06,695.6521739130435
940,2013-12-07,717.3913043478261
941,2013-12-08,739.1304347826087
942,2013-12-09,760.8695652173914
943,2013-12-10,782.608695652174
944,2013-12-11,804.3478260869565
945,2013-12-12,826.0869565217391
946,2013-12-13,847.8260869565217
947,2013-12-14,869.5652173913044
948,2013-12-15,891.304347826087
949,2013-12-16,913.0434782608696
950,2013-12-17,934.7826086956522
951,2013-12-18,956.5217391304348
952,2013-12-19,978.2608695652174
953,2013-12-20,1000.0
954,2013-12-21,1021.7391304347826
955,2013-12-22,1043.4782608695652
956,2013-12-23,1065.2173913043478
957,2013-12-24,1086.9565217391305
958,2013-12-25,1108.695652173913
959,2013-12-26,1130.4347826086957
960,2013-12-27,1152.1739130434783
961,2013-12-28,1173.913043478261
962,2013-12-29,1195.6521739130435
963,2013-12-30,1217.391304347826
964,2013-12-31,1239.1304347826087
965,2014-01-01,1260.8695652173913
966,2014-01-02,1282.608695652174
967,2014-01-03,1304.3478260869565
968,2014-01-04,1326.0869565217392
969,2014-01-05,1347.8260869565217
970,2014-01-06,1369.5652173913045
971,2014-01-07,1391.304347826087
972,2014-01-08,1413.0434782608695
973,2014-01-09,1434.7826086956522
974,2014-01-10,1456.5217391304348
975,2014-01-11,1478.2608695652175
976,2014-01-12,1500.0
977,2014-01-13,1521.7391304347827
978,2014-01-14,1543.4782608695652
979,2014-01-15,1565.217391304348
980,2014-01-16,1586.9565217391305
981,2014-01-17,1608.695652173913
982,2014-01-18,1630.4347826086957
983,2014-01-19,1652.1739130434783
984,2014-01-20,1673.913043478261
985,2014-01-21,1695.6521739130435
986,2014-01-22,1717.3913043478262
987,2014-01-23,1739.1304347826087
988,2014-01-24,1760.8695652173913
989,2014-01-25,1782.608695652174
990,2014-01-26,1804.3478260869565
991,2014-01-27,1826.0869565217392
992,2014-01-28,1847.8260869565217
993,2014-01-29,1869.5652173913045
994,2014-01-30,1891.304347826087
995,2014-01-31,1913.0434782608695
996,2014-02-01,1934.7826086956522
997,2014-02-02,1956.5217391304348
998,2014-02-03,1978.2608695652175
999,2014-02-04,2000.0
1000,2014-02-05,2021.7391304347827
1001,2014-02-06,2043.4782608695652
1002,2014-02-07,2065.217391304348
1003,2014-02-08,2086.9565217391305
1004,2014-02-09,2108.695652173913
1005,2014-02-10,2130.4347826086955
1006,2014-02-11,2152.1739130434785
1007,2014-02-12,2173.913043478261
1008,2014-02-13,2195.6521739130435
1009,2014-02-14,2217.391304347826
1010,2014-02-15,2239.130434782609
1011,2014-02-16,2260.8695652173915
1012,2014-02-17,2282.608695652174
1013,2014-02-18,2304.3478260869565
1014,2014-02-19,2326.086956521739
1015,2014-02-20,2347.826086956522
1016,2014-02-21,2369.5652173913045
1017,2014-02-22,2391.304347826087
1018,2014-02-23,2413.0434782608695
1019,2014-02-24,2434.782608695652
1020,2014-02-25,2456.521739130435
1021,2014-02-26,2478.2608695652175
1022,2014-02-27,2500.0
1023,2014-02-28,2521.7391304347825
1024,2014-03-01,2543.4782608695655
1025,2014-03-02,2565.217391304348
1026,2014-03-03,2586.9565217391305
1027,2014-03-04,2608.695652173913
1028,2014-03-05,2630.4347826086955
1029,2014-03-06,2652.1739130434785
1030,2014-03-07,2673.913043478261
1031,2014-03-08,2695.6521739130435
1032,2014-03-09,2717.391304347826
1033,2014-03-10,2739.130434782609
1034,2014-03-11,2760.8695652173915
1035,2014-03-12,2782.608695652174
1036,2014-03-13,2804.3478260869565
1037,2014-03-14,2826.086956521739
1038,2014-03-15,2847.826086956522
1039,2014-03-16,2869.5652173913045
1040,2014-03-17,2891.304347826087
1041,2014-03-18,2913.0434782608695
1042,2014-03-19,2934.7826086956525
1043,2014-03-20,2956.521739130435
1044,2014-03-21,2978.2608695652175
1045,2014-03-22,3000.0
1046,2014-03-23,3021.7391304347825
1047,2014-03-24,3043.4782608695655
1048,2014-03-25,3065.217391304348
1049,2014-03-26,3086.9565217391305
1050,2014-03-27,3108.695652173913
1051,2014-03-28,3130.434782608696
1052,2014-03-29,3152.1739130434785
1053,2014-03-30,3173.913043478261
1054,2014-03-31,3195.6521739130435
1055,2014-04-01,3217.391304347826
1056,2014-04-02,3239.130434782609
1057,2014-04-03,3260.8695652173915
1058,2014-04-04,3282.608695652174
1059,2014-04-05,3304.3478260869565
1060,2014-04-06,3326.086956521739
1061,2014-04-07,3347.826086956522
1062,2014-04-08,3369.5652173913045
1063,2014-04-09,3391.304347826087
1064,2014-04-10,3413.0434782608695
1065,2014-04-11,3434.7826086956525
1066,2014-04-12,3456.521739130435
1067,2014-04-13,3478.2608695652175
1068,2014-04-14,3500.0
1069,2014-04-15,3521.7391304347825
1070,2014-04-16,3543.4782608695655
1071,2014-04-17,3565.217391304348
1072,2014-04-18,3586.9565217391305
1073,2014-04-19,3608.695652173913
1074,2014-04-20,3630.434782608696
1075,2014-04-21,3652.1739130434785
1076,2014-04-22,3673.913043478261
1077,2014-04-23,3695.6521739130435
1078,2014-04-24,3717.391304347826
1079,2014-04-25,3739.130434782609
1080,2014-04-26,3760.8695652173915
1081,2014-04-27,3782.608695652174
1082,2014-04-28,3804.3478260869565
1083,2014-04-29,3826.086956521739
1084,2014-04-30,3847.826086956522
1085,2014-05-01,3869.5652173913045
1086,2014-05-02,3891.304347826087
1087,2014-05-03,3913.0434782608695
1088,2014-05-04,3934.7826086956525
1089,2014-05-05,3956.521739130435
1090,2014-05-06,3978.2608695652175
1091,2014-05-07,4000.0
1092,2014-05-08,4021.7391304347825
1093,2014-05-09,4043.4782608695655
1094,2014-05-10,4065.217391304348
1095,2014-05-11,4086.9565217391305
1096,2014-05-12,4108.695652173913
1097,2014-05-13,4130.434782608696
1098,2014-05-14,4152.173913043478
1099,2014-05-15,4173.913043478261
1100,2014-05-16,4195.652173913044
1101,2014-05-17,4217.391304347826
1102,2014-05-18,4239.130434782609
1103,2014-05-19,4260.869565217391
1104,2014-05-20,4282.608695652174
1105,2014-05-21,4304.347826086957
1106,2014-05-22,4326.086956521739
1107,2014-05-23,4347.826086956522
1108,2014-05-24,4369.565217391304
1109,2014-05-25,4391.304347826087
1110,2014-05-26,4413.04347826087
1111,2014-05-27,4434.782608695652
1112,2014-05-28,4456.521739130435
1113,2014-05-29,4478.260869565218
1114,2014-05-30,4500.0
1115,2014-05-31,4506.428571428572
1116,2014-06-01,4512.857142857143
1117,2014-06-02,4519.285714285715
1118,2014-06-03,4525.714285714285
1119,2014-06-04,4532.142857142857
1120,2014-06-05,4538.571428571428
1121,2014-06-06,4545.0
1122,2014-06-07,4551.428571428572
1123,2014-06-08,4557.857142857143
1124,2014-06-09,4564.285714285715
1125,2014-06-10,4570.714285714285
1126,2014-06-11,4577.142857142857
1127,2014-06-12,4583.571428571428
1128,2014-06-13,4590.0
1129,2014-06-14,4590.0
1130,2014-06-15,4590.0
1131,2014-06-16,4590.0
1132,2014-06-17,4590.0
1133,2014-06-18,4590.0
1134,2014-06-19,4594.285714285715
1135,2014-06-20,4598.571428571428
1136,2014-06-21,4602.857142857143
1137,2014-06-22,4607.142857142857
1138,2014-06-23,4611.428571428572
1139,2014-06-24,4615.714285714285
1140,2014-06-25,4620.0
1141,2014-06-26,4561.2
1142,2014-06-27,4502.4
1143,2014-06-28,4443.6
1144,2014-06-29,4384.8
1145,2014-06-30,4326.0
1146,2014-07-01,4267.2
1147,2014-07-02,4208.4
1148,2014-07-03,4149.6
1149,2014-07-04,4090.8
1150,2014-07-05,4032.0
1151,2014-07-06,3973.2
1152,2014-07-07,3914.4
1153,2014-07-08,3855.6
1154,2014-07-09,3796.8
1155,2014-07-10,3738.0
1156,2014-07-11,3679.2
1157,2014-07-12,3620.4
1158,2014-07-13,3561.6000000000004
1159,2014-07-14,3502.8
1160,2014-07-15,3444.0
1161,2014-07-16,3385.2
1162,2014-07-17,3326.4
1163,2014-07-18,3267.6000000000004
1164,2014-07-19,3208.8
1165,2014-07-20,3150.0
1166,2014-07-21,3087.5
1167,2014-07-22,3025.0
1168,2014-07-23,2962.5
1169,2014-07-24,2900.0
1170,2014-07-25,2837.5
1171,2014-07-26,2775.0
1172,2014-07-27,2712.5
1173,2014-07-28,2650.0
1174,2014-07-29,2587.5
1175,2014-07-30,2525.0
1176,2014-07-31,2462.5
1177,2014-08-01,2400.0
1178,2014-08-02,2337.5
1179,2014-08-03,2275.0
1180,2014-08-04,2212.5
1181,2014-08-05,2150.0
1182,2014-08-06,2087.5
1183,2014-08-07,2025.0
1184,2014-08-08,1962.5
1185,2014-08-09,1900.0
1186,2014-08-10,1837.5
1187,2014-08-11,1775.0
1188,2014-08-12,1712.5
1189,2014-08-13,1650.0
1190,2014-08-14,1635.3333333333333
1191,2014-08-15,1620.6666666666667
1192,2014-08-16,1606.0
1193,2014-08-17,1591.3333333333333
1194,2014-08-18,1576.6666666666667
1195,2014-08-19,1562.0
1196,2014-08-20,1547.3333333333333
1197,2014-08-21,1532.6666666666667
1198,2014-08-22,1518.0
1199,2014-08-23,1503.3333333333333
1200,2014-08-24,1488.6666666666667
1201,2014-08-25,1474.0
1202,2014-08-26,1459.3333333333333
1203,2014-08-27,1444.6666666666667
1204,2014-08-28,1430.0
1205,2014-08-29,1384.076923076923
1206,2014-08-30,1338.1538461538462
1207,2014-08-31,1292.2307692307693
1208,2014-09-01,1246.3076923076924
1209,2014-09-02,1200.3846153846155
1210,2014-09-03,1154.4615384615386
1211,2014-09-04,1108.5384615384614
1212,2014-09-05,1062.6153846153848
1213,2014-09-06,1016.6923076923077
1214,2014-09-07,970.7692307692308
1215,2014-09-08,924.8461538461538
1216,2014-09-09,878.9230769230769
1217,2014-09-10,833.0
1218,2014-09-11,787.0769230769231
1219,2014-09-12,741.1538461538462
1220,2014-09-13,695.2307692307693
1221,2014-09-14,649.3076923076924
1222,2014-09-15,603.3846153846155
1223,2014-09-16,557.4615384615386
1224,2014-09-17,511.53846153846166
1225,2014-09-18,465.61538461538464
1226,2014-09-19,419.69230769230774
1227,2014-09-20,373.76923076923094
1228,2014-09-21,327.8461538461538
1229,2014-09-22,281.9230769230769
1230,2014-09-23,236.0
1231,2014-09-24,245.88073394495413
1232,2014-09-25,255.76146788990826
1233,2014-09-26,265.64220183486236
1234,2014-09-27,275.5229357798165
1235,2014-09-28,285.4036697247706
1236,2014-09-29,295.2844036697248
1237,2014-09-30,305.1651376146789
1238,2014-10-01,315.04587155963304
1239,2014-10-02,324.92660550458714
1240,2014-10-03,334.8073394495413
1241,2014-10-04,344.6880733944954
1242,2014-10-05,354.56880733944956
1243,2014-10-06,364.44954128440367
1244,2014-10-07,374.33027522935777
1245,2014-10-08,384.2110091743119
1246,2014-10-09,394.0917431192661
1247,2014-10-10,403.9724770642202
1248,2014-10-11,413.8532110091743
1249,2014-10-12,423.73394495412845
1250,2014-10-13,433.6146788990826
1251,2014-10-14,443.4954128440367
1252,2014-10-15,453.3761467889908
1253,2014-10-16,463.25688073394497
1254,2014-10-17,473.13761467889907
1255,2014-10-18,483.01834862385317
1256,2014-10-19,492.89908256880733
1257,2014-10-20,502.7798165137615
1258,2014-10-21,512.6605504587155
1259,2014-10-22,522.5412844036698
1260,2014-10-23,532.4220183486239
1261,2014-10-24,542.302752293578
1262,2014-10-25,552.1834862385322
1263,2014-10-26,562.0642201834862
1264,2014-10-27,571.9449541284404
1265,2014-10-28,581.8256880733945
1266,2014-10-29,591.7064220183486
1267,2014-10-30,601.5871559633027
1268,2014-10-31,611.4678899082569
1269,2014-11-01,621.3486238532109
1270,2014-11-02,631.2293577981652
1271,2014-11-03,641.1100917431193
1272,2014-11-04,650.9908256880734
1273,2014-11-05,660.8715596330276
1274,2014-11-06,670.7522935779816
1275,2014-11-07,680.6330275229358
1276,2014-11-08,690.5137614678899
1277,2014-11-09,700.394495412844
1278,2014-11-10,710.2752293577981
1279,2014-11-11,720.1559633027523
1280,2014-11-12,730.0366972477063
1281,2014-11-13,739.9174311926606
1282,2014-11-14,749.7981651376147
1283,2014-11-15,759.6788990825688
1284,2014-11-16,769.559633027523
1285,2014-11-17,779.440366972477
1286,2014-11-18,789.3211009174312
1287,2014-11-19,799.2018348623853
1288,2014-11-20,809.0825688073395
1289,2014-11-21,818.9633027522935
1290,2014-11-22,828.8440366972477
1291,2014-11-23,838.7247706422019
1292,2014-11-24,848.605504587156
1293,2014-11-25,858.4862385321101
1294,2014-11-26,868.3669724770642
1295,2014-11-27,878.2477064220184
1296,2014-11-28,888.1284403669724
1297,2014-11-29,898.0091743119266
1298,2014-11-30,907.8899082568807
1299,2014-12-01,917.7706422018349
1300,2014-12-02,927.651376146789
1301,2014-12-03,937.5321100917431
1302,2014-12-04,947.4128440366973
1303,2014-12-05,957.2935779816514
1304,2014-12-06,967.1743119266055
1305,2014-12-07,977.0550458715596
1306,2014-12-08,986.9357798165138
1307,2014-12-09,996.816513761468
1308,2014-12-10,1006.697247706422
1309,2014-12-11,1016.5779816513761
1310,2014-12-12,1026.4587155963304
1311,2014-12-13,1036.3394495412845
1312,2014-12-14,1046.2201834862385
1313,2014-12-15,1056.1009174311926
1314,2014-12-16,1065.9816513761468
1315,2014-12-17,1075.8623853211009
1316,2014-12-18,1085.7431192660551
1317,2014-12-19,1095.6238532110092
1318,2014-12-20,1105.5045871559632
1319,2014-12-21,1115.3853211009173
1320,2014-12-22,1125.2660550458716
1321,2014-12-23,1135.1467889908258
1322,2014-12-24,1145.0275229357799
1323,2014-12-25,1154.908256880734
1324,2014-12-26,1164.788990825688
1325,2014-12-27,1174.6697247706422
1326,2014-12-28,1184.5504587155963
1327,2014-12-29,1194.4311926605506
1328,2014-12-30,1204.3119266055046
1329,2014-12-31,1214.1926605504586
1330,2015-01-01,1224.0733944954127
1331,2015-01-02,1233.954128440367
1332,2015-01-03,1243.8348623853212
1333,2015-01-04,1253.7155963302753
1334,2015-01-05,1263.5963302752293
1335,2015-01-06,1273.4770642201836
1336,2015-01-07,1283.3577981651376
1337,2015-01-08,1293.2385321100917
1338,2015-01-09,1303.119266055046
1339,2015-01-10,1313.0
1340,2015-01-11,1322.880733944954
1341,2015-01-12,1332.7614678899083
1342,2015-01-13,1342.6422018348624
1343,2015-01-14,1352.5229357798164
1344,2015-01-15,1362.4036697247707
1345,2015-01-16,1372.2844036697247
1346,2015-01-17,1382.165137614679
1347,2015-01-18,1392.045871559633
1348,2015-01-19,1401.926605504587
1349,2015-01-20,1411.8073394495414
1350,2015-01-21,1421.6880733944954
1351,2015-01-22,1431.5688073394494
1352,2015-01-23,1441.4495412844037
1353,2015-01-24,1451.3302752293578
1354,2015-01-25,1461.211009174312
1355,2015-01-26,1471.091743119266
1356,2015-01-27,1480.9724770642201
1357,2015-01-28,1490.8532110091744
1358,2015-01-29,1500.7339449541284
1359,2015-01-30,1510.6146788990825
1360,2015-01-31,1520.4954128440368
1361,2015-02-01,1530.3761467889908
1362,2015-02-02,1540.2568807339449
1363,2015-02-03,1550.1376146788991
1364,2015-02-04,1560.0183486238532
1365,2015-02-05,1569.8990825688074
1366,2015-02-06,1579.7798165137615
1367,2015-02-07,1589.6605504587155
1368,2015-02-08,1599.5412844036698
1369,2015-02-09,1609.4220183486239
1370,2015-02-10,1619.302752293578
1371,2015-02-11,1629.1834862385322
1372,2015-02-12,1639.0642201834862
1373,2015-02-13,1648.9449541284405
1374,2015-02-14,1658.8256880733945
1375,2015-02-15,1668.7064220183486
1376,2015-02-16,1678.5871559633028
1377,2015-02-17,1688.467889908257
1378,2015-02-18,1698.348623853211
1379,2015-02-19,1708.2293577981652
1380,2015-02-20,1718.1100917431193
1381,2015-02-21,1727.9908256880733
1382,2015-02-22,1737.8715596330276
1383,2015-02-23,1747.7522935779816
1384,2015-02-24,1757.633027522936
1385,2015-02-25,1767.51376146789
1386,2015-02-26,1777.394495412844
1387,2015-02-27,1787.2752293577983
1388,2015-02-28,1797.1559633027523
1389,2015-03-01,1807.0366972477063
1390,2015-03-02,1816.9174311926606
1391,2015-03-03,1826.7981651376147
1392,2015-03-04,1836.6788990825687
1393,2015-03-05,1846.559633027523
1394,2015-03-06,1856.440366972477
1395,2015-03-07,1866.3211009174313
1396,2015-03-08,1876.2018348623853
1397,2015-03-09,1886.0825688073394
1398,2015-03-10,1895.9633027522937
1399,2015-03-11,1905.8440366972477
1400,2015-03-12,1915.7247706422017
1401,2015-03-13,1925.605504587156
1402,2015-03-14,1935.48623853211
1403,2015-03-15,1945.3669724770643
1404,2015-03-16,1955.2477064220184
1405,2015-03-17,1965.1284403669724
1406,2015-03-18,1975.0091743119267
1407,2015-03-19,1984.8899082568807
1408,2015-03-20,1994.7706422018348
1409,2015-03-21,2004.651376146789
1410,2015-03-22,2014.532110091743
1411,2015-03-23,2024.4128440366972
1412,2015-03-24,2034.2935779816514
1413,2015-03-25,2044.1743119266055
1414,2015-03-26,2054.0550458715597
1415,2015-03-27,2063.935779816514
1416,2015-03-28,2073.816513761468
1417,2015-03-29,2083.697247706422
1418,2015-03-30,2093.577981651376
1419,2015-03-31,2103.45871559633
1420,2015-04-01,2113.3394495412845
1421,2015-04-02,2123.2201834862385
1422,2015-04-03,2133.1009174311926
1423,2015-04-04,2142.981651376147
1424,2015-04-05,2152.862385321101
1425,2015-04-06,2162.743119266055
1426,2015-04-07,2172.623853211009
1427,2015-04-08,2182.5045871559632
1428,2015-04-09,2192.3853211009173
1429,2015-04-10,2202.2660550458713
1430,2015-04-11,2212.1467889908254
1431,2015-04-12,2222.02752293578
1432,2015-04-13,2231.908256880734
1433,2015-04-14,2241.7889908256884
1434,2015-04-15,2251.6697247706425
1435,2015-04-16,2261.5504587155965
1436,2015-04-17,2271.4311926605506
1437,2015-04-18,2281.3119266055046
1438,2015-04-19,2291.1926605504586
1439,2015-04-20,2301.0733944954127
1440,2015-04-21,2310.954128440367
1441,2015-04-22,2320.8348623853212
1442,2015-04-23,2330.7155963302753
1443,2015-04-24,2340.5963302752293
1444,2015-04-25,2350.4770642201834
1445,2015-04-26,2360.3577981651374
1446,2015-04-27,2370.238532110092
1447,2015-04-28,2380.119266055046
1448,2015-04-29,2390.0
1449,2015-04-30,2434.3333333333335
1450,2015-05-01,2478.6666666666665
1451,2015-05-02,2523.0
1452,2015-05-03,2567.3333333333335
1453,2015-05-04,2611.6666666666665
1454,2015-05-05,2656.0
1455,2015-05-06,2700.3333333333335
1456,2015-05-07,2744.6666666666665
1457,2015-05-08,2789.0
1458,2015-05-09,2833.3333333333335
1459,2015-05-10,2877.6666666666665
1460,2015-05-11,2922.0
1461,2015-05-12,2901.6315789473683
1462,2015-05-13,2881.2631578947367
1463,2015-05-14,2860.8947368421054
1464,2015-05-15,2840.5263157894738
1465,2015-05-16,2820.157894736842
1466,2015-05-17,2799.7894736842104
1467,2015-05-18,2779.421052631579
1468,2015-05-19,2759.0526315789475
1469,2015-05-20,2738.684210526316
1470,2015-05-21,2718.315789473684
1471,2015-05-22,2697.9473684210525
1472,2015-05-23,2677.578947368421
1473,2015-05-24,2657.2105263157896
1474,2015-05-25,2636.842105263158
1475,2015-05-26,2616.4736842105262
1476,2015-05-27,2596.1052631578946
1477,2015-05-28,2575.7368421052633
1478,2015-05-29,2555.3684210526317
1479,2015-05-30,2535.0
1480,2015-05-31,2514.6315789473683
1481,2015-06-01,2494.2631578947367
1482,2015-06-02,2473.8947368421054
1483,2015-06-03,2453.5263157894738
1484,2015-06-04,2433.157894736842
1485,2015-06-05,2412.7894736842104
1486,2015-06-06,2392.421052631579
1487,2015-06-07,2372.0526315789475
1488,2015-06-08,2351.684210526316
1489,2015-06-09,2331.315789473684
1490,2015-06-10,2310.9473684210525
1491,2015-06-11,2290.578947368421
1492,2015-06-12,2270.2105263157896
1493,2015-06-13,2249.842105263158
1494,2015-06-14,2229.4736842105262
1495,2015-06-15,2209.105263157895
1496,2015-06-16,2188.7368421052633
1497,2015-06-17,2168.3684210526317
1498,2015-06-18,2148.0
1499,2015-06-19,2127.6315789473683
1500,2015-06-20,2107.2631578947367
1501,2015-06-21,2086.8947368421054
1502,2015-06-22,2066.5263157894738
1503,2015-06-23,2046.157894736842
1504,2015-06-24,2025.7894736842104
1505,2015-06-25,2005.421052631579
1506,2015-06-26,1985.0526315789475
1507,2015-06-27,1964.6842105263158
1508,2015-06-28,1944.3157894736842
1509,2015-06-29,1923.9473684210525
1510,2015-06-30,1903.578947368421
1511,2015-07-01,1883.2105263157896
1512,2015-07-02,1862.842105263158
1513,2015-07-03,1842.4736842105262
1514,2015-07-04,1822.1052631578948
1515,2015-07-05,1801.7368421052631
1516,2015-07-06,1781.3684210526317
1517,2015-07-07,1761.0
1518,2015-07-08,1741.4761904761904
1519,2015-07-09,1721.952380952381
1520,2015-07-10,1702.4285714285713
1521,2015-07-11,1682.904761904762
1522,2015-07-12,1663.3809523809523
1523,2015-07-13,1643.857142857143
1524,2015-07-14,1624.3333333333333
1525,2015-07-15,1604.8095238095239
1526,2015-07-16,1585.2857142857142
1527,2015-07-17,1565.7619047619048
1528,2015-07-18,1546.2380952380952
1529,2015-07-19,1526.7142857142858
1530,2015-07-20,1507.1904761904761
1531,2015-07-21,1487.6666666666665
1532,2015-07-22,1468.142857142857
1533,2015-07-23,1448.6190476190477
1534,2015-07-24,1429.095238095238
1535,2015-07-25,1409.5714285714284
1536,2015-07-26,1390.047619047619
1537,2015-07-27,1370.5238095238096
1538,2015-07-28,1351.0
1539,2015-07-29,1326.3529411764705
1540,2015-07-30,1301.7058823529412
1541,2015-07-31,1277.0588235294117
1542,2015-08-01,1252.4117647058824
1543,2015-08-02,1227.764705882353
1544,2015-08-03,1203.1176470588234
1545,2015-08-04,1178.4705882352941
1546,2015-08-05,1153.8235294117646
1547,2015-08-06,1129.1764705882354
1548,2015-08-07,1104.5294117647059
1549,2015-08-08,1079.8823529411766
1550,2015-08-09,1055.235294117647
1551,2015-08-10,1030.5882352941176
1552,2015-08-11,1005.9411764705883
1553,2015-08-12,981.2941176470588
1554,2015-08-13,956.6470588235294
1555,2015-08-14,932.0
1556,2015-08-15,915.6
1557,2015-08-16,899.2
1558,2015-08-17,882.8
1559,2015-08-18,866.4
1560,2015-08-19,850.0
1561,2015-08-20,832.2857142857143
1562,2015-08-21,814.5714285714286
1563,2015-08-22,796.8571428571429
1564,2015-08-23,779.1428571428571
1565,2015-08-24,761.4285714285714
1566,2015-08-25,743.7142857142857
1567,2015-08-26,726.0
1568,2015-08-27,708.2857142857142
1569,2015-08-28,690.5714285714286
1570,2015-08-29,672.8571428571429
1571,2015-08-30,655.1428571428571
1572,2015-08-31,637.4285714285714
1573,2015-09-01,619.7142857142857
1574,2015-09-02,602.0
1575,2015-09-03,584.2857142857142
1576,2015-09-04,566.5714285714286
1577,2015-09-05,548.8571428571429
1578,2015-09-06,531.1428571428571
1579,2015-09-07,513.4285714285713
1580,2015-09-08,495.71428571428567
1581,2015-09-09,478.0
1582,2015-09-10,460.2857142857143
1583,2015-09-11,442.57142857142856
1584,2015-09-12,424.85714285714283
1585,2015-09-13,407.1428571428571
1586,2015-09-14,389.4285714285714
1587,2015-09-15,371.71428571428567
1588,2015-09-16,354.0
1589,2015-09-17,336.2857142857142
1590,2015-09-18,318.57142857142856
1591,2015-09-19,300.8571428571428
1592,2015-09-20,283.1428571428571
1593,2015-09-21,265.42857142857144
1594,2015-09-22,247.71428571428567
1595,2015-09-23,230.0
1596,2015-09-24,247.51196172248802
1597,2015-09-25,265.02392344497605
1598,2015-09-26,282.53588516746413
1599,2015-09-27,300.04784688995215
1600,2015-09-28,317.5598086124402
1601,2015-09-29,335.07177033492826
1602,2015-09-30,352.5837320574163
1603,2015-10-01,370.0956937799043
1604,2015-10-02,387.60765550239233
1605,2015-10-03,405.11961722488036
1606,2015-10-04,422.63157894736844
1607,2015-10-05,440.14354066985646
1608,2015-10-06,457.6555023923445
1609,2015-10-07,475.16746411483257
1610,2015-10-08,492.6794258373206
1611,2015-10-09,510.1913875598086
1612,2015-10-10,527.7033492822966
1613,2015-10-11,545.2153110047847
1614,2015-10-12,562.7272727272727
1615,2015-10-13,580.2392344497607
1616,2015-10-14,597.7511961722488
1617,2015-10-15,615.2631578947369
1618,2015-10-16,632.7751196172248
1619,2015-10-17,650.2870813397129
1620,2015-10-18,667.799043062201
1621,2015-10-19,685.311004784689
1622,2015-10-20,702.8229665071771
1623,2015-10-21,720.3349282296651
1624,2015-10-22,737.8468899521531
1625,2015-10-23,755.3588516746412
1626,2015-10-24,772.8708133971292
1627,2015-10-25,790.3827751196172
1628,2015-10-26,807.8947368421053
1629,2015-10-27,825.4066985645933
1630,2015-10-28,842.9186602870814
1631,2015-10-29,860.4306220095693
1632,2015-10-30,877.9425837320574
