,datetime,GREEN_PETER_LAKE_NEAR_FOSTER__OR.
1045,2016-08-11,961.07
1046,2016-08-12,960.62
1047,2016-08-13,960.13
1048,2016-08-14,959.65
1049,2016-08-15,959.15
1050,2016-08-16,958.77
1051,2016-08-17,958.21
1052,2016-08-18,957.64
1053,2016-08-19,957.08
1054,2016-08-20,956.56
1055,2016-08-21,956.02
1056,2016-08-22,955.52
1057,2016-08-23,955.01
1058,2016-08-24,954.48
1059,2016-08-25,953.91
1060,2016-08-26,953.4
1061,2016-08-27,952.85
1062,2016-08-28,952.32
1063,2016-08-29,951.76
1064,2016-08-30,951.2
1065,2016-08-31,950.66
1066,2016-09-01,950.13
1067,2016-09-02,949.6
1068,2016-09-03,949.07
1069,2016-09-04,948.53
1070,2016-09-05,947.98
1071,2016-09-06,947.29
1072,2016-09-07,946.42
1073,2016-09-08,945.58
1074,2016-09-09,944.75
1075,2016-09-10,943.91
1076,2016-09-11,943.08
1077,2016-09-12,942.22
1078,2016-09-13,941.37
1079,2016-09-14,940.44
1080,2016-09-15,939.53
1081,2016-09-16,938.61
1082,2016-09-17,937.73
1083,2016-09-18,937.02
1084,2016-09-19,936.26
1085,2016-09-20,935.43
1086,2016-09-21,934.57
1087,2016-09-22,933.71
1088,2016-09-23,932.85
1089,2016-09-24,932.01
1090,2016-09-25,931.16
1091,2016-09-26,930.27
1092,2016-09-27,930.27
1093,2016-09-28,930.27
1094,2016-09-29,930.28
1095,2016-09-30,930.28
1096,2016-10-01,930.32
1097,2016-10-02,930.37
1098,2016-10-03,930.4
1099,2016-10-04,930.59
1100,2016-10-05,931.71
1101,2016-10-06,932.93
1102,2016-10-07,934.16
1103,2016-10-08,934.29
1104,2016-10-09,933.88
1105,2016-10-10,934.42
1106,2016-10-11,934.17
1107,2016-10-12,934.6
1108,2016-10-13,936.12
1109,2016-10-14,939.78
1110,2016-10-15,943.56
1111,2016-10-16,947.28
1112,2016-10-17,952.92
1113,2016-10-18,959.08
1114,2016-10-19,962.04
1115,2016-10-20,964.16
1116,2016-10-21,965.03
1117,2016-10-22,964.98
1118,2016-10-23,964.24
1119,2016-10-24,963.17
1120,2016-10-25,963.0
1121,2016-10-26,963.08
1122,2016-10-27,963.6
1123,2016-10-28,962.94
1124,2016-10-29,961.91
1125,2016-10-30,960.59
1126,2016-10-31,959.72
1127,2016-11-01,958.48
1128,2016-11-02,956.76
1129,2016-11-03,954.87
1130,2016-11-04,953.89
1131,2016-11-05,954.07
1132,2016-11-06,955.18
1133,2016-11-07,955.23
1134,2016-11-08,955.15
1135,2016-11-09,954.79
1136,2016-11-10,954.29
1137,2016-11-11,953.44
1138,2016-11-12,952.63
1139,2016-11-13,951.8
1140,2016-11-14,951.93
1141,2016-11-15,955.13
1142,2016-11-16,956.49
1143,2016-11-17,955.66
1144,2016-11-18,954.19
1145,2016-11-19,952.37
1146,2016-11-20,950.37
1147,2016-11-21,948.76
1148,2016-11-22,947.03
1149,2016-11-23,945.95
1150,2016-11-24,943.22
1151,2016-11-25,939.9
1152,2016-11-26,936.58
1153,2016-11-27,933.62
1154,2016-11-28,932.48
1155,2016-11-29,931.04
1156,2016-11-30,929.86
1157,2016-12-01,928.92
1158,2016-12-02,927.5
1159,2016-12-03,925.88
1160,2016-12-04,925.17
1161,2016-12-05,924.17
1162,2016-12-06,924.14
1163,2016-12-07,923.72
1164,2016-12-08,923.33
1165,2016-12-09,924.93
1166,2016-12-10,928.33
1167,2016-12-11,930.82
1168,2016-12-12,932.53
1169,2016-12-13,933.32
1170,2016-12-14,933.47
1171,2016-12-15,933.42
1172,2016-12-16,932.85
1173,2016-12-17,931.98
1174,2016-12-18,930.87
1175,2016-12-19,929.76
1176,2016-12-20,933.68
1177,2016-12-21,934.5
1178,2016-12-22,933.88
1179,2016-12-23,932.93
1180,2016-12-24,931.63
1181,2016-12-25,929.94
1182,2016-12-26,928.01
1183,2016-12-27,926.56
1184,2016-12-28,925.33
1185,2016-12-29,924.72
1186,2016-12-30,924.22
1187,2016-12-31,923.74
1188,2017-01-01,923.09
1189,2017-01-02,922.27
1190,2017-01-03,921.46
1191,2017-01-04,921.1
1192,2017-01-05,920.95
1193,2017-01-06,920.59
1194,2017-01-07,920.1
1195,2017-01-08,920.19
1196,2017-01-09,921.43
1197,2017-01-10,922.29
1198,2017-01-11,923.02
1199,2017-01-12,923.55
1200,2017-01-13,923.82
1201,2017-01-14,923.9
1202,2017-01-15,923.89
1203,2017-01-16,923.76
1204,2017-01-17,923.83
1205,2017-01-18,927.27
1206,2017-01-19,929.9
1207,2017-01-20,931.53
1208,2017-01-21,932.73
1209,2017-01-22,933.91
1210,2017-01-23,934.7
1211,2017-01-24,935.12
1212,2017-01-25,935.36
1213,2017-01-26,935.45
1214,2017-01-27,935.5
1215,2017-01-28,935.54
1216,2017-01-29,935.6
1217,2017-01-30,935.67
1218,2017-01-31,935.74
1219,2017-02-01,935.86
1220,2017-02-02,935.87
1221,2017-02-03,935.9
1222,2017-02-04,938.36
1223,2017-02-05,944.67
1224,2017-02-06,948.15
1225,2017-02-07,948.75
1226,2017-02-08,949.99
1227,2017-02-09,955.88
1228,2017-02-10,959.68
1229,2017-02-11,961.26
1230,2017-02-12,961.8
1231,2017-02-13,961.8
1232,2017-02-14,961.57
1233,2017-02-15,961.53
1234,2017-02-16,964.39
1235,2017-02-17,966.52
1236,2017-02-18,967.38
1237,2017-02-19,967.88
1238,2017-02-20,968.02
1239,2017-02-21,969.41
1240,2017-02-22,969.05
1241,2017-02-23,968.23
1242,2017-02-24,967.73
1243,2017-02-25,967.65
1244,2017-02-26,967.53
1245,2017-02-27,967.26
1246,2017-02-28,967.02
1247,2017-03-01,966.6
1248,2017-03-02,966.21
1249,2017-03-03,966.15
1250,2017-03-04,966.66
1251,2017-03-05,967.26
1252,2017-03-06,967.74
1253,2017-03-07,968.43
1254,2017-03-08,973.01
1255,2017-03-09,983.0
1256,2017-03-10,990.21
1257,2017-03-11,993.96
1258,2017-03-12,996.93
1259,2017-03-13,999.47
1260,2017-03-14,1000.33
1261,2017-03-15,1000.37
1262,2017-03-16,1001.16
1263,2017-03-17,999.99
1264,2017-03-18,999.15
1265,2017-03-19,997.74
1266,2017-03-20,995.55
1267,2017-03-21,993.18
1268,2017-03-22,990.89
1269,2017-03-23,988.39
1270,2017-03-24,987.75
1271,2017-03-25,988.76
1272,2017-03-26,989.69
1273,2017-03-27,991.38
1274,2017-03-28,991.44
1275,2017-03-29,992.45
1276,2017-03-30,993.77
1277,2017-03-31,993.93
1278,2017-04-01,993.69
1279,2017-04-02,993.38
1280,2017-04-03,993.15
1281,2017-04-04,993.09
1282,2017-04-05,992.72
1283,2017-04-06,992.65
1284,2017-04-07,992.79
1285,2017-04-08,992.98
1286,2017-04-09,993.09
1287,2017-04-10,993.22
1288,2017-04-11,993.21
1289,2017-04-12,993.24
1290,2017-04-13,993.38
1291,2017-04-14,993.62
1292,2017-04-15,994.2
1293,2017-04-16,994.99
1294,2017-04-17,995.88
1295,2017-04-18,997.42
1296,2017-04-19,998.83
1297,2017-04-20,1000.34
1298,2017-04-21,1001.62
1299,2017-04-22,1002.7
1300,2017-04-23,1003.85
1301,2017-04-24,1006.86
1302,2017-04-25,1008.48
1303,2017-04-26,1009.55
1304,2017-04-27,1009.66
1305,2017-04-28,1009.56
1306,2017-04-29,1009.47
1307,2017-04-30,1009.61
1308,2017-05-01,1009.73
1309,2017-05-02,1009.59
1310,2017-05-03,1009.63
1311,2017-05-04,1009.99
1312,2017-05-05,1010.4
1313,2017-05-06,1010.38
1314,2017-05-07,1010.43
1315,2017-05-08,1010.35
1316,2017-05-09,1010.24
1317,2017-05-10,1010.12
1318,2017-05-11,1010.08
1319,2017-05-12,1010.12
1320,2017-05-13,1010.24
1321,2017-05-14,1010.17
1322,2017-05-15,1009.56
1323,2017-05-16,1010.67
1324,2017-05-17,1011.28
1325,2017-05-18,1011.46
1326,2017-05-19,1011.31
1327,2017-05-20,1010.97
1328,2017-05-21,1010.58
1329,2017-05-22,1010.58
1330,2017-05-23,1010.58
1331,2017-05-24,1010.52
1332,2017-05-25,1010.34
1333,2017-05-26,1010.05
1334,2017-05-27,1009.71
1335,2017-05-28,1009.31
1336,2017-05-29,1009.05
1337,2017-05-30,1008.9
1338,2017-05-31,1009.02
1339,2017-06-01,1009.15
1340,2017-06-02,1009.21
1341,2017-06-03,1009.24
1342,2017-06-04,1009.25
1343,2017-06-05,1009.21
1344,2017-06-06,1009.13
1345,2017-06-07,1009.05
1346,2017-06-08,1009.16
1347,2017-06-09,1009.27
1348,2017-06-10,1009.52
1349,2017-06-11,1009.79
1350,2017-06-12,1009.8
1351,2017-06-13,1009.84
1352,2017-06-14,1009.84
1353,2017-06-15,1009.95
1354,2017-06-16,1010.14
1355,2017-06-17,1010.23
1356,2017-06-18,1010.25
1357,2017-06-19,1010.2
1358,2017-06-20,1010.15
1359,2017-06-21,1010.04
1360,2017-06-22,1009.86
1361,2017-06-23,1009.66
1362,2017-06-24,1009.44
1363,2017-06-25,1009.17
1364,2017-06-26,1008.9
1365,2017-06-27,1008.54
1366,2017-06-28,1008.21
1367,2017-06-29,1007.91
1368,2017-06-30,1007.58
1369,2017-07-01,1007.28
1370,2017-07-02,1006.98
1371,2017-07-03,1006.74
1372,2017-07-04,1006.51
1373,2017-07-05,1006.27
1374,2017-07-06,1006.02
1375,2017-07-07,1005.76
1376,2017-07-08,1005.5
1377,2017-07-09,1005.22
1378,2017-07-10,1004.96
1379,2017-07-11,1004.69
1380,2017-07-12,1004.41
1381,2017-07-13,1004.13
1382,2017-07-14,1003.85
1383,2017-07-15,1003.53
1384,2017-07-16,1003.24
1385,2017-07-17,1002.93
1386,2017-07-18,1002.61
1387,2017-07-19,1002.29
1388,2017-07-20,1001.97
1389,2017-07-21,1001.64
1390,2017-07-22,1001.33
1391,2017-07-23,1000.97
1392,2017-07-24,1000.66
1393,2017-07-25,1000.32
1394,2017-07-26,1000.0
1395,2017-07-27,999.67
1396,2017-07-28,999.27
1397,2017-07-29,998.91
1398,2017-07-30,998.52
1399,2017-07-31,998.11
1400,2017-08-01,997.73
1401,2017-08-02,997.34
1402,2017-08-03,996.95
1403,2017-08-04,996.55
1404,2017-08-05,996.13
1405,2017-08-06,995.73
1406,2017-08-07,995.32
1407,2017-08-08,994.91
1408,2017-08-09,994.51
1409,2017-08-10,994.09
1410,2017-08-11,993.66
1411,2017-08-12,993.25
1412,2017-08-13,992.84
1413,2017-08-14,992.43
1414,2017-08-15,991.99
1415,2017-08-16,991.57
1416,2017-08-17,991.15
1417,2017-08-18,990.75
1418,2017-08-19,990.34
1419,2017-08-20,989.92
1420,2017-08-21,989.5
1421,2017-08-22,989.06
1422,2017-08-23,988.63
1423,2017-08-24,988.22
1424,2017-08-25,987.76
1425,2017-08-26,987.31
1426,2017-08-27,986.89
1427,2017-08-28,986.45
1428,2017-08-29,985.99
1429,2017-08-30,985.52
1430,2017-08-31,984.93
1431,2017-09-01,984.32
1432,2017-09-02,983.65
1433,2017-09-03,982.68
1434,2017-09-04,981.7
1435,2017-09-05,980.8
1436,2017-09-06,979.9
1437,2017-09-07,978.93
1438,2017-09-08,978.01
1439,2017-09-09,977.1
1440,2017-09-10,976.21
1441,2017-09-11,975.39
1442,2017-09-12,974.48
1443,2017-09-13,973.59
1444,2017-09-14,972.65
1445,2017-09-15,971.72
1446,2017-09-16,970.76
1447,2017-09-17,969.83
1448,2017-09-18,969.0
1449,2017-09-19,968.67
1450,2017-09-20,968.7
1451,2017-09-21,968.6
1452,2017-09-22,968.07
1453,2017-09-23,967.4
1454,2017-09-24,966.66
1455,2017-09-25,965.9
1456,2017-09-26,965.15
1457,2017-09-27,964.39
1458,2017-09-28,963.58
1459,2017-09-29,962.59
1460,2017-09-30,961.58
1461,2017-10-01,960.58
1462,2017-10-02,959.77
1463,2017-10-03,958.97
1464,2017-10-04,958.16
1465,2017-10-05,957.29
1466,2017-10-06,956.54
1467,2017-10-07,955.76
1468,2017-10-08,955.02
1469,2017-10-09,954.24
1470,2017-10-10,953.48
1471,2017-10-11,952.75
1472,2017-10-12,952.81
1473,2017-10-13,954.15
1474,2017-10-14,954.26
1475,2017-10-15,953.99
1476,2017-10-16,953.89
1477,2017-10-17,953.73
1478,2017-10-18,953.57
1479,2017-10-19,953.82
1480,2017-10-20,955.51
1481,2017-10-21,960.16
1482,2017-10-22,970.46
1483,2017-10-23,973.19
1484,2017-10-24,974.38
1485,2017-10-25,974.55
1486,2017-10-26,974.47
1487,2017-10-27,973.16
1488,2017-10-28,971.72
1489,2017-10-29,970.19
1490,2017-10-30,968.6
1491,2017-10-31,966.94
1492,2017-11-01,965.26
1493,2017-11-02,963.69
1494,2017-11-03,962.49
1495,2017-11-04,961.13
1496,2017-11-05,960.02
1497,2017-11-06,958.83
1498,2017-11-07,957.46
1499,2017-11-08,955.97
1500,2017-11-09,954.88
1501,2017-11-10,954.19
1502,2017-11-11,953.57
1503,2017-11-12,952.6
1504,2017-11-13,952.3
1505,2017-11-14,951.97
1506,2017-11-15,951.77
1507,2017-11-16,952.2
1508,2017-11-17,952.43
1509,2017-11-18,951.31
1510,2017-11-19,949.63
1511,2017-11-20,951.95
1512,2017-11-21,953.76
1513,2017-11-22,954.22
1514,2017-11-23,957.82
1515,2017-11-24,959.87
1516,2017-11-25,959.84
1517,2017-11-26,959.47
1518,2017-11-27,959.02
1519,2017-11-28,958.09
1520,2017-11-29,957.0
1521,2017-11-30,955.57
1522,2017-12-01,953.88
1523,2017-12-02,952.11
1524,2017-12-03,950.26
1525,2017-12-04,948.32
1526,2017-12-05,946.32
1527,2017-12-06,944.18
1528,2017-12-07,941.96
1529,2017-12-08,939.62
1530,2017-12-09,937.18
1531,2017-12-10,934.63
1532,2017-12-11,931.96
1533,2017-12-12,929.23
1534,2017-12-13,926.53
1535,2017-12-14,923.85
1536,2017-12-15,921.16
1537,2017-12-16,919.38
1538,2017-12-17,918.14
1539,2017-12-18,917.55
1540,2017-12-19,917.3
1541,2017-12-20,917.2
1542,2017-12-21,916.87
1543,2017-12-22,916.56
1544,2017-12-23,916.43
1545,2017-12-24,916.3
1546,2017-12-25,916.62
1547,2017-12-26,916.86
1548,2017-12-27,917.45
1549,2017-12-28,918.86
1550,2017-12-29,925.39
1551,2017-12-30,931.44
1552,2017-12-31,934.22
1553,2018-01-01,935.9
