,datetime,LAKE_SHANNON_AT_CONCRETE__WA.
1741,2015-10-08,419.37
1742,2015-10-09,420.42
1743,2015-10-10,420.59
1744,2015-10-11,420.61
1745,2015-10-12,421.63
1746,2015-10-13,421.72
1747,2015-10-14,421.01
1748,2015-10-15,421.74
1749,2015-10-16,423.14
1750,2015-10-17,422.28
1751,2015-10-18,422.16
1752,2015-10-19,422.01
1753,2015-10-20,419.71
1754,2015-10-21,419.06
1755,2015-10-22,416.96
1756,2015-10-23,416.28
1757,2015-10-24,414.32
1758,2015-10-25,414.26
1759,2015-10-26,413.15
1760,2015-10-27,414.01
1761,2015-10-28,414.67
1762,2015-10-29,415.51
1763,2015-10-30,418.21
1764,2015-10-31,420.74
1765,2015-11-01,421.76
1766,2015-11-02,423.4
1767,2015-11-03,422.03
1768,2015-11-04,423.13
1769,2015-11-05,424.24
1770,2015-11-06,425.29
1771,2015-11-07,426.56
1772,2015-11-08,427.77
1773,2015-11-09,428.84
1774,2015-11-10,429.21
1775,2015-11-11,429.32
1776,2015-11-12,429.6
1777,2015-11-13,433.51
1778,2015-11-14,436.0
1779,2015-11-15,436.1
1780,2015-11-16,435.21
1781,2015-11-17,436.67
1782,2015-11-18,434.65
1783,2015-11-19,432.72
1784,2015-11-20,432.79
1785,2015-11-21,433.31
1786,2015-11-22,433.92
1787,2015-11-23,434.55
1788,2015-11-24,432.88
1789,2015-11-25,430.64
1790,2015-11-26,428.48
1791,2015-11-27,425.87
1792,2015-11-28,422.65
1793,2015-11-29,421.33
1794,2015-11-30,419.91
1795,2015-12-01,417.29
1796,2015-12-02,416.45
1797,2015-12-03,416.22
1798,2015-12-04,417.75
1799,2015-12-05,419.3
1800,2015-12-06,422.75
1801,2015-12-07,425.06
1802,2015-12-08,429.33
1803,2015-12-09,435.29
1804,2015-12-10,434.6
1805,2015-12-11,435.11
1806,2015-12-12,435.54
1807,2015-12-13,436.03
1808,2015-12-14,435.77
1809,2015-12-15,435.8
1810,2015-12-16,434.72
1811,2015-12-17,434.11
1812,2015-12-18,433.1
1813,2015-12-19,432.28
1814,2015-12-20,431.33
1815,2015-12-21,430.11
1816,2015-12-22,430.67
1817,2015-12-23,430.57
1818,2015-12-24,429.68
1819,2015-12-25,428.96
1820,2015-12-26,428.81
1821,2015-12-27,429.37
1822,2015-12-28,429.28
1823,2015-12-29,428.36
1824,2015-12-30,428.01
1825,2015-12-31,427.58
1826,2016-01-01,425.55
1827,2016-01-02,425.55
1828,2016-01-03,425.91
1829,2016-01-04,424.98
1830,2016-01-05,424.45
1831,2016-01-06,424.6
1832,2016-01-07,424.53
1833,2016-01-08,423.73
1834,2016-01-09,422.62
1835,2016-01-10,421.95
1836,2016-01-11,421.68
1837,2016-01-12,421.88
1838,2016-01-13,421.93
1839,2016-01-14,421.81
1840,2016-01-15,421.44
1841,2016-01-16,420.95
1842,2016-01-17,421.12
1843,2016-01-18,421.5
1844,2016-01-19,422.06
1845,2016-01-20,422.81
1846,2016-01-21,427.04
1847,2016-01-22,430.36
1848,2016-01-23,432.38
1849,2016-01-24,432.96
1850,2016-01-25,433.32
1851,2016-01-26,432.64
1852,2016-01-27,433.46
1853,2016-01-28,436.75
1854,2016-01-29,439.27
1855,2016-01-30,437.64
1856,2016-01-31,434.53
1857,2016-02-01,433.25
1858,2016-02-02,433.01
1859,2016-02-03,432.04
1860,2016-02-04,432.05
1861,2016-02-05,431.97
1862,2016-02-06,432.52
1863,2016-02-07,432.92
1864,2016-02-08,432.7
1865,2016-02-09,432.1
1866,2016-02-10,432.16
1867,2016-02-11,432.32
1868,2016-02-12,434.05
1869,2016-02-13,435.25
1870,2016-02-14,435.57
1871,2016-02-15,437.23
1872,2016-02-16,439.06
1873,2016-02-17,438.0
1874,2016-02-18,436.23
1875,2016-02-19,434.58
1876,2016-02-20,435.65
1877,2016-02-21,437.12
1878,2016-02-22,436.89
1879,2016-02-23,435.14
1880,2016-02-24,433.52
1881,2016-02-25,431.6
1882,2016-02-26,429.24
1883,2016-02-27,428.56
1884,2016-02-28,429.55
1885,2016-02-29,429.4
1886,2016-03-01,430.69
1887,2016-03-02,431.42
1888,2016-03-03,431.78
1889,2016-03-04,431.11
1890,2016-03-05,431.56
1891,2016-03-06,431.16
1892,2016-03-07,428.97
1893,2016-03-08,427.98
1894,2016-03-09,427.69
1895,2016-03-10,427.69
1896,2016-03-11,427.67
1897,2016-03-12,428.07
1898,2016-03-13,427.47
1899,2016-03-14,427.66
1900,2016-03-15,427.8
1901,2016-03-16,428.24
1902,2016-03-17,428.23
1903,2016-03-18,428.51
1904,2016-03-19,428.7
1905,2016-03-20,427.47
1906,2016-03-21,422.63
1907,2016-03-22,421.16
1908,2016-03-23,420.02
1909,2016-03-24,419.12
1910,2016-03-25,418.07
1911,2016-03-26,417.26
1912,2016-03-27,416.5
1913,2016-03-28,415.91
1914,2016-03-29,415.45
1915,2016-03-30,415.19
1916,2016-03-31,415.3
1917,2016-04-01,415.81
1918,2016-04-02,415.55
1919,2016-04-03,416.68
1920,2016-04-04,419.16
1921,2016-04-05,421.2
1922,2016-04-06,421.23
1923,2016-04-07,423.9
1924,2016-04-08,427.17
1925,2016-04-09,428.83
1926,2016-04-10,430.66
1927,2016-04-11,430.73
1928,2016-04-12,433.55
1929,2016-04-13,433.26
1930,2016-04-14,433.78
1931,2016-04-15,432.94
1932,2016-04-16,432.05
1933,2016-04-17,433.28
1934,2016-04-18,433.72
1935,2016-04-19,434.21
1936,2016-04-20,435.34
1937,2016-04-21,436.5
1938,2016-04-22,438.88
1939,2016-04-23,438.29
1940,2016-04-24,437.85
1941,2016-04-25,438.81
1942,2016-04-26,438.74
1943,2016-04-27,438.5
1944,2016-04-28,437.96
1945,2016-04-29,437.35
1946,2016-04-30,436.9
1947,2016-05-01,436.8
1948,2016-05-02,436.76
1949,2016-05-03,436.6
1950,2016-05-04,436.74
1951,2016-05-05,437.35
1952,2016-05-06,437.2
1953,2016-05-07,437.5
1954,2016-05-08,438.04
1955,2016-05-09,438.84
1956,2016-05-10,440.15
1957,2016-05-11,439.61
1958,2016-05-12,439.09
1959,2016-05-13,438.36
1960,2016-05-14,437.5
1961,2016-05-15,436.43
1962,2016-05-16,436.08
1963,2016-05-17,435.75
1964,2016-05-18,435.4
1965,2016-05-19,434.76
1966,2016-05-20,434.69
1967,2016-05-21,433.92
1968,2016-05-22,433.53
1969,2016-05-23,433.38
1970,2016-05-24,433.41
1971,2016-05-25,434.24
1972,2016-05-26,433.68
1973,2016-05-27,433.78
1974,2016-05-28,434.47
1975,2016-05-29,436.37
1976,2016-05-30,437.87
1977,2016-05-31,438.39
1978,2016-06-01,439.86
1979,2016-06-02,440.69
1980,2016-06-03,439.51
1981,2016-06-04,437.51
1982,2016-06-05,435.68
1983,2016-06-06,436.55
1984,2016-06-07,436.69
1985,2016-06-08,436.46
1986,2016-06-09,435.86
1987,2016-06-10,435.02
1988,2016-06-11,436.23
1989,2016-06-12,436.08
1990,2016-06-13,435.16
1991,2016-06-14,433.88
1992,2016-06-15,433.75
1993,2016-06-16,433.57
1994,2016-06-17,432.18
1995,2016-06-18,431.08
1996,2016-06-19,431.33
1997,2016-06-20,431.33
1998,2016-06-21,431.96
1999,2016-06-22,432.45
2000,2016-06-23,432.85
2001,2016-06-24,434.54
2002,2016-06-25,435.75
2003,2016-06-26,436.08
2004,2016-06-27,436.05
2005,2016-06-28,435.59
2006,2016-06-29,436.11
2007,2016-06-30,435.01
2008,2016-07-01,435.18
2009,2016-07-02,435.6
2010,2016-07-03,436.38
2011,2016-07-04,437.17
2012,2016-07-05,438.02
2013,2016-07-06,438.15
2014,2016-07-07,436.32
2015,2016-07-08,436.09
2016,2016-07-09,437.86
2017,2016-07-10,438.42
2018,2016-07-11,437.25
2019,2016-07-12,437.53
2020,2016-07-13,437.33
2021,2016-07-14,435.24
2022,2016-07-15,432.36
2023,2016-07-16,430.96
2024,2016-07-17,430.57
2025,2016-07-18,430.48
2026,2016-07-19,430.37
2027,2016-07-20,430.65
2028,2016-07-21,428.6
2029,2016-07-22,426.36
2030,2016-07-23,425.96
2031,2016-07-24,425.85
2032,2016-07-25,424.11
2033,2016-07-26,420.96
2034,2016-07-27,420.23
2035,2016-07-28,419.35
2036,2016-07-29,419.45
2037,2016-07-30,419.29
2038,2016-07-31,419.76
2039,2016-08-01,420.17
2040,2016-08-02,419.06
2041,2016-08-03,419.79
2042,2016-08-04,419.41
2043,2016-08-05,417.75
2044,2016-08-06,416.9
2045,2016-08-07,415.26
2046,2016-08-08,414.35
2047,2016-08-09,415.22
2048,2016-08-10,416.34
2049,2016-08-11,415.59
2050,2016-08-12,416.88
2051,2016-08-13,415.96
2052,2016-08-14,416.81
2053,2016-08-15,417.46
2054,2016-08-16,416.78
2055,2016-08-17,417.17
2056,2016-08-18,416.29
2057,2016-08-19,416.01
2058,2016-08-20,415.78
2059,2016-08-21,415.72
2060,2016-08-22,416.17
2061,2016-08-23,415.16
2062,2016-08-24,414.14
2063,2016-08-25,414.67
2064,2016-08-26,414.77
2065,2016-08-27,413.74
2066,2016-08-28,414.43
2067,2016-08-29,414.9
2068,2016-08-30,414.42
2069,2016-08-31,414.86
2070,2016-09-01,414.69
2071,2016-09-02,415.5
2072,2016-09-03,415.63
2073,2016-09-04,414.78
2074,2016-09-05,415.65
2075,2016-09-06,415.64
2076,2016-09-07,415.7
2077,2016-09-08,415.69
2078,2016-09-09,414.72
2079,2016-09-10,412.35
2080,2016-09-11,412.42
2081,2016-09-12,414.52
2082,2016-09-13,414.4
2083,2016-09-14,412.29
2084,2016-09-15,410.17
2085,2016-09-16,409.04
2086,2016-09-17,406.44
2087,2016-09-18,406.23
2088,2016-09-19,406.03
2089,2016-09-20,406.56
2090,2016-09-21,406.58
2091,2016-09-22,405.55
2092,2016-09-23,407.74
2093,2016-09-24,409.11
2094,2016-09-25,411.31
2095,2016-09-26,411.68
2096,2016-09-27,410.87
2097,2016-09-28,410.51
2098,2016-09-29,410.85
2099,2016-09-30,411.58
2100,2016-10-01,413.66
2101,2016-10-02,415.04
2102,2016-10-03,416.32
2103,2016-10-04,420.14
2104,2016-10-05,420.77
2105,2016-10-06,422.41
2106,2016-10-07,423.52
2107,2016-10-08,425.56
2108,2016-10-09,427.42
2109,2016-10-10,428.15
2110,2016-10-11,427.74
2111,2016-10-12,428.74
2112,2016-10-13,431.35
2113,2016-10-14,432.36
2114,2016-10-15,432.76
2115,2016-10-16,433.43
2116,2016-10-17,433.66
2117,2016-10-18,433.73
2118,2016-10-19,433.54
2119,2016-10-20,434.91
2120,2016-10-21,435.18
2121,2016-10-22,433.25
2122,2016-10-23,432.9
2123,2016-10-24,433.08
2124,2016-10-25,434.65
2125,2016-10-26,436.0
2126,2016-10-27,436.24
2127,2016-10-28,436.07
2128,2016-10-29,435.81
2129,2016-10-30,435.43
2130,2016-10-31,435.27
2131,2016-11-01,435.62
2132,2016-11-02,438.07
2133,2016-11-03,438.58
2134,2016-11-04,438.78
2135,2016-11-05,439.26
2136,2016-11-06,438.87
2137,2016-11-07,437.26
2138,2016-11-08,437.14
2139,2016-11-09,436.79
2140,2016-11-10,436.47
2141,2016-11-11,436.17
2142,2016-11-12,436.29
2143,2016-11-13,436.55
2144,2016-11-14,437.16
2145,2016-11-15,437.45
2146,2016-11-16,437.04
2147,2016-11-17,436.48
2148,2016-11-18,436.87
2149,2016-11-19,438.52
2150,2016-11-20,438.52
2151,2016-11-21,438.88
2152,2016-11-22,439.13
2153,2016-11-23,438.5
2154,2016-11-24,438.62
2155,2016-11-25,438.85
2156,2016-11-26,439.49
2157,2016-11-27,437.7
2158,2016-11-28,437.51
2159,2016-11-29,437.25
2160,2016-11-30,436.74
2161,2016-12-01,436.19
2162,2016-12-02,434.86
2163,2016-12-03,434.77
2164,2016-12-04,433.43
2165,2016-12-05,432.35
2166,2016-12-06,430.99
2167,2016-12-07,429.97
2168,2016-12-08,429.11
2169,2016-12-09,428.17
2170,2016-12-10,426.19
2171,2016-12-11,424.44
2172,2016-12-12,423.39
2173,2016-12-13,421.41
2174,2016-12-14,419.2
2175,2016-12-15,419.21
2176,2016-12-16,419.22
2177,2016-12-17,419.24
2178,2016-12-18,419.63
2179,2016-12-19,420.75
2180,2016-12-20,421.63
2181,2016-12-21,422.39
2182,2016-12-22,422.71
2183,2016-12-23,423.96
2184,2016-12-24,423.0
2185,2016-12-25,422.8
2186,2016-12-26,423.43
2187,2016-12-27,423.83
2188,2016-12-28,423.45
2189,2016-12-29,422.75
2190,2016-12-30,421.95
2191,2016-12-31,421.29
2192,2017-01-01,419.14
2193,2017-01-02,418.17
2194,2017-01-03,418.2
2195,2017-01-04,419.3
2196,2017-01-05,420.79
2197,2017-01-06,422.67
2198,2017-01-07,423.92
2199,2017-01-08,423.01
2200,2017-01-09,422.4
2201,2017-01-10,424.13
2202,2017-01-11,423.28
2203,2017-01-12,423.39
2204,2017-01-13,423.35
2205,2017-01-14,422.61
2206,2017-01-15,422.06
2207,2017-01-16,421.43
2208,2017-01-17,421.19
2209,2017-01-18,423.41
2210,2017-01-19,425.43
2211,2017-01-20,426.84
2212,2017-01-21,428.03
2213,2017-01-22,429.07
2214,2017-01-23,430.57
2215,2017-01-24,430.63
2216,2017-01-25,430.37
2217,2017-01-26,427.74
2218,2017-01-27,428.2
2219,2017-01-28,427.52
2220,2017-01-29,427.46
2221,2017-01-30,427.75
2222,2017-01-31,427.25
2223,2017-02-01,426.79
2224,2017-02-02,426.69
2225,2017-02-03,426.42
2226,2017-02-04,426.59
2227,2017-02-05,426.88
2228,2017-02-06,426.48
2229,2017-02-07,425.61
2230,2017-02-08,420.98
2231,2017-02-09,419.86
2232,2017-02-10,421.39
2233,2017-02-11,423.38
2234,2017-02-12,425.2
2235,2017-02-13,426.57
2236,2017-02-14,425.68
2237,2017-02-15,424.86
2238,2017-02-16,425.45
2239,2017-02-17,425.66
2240,2017-02-18,425.31
2241,2017-02-19,424.76
2242,2017-02-20,423.95
2243,2017-02-21,423.08
2244,2017-02-22,420.39
2245,2017-02-23,417.24
2246,2017-02-24,414.5
2247,2017-02-25,412.66
2248,2017-02-26,413.39
2249,2017-02-27,414.7
2250,2017-02-28,416.53
2251,2017-03-01,418.2
2252,2017-03-02,419.51
2253,2017-03-03,421.33
2254,2017-03-04,422.33
2255,2017-03-05,424.0
2256,2017-03-06,423.87
2257,2017-03-07,423.4
2258,2017-03-08,423.22
2259,2017-03-09,423.14
2260,2017-03-10,422.69
2261,2017-03-11,422.12
2262,2017-03-12,421.82
2263,2017-03-13,422.37
2264,2017-03-14,423.97
2265,2017-03-15,426.24
2266,2017-03-16,429.86
2267,2017-03-17,433.88
2268,2017-03-18,435.95
2269,2017-03-19,435.8
2270,2017-03-20,433.77
2271,2017-03-21,432.2
2272,2017-03-22,431.36
2273,2017-03-23,430.33
2274,2017-03-24,429.85
2275,2017-03-25,429.2
2276,2017-03-26,428.4
2277,2017-03-27,427.75
2278,2017-03-28,427.37
2279,2017-03-29,427.84
2280,2017-03-30,427.72
2281,2017-03-31,427.93
2282,2017-04-01,430.34
2283,2017-04-02,432.11
2284,2017-04-03,432.92
2285,2017-04-04,433.95
2286,2017-04-05,434.7
2287,2017-04-06,435.99
2288,2017-04-07,437.15
2289,2017-04-08,438.29
2290,2017-04-09,437.96
2291,2017-04-10,435.82
2292,2017-04-11,434.53
2293,2017-04-12,433.46
2294,2017-04-13,433.23
2295,2017-04-14,432.92
2296,2017-04-15,432.69
2297,2017-04-16,432.6
2298,2017-04-17,432.44
2299,2017-04-18,432.53
2300,2017-04-19,432.12
2301,2017-04-20,432.26
2302,2017-04-21,433.15
2303,2017-04-22,434.47
2304,2017-04-23,435.17
2305,2017-04-24,435.49
2306,2017-04-25,435.63
2307,2017-04-26,436.01
2308,2017-04-27,434.52
2309,2017-04-28,432.75
2310,2017-04-29,431.6
2311,2017-04-30,430.83
2312,2017-05-01,430.37
2313,2017-05-02,431.03
2314,2017-05-03,430.6
2315,2017-05-04,430.61
2316,2017-05-05,431.45
2317,2017-05-06,431.12
2318,2017-05-07,430.98
2319,2017-05-08,432.36
2320,2017-05-09,432.23
2321,2017-05-10,431.55
2322,2017-05-11,431.53
2323,2017-05-12,431.37
2324,2017-05-13,431.17
2325,2017-05-14,430.93
2326,2017-05-15,431.76
2327,2017-05-16,431.66
2328,2017-05-17,431.14
2329,2017-05-18,430.23
2330,2017-05-19,429.62
2331,2017-05-20,429.08
2332,2017-05-21,428.93
2333,2017-05-22,431.66
2334,2017-05-23,434.86
2335,2017-05-24,437.8
2336,2017-05-25,438.84
2337,2017-05-26,440.46
2338,2017-05-27,441.13
2339,2017-05-28,440.52
2340,2017-05-29,440.61
2341,2017-05-30,440.49
2342,2017-05-31,440.35
2343,2017-06-01,440.17
2344,2017-06-02,440.77
2345,2017-06-03,440.35
2346,2017-06-04,439.96
2347,2017-06-05,439.92
2348,2017-06-06,438.51
2349,2017-06-07,437.88
2350,2017-06-08,437.66
2351,2017-06-09,436.84
2352,2017-06-10,435.68
2353,2017-06-11,435.45
2354,2017-06-12,435.17
2355,2017-06-13,434.76
2356,2017-06-14,434.96
2357,2017-06-15,435.66
2358,2017-06-16,436.18
2359,2017-06-17,436.17
2360,2017-06-18,437.15
2361,2017-06-19,437.91
2362,2017-06-20,437.9
2363,2017-06-21,437.45
2364,2017-06-22,437.86
2365,2017-06-23,438.01
2366,2017-06-24,438.4
2367,2017-06-25,439.32
2368,2017-06-26,439.78
2369,2017-06-27,439.86
2370,2017-06-28,438.25
2371,2017-06-29,437.75
2372,2017-06-30,437.07
2373,2017-07-01,436.13
2374,2017-07-02,435.31
2375,2017-07-03,434.3
2376,2017-07-04,433.54
2377,2017-07-05,432.46
2378,2017-07-06,431.24
2379,2017-07-07,430.28
2380,2017-07-08,429.5
2381,2017-07-09,427.94
2382,2017-07-10,426.33
2383,2017-07-11,424.68
2384,2017-07-12,422.7
2385,2017-07-13,421.08
2386,2017-07-14,419.63
2387,2017-07-15,419.2
2388,2017-07-16,420.07
2389,2017-07-17,421.17
2390,2017-07-18,422.21
2391,2017-07-19,422.02
2392,2017-07-20,422.42
2393,2017-07-21,423.2
2394,2017-07-22,423.79
2395,2017-07-23,424.45
2396,2017-07-24,425.03
2397,2017-07-25,425.65
2398,2017-07-26,426.27
2399,2017-07-27,425.27
2400,2017-07-28,421.84
2401,2017-07-29,420.01
2402,2017-07-30,420.99
2403,2017-07-31,421.79
2404,2017-08-01,421.27
2405,2017-08-02,420.06
2406,2017-08-03,418.84
2407,2017-08-04,417.77
2408,2017-08-05,417.93
2409,2017-08-06,418.42
2410,2017-08-07,418.08
2411,2017-08-08,417.54
2412,2017-08-09,417.12
2413,2017-08-10,416.72
2414,2017-08-11,415.83
2415,2017-08-12,415.35
2416,2017-08-13,415.44
2417,2017-08-14,415.83
2418,2017-08-15,416.31
2419,2017-08-16,416.15
2420,2017-08-17,414.13
2421,2017-08-18,413.82
2422,2017-08-19,413.71
2423,2017-08-20,413.35
2424,2017-08-21,412.17
2425,2017-08-22,409.45
2426,2017-08-23,409.04
2427,2017-08-24,408.83
2428,2017-08-25,408.74
2429,2017-08-26,408.74
2430,2017-08-27,408.49
2431,2017-08-28,408.74
2432,2017-08-29,408.77
2433,2017-08-30,408.63
2434,2017-08-31,408.61
2435,2017-09-01,408.39
2436,2017-09-02,407.82
2437,2017-09-03,407.35
2438,2017-09-04,406.56
2439,2017-09-05,406.23
2440,2017-09-06,406.75
2441,2017-09-07,406.99
2442,2017-09-08,407.42
2443,2017-09-09,407.59
2444,2017-09-10,407.99
2445,2017-09-11,408.61
2446,2017-09-12,408.95
2447,2017-09-13,409.5
2448,2017-09-14,410.13
2449,2017-09-15,411.09
2450,2017-09-16,411.53
2451,2017-09-17,412.19
2452,2017-09-18,411.97
2453,2017-09-19,411.78
2454,2017-09-20,411.61
2455,2017-09-21,411.13
2456,2017-09-22,409.67
2457,2017-09-23,408.28
2458,2017-09-24,407.24
2459,2017-09-25,406.45
2460,2017-09-26,406.0
2461,2017-09-27,406.22
2462,2017-09-28,406.28
2463,2017-09-29,405.86
2464,2017-09-30,404.73
2465,2017-10-01,403.82
2466,2017-10-02,403.91
2467,2017-10-03,403.18
2468,2017-10-04,403.25
2469,2017-10-05,404.69
2470,2017-10-06,405.91
2471,2017-10-07,406.92
2472,2017-10-08,407.33
2473,2017-10-09,409.49
2474,2017-10-10,409.4
2475,2017-10-11,409.53
2476,2017-10-12,411.52
2477,2017-10-13,412.8
2478,2017-10-14,413.8
2479,2017-10-15,416.13
2480,2017-10-16,417.85
2481,2017-10-17,420.23
2482,2017-10-18,420.94
2483,2017-10-19,421.82
2484,2017-10-20,421.68
2485,2017-10-21,422.15
2486,2017-10-22,423.47
2487,2017-10-23,423.76
2488,2017-10-24,424.69
2489,2017-10-25,424.94
2490,2017-10-26,425.82
2491,2017-10-27,427.24
2492,2017-10-28,423.96
2493,2017-10-29,423.75
2494,2017-10-30,422.72
2495,2017-10-31,421.15
2496,2017-11-01,418.4
2497,2017-11-02,415.35
2498,2017-11-03,413.19
2499,2017-11-04,410.59
2500,2017-11-05,409.99
2501,2017-11-06,412.73
2502,2017-11-07,415.44
2503,2017-11-08,415.95
2504,2017-11-09,416.09
2505,2017-11-10,416.26
2506,2017-11-11,415.27
2507,2017-11-12,416.24
2508,2017-11-13,417.44
2509,2017-11-14,419.49
2510,2017-11-15,421.16
2511,2017-11-16,420.88
2512,2017-11-17,420.58
2513,2017-11-18,422.65
2514,2017-11-19,424.73
2515,2017-11-20,425.39
2516,2017-11-21,427.73
2517,2017-11-22,430.02
2518,2017-11-23,435.86
2519,2017-11-24,437.31
2520,2017-11-25,434.79
2521,2017-11-26,435.15
2522,2017-11-27,434.12
2523,2017-11-28,432.27
2524,2017-11-29,432.42
2525,2017-11-30,433.1
2526,2017-12-01,432.09
2527,2017-12-02,429.93
2528,2017-12-03,427.58
2529,2017-12-04,426.28
2530,2017-12-05,425.51
2531,2017-12-06,424.42
2532,2017-12-07,423.52
2533,2017-12-08,422.51
2534,2017-12-09,421.34
2535,2017-12-10,420.36
2536,2017-12-11,419.89
2537,2017-12-12,419.01
2538,2017-12-13,417.98
2539,2017-12-14,417.02
2540,2017-12-15,416.64
2541,2017-12-16,416.08
2542,2017-12-17,416.3
2543,2017-12-18,417.66
2544,2017-12-19,418.9
2545,2017-12-20,420.57
2546,2017-12-21,422.08
2547,2017-12-22,421.19
2548,2017-12-23,420.21
2549,2017-12-24,418.72
2550,2017-12-25,417.72
2551,2017-12-26,418.45
2552,2017-12-27,419.36
2553,2017-12-28,419.98
2554,2017-12-29,419.52
2555,2017-12-30,419.86
2556,2017-12-31,421.33
2557,2018-01-01,421.12
