,datetime,SULLIVAN_LAKE_NEAR_METALINE_FALLS__WA.
137,2011-05-28,2580.49
138,2011-05-29,2580.76
139,2011-05-30,2581.03
140,2011-05-31,2581.3
141,2011-06-01,2581.6
142,2011-06-02,2581.9
143,2011-06-03,2582.2
144,2011-06-04,2582.56
145,2011-06-05,2582.92
146,2011-06-06,2583.28
147,2011-06-07,2583.7650000000003
148,2011-06-08,2584.25
149,2011-06-09,2584.63
150,2011-06-10,2585.01
151,2011-06-11,2585.38
152,2011-06-12,2585.75
153,2011-06-13,2586.12
154,2011-06-14,2586.55
155,2011-06-15,2586.85
156,2011-06-16,2586.865
157,2011-06-17,2586.88
158,2011-06-18,2586.87
159,2011-06-19,2586.86
160,2011-06-20,2586.85
161,2011-06-21,2586.87
162,2011-06-22,2586.95
163,2011-06-23,2587.0249999999996
164,2011-06-24,2587.1
165,2011-06-25,2587.0733333333333
166,2011-06-26,2587.0466666666666
167,2011-06-27,2587.02
168,2011-06-28,2587.2
169,2011-06-29,2587.38
170,2011-06-30,2587.56
171,2011-07-01,2587.59
172,2011-07-02,2587.6220000000003
173,2011-07-03,2587.654
174,2011-07-04,2587.686
175,2011-07-05,2587.718
176,2011-07-06,2587.75
177,2011-07-07,2587.825
178,2011-07-08,2587.9
179,2011-07-09,2587.8825
180,2011-07-10,2587.865
181,2011-07-11,2587.8475
182,2011-07-12,2587.83
183,2011-07-13,2587.815
184,2011-07-14,2587.8
185,2011-07-15,2587.75
186,2011-07-16,2587.7
187,2011-07-17,2587.65
188,2011-07-18,2587.6
189,2011-07-19,2587.7
190,2011-07-20,2587.46
191,2011-07-21,2587.22
192,2011-07-22,2587.303076923077
193,2011-07-23,2587.386153846154
194,2011-07-24,2587.4692307692308
195,2011-07-25,2587.5523076923077
196,2011-07-26,2587.6353846153847
197,2011-07-27,2587.7184615384617
198,2011-07-28,2587.8015384615383
199,2011-07-29,2587.8846153846152
200,2011-07-30,2587.9676923076922
201,2011-07-31,2588.050769230769
202,2011-08-01,2588.133846153846
203,2011-08-02,2588.216923076923
204,2011-08-03,2588.3
205,2011-08-04,2588.25
206,2011-08-05,2588.234
207,2011-08-06,2588.218
208,2011-08-07,2588.202
209,2011-08-08,2588.186
210,2011-08-09,2588.17
211,2011-08-10,2588.18
212,2011-08-11,2588.1
213,2011-08-12,2588.075
214,2011-08-13,2588.05
215,2011-08-14,2588.025
216,2011-08-15,2588.0
217,2011-08-16,2587.9825
218,2011-08-17,2587.965
219,2011-08-18,2587.9474999999998
220,2011-08-19,2587.93
221,2011-08-20,2587.9224999999997
222,2011-08-21,2587.915
223,2011-08-22,2587.9075000000003
224,2011-08-23,2587.9
225,2011-08-24,2587.8783333333336
226,2011-08-25,2587.8566666666666
227,2011-08-26,2587.835
228,2011-08-27,2587.8133333333335
229,2011-08-28,2587.7916666666665
230,2011-08-29,2587.77
231,2011-08-30,2587.7475
232,2011-08-31,2587.725
233,2011-09-01,2587.7025
234,2011-09-02,2587.68
235,2011-09-03,2587.66
236,2011-09-04,2587.64
237,2011-09-05,2587.62
238,2011-09-06,2587.6
239,2011-09-07,2587.58
240,2011-09-08,2587.56
241,2011-09-09,2587.54
242,2011-09-10,2587.5175
243,2011-09-11,2587.495
244,2011-09-12,2587.4725
245,2011-09-13,2587.45
246,2011-09-14,2587.43
247,2011-09-15,2587.41
248,2011-09-16,2587.39
249,2011-09-17,2587.37
250,2011-09-18,2587.35
251,2011-09-19,2587.33
252,2011-09-20,2587.3045454545454
253,2011-09-21,2587.279090909091
254,2011-09-22,2587.2536363636364
255,2011-09-23,2587.228181818182
256,2011-09-24,2587.2027272727273
257,2011-09-25,2587.177272727273
258,2011-09-26,2587.1518181818183
259,2011-09-27,2587.1263636363637
260,2011-09-28,2587.100909090909
261,2011-09-29,2587.0754545454547
262,2011-09-30,2587.05
263,2011-10-01,2587.05
264,2011-10-02,2587.05
265,2011-10-03,2587.05
266,2011-10-04,2586.875
267,2011-10-05,2586.7
268,2011-10-06,2586.465
269,2011-10-07,2586.23
270,2011-10-08,2585.8725
271,2011-10-09,2585.5150000000003
272,2011-10-10,2585.1575000000003
273,2011-10-11,2584.8
274,2011-10-12,2584.3833333333337
275,2011-10-13,2583.9666666666667
276,2011-10-14,2583.55
277,2011-10-15,2583.17
278,2011-10-16,2582.79
279,2011-10-17,2582.41
280,2011-10-18,2581.95
281,2011-10-19,2581.5333333333333
282,2011-10-20,2581.1166666666663
283,2011-10-21,2580.7
284,2011-10-22,2580.2
285,2011-10-23,2579.7
286,2011-10-24,2579.2
287,2011-10-25,2578.9333333333334
288,2011-10-26,2578.6666666666665
289,2011-10-27,2578.4
290,2011-10-28,2578.02
291,2011-10-29,2577.6400000000003
292,2011-10-30,2577.26
293,2011-10-31,2576.88
294,2011-11-01,2576.505
295,2011-11-02,2576.13
296,2011-11-03,2575.755
297,2011-11-04,2575.38
298,2011-11-05,2575.0133333333333
299,2011-11-06,2574.646666666667
300,2011-11-07,2574.28
301,2011-11-08,2573.9133333333334
302,2011-11-09,2573.5466666666666
303,2011-11-10,2573.18
304,2011-11-11,2572.84
305,2011-11-12,2572.5
306,2011-11-13,2572.16
307,2011-11-14,2571.82
308,2011-11-15,2571.4633333333336
309,2011-11-16,2571.1066666666666
310,2011-11-17,2570.75
311,2011-11-18,2570.4125
312,2011-11-19,2570.075
313,2011-11-20,2569.7375
314,2011-11-21,2569.4
315,2011-11-22,2569.16
316,2011-11-23,2568.92
317,2011-11-24,2568.664
318,2011-11-25,2568.408
319,2011-11-26,2568.152
320,2011-11-27,2567.8959999999997
321,2011-11-28,2567.64
322,2011-11-29,2567.1949999999997
323,2011-11-30,2566.75
324,2011-12-01,2566.72
325,2011-12-02,2566.51
326,2011-12-03,2566.335
327,2011-12-04,2566.16
328,2011-12-05,2565.985
329,2011-12-06,2565.81
330,2011-12-07,2565.7566666666667
331,2011-12-08,2565.7033333333334
332,2011-12-09,2565.65
333,2011-12-10,2565.63
334,2011-12-11,2565.61
335,2011-12-12,2565.59
336,2011-12-13,2565.57
337,2011-12-14,2565.55
338,2011-12-15,2565.5299999999997
339,2011-12-16,2565.5099999999998
340,2011-12-17,2565.49
341,2011-12-18,2565.47
342,2011-12-19,2565.45
343,2011-12-20,2565.4454545454546
344,2011-12-21,2565.440909090909
345,2011-12-22,2565.4363636363637
346,2011-12-23,2565.431818181818
347,2011-12-24,2565.427272727273
348,2011-12-25,2565.422727272727
349,2011-12-26,2565.418181818182
350,2011-12-27,2565.413636363636
351,2011-12-28,2565.409090909091
352,2011-12-29,2565.4045454545453
353,2011-12-30,2565.4
354,2011-12-31,2565.3942857142856
355,2012-01-01,2565.3885714285716
356,2012-01-02,2565.382857142857
357,2012-01-03,2565.377142857143
358,2012-01-04,2565.3714285714286
359,2012-01-05,2565.3657142857146
360,2012-01-06,2565.36
361,2012-01-07,2565.3542857142857
362,2012-01-08,2565.3485714285716
363,2012-01-09,2565.342857142857
364,2012-01-10,2565.337142857143
365,2012-01-11,2565.3314285714287
366,2012-01-12,2565.3257142857146
367,2012-01-13,2565.32
368,2012-01-14,2565.3223076923077
369,2012-01-15,2565.3246153846153
370,2012-01-16,2565.3269230769233
371,2012-01-17,2565.329230769231
372,2012-01-18,2565.3315384615385
373,2012-01-19,2565.333846153846
374,2012-01-20,2565.336153846154
375,2012-01-21,2565.3384615384616
376,2012-01-22,2565.340769230769
377,2012-01-23,2565.3430769230768
378,2012-01-24,2565.345384615385
379,2012-01-25,2565.3476923076923
380,2012-01-26,2565.35
381,2012-01-27,2565.3430769230768
382,2012-01-28,2565.3361538461536
383,2012-01-29,2565.329230769231
384,2012-01-30,2565.3223076923077
385,2012-01-31,2565.3153846153846
386,2012-02-01,2565.3084615384614
387,2012-02-02,2565.3015384615387
388,2012-02-03,2565.2946153846156
389,2012-02-04,2565.2876923076924
390,2012-02-05,2565.2807692307692
391,2012-02-06,2565.2738461538465
392,2012-02-07,2565.2669230769234
393,2012-02-08,2565.26
394,2012-02-09,2565.28
395,2012-02-10,2565.3
396,2012-02-11,2565.3016666666667
397,2012-02-12,2565.3033333333333
398,2012-02-13,2565.3050000000003
399,2012-02-14,2565.306666666667
400,2012-02-15,2565.3083333333334
401,2012-02-16,2565.3100000000004
402,2012-02-17,2565.311666666667
403,2012-02-18,2565.3133333333335
404,2012-02-19,2565.315
405,2012-02-20,2565.3166666666666
406,2012-02-21,2565.3183333333336
407,2012-02-22,2565.32
408,2012-02-23,2565.3216666666667
409,2012-02-24,2565.3233333333337
410,2012-02-25,2565.3250000000003
411,2012-02-26,2565.326666666667
412,2012-02-27,2565.3283333333334
413,2012-02-28,2565.33
414,2012-02-29,2565.331666666667
415,2012-03-01,2565.3333333333335
416,2012-03-02,2565.335
417,2012-03-03,2565.336666666667
418,2012-03-04,2565.3383333333336
419,2012-03-05,2565.34
420,2012-03-06,2565.344090909091
421,2012-03-07,2565.3481818181817
422,2012-03-08,2565.352272727273
423,2012-03-09,2565.3563636363638
424,2012-03-10,2565.3604545454546
425,2012-03-11,2565.3645454545454
426,2012-03-12,2565.3686363636366
427,2012-03-13,2565.3727272727274
428,2012-03-14,2565.376818181818
429,2012-03-15,2565.380909090909
430,2012-03-16,2565.385
431,2012-03-17,2565.389090909091
432,2012-03-18,2565.393181818182
433,2012-03-19,2565.3972727272726
434,2012-03-20,2565.4013636363634
435,2012-03-21,2565.4054545454546
436,2012-03-22,2565.4095454545454
437,2012-03-23,2565.413636363636
438,2012-03-24,2565.417727272727
439,2012-03-25,2565.4218181818183
440,2012-03-26,2565.425909090909
441,2012-03-27,2565.43
442,2012-03-28,2565.5353846153844
443,2012-03-29,2565.640769230769
444,2012-03-30,2565.746153846154
445,2012-03-31,2565.8515384615384
446,2012-04-01,2565.956923076923
447,2012-04-02,2566.0623076923075
448,2012-04-03,2566.1676923076925
449,2012-04-04,2566.273076923077
450,2012-04-05,2566.3784615384616
451,2012-04-06,2566.483846153846
452,2012-04-07,2566.589230769231
453,2012-04-08,2566.6946153846156
454,2012-04-09,2566.8
455,2012-04-10,2566.8500000000004
456,2012-04-11,2566.9
457,2012-04-12,2566.9750000000004
458,2012-04-13,2567.05
459,2012-04-14,2567.1533333333336
460,2012-04-15,2567.2566666666667
461,2012-04-16,2567.36
462,2012-04-17,2567.5525000000002
463,2012-04-18,2567.745
464,2012-04-19,2567.9375
465,2012-04-20,2568.13
466,2012-04-21,2568.3225
467,2012-04-22,2568.5150000000003
468,2012-04-23,2568.7075
469,2012-04-24,2568.9
470,2012-04-25,2570.35
471,2012-04-26,2570.95
472,2012-04-27,2571.55
473,2012-04-28,2572.0
474,2012-04-29,2572.4500000000003
475,2012-04-30,2572.9
476,2012-05-01,2574.3
477,2012-05-02,2574.56
478,2012-05-03,2574.82
479,2012-05-04,2575.08
480,2012-05-05,2575.403333333333
481,2012-05-06,2575.726666666667
482,2012-05-07,2576.05
483,2012-05-08,2576.4025
484,2012-05-09,2576.755
485,2012-05-10,2577.1075
486,2012-05-11,2577.46
487,2012-05-12,2577.8575
488,2012-05-13,2578.255
489,2012-05-14,2578.6525
490,2012-05-15,2579.05
491,2012-05-16,2579.84
492,2012-05-17,2580.63
493,2012-05-18,2581.35
494,2012-05-19,2581.7833333333333
495,2012-05-20,2582.2166666666667
496,2012-05-21,2582.65
497,2012-05-22,2583.4300000000003
498,2012-05-23,2584.21
499,2012-05-24,2584.6549999999997
500,2012-05-25,2585.1
501,2012-05-26,2585.475
502,2012-05-27,2585.85
503,2012-05-28,2586.1499999999996
504,2012-05-29,2586.45
505,2012-05-30,2586.7
506,2012-05-31,2586.9
507,2012-06-01,2587.1
508,2012-06-02,2587.39
509,2012-06-03,2587.41
510,2012-06-04,2587.43
511,2012-06-05,2587.48
512,2012-06-06,2587.35
513,2012-06-07,2586.82
514,2012-06-08,2586.45
515,2012-06-09,2586.15
516,2012-06-10,2585.86
517,2012-06-11,2585.7
518,2012-06-12,2585.6
519,2012-06-13,2585.65
520,2012-06-14,2585.88
521,2012-06-15,2585.95
522,2012-06-16,2586.2374999999997
523,2012-06-17,2586.5249999999996
524,2012-06-18,2586.8125
525,2012-06-19,2587.1
526,2012-06-20,2587.2833333333333
527,2012-06-21,2587.4666666666667
528,2012-06-22,2587.65
529,2012-06-23,2588.02
530,2012-06-24,2588.06
531,2012-06-25,2588.1
532,2012-06-26,2588.0
533,2012-06-27,2587.7
534,2012-06-28,2587.45
535,2012-06-29,2587.35
536,2012-06-30,2587.383333333333
537,2012-07-01,2587.4166666666665
538,2012-07-02,2587.45
539,2012-07-03,2587.5
540,2012-07-04,2587.3900000000003
541,2012-07-05,2587.28
542,2012-07-06,2587.3
543,2012-07-07,2587.33
544,2012-07-08,2587.36
545,2012-07-09,2587.3900000000003
546,2012-07-10,2587.42
547,2012-07-11,2587.48
548,2012-07-12,2587.54
549,2012-07-13,2587.6
550,2012-07-14,2587.73
551,2012-07-15,2587.8599999999997
552,2012-07-16,2587.99
553,2012-07-17,2587.9342857142856
554,2012-07-18,2587.8785714285714
555,2012-07-19,2587.822857142857
556,2012-07-20,2587.7671428571425
557,2012-07-21,2587.7114285714283
558,2012-07-22,2587.655714285714
559,2012-07-23,2587.6
560,2012-07-24,2587.515
561,2012-07-25,2587.43
562,2012-07-26,2587.43
563,2012-07-27,2587.4175
564,2012-07-28,2587.4049999999997
565,2012-07-29,2587.3925
566,2012-07-30,2587.38
567,2012-07-31,2587.425
568,2012-08-01,2587.47
569,2012-08-02,2587.488
570,2012-08-03,2587.506
571,2012-08-04,2587.524
572,2012-08-05,2587.542
573,2012-08-06,2587.56
574,2012-08-07,2587.56
575,2012-08-08,2587.56
576,2012-08-09,2587.56
577,2012-08-10,2587.56
578,2012-08-11,2587.5775
579,2012-08-12,2587.5950000000003
580,2012-08-13,2587.6125
581,2012-08-14,2587.63
582,2012-08-15,2587.565
583,2012-08-16,2587.5
584,2012-08-17,2587.49
585,2012-08-18,2587.48
586,2012-08-19,2587.47
587,2012-08-20,2587.46
588,2012-08-21,2587.45
589,2012-08-22,2587.44
590,2012-08-23,2587.43
591,2012-08-24,2587.42
592,2012-08-25,2587.41
593,2012-08-26,2587.4
594,2012-08-27,2587.39
595,2012-08-28,2587.38
596,2012-08-29,2587.36
597,2012-08-30,2587.34
598,2012-08-31,2587.32
599,2012-09-01,2587.2960000000003
600,2012-09-02,2587.272
601,2012-09-03,2587.248
602,2012-09-04,2587.2239999999997
603,2012-09-05,2587.2
604,2012-09-06,2587.1899999999996
605,2012-09-07,2587.18
606,2012-09-08,2587.1625
607,2012-09-09,2587.145
608,2012-09-10,2587.1275
609,2012-09-11,2587.11
610,2012-09-12,2587.09
611,2012-09-13,2587.07
612,2012-09-14,2587.0525000000002
613,2012-09-15,2587.035
614,2012-09-16,2587.0175
615,2012-09-17,2587.0
616,2012-09-18,2586.9825
617,2012-09-19,2586.965
618,2012-09-20,2586.9474999999998
619,2012-09-21,2586.93
620,2012-09-22,2586.906
621,2012-09-23,2586.882
622,2012-09-24,2586.8579999999997
623,2012-09-25,2586.834
624,2012-09-26,2586.81
625,2012-09-27,2586.744
626,2012-09-28,2586.678
627,2012-09-29,2586.612
628,2012-09-30,2586.546
629,2012-10-01,2586.48
630,2012-10-02,2586.3333333333335
631,2012-10-03,2586.1866666666665
632,2012-10-04,2586.04
633,2012-10-05,2585.858
634,2012-10-06,2585.676
635,2012-10-07,2585.494
636,2012-10-08,2585.312
637,2012-10-09,2585.13
638,2012-10-10,2584.78
639,2012-10-11,2584.38
640,2012-10-12,2583.98
641,2012-10-13,2583.58
642,2012-10-14,2583.1800000000003
643,2012-10-15,2582.78
644,2012-10-16,2582.38
645,2012-10-17,2582.1175000000003
646,2012-10-18,2581.855
647,2012-10-19,2581.5924999999997
648,2012-10-20,2581.33
649,2012-10-21,2580.77
650,2012-10-22,2580.21
651,2012-10-23,2579.65
652,2012-10-24,2579.2833333333333
653,2012-10-25,2578.916666666667
654,2012-10-26,2578.55
655,2012-10-27,2578.1933333333336
656,2012-10-28,2577.8366666666666
657,2012-10-29,2577.48
658,2012-10-30,2577.115
659,2012-10-31,2576.75
660,2012-11-01,2576.33
661,2012-11-02,2576.125
662,2012-11-03,2575.92
663,2012-11-04,2575.715
664,2012-11-05,2575.51
665,2012-11-06,2575.15
666,2012-11-07,2574.79
667,2012-11-08,2574.43
668,2012-11-09,2574.09
669,2012-11-10,2573.78
670,2012-11-11,2573.4700000000003
671,2012-11-12,2573.16
672,2012-11-13,2572.85
673,2012-11-14,2572.54
674,2012-11-15,2572.185
675,2012-11-16,2571.83
676,2012-11-17,2571.555
677,2012-11-18,2571.2799999999997
678,2012-11-19,2571.005
679,2012-11-20,2570.73
680,2012-11-21,2570.72
681,2012-11-22,2570.386
682,2012-11-23,2570.052
683,2012-11-24,2569.718
684,2012-11-25,2569.384
685,2012-11-26,2569.05
686,2012-11-27,2568.715
687,2012-11-28,2568.38
688,2012-11-29,2568.105
689,2012-11-30,2567.83
690,2012-12-01,2567.782
691,2012-12-02,2567.734
692,2012-12-03,2567.686
693,2012-12-04,2567.638
694,2012-12-05,2567.59
695,2012-12-06,2567.67
696,2012-12-07,2567.58
697,2012-12-08,2567.354
698,2012-12-09,2567.1279999999997
699,2012-12-10,2566.902
700,2012-12-11,2566.676
701,2012-12-12,2566.45
702,2012-12-13,2566.295
703,2012-12-14,2566.14
704,2012-12-15,2566.078571428571
705,2012-12-16,2566.017142857143
706,2012-12-17,2565.9557142857143
707,2012-12-18,2565.8942857142856
708,2012-12-19,2565.832857142857
709,2012-12-20,2565.7714285714287
710,2012-12-21,2565.71
711,2012-12-22,2565.6975
712,2012-12-23,2565.685
713,2012-12-24,2565.6725
714,2012-12-25,2565.66
715,2012-12-26,2565.6475
716,2012-12-27,2565.635
717,2012-12-28,2565.6225
718,2012-12-29,2565.61
719,2012-12-30,2565.578
720,2012-12-31,2565.546
721,2013-01-01,2565.514
722,2013-01-02,2565.482
723,2013-01-03,2565.45
724,2013-01-04,2565.458333333333
725,2013-01-05,2565.4666666666667
726,2013-01-06,2565.475
727,2013-01-07,2565.483333333333
728,2013-01-08,2565.491666666667
729,2013-01-09,2565.5
730,2013-01-10,2565.4525
731,2013-01-11,2565.4049999999997
732,2013-01-12,2565.3575
733,2013-01-13,2565.31
734,2013-01-14,2565.308666666667
735,2013-01-15,2565.307333333333
736,2013-01-16,2565.306
737,2013-01-17,2565.3046666666664
738,2013-01-18,2565.3033333333333
739,2013-01-19,2565.302
740,2013-01-20,2565.3006666666665
741,2013-01-21,2565.2993333333334
742,2013-01-22,2565.298
743,2013-01-23,2565.2966666666666
744,2013-01-24,2565.2953333333335
745,2013-01-25,2565.294
746,2013-01-26,2565.2926666666667
747,2013-01-27,2565.291333333333
748,2013-01-28,2565.29
749,2013-01-29,2565.295
750,2013-01-30,2565.3
751,2013-01-31,2565.305
752,2013-02-01,2565.31
753,2013-02-02,2565.305
754,2013-02-03,2565.3
755,2013-02-04,2565.295
756,2013-02-05,2565.29
757,2013-02-06,2565.285
758,2013-02-07,2565.2799999999997
759,2013-02-08,2565.275
760,2013-02-09,2565.27
761,2013-02-10,2565.265
762,2013-02-11,2565.26
763,2013-02-12,2565.255
764,2013-02-13,2565.25
765,2013-02-14,2565.255
766,2013-02-15,2565.26
767,2013-02-16,2565.265
768,2013-02-17,2565.27
769,2013-02-18,2565.275
770,2013-02-19,2565.2799999999997
771,2013-02-20,2565.285
772,2013-02-21,2565.29
773,2013-02-22,2565.2885714285712
774,2013-02-23,2565.287142857143
775,2013-02-24,2565.285714285714
776,2013-02-25,2565.284285714286
777,2013-02-26,2565.282857142857
778,2013-02-27,2565.281428571429
779,2013-02-28,2565.28
780,2013-03-01,2565.28375
781,2013-03-02,2565.2875000000004
782,2013-03-03,2565.29125
783,2013-03-04,2565.295
784,2013-03-05,2565.29875
785,2013-03-06,2565.3025
786,2013-03-07,2565.30625
787,2013-03-08,2565.31
788,2013-03-09,2565.3214285714284
789,2013-03-10,2565.332857142857
790,2013-03-11,2565.3442857142854
791,2013-03-12,2565.3557142857144
792,2013-03-13,2565.367142857143
793,2013-03-14,2565.3785714285714
794,2013-03-15,2565.39
795,2013-03-16,2565.41
796,2013-03-17,2565.43
797,2013-03-18,2565.45
798,2013-03-19,2565.47
799,2013-03-20,2565.49
800,2013-03-21,2565.500833333333
801,2013-03-22,2565.5116666666663
802,2013-03-23,2565.5225
803,2013-03-24,2565.5333333333333
804,2013-03-25,2565.5441666666666
805,2013-03-26,2565.555
806,2013-03-27,2565.565833333333
807,2013-03-28,2565.5766666666664
808,2013-03-29,2565.5874999999996
809,2013-03-30,2565.5983333333334
810,2013-03-31,2565.6091666666666
811,2013-04-01,2565.62
812,2013-04-02,2566.62
813,2013-04-03,2566.77
814,2013-04-04,2567.02
815,2013-04-05,2567.27
816,2013-04-06,2567.6866666666665
817,2013-04-07,2568.1033333333335
818,2013-04-08,2568.52
819,2013-04-09,2568.7833333333333
820,2013-04-10,2569.0466666666666
821,2013-04-11,2569.31
822,2013-04-12,2569.52
823,2013-04-13,2569.73
824,2013-04-14,2569.94
825,2013-04-15,2570.15
826,2013-04-16,2570.275
827,2013-04-17,2570.4
828,2013-04-18,2570.558
829,2013-04-19,2570.716
830,2013-04-20,2570.8740000000003
831,2013-04-21,2571.032
832,2013-04-22,2571.19
833,2013-04-23,2571.33
834,2013-04-24,2571.47
835,2013-04-25,2571.6699999999996
836,2013-04-26,2571.87
837,2013-04-27,2572.0699999999997
838,2013-04-28,2572.27
839,2013-04-29,2572.47
840,2013-04-30,2572.68
841,2013-05-01,2572.89
842,2013-05-02,2573.1
843,2013-05-03,2573.3625
844,2013-05-04,2573.625
845,2013-05-05,2573.8875
846,2013-05-06,2574.15
847,2013-05-07,2574.79
848,2013-05-08,2575.4300000000003
849,2013-05-09,2576.07
850,2013-05-10,2576.85
851,2013-05-11,2577.6066666666666
852,2013-05-12,2578.3633333333332
853,2013-05-13,2579.12
854,2013-05-14,2579.7325
855,2013-05-15,2580.3450000000003
856,2013-05-16,2580.9575
857,2013-05-17,2581.57
858,2013-05-18,2581.9700000000003
859,2013-05-19,2582.37
860,2013-05-20,2582.77
861,2013-05-21,2583.17
862,2013-05-22,2583.92
863,2013-05-23,2584.213333333333
864,2013-05-24,2584.5066666666667
865,2013-05-25,2584.8
866,2013-05-26,2585.0933333333332
867,2013-05-27,2585.3866666666663
868,2013-05-28,2585.68
869,2013-05-29,2585.9366666666665
870,2013-05-30,2586.193333333333
871,2013-05-31,2586.45
872,2013-06-01,2586.6833333333334
873,2013-06-02,2586.9166666666665
874,2013-06-03,2587.15
875,2013-06-04,2587.44
876,2013-06-05,2587.65
877,2013-06-06,2587.9
878,2013-06-07,2588.05
879,2013-06-08,2588.1033333333335
880,2013-06-09,2588.1566666666668
881,2013-06-10,2588.21
882,2013-06-11,2588.26
883,2013-06-12,2588.35
884,2013-06-13,2588.25
885,2013-06-14,2588.15
886,2013-06-15,2588.0499999999997
887,2013-06-16,2587.95
888,2013-06-17,2587.85
889,2013-06-18,2587.955
890,2013-06-19,2588.06
891,2013-06-20,2588.2
892,2013-06-21,2588.181818181818
893,2013-06-22,2588.163636363636
894,2013-06-23,2588.1454545454544
895,2013-06-24,2588.1272727272726
896,2013-06-25,2588.109090909091
897,2013-06-26,2588.090909090909
898,2013-06-27,2588.072727272727
