,datetime,SULLIVAN_LAKE_NEAR_METALINE_FALLS__WA.
899,2013-06-28,2588.0545454545454
900,2013-06-29,2588.0363636363636
901,2013-06-30,2588.018181818182
902,2013-07-01,2588.0
903,2013-07-02,2587.95
904,2013-07-03,2587.9
905,2013-07-04,2587.855
906,2013-07-05,2587.81
907,2013-07-06,2587.7650000000003
908,2013-07-07,2587.7200000000003
909,2013-07-08,2587.675
910,2013-07-09,2587.63
911,2013-07-10,2587.61
912,2013-07-11,2587.59
913,2013-07-12,2587.57
914,2013-07-13,2587.5425
915,2013-07-14,2587.5150000000003
916,2013-07-15,2587.4875
917,2013-07-16,2587.46
918,2013-07-17,2587.43
919,2013-07-18,2587.35
920,2013-07-19,2587.27
921,2013-07-20,2587.1899999999996
922,2013-07-21,2587.1099999999997
923,2013-07-22,2587.0299999999997
924,2013-07-23,2586.95
925,2013-07-24,2586.95
926,2013-07-25,2586.95
927,2013-07-26,2586.95
928,2013-07-27,2586.96
929,2013-07-28,2586.97
930,2013-07-29,2586.98
931,2013-07-30,2586.99
932,2013-07-31,2587.0
933,2013-08-01,2587.0
934,2013-08-02,2586.9925
935,2013-08-03,2586.9849999999997
936,2013-08-04,2586.9775
937,2013-08-05,2586.97
938,2013-08-06,2586.97
939,2013-08-07,2586.97
940,2013-08-08,2586.97
941,2013-08-09,2586.97
942,2013-08-10,2586.955
943,2013-08-11,2586.9399999999996
944,2013-08-12,2586.9249999999997
945,2013-08-13,2586.91
946,2013-08-14,2586.8875
947,2013-08-15,2586.865
948,2013-08-16,2586.8424999999997
949,2013-08-17,2586.8199999999997
950,2013-08-18,2586.7975
951,2013-08-19,2586.775
952,2013-08-20,2586.7525
953,2013-08-21,2586.73
954,2013-08-22,2586.714285714286
955,2013-08-23,2586.6985714285715
956,2013-08-24,2586.6828571428573
957,2013-08-25,2586.6671428571426
958,2013-08-26,2586.6514285714284
959,2013-08-27,2586.635714285714
960,2013-08-28,2586.62
961,2013-08-29,2586.605
962,2013-08-30,2586.59
963,2013-08-31,2586.5725
964,2013-09-01,2586.5550000000003
965,2013-09-02,2586.5375
966,2013-09-03,2586.52
967,2013-09-04,2586.46
968,2013-09-05,2586.32
969,2013-09-06,2586.1040000000003
970,2013-09-07,2585.888
971,2013-09-08,2585.672
972,2013-09-09,2585.4559999999997
973,2013-09-10,2585.24
974,2013-09-11,2585.07
975,2013-09-12,2584.995
976,2013-09-13,2584.92
977,2013-09-14,2584.8966666666665
978,2013-09-15,2584.8733333333334
979,2013-09-16,2584.85
980,2013-09-17,2584.73
981,2013-09-18,2584.6916666666666
982,2013-09-19,2584.653333333333
983,2013-09-20,2584.615
984,2013-09-21,2584.576666666667
985,2013-09-22,2584.5383333333334
986,2013-09-23,2584.5
987,2013-09-24,2584.37
988,2013-09-25,2584.25
989,2013-09-26,2584.12
990,2013-09-27,2583.99
991,2013-09-28,2583.86
992,2013-09-29,2583.73
993,2013-09-30,2583.6
994,2013-10-01,2583.375
995,2013-10-02,2583.15
996,2013-10-03,2582.926
997,2013-10-04,2582.702
998,2013-10-05,2582.478
999,2013-10-06,2582.2540000000004
1000,2013-10-07,2582.03
1001,2013-10-08,2581.7933333333335
1002,2013-10-09,2581.556666666667
1003,2013-10-10,2581.32
1004,2013-10-11,2581.05
1005,2013-10-12,2580.7825000000003
1006,2013-10-13,2580.5150000000003
1007,2013-10-14,2580.2475
1008,2013-10-15,2579.98
1009,2013-10-16,2579.73
1010,2013-10-17,2579.48
1011,2013-10-18,2579.23
1012,2013-10-19,2578.98
1013,2013-10-20,2578.73
1014,2013-10-21,2578.48
1015,2013-10-22,2578.23
1016,2013-10-23,2577.98
1017,2013-10-24,2577.73
1018,2013-10-25,2577.474
1019,2013-10-26,2577.218
1020,2013-10-27,2576.962
1021,2013-10-28,2576.7059999999997
1022,2013-10-29,2576.45
1023,2013-10-30,2576.208333333333
1024,2013-10-31,2575.9666666666667
1025,2013-11-01,2575.725
1026,2013-11-02,2575.483333333333
1027,2013-11-03,2575.241666666667
1028,2013-11-04,2575.0
1029,2013-11-05,2574.825
1030,2013-11-06,2574.65
1031,2013-11-07,2574.491666666667
1032,2013-11-08,2574.3333333333335
1033,2013-11-09,2574.175
1034,2013-11-10,2574.0166666666664
1035,2013-11-11,2573.858333333333
1036,2013-11-12,2573.7
1037,2013-11-13,2573.5566666666664
1038,2013-11-14,2573.4133333333334
1039,2013-11-15,2573.27
1040,2013-11-16,2573.1266666666666
1041,2013-11-17,2572.9833333333336
1042,2013-11-18,2572.84
1043,2013-11-19,2572.7200000000003
1044,2013-11-20,2572.6
1045,2013-11-21,2572.458333333333
1046,2013-11-22,2572.3166666666666
1047,2013-11-23,2572.175
1048,2013-11-24,2572.0333333333333
1049,2013-11-25,2571.8916666666664
1050,2013-11-26,2571.75
1051,2013-11-27,2571.6583333333333
1052,2013-11-28,2571.5666666666666
1053,2013-11-29,2571.475
1054,2013-11-30,2571.383333333333
1055,2013-12-01,2571.2916666666665
1056,2013-12-02,2571.2
1057,2013-12-03,2571.1114285714284
1058,2013-12-04,2571.022857142857
1059,2013-12-05,2570.9342857142856
1060,2013-12-06,2570.845714285714
1061,2013-12-07,2570.7571428571428
1062,2013-12-08,2570.6685714285713
1063,2013-12-09,2570.58
1064,2013-12-10,2570.5366666666664
1065,2013-12-11,2570.4933333333333
1066,2013-12-12,2570.45
1067,2013-12-13,2570.3975
1068,2013-12-14,2570.345
1069,2013-12-15,2570.2924999999996
1070,2013-12-16,2570.24
1071,2013-12-17,2570.2149999999997
1072,2013-12-18,2570.1899999999996
1073,2013-12-19,2570.165
1074,2013-12-20,2570.14
1075,2013-12-21,2570.14
1076,2013-12-22,2570.14
1077,2013-12-23,2570.14
1078,2013-12-24,2570.14
1079,2013-12-25,2570.14
1080,2013-12-26,2570.14
1081,2013-12-27,2570.14
1082,2013-12-28,2570.1366666666663
1083,2013-12-29,2570.133333333333
1084,2013-12-30,2570.13
1085,2013-12-31,2570.1266666666666
1086,2014-01-01,2570.123333333333
1087,2014-01-02,2570.12
1088,2014-01-03,2570.112
1089,2014-01-04,2570.104
1090,2014-01-05,2570.096
1091,2014-01-06,2570.0879999999997
1092,2014-01-07,2570.08
1093,2014-01-08,2570.091111111111
1094,2014-01-09,2570.1022222222223
1095,2014-01-10,2570.1133333333332
1096,2014-01-11,2570.124444444444
1097,2014-01-12,2570.1355555555556
1098,2014-01-13,2570.1466666666665
1099,2014-01-14,2570.1577777777775
1100,2014-01-15,2570.168888888889
1101,2014-01-16,2570.18
1102,2014-01-17,2570.17
1103,2014-01-18,2570.16
1104,2014-01-19,2570.15
1105,2014-01-20,2570.14
1106,2014-01-21,2570.13
1107,2014-01-22,2570.126666666667
1108,2014-01-23,2570.1233333333334
1109,2014-01-24,2570.12
1110,2014-01-25,2570.116666666667
1111,2014-01-26,2570.1133333333337
1112,2014-01-27,2570.11
1113,2014-01-28,2570.1085714285714
1114,2014-01-29,2570.107142857143
1115,2014-01-30,2570.1057142857144
1116,2014-01-31,2570.1042857142857
1117,2014-02-01,2570.102857142857
1118,2014-02-02,2570.1014285714286
1119,2014-02-03,2570.1
1120,2014-02-04,2570.0955555555556
1121,2014-02-05,2570.091111111111
1122,2014-02-06,2570.0866666666666
1123,2014-02-07,2570.0822222222223
1124,2014-02-08,2570.0777777777776
1125,2014-02-09,2570.0733333333333
1126,2014-02-10,2570.068888888889
1127,2014-02-11,2570.0644444444442
1128,2014-02-12,2570.06
1129,2014-02-13,2570.058571428571
1130,2014-02-14,2570.057142857143
1131,2014-02-15,2570.055714285714
1132,2014-02-16,2570.054285714286
1133,2014-02-17,2570.052857142857
1134,2014-02-18,2570.051428571429
1135,2014-02-19,2570.05
1136,2014-02-20,2570.0460000000003
1137,2014-02-21,2570.0420000000004
1138,2014-02-22,2570.038
1139,2014-02-23,2570.034
1140,2014-02-24,2570.03
1141,2014-02-25,2570.0228571428574
1142,2014-02-26,2570.0157142857142
1143,2014-02-27,2570.0085714285715
1144,2014-02-28,2570.0014285714287
1145,2014-03-01,2569.994285714286
1146,2014-03-02,2569.9871428571428
1147,2014-03-03,2569.98
1148,2014-03-04,2569.995
1149,2014-03-05,2570.01
1150,2014-03-06,2570.0750000000003
1151,2014-03-07,2570.1400000000003
1152,2014-03-08,2570.205
1153,2014-03-09,2570.27
1154,2014-03-10,2570.335
1155,2014-03-11,2570.4
1156,2014-03-12,2570.425
1157,2014-03-13,2570.45
1158,2014-03-14,2570.49
1159,2014-03-15,2570.5299999999997
1160,2014-03-16,2570.57
1161,2014-03-17,2570.61
1162,2014-03-18,2570.65
1163,2014-03-19,2570.6783333333333
1164,2014-03-20,2570.706666666667
1165,2014-03-21,2570.735
1166,2014-03-22,2570.7633333333333
1167,2014-03-23,2570.791666666667
1168,2014-03-24,2570.82
1169,2014-03-25,2570.8457142857146
1170,2014-03-26,2570.8714285714286
1171,2014-03-27,2570.897142857143
1172,2014-03-28,2570.922857142857
1173,2014-03-29,2570.9485714285715
1174,2014-03-30,2570.9742857142855
1175,2014-03-31,2571.0
1176,2014-04-01,2571.0285714285715
1177,2014-04-02,2571.057142857143
1178,2014-04-03,2571.0857142857144
1179,2014-04-04,2571.1142857142854
1180,2014-04-05,2571.142857142857
1181,2014-04-06,2571.1714285714284
1182,2014-04-07,2571.2
1183,2014-04-08,2571.2749999999996
1184,2014-04-09,2571.35
1185,2014-04-10,2571.425
1186,2014-04-11,2571.5
1187,2014-04-12,2571.575
1188,2014-04-13,2571.65
1189,2014-04-14,2571.7250000000004
1190,2014-04-15,2571.8
1191,2014-04-16,2571.955
1192,2014-04-17,2572.11
1193,2014-04-18,2572.2650000000003
1194,2014-04-19,2572.42
1195,2014-04-20,2572.575
1196,2014-04-21,2572.73
1197,2014-04-22,2572.885
1198,2014-04-23,2573.04
1199,2014-04-24,2573.2
1200,2014-04-25,2573.36
1201,2014-04-26,2573.52
1202,2014-04-27,2573.68
1203,2014-04-28,2573.84
1204,2014-04-29,2574.0
1205,2014-04-30,2574.366666666667
1206,2014-05-01,2574.733333333333
1207,2014-05-02,2575.1
1208,2014-05-03,2575.4666666666667
1209,2014-05-04,2575.833333333333
1210,2014-05-05,2576.2
1211,2014-05-06,2576.725
1212,2014-05-07,2577.25
1213,2014-05-08,2577.68
1214,2014-05-09,2578.11
1215,2014-05-10,2578.54
1216,2014-05-11,2578.9700000000003
1217,2014-05-12,2579.4
1218,2014-05-13,2580.0
1219,2014-05-14,2580.6
1220,2014-05-15,2581.2
1221,2014-05-16,2581.8
1222,2014-05-17,2582.4
1223,2014-05-18,2583.0
1224,2014-05-19,2583.6
1225,2014-05-20,2584.24
1226,2014-05-21,2584.88
1227,2014-05-22,2585.565
1228,2014-05-23,2586.25
1229,2014-05-24,2586.725
1230,2014-05-25,2587.2
1231,2014-05-26,2587.1099999999997
1232,2014-05-27,2587.02
1233,2014-05-28,2587.05
1234,2014-05-29,2587.2
1235,2014-05-30,2587.3
1236,2014-05-31,2587.3
1237,2014-06-01,2587.3
1238,2014-06-02,2587.3
1239,2014-06-03,2587.3857142857146
1240,2014-06-04,2587.4714285714285
1241,2014-06-05,2587.557142857143
1242,2014-06-06,2587.6428571428573
1243,2014-06-07,2587.7285714285717
1244,2014-06-08,2587.8142857142857
1245,2014-06-09,2587.9
1246,2014-06-10,2588.0
1247,2014-06-11,2588.1
1248,2014-06-12,2588.2
1249,2014-06-13,2588.3
1250,2014-06-14,2588.4
1251,2014-06-15,2588.5
1252,2014-06-16,2588.6
1253,2014-06-17,2588.557142857143
1254,2014-06-18,2588.5142857142855
1255,2014-06-19,2588.4714285714285
1256,2014-06-20,2588.4285714285716
1257,2014-06-21,2588.3857142857146
1258,2014-06-22,2588.342857142857
1259,2014-06-23,2588.3
1260,2014-06-24,2588.321428571429
1261,2014-06-25,2588.342857142857
1262,2014-06-26,2588.364285714286
1263,2014-06-27,2588.385714285714
1264,2014-06-28,2588.407142857143
1265,2014-06-29,2588.428571428571
1266,2014-06-30,2588.45
1267,2014-07-01,2588.3
1268,2014-07-02,2588.15
1269,2014-07-03,2588.098
1270,2014-07-04,2588.046
1271,2014-07-05,2587.994
1272,2014-07-06,2587.942
1273,2014-07-07,2587.89
1274,2014-07-08,2587.863
1275,2014-07-09,2587.836
1276,2014-07-10,2587.8089999999997
1277,2014-07-11,2587.7819999999997
1278,2014-07-12,2587.755
1279,2014-07-13,2587.728
1280,2014-07-14,2587.701
1281,2014-07-15,2587.674
1282,2014-07-16,2587.647
1283,2014-07-17,2587.62
1284,2014-07-18,2587.576
1285,2014-07-19,2587.532
1286,2014-07-20,2587.488
1287,2014-07-21,2587.444
1288,2014-07-22,2587.4
1289,2014-07-23,2587.3766666666666
1290,2014-07-24,2587.3533333333335
1291,2014-07-25,2587.33
1292,2014-07-26,2587.306666666667
1293,2014-07-27,2587.2833333333333
1294,2014-07-28,2587.26
1295,2014-07-29,2587.2366666666667
1296,2014-07-30,2587.2133333333336
1297,2014-07-31,2587.19
1298,2014-08-01,2587.1620000000003
1299,2014-08-02,2587.134
1300,2014-08-03,2587.106
1301,2014-08-04,2587.078
1302,2014-08-05,2587.05
1303,2014-08-06,2587.04
1304,2014-08-07,2587.03
1305,2014-08-08,2587.02
1306,2014-08-09,2587.01
1307,2014-08-10,2587.0
1308,2014-08-11,2586.99
1309,2014-08-12,2586.98
1310,2014-08-13,2586.97
1311,2014-08-14,2586.96
1312,2014-08-15,2586.95
1313,2014-08-16,2586.9159999999997
1314,2014-08-17,2586.882
1315,2014-08-18,2586.848
1316,2014-08-19,2586.8140000000003
1317,2014-08-20,2586.78
1318,2014-08-21,2586.68625
1319,2014-08-22,2586.5925
1320,2014-08-23,2586.49875
1321,2014-08-24,2586.405
1322,2014-08-25,2586.31125
1323,2014-08-26,2586.2175
1324,2014-08-27,2586.12375
1325,2014-08-28,2586.03
1326,2014-08-29,2585.914
1327,2014-08-30,2585.7980000000002
1328,2014-08-31,2585.682
1329,2014-09-01,2585.566
1330,2014-09-02,2585.45
1331,2014-09-03,2585.0
1332,2014-09-04,2583.92
1333,2014-09-05,2585.82
1334,2014-09-06,2583.6633333333334
1335,2014-09-07,2581.5066666666667
1336,2014-09-08,2579.35
1337,2014-09-09,2577.9
1338,2014-09-10,2576.825
1339,2014-09-11,2575.75
1340,2014-09-12,2574.675
1341,2014-09-13,2573.6
1342,2014-09-14,2572.5249999999996
1343,2014-09-15,2571.45
1344,2014-09-16,2570.9069999999997
1345,2014-09-17,2570.364
1346,2014-09-18,2569.821
1347,2014-09-19,2569.278
1348,2014-09-20,2568.7349999999997
1349,2014-09-21,2568.192
1350,2014-09-22,2567.649
1351,2014-09-23,2567.1059999999998
1352,2014-09-24,2566.563
1353,2014-09-25,2566.02
1354,2014-09-26,2565.94
1355,2014-09-27,2565.8599999999997
1356,2014-09-28,2565.7799999999997
1357,2014-09-29,2565.7
1358,2014-09-30,2565.5375
1359,2014-10-01,2565.375
1360,2014-10-02,2565.2125
1361,2014-10-03,2565.05
1362,2014-10-04,2565.0454545454545
1363,2014-10-05,2565.0409090909093
1364,2014-10-06,2565.0363636363636
1365,2014-10-07,2565.0318181818184
1366,2014-10-08,2565.0272727272727
1367,2014-10-09,2565.0227272727275
1368,2014-10-10,2565.018181818182
1369,2014-10-11,2565.0136363636366
1370,2014-10-12,2565.009090909091
1371,2014-10-13,2565.0045454545457
1372,2014-10-14,2565.0
1373,2014-10-15,2565.0
1374,2014-10-16,2565.0
1375,2014-10-17,2565.0
1376,2014-10-18,2565.0
1377,2014-10-19,2565.0
1378,2014-10-20,2565.0
1379,2014-10-21,2565.0
1380,2014-10-22,2565.0
1381,2014-10-23,2565.0
1382,2014-10-24,2565.0
1383,2014-10-25,2565.0
1384,2014-10-26,2565.0
1385,2014-10-27,2565.0
1386,2014-10-28,2565.0
1387,2014-10-29,2565.0
1388,2014-10-30,2565.0
1389,2014-10-31,2565.0
1390,2014-11-01,2565.0
1391,2014-11-02,2565.0
1392,2014-11-03,2565.0
1393,2014-11-04,2565.0
1394,2014-11-05,2565.0
1395,2014-11-06,2565.0
1396,2014-11-07,2565.0
1397,2014-11-08,2565.0
1398,2014-11-09,2565.0
1399,2014-11-10,2565.0
1400,2014-11-11,2565.0
1401,2014-11-12,2565.0
1402,2014-11-13,2565.0
1403,2014-11-14,2565.0
1404,2014-11-15,2565.0
1405,2014-11-16,2565.0
1406,2014-11-17,2565.0
1407,2014-11-18,2565.0
1408,2014-11-19,2565.0
1409,2014-11-20,2565.0
1410,2014-11-21,2565.0
1411,2014-11-22,2565.0
1412,2014-11-23,2565.0
1413,2014-11-24,2565.0
1414,2014-11-25,2565.0
1415,2014-11-26,2565.0
1416,2014-11-27,2565.0
1417,2014-11-28,2565.0
1418,2014-11-29,2565.0
1419,2014-11-30,2565.0
1420,2014-12-01,2565.0
1421,2014-12-02,2565.0
1422,2014-12-03,2565.0
1423,2014-12-04,2565.0
1424,2014-12-05,2565.0
1425,2014-12-06,2565.0
1426,2014-12-07,2565.0
1427,2014-12-08,2565.0
1428,2014-12-09,2565.0
1429,2014-12-10,2565.0
1430,2014-12-11,2565.0
1431,2014-12-12,2565.0
1432,2014-12-13,2565.0
1433,2014-12-14,2565.0
1434,2014-12-15,2565.0
1435,2014-12-16,2565.0
1436,2014-12-17,2569.15
1437,2014-12-18,2569.275
1438,2014-12-19,2569.4
1439,2014-12-20,2569.4500000000003
1440,2014-12-21,2569.5
1441,2014-12-22,2569.55
1442,2014-12-23,2569.6
1443,2014-12-24,2569.65
1444,2014-12-25,2569.7
1445,2014-12-26,2569.75
1446,2014-12-27,2569.7666666666664
1447,2014-12-28,2569.7833333333333
1448,2014-12-29,2569.8
1449,2014-12-30,2569.8166666666666
1450,2014-12-31,2569.833333333333
1451,2015-01-01,2569.85
1452,2015-01-02,2569.866666666667
1453,2015-01-03,2569.883333333333
1454,2015-01-04,2569.8999999999996
1455,2015-01-05,2569.9166666666665
1456,2015-01-06,2569.9333333333334
1457,2015-01-07,2569.95
1458,2015-01-08,2569.975
1459,2015-01-09,2570.0
1460,2015-01-10,2570.01
1461,2015-01-11,2570.02
1462,2015-01-12,2570.03
1463,2015-01-13,2570.04
1464,2015-01-14,2570.05
1465,2015-01-15,2570.057142857143
1466,2015-01-16,2570.0642857142857
1467,2015-01-17,2570.0714285714284
1468,2015-01-18,2570.0785714285716
1469,2015-01-19,2570.0857142857144
1470,2015-01-20,2570.092857142857
1471,2015-01-21,2570.1
1472,2015-01-22,2570.11
1473,2015-01-23,2570.12
1474,2015-01-24,2570.13
1475,2015-01-25,2570.14
1476,2015-01-26,2570.15
1477,2015-01-27,2570.1555555555556
1478,2015-01-28,2570.161111111111
1479,2015-01-29,2570.1666666666665
1480,2015-01-30,2570.172222222222
1481,2015-01-31,2570.177777777778
1482,2015-02-01,2570.1833333333334
1483,2015-02-02,2570.188888888889
1484,2015-02-03,2570.1944444444443
1485,2015-02-04,2570.2
1486,2015-02-05,2570.17
1487,2015-02-06,2570.685
1488,2015-02-07,2571.2
1489,2015-02-08,2572.225
1490,2015-02-09,2573.25
1491,2015-02-10,2573.383333333333
1492,2015-02-11,2573.516666666667
1493,2015-02-12,2573.65
1494,2015-02-13,2573.891666666667
1495,2015-02-14,2574.133333333333
1496,2015-02-15,2574.375
1497,2015-02-16,2574.616666666667
1498,2015-02-17,2574.858333333333
1499,2015-02-18,2575.1
1500,2015-02-19,2575.3
1501,2015-02-20,2575.5
1502,2015-02-21,2575.6
1503,2015-02-22,2575.7
1504,2015-02-23,2575.8
1505,2015-02-24,2575.9
1506,2015-02-25,2576.0
1507,2015-02-26,2576.1
1508,2015-02-27,2576.18
1509,2015-02-28,2576.2599999999998
1510,2015-03-01,2576.34
1511,2015-03-02,2576.42
1512,2015-03-03,2576.5
1513,2015-03-04,2576.56875
1514,2015-03-05,2576.6375
1515,2015-03-06,2576.70625
1516,2015-03-07,2576.775
1517,2015-03-08,2576.84375
1518,2015-03-09,2576.9125000000004
1519,2015-03-10,2576.9812500000003
1520,2015-03-11,2577.05
1521,2015-03-12,2577.25
1522,2015-03-13,2577.4500000000003
1523,2015-03-14,2577.65
1524,2015-03-15,2577.8500000000004
1525,2015-03-16,2578.05
1526,2015-03-17,2578.3285714285716
1527,2015-03-18,2578.607142857143
1528,2015-03-19,2578.8857142857146
1529,2015-03-20,2579.1642857142856
1530,2015-03-21,2579.442857142857
1531,2015-03-22,2579.7214285714285
1532,2015-03-23,2580.0
1533,2015-03-24,2580.25
1534,2015-03-25,2580.5
1535,2015-03-26,2580.8
1536,2015-03-27,2581.1
1537,2015-03-28,2581.4
1538,2015-03-29,2581.7
1539,2015-03-30,2582.0
1540,2015-03-31,2582.2
1541,2015-04-01,2582.4014285714284
1542,2015-04-02,2582.602857142857
1543,2015-04-03,2582.8042857142855
1544,2015-04-04,2583.0057142857145
1545,2015-04-05,2583.207142857143
1546,2015-04-06,2583.4085714285716
1547,2015-04-07,2583.61
1548,2015-04-08,2583.8
1549,2015-04-09,2583.936
1550,2015-04-10,2584.072
1551,2015-04-11,2584.208
1552,2015-04-12,2584.344
1553,2015-04-13,2584.48
1554,2015-04-14,2584.6400000000003
1555,2015-04-15,2584.8
1556,2015-04-16,2584.65
1557,2015-04-17,2584.5
1558,2015-04-18,2584.4333333333334
1559,2015-04-19,2584.366666666667
1560,2015-04-20,2584.3
1561,2015-04-21,2584.4
1562,2015-04-22,2584.5
1563,2015-04-23,2584.6
1564,2015-04-24,2584.7
1565,2015-04-25,2584.825
1566,2015-04-26,2584.95
1567,2015-04-27,2585.075
1568,2015-04-28,2585.2
1569,2015-04-29,2585.35
1570,2015-04-30,2585.5
1571,2015-05-01,2585.6499999999996
1572,2015-05-02,2585.7999999999997
1573,2015-05-03,2585.95
1574,2015-05-04,2586.1
1575,2015-05-05,2586.225
1576,2015-05-06,2586.35
1577,2015-05-07,2586.475
1578,2015-05-08,2586.6
1579,2015-05-09,2586.7214285714285
1580,2015-05-10,2586.842857142857
1581,2015-05-11,2586.964285714286
1582,2015-05-12,2587.085714285714
1583,2015-05-13,2587.2071428571426
1584,2015-05-14,2587.328571428571
1585,2015-05-15,2587.45
1586,2015-05-16,2587.5333333333333
1587,2015-05-17,2587.6166666666663
1588,2015-05-18,2587.7
1589,2015-05-19,2587.725
1590,2015-05-20,2587.75
1591,2015-05-21,2587.9
1592,2015-05-22,2588.05
1593,2015-05-23,2588.0875
1594,2015-05-24,2588.125
1595,2015-05-25,2588.1625
1596,2015-05-26,2588.2
1597,2015-05-27,2588.3
1598,2015-05-28,2588.4
1599,2015-05-29,2588.45
1600,2015-05-30,2588.5
1601,2015-05-31,2588.58
1602,2015-06-01,2588.58
1603,2015-06-02,2588.58
1604,2015-06-03,2588.48
1605,2015-06-04,2588.3
1606,2015-06-05,2588.2
1607,2015-06-06,2588.193333333333
1608,2015-06-07,2588.1866666666665
1609,2015-06-08,2588.18
1610,2015-06-09,2588.1
1611,2015-06-10,2587.94
1612,2015-06-11,2587.952
1613,2015-06-12,2587.964
1614,2015-06-13,2587.976
1615,2015-06-14,2587.988
1616,2015-06-15,2588.0
1617,2015-06-16,2587.9625
1618,2015-06-17,2587.925
1619,2015-06-18,2587.8875
1620,2015-06-19,2587.85
1621,2015-06-20,2587.8125
1622,2015-06-21,2587.7749999999996
1623,2015-06-22,2587.7374999999997
1624,2015-06-23,2587.7
1625,2015-06-24,2587.6583333333333
1626,2015-06-25,2587.6166666666663
1627,2015-06-26,2587.575
1628,2015-06-27,2587.5333333333333
1629,2015-06-28,2587.4916666666663
1630,2015-06-29,2587.45
1631,2015-06-30,2587.3977777777777
1632,2015-07-01,2587.3455555555556
1633,2015-07-02,2587.293333333333
1634,2015-07-03,2587.241111111111
1635,2015-07-04,2587.188888888889
1636,2015-07-05,2587.1366666666668
1637,2015-07-06,2587.084444444444
1638,2015-07-07,2587.032222222222
1639,2015-07-08,2586.98
1640,2015-07-09,2586.9542857142856
1641,2015-07-10,2586.9285714285716
1642,2015-07-11,2586.902857142857
1643,2015-07-12,2586.877142857143
1644,2015-07-13,2586.8514285714286
1645,2015-07-14,2586.8257142857146
1646,2015-07-15,2586.8
1647,2015-07-16,2586.764
1648,2015-07-17,2586.728
1649,2015-07-18,2586.692
1650,2015-07-19,2586.656
1651,2015-07-20,2586.62
1652,2015-07-21,2586.5775
1653,2015-07-22,2586.535
1654,2015-07-23,2586.4925
1655,2015-07-24,2586.45
1656,2015-07-25,2586.4142857142856
1657,2015-07-26,2586.3785714285714
1658,2015-07-27,2586.342857142857
1659,2015-07-28,2586.3071428571425
1660,2015-07-29,2586.2714285714283
1661,2015-07-30,2586.235714285714
1662,2015-07-31,2586.2
1663,2015-08-01,2586.15
1664,2015-08-02,2586.1
1665,2015-08-03,2586.05
1666,2015-08-04,2586.035
1667,2015-08-05,2586.02
1668,2015-08-06,2585.9833333333336
1669,2015-08-07,2585.9466666666667
1670,2015-08-08,2585.91
1671,2015-08-09,2585.8733333333334
1672,2015-08-10,2585.836666666667
1673,2015-08-11,2585.8
1674,2015-08-12,2585.7633333333333
1675,2015-08-13,2585.726666666667
1676,2015-08-14,2585.69
1677,2015-08-15,2585.653333333333
1678,2015-08-16,2585.616666666667
1679,2015-08-17,2585.58
1680,2015-08-18,2585.475
1681,2015-08-19,2585.37
1682,2015-08-20,2585.41
1683,2015-08-21,2585.45
1684,2015-08-22,2585.3999999999996
1685,2015-08-23,2585.35
1686,2015-08-24,2585.3
1687,2015-08-25,2585.25
1688,2015-08-26,2585.2
1689,2015-08-27,2585.15
1690,2015-08-28,2585.125
1691,2015-08-29,2585.1000000000004
1692,2015-08-30,2585.0750000000003
1693,2015-08-31,2585.05
1694,2015-09-01,2585.0
1695,2015-09-02,2584.983333333333
1696,2015-09-03,2584.9666666666667
1697,2015-09-04,2584.95
1698,2015-09-05,2584.8999999999996
1699,2015-09-06,2584.85
1700,2015-09-07,2584.8
1701,2015-09-08,2584.75
1702,2015-09-09,2584.6
1703,2015-09-10,2584.35
1704,2015-09-11,2584.075
1705,2015-09-12,2583.8
1706,2015-09-13,2583.525
1707,2015-09-14,2583.25
1708,2015-09-15,2583.0
1709,2015-09-16,2582.674285714286
1710,2015-09-17,2582.348571428571
1711,2015-09-18,2582.022857142857
1712,2015-09-19,2581.697142857143
1713,2015-09-20,2581.3714285714286
1714,2015-09-21,2581.045714285714
1715,2015-09-22,2580.72
1716,2015-09-23,2580.51
1717,2015-09-24,2580.3
1718,2015-09-25,2580.0125000000003
1719,2015-09-26,2579.7250000000004
1720,2015-09-27,2579.4375
1721,2015-09-28,2579.15
1722,2015-09-29,2578.8
1723,2015-09-30,2578.55
