,datetime,FRANKLIN_ROOSEVELT_LAKE_AT_GRAND_COULEE_DAM__WA.
1288,2014-07-12,1289.0
1289,2014-07-13,1289.57
1290,2014-07-14,1289.39
1291,2014-07-15,1289.22
1292,2014-07-16,1289.14
1293,2014-07-17,1289.11
1294,2014-07-18,1289.13
1295,2014-07-19,1289.03
1296,2014-07-20,1289.21
1297,2014-07-21,1289.3
1298,2014-07-22,1289.21
1299,2014-07-23,1288.97
1300,2014-07-24,1288.72
1301,2014-07-25,1288.48
1302,2014-07-26,1288.27
1303,2014-07-27,1288.4
1304,2014-07-28,1288.4
1305,2014-07-29,1288.37
1306,2014-07-30,1288.14
1307,2014-07-31,1287.73
1308,2014-08-01,1287.62
1309,2014-08-02,1287.7
1310,2014-08-03,1288.04
1311,2014-08-04,1287.98
1312,2014-08-05,1287.92
1313,2014-08-06,1287.62
1314,2014-08-07,1287.3
1315,2014-08-08,1287.07
1316,2014-08-09,1286.71
1317,2014-08-10,1286.46
1318,2014-08-11,1286.06
1319,2014-08-12,1285.5
1320,2014-08-13,1285.1
1321,2014-08-14,1284.97
1322,2014-08-15,1285.01
1323,2014-08-16,1285.21
1324,2014-08-17,1285.21
1325,2014-08-18,1284.87
1326,2014-08-19,1284.79
1327,2014-08-20,1284.68
1328,2014-08-21,1284.47
1329,2014-08-22,1284.3
1330,2014-08-23,1284.26
1331,2014-08-24,1284.33
1332,2014-08-25,1283.82
1333,2014-08-26,1283.24
1334,2014-08-27,1282.46
1335,2014-08-28,1281.44
1336,2014-08-29,1280.49
1337,2014-08-30,1279.97
1338,2014-08-31,1279.48
1339,2014-09-01,1279.66
1340,2014-09-02,1279.77
1341,2014-09-03,1279.72
1342,2014-09-04,1279.84
1343,2014-09-05,1280.08
1344,2014-09-06,1280.39
1345,2014-09-07,1280.37
1346,2014-09-08,1280.64
1347,2014-09-09,1280.49
1348,2014-09-10,1280.55
1349,2014-09-11,1280.55
1350,2014-09-12,1280.57
1351,2014-09-13,1280.71
1352,2014-09-14,1280.82
1353,2014-09-15,1280.6
1354,2014-09-16,1280.38
1355,2014-09-17,1280.67
1356,2014-09-18,1280.86
1357,2014-09-19,1280.93
1358,2014-09-20,1280.93
1359,2014-09-21,1281.22
1360,2014-09-22,1281.69
1361,2014-09-23,1281.98
1362,2014-09-24,1282.05
1363,2014-09-25,1281.99
1364,2014-09-26,1281.93
1365,2014-09-27,1282.22
1366,2014-09-28,1282.56
1367,2014-09-29,1283.17
1368,2014-09-30,1283.68
1369,2014-10-01,1284.03
1370,2014-10-02,1284.28
1371,2014-10-03,1284.47
1372,2014-10-04,1284.79
1373,2014-10-05,1284.88
1374,2014-10-06,1285.05
1375,2014-10-07,1285.13
1376,2014-10-08,1285.18
1377,2014-10-09,1285.12
1378,2014-10-10,1285.27
1379,2014-10-11,1285.68
1380,2014-10-12,1285.83
1381,2014-10-13,1285.6
1382,2014-10-14,1285.42
1383,2014-10-15,1285.52
1384,2014-10-16,1285.61
1385,2014-10-17,1285.44
1386,2014-10-18,1285.4
1387,2014-10-19,1285.64
1388,2014-10-20,1285.63
1389,2014-10-21,1285.86
1390,2014-10-22,1285.85
1391,2014-10-23,1286.14
1392,2014-10-24,1286.04
1393,2014-10-25,1286.3
1394,2014-10-26,1286.87
1395,2014-10-27,1286.86
1396,2014-10-28,1286.99
1397,2014-10-29,1287.12
1398,2014-10-30,1286.94
1399,2014-10-31,1287.15
1400,2014-11-01,1287.54
1401,2014-11-02,1287.92
1402,2014-11-03,1287.71
1403,2014-11-04,1287.63
1404,2014-11-05,1287.46
1405,2014-11-06,1287.58
1406,2014-11-07,1287.35
1407,2014-11-08,1286.97
1408,2014-11-09,1286.93
1409,2014-11-10,1286.46
1410,2014-11-11,1286.09
1411,2014-11-12,1285.28
1412,2014-11-13,1284.36
1413,2014-11-14,1283.45
1414,2014-11-15,1282.79
1415,2014-11-16,1282.46
1416,2014-11-17,1282.38
1417,2014-11-18,1282.09
1418,2014-11-19,1282.12
1419,2014-11-20,1282.25
1420,2014-11-21,1282.48
1421,2014-11-22,1283.11
1422,2014-11-23,1283.55
1423,2014-11-24,1283.39
1424,2014-11-25,1283.42
1425,2014-11-26,1283.97
1426,2014-11-27,1284.6
1427,2014-11-28,1284.98
1428,2014-11-29,1284.78
1429,2014-11-30,1284.27
1430,2014-12-01,1284.96
1431,2014-12-02,1285.62
1432,2014-12-03,1285.89
1433,2014-12-04,1286.14
1434,2014-12-05,1286.42
1435,2014-12-06,1286.45
1436,2014-12-07,1286.01
1437,2014-12-08,1285.59
1438,2014-12-09,1285.3
1439,2014-12-10,1285.4
1440,2014-12-11,1285.86
1441,2014-12-12,1286.07
1442,2014-12-13,1286.4
1443,2014-12-14,1286.79
1444,2014-12-15,1286.9
1445,2014-12-16,1287.07
1446,2014-12-17,1286.99
1447,2014-12-18,1287.06
1448,2014-12-19,1287.0
1449,2014-12-20,1286.98
1450,2014-12-21,1287.13
1451,2014-12-22,1287.32
1452,2014-12-23,1287.2
1453,2014-12-24,1287.29
1454,2014-12-25,1288.08
1455,2014-12-26,1287.93
1456,2014-12-27,1287.96
1457,2014-12-28,1288.16
1458,2014-12-29,1288.16
1459,2014-12-30,1288.05
1460,2014-12-31,1287.52
1461,2015-01-01,1286.7
1462,2015-01-02,1285.98
1463,2015-01-03,1285.2
1464,2015-01-04,1284.88
1465,2015-01-05,1285.1
1466,2015-01-06,1284.96
1467,2015-01-07,1285.03
1468,2015-01-08,1284.82
1469,2015-01-09,1284.58
1470,2015-01-10,1284.04
1471,2015-01-11,1283.78
1472,2015-01-12,1283.18
1473,2015-01-13,1282.74
1474,2015-01-14,1282.19
1475,2015-01-15,1281.62
1476,2015-01-16,1281.28
1477,2015-01-17,1280.7
1478,2015-01-18,1280.48
1479,2015-01-19,1280.09
1480,2015-01-20,1279.56
1481,2015-01-21,1279.12
1482,2015-01-22,1278.64
1483,2015-01-23,1278.28
1484,2015-01-24,1278.06
1485,2015-01-25,1277.61
1486,2015-01-26,1277.46
1487,2015-01-27,1277.24
1488,2015-01-28,1276.81
1489,2015-01-29,1276.45
1490,2015-01-30,1275.77
1491,2015-01-31,1274.61
1492,2015-02-01,1274.02
1493,2015-02-02,1273.48
1494,2015-02-03,1272.47
1495,2015-02-04,1271.68
1496,2015-02-05,1270.81
1497,2015-02-06,1269.75
1498,2015-02-07,1269.45
1499,2015-02-08,1268.96
1500,2015-02-09,1268.78
1501,2015-02-10,1269.58
1502,2015-02-11,1270.49
1503,2015-02-12,1271.15
1504,2015-02-13,1271.09
1505,2015-02-14,1271.44
1506,2015-02-15,1271.4
1507,2015-02-16,1271.33
1508,2015-02-17,1271.04
1509,2015-02-18,1270.67
1510,2015-02-19,1270.42
1511,2015-02-20,1269.75
1512,2015-02-21,1269.19
1513,2015-02-22,1268.19
1514,2015-02-23,1267.19
1515,2015-02-24,1266.77
1516,2015-02-25,1266.61
1517,2015-02-26,1265.87
1518,2015-02-27,1265.4
1519,2015-02-28,1264.82
1520,2015-03-01,1264.74
1521,2015-03-02,1264.26
1522,2015-03-03,1263.31
1523,2015-03-04,1262.18
1524,2015-03-05,1261.1
1525,2015-03-06,1260.01
1526,2015-03-07,1258.98
1527,2015-03-08,1257.9
1528,2015-03-09,1257.18
1529,2015-03-10,1256.69
1530,2015-03-11,1255.89
1531,2015-03-12,1255.04
1532,2015-03-13,1254.21
1533,2015-03-14,1253.85
1534,2015-03-15,1253.41
1535,2015-03-16,1253.4
1536,2015-03-17,1253.43
1537,2015-03-18,1253.83
1538,2015-03-19,1253.71
1539,2015-03-20,1252.94
1540,2015-03-21,1252.4
1541,2015-03-22,1252.23
1542,2015-03-23,1252.41
1543,2015-03-24,1252.78
1544,2015-03-25,1253.19
1545,2015-03-26,1253.18
1546,2015-03-27,1253.22
1547,2015-03-28,1253.25
1548,2015-03-29,1252.94
1549,2015-03-30,1253.53
1550,2015-03-31,1254.02
1551,2015-04-01,1254.26
1552,2015-04-02,1254.09
1553,2015-04-03,1254.16
1554,2015-04-04,1253.78
1555,2015-04-05,1253.31
1556,2015-04-06,1252.98
1557,2015-04-07,1253.31
1558,2015-04-08,1253.33
1559,2015-04-09,1253.16
1560,2015-04-10,1253.35
1561,2015-04-11,1253.2
1562,2015-04-12,1252.77
1563,2015-04-13,1252.46
1564,2015-04-14,1252.71
1565,2015-04-15,1252.48
1566,2015-04-16,1252.12
1567,2015-04-17,1251.92
1568,2015-04-18,1251.66
1569,2015-04-19,1251.71
1570,2015-04-20,1251.33
1571,2015-04-21,1251.33
1572,2015-04-22,1251.47
1573,2015-04-23,1251.35
1574,2015-04-24,1251.22
1575,2015-04-25,1251.65
1576,2015-04-26,1252.11
1577,2015-04-27,1252.06
1578,2015-04-28,1252.01
1579,2015-04-29,1251.83
1580,2015-04-30,1251.51
1581,2015-05-01,1250.77
1582,2015-05-02,1249.93
1583,2015-05-03,1249.53
1584,2015-05-04,1249.17
1585,2015-05-05,1249.29
1586,2015-05-06,1249.81
1587,2015-05-07,1249.7
1588,2015-05-08,1249.91
1589,2015-05-09,1250.18
1590,2015-05-10,1250.29
1591,2015-05-11,1250.13
1592,2015-05-12,1249.42
1593,2015-05-13,1248.85
1594,2015-05-14,1248.47
1595,2015-05-15,1248.39
1596,2015-05-16,1248.57
1597,2015-05-17,1248.43
1598,2015-05-18,1248.72
1599,2015-05-19,1248.91
1600,2015-05-20,1248.73
1601,2015-05-21,1248.47
1602,2015-05-22,1248.45
1603,2015-05-23,1248.34
1604,2015-05-24,1248.32
1605,2015-05-25,1248.69
1606,2015-05-26,1248.93
1607,2015-05-27,1249.32
1608,2015-05-28,1249.62
1609,2015-05-29,1250.53
1610,2015-05-30,1251.46
1611,2015-05-31,1252.15
1612,2015-06-01,1253.78
1613,2015-06-02,1255.78
1614,2015-06-03,1258.14
1615,2015-06-04,1259.98
1616,2015-06-05,1261.26
1617,2015-06-06,1262.61
1618,2015-06-07,1263.84
1619,2015-06-08,1264.88
1620,2015-06-09,1266.14
1621,2015-06-10,1267.33
1622,2015-06-11,1268.4
1623,2015-06-12,1269.41
1624,2015-06-13,1270.34
1625,2015-06-14,1271.4
1626,2015-06-15,1271.95
1627,2015-06-16,1273.13
1628,2015-06-17,1274.26
1629,2015-06-18,1275.31
1630,2015-06-19,1276.56
1631,2015-06-20,1277.7
1632,2015-06-21,1279.04
1633,2015-06-22,1280.03
1634,2015-06-23,1281.07
1635,2015-06-24,1282.07
1636,2015-06-25,1282.5
1637,2015-06-26,1282.6
1638,2015-06-27,1282.94
1639,2015-06-28,1283.2
1640,2015-06-29,1283.65
1641,2015-06-30,1283.84
1642,2015-07-01,1284.24
1643,2015-07-02,1284.79
1644,2015-07-03,1285.18
1645,2015-07-04,1285.49
1646,2015-07-05,1285.65
1647,2015-07-06,1286.4
1648,2015-07-07,1287.05
1649,2015-07-08,1287.19
1650,2015-07-09,1287.58
1651,2015-07-10,1288.32
1652,2015-07-11,1289.1
1653,2015-07-12,1289.4
1654,2015-07-13,1289.62
1655,2015-07-14,1289.34
1656,2015-07-15,1289.11
1657,2015-07-16,1288.92
1658,2015-07-17,1288.63
1659,2015-07-18,1288.4
1660,2015-07-19,1288.46
1661,2015-07-20,1288.46
1662,2015-07-21,1288.94
1663,2015-07-22,1289.25
1664,2015-07-23,1289.16
1665,2015-07-24,1288.89
1666,2015-07-25,1288.98
1667,2015-07-26,1289.1
1668,2015-07-27,1288.89
1669,2015-07-28,1288.32
1670,2015-07-29,1287.75
1671,2015-07-30,1287.39
1672,2015-07-31,1287.08
1673,2015-08-01,1286.92
1674,2015-08-02,1286.85
1675,2015-08-03,1286.59
1676,2015-08-04,1285.77
1677,2015-08-05,1285.58
1678,2015-08-06,1285.28
1679,2015-08-07,1284.97
1680,2015-08-08,1284.91
1681,2015-08-09,1284.63
1682,2015-08-10,1284.47
1683,2015-08-11,1284.28
1684,2015-08-12,1283.86
1685,2015-08-13,1283.2
1686,2015-08-14,1282.63
1687,2015-08-15,1282.32
1688,2015-08-16,1281.77
1689,2015-08-17,1281.17
1690,2015-08-18,1280.6
1691,2015-08-19,1280.04
1692,2015-08-20,1279.55
1693,2015-08-21,1279.11
1694,2015-08-22,1278.88
1695,2015-08-23,1278.85
1696,2015-08-24,1278.43
1697,2015-08-25,1277.79
1698,2015-08-26,1277.78
1699,2015-08-27,1277.5
1700,2015-08-28,1277.29
1701,2015-08-29,1277.4
1702,2015-08-30,1277.71
1703,2015-08-31,1277.49
1704,2015-09-01,1277.73
1705,2015-09-02,1278.27
1706,2015-09-03,1279.06
1707,2015-09-04,1279.6
1708,2015-09-05,1279.93
1709,2015-09-06,1280.08
1710,2015-09-07,1280.47
1711,2015-09-08,1280.77
1712,2015-09-09,1280.85
1713,2015-09-10,1280.62
1714,2015-09-11,1280.19
1715,2015-09-12,1280.25
1716,2015-09-13,1280.56
1717,2015-09-14,1281.12
1718,2015-09-15,1281.43
1719,2015-09-16,1281.84
1720,2015-09-17,1282.14
1721,2015-09-18,1282.18
1722,2015-09-19,1282.38
1723,2015-09-20,1282.19
1724,2015-09-21,1281.88
1725,2015-09-22,1281.96
1726,2015-09-23,1281.78
1727,2015-09-24,1281.87
1728,2015-09-25,1282.18
1729,2015-09-26,1282.29
1730,2015-09-27,1281.96
1731,2015-09-28,1281.75
1732,2015-09-29,1282.1
1733,2015-09-30,1282.18
1734,2015-10-01,1282.07
1735,2015-10-02,1282.31
1736,2015-10-03,1282.27
1737,2015-10-04,1281.99
1738,2015-10-05,1281.6
1739,2015-10-06,1281.73
1740,2015-10-07,1282.04
1741,2015-10-08,1282.26
1742,2015-10-09,1282.53
1743,2015-10-10,1283.26
1744,2015-10-11,1283.54
1745,2015-10-12,1283.65
1746,2015-10-13,1283.5
1747,2015-10-14,1283.64
1748,2015-10-15,1283.67
1749,2015-10-16,1283.29
1750,2015-10-17,1283.62
1751,2015-10-18,1283.93
1752,2015-10-19,1284.34
1753,2015-10-20,1284.31
1754,2015-10-21,1284.33
1755,2015-10-22,1284.12
1756,2015-10-23,1283.89
1757,2015-10-24,1284.19
1758,2015-10-25,1284.58
1759,2015-10-26,1284.65
1760,2015-10-27,1284.86
1761,2015-10-28,1285.02
1762,2015-10-29,1285.35
1763,2015-10-30,1285.55
1764,2015-10-31,1286.27
1765,2015-11-01,1287.05
1766,2015-11-02,1287.46
1767,2015-11-03,1287.52
1768,2015-11-04,1287.88
1769,2015-11-05,1287.96
1770,2015-11-06,1287.82
1771,2015-11-07,1287.61
1772,2015-11-08,1287.56
1773,2015-11-09,1287.54
1774,2015-11-10,1287.43
1775,2015-11-11,1287.38
1776,2015-11-12,1287.42
1777,2015-11-13,1287.42
1778,2015-11-14,1287.68
1779,2015-11-15,1288.07
1780,2015-11-16,1288.08
1781,2015-11-17,1287.83
1782,2015-11-18,1288.32
1783,2015-11-19,1288.57
1784,2015-11-20,1288.39
1785,2015-11-21,1288.29
1786,2015-11-22,1287.88
1787,2015-11-23,1287.92
1788,2015-11-24,1287.37
1789,2015-11-25,1286.96
1790,2015-11-26,1286.62
1791,2015-11-27,1286.17
1792,2015-11-28,1285.81
1793,2015-11-29,1285.77
1794,2015-11-30,1285.82
1795,2015-12-01,1285.04
1796,2015-12-02,1284.66
1797,2015-12-03,1284.44
1798,2015-12-04,1284.18
1799,2015-12-05,1283.55
1800,2015-12-06,1283.61
1801,2015-12-07,1283.58
1802,2015-12-08,1284.06
1803,2015-12-09,1284.46
1804,2015-12-10,1285.56
1805,2015-12-11,1286.04
1806,2015-12-12,1287.1
1807,2015-12-13,1287.7
1808,2015-12-14,1288.01
1809,2015-12-15,1287.69
1810,2015-12-16,1287.5
1811,2015-12-17,1287.17
1812,2015-12-18,1286.78
1813,2015-12-19,1286.54
1814,2015-12-20,1286.25
1815,2015-12-21,1286.41
1816,2015-12-22,1286.57
1817,2015-12-23,1286.48
1818,2015-12-24,1286.21
1819,2015-12-25,1286.6
1820,2015-12-26,1286.52
1821,2015-12-27,1286.7
1822,2015-12-28,1286.85
1823,2015-12-29,1286.5
1824,2015-12-30,1285.99
1825,2015-12-31,1285.19
1826,2016-01-01,1284.72
1827,2016-01-02,1284.04
1828,2016-01-03,1283.5
1829,2016-01-04,1283.24
1830,2016-01-05,1282.83
1831,2016-01-06,1282.24
1832,2016-01-07,1281.79
1833,2016-01-08,1281.42
1834,2016-01-09,1280.99
1835,2016-01-10,1280.83
1836,2016-01-11,1280.59
1837,2016-01-12,1280.17
1838,2016-01-13,1280.3
1839,2016-01-14,1279.88
1840,2016-01-15,1279.46
1841,2016-01-16,1280.17
1842,2016-01-17,1280.36
1843,2016-01-18,1280.72
1844,2016-01-19,1281.11
1845,2016-01-20,1281.51
1846,2016-01-21,1281.7
1847,2016-01-22,1281.45
1848,2016-01-23,1281.88
1849,2016-01-24,1282.45
1850,2016-01-25,1282.42
1851,2016-01-26,1281.93
1852,2016-01-27,1281.53
1853,2016-01-28,1281.44
1854,2016-01-29,1281.05
1855,2016-01-30,1281.37
1856,2016-01-31,1281.12
1857,2016-02-01,1280.58
1858,2016-02-02,1279.95
1859,2016-02-03,1279.16
1860,2016-02-04,1279.13
1861,2016-02-05,1279.02
1862,2016-02-06,1278.87
1863,2016-02-07,1278.75
1864,2016-02-08,1278.04
1865,2016-02-09,1277.12
1866,2016-02-10,1276.09
1867,2016-02-11,1275.1
1868,2016-02-12,1274.5
1869,2016-02-13,1273.49
1870,2016-02-14,1272.4
1871,2016-02-15,1271.39
1872,2016-02-16,1271.04
1873,2016-02-17,1271.39
1874,2016-02-18,1271.01
1875,2016-02-19,1270.25
1876,2016-02-20,1269.83
1877,2016-02-21,1269.68
1878,2016-02-22,1269.12
1879,2016-02-23,1268.26
1880,2016-02-24,1267.76
1881,2016-02-25,1267.24
1882,2016-02-26,1266.27
1883,2016-02-27,1265.9
1884,2016-02-28,1265.05
1885,2016-02-29,1264.31
1886,2016-03-01,1263.21
1887,2016-03-02,1262.06
1888,2016-03-03,1260.96
1889,2016-03-04,1260.01
1890,2016-03-05,1259.65
1891,2016-03-06,1258.74
1892,2016-03-07,1257.75
1893,2016-03-08,1256.73
1894,2016-03-09,1256.13
1895,2016-03-10,1255.53
1896,2016-03-11,1254.97
1897,2016-03-12,1254.69
1898,2016-03-13,1254.07
1899,2016-03-14,1253.58
1900,2016-03-15,1253.15
1901,2016-03-16,1253.24
1902,2016-03-17,1253.04
1903,2016-03-18,1252.81
1904,2016-03-19,1252.62
1905,2016-03-20,1252.58
1906,2016-03-21,1252.66
1907,2016-03-22,1253.04
1908,2016-03-23,1252.67
1909,2016-03-24,1253.05
1910,2016-03-25,1253.09
1911,2016-03-26,1252.86
1912,2016-03-27,1253.39
1913,2016-03-28,1252.63
1914,2016-03-29,1252.73
1915,2016-03-30,1252.57
1916,2016-03-31,1253.24
1917,2016-04-01,1252.64
1918,2016-04-02,1253.18
1919,2016-04-03,1252.9
1920,2016-04-04,1252.64
1921,2016-04-05,1252.05
1922,2016-04-06,1251.9
1923,2016-04-07,1252.5
1924,2016-04-08,1253.04
1925,2016-04-09,1253.6
1926,2016-04-10,1253.49
1927,2016-04-11,1253.35
1928,2016-04-12,1252.79
1929,2016-04-13,1251.75
1930,2016-04-14,1250.68
1931,2016-04-15,1249.59
1932,2016-04-16,1248.19
1933,2016-04-17,1246.65
1934,2016-04-18,1245.39
1935,2016-04-19,1244.29
1936,2016-04-20,1244.07
1937,2016-04-21,1243.59
1938,2016-04-22,1243.87
1939,2016-04-23,1243.68
1940,2016-04-24,1244.11
1941,2016-04-25,1244.84
1942,2016-04-26,1244.91
1943,2016-04-27,1245.13
1944,2016-04-28,1245.16
1945,2016-04-29,1245.66
1946,2016-04-30,1246.07
1947,2016-05-01,1245.93
1948,2016-05-02,1246.13
1949,2016-05-03,1246.64
1950,2016-05-04,1247.25
1951,2016-05-05,1247.96
1952,2016-05-06,1248.81
1953,2016-05-07,1250.11
1954,2016-05-08,1251.81
1955,2016-05-09,1253.33
1956,2016-05-10,1253.92
1957,2016-05-11,1254.26
1958,2016-05-12,1254.65
1959,2016-05-13,1254.99
1960,2016-05-14,1255.66
1961,2016-05-15,1257.09
1962,2016-05-16,1257.9
1963,2016-05-17,1258.1
1964,2016-05-18,1259.01
1965,2016-05-19,1260.54
1966,2016-05-20,1261.6
1967,2016-05-21,1263.15
1968,2016-05-22,1264.59
1969,2016-05-23,1265.36
1970,2016-05-24,1266.37
1971,2016-05-25,1267.68
1972,2016-05-26,1268.83
1973,2016-05-27,1269.77
1974,2016-05-28,1270.48
1975,2016-05-29,1272.38
1976,2016-05-30,1274.05
1977,2016-05-31,1275.25
1978,2016-06-01,1275.84
1979,2016-06-02,1276.9
1980,2016-06-03,1277.14
1981,2016-06-04,1277.44
1982,2016-06-05,1278.22
1983,2016-06-06,1278.84
1984,2016-06-07,1279.66
1985,2016-06-08,1280.77
1986,2016-06-09,1281.32
1987,2016-06-10,1282.16
1988,2016-06-11,1282.88
1989,2016-06-12,1283.57
1990,2016-06-13,1284.38
1991,2016-06-14,1284.95
1992,2016-06-15,1285.08
1993,2016-06-16,1285.59
1994,2016-06-17,1286.15
1995,2016-06-18,1287.35
1996,2016-06-19,1287.63
1997,2016-06-20,1288.18
1998,2016-06-21,1288.44
1999,2016-06-22,1288.12
2000,2016-06-23,1287.94
2001,2016-06-24,1287.64
2002,2016-06-25,1287.18
2003,2016-06-26,1286.89
2004,2016-06-27,1286.68
2005,2016-06-28,1286.79
2006,2016-06-29,1286.56
2007,2016-06-30,1286.18
2008,2016-07-01,1286.1
2009,2016-07-02,1286.23
2010,2016-07-03,1286.45
2011,2016-07-04,1286.72
2012,2016-07-05,1286.87
2013,2016-07-06,1286.56
2014,2016-07-07,1286.41
2015,2016-07-08,1286.7
2016,2016-07-09,1286.97
2017,2016-07-10,1287.47
2018,2016-07-11,1287.49
2019,2016-07-12,1287.59
2020,2016-07-13,1287.5
2021,2016-07-14,1287.53
2022,2016-07-15,1287.23
2023,2016-07-16,1287.3
2024,2016-07-17,1287.06
2025,2016-07-18,1287.22
2026,2016-07-19,1287.44
2027,2016-07-20,1287.45
2028,2016-07-21,1287.53
2029,2016-07-22,1287.88
2030,2016-07-23,1288.11
2031,2016-07-24,1288.27
2032,2016-07-25,1288.31
2033,2016-07-26,1288.27
2034,2016-07-27,1288.12
2035,2016-07-28,1287.78
2036,2016-07-29,1287.53
2037,2016-07-30,1287.27
2038,2016-07-31,1287.21
2039,2016-08-01,1286.78
2040,2016-08-02,1286.57
2041,2016-08-03,1286.38
2042,2016-08-04,1285.92
2043,2016-08-05,1285.54
2044,2016-08-06,1285.24
2045,2016-08-07,1285.3
2046,2016-08-08,1285.01
2047,2016-08-09,1284.97
2048,2016-08-10,1284.92
2049,2016-08-11,1284.67
2050,2016-08-12,1284.57
2051,2016-08-13,1284.59
2052,2016-08-14,1284.17
2053,2016-08-15,1283.9
2054,2016-08-16,1283.43
2055,2016-08-17,1283.14
2056,2016-08-18,1282.4
2057,2016-08-19,1282.06
2058,2016-08-20,1281.61
2059,2016-08-21,1281.05
2060,2016-08-22,1280.72
2061,2016-08-23,1280.55
2062,2016-08-24,1280.18
2063,2016-08-25,1279.72
2064,2016-08-26,1278.85
2065,2016-08-27,1278.72
2066,2016-08-28,1278.28
2067,2016-08-29,1277.93
2068,2016-08-30,1277.88
2069,2016-08-31,1277.58
2070,2016-09-01,1277.34
2071,2016-09-02,1277.34
2072,2016-09-03,1277.32
2073,2016-09-04,1277.34
2074,2016-09-05,1277.67
2075,2016-09-06,1277.81
2076,2016-09-07,1277.95
2077,2016-09-08,1278.11
2078,2016-09-09,1277.68
2079,2016-09-10,1277.63
2080,2016-09-11,1278.04
2081,2016-09-12,1278.62
2082,2016-09-13,1278.77
2083,2016-09-14,1279.02
2084,2016-09-15,1279.1
2085,2016-09-16,1279.13
2086,2016-09-17,1279.49
2087,2016-09-18,1279.85
2088,2016-09-19,1280.41
2089,2016-09-20,1280.63
2090,2016-09-21,1280.73
2091,2016-09-22,1281.61
2092,2016-09-23,1281.71
2093,2016-09-24,1281.77
2094,2016-09-25,1282.15
2095,2016-09-26,1282.74
2096,2016-09-27,1283.12
2097,2016-09-28,1283.34
2098,2016-09-29,1283.98
2099,2016-09-30,1283.98
2100,2016-10-01,1284.06
2101,2016-10-02,1283.94
2102,2016-10-03,1283.63
2103,2016-10-04,1283.77
2104,2016-10-05,1283.8
2105,2016-10-06,1283.77
2106,2016-10-07,1283.99
2107,2016-10-08,1283.78
2108,2016-10-09,1283.86
2109,2016-10-10,1283.92
2110,2016-10-11,1283.86
2111,2016-10-12,1283.99
2112,2016-10-13,1284.06
2113,2016-10-14,1284.16
2114,2016-10-15,1283.83
2115,2016-10-16,1283.9
2116,2016-10-17,1284.4
2117,2016-10-18,1284.39
2118,2016-10-19,1284.52
2119,2016-10-20,1284.89
2120,2016-10-21,1285.42
2121,2016-10-22,1285.96
2122,2016-10-23,1285.97
2123,2016-10-24,1286.03
2124,2016-10-25,1285.83
2125,2016-10-26,1285.98
2126,2016-10-27,1286.02
2127,2016-10-28,1286.14
2128,2016-10-29,1286.47
2129,2016-10-30,1286.39
2130,2016-10-31,1286.38
2131,2016-11-01,1286.43
2132,2016-11-02,1286.19
2133,2016-11-03,1286.08
2134,2016-11-04,1286.16
2135,2016-11-05,1286.22
2136,2016-11-06,1286.59
2137,2016-11-07,1286.51
2138,2016-11-08,1286.49
2139,2016-11-09,1286.45
2140,2016-11-10,1286.38
2141,2016-11-11,1286.37
2142,2016-11-12,1286.47
2143,2016-11-13,1286.32
2144,2016-11-14,1286.11
2145,2016-11-15,1286.2
2146,2016-11-16,1286.41
2147,2016-11-17,1286.13
2148,2016-11-18,1285.98
2149,2016-11-19,1286.24
2150,2016-11-20,1285.84
2151,2016-11-21,1285.56
2152,2016-11-22,1285.4
2153,2016-11-23,1285.43
2154,2016-11-24,1285.63
2155,2016-11-25,1285.68
2156,2016-11-26,1285.52
2157,2016-11-27,1285.5
2158,2016-11-28,1285.3
2159,2016-11-29,1284.7
2160,2016-11-30,1284.26
2161,2016-12-01,1283.89
2162,2016-12-02,1283.64
2163,2016-12-03,1284.05
2164,2016-12-04,1284.64
2165,2016-12-05,1284.67
2166,2016-12-06,1284.5
2167,2016-12-07,1284.37
2168,2016-12-08,1284.1
2169,2016-12-09,1283.8
2170,2016-12-10,1283.66
2171,2016-12-11,1283.6
2172,2016-12-12,1283.82
2173,2016-12-13,1284.05
2174,2016-12-14,1283.62
2175,2016-12-15,1283.01
2176,2016-12-16,1282.56
2177,2016-12-17,1282.09
2178,2016-12-18,1281.58
2179,2016-12-19,1281.27
2180,2016-12-20,1281.26
2181,2016-12-21,1280.81
2182,2016-12-22,1280.25
2183,2016-12-23,1279.91
2184,2016-12-24,1279.58
2185,2016-12-25,1279.89
2186,2016-12-26,1280.18
2187,2016-12-27,1280.81
2188,2016-12-28,1280.92
2189,2016-12-29,1281.07
2190,2016-12-30,1281.55
2191,2016-12-31,1281.49
2192,2017-01-01,1281.55
2193,2017-01-02,1281.78
2194,2017-01-03,1281.71
2195,2017-01-04,1281.58
2196,2017-01-05,1281.62
2197,2017-01-06,1281.5
2198,2017-01-07,1281.44
2199,2017-01-08,1281.47
2200,2017-01-09,1281.35
2201,2017-01-10,1281.12
2202,2017-01-11,1281.18
2203,2017-01-12,1280.99
2204,2017-01-13,1280.66
2205,2017-01-14,1280.41
2206,2017-01-15,1280.04
2207,2017-01-16,1279.57
2208,2017-01-17,1279.44
2209,2017-01-18,1279.46
2210,2017-01-19,1279.99
2211,2017-01-20,1280.07
2212,2017-01-21,1280.77
2213,2017-01-22,1281.21
2214,2017-01-23,1281.62
2215,2017-01-24,1281.92
2216,2017-01-25,1282.16
2217,2017-01-26,1282.51
