,datetime,FRANKLIN_ROOSEVELT_LAKE_AT_GRAND_COULEE_DAM__WA.
2218,2017-01-27,1282.88
2219,2017-01-28,1283.23
2220,2017-01-29,1283.43
2221,2017-01-30,1283.71
2222,2017-01-31,1284.31
2223,2017-02-01,1284.6
2224,2017-02-02,1284.51
2225,2017-02-03,1284.2
2226,2017-02-04,1284.13
2227,2017-02-05,1283.78
2228,2017-02-06,1283.17
2229,2017-02-07,1282.51
2230,2017-02-08,1281.86
2231,2017-02-09,1281.36
2232,2017-02-10,1280.9
2233,2017-02-11,1280.16
2234,2017-02-12,1279.15
2235,2017-02-13,1278.54
2236,2017-02-14,1277.79
2237,2017-02-15,1277.19
2238,2017-02-16,1276.35
2239,2017-02-17,1275.94
2240,2017-02-18,1275.37
2241,2017-02-19,1274.87
2242,2017-02-20,1274.41
2243,2017-02-21,1274.03
2244,2017-02-22,1273.56
2245,2017-02-23,1272.96
2246,2017-02-24,1271.94
2247,2017-02-25,1270.97
2248,2017-02-26,1269.9
2249,2017-02-27,1268.83
2250,2017-02-28,1267.61
2251,2017-03-01,1266.31
2252,2017-03-02,1264.73
2253,2017-03-03,1263.3
2254,2017-03-04,1261.93
2255,2017-03-05,1260.5
2256,2017-03-06,1259.0
2257,2017-03-07,1258.03
2258,2017-03-08,1257.02
2259,2017-03-09,1256.21
2260,2017-03-10,1255.64
2261,2017-03-11,1254.9
2262,2017-03-12,1254.04
2263,2017-03-13,1253.96
2264,2017-03-14,1254.02
2265,2017-03-15,1253.8
2266,2017-03-16,1254.39
2267,2017-03-17,1253.77
2268,2017-03-18,1253.91
2269,2017-03-19,1253.99
2270,2017-03-20,1253.81
2271,2017-03-21,1253.74
2272,2017-03-22,1252.91
2273,2017-03-23,1252.29
2274,2017-03-24,1251.83
2275,2017-03-25,1251.35
2276,2017-03-26,1250.93
2277,2017-03-27,1250.08
2278,2017-03-28,1249.58
2279,2017-03-29,1248.86
2280,2017-03-30,1248.37
2281,2017-03-31,1247.71
2282,2017-04-01,1246.67
2283,2017-04-02,1245.58
2284,2017-04-03,1244.71
2285,2017-04-04,1243.61
2286,2017-04-05,1242.41
2287,2017-04-06,1241.55
2288,2017-04-07,1240.67
2289,2017-04-08,1239.96
2290,2017-04-09,1239.39
2291,2017-04-10,1238.55
2292,2017-04-11,1237.58
2293,2017-04-12,1236.73
2294,2017-04-13,1235.74
2295,2017-04-14,1234.96
2296,2017-04-15,1234.13
2297,2017-04-16,1233.38
2298,2017-04-17,1232.61
2299,2017-04-18,1232.6
2300,2017-04-19,1232.7
2301,2017-04-20,1232.65
2302,2017-04-21,1232.55
2303,2017-04-22,1232.69
2304,2017-04-23,1232.95
2305,2017-04-24,1233.06
2306,2017-04-25,1233.08
2307,2017-04-26,1232.74
2308,2017-04-27,1232.67
2309,2017-04-28,1232.71
2310,2017-04-29,1232.58
2311,2017-04-30,1232.57
2312,2017-05-01,1233.03
2313,2017-05-02,1233.04
2314,2017-05-03,1232.64
2315,2017-05-04,1232.45
2316,2017-05-05,1232.87
2317,2017-05-06,1233.83
2318,2017-05-07,1234.42
2319,2017-05-08,1234.91
2320,2017-05-09,1234.81
2321,2017-05-10,1234.66
2322,2017-05-11,1235.77
2323,2017-05-12,1237.48
2324,2017-05-13,1239.24
2325,2017-05-14,1240.48
2326,2017-05-15,1240.99
2327,2017-05-16,1241.1
2328,2017-05-17,1240.95
2329,2017-05-18,1241.13
2330,2017-05-19,1241.25
2331,2017-05-20,1241.31
2332,2017-05-21,1241.58
2333,2017-05-22,1243.01
2334,2017-05-23,1244.92
2335,2017-05-24,1247.49
2336,2017-05-25,1249.43
2337,2017-05-26,1251.08
2338,2017-05-27,1252.28
2339,2017-05-28,1253.5
2340,2017-05-29,1255.14
2341,2017-05-30,1256.93
2342,2017-05-31,1259.37
2343,2017-06-01,1261.95
2344,2017-06-02,1264.74
2345,2017-06-03,1266.85
2346,2017-06-04,1268.62
2347,2017-06-05,1270.63
2348,2017-06-06,1272.25
2349,2017-06-07,1273.41
2350,2017-06-08,1274.75
2351,2017-06-09,1276.06
2352,2017-06-10,1277.33
2353,2017-06-11,1278.55
2354,2017-06-12,1279.31
2355,2017-06-13,1279.9
2356,2017-06-14,1280.06
2357,2017-06-15,1280.11
2358,2017-06-16,1280.72
2359,2017-06-17,1281.46
2360,2017-06-18,1281.96
2361,2017-06-19,1282.36
2362,2017-06-20,1282.86
2363,2017-06-21,1283.39
2364,2017-06-22,1283.51
2365,2017-06-23,1283.5
2366,2017-06-24,1283.53
2367,2017-06-25,1283.6
2368,2017-06-26,1283.76
2369,2017-06-27,1284.02
2370,2017-06-28,1284.35
2371,2017-06-29,1284.77
2372,2017-06-30,1285.21
2373,2017-07-01,1285.37
2374,2017-07-02,1285.44
2375,2017-07-03,1285.83
2376,2017-07-04,1286.23
2377,2017-07-05,1286.92
2378,2017-07-06,1287.39
2379,2017-07-07,1288.02
2380,2017-07-08,1288.69
2381,2017-07-09,1289.67
2382,2017-07-10,1289.35
2383,2017-07-11,1289.14
2384,2017-07-12,1288.94
2385,2017-07-13,1289.33
2386,2017-07-14,1288.93
2387,2017-07-15,1288.75
2388,2017-07-16,1288.68
2389,2017-07-17,1288.23
2390,2017-07-18,1287.76
2391,2017-07-19,1287.88
2392,2017-07-20,1288.1
2393,2017-07-21,1288.2
2394,2017-07-22,1287.54
2395,2017-07-23,1287.1
2396,2017-07-24,1286.63
2397,2017-07-25,1286.16
2398,2017-07-26,1285.36
2399,2017-07-27,1284.85
2400,2017-07-28,1284.21
2401,2017-07-29,1284.11
2402,2017-07-30,1283.93
2403,2017-07-31,1283.75
2404,2017-08-01,1283.81
2405,2017-08-02,1284.02
2406,2017-08-03,1283.8
2407,2017-08-04,1283.81
2408,2017-08-05,1283.97
2409,2017-08-06,1284.71
2410,2017-08-07,1285.02
2411,2017-08-08,1285.0
2412,2017-08-09,1284.96
2413,2017-08-10,1284.9
2414,2017-08-11,1284.41
2415,2017-08-12,1284.27
2416,2017-08-13,1283.89
2417,2017-08-14,1283.63
2418,2017-08-15,1283.28
2419,2017-08-16,1283.11
2420,2017-08-17,1282.74
2421,2017-08-18,1282.71
2422,2017-08-19,1282.57
2423,2017-08-20,1282.26
2424,2017-08-21,1281.82
2425,2017-08-22,1281.6
2426,2017-08-23,1281.45
2427,2017-08-24,1281.46
2428,2017-08-25,1281.13
2429,2017-08-26,1281.01
2430,2017-08-27,1281.06
2431,2017-08-28,1280.83
2432,2017-08-29,1280.4
2433,2017-08-30,1279.74
2434,2017-08-31,1279.31
2435,2017-09-01,1279.23
2436,2017-09-02,1279.09
2437,2017-09-03,1279.34
2438,2017-09-04,1279.85
2439,2017-09-05,1279.87
2440,2017-09-06,1280.11
2441,2017-09-07,1280.54
2442,2017-09-08,1280.89
2443,2017-09-09,1280.95
2444,2017-09-10,1280.91
2445,2017-09-11,1281.01
2446,2017-09-12,1281.18
2447,2017-09-13,1281.34
2448,2017-09-14,1281.06
2449,2017-09-15,1280.83
2450,2017-09-16,1280.94
2451,2017-09-17,1281.27
2452,2017-09-18,1281.64
2453,2017-09-19,1282.02
2454,2017-09-20,1282.54
2455,2017-09-21,1282.99
2456,2017-09-22,1283.52
2457,2017-09-23,1283.82
2458,2017-09-24,1284.02
2459,2017-09-25,1284.43
2460,2017-09-26,1284.91
2461,2017-09-27,1285.28
2462,2017-09-28,1285.43
2463,2017-09-29,1285.85
2464,2017-09-30,1286.23
2465,2017-10-01,1286.04
2466,2017-10-02,1285.6
2467,2017-10-03,1285.24
2468,2017-10-04,1285.07
2469,2017-10-05,1284.92
2470,2017-10-06,1284.93
2471,2017-10-07,1284.94
2472,2017-10-08,1284.63
2473,2017-10-09,1284.15
2474,2017-10-10,1283.86
2475,2017-10-11,1283.7
2476,2017-10-12,1283.56
2477,2017-10-13,1283.42
2478,2017-10-14,1283.53
2479,2017-10-15,1283.57
2480,2017-10-16,1283.82
2481,2017-10-17,1284.25
2482,2017-10-18,1284.1
2483,2017-10-19,1284.66
2484,2017-10-20,1284.98
2485,2017-10-21,1285.49
2486,2017-10-22,1285.85
2487,2017-10-23,1286.06
2488,2017-10-24,1286.36
2489,2017-10-25,1286.75
2490,2017-10-26,1287.15
2491,2017-10-27,1287.51
2492,2017-10-28,1287.76
2493,2017-10-29,1288.02
2494,2017-10-30,1287.99
2495,2017-10-31,1288.26
2496,2017-11-01,1288.23
2497,2017-11-02,1288.14
2498,2017-11-03,1287.72
2499,2017-11-04,1287.58
2500,2017-11-05,1287.68
2501,2017-11-06,1287.69
2502,2017-11-07,1287.78
2503,2017-11-08,1287.72
2504,2017-11-09,1287.49
2505,2017-11-10,1287.34
2506,2017-11-11,1287.44
2507,2017-11-12,1286.85
2508,2017-11-13,1286.12
2509,2017-11-14,1285.39
2510,2017-11-15,1284.6
2511,2017-11-16,1283.85
2512,2017-11-17,1283.22
2513,2017-11-18,1282.42
2514,2017-11-19,1281.99
2515,2017-11-20,1281.82
2516,2017-11-21,1281.92
2517,2017-11-22,1282.03
2518,2017-11-23,1282.67
2519,2017-11-24,1283.25
2520,2017-11-25,1283.8
2521,2017-11-26,1284.47
2522,2017-11-27,1285.26
2523,2017-11-28,1285.55
2524,2017-11-29,1285.79
2525,2017-11-30,1285.86
2526,2017-12-01,1285.88
2527,2017-12-02,1285.97
2528,2017-12-03,1286.07
2529,2017-12-04,1285.71
2530,2017-12-05,1285.55
2531,2017-12-06,1285.46
2532,2017-12-07,1285.02
2533,2017-12-08,1284.83
2534,2017-12-09,1284.3
2535,2017-12-10,1284.26
2536,2017-12-11,1284.14
2537,2017-12-12,1283.91
2538,2017-12-13,1284.0
2539,2017-12-14,1283.94
2540,2017-12-15,1283.73
2541,2017-12-16,1283.74
2542,2017-12-17,1284.31
2543,2017-12-18,1284.15
2544,2017-12-19,1284.63
2545,2017-12-20,1284.94
2546,2017-12-21,1285.14
2547,2017-12-22,1284.99
2548,2017-12-23,1285.13
2549,2017-12-24,1284.78
2550,2017-12-25,1284.96
2551,2017-12-26,1284.92
2552,2017-12-27,1284.61
2553,2017-12-28,1284.64
2554,2017-12-29,1284.95
2555,2017-12-30,1285.79
2556,2017-12-31,1285.94
2557,2018-01-01,1285.31
