,datetime,N_BATTLE_C_RES_NR_MANZANITA_LAKE_CA.
1044,2013-11-10,144.0
1045,2013-11-11,144.0
1046,2013-11-12,143.0
1047,2013-11-13,143.0
1048,2013-11-14,143.0
1049,2013-11-15,143.0
1050,2013-11-16,143.0
1051,2013-11-17,143.0
1052,2013-11-18,142.0
1053,2013-11-19,151.0
1054,2013-11-20,163.0
1055,2013-11-21,164.0
1056,2013-11-22,164.0
1057,2013-11-23,164.0
1058,2013-11-24,164.0
1059,2013-11-25,164.0
1060,2013-11-26,164.0
1061,2013-11-27,164.0
1062,2013-11-28,164.0
1063,2013-11-29,164.0
1064,2013-11-30,164.0
1065,2013-12-01,164.0
1066,2013-12-02,166.0
1067,2013-12-03,166.0
1068,2013-12-04,164.0
1069,2013-12-05,164.0
1070,2013-12-06,165.0
1071,2013-12-07,165.0
1072,2013-12-08,165.0
1073,2013-12-09,165.0
1074,2013-12-10,165.0
1075,2013-12-11,164.0
1076,2013-12-12,164.0
1077,2013-12-13,164.0
1078,2013-12-14,164.0
1079,2013-12-15,164.0
1080,2013-12-16,164.0
1081,2013-12-17,164.0
1082,2013-12-18,164.0
1083,2013-12-19,165.0
1084,2013-12-20,164.0
1085,2013-12-21,164.0
1086,2013-12-22,164.0
1087,2013-12-23,164.0
1088,2013-12-24,164.0
1089,2013-12-25,163.0
1090,2013-12-26,163.0
1091,2013-12-27,159.0
1092,2013-12-28,159.0
1093,2013-12-29,158.0
1094,2013-12-30,157.0
1095,2013-12-31,157.0
1096,2014-01-01,156.0
1097,2014-01-02,156.0
1098,2014-01-03,155.0
1099,2014-01-04,155.0
1100,2014-01-05,154.0
1101,2014-01-06,153.0
1102,2014-01-07,153.0
1103,2014-01-08,152.0
1104,2014-01-09,152.0
1105,2014-01-10,152.0
1106,2014-01-11,154.0
1107,2014-01-12,154.0
1108,2014-01-13,154.0
1109,2014-01-14,153.0
1110,2014-01-15,153.0
1111,2014-01-16,152.0
1112,2014-01-17,152.0
1113,2014-01-18,151.0
1114,2014-01-19,151.0
1115,2014-01-20,150.0
1116,2014-01-21,149.0
1117,2014-01-22,149.0
1118,2014-01-23,148.0
1119,2014-01-24,148.0
1120,2014-01-25,149.0
1121,2014-01-26,149.0
1122,2014-01-27,149.0
1123,2014-01-28,150.0
1124,2014-01-29,166.0
1125,2014-01-30,168.0
1126,2014-01-31,169.0
1127,2014-02-01,169.0
1128,2014-02-02,170.0
1129,2014-02-03,170.0
1130,2014-02-04,170.0
1131,2014-02-05,170.0
1132,2014-02-06,171.0
1133,2014-02-07,177.0
1134,2014-02-08,185.0
1135,2014-02-09,237.0
1136,2014-02-10,255.0
1137,2014-02-11,264.0
1138,2014-02-12,272.0
1139,2014-02-13,296.0
1140,2014-02-14,311.0
1141,2014-02-15,323.0
1142,2014-02-16,334.0
1143,2014-02-17,339.0
1144,2014-02-18,344.0
1145,2014-02-19,350.0
1146,2014-02-20,354.0
1147,2014-02-21,357.0
1148,2014-02-22,359.0
1149,2014-02-23,362.0
1150,2014-02-24,364.0
1151,2014-02-25,366.0
1152,2014-02-26,372.0
1153,2014-02-27,381.0
1154,2014-02-28,388.0
1155,2014-03-01,395.0
1156,2014-03-02,406.0
1157,2014-03-03,436.0
1158,2014-03-04,454.0
1159,2014-03-05,482.0
1160,2014-03-06,512.0
1161,2014-03-07,527.0
1162,2014-03-08,539.0
1163,2014-03-09,585.0
1164,2014-03-10,656.0
1165,2014-03-11,685.0
1166,2014-03-12,705.0
1167,2014-03-13,721.0
1168,2014-03-14,733.0
1169,2014-03-15,743.0
1170,2014-03-16,751.0
1171,2014-03-17,760.0
1172,2014-03-18,765.0
1173,2014-03-19,770.0
1174,2014-03-20,775.0
1175,2014-03-21,779.0
1176,2014-03-22,783.0
1177,2014-03-23,785.0
1178,2014-03-24,787.0
1179,2014-03-25,797.0
1180,2014-03-26,807.0
1181,2014-03-27,813.0
1182,2014-03-28,824.0
1183,2014-03-29,873.0
1184,2014-03-30,889.0
1185,2014-03-31,902.0
1186,2014-04-01,910.0
1187,2014-04-02,916.0
1188,2014-04-03,924.0
1189,2014-04-04,930.0
1190,2014-04-05,935.0
1191,2014-04-06,942.0
1192,2014-04-07,949.0
1193,2014-04-08,958.0
1194,2014-04-09,967.0
1195,2014-04-10,976.0
1196,2014-04-11,985.0
1197,2014-04-12,994.0
1198,2014-04-13,1000.0
1199,2014-04-14,1010.0
1200,2014-04-15,1010.0
1201,2014-04-16,1010.0
1202,2014-04-17,1020.0
1203,2014-04-18,1020.0
1204,2014-04-19,1020.0
1205,2014-04-20,1020.0
1206,2014-04-21,1020.0
1207,2014-04-22,1030.0
1208,2014-04-23,1030.0
1209,2014-04-24,1040.0
1210,2014-04-25,1050.0
1211,2014-04-26,1050.0
1212,2014-04-27,1050.0
1213,2014-04-28,1050.0
1214,2014-04-29,1060.0
1215,2014-04-30,1060.0
1216,2014-05-01,1060.0
1217,2014-05-02,1060.0
1218,2014-05-03,1060.0
1219,2014-05-04,1060.0
1220,2014-05-05,1060.0
1221,2014-05-06,1050.0
1222,2014-05-07,1050.0
1223,2014-05-08,1060.0
1224,2014-05-09,1070.0
1225,2014-05-10,1070.0
1226,2014-05-11,1070.0
1227,2014-05-12,1060.0
1228,2014-05-13,1060.0
1229,2014-05-14,1060.0
1230,2014-05-15,1060.0
1231,2014-05-16,1050.0
1232,2014-05-17,1050.0
1233,2014-05-18,1050.0
1234,2014-05-19,1050.0
1235,2014-05-20,1050.0
1236,2014-05-21,1040.0
1237,2014-05-22,1040.0
1238,2014-05-23,1040.0
1239,2014-05-24,1030.0
1240,2014-05-25,1030.0
1241,2014-05-26,1020.0
1242,2014-05-27,1020.0
1243,2014-05-28,1020.0
1244,2014-05-29,1010.0
1245,2014-05-30,1010.0
1246,2014-05-31,1000.0
1247,2014-06-01,998.0
1248,2014-06-02,993.0
1249,2014-06-03,989.0
1250,2014-06-04,984.0
1251,2014-06-05,979.0
1252,2014-06-06,974.0
1253,2014-06-07,969.0
1254,2014-06-08,965.0
1255,2014-06-09,959.0
1256,2014-06-10,954.0
1257,2014-06-11,949.0
1258,2014-06-12,944.0
1259,2014-06-13,940.0
1260,2014-06-14,935.0
1261,2014-06-15,930.0
1262,2014-06-16,926.0
1263,2014-06-17,924.0
1264,2014-06-18,922.0
1265,2014-06-19,918.0
1266,2014-06-20,914.0
1267,2014-06-21,909.0
1268,2014-06-22,904.0
1269,2014-06-23,899.0
1270,2014-06-24,897.0
1271,2014-06-25,896.0
1272,2014-06-26,895.0
1273,2014-06-27,891.0
1274,2014-06-28,887.0
1275,2014-06-29,883.0
1276,2014-06-30,878.0
1277,2014-07-01,874.0
1278,2014-07-02,869.0
1279,2014-07-03,864.0
1280,2014-07-04,859.0
1281,2014-07-05,854.0
1282,2014-07-06,849.0
1283,2014-07-07,845.0
1284,2014-07-08,841.0
1285,2014-07-09,837.0
1286,2014-07-10,834.0
1287,2014-07-11,830.0
1288,2014-07-12,826.0
1289,2014-07-13,821.0
1290,2014-07-14,816.0
1291,2014-07-15,811.0
1292,2014-07-16,807.0
1293,2014-07-17,801.0
1294,2014-07-18,793.0
1295,2014-07-19,785.0
1296,2014-07-20,777.0
1297,2014-07-21,767.0
1298,2014-07-22,763.0
1299,2014-07-23,759.0
1300,2014-07-24,755.0
1301,2014-07-25,750.0
1302,2014-07-26,746.0
1303,2014-07-27,742.0
1304,2014-07-28,737.0
1305,2014-07-29,733.0
1306,2014-07-30,729.0
1307,2014-07-31,724.0
1308,2014-08-01,720.0
1309,2014-08-02,715.0
1310,2014-08-03,711.0
1311,2014-08-04,708.0
1312,2014-08-05,707.0
1313,2014-08-06,705.0
1314,2014-08-07,701.0
1315,2014-08-08,698.0
1316,2014-08-09,694.0
1317,2014-08-10,691.0
1318,2014-08-11,688.0
1319,2014-08-12,684.0
1320,2014-08-13,680.0
1321,2014-08-14,676.0
1322,2014-08-15,671.0
1323,2014-08-16,667.0
1324,2014-08-17,663.0
1325,2014-08-18,658.0
1326,2014-08-19,654.0
1327,2014-08-20,650.0
1328,2014-08-21,646.0
1329,2014-08-22,642.0
1330,2014-08-23,638.0
1331,2014-08-24,633.0
1332,2014-08-25,630.0
1333,2014-08-26,625.0
1334,2014-08-27,621.0
1335,2014-08-28,617.0
1336,2014-08-29,614.0
1337,2014-08-30,610.0
1338,2014-08-31,606.0
1339,2014-09-01,602.0
1340,2014-09-02,598.0
1341,2014-09-03,594.0
1342,2014-09-04,592.0
1343,2014-09-05,588.0
1344,2014-09-06,584.0
1345,2014-09-07,581.0
1346,2014-09-08,577.0
1347,2014-09-09,573.0
1348,2014-09-10,569.0
1349,2014-09-11,561.0
1350,2014-09-12,549.0
1351,2014-09-13,537.0
1352,2014-09-14,525.0
1353,2014-09-15,513.0
1354,2014-09-16,502.0
1355,2014-09-17,490.0
1356,2014-09-18,479.0
1357,2014-09-19,468.0
1358,2014-09-20,457.0
1359,2014-09-21,446.0
1360,2014-09-22,436.0
1361,2014-09-23,426.0
1362,2014-09-24,416.0
1363,2014-09-25,412.0
1364,2014-09-26,406.0
1365,2014-09-27,397.0
1366,2014-09-28,387.0
1367,2014-09-29,378.0
1368,2014-09-30,370.0
1369,2014-10-01,359.0
1370,2014-10-02,350.0
1371,2014-10-03,342.0
1372,2014-10-04,333.0
1373,2014-10-05,324.0
1374,2014-10-06,315.0
1375,2014-10-07,307.0
1376,2014-10-08,298.0
1377,2014-10-09,290.0
1378,2014-10-10,282.0
1379,2014-10-11,274.0
1380,2014-10-12,265.0
1381,2014-10-13,259.0
1382,2014-10-14,258.0
1383,2014-10-15,260.0
1384,2014-10-16,259.0
1385,2014-10-17,258.0
1386,2014-10-18,257.0
1387,2014-10-19,256.0
1388,2014-10-20,253.0
1389,2014-10-21,251.0
1390,2014-10-22,250.0
1391,2014-10-23,257.0
1392,2014-10-24,257.0
1393,2014-10-25,268.0
1394,2014-10-26,274.0
1395,2014-10-27,274.0
1396,2014-10-28,273.0
1397,2014-10-29,273.0
1398,2014-10-30,272.0
1399,2014-10-31,280.0
1400,2014-11-01,281.0
1401,2014-11-02,281.0
1402,2014-11-03,280.0
1403,2014-11-04,279.0
1404,2014-11-05,279.0
1405,2014-11-06,278.0
1406,2014-11-07,278.0
1407,2014-11-08,278.0
1408,2014-11-09,277.0
1409,2014-11-10,277.0
1410,2014-11-11,277.0
1411,2014-11-12,276.0
1412,2014-11-13,282.0
1413,2014-11-14,284.0
1414,2014-11-15,284.0
1415,2014-11-16,284.0
1416,2014-11-17,284.0
1417,2014-11-18,283.0
1418,2014-11-19,285.0
1419,2014-11-20,288.0
1420,2014-11-21,292.0
1421,2014-11-22,305.0
1422,2014-11-23,307.0
1423,2014-11-24,307.0
1424,2014-11-25,308.0
1425,2014-11-26,308.0
1426,2014-11-27,308.0
1427,2014-11-28,312.0
1428,2014-11-29,335.0
1429,2014-11-30,347.0
1430,2014-12-01,359.0
1431,2014-12-02,365.0
1432,2014-12-03,398.0
1433,2014-12-04,413.0
1434,2014-12-05,423.0
1435,2014-12-06,437.0
1436,2014-12-07,444.0
1437,2014-12-08,448.0
1438,2014-12-09,453.0
1439,2014-12-10,465.0
1440,2014-12-11,500.0
1441,2014-12-12,510.0
1442,2014-12-13,521.0
1443,2014-12-14,532.0
1444,2014-12-15,541.0
1445,2014-12-16,549.0
1446,2014-12-17,557.0
1447,2014-12-18,565.0
1448,2014-12-19,576.0
1449,2014-12-20,602.0
1450,2014-12-21,646.0
1451,2014-12-22,667.0
1452,2014-12-23,683.0
1453,2014-12-24,702.0
1454,2014-12-25,713.0
1455,2014-12-26,720.0
1456,2014-12-27,727.0
1457,2014-12-28,726.0
1458,2014-12-29,726.0
1459,2014-12-30,726.0
1460,2014-12-31,725.0
1461,2015-01-01,724.0
1462,2015-01-02,724.0
1463,2015-01-03,724.0
1464,2015-01-04,724.0
1465,2015-01-05,724.0
1466,2015-01-06,724.0
1467,2015-01-07,724.0
1468,2015-01-08,723.0
1469,2015-01-09,722.0
1470,2015-01-10,722.0
1471,2015-01-11,721.0
1472,2015-01-12,722.0
1473,2015-01-13,717.0
1474,2015-01-14,720.0
1475,2015-01-15,720.0
1476,2015-01-16,726.0
1477,2015-01-17,727.0
1478,2015-01-18,733.0
1479,2015-01-19,733.0
1480,2015-01-20,731.0
1481,2015-01-21,728.0
1482,2015-01-22,727.0
1483,2015-01-23,729.0
1484,2015-01-24,731.0
1485,2015-01-25,732.0
1486,2015-01-26,733.0
1487,2015-01-27,733.0
1488,2015-01-28,733.0
1489,2015-01-29,733.0
1490,2015-01-30,735.0
1491,2015-01-31,734.0
1492,2015-02-01,735.0
1493,2015-02-02,743.0
1494,2015-02-03,743.0
1495,2015-02-04,743.0
1496,2015-02-05,741.0
1497,2015-02-06,743.0
1498,2015-02-07,739.0
1499,2015-02-08,738.0
1500,2015-02-09,739.0
1501,2015-02-10,734.0
1502,2015-02-11,732.0
1503,2015-02-12,731.0
1504,2015-02-13,730.0
1505,2015-02-14,730.0
1506,2015-02-15,730.0
1507,2015-02-16,730.0
1508,2015-02-17,729.0
1509,2015-02-18,729.0
1510,2015-02-19,729.0
1511,2015-02-20,729.0
1512,2015-02-21,729.0
1513,2015-02-22,727.0
1514,2015-02-23,726.0
1515,2015-02-24,725.0
1516,2015-02-25,726.0
1517,2015-02-26,727.0
1518,2015-02-27,733.0
1519,2015-02-28,735.0
1520,2015-03-01,736.0
1521,2015-03-02,737.0
1522,2015-03-03,737.0
1523,2015-03-04,737.0
1524,2015-03-05,738.0
1525,2015-03-06,738.0
1526,2015-03-07,739.0
1527,2015-03-08,740.0
1528,2015-03-09,740.0
1529,2015-03-10,740.0
1530,2015-03-11,748.0
1531,2015-03-12,750.0
1532,2015-03-13,750.0
1533,2015-03-14,750.0
1534,2015-03-15,750.0
1535,2015-03-16,752.0
1536,2015-03-17,751.0
1537,2015-03-18,750.0
1538,2015-03-19,750.0
1539,2015-03-20,749.0
1540,2015-03-21,749.0
1541,2015-03-22,752.0
1542,2015-03-23,760.0
1543,2015-03-24,768.0
1544,2015-03-25,770.0
1545,2015-03-26,772.0
1546,2015-03-27,772.0
1547,2015-03-28,772.0
1548,2015-03-29,771.0
1549,2015-03-30,771.0
1550,2015-03-31,770.0
1551,2015-04-01,768.0
1552,2015-04-02,765.0
1553,2015-04-03,763.0
1554,2015-04-04,762.0
1555,2015-04-05,767.0
1556,2015-04-06,766.0
1557,2015-04-07,767.0
1558,2015-04-08,766.0
1559,2015-04-09,766.0
1560,2015-04-10,765.0
1561,2015-04-11,764.0
1562,2015-04-12,763.0
1563,2015-04-13,761.0
1564,2015-04-14,761.0
1565,2015-04-15,758.0
1566,2015-04-16,755.0
1567,2015-04-17,753.0
1568,2015-04-18,752.0
1569,2015-04-19,749.0
1570,2015-04-20,746.0
1571,2015-04-21,745.0
1572,2015-04-22,743.0
1573,2015-04-23,741.0
1574,2015-04-24,741.0
1575,2015-04-25,743.0
1576,2015-04-26,742.0
1577,2015-04-27,739.0
1578,2015-04-28,735.0
1579,2015-04-29,733.0
1580,2015-04-30,729.0
1581,2015-05-01,726.0
1582,2015-05-02,722.0
1583,2015-05-03,719.0
1584,2015-05-04,716.0
1585,2015-05-05,712.0
1586,2015-05-06,709.0
1587,2015-05-07,704.0
1588,2015-05-08,701.0
1589,2015-05-09,697.0
1590,2015-05-10,695.0
1591,2015-05-11,693.0
1592,2015-05-12,695.0
1593,2015-05-13,695.0
1594,2015-05-14,693.0
1595,2015-05-15,691.0
1596,2015-05-16,689.0
1597,2015-05-17,687.0
1598,2015-05-18,685.0
1599,2015-05-19,683.0
1600,2015-05-20,685.0
1601,2015-05-21,686.0
1602,2015-05-22,685.0
1603,2015-05-23,685.0
1604,2015-05-24,683.0
1605,2015-05-25,680.0
1606,2015-05-26,678.0
1607,2015-05-27,674.0
1608,2015-05-28,671.0
1609,2015-05-29,668.0
1610,2015-05-30,665.0
1611,2015-05-31,662.0
1612,2015-06-01,659.0
1613,2015-06-02,656.0
1614,2015-06-03,656.0
1615,2015-06-04,654.0
1616,2015-06-05,651.0
1617,2015-06-06,647.0
1618,2015-06-07,644.0
1619,2015-06-08,643.0
1620,2015-06-09,644.0
1621,2015-06-10,641.0
1622,2015-06-11,638.0
1623,2015-06-12,634.0
1624,2015-06-13,630.0
1625,2015-06-14,624.0
1626,2015-06-15,621.0
1627,2015-06-16,617.0
1628,2015-06-17,613.0
1629,2015-06-18,609.0
1630,2015-06-19,606.0
1631,2015-06-20,601.0
1632,2015-06-21,598.0
1633,2015-06-22,594.0
1634,2015-06-23,590.0
1635,2015-06-24,586.0
1636,2015-06-25,582.0
1637,2015-06-26,579.0
1638,2015-06-27,575.0
1639,2015-06-28,572.0
1640,2015-06-29,568.0
1641,2015-06-30,564.0
1642,2015-07-01,561.0
1643,2015-07-02,557.0
1644,2015-07-03,554.0
1645,2015-07-04,551.0
1646,2015-07-05,547.0
1647,2015-07-06,543.0
1648,2015-07-07,543.0
1649,2015-07-08,543.0
1650,2015-07-09,543.0
1651,2015-07-10,540.0
1652,2015-07-11,537.0
1653,2015-07-12,535.0
1654,2015-07-13,532.0
1655,2015-07-14,528.0
1656,2015-07-15,524.0
1657,2015-07-16,521.0
1658,2015-07-17,517.0
1659,2015-07-18,514.0
1660,2015-07-19,510.0
1661,2015-07-20,507.0
1662,2015-07-21,503.0
1663,2015-07-22,501.0
1664,2015-07-23,497.0
1665,2015-07-24,493.0
1666,2015-07-25,489.0
1667,2015-07-26,486.0
1668,2015-07-27,482.0
1669,2015-07-28,479.0
1670,2015-07-29,476.0
1671,2015-07-30,472.0
1672,2015-07-31,469.0
1673,2015-08-01,467.0
1674,2015-08-02,463.0
1675,2015-08-03,461.0
1676,2015-08-04,457.0
1677,2015-08-05,454.0
1678,2015-08-06,452.0
1679,2015-08-07,448.0
1680,2015-08-08,444.0
1681,2015-08-09,441.0
1682,2015-08-10,438.0
1683,2015-08-11,434.0
1684,2015-08-12,431.0
1685,2015-08-13,428.0
1686,2015-08-14,424.0
1687,2015-08-15,421.0
1688,2015-08-16,418.0
1689,2015-08-17,414.0
1690,2015-08-18,411.0
1691,2015-08-19,408.0
1692,2015-08-20,405.0
1693,2015-08-21,402.0
1694,2015-08-22,399.0
1695,2015-08-23,396.0
1696,2015-08-24,393.0
1697,2015-08-25,390.0
1698,2015-08-26,387.0
1699,2015-08-27,383.0
1700,2015-08-28,381.0
1701,2015-08-29,378.0
1702,2015-08-30,376.0
1703,2015-08-31,372.0
1704,2015-09-01,369.0
1705,2015-09-02,366.0
1706,2015-09-03,364.0
1707,2015-09-04,361.0
1708,2015-09-05,358.0
1709,2015-09-06,355.0
1710,2015-09-07,352.0
1711,2015-09-08,350.0
1712,2015-09-09,347.0
1713,2015-09-10,345.0
1714,2015-09-11,343.0
1715,2015-09-12,340.0
1716,2015-09-13,337.0
1717,2015-09-14,335.0
1718,2015-09-15,335.0
1719,2015-09-16,337.0
1720,2015-09-17,339.0
1721,2015-09-18,337.0
1722,2015-09-19,334.0
1723,2015-09-20,332.0
1724,2015-09-21,327.0
1725,2015-09-22,320.0
1726,2015-09-23,300.0
1727,2015-09-24,263.0
1728,2015-09-25,227.0
1729,2015-09-26,194.0
1730,2015-09-27,165.0
1731,2015-09-28,165.0
1732,2015-09-29,165.0
1733,2015-09-30,164.0
1734,2015-10-01,165.0
1735,2015-10-02,164.0
1736,2015-10-03,164.0
1737,2015-10-04,162.0
1738,2015-10-05,161.0
1739,2015-10-06,160.0
1740,2015-10-07,158.0
1741,2015-10-08,157.0
1742,2015-10-09,155.0
1743,2015-10-10,154.0
1744,2015-10-11,152.0
1745,2015-10-12,151.0
1746,2015-10-13,150.0
1747,2015-10-14,148.0
1748,2015-10-15,147.0
1749,2015-10-16,146.0
1750,2015-10-17,147.0
1751,2015-10-18,147.0
1752,2015-10-19,146.0
1753,2015-10-20,144.0
1754,2015-10-21,143.0
1755,2015-10-22,141.0
1756,2015-10-23,140.0
1757,2015-10-24,138.0
1758,2015-10-25,136.0
1759,2015-10-26,136.0
1760,2015-10-27,135.0
1761,2015-10-28,135.0
1762,2015-10-29,134.0
1763,2015-10-30,133.0
1764,2015-10-31,132.0
1765,2015-11-01,133.0
1766,2015-11-02,135.0
1767,2015-11-03,135.0
1768,2015-11-04,134.0
1769,2015-11-05,134.0
1770,2015-11-06,134.0
1771,2015-11-07,134.0
1772,2015-11-08,138.0
1773,2015-11-09,141.0
1774,2015-11-10,141.0
1775,2015-11-11,141.0
1776,2015-11-12,142.0
1777,2015-11-13,142.0
1778,2015-11-14,142.0
1779,2015-11-15,146.0
1780,2015-11-16,146.0
1781,2015-11-17,146.0
1782,2015-11-18,146.0
1783,2015-11-19,147.0
1784,2015-11-20,147.0
1785,2015-11-21,148.0
1786,2015-11-22,148.0
1787,2015-11-23,148.0
1788,2015-11-24,151.0
1789,2015-11-25,152.0
1790,2015-11-26,152.0
1791,2015-11-27,151.0
1792,2015-11-28,151.0
1793,2015-11-29,151.0
1794,2015-11-30,151.0
1795,2015-12-01,150.0
1796,2015-12-02,151.0
1797,2015-12-03,154.0
1798,2015-12-04,155.0
1799,2015-12-05,155.0
1800,2015-12-06,159.0
1801,2015-12-07,165.0
1802,2015-12-08,169.0
1803,2015-12-09,179.0
1804,2015-12-10,216.0
1805,2015-12-11,222.0
1806,2015-12-12,226.0
1807,2015-12-13,235.0
1808,2015-12-14,238.0
1809,2015-12-15,239.0
1810,2015-12-16,240.0
1811,2015-12-17,242.0
1812,2015-12-18,250.0
1813,2015-12-19,253.0
1814,2015-12-20,257.0
1815,2015-12-21,266.0
1816,2015-12-22,276.0
1817,2015-12-23,289.0
1818,2015-12-24,298.0
1819,2015-12-25,300.0
1820,2015-12-26,301.0
1821,2015-12-27,303.0
1822,2015-12-28,305.0
1823,2015-12-29,306.0
1824,2015-12-30,308.0
1825,2015-12-31,310.0
1826,2016-01-01,311.0
1827,2016-01-02,313.0
1828,2016-01-03,315.0
1829,2016-01-04,316.0
1830,2016-01-05,318.0
1831,2016-01-06,320.0
1832,2016-01-07,322.0
1833,2016-01-08,322.0
1834,2016-01-09,324.0
1835,2016-01-10,324.0
1836,2016-01-11,324.0
1837,2016-01-12,325.0
1838,2016-01-13,333.0
1839,2016-01-14,340.0
1840,2016-01-15,341.0
1841,2016-01-16,344.0
1842,2016-01-17,361.0
1843,2016-01-18,389.0
1844,2016-01-19,423.0
1845,2016-01-20,440.0
1846,2016-01-21,450.0
1847,2016-01-22,464.0
1848,2016-01-23,482.0
1849,2016-01-24,491.0
1850,2016-01-25,498.0
1851,2016-01-26,504.0
1852,2016-01-27,510.0
1853,2016-01-28,517.0
1854,2016-01-29,568.0
1855,2016-01-30,618.0
1856,2016-01-31,641.0
1857,2016-02-01,654.0
1858,2016-02-02,668.0
1859,2016-02-03,679.0
1860,2016-02-04,688.0
1861,2016-02-05,694.0
1862,2016-02-06,700.0
1863,2016-02-07,706.0
1864,2016-02-08,713.0
1865,2016-02-09,721.0
1866,2016-02-10,726.0
1867,2016-02-11,728.0
1868,2016-02-12,729.0
1869,2016-02-13,729.0
1870,2016-02-14,730.0
1871,2016-02-15,731.0
1872,2016-02-16,731.0
1873,2016-02-17,739.0
1874,2016-02-18,735.0
1875,2016-02-19,735.0
1876,2016-02-20,732.0
1877,2016-02-21,731.0
1878,2016-02-22,731.0
1879,2016-02-23,730.0
1880,2016-02-24,730.0
1881,2016-02-25,730.0
1882,2016-02-26,731.0
1883,2016-02-27,731.0
1884,2016-02-28,730.0
1885,2016-02-29,730.0
1886,2016-03-01,730.0
1887,2016-03-02,732.0
1888,2016-03-03,734.0
1889,2016-03-04,737.0
1890,2016-03-05,762.0
1891,2016-03-06,760.0
1892,2016-03-07,748.0
1893,2016-03-08,744.0
1894,2016-03-09,747.0
1895,2016-03-10,762.0
1896,2016-03-11,755.0
1897,2016-03-12,754.0
1898,2016-03-13,759.0
1899,2016-03-14,754.0
1900,2016-03-15,747.0
1901,2016-03-16,744.0
1902,2016-03-17,743.0
1903,2016-03-18,742.0
1904,2016-03-19,741.0
1905,2016-03-20,751.0
1906,2016-03-21,751.0
1907,2016-03-22,745.0
1908,2016-03-23,742.0
1909,2016-03-24,740.0
1910,2016-03-25,739.0
1911,2016-03-26,739.0
1912,2016-03-27,739.0
1913,2016-03-28,738.0
1914,2016-03-29,736.0
1915,2016-03-30,736.0
1916,2016-03-31,736.0
1917,2016-04-01,736.0
1918,2016-04-02,737.0
1919,2016-04-03,738.0
1920,2016-04-04,739.0
1921,2016-04-05,746.0
1922,2016-04-06,769.0
1923,2016-04-07,796.0
1924,2016-04-08,827.0
1925,2016-04-09,860.0
1926,2016-04-10,891.0
1927,2016-04-11,920.0
1928,2016-04-12,938.0
1929,2016-04-13,934.0
1930,2016-04-14,934.0
1931,2016-04-15,932.0
1932,2016-04-16,931.0
1933,2016-04-17,933.0
1934,2016-04-18,934.0
1935,2016-04-19,936.0
1936,2016-04-20,938.0
1937,2016-04-21,935.0
1938,2016-04-22,942.0
1939,2016-04-23,937.0
1940,2016-04-24,937.0
1941,2016-04-25,934.0
1942,2016-04-26,933.0
1943,2016-04-27,943.0
1944,2016-04-28,961.0
1945,2016-04-29,978.0
1946,2016-04-30,993.0
1947,2016-05-01,1000.0
1948,2016-05-02,1020.0
1949,2016-05-03,1030.0
1950,2016-05-04,1050.0
1951,2016-05-05,1060.0
1952,2016-05-06,1070.0
1953,2016-05-07,1080.0
1954,2016-05-08,1080.0
1955,2016-05-09,1080.0
1956,2016-05-10,1080.0
1957,2016-05-11,1070.0
1958,2016-05-12,1070.0
1959,2016-05-13,1070.0
1960,2016-05-14,1070.0
1961,2016-05-15,1070.0
1962,2016-05-16,1080.0
1963,2016-05-17,1080.0
1964,2016-05-18,1080.0
1965,2016-05-19,1090.0
1966,2016-05-20,1100.0
1967,2016-05-21,1100.0
1968,2016-05-22,1100.0
1969,2016-05-23,1090.0
1970,2016-05-24,1080.0
1971,2016-05-25,1080.0
1972,2016-05-26,1080.0
1973,2016-05-27,1080.0
1974,2016-05-28,1080.0
1975,2016-05-29,1080.0
1976,2016-05-30,1080.0
1977,2016-05-31,1070.0
1978,2016-06-01,1070.0
1979,2016-06-02,1080.0
1980,2016-06-03,1080.0
1981,2016-06-04,1080.0
1982,2016-06-05,1080.0
1983,2016-06-06,1080.0
1984,2016-06-07,1070.0
1985,2016-06-08,1070.0
1986,2016-06-09,1070.0
1987,2016-06-10,1070.0
1988,2016-06-11,1070.0
1989,2016-06-12,1070.0
1990,2016-06-13,1060.0
1991,2016-06-14,1060.0
1992,2016-06-15,1070.0
1993,2016-06-16,1070.0
1994,2016-06-17,1070.0
1995,2016-06-18,1090.0
1996,2016-06-19,1080.0
1997,2016-06-20,1080.0
1998,2016-06-21,1080.0
1999,2016-06-22,1080.0
2000,2016-06-23,1070.0
2001,2016-06-24,1070.0
2002,2016-06-25,1070.0
2003,2016-06-26,1060.0
2004,2016-06-27,1060.0
2005,2016-06-28,1050.0
2006,2016-06-29,1050.0
2007,2016-06-30,1040.0
2008,2016-07-01,1040.0
2009,2016-07-02,1030.0
2010,2016-07-03,1030.0
2011,2016-07-04,1020.0
2012,2016-07-05,1020.0
2013,2016-07-06,1010.0
2014,2016-07-07,1010.0
2015,2016-07-08,997.0
2016,2016-07-09,1000.0
2017,2016-07-10,996.0
2018,2016-07-11,992.0
2019,2016-07-12,984.0
2020,2016-07-13,979.0
2021,2016-07-14,974.0
2022,2016-07-15,968.0
2023,2016-07-16,963.0
2024,2016-07-17,958.0
2025,2016-07-18,952.0
2026,2016-07-19,947.0
2027,2016-07-20,942.0
2028,2016-07-21,937.0
2029,2016-07-22,930.0
2030,2016-07-23,925.0
2031,2016-07-24,920.0
