,datetime,SAMMAMISH_LAKE_NEAR_REDMOND__WA.
1056,2013-11-22,26.96
1057,2013-11-23,26.93
1058,2013-11-24,26.89
1059,2013-11-25,26.85
1060,2013-11-26,26.81
1061,2013-11-27,26.77
1062,2013-11-28,26.74
1063,2013-11-29,26.7
1064,2013-11-30,26.67
1065,2013-12-01,26.66
1066,2013-12-02,26.64
1067,2013-12-03,26.63
1068,2013-12-04,26.61
1069,2013-12-05,26.58
1070,2013-12-06,26.55
1071,2013-12-07,26.52
1072,2013-12-08,26.49
1073,2013-12-09,26.47
1074,2013-12-10,26.44
1075,2013-12-11,26.43
1076,2013-12-12,26.42
1077,2013-12-13,26.44
1078,2013-12-14,26.43
1079,2013-12-15,26.43
1080,2013-12-16,26.44
1081,2013-12-17,26.44
1082,2013-12-18,26.45
1083,2013-12-19,26.46
1084,2013-12-20,26.48
1085,2013-12-21,26.59
1086,2013-12-22,26.75
1087,2013-12-23,26.96
1088,2013-12-24,27.11
1089,2013-12-25,27.15
1090,2013-12-26,27.13
1091,2013-12-27,27.1
1092,2013-12-28,27.05
1093,2013-12-29,27.01
1094,2013-12-30,26.96
1095,2013-12-31,26.92
1096,2014-01-01,26.87
1097,2014-01-02,26.83
1098,2014-01-03,26.93
1099,2014-01-04,26.95
1100,2014-01-05,26.93
1101,2014-01-06,26.91
1102,2014-01-07,26.9
1103,2014-01-08,26.93
1104,2014-01-09,26.97
1105,2014-01-10,26.98
1106,2014-01-11,27.09
1107,2014-01-12,27.24
1108,2014-01-13,27.28
1109,2014-01-14,27.27
1110,2014-01-15,27.23
1111,2014-01-16,27.18
1112,2014-01-17,27.13
1113,2014-01-18,27.07
1114,2014-01-19,27.01
1115,2014-01-20,26.96
1116,2014-01-21,26.91
1117,2014-01-22,26.86
1118,2014-01-23,26.81
1119,2014-01-24,26.77
1120,2014-01-25,26.73
1121,2014-01-26,26.69
1122,2014-01-27,26.66
1123,2014-01-28,26.63
1124,2014-01-29,26.74
1125,2014-01-30,26.83
1126,2014-01-31,26.86
1127,2014-02-01,26.87
1128,2014-02-02,26.87
1129,2014-02-03,26.85
1130,2014-02-04,26.82
1131,2014-02-05,26.78
1132,2014-02-06,26.74
1133,2014-02-07,26.69
1134,2014-02-08,26.66
1135,2014-02-09,26.64
1136,2014-02-10,26.67
1137,2014-02-11,26.72
1138,2014-02-12,26.81
1139,2014-02-13,26.87
1140,2014-02-14,26.93
1141,2014-02-15,26.96
1142,2014-02-16,27.05
1143,2014-02-17,27.42
1144,2014-02-18,27.66
1145,2014-02-19,27.81
1146,2014-02-20,27.8
1147,2014-02-21,27.76
1148,2014-02-22,27.69
1149,2014-02-23,27.61
1150,2014-02-24,27.59
1151,2014-02-25,27.58
1152,2014-02-26,27.53
1153,2014-02-27,27.46
1154,2014-02-28,27.39
1155,2014-03-01,27.32
1156,2014-03-02,27.27
1157,2014-03-03,27.36
1158,2014-03-04,27.44
1159,2014-03-05,27.77
1160,2014-03-06,28.16
1161,2014-03-07,28.27
1162,2014-03-08,28.25
1163,2014-03-09,28.4
1164,2014-03-10,28.56
1165,2014-03-11,28.62
1166,2014-03-12,28.52
1167,2014-03-13,28.35
1168,2014-03-14,28.19
1169,2014-03-15,28.02
1170,2014-03-16,27.99
1171,2014-03-17,28.2
1172,2014-03-18,28.22
1173,2014-03-19,28.13
1174,2014-03-20,28.02
1175,2014-03-21,27.87
1176,2014-03-22,27.73
1177,2014-03-23,27.59
1178,2014-03-24,27.47
1179,2014-03-25,27.38
1180,2014-03-26,27.31
1181,2014-03-27,27.23
1182,2014-03-28,27.2
1183,2014-03-29,27.25
1184,2014-03-30,27.31
1185,2014-03-31,27.28
1186,2014-04-01,27.22
1187,2014-04-02,27.16
1188,2014-04-03,27.1
1189,2014-04-04,27.06
1190,2014-04-05,27.01
1191,2014-04-06,26.98
1192,2014-04-07,26.93
1193,2014-04-08,26.91
1194,2014-04-09,26.92
1195,2014-04-10,26.88
1196,2014-04-11,26.84
1197,2014-04-12,26.8
1198,2014-04-13,26.76
1199,2014-04-14,26.73
1200,2014-04-15,26.7
1201,2014-04-16,26.69
1202,2014-04-17,26.77
1203,2014-04-18,26.94
1204,2014-04-19,26.97
1205,2014-04-20,27.0
1206,2014-04-21,27.01
1207,2014-04-22,27.04
1208,2014-04-23,27.08
1209,2014-04-24,27.14
1210,2014-04-25,27.18
1211,2014-04-26,27.16
1212,2014-04-27,27.14
1213,2014-04-28,27.11
1214,2014-04-29,27.06
1215,2014-04-30,27.01
1216,2014-05-01,26.96
1217,2014-05-02,26.91
1218,2014-05-03,26.9
1219,2014-05-04,27.0
1220,2014-05-05,27.09
1221,2014-05-06,27.16
1222,2014-05-07,27.16
1223,2014-05-08,27.14
1224,2014-05-09,27.16
1225,2014-05-10,27.16
1226,2014-05-11,27.15
1227,2014-05-12,27.12
1228,2014-05-13,27.07
1229,2014-05-14,27.03
1230,2014-05-15,26.98
1231,2014-05-16,26.93
1232,2014-05-17,26.88
1233,2014-05-18,26.84
1234,2014-05-19,26.81
1235,2014-05-20,26.77
1236,2014-05-21,26.74
1237,2014-05-22,26.71
1238,2014-05-23,26.69
1239,2014-05-24,26.67
1240,2014-05-25,26.66
1241,2014-05-26,26.64
1242,2014-05-27,26.63
1243,2014-05-28,26.61
1244,2014-05-29,26.58
1245,2014-05-30,26.56
1246,2014-05-31,26.54
1247,2014-06-01,26.52
1248,2014-06-02,26.5
1249,2014-06-03,26.48
1250,2014-06-04,26.46
1251,2014-06-05,26.44
1252,2014-06-06,26.42
1253,2014-06-07,26.41
1254,2014-06-08,26.4
1255,2014-06-09,26.38
1256,2014-06-10,26.36
1257,2014-06-11,26.35
1258,2014-06-12,26.33
1259,2014-06-13,26.36
1260,2014-06-14,26.36
1261,2014-06-15,26.39
1262,2014-06-16,26.42
1263,2014-06-17,26.43
1264,2014-06-18,26.42
1265,2014-06-19,26.42
1266,2014-06-20,26.41
1267,2014-06-21,26.39
1268,2014-06-22,26.37
1269,2014-06-23,26.36
1270,2014-06-24,26.35
1271,2014-06-25,26.34
1272,2014-06-26,26.32
1273,2014-06-27,26.31
1274,2014-06-28,26.31
1275,2014-06-29,26.3
1276,2014-06-30,26.3
1277,2014-07-01,26.29
1278,2014-07-02,26.28
1279,2014-07-03,26.27
1280,2014-07-04,26.25
1281,2014-07-05,26.24
1282,2014-07-06,26.23
1283,2014-07-07,26.22
1284,2014-07-08,26.22
1285,2014-07-09,26.21
1286,2014-07-10,26.2
1287,2014-07-11,26.18
1288,2014-07-12,26.17
1289,2014-07-13,26.16
1290,2014-07-14,26.15
1291,2014-07-15,26.14
1292,2014-07-16,26.13
1293,2014-07-17,26.11
1294,2014-07-18,26.09
1295,2014-07-19,26.07
1296,2014-07-20,26.07
1297,2014-07-21,26.06
1298,2014-07-22,26.05
1299,2014-07-23,26.12
1300,2014-07-24,26.19
1301,2014-07-25,26.18
1302,2014-07-26,26.17
1303,2014-07-27,26.17
1304,2014-07-28,26.16
1305,2014-07-29,26.15
1306,2014-07-30,26.14
1307,2014-07-31,26.13
1308,2014-08-01,26.12
1309,2014-08-02,26.11
1310,2014-08-03,26.11
1311,2014-08-04,26.1
1312,2014-08-05,26.09
1313,2014-08-06,26.08
1314,2014-08-07,26.07
1315,2014-08-08,26.06
1316,2014-08-09,26.04
1317,2014-08-10,26.03
1318,2014-08-11,26.02
1319,2014-08-12,26.03
1320,2014-08-13,26.15
1321,2014-08-14,26.18
1322,2014-08-15,26.18
1323,2014-08-16,26.17
1324,2014-08-17,26.17
1325,2014-08-18,26.16
1326,2014-08-19,26.15
1327,2014-08-20,26.13
1328,2014-08-21,26.11
1329,2014-08-22,26.1
1330,2014-08-23,26.09
1331,2014-08-24,26.08
1332,2014-08-25,26.07
1333,2014-08-26,26.06
1334,2014-08-27,26.06
1335,2014-08-28,26.05
1336,2014-08-29,26.04
1337,2014-08-30,26.04
1338,2014-08-31,26.08
1339,2014-09-01,26.07
1340,2014-09-02,26.08
1341,2014-09-03,26.15
1342,2014-09-04,26.16
1343,2014-09-05,26.15
1344,2014-09-06,26.14
1345,2014-09-07,26.14
1346,2014-09-08,26.13
1347,2014-09-09,26.14
1348,2014-09-10,26.13
1349,2014-09-11,26.12
1350,2014-09-12,26.11
1351,2014-09-13,26.09
1352,2014-09-14,26.08
1353,2014-09-15,26.08
1354,2014-09-16,26.08
1355,2014-09-17,26.08
1356,2014-09-18,26.08
1357,2014-09-19,26.07
1358,2014-09-20,26.07
1359,2014-09-21,26.06
1360,2014-09-22,26.06
1361,2014-09-23,26.07
1362,2014-09-24,26.18
1363,2014-09-25,26.24
1364,2014-09-26,26.28
1365,2014-09-27,26.3
1366,2014-09-28,26.29
1367,2014-09-29,26.29
1368,2014-09-30,26.32
1369,2014-10-01,26.33
1370,2014-10-02,26.32
1371,2014-10-03,26.3
1372,2014-10-04,26.3
1373,2014-10-05,26.29
1374,2014-10-06,26.28
1375,2014-10-07,26.27
1376,2014-10-08,26.26
1377,2014-10-09,26.26
1378,2014-10-10,26.25
1379,2014-10-11,26.26
1380,2014-10-12,26.31
1381,2014-10-13,26.3
1382,2014-10-14,26.37
1383,2014-10-15,26.42
1384,2014-10-16,26.42
1385,2014-10-17,26.42
1386,2014-10-18,26.44
1387,2014-10-19,26.45
1388,2014-10-20,26.48
1389,2014-10-21,26.51
1390,2014-10-22,26.59
1391,2014-10-23,26.74
1392,2014-10-24,26.79
1393,2014-10-25,26.81
1394,2014-10-26,26.83
1395,2014-10-27,26.84
1396,2014-10-28,26.86
1397,2014-10-29,26.89
1398,2014-10-30,26.91
1399,2014-10-31,27.09
1400,2014-11-01,27.19
1401,2014-11-02,27.18
1402,2014-11-03,27.17
1403,2014-11-04,27.2
1404,2014-11-05,27.21
1405,2014-11-06,27.22
1406,2014-11-07,27.22
1407,2014-11-08,27.18
1408,2014-11-09,27.17
1409,2014-11-10,27.16
1410,2014-11-11,27.12
1411,2014-11-12,27.06
1412,2014-11-13,27.0
1413,2014-11-14,26.94
1414,2014-11-15,26.88
1415,2014-11-16,26.83
1416,2014-11-17,26.78
1417,2014-11-18,26.75
1418,2014-11-19,26.71
1419,2014-11-20,26.68
1420,2014-11-21,26.68
1421,2014-11-22,26.7
1422,2014-11-23,26.75
1423,2014-11-24,26.78
1424,2014-11-25,26.84
1425,2014-11-26,26.95
1426,2014-11-27,26.98
1427,2014-11-28,27.14
1428,2014-11-29,27.4
1429,2014-11-30,27.43
1430,2014-12-01,27.39
1431,2014-12-02,27.33
1432,2014-12-03,27.27
1433,2014-12-04,27.2
1434,2014-12-05,27.15
1435,2014-12-06,27.13
1436,2014-12-07,27.08
1437,2014-12-08,27.03
1438,2014-12-09,27.05
1439,2014-12-10,27.11
1440,2014-12-11,27.15
1441,2014-12-12,27.15
1442,2014-12-13,27.14
1443,2014-12-14,27.09
1444,2014-12-15,27.04
1445,2014-12-16,26.99
1446,2014-12-17,26.95
1447,2014-12-18,26.92
1448,2014-12-19,26.95
1449,2014-12-20,26.97
1450,2014-12-21,27.01
1451,2014-12-22,27.0
1452,2014-12-23,27.01
1453,2014-12-24,27.3
1454,2014-12-25,27.49
1455,2014-12-26,27.53
1456,2014-12-27,27.54
1457,2014-12-28,27.55
1458,2014-12-29,27.55
1459,2014-12-30,27.49
1460,2014-12-31,27.43
1461,2015-01-01,27.35
1462,2015-01-02,27.28
1463,2015-01-03,27.22
1464,2015-01-04,27.18
1465,2015-01-05,27.23
1466,2015-01-06,27.36
1467,2015-01-07,27.39
1468,2015-01-08,27.36
1469,2015-01-09,27.31
1470,2015-01-10,27.26
1471,2015-01-11,27.22
1472,2015-01-12,27.16
1473,2015-01-13,27.11
1474,2015-01-14,27.05
1475,2015-01-15,27.0
1476,2015-01-16,26.98
1477,2015-01-17,26.96
1478,2015-01-18,27.13
1479,2015-01-19,27.27
1480,2015-01-20,27.31
1481,2015-01-21,27.3
1482,2015-01-22,27.26
1483,2015-01-23,27.22
1484,2015-01-24,27.22
1485,2015-01-25,27.21
1486,2015-01-26,27.18
1487,2015-01-27,27.14
1488,2015-01-28,27.12
1489,2015-01-29,27.07
1490,2015-01-30,27.03
1491,2015-01-31,26.99
1492,2015-02-01,26.95
1493,2015-02-02,26.93
1494,2015-02-03,26.92
1495,2015-02-04,26.9
1496,2015-02-05,26.96
1497,2015-02-06,27.16
1498,2015-02-07,27.49
1499,2015-02-08,27.71
1500,2015-02-09,27.8
1501,2015-02-10,27.83
1502,2015-02-11,27.81
1503,2015-02-12,27.74
1504,2015-02-13,27.65
1505,2015-02-14,27.57
1506,2015-02-15,27.48
1507,2015-02-16,27.4
1508,2015-02-17,27.3
1509,2015-02-18,27.23
1510,2015-02-19,27.16
1511,2015-02-20,27.11
1512,2015-02-21,27.05
1513,2015-02-22,27.0
1514,2015-02-23,26.95
1515,2015-02-24,26.9
1516,2015-02-25,26.86
1517,2015-02-26,26.83
1518,2015-02-27,26.93
1519,2015-02-28,26.96
1520,2015-03-01,26.93
1521,2015-03-02,26.9
1522,2015-03-03,26.87
1523,2015-03-04,26.83
1524,2015-03-05,26.8
1525,2015-03-06,26.77
1526,2015-03-07,26.74
1527,2015-03-08,26.71
1528,2015-03-09,26.69
1529,2015-03-10,26.66
1530,2015-03-11,26.65
1531,2015-03-12,26.64
1532,2015-03-13,26.62
1533,2015-03-14,26.66
1534,2015-03-15,26.84
1535,2015-03-16,27.19
1536,2015-03-17,27.28
1537,2015-03-18,27.27
1538,2015-03-19,27.23
1539,2015-03-20,27.18
1540,2015-03-21,27.15
1541,2015-03-22,27.11
1542,2015-03-23,27.08
1543,2015-03-24,27.08
1544,2015-03-25,27.1
1545,2015-03-26,27.11
1546,2015-03-27,27.09
1547,2015-03-28,27.06
1548,2015-03-29,27.02
1549,2015-03-30,26.99
1550,2015-03-31,26.99
1551,2015-04-01,27.08
1552,2015-04-02,27.1
1553,2015-04-03,27.09
1554,2015-04-04,27.07
1555,2015-04-05,27.03
1556,2015-04-06,26.99
1557,2015-04-07,26.96
1558,2015-04-08,26.92
1559,2015-04-09,26.88
1560,2015-04-10,26.85
1561,2015-04-11,26.86
1562,2015-04-12,26.84
1563,2015-04-13,26.82
1564,2015-04-14,26.86
1565,2015-04-15,26.85
1566,2015-04-16,26.83
1567,2015-04-17,26.8
1568,2015-04-18,26.78
1569,2015-04-19,26.75
1570,2015-04-20,26.72
1571,2015-04-21,26.71
1572,2015-04-22,26.71
1573,2015-04-23,26.69
1574,2015-04-24,26.68
1575,2015-04-25,26.68
1576,2015-04-26,26.67
1577,2015-04-27,26.66
1578,2015-04-28,26.65
1579,2015-04-29,26.65
1580,2015-04-30,26.64
1581,2015-05-01,26.63
1582,2015-05-02,26.6
1583,2015-05-03,26.58
1584,2015-05-04,26.56
1585,2015-05-05,26.55
1586,2015-05-06,26.55
1587,2015-05-07,26.54
1588,2015-05-08,26.52
1589,2015-05-09,26.5
1590,2015-05-10,26.49
1591,2015-05-11,26.47
1592,2015-05-12,26.46
1593,2015-05-13,26.48
1594,2015-05-14,26.49
1595,2015-05-15,26.48
1596,2015-05-16,26.47
1597,2015-05-17,26.46
1598,2015-05-18,26.45
1599,2015-05-19,26.44
1600,2015-05-20,26.43
1601,2015-05-21,26.42
1602,2015-05-22,26.4
1603,2015-05-23,26.39
1604,2015-05-24,26.38
1605,2015-05-25,26.37
1606,2015-05-26,26.36
1607,2015-05-27,26.35
1608,2015-05-28,26.35
1609,2015-05-29,26.34
1610,2015-05-30,26.32
1611,2015-05-31,26.31
1612,2015-06-01,26.31
1613,2015-06-02,26.3
1614,2015-06-03,26.3
1615,2015-06-04,26.29
1616,2015-06-05,26.28
1617,2015-06-06,26.27
1618,2015-06-07,26.26
1619,2015-06-08,26.25
1620,2015-06-09,26.24
1621,2015-06-10,26.23
1622,2015-06-11,26.22
1623,2015-06-12,26.2
1624,2015-06-13,26.18
1625,2015-06-14,26.17
1626,2015-06-15,26.16
1627,2015-06-16,26.14
1628,2015-06-17,26.13
1629,2015-06-18,26.12
1630,2015-06-19,26.12
1631,2015-06-20,26.11
1632,2015-06-21,26.1
1633,2015-06-22,26.09
1634,2015-06-23,26.08
1635,2015-06-24,26.07
1636,2015-06-25,26.07
1637,2015-06-26,26.06
1638,2015-06-27,26.05
1639,2015-06-28,26.05
1640,2015-06-29,26.05
1641,2015-06-30,26.05
1642,2015-07-01,26.04
1643,2015-07-02,26.03
1644,2015-07-03,26.02
1645,2015-07-04,26.02
1646,2015-07-05,26.01
1647,2015-07-06,25.99
1648,2015-07-07,25.98
1649,2015-07-08,25.97
1650,2015-07-09,25.96
1651,2015-07-10,25.94
1652,2015-07-11,25.93
1653,2015-07-12,25.92
1654,2015-07-13,25.91
1655,2015-07-14,25.9
1656,2015-07-15,25.88
1657,2015-07-16,25.87
1658,2015-07-17,25.86
1659,2015-07-18,25.84
1660,2015-07-19,25.83
1661,2015-07-20,25.82
1662,2015-07-21,25.82
1663,2015-07-22,25.8
1664,2015-07-23,25.79
1665,2015-07-24,25.78
1666,2015-07-25,25.78
1667,2015-07-26,25.78
1668,2015-07-27,25.78
1669,2015-07-28,25.77
1670,2015-07-29,25.76
1671,2015-07-30,25.75
1672,2015-07-31,25.75
1673,2015-08-01,25.74
1674,2015-08-02,25.74
1675,2015-08-03,25.73
1676,2015-08-04,25.72
1677,2015-08-05,25.71
1678,2015-08-06,25.7
1679,2015-08-07,25.69
1680,2015-08-08,25.68
1681,2015-08-09,25.67
1682,2015-08-10,25.67
1683,2015-08-11,25.66
1684,2015-08-12,25.66
1685,2015-08-13,25.65
1686,2015-08-14,25.67
1687,2015-08-15,25.69
1688,2015-08-16,25.68
1689,2015-08-17,25.68
1690,2015-08-18,25.67
1691,2015-08-19,25.67
1692,2015-08-20,25.66
1693,2015-08-21,25.65
1694,2015-08-22,25.64
1695,2015-08-23,25.64
1696,2015-08-24,25.64
1697,2015-08-25,25.63
1698,2015-08-26,25.62
1699,2015-08-27,25.61
1700,2015-08-28,25.61
1701,2015-08-29,25.63
1702,2015-08-30,25.77
1703,2015-08-31,25.8
1704,2015-09-01,25.81
1705,2015-09-02,25.83
1706,2015-09-03,25.83
1707,2015-09-04,25.84
1708,2015-09-05,25.84
1709,2015-09-06,25.89
1710,2015-09-07,25.9
1711,2015-09-08,25.9
1712,2015-09-09,25.9
1713,2015-09-10,25.91
1714,2015-09-11,25.9
1715,2015-09-12,25.91
1716,2015-09-13,25.92
1717,2015-09-14,25.92
1718,2015-09-15,25.9
1719,2015-09-16,25.9
1720,2015-09-17,25.92
1721,2015-09-18,25.96
1722,2015-09-19,25.96
1723,2015-09-20,25.96
1724,2015-09-21,25.99
1725,2015-09-22,25.99
1726,2015-09-23,25.99
1727,2015-09-24,25.99
1728,2015-09-25,25.99
1729,2015-09-26,25.99
1730,2015-09-27,25.99
1731,2015-09-28,25.98
1732,2015-09-29,25.98
1733,2015-09-30,25.98
1734,2015-10-01,25.98
1735,2015-10-02,25.98
1736,2015-10-03,25.98
1737,2015-10-04,25.97
1738,2015-10-05,25.97
1739,2015-10-06,25.97
1740,2015-10-07,26.0
1741,2015-10-08,26.03
1742,2015-10-09,26.04
1743,2015-10-10,26.09
1744,2015-10-11,26.19
1745,2015-10-12,26.2
1746,2015-10-13,26.25
1747,2015-10-14,26.25
1748,2015-10-15,26.25
1749,2015-10-16,26.25
1750,2015-10-17,26.24
1751,2015-10-18,26.25
1752,2015-10-19,26.28
1753,2015-10-20,26.28
1754,2015-10-21,26.28
1755,2015-10-22,26.27
1756,2015-10-23,26.27
1757,2015-10-24,26.26
1758,2015-10-25,26.26
1759,2015-10-26,26.28
1760,2015-10-27,26.3
1761,2015-10-28,26.31
1762,2015-10-29,26.32
1763,2015-10-30,26.33
1764,2015-10-31,26.5
1765,2015-11-01,26.73
1766,2015-11-02,26.9
1767,2015-11-03,26.94
1768,2015-11-04,26.93
1769,2015-11-05,26.91
1770,2015-11-06,26.88
1771,2015-11-07,26.86
1772,2015-11-08,26.89
1773,2015-11-09,26.92
1774,2015-11-10,26.93
1775,2015-11-11,26.93
1776,2015-11-12,26.92
1777,2015-11-13,27.01
1778,2015-11-14,27.56
1779,2015-11-15,28.22
1780,2015-11-16,28.4
1781,2015-11-17,28.43
1782,2015-11-18,28.58
1783,2015-11-19,28.56
1784,2015-11-20,28.44
1785,2015-11-21,28.28
1786,2015-11-22,28.11
1787,2015-11-23,27.95
1788,2015-11-24,27.84
1789,2015-11-25,27.71
1790,2015-11-26,27.59
1791,2015-11-27,27.48
1792,2015-11-28,27.38
1793,2015-11-29,27.28
1794,2015-11-30,27.19
1795,2015-12-01,27.11
1796,2015-12-02,27.1
1797,2015-12-03,27.09
1798,2015-12-04,27.1
1799,2015-12-05,27.1
1800,2015-12-06,27.21
1801,2015-12-07,27.36
1802,2015-12-08,27.71
1803,2015-12-09,28.55
1804,2015-12-10,29.03
1805,2015-12-11,29.1
1806,2015-12-12,29.01
1807,2015-12-13,28.92
1808,2015-12-14,28.8
1809,2015-12-15,28.64
1810,2015-12-16,28.47
1811,2015-12-17,28.32
1812,2015-12-18,28.38
1813,2015-12-19,28.37
1814,2015-12-20,28.3
1815,2015-12-21,28.26
1816,2015-12-22,28.33
1817,2015-12-23,28.31
1818,2015-12-24,28.26
1819,2015-12-25,28.21
1820,2015-12-26,28.11
1821,2015-12-27,28.01
1822,2015-12-28,27.93
1823,2015-12-29,27.83
1824,2015-12-30,27.72
1825,2015-12-31,27.61
1826,2016-01-01,27.5
1827,2016-01-02,27.41
1828,2016-01-03,27.32
1829,2016-01-04,27.26
1830,2016-01-05,27.21
1831,2016-01-06,27.15
1832,2016-01-07,27.1
1833,2016-01-08,27.05
1834,2016-01-09,27.0
1835,2016-01-10,26.96
1836,2016-01-11,26.93
1837,2016-01-12,26.92
1838,2016-01-13,27.0
1839,2016-01-14,27.07
1840,2016-01-15,27.08
1841,2016-01-16,27.1
1842,2016-01-17,27.14
1843,2016-01-18,27.15
1844,2016-01-19,27.14
1845,2016-01-20,27.15
1846,2016-01-21,27.25
1847,2016-01-22,27.38
1848,2016-01-23,27.48
1849,2016-01-24,27.57
1850,2016-01-25,27.56
1851,2016-01-26,27.54
1852,2016-01-27,27.52
1853,2016-01-28,27.65
1854,2016-01-29,27.74
1855,2016-01-30,27.74
1856,2016-01-31,27.68
1857,2016-02-01,27.61
1858,2016-02-02,27.53
1859,2016-02-03,27.46
1860,2016-02-04,27.46
1861,2016-02-05,27.41
1862,2016-02-06,27.36
1863,2016-02-07,27.31
1864,2016-02-08,27.24
1865,2016-02-09,27.18
1866,2016-02-10,27.13
1867,2016-02-11,27.08
1868,2016-02-12,27.2
1869,2016-02-13,27.29
1870,2016-02-14,27.31
1871,2016-02-15,27.36
1872,2016-02-16,27.46
1873,2016-02-17,27.51
1874,2016-02-18,27.59
1875,2016-02-19,27.63
1876,2016-02-20,27.64
1877,2016-02-21,27.6
1878,2016-02-22,27.53
1879,2016-02-23,27.47
1880,2016-02-24,27.39
1881,2016-02-25,27.32
1882,2016-02-26,27.24
1883,2016-02-27,27.2
1884,2016-02-28,27.18
1885,2016-02-29,27.24
1886,2016-03-01,27.29
1887,2016-03-02,27.4
1888,2016-03-03,27.48
1889,2016-03-04,27.48
1890,2016-03-05,27.47
1891,2016-03-06,27.46
1892,2016-03-07,27.46
1893,2016-03-08,27.46
1894,2016-03-09,27.45
1895,2016-03-10,27.52
1896,2016-03-11,27.54
1897,2016-03-12,27.53
1898,2016-03-13,27.5
1899,2016-03-14,27.48
1900,2016-03-15,27.45
1901,2016-03-16,27.4
1902,2016-03-17,27.34
1903,2016-03-18,27.26
1904,2016-03-19,27.19
1905,2016-03-20,27.13
1906,2016-03-21,27.11
1907,2016-03-22,27.1
1908,2016-03-23,27.05
1909,2016-03-24,27.02
1910,2016-03-25,26.98
1911,2016-03-26,26.94
1912,2016-03-27,26.96
1913,2016-03-28,27.02
1914,2016-03-29,27.0
1915,2016-03-30,26.97
1916,2016-03-31,26.93
1917,2016-04-01,26.9
1918,2016-04-02,26.87
1919,2016-04-03,26.83
1920,2016-04-04,26.82
1921,2016-04-05,26.78
1922,2016-04-06,26.75
1923,2016-04-07,26.72
1924,2016-04-08,26.69
1925,2016-04-09,26.66
1926,2016-04-10,26.63
1927,2016-04-11,26.61
1928,2016-04-12,26.6
1929,2016-04-13,26.61
1930,2016-04-14,26.62
1931,2016-04-15,26.6
1932,2016-04-16,26.58
1933,2016-04-17,26.56
1934,2016-04-18,26.53
1935,2016-04-19,26.52
1936,2016-04-20,26.51
1937,2016-04-21,26.5
1938,2016-04-22,26.48
1939,2016-04-23,26.46
1940,2016-04-24,26.47
1941,2016-04-25,26.49
1942,2016-04-26,26.49
1943,2016-04-27,26.47
1944,2016-04-28,26.45
1945,2016-04-29,26.44
1946,2016-04-30,26.43
1947,2016-05-01,26.41
1948,2016-05-02,26.4
1949,2016-05-03,26.39
1950,2016-05-04,26.39
1951,2016-05-05,26.38
1952,2016-05-06,26.37
1953,2016-05-07,26.35
1954,2016-05-08,26.35
1955,2016-05-09,26.35
1956,2016-05-10,26.33
1957,2016-05-11,26.32
1958,2016-05-12,26.31
1959,2016-05-13,26.3
1960,2016-05-14,26.3
1961,2016-05-15,26.3
1962,2016-05-16,26.3
1963,2016-05-17,26.29
1964,2016-05-18,26.29
1965,2016-05-19,26.33
1966,2016-05-20,26.35
1967,2016-05-21,26.37
1968,2016-05-22,26.38
1969,2016-05-23,26.39
1970,2016-05-24,26.39
1971,2016-05-25,26.38
1972,2016-05-26,26.37
1973,2016-05-27,26.39
1974,2016-05-28,26.4
1975,2016-05-29,26.4
1976,2016-05-30,26.39
1977,2016-05-31,26.38
1978,2016-06-01,26.37
1979,2016-06-02,26.35
1980,2016-06-03,26.34
1981,2016-06-04,26.34
1982,2016-06-05,26.33
1983,2016-06-06,26.32
1984,2016-06-07,26.31
1985,2016-06-08,26.29
1986,2016-06-09,26.27
1987,2016-06-10,26.25
1988,2016-06-11,26.26
1989,2016-06-12,26.26
1990,2016-06-13,26.24
1991,2016-06-14,26.22
1992,2016-06-15,26.21
1993,2016-06-16,26.21
1994,2016-06-17,26.2
1995,2016-06-18,26.24
1996,2016-06-19,26.24
1997,2016-06-20,26.24
1998,2016-06-21,26.27
1999,2016-06-22,26.27
2000,2016-06-23,26.28
2001,2016-06-24,26.31
2002,2016-06-25,26.33
2003,2016-06-26,26.32
2004,2016-06-27,26.31
2005,2016-06-28,26.3
2006,2016-06-29,26.29
2007,2016-06-30,26.28
2008,2016-07-01,26.26
2009,2016-07-02,26.25
2010,2016-07-03,26.24
2011,2016-07-04,26.22
2012,2016-07-05,26.21
2013,2016-07-06,26.2
2014,2016-07-07,26.19
2015,2016-07-08,26.19
2016,2016-07-09,26.22
2017,2016-07-10,26.23
2018,2016-07-11,26.23
2019,2016-07-12,26.22
2020,2016-07-13,26.21
2021,2016-07-14,26.19
2022,2016-07-15,26.18
2023,2016-07-16,26.17
2024,2016-07-17,26.16
2025,2016-07-18,26.16
2026,2016-07-19,26.15
2027,2016-07-20,26.13
2028,2016-07-21,26.13
2029,2016-07-22,26.14
2030,2016-07-23,26.14
2031,2016-07-24,26.13
2032,2016-07-25,26.13
2033,2016-07-26,26.11
2034,2016-07-27,26.1
2035,2016-07-28,26.09
2036,2016-07-29,26.08
2037,2016-07-30,26.07
2038,2016-07-31,26.05
2039,2016-08-01,26.03
2040,2016-08-02,26.02
2041,2016-08-03,26.01
2042,2016-08-04,25.99
2043,2016-08-05,25.99
2044,2016-08-06,25.98
2045,2016-08-07,25.96
2046,2016-08-08,25.97
2047,2016-08-09,25.96
2048,2016-08-10,25.96
2049,2016-08-11,25.98
2050,2016-08-12,26.0
2051,2016-08-13,25.99
2052,2016-08-14,26.0
