,datetime,SAMMAMISH_LAKE_NEAR_REDMOND__WA.
2053,2016-08-15,26.01
2054,2016-08-16,26.0
2055,2016-08-17,26.0
2056,2016-08-18,25.99
2057,2016-08-19,25.98
2058,2016-08-20,25.97
2059,2016-08-21,25.96
2060,2016-08-22,25.95
2061,2016-08-23,25.94
2062,2016-08-24,25.92
2063,2016-08-25,25.92
2064,2016-08-26,25.91
2065,2016-08-27,25.9
2066,2016-08-28,25.88
2067,2016-08-29,25.88
2068,2016-08-30,25.87
2069,2016-08-31,25.86
2070,2016-09-01,25.86
2071,2016-09-02,25.87
2072,2016-09-03,25.88
2073,2016-09-04,25.87
2074,2016-09-05,25.87
2075,2016-09-06,25.88
2076,2016-09-07,25.88
2077,2016-09-08,25.89
2078,2016-09-09,25.88
2079,2016-09-10,25.88
2080,2016-09-11,25.88
2081,2016-09-12,25.87
2082,2016-09-13,25.86
2083,2016-09-14,25.86
2084,2016-09-15,25.85
2085,2016-09-16,25.85
2086,2016-09-17,25.86
2087,2016-09-18,25.88
2088,2016-09-19,25.88
2089,2016-09-20,25.88
2090,2016-09-21,25.88
2091,2016-09-22,25.87
2092,2016-09-23,25.87
2093,2016-09-24,25.86
2094,2016-09-25,25.86
2095,2016-09-26,25.86
2096,2016-09-27,25.87
2097,2016-09-28,25.87
2098,2016-09-29,25.86
2099,2016-09-30,25.86
2100,2016-10-01,25.86
2101,2016-10-02,25.86
2102,2016-10-03,25.86
2103,2016-10-04,25.87
2104,2016-10-05,25.87
2105,2016-10-06,25.87
2106,2016-10-07,25.89
2107,2016-10-08,25.92
2108,2016-10-09,26.02
2109,2016-10-10,26.05
2110,2016-10-11,26.05
2111,2016-10-12,26.05
2112,2016-10-13,26.12
2113,2016-10-14,26.36
2114,2016-10-15,26.55
2115,2016-10-16,26.67
2116,2016-10-17,26.72
2117,2016-10-18,26.75
2118,2016-10-19,26.74
2119,2016-10-20,26.89
2120,2016-10-21,26.99
2121,2016-10-22,26.98
2122,2016-10-23,26.97
2123,2016-10-24,26.94
2124,2016-10-25,26.9
2125,2016-10-26,26.95
2126,2016-10-27,27.18
2127,2016-10-28,27.21
2128,2016-10-29,27.18
2129,2016-10-30,27.15
2130,2016-10-31,27.16
2131,2016-11-01,27.28
2132,2016-11-02,27.35
2133,2016-11-03,27.37
2134,2016-11-04,27.34
2135,2016-11-05,27.35
2136,2016-11-06,27.49
2137,2016-11-07,27.5
2138,2016-11-08,27.46
2139,2016-11-09,27.42
2140,2016-11-10,27.36
2141,2016-11-11,27.3
2142,2016-11-12,27.22
2143,2016-11-13,27.18
2144,2016-11-14,27.16
2145,2016-11-15,27.28
2146,2016-11-16,27.5
2147,2016-11-17,27.53
2148,2016-11-18,27.51
2149,2016-11-19,27.45
2150,2016-11-20,27.4
2151,2016-11-21,27.35
2152,2016-11-22,27.29
2153,2016-11-23,27.29
2154,2016-11-24,27.29
2155,2016-11-25,27.38
2156,2016-11-26,27.4
2157,2016-11-27,27.42
2158,2016-11-28,27.43
2159,2016-11-29,27.41
2160,2016-11-30,27.38
2161,2016-12-01,27.36
2162,2016-12-02,27.34
2163,2016-12-03,27.32
2164,2016-12-04,27.34
2165,2016-12-05,27.36
2166,2016-12-06,27.35
2167,2016-12-07,27.31
2168,2016-12-08,27.26
2169,2016-12-09,27.21
2170,2016-12-10,27.21
2171,2016-12-11,27.2
2172,2016-12-12,27.18
2173,2016-12-13,27.16
2174,2016-12-14,27.13
2175,2016-12-15,27.09
2176,2016-12-16,27.04
2177,2016-12-17,27.0
2178,2016-12-18,26.94
2179,2016-12-19,26.92
2180,2016-12-20,26.92
2181,2016-12-21,26.9
2182,2016-12-22,26.88
2183,2016-12-23,26.94
2184,2016-12-24,26.99
2185,2016-12-25,26.98
2186,2016-12-26,26.96
2187,2016-12-27,26.97
2188,2016-12-28,26.95
2189,2016-12-29,26.94
2190,2016-12-30,27.03
2191,2016-12-31,27.06
2192,2017-01-01,27.08
2193,2017-01-02,27.07
2194,2017-01-03,27.04
2195,2017-01-04,26.99
2196,2017-01-05,26.95
2197,2017-01-06,26.91
2198,2017-01-07,26.87
2199,2017-01-08,26.84
2200,2017-01-09,26.85
2201,2017-01-10,26.83
2202,2017-01-11,26.8
2203,2017-01-12,26.77
2204,2017-01-13,26.74
2205,2017-01-14,26.7
2206,2017-01-15,26.67
2207,2017-01-16,26.65
2208,2017-01-17,26.66
2209,2017-01-18,26.96
2210,2017-01-19,27.22
2211,2017-01-20,27.3
2212,2017-01-21,27.29
2213,2017-01-22,27.27
2214,2017-01-23,27.23
2215,2017-01-24,27.18
2216,2017-01-25,27.12
2217,2017-01-26,27.07
2218,2017-01-27,27.01
2219,2017-01-28,26.96
2220,2017-01-29,26.91
2221,2017-01-30,26.88
2222,2017-01-31,26.83
2223,2017-02-01,26.8
2224,2017-02-02,26.76
2225,2017-02-03,26.75
2226,2017-02-04,26.84
2227,2017-02-05,27.02
2228,2017-02-06,27.2
2229,2017-02-07,27.25
2230,2017-02-08,27.27
2231,2017-02-09,27.66
2232,2017-02-10,28.23
2233,2017-02-11,28.34
2234,2017-02-12,28.28
2235,2017-02-13,28.16
2236,2017-02-14,28.02
2237,2017-02-15,28.03
2238,2017-02-16,28.42
2239,2017-02-17,28.65
2240,2017-02-18,28.62
2241,2017-02-19,28.52
2242,2017-02-20,28.4
2243,2017-02-21,28.29
2244,2017-02-22,28.21
2245,2017-02-23,28.08
2246,2017-02-24,27.95
2247,2017-02-25,27.81
2248,2017-02-26,27.72
2249,2017-02-27,27.65
2250,2017-02-28,27.6
2251,2017-03-01,27.52
2252,2017-03-02,27.45
2253,2017-03-03,27.42
2254,2017-03-04,27.45
2255,2017-03-05,27.43
2256,2017-03-06,27.38
2257,2017-03-07,27.35
2258,2017-03-08,27.34
2259,2017-03-09,27.34
2260,2017-03-10,27.4
2261,2017-03-11,27.45
2262,2017-03-12,27.48
2263,2017-03-13,27.51
2264,2017-03-14,27.6
2265,2017-03-15,27.78
2266,2017-03-16,27.94
2267,2017-03-17,27.95
2268,2017-03-18,28.09
2269,2017-03-19,28.18
2270,2017-03-20,28.11
2271,2017-03-21,28.01
2272,2017-03-22,27.9
2273,2017-03-23,27.77
2274,2017-03-24,27.71
2275,2017-03-25,27.63
2276,2017-03-26,27.54
2277,2017-03-27,27.51
2278,2017-03-28,27.48
2279,2017-03-29,27.5
2280,2017-03-30,27.54
2281,2017-03-31,27.52
2282,2017-04-01,27.47
2283,2017-04-02,27.45
2284,2017-04-03,27.4
2285,2017-04-04,27.34
2286,2017-04-05,27.31
2287,2017-04-06,27.3
2288,2017-04-07,27.26
2289,2017-04-08,27.22
2290,2017-04-09,27.16
2291,2017-04-10,27.15
2292,2017-04-11,27.12
2293,2017-04-12,27.13
2294,2017-04-13,27.18
2295,2017-04-14,27.18
2296,2017-04-15,27.16
2297,2017-04-16,27.12
2298,2017-04-17,27.07
2299,2017-04-18,27.07
2300,2017-04-19,27.08
2301,2017-04-20,27.13
2302,2017-04-21,27.11
2303,2017-04-22,27.08
2304,2017-04-23,27.12
2305,2017-04-24,27.16
2306,2017-04-25,27.14
2307,2017-04-26,27.13
2308,2017-04-27,27.12
2309,2017-04-28,27.08
2310,2017-04-29,27.04
2311,2017-04-30,27.01
2312,2017-05-01,27.0
2313,2017-05-02,26.98
2314,2017-05-03,26.98
2315,2017-05-04,26.97
2316,2017-05-05,27.12
2317,2017-05-06,27.21
2318,2017-05-07,27.23
2319,2017-05-08,27.21
2320,2017-05-09,27.17
2321,2017-05-10,27.12
2322,2017-05-11,27.08
2323,2017-05-12,27.07
2324,2017-05-13,27.03
2325,2017-05-14,26.99
2326,2017-05-15,26.96
2327,2017-05-16,27.03
2328,2017-05-17,27.07
2329,2017-05-18,27.06
2330,2017-05-19,27.03
2331,2017-05-20,27.0
2332,2017-05-21,26.96
2333,2017-05-22,26.92
2334,2017-05-23,26.88
2335,2017-05-24,26.84
2336,2017-05-25,26.79
2337,2017-05-26,26.75
2338,2017-05-27,26.71
2339,2017-05-28,26.68
2340,2017-05-29,26.65
2341,2017-05-30,26.62
2342,2017-05-31,26.59
2343,2017-06-01,26.58
2344,2017-06-02,26.56
2345,2017-06-03,26.54
2346,2017-06-04,26.52
2347,2017-06-05,26.49
2348,2017-06-06,26.47
2349,2017-06-07,26.46
2350,2017-06-08,26.46
2351,2017-06-09,26.46
2352,2017-06-10,26.44
2353,2017-06-11,26.42
2354,2017-06-12,26.41
2355,2017-06-13,26.39
2356,2017-06-14,26.38
2357,2017-06-15,26.39
2358,2017-06-16,26.46
2359,2017-06-17,26.48
2360,2017-06-18,26.48
2361,2017-06-19,26.48
2362,2017-06-20,26.47
2363,2017-06-21,26.46
2364,2017-06-22,26.44
2365,2017-06-23,26.43
2366,2017-06-24,26.41
2367,2017-06-25,26.4
2368,2017-06-26,26.38
2369,2017-06-27,26.37
2370,2017-06-28,26.35
2371,2017-06-29,26.33
2372,2017-06-30,26.32
2373,2017-07-01,26.32
2374,2017-07-02,26.3
2375,2017-07-03,26.29
2376,2017-07-04,26.27
2377,2017-07-05,26.26
2378,2017-07-06,26.25
2379,2017-07-07,26.24
2380,2017-07-08,26.22
2381,2017-07-09,26.21
2382,2017-07-10,26.2
2383,2017-07-11,26.19
2384,2017-07-12,26.18
2385,2017-07-13,26.17
2386,2017-07-14,26.15
2387,2017-07-15,26.14
2388,2017-07-16,26.13
2389,2017-07-17,26.12
2390,2017-07-18,26.11
2391,2017-07-19,26.1
2392,2017-07-20,26.09
2393,2017-07-21,26.08
2394,2017-07-22,26.07
2395,2017-07-23,26.06
2396,2017-07-24,26.05
2397,2017-07-25,26.04
2398,2017-07-26,26.03
2399,2017-07-27,26.03
2400,2017-07-28,26.02
2401,2017-07-29,26.01
2402,2017-07-30,26.0
2403,2017-07-31,26.0
2404,2017-08-01,25.99
2405,2017-08-02,25.98
2406,2017-08-03,25.98
2407,2017-08-04,25.98
2408,2017-08-05,25.97
2409,2017-08-06,25.97
2410,2017-08-07,25.96
2411,2017-08-08,25.96
2412,2017-08-09,25.95
2413,2017-08-10,25.95
2414,2017-08-11,25.94
2415,2017-08-12,25.93
2416,2017-08-13,25.92
2417,2017-08-14,25.91
2418,2017-08-15,25.89
2419,2017-08-16,25.89
2420,2017-08-17,25.88
2421,2017-08-18,25.87
2422,2017-08-19,25.86
2423,2017-08-20,25.84
2424,2017-08-21,25.83
2425,2017-08-22,25.83
2426,2017-08-23,25.83
2427,2017-08-24,25.82
2428,2017-08-25,25.8
2429,2017-08-26,25.79
2430,2017-08-27,25.78
2431,2017-08-28,25.78
2432,2017-08-29,25.78
2433,2017-08-30,25.78
2434,2017-08-31,25.78
2435,2017-09-01,25.77
2436,2017-09-02,25.77
2437,2017-09-03,25.76
2438,2017-09-04,25.76
2439,2017-09-05,25.77
2440,2017-09-06,25.77
2441,2017-09-07,25.77
2442,2017-09-08,25.77
2443,2017-09-09,25.76
2444,2017-09-10,25.76
2445,2017-09-11,25.75
2446,2017-09-12,25.75
2447,2017-09-13,25.75
2448,2017-09-14,25.74
2449,2017-09-15,25.73
2450,2017-09-16,25.72
2451,2017-09-17,25.72
2452,2017-09-18,25.73
2453,2017-09-19,25.76
2454,2017-09-20,25.81
2455,2017-09-21,25.82
2456,2017-09-22,25.83
2457,2017-09-23,25.82
2458,2017-09-24,25.83
2459,2017-09-25,25.83
2460,2017-09-26,25.83
2461,2017-09-27,25.83
2462,2017-09-28,25.83
2463,2017-09-29,25.84
2464,2017-09-30,25.84
2465,2017-10-01,25.85
2466,2017-10-02,25.86
2467,2017-10-03,25.85
2468,2017-10-04,25.85
2469,2017-10-05,25.85
2470,2017-10-06,25.84
2471,2017-10-07,25.86
2472,2017-10-08,25.88
2473,2017-10-09,25.88
2474,2017-10-10,25.89
2475,2017-10-11,25.9
2476,2017-10-12,25.9
2477,2017-10-13,25.93
2478,2017-10-14,25.94
2479,2017-10-15,25.94
2480,2017-10-16,25.95
2481,2017-10-17,25.95
2482,2017-10-18,25.98
2483,2017-10-19,26.15
2484,2017-10-20,26.27
2485,2017-10-21,26.33
2486,2017-10-22,26.5
2487,2017-10-23,26.54
2488,2017-10-24,26.53
2489,2017-10-25,26.52
2490,2017-10-26,26.51
2491,2017-10-27,26.49
2492,2017-10-28,26.47
2493,2017-10-29,26.47
2494,2017-10-30,26.45
2495,2017-10-31,26.43
2496,2017-11-01,26.41
2497,2017-11-02,26.41
2498,2017-11-03,26.45
2499,2017-11-04,26.45
2500,2017-11-05,26.55
2501,2017-11-06,26.59
2502,2017-11-07,26.58
2503,2017-11-08,26.57
2504,2017-11-09,26.56
2505,2017-11-10,26.57
2506,2017-11-11,26.57
2507,2017-11-12,26.61
2508,2017-11-13,26.66
2509,2017-11-14,26.75
2510,2017-11-15,26.81
2511,2017-11-16,26.85
2512,2017-11-17,26.84
2513,2017-11-18,26.82
2514,2017-11-19,26.79
2515,2017-11-20,26.86
2516,2017-11-21,26.99
2517,2017-11-22,27.2
2518,2017-11-23,27.39
2519,2017-11-24,27.5
2520,2017-11-25,27.52
2521,2017-11-26,27.53
2522,2017-11-27,27.55
2523,2017-11-28,27.57
2524,2017-11-29,27.66
2525,2017-11-30,27.66
2526,2017-12-01,27.64
2527,2017-12-02,27.64
2528,2017-12-03,27.7
2529,2017-12-04,27.68
2530,2017-12-05,27.61
2531,2017-12-06,27.54
2532,2017-12-07,27.46
2533,2017-12-08,27.38
2534,2017-12-09,27.3
2535,2017-12-10,27.22
2536,2017-12-11,27.15
2537,2017-12-12,27.08
2538,2017-12-13,27.01
2539,2017-12-14,26.95
2540,2017-12-15,26.9
2541,2017-12-16,26.87
2542,2017-12-17,26.83
2543,2017-12-18,26.85
2544,2017-12-19,27.13
2545,2017-12-20,27.37
2546,2017-12-21,27.41
2547,2017-12-22,27.4
2548,2017-12-23,27.37
2549,2017-12-24,27.32
2550,2017-12-25,27.28
2551,2017-12-26,27.23
2552,2017-12-27,27.17
2553,2017-12-28,27.12
2554,2017-12-29,27.32
2555,2017-12-30,27.69
2556,2017-12-31,27.76
2557,2018-01-01,27.73
