,datetime,RIFFE_LAKE_NEAR_MOSSYROCK__WA.
2061,2016-08-23,741.53
2062,2016-08-24,741.14
2063,2016-08-25,740.58
2064,2016-08-26,740.07
2065,2016-08-27,740.2
2066,2016-08-28,739.61
2067,2016-08-29,739.1
2068,2016-08-30,738.85
2069,2016-08-31,738.41
2070,2016-09-01,738.16
2071,2016-09-02,737.98
2072,2016-09-03,737.91
2073,2016-09-04,737.95
2074,2016-09-05,737.69
2075,2016-09-06,737.37
2076,2016-09-07,737.06
2077,2016-09-08,736.73
2078,2016-09-09,736.29
2079,2016-09-10,736.23
2080,2016-09-11,736.16
2081,2016-09-12,735.69
2082,2016-09-13,735.17
2083,2016-09-14,734.61
2084,2016-09-15,734.1
2085,2016-09-16,733.57
2086,2016-09-17,733.93
2087,2016-09-18,734.1
2088,2016-09-19,734.15
2089,2016-09-20,734.04
2090,2016-09-21,733.78
2091,2016-09-22,733.47
2092,2016-09-23,733.29
2093,2016-09-24,733.22
2094,2016-09-25,733.14
2095,2016-09-26,732.49
2096,2016-09-27,731.95
2097,2016-09-28,731.49
2098,2016-09-29,731.0
2099,2016-09-30,730.41
2100,2016-10-01,730.15
2101,2016-10-02,730.1
2102,2016-10-03,729.48
2103,2016-10-04,728.93
2104,2016-10-05,728.38
2105,2016-10-06,727.79
2106,2016-10-07,727.45
2107,2016-10-08,727.74
2108,2016-10-09,728.33
2109,2016-10-10,728.76
2110,2016-10-11,728.78
2111,2016-10-12,728.62
2112,2016-10-13,728.79
2113,2016-10-14,730.43
2114,2016-10-15,732.95
2115,2016-10-16,735.94
2116,2016-10-17,738.12
2117,2016-10-18,740.37
2118,2016-10-19,741.93
2119,2016-10-20,743.42
2120,2016-10-21,745.64
2121,2016-10-22,746.88
2122,2016-10-23,747.69
2123,2016-10-24,748.13
2124,2016-10-25,748.32
2125,2016-10-26,748.66
2126,2016-10-27,749.83
2127,2016-10-28,750.8
2128,2016-10-29,751.39
2129,2016-10-30,751.84
2130,2016-10-31,752.54
2131,2016-11-01,753.03
2132,2016-11-02,753.04
2133,2016-11-03,752.78
2134,2016-11-04,752.28
2135,2016-11-05,751.7
2136,2016-11-06,751.63
2137,2016-11-07,751.17
2138,2016-11-08,750.73
2139,2016-11-09,750.04
2140,2016-11-10,749.05
2141,2016-11-11,748.02
2142,2016-11-12,747.17
2143,2016-11-13,746.36
2144,2016-11-14,745.92
2145,2016-11-15,746.02
2146,2016-11-16,746.36
2147,2016-11-17,746.14
2148,2016-11-18,745.56
2149,2016-11-19,744.77
2150,2016-11-20,743.85
2151,2016-11-21,742.92
2152,2016-11-22,741.92
2153,2016-11-23,740.96
2154,2016-11-24,740.5
2155,2016-11-25,740.5
2156,2016-11-26,740.47
2157,2016-11-27,740.27
2158,2016-11-28,739.92
2159,2016-11-29,739.59
2160,2016-11-30,739.39
2161,2016-12-01,739.05
2162,2016-12-02,738.51
2163,2016-12-03,738.58
2164,2016-12-04,739.0
2165,2016-12-05,738.7
2166,2016-12-06,738.21
2167,2016-12-07,737.54
2168,2016-12-08,736.48
2169,2016-12-09,735.69
2170,2016-12-10,735.17
2171,2016-12-11,735.22
2172,2016-12-12,734.81
2173,2016-12-13,734.19
2174,2016-12-14,732.93
2175,2016-12-15,731.83
2176,2016-12-16,730.66
2177,2016-12-17,729.47
2178,2016-12-18,728.07
2179,2016-12-19,727.24
2180,2016-12-20,726.99
2181,2016-12-21,726.47
2182,2016-12-22,725.77
2183,2016-12-23,725.29
2184,2016-12-24,724.7
2185,2016-12-25,724.35
2186,2016-12-26,723.87
2187,2016-12-27,723.61
2188,2016-12-28,723.24
2189,2016-12-29,722.99
2190,2016-12-30,722.53
2191,2016-12-31,722.36
2192,2017-01-01,722.06
2193,2017-01-02,721.52
2194,2017-01-03,720.36
2195,2017-01-04,719.05
2196,2017-01-05,717.3
2197,2017-01-06,715.56
2198,2017-01-07,713.98
2199,2017-01-08,712.48
2200,2017-01-09,711.05
2201,2017-01-10,709.94
2202,2017-01-11,708.81
2203,2017-01-12,707.52
2204,2017-01-13,705.97
2205,2017-01-14,704.59
2206,2017-01-15,703.38
2207,2017-01-16,701.64
2208,2017-01-17,700.51
2209,2017-01-18,701.97
2210,2017-01-19,703.78
2211,2017-01-20,704.72
2212,2017-01-21,705.86
2213,2017-01-22,706.78
2214,2017-01-23,706.82
2215,2017-01-24,706.08
2216,2017-01-25,705.52
2217,2017-01-26,705.58
2218,2017-01-27,705.31
2219,2017-01-28,705.53
2220,2017-01-29,705.46
2221,2017-01-30,704.92
2222,2017-01-31,704.53
2223,2017-02-01,703.44
2224,2017-02-02,702.76
2225,2017-02-03,702.0
2226,2017-02-04,701.88
2227,2017-02-05,701.96
2228,2017-02-06,702.05
2229,2017-02-07,701.73
2230,2017-02-08,702.35
2231,2017-02-09,704.96
2232,2017-02-10,709.45
2233,2017-02-11,712.28
2234,2017-02-12,714.08
2235,2017-02-13,715.03
2236,2017-02-14,715.7
2237,2017-02-15,716.56
2238,2017-02-16,721.18
2239,2017-02-17,725.26
2240,2017-02-18,727.72
2241,2017-02-19,729.49
2242,2017-02-20,730.47
2243,2017-02-21,731.18
2244,2017-02-22,731.66
2245,2017-02-23,731.81
2246,2017-02-24,731.86
2247,2017-02-25,732.12
2248,2017-02-26,731.89
2249,2017-02-27,731.27
2250,2017-02-28,730.78
2251,2017-03-01,730.25
2252,2017-03-02,729.53
2253,2017-03-03,728.58
2254,2017-03-04,728.02
2255,2017-03-05,728.0
2256,2017-03-06,727.05
2257,2017-03-07,726.08
2258,2017-03-08,725.16
2259,2017-03-09,724.17
2260,2017-03-10,724.79
2261,2017-03-11,725.3
2262,2017-03-12,726.31
2263,2017-03-13,727.08
2264,2017-03-14,728.93
2265,2017-03-15,734.66
2266,2017-03-16,739.67
2267,2017-03-17,742.06
2268,2017-03-18,745.7
2269,2017-03-19,748.58
2270,2017-03-20,749.86
2271,2017-03-21,750.38
2272,2017-03-22,750.38
2273,2017-03-23,750.3
2274,2017-03-24,749.94
2275,2017-03-25,750.01
2276,2017-03-26,749.68
2277,2017-03-27,749.53
2278,2017-03-28,749.23
2279,2017-03-29,749.07
2280,2017-03-30,749.63
2281,2017-03-31,749.72
2282,2017-04-01,749.48
2283,2017-04-02,748.91
2284,2017-04-03,748.02
2285,2017-04-04,747.42
2286,2017-04-05,747.19
2287,2017-04-06,747.1
2288,2017-04-07,747.12
2289,2017-04-08,747.22
2290,2017-04-09,747.02
2291,2017-04-10,746.58
2292,2017-04-11,745.97
2293,2017-04-12,745.42
2294,2017-04-13,745.18
2295,2017-04-14,745.16
2296,2017-04-15,744.99
2297,2017-04-16,744.29
2298,2017-04-17,743.74
2299,2017-04-18,743.16
2300,2017-04-19,742.64
2301,2017-04-20,742.35
2302,2017-04-21,742.0
2303,2017-04-22,741.78
2304,2017-04-23,741.69
2305,2017-04-24,741.91
2306,2017-04-25,742.09
2307,2017-04-26,742.32
2308,2017-04-27,742.94
2309,2017-04-28,742.9
2310,2017-04-29,742.63
2311,2017-04-30,742.96
2312,2017-05-01,742.64
2313,2017-05-02,742.18
2314,2017-05-03,741.38
2315,2017-05-04,741.15
2316,2017-05-05,742.68
2317,2017-05-06,743.75
2318,2017-05-07,744.07
2319,2017-05-08,743.52
2320,2017-05-09,742.77
2321,2017-05-10,742.16
2322,2017-05-11,742.06
2323,2017-05-12,741.93
2324,2017-05-13,741.66
2325,2017-05-14,740.72
2326,2017-05-15,739.68
2327,2017-05-16,739.03
2328,2017-05-17,738.55
2329,2017-05-18,738.04
2330,2017-05-19,737.94
2331,2017-05-20,737.78
2332,2017-05-21,737.64
2333,2017-05-22,737.76
2334,2017-05-23,739.0
2335,2017-05-24,740.65
2336,2017-05-25,741.14
2337,2017-05-26,741.36
2338,2017-05-27,741.61
2339,2017-05-28,741.99
2340,2017-05-29,742.52
2341,2017-05-30,743.48
2342,2017-05-31,744.17
2343,2017-06-01,744.68
2344,2017-06-02,745.05
2345,2017-06-03,745.01
2346,2017-06-04,746.03
2347,2017-06-05,745.89
2348,2017-06-06,745.58
2349,2017-06-07,745.19
2350,2017-06-08,745.61
2351,2017-06-09,746.43
2352,2017-06-10,746.54
2353,2017-06-11,746.79
2354,2017-06-12,746.82
2355,2017-06-13,747.15
2356,2017-06-14,746.69
2357,2017-06-15,746.12
2358,2017-06-16,746.46
2359,2017-06-17,746.73
2360,2017-06-18,746.74
2361,2017-06-19,746.57
2362,2017-06-20,746.61
2363,2017-06-21,746.7
2364,2017-06-22,746.29
2365,2017-06-23,745.9
2366,2017-06-24,745.68
2367,2017-06-25,745.31
2368,2017-06-26,745.17
2369,2017-06-27,744.97
2370,2017-06-28,745.23
2371,2017-06-29,745.34
2372,2017-06-30,745.21
2373,2017-07-01,745.62
2374,2017-07-02,745.78
2375,2017-07-03,746.11
2376,2017-07-04,746.61
2377,2017-07-05,746.54
2378,2017-07-06,746.43
2379,2017-07-07,746.68
2380,2017-07-08,746.61
2381,2017-07-09,746.87
2382,2017-07-10,747.23
2383,2017-07-11,747.4
2384,2017-07-12,747.44
2385,2017-07-13,747.69
2386,2017-07-14,747.63
2387,2017-07-15,747.71
2388,2017-07-16,748.0
2389,2017-07-17,747.9
2390,2017-07-18,747.71
2391,2017-07-19,747.77
2392,2017-07-20,747.75
2393,2017-07-21,747.79
2394,2017-07-22,747.6
2395,2017-07-23,747.69
2396,2017-07-24,747.51
2397,2017-07-25,747.32
2398,2017-07-26,746.86
2399,2017-07-27,746.89
2400,2017-07-28,746.82
2401,2017-07-29,746.84
2402,2017-07-30,746.71
2403,2017-07-31,746.33
2404,2017-08-01,745.96
2405,2017-08-02,745.37
2406,2017-08-03,744.55
2407,2017-08-04,744.19
2408,2017-08-05,743.89
2409,2017-08-06,743.8
2410,2017-08-07,743.1
2411,2017-08-08,742.59
2412,2017-08-09,741.94
2413,2017-08-10,741.44
2414,2017-08-11,740.93
2415,2017-08-12,740.96
2416,2017-08-13,741.15
2417,2017-08-14,740.89
2418,2017-08-15,740.56
2419,2017-08-16,740.17
2420,2017-08-17,739.84
2421,2017-08-18,739.59
2422,2017-08-19,739.38
2423,2017-08-20,739.11
2424,2017-08-21,738.59
2425,2017-08-22,737.86
2426,2017-08-23,737.48
2427,2017-08-24,737.3
2428,2017-08-25,736.68
2429,2017-08-26,736.28
2430,2017-08-27,736.07
2431,2017-08-28,735.42
2432,2017-08-29,734.61
2433,2017-08-30,734.16
2434,2017-08-31,733.49
2435,2017-09-01,732.74
2436,2017-09-02,732.08
2437,2017-09-03,731.61
2438,2017-09-04,730.98
2439,2017-09-05,730.26
2440,2017-09-06,729.35
2441,2017-09-07,728.7
2442,2017-09-08,728.31
2443,2017-09-09,728.31
2444,2017-09-10,728.15
2445,2017-09-11,727.6
2446,2017-09-12,727.23
2447,2017-09-13,726.92
2448,2017-09-14,726.55
2449,2017-09-15,726.07
2450,2017-09-16,726.02
2451,2017-09-17,726.05
2452,2017-09-18,725.83
2453,2017-09-19,725.65
2454,2017-09-20,725.64
2455,2017-09-21,725.91
2456,2017-09-22,725.71
2457,2017-09-23,725.75
2458,2017-09-24,725.61
2459,2017-09-25,725.37
2460,2017-09-26,724.89
2461,2017-09-27,724.41
2462,2017-09-28,723.91
2463,2017-09-29,723.48
2464,2017-09-30,723.41
2465,2017-10-01,723.41
2466,2017-10-02,722.68
2467,2017-10-03,722.11
2468,2017-10-04,721.59
2469,2017-10-05,721.07
2470,2017-10-06,720.49
2471,2017-10-07,720.24
2472,2017-10-08,720.03
2473,2017-10-09,719.52
2474,2017-10-10,718.95
2475,2017-10-11,718.41
2476,2017-10-12,717.73
2477,2017-10-13,717.2
2478,2017-10-14,716.87
2479,2017-10-15,716.56
2480,2017-10-16,716.03
2481,2017-10-17,715.43
2482,2017-10-18,714.91
2483,2017-10-19,714.85
2484,2017-10-20,716.11
2485,2017-10-21,717.41
2486,2017-10-22,723.34
2487,2017-10-23,725.85
2488,2017-10-24,727.2
2489,2017-10-25,727.77
2490,2017-10-26,728.28
2491,2017-10-27,728.43
2492,2017-10-28,728.55
2493,2017-10-29,728.59
2494,2017-10-30,727.79
2495,2017-10-31,727.44
2496,2017-11-01,727.3
2497,2017-11-02,727.01
2498,2017-11-03,726.87
2499,2017-11-04,726.86
2500,2017-11-05,726.99
2501,2017-11-06,726.46
2502,2017-11-07,726.11
2503,2017-11-08,725.52
2504,2017-11-09,724.84
2505,2017-11-10,724.46
2506,2017-11-11,724.32
2507,2017-11-12,723.41
2508,2017-11-13,723.4
2509,2017-11-14,723.56
2510,2017-11-15,723.76
2511,2017-11-16,723.91
2512,2017-11-17,723.86
2513,2017-11-18,723.52
2514,2017-11-19,723.25
2515,2017-11-20,723.76
2516,2017-11-21,724.37
2517,2017-11-22,728.5
2518,2017-11-23,733.32
2519,2017-11-24,737.93
2520,2017-11-25,739.62
2521,2017-11-26,740.6
2522,2017-11-27,741.28
2523,2017-11-28,741.45
2524,2017-11-29,741.29
2525,2017-11-30,740.81
2526,2017-12-01,740.06
2527,2017-12-02,739.25
2528,2017-12-03,738.42
2529,2017-12-04,737.47
2530,2017-12-05,736.43
2531,2017-12-06,735.47
2532,2017-12-07,734.25
2533,2017-12-08,732.93
2534,2017-12-09,731.51
2535,2017-12-10,729.96
2536,2017-12-11,728.52
2537,2017-12-12,727.04
2538,2017-12-13,725.54
2539,2017-12-14,723.67
2540,2017-12-15,722.07
2541,2017-12-16,720.71
2542,2017-12-17,719.04
2543,2017-12-18,717.55
2544,2017-12-19,716.94
2545,2017-12-20,717.42
2546,2017-12-21,716.69
2547,2017-12-22,716.15
2548,2017-12-23,715.35
2549,2017-12-24,714.53
2550,2017-12-25,713.2
2551,2017-12-26,712.27
2552,2017-12-27,711.15
2553,2017-12-28,710.58
2554,2017-12-29,712.59
2555,2017-12-30,717.81
2556,2017-12-31,720.38
2557,2018-01-01,722.09
