,datetime,RIFFE_LAKE_NEAR_MOSSYROCK__WA.
1064,2013-11-30,737.94
1065,2013-12-01,738.93
1066,2013-12-02,741.71
1067,2013-12-03,742.48
1068,2013-12-04,742.25
1069,2013-12-05,741.48
1070,2013-12-06,740.24
1071,2013-12-07,738.76
1072,2013-12-08,737.3
1073,2013-12-09,735.74
1074,2013-12-10,734.36
1075,2013-12-11,732.92
1076,2013-12-12,731.61
1077,2013-12-13,730.62
1078,2013-12-14,729.57
1079,2013-12-15,729.19
1080,2013-12-16,728.44
1081,2013-12-17,727.4
1082,2013-12-18,726.38
1083,2013-12-19,725.2
1084,2013-12-20,724.05
1085,2013-12-21,723.77
1086,2013-12-22,723.58
1087,2013-12-23,723.76
1088,2013-12-24,724.34
1089,2013-12-25,724.89
1090,2013-12-26,724.41
1091,2013-12-27,723.96
1092,2013-12-28,723.76
1093,2013-12-29,723.42
1094,2013-12-30,722.34
1095,2013-12-31,722.17
1096,2014-01-01,721.68
1097,2014-01-02,720.68
1098,2014-01-03,720.04
1099,2014-01-04,719.12
1100,2014-01-05,718.06
1101,2014-01-06,716.41
1102,2014-01-07,714.92
1103,2014-01-08,714.13
1104,2014-01-09,713.66
1105,2014-01-10,713.65
1106,2014-01-11,714.56
1107,2014-01-12,716.48
1108,2014-01-13,718.49
1109,2014-01-14,720.5
1110,2014-01-15,721.73
1111,2014-01-16,722.01
1112,2014-01-17,722.2
1113,2014-01-18,722.93
1114,2014-01-19,723.69
1115,2014-01-20,723.4
1116,2014-01-21,722.92
1117,2014-01-22,722.56
1118,2014-01-23,722.19
1119,2014-01-24,721.38
1120,2014-01-25,721.23
1121,2014-01-26,720.91
1122,2014-01-27,719.86
1123,2014-01-28,719.37
1124,2014-01-29,719.35
1125,2014-01-30,719.85
1126,2014-01-31,719.76
1127,2014-02-01,720.17
1128,2014-02-02,720.13
1129,2014-02-03,719.26
1130,2014-02-04,717.96
1131,2014-02-05,716.21
1132,2014-02-06,714.11
1133,2014-02-07,712.19
1134,2014-02-08,710.71
1135,2014-02-09,710.05
1136,2014-02-10,709.1
1137,2014-02-11,708.37
1138,2014-02-12,708.68
1139,2014-02-13,709.56
1140,2014-02-14,710.78
1141,2014-02-15,711.88
1142,2014-02-16,714.03
1143,2014-02-17,716.62
1144,2014-02-18,719.05
1145,2014-02-19,721.47
1146,2014-02-20,723.55
1147,2014-02-21,725.04
1148,2014-02-22,725.4
1149,2014-02-23,725.91
1150,2014-02-24,725.66
1151,2014-02-25,726.0
1152,2014-02-26,726.2
1153,2014-02-27,725.88
1154,2014-02-28,726.04
1155,2014-03-01,725.99
1156,2014-03-02,725.92
1157,2014-03-03,726.92
1158,2014-03-04,728.67
1159,2014-03-05,731.03
1160,2014-03-06,736.63
1161,2014-03-07,740.89
1162,2014-03-08,744.31
1163,2014-03-09,749.4
1164,2014-03-10,753.14
1165,2014-03-11,755.45
1166,2014-03-12,756.41
1167,2014-03-13,756.8
1168,2014-03-14,756.91
1169,2014-03-15,757.2
1170,2014-03-16,758.06
1171,2014-03-17,758.4
1172,2014-03-18,758.3
1173,2014-03-19,758.3
1174,2014-03-20,758.2
1175,2014-03-21,757.77
1176,2014-03-22,757.35
1177,2014-03-23,757.16
1178,2014-03-24,756.84
1179,2014-03-25,756.46
1180,2014-03-26,756.2
1181,2014-03-27,755.82
1182,2014-03-28,755.58
1183,2014-03-29,756.34
1184,2014-03-30,757.76
1185,2014-03-31,757.91
1186,2014-04-01,758.14
1187,2014-04-02,758.35
1188,2014-04-03,758.25
1189,2014-04-04,758.22
1190,2014-04-05,758.43
1191,2014-04-06,759.12
1192,2014-04-07,759.14
1193,2014-04-08,759.32
1194,2014-04-09,759.9
1195,2014-04-10,760.08
1196,2014-04-11,760.25
1197,2014-04-12,760.64
1198,2014-04-13,760.97
1199,2014-04-14,760.69
1200,2014-04-15,760.6
1201,2014-04-16,760.26
1202,2014-04-17,760.14
1203,2014-04-18,760.36
1204,2014-04-19,760.55
1205,2014-04-20,760.83
1206,2014-04-21,760.46
1207,2014-04-22,760.57
1208,2014-04-23,760.4
1209,2014-04-24,761.07
1210,2014-04-25,761.66
1211,2014-04-26,762.78
1212,2014-04-27,763.54
1213,2014-04-28,763.75
1214,2014-04-29,763.69
1215,2014-04-30,762.87
1216,2014-05-01,762.28
1217,2014-05-02,762.35
1218,2014-05-03,762.9
1219,2014-05-04,763.57
1220,2014-05-05,764.55
1221,2014-05-06,765.17
1222,2014-05-07,765.34
1223,2014-05-08,765.18
1224,2014-05-09,765.7
1225,2014-05-10,766.33
1226,2014-05-11,766.28
1227,2014-05-12,765.93
1228,2014-05-13,765.39
1229,2014-05-14,764.84
1230,2014-05-15,764.58
1231,2014-05-16,765.37
1232,2014-05-17,766.78
1233,2014-05-18,768.32
1234,2014-05-19,768.65
1235,2014-05-20,768.66
1236,2014-05-21,768.71
1237,2014-05-22,768.7
1238,2014-05-23,769.1
1239,2014-05-24,769.98
1240,2014-05-25,770.7
1241,2014-05-26,771.47
1242,2014-05-27,771.77
1243,2014-05-28,771.83
1244,2014-05-29,771.77
1245,2014-05-30,771.6
1246,2014-05-31,771.78
1247,2014-06-01,771.97
1248,2014-06-02,772.13
1249,2014-06-03,772.83
1250,2014-06-04,772.88
1251,2014-06-05,772.91
1252,2014-06-06,772.95
1253,2014-06-07,773.3
1254,2014-06-08,773.5
1255,2014-06-09,773.65
1256,2014-06-10,773.89
1257,2014-06-11,773.89
1258,2014-06-12,774.01
1259,2014-06-13,774.29
1260,2014-06-14,774.53
1261,2014-06-15,774.77
1262,2014-06-16,774.79
1263,2014-06-17,774.76
1264,2014-06-18,774.6
1265,2014-06-19,774.43
1266,2014-06-20,774.52
1267,2014-06-21,774.55
1268,2014-06-22,774.45
1269,2014-06-23,774.14
1270,2014-06-24,774.03
1271,2014-06-25,773.97
1272,2014-06-26,773.99
1273,2014-06-27,773.93
1274,2014-06-28,774.39
1275,2014-06-29,774.82
1276,2014-06-30,775.15
1277,2014-07-01,775.26
1278,2014-07-02,775.5
1279,2014-07-03,775.95
1280,2014-07-04,776.25
1281,2014-07-05,776.6
1282,2014-07-06,776.91
1283,2014-07-07,777.11
1284,2014-07-08,777.32
1285,2014-07-09,777.42
1286,2014-07-10,777.42
1287,2014-07-11,777.4
1288,2014-07-12,777.22
1289,2014-07-13,777.22
1290,2014-07-14,777.23
1291,2014-07-15,777.05
1292,2014-07-16,776.84
1293,2014-07-17,776.72
1294,2014-07-18,776.51
1295,2014-07-19,776.27
1296,2014-07-20,776.41
1297,2014-07-21,776.37
1298,2014-07-22,776.19
1299,2014-07-23,776.25
1300,2014-07-24,776.31
1301,2014-07-25,776.2
1302,2014-07-26,776.14
1303,2014-07-27,776.13
1304,2014-07-28,775.98
1305,2014-07-29,775.74
1306,2014-07-30,775.48
1307,2014-07-31,775.2
1308,2014-08-01,774.87
1309,2014-08-02,774.54
1310,2014-08-03,774.23
1311,2014-08-04,773.94
1312,2014-08-05,773.65
1313,2014-08-06,773.36
1314,2014-08-07,772.9
1315,2014-08-08,772.61
1316,2014-08-09,772.31
1317,2014-08-10,772.01
1318,2014-08-11,771.68
1319,2014-08-12,771.48
1320,2014-08-13,771.52
1321,2014-08-14,771.2
1322,2014-08-15,770.86
1323,2014-08-16,770.72
1324,2014-08-17,770.42
1325,2014-08-18,769.86
1326,2014-08-19,769.5
1327,2014-08-20,769.13
1328,2014-08-21,768.96
1329,2014-08-22,768.57
1330,2014-08-23,768.32
1331,2014-08-24,768.27
1332,2014-08-25,767.66
1333,2014-08-26,767.08
1334,2014-08-27,766.51
1335,2014-08-28,766.24
1336,2014-08-29,765.98
1337,2014-08-30,765.72
1338,2014-08-31,765.58
1339,2014-09-01,765.28
1340,2014-09-02,764.93
1341,2014-09-03,764.6
1342,2014-09-04,764.21
1343,2014-09-05,763.74
1344,2014-09-06,763.28
1345,2014-09-07,763.42
1346,2014-09-08,762.99
1347,2014-09-09,762.46
1348,2014-09-10,761.99
1349,2014-09-11,761.5
1350,2014-09-12,760.93
1351,2014-09-13,760.36
1352,2014-09-14,760.03
1353,2014-09-15,759.33
1354,2014-09-16,758.72
1355,2014-09-17,758.09
1356,2014-09-18,757.51
1357,2014-09-19,756.88
1358,2014-09-20,756.48
1359,2014-09-21,756.03
1360,2014-09-22,755.53
1361,2014-09-23,755.04
1362,2014-09-24,754.54
1363,2014-09-25,754.0
1364,2014-09-26,753.42
1365,2014-09-27,753.0
1366,2014-09-28,752.65
1367,2014-09-29,752.1
1368,2014-09-30,751.52
1369,2014-10-01,751.04
1370,2014-10-02,750.48
1371,2014-10-03,749.76
1372,2014-10-04,749.23
1373,2014-10-05,748.63
1374,2014-10-06,748.07
1375,2014-10-07,747.52
1376,2014-10-08,746.91
1377,2014-10-09,746.28
1378,2014-10-10,745.63
1379,2014-10-11,745.2
1380,2014-10-12,744.72
1381,2014-10-13,743.87
1382,2014-10-14,743.36
1383,2014-10-15,742.86
1384,2014-10-16,742.41
1385,2014-10-17,741.89
1386,2014-10-18,741.51
1387,2014-10-19,741.32
1388,2014-10-20,741.03
1389,2014-10-21,740.66
1390,2014-10-22,740.6
1391,2014-10-23,741.4
1392,2014-10-24,741.78
1393,2014-10-25,741.93
1394,2014-10-26,742.38
1395,2014-10-27,742.51
1396,2014-10-28,742.3
1397,2014-10-29,742.79
1398,2014-10-30,743.04
1399,2014-10-31,744.14
1400,2014-11-01,745.21
1401,2014-11-02,745.99
1402,2014-11-03,745.88
1403,2014-11-04,746.0
1404,2014-11-05,746.31
1405,2014-11-06,746.58
1406,2014-11-07,746.89
1407,2014-11-08,746.63
1408,2014-11-09,746.98
1409,2014-11-10,746.71
1410,2014-11-11,746.75
1411,2014-11-12,746.04
1412,2014-11-13,745.09
1413,2014-11-14,744.23
1414,2014-11-15,743.13
1415,2014-11-16,742.43
1416,2014-11-17,741.19
1417,2014-11-18,739.91
1418,2014-11-19,738.64
1419,2014-11-20,737.59
1420,2014-11-21,736.59
1421,2014-11-22,736.21
1422,2014-11-23,735.77
1423,2014-11-24,735.61
1424,2014-11-25,737.66
1425,2014-11-26,740.78
1426,2014-11-27,743.06
1427,2014-11-28,744.9
1428,2014-11-29,746.93
1429,2014-11-30,747.41
1430,2014-12-01,747.19
1431,2014-12-02,746.6
1432,2014-12-03,745.71
1433,2014-12-04,744.51
1434,2014-12-05,743.3
1435,2014-12-06,742.59
1436,2014-12-07,741.53
1437,2014-12-08,740.56
1438,2014-12-09,739.65
1439,2014-12-10,739.54
1440,2014-12-11,739.84
1441,2014-12-12,739.99
1442,2014-12-13,739.91
1443,2014-12-14,739.93
1444,2014-12-15,739.73
1445,2014-12-16,739.13
1446,2014-12-17,738.16
1447,2014-12-18,736.95
1448,2014-12-19,735.75
1449,2014-12-20,735.01
1450,2014-12-21,736.64
1451,2014-12-22,738.49
1452,2014-12-23,739.61
1453,2014-12-24,740.74
1454,2014-12-25,741.29
1455,2014-12-26,741.48
1456,2014-12-27,741.84
1457,2014-12-28,742.03
1458,2014-12-29,742.18
1459,2014-12-30,741.38
1460,2014-12-31,740.57
1461,2015-01-01,739.92
1462,2015-01-02,739.18
1463,2015-01-03,738.35
1464,2015-01-04,738.19
1465,2015-01-05,739.57
1466,2015-01-06,741.18
1467,2015-01-07,741.8
1468,2015-01-08,742.49
1469,2015-01-09,742.87
1470,2015-01-10,743.12
1471,2015-01-11,743.1
1472,2015-01-12,742.78
1473,2015-01-13,742.05
1474,2015-01-14,741.3
1475,2015-01-15,740.23
1476,2015-01-16,739.1
1477,2015-01-17,738.09
1478,2015-01-18,739.49
1479,2015-01-19,740.93
1480,2015-01-20,741.79
1481,2015-01-21,742.22
1482,2015-01-22,742.69
1483,2015-01-23,742.63
1484,2015-01-24,742.88
1485,2015-01-25,743.3
1486,2015-01-26,743.23
1487,2015-01-27,742.78
1488,2015-01-28,742.47
1489,2015-01-29,741.76
1490,2015-01-30,740.96
1491,2015-01-31,740.31
1492,2015-02-01,739.94
1493,2015-02-02,739.35
1494,2015-02-03,738.49
1495,2015-02-04,737.39
1496,2015-02-05,736.56
1497,2015-02-06,738.1
1498,2015-02-07,740.33
1499,2015-02-08,743.81
1500,2015-02-09,746.21
1501,2015-02-10,748.64
1502,2015-02-11,750.5
1503,2015-02-12,751.94
1504,2015-02-13,752.77
1505,2015-02-14,753.97
1506,2015-02-15,754.59
1507,2015-02-16,754.97
1508,2015-02-17,755.15
1509,2015-02-18,755.22
1510,2015-02-19,755.23
1511,2015-02-20,755.28
1512,2015-02-21,755.67
1513,2015-02-22,755.45
1514,2015-02-23,755.15
1515,2015-02-24,755.21
1516,2015-02-25,755.02
1517,2015-02-26,754.71
1518,2015-02-27,754.4
1519,2015-02-28,754.25
1520,2015-03-01,754.27
1521,2015-03-02,753.81
1522,2015-03-03,753.43
1523,2015-03-04,753.41
1524,2015-03-05,753.33
1525,2015-03-06,752.96
1526,2015-03-07,752.91
1527,2015-03-08,752.93
1528,2015-03-09,752.64
1529,2015-03-10,751.92
1530,2015-03-11,751.61
1531,2015-03-12,751.43
1532,2015-03-13,751.03
1533,2015-03-14,751.4
1534,2015-03-15,753.21
1535,2015-03-16,754.99
1536,2015-03-17,756.22
1537,2015-03-18,757.19
1538,2015-03-19,757.65
1539,2015-03-20,758.0
1540,2015-03-21,758.83
1541,2015-03-22,759.37
1542,2015-03-23,759.55
1543,2015-03-24,760.25
1544,2015-03-25,760.63
1545,2015-03-26,761.36
1546,2015-03-27,762.39
1547,2015-03-28,763.74
1548,2015-03-29,764.74
1549,2015-03-30,764.94
1550,2015-03-31,765.89
1551,2015-04-01,766.32
1552,2015-04-02,766.8
1553,2015-04-03,766.95
1554,2015-04-04,767.17
1555,2015-04-05,767.8
1556,2015-04-06,767.95
1557,2015-04-07,767.87
1558,2015-04-08,767.98
1559,2015-04-09,768.0
1560,2015-04-10,768.18
1561,2015-04-11,768.91
1562,2015-04-12,769.08
1563,2015-04-13,768.64
1564,2015-04-14,768.79
1565,2015-04-15,769.03
1566,2015-04-16,768.96
1567,2015-04-17,769.07
1568,2015-04-18,769.34
1569,2015-04-19,769.72
1570,2015-04-20,769.3
1571,2015-04-21,769.41
1572,2015-04-22,769.53
1573,2015-04-23,769.42
1574,2015-04-24,769.5
1575,2015-04-25,769.86
1576,2015-04-26,770.1
1577,2015-04-27,769.78
1578,2015-04-28,769.68
1579,2015-04-29,769.75
1580,2015-04-30,769.7
1581,2015-05-01,769.53
1582,2015-05-02,769.75
1583,2015-05-03,769.82
1584,2015-05-04,769.66
1585,2015-05-05,769.68
1586,2015-05-06,769.77
1587,2015-05-07,769.75
1588,2015-05-08,769.77
1589,2015-05-09,769.99
1590,2015-05-10,770.14
1591,2015-05-11,770.2
1592,2015-05-12,770.17
1593,2015-05-13,770.26
1594,2015-05-14,770.22
1595,2015-05-15,770.29
1596,2015-05-16,770.75
1597,2015-05-17,771.09
1598,2015-05-18,771.03
1599,2015-05-19,770.61
1600,2015-05-20,770.69
1601,2015-05-21,770.64
1602,2015-05-22,770.81
1603,2015-05-23,771.05
1604,2015-05-24,771.35
1605,2015-05-25,771.31
1606,2015-05-26,771.12
1607,2015-05-27,771.15
1608,2015-05-28,770.96
1609,2015-05-29,771.02
1610,2015-05-30,771.31
1611,2015-05-31,771.31
1612,2015-06-01,771.33
1613,2015-06-02,771.39
1614,2015-06-03,771.47
1615,2015-06-04,771.39
1616,2015-06-05,771.32
1617,2015-06-06,771.03
1618,2015-06-07,770.92
1619,2015-06-08,770.76
1620,2015-06-09,770.69
1621,2015-06-10,770.7
1622,2015-06-11,770.45
1623,2015-06-12,770.44
1624,2015-06-13,770.41
1625,2015-06-14,770.45
1626,2015-06-15,770.08
1627,2015-06-16,769.89
1628,2015-06-17,769.68
1629,2015-06-18,769.46
1630,2015-06-19,769.41
1631,2015-06-20,769.2
1632,2015-06-21,769.09
1633,2015-06-22,768.69
1634,2015-06-23,768.53
1635,2015-06-24,768.4
1636,2015-06-25,767.98
1637,2015-06-26,767.5
1638,2015-06-27,767.25
1639,2015-06-28,767.12
1640,2015-06-29,766.61
1641,2015-06-30,766.23
1642,2015-07-01,765.63
1643,2015-07-02,765.08
1644,2015-07-03,764.66
1645,2015-07-04,764.62
1646,2015-07-05,764.47
1647,2015-07-06,764.07
1648,2015-07-07,763.82
1649,2015-07-08,763.58
1650,2015-07-09,763.18
1651,2015-07-10,762.94
1652,2015-07-11,762.92
1653,2015-07-12,762.84
1654,2015-07-13,762.4
1655,2015-07-14,761.99
1656,2015-07-15,761.77
1657,2015-07-16,761.49
1658,2015-07-17,761.38
1659,2015-07-18,761.06
1660,2015-07-19,760.86
1661,2015-07-20,760.58
1662,2015-07-21,760.41
1663,2015-07-22,759.96
1664,2015-07-23,759.72
1665,2015-07-24,759.38
1666,2015-07-25,759.25
1667,2015-07-26,759.1
1668,2015-07-27,758.78
1669,2015-07-28,758.18
1670,2015-07-29,757.45
1671,2015-07-30,756.6
1672,2015-07-31,755.87
1673,2015-08-01,755.56
1674,2015-08-02,755.2
1675,2015-08-03,754.86
1676,2015-08-04,754.52
1677,2015-08-05,754.28
1678,2015-08-06,753.67
1679,2015-08-07,753.23
1680,2015-08-08,753.14
1681,2015-08-09,752.77
1682,2015-08-10,752.2
1683,2015-08-11,751.55
1684,2015-08-12,750.99
1685,2015-08-13,750.45
1686,2015-08-14,750.5
1687,2015-08-15,750.37
1688,2015-08-16,750.2
1689,2015-08-17,749.56
1690,2015-08-18,749.1
1691,2015-08-19,748.64
1692,2015-08-20,748.54
1693,2015-08-21,748.36
1694,2015-08-22,748.15
1695,2015-08-23,747.91
1696,2015-08-24,747.41
1697,2015-08-25,746.8
1698,2015-08-26,746.2
1699,2015-08-27,745.75
1700,2015-08-28,745.34
1701,2015-08-29,745.28
1702,2015-08-30,745.34
1703,2015-08-31,745.11
1704,2015-09-01,744.73
1705,2015-09-02,744.44
1706,2015-09-03,744.19
1707,2015-09-04,743.83
1708,2015-09-05,743.66
1709,2015-09-06,743.67
1710,2015-09-07,743.64
1711,2015-09-08,743.18
1712,2015-09-09,742.88
1713,2015-09-10,742.74
1714,2015-09-11,742.18
1715,2015-09-12,742.1
1716,2015-09-13,742.09
1717,2015-09-14,741.74
1718,2015-09-15,741.34
1719,2015-09-16,740.88
1720,2015-09-17,740.66
1721,2015-09-18,740.41
1722,2015-09-19,740.57
1723,2015-09-20,740.32
1724,2015-09-21,739.96
1725,2015-09-22,739.6
1726,2015-09-23,739.12
1727,2015-09-24,738.7
1728,2015-09-25,738.41
1729,2015-09-26,738.37
1730,2015-09-27,738.42
1731,2015-09-28,737.74
1732,2015-09-29,737.04
1733,2015-09-30,736.3
1734,2015-10-01,735.71
1735,2015-10-02,735.41
1736,2015-10-03,735.1
1737,2015-10-04,734.65
1738,2015-10-05,734.06
1739,2015-10-06,733.42
1740,2015-10-07,732.88
1741,2015-10-08,732.31
1742,2015-10-09,731.87
1743,2015-10-10,731.76
1744,2015-10-11,731.74
1745,2015-10-12,731.28
1746,2015-10-13,730.73
1747,2015-10-14,730.08
1748,2015-10-15,729.48
1749,2015-10-16,728.85
1750,2015-10-17,728.54
1751,2015-10-18,728.36
1752,2015-10-19,727.94
1753,2015-10-20,727.45
1754,2015-10-21,726.8
1755,2015-10-22,726.22
1756,2015-10-23,725.42
1757,2015-10-24,724.78
1758,2015-10-25,724.85
1759,2015-10-26,724.3
1760,2015-10-27,723.72
1761,2015-10-28,723.13
1762,2015-10-29,723.0
1763,2015-10-30,723.46
1764,2015-10-31,726.26
1765,2015-11-01,730.48
1766,2015-11-02,733.07
1767,2015-11-03,734.14
1768,2015-11-04,734.72
1769,2015-11-05,735.23
1770,2015-11-06,735.48
1771,2015-11-07,736.0
1772,2015-11-08,736.17
1773,2015-11-09,736.22
1774,2015-11-10,736.42
1775,2015-11-11,736.58
1776,2015-11-12,736.42
1777,2015-11-13,736.72
1778,2015-11-14,739.75
1779,2015-11-15,741.06
1780,2015-11-16,741.78
1781,2015-11-17,744.1
1782,2015-11-18,749.72
1783,2015-11-19,752.02
1784,2015-11-20,752.59
1785,2015-11-21,752.2
1786,2015-11-22,751.42
1787,2015-11-23,750.34
1788,2015-11-24,749.12
1789,2015-11-25,747.71
1790,2015-11-26,746.16
1791,2015-11-27,744.31
1792,2015-11-28,743.12
1793,2015-11-29,741.72
1794,2015-11-30,740.09
1795,2015-12-01,738.96
1796,2015-12-02,737.51
1797,2015-12-03,736.34
1798,2015-12-04,735.43
1799,2015-12-05,734.32
1800,2015-12-06,733.58
1801,2015-12-07,734.15
1802,2015-12-08,739.13
1803,2015-12-09,752.29
1804,2015-12-10,760.18
1805,2015-12-11,762.55
1806,2015-12-12,763.12
1807,2015-12-13,763.06
1808,2015-12-14,762.55
1809,2015-12-15,761.67
1810,2015-12-16,760.66
1811,2015-12-17,759.64
1812,2015-12-18,759.21
1813,2015-12-19,758.84
1814,2015-12-20,758.1
1815,2015-12-21,757.27
1816,2015-12-22,756.27
1817,2015-12-23,755.19
1818,2015-12-24,753.91
1819,2015-12-25,752.46
1820,2015-12-26,750.85
1821,2015-12-27,749.43
1822,2015-12-28,748.13
1823,2015-12-29,746.68
1824,2015-12-30,745.17
1825,2015-12-31,743.61
1826,2016-01-01,741.88
1827,2016-01-02,740.07
1828,2016-01-03,738.28
1829,2016-01-04,736.76
1830,2016-01-05,735.44
1831,2016-01-06,734.34
1832,2016-01-07,733.19
1833,2016-01-08,731.95
1834,2016-01-09,731.07
1835,2016-01-10,730.55
1836,2016-01-11,729.24
1837,2016-01-12,728.38
1838,2016-01-13,728.03
1839,2016-01-14,727.9
1840,2016-01-15,727.7
1841,2016-01-16,727.66
1842,2016-01-17,728.46
1843,2016-01-18,728.43
1844,2016-01-19,728.39
1845,2016-01-20,728.3
1846,2016-01-21,728.52
1847,2016-01-22,729.54
1848,2016-01-23,730.62
1849,2016-01-24,731.27
1850,2016-01-25,731.67
1851,2016-01-26,731.72
1852,2016-01-27,731.43
1853,2016-01-28,732.66
1854,2016-01-29,734.67
1855,2016-01-30,735.77
1856,2016-01-31,736.22
1857,2016-02-01,736.32
1858,2016-02-02,735.96
1859,2016-02-03,735.38
1860,2016-02-04,734.94
1861,2016-02-05,734.29
1862,2016-02-06,733.74
1863,2016-02-07,733.04
1864,2016-02-08,732.58
1865,2016-02-09,732.02
1866,2016-02-10,731.64
1867,2016-02-11,731.29
1868,2016-02-12,731.22
1869,2016-02-13,731.8
1870,2016-02-14,732.69
1871,2016-02-15,737.02
1872,2016-02-16,739.98
1873,2016-02-17,742.03
1874,2016-02-18,743.59
1875,2016-02-19,744.62
1876,2016-02-20,745.3
1877,2016-02-21,745.47
1878,2016-02-22,745.24
1879,2016-02-23,744.58
1880,2016-02-24,744.12
1881,2016-02-25,743.58
1882,2016-02-26,743.35
1883,2016-02-27,743.45
1884,2016-02-28,743.83
1885,2016-02-29,744.02
1886,2016-03-01,744.29
1887,2016-03-02,744.8
1888,2016-03-03,745.1
1889,2016-03-04,745.34
1890,2016-03-05,746.22
1891,2016-03-06,746.87
1892,2016-03-07,747.27
1893,2016-03-08,747.3
1894,2016-03-09,747.13
1895,2016-03-10,747.7
1896,2016-03-11,748.06
1897,2016-03-12,748.63
1898,2016-03-13,748.88
1899,2016-03-14,749.29
1900,2016-03-15,749.52
1901,2016-03-16,749.62
1902,2016-03-17,749.6
1903,2016-03-18,749.67
1904,2016-03-19,749.8
1905,2016-03-20,749.64
1906,2016-03-21,749.39
1907,2016-03-22,749.54
1908,2016-03-23,749.61
1909,2016-03-24,749.84
1910,2016-03-25,750.14
1911,2016-03-26,750.17
1912,2016-03-27,750.94
1913,2016-03-28,750.77
1914,2016-03-29,750.34
1915,2016-03-30,750.06
1916,2016-03-31,749.95
1917,2016-04-01,749.99
1918,2016-04-02,750.58
1919,2016-04-03,751.47
1920,2016-04-04,752.05
1921,2016-04-05,752.44
1922,2016-04-06,752.18
1923,2016-04-07,751.94
1924,2016-04-08,751.58
1925,2016-04-09,752.27
1926,2016-04-10,752.45
1927,2016-04-11,752.69
1928,2016-04-12,752.97
1929,2016-04-13,753.16
1930,2016-04-14,753.31
1931,2016-04-15,753.61
1932,2016-04-16,753.65
1933,2016-04-17,753.48
1934,2016-04-18,753.22
1935,2016-04-19,753.03
1936,2016-04-20,753.63
1937,2016-04-21,754.14
1938,2016-04-22,754.99
1939,2016-04-23,755.94
1940,2016-04-24,756.76
1941,2016-04-25,756.93
1942,2016-04-26,756.81
1943,2016-04-27,756.93
1944,2016-04-28,756.94
1945,2016-04-29,756.84
1946,2016-04-30,756.76
1947,2016-05-01,756.69
1948,2016-05-02,756.35
1949,2016-05-03,756.38
1950,2016-05-04,756.2
1951,2016-05-05,756.22
1952,2016-05-06,756.44
1953,2016-05-07,756.92
1954,2016-05-08,757.86
1955,2016-05-09,758.47
1956,2016-05-10,758.56
1957,2016-05-11,758.29
1958,2016-05-12,757.99
1959,2016-05-13,757.69
1960,2016-05-14,758.11
1961,2016-05-15,758.84
1962,2016-05-16,758.85
1963,2016-05-17,758.63
1964,2016-05-18,758.64
1965,2016-05-19,758.98
1966,2016-05-20,758.78
1967,2016-05-21,759.25
1968,2016-05-22,759.41
1969,2016-05-23,759.06
1970,2016-05-24,758.63
1971,2016-05-25,758.58
1972,2016-05-26,758.4
1973,2016-05-27,758.31
1974,2016-05-28,758.08
1975,2016-05-29,758.04
1976,2016-05-30,757.9
1977,2016-05-31,757.33
1978,2016-06-01,757.13
1979,2016-06-02,757.36
1980,2016-06-03,757.13
1981,2016-06-04,757.15
1982,2016-06-05,757.14
1983,2016-06-06,756.9
1984,2016-06-07,756.65
1985,2016-06-08,756.86
1986,2016-06-09,756.75
1987,2016-06-10,756.37
1988,2016-06-11,756.28
1989,2016-06-12,756.09
1990,2016-06-13,756.01
1991,2016-06-14,755.67
1992,2016-06-15,755.43
1993,2016-06-16,755.06
1994,2016-06-17,754.75
1995,2016-06-18,754.8
1996,2016-06-19,754.56
1997,2016-06-20,753.78
1998,2016-06-21,753.18
1999,2016-06-22,752.59
2000,2016-06-23,752.49
2001,2016-06-24,752.36
2002,2016-06-25,752.04
2003,2016-06-26,752.16
2004,2016-06-27,751.31
2005,2016-06-28,750.84
2006,2016-06-29,750.72
2007,2016-06-30,750.33
2008,2016-07-01,750.15
2009,2016-07-02,750.34
2010,2016-07-03,750.58
2011,2016-07-04,750.67
2012,2016-07-05,750.68
2013,2016-07-06,750.54
2014,2016-07-07,750.42
2015,2016-07-08,750.44
2016,2016-07-09,750.79
2017,2016-07-10,750.92
2018,2016-07-11,750.84
2019,2016-07-12,750.83
2020,2016-07-13,750.9
2021,2016-07-14,750.94
2022,2016-07-15,750.97
2023,2016-07-16,751.01
2024,2016-07-17,751.16
2025,2016-07-18,750.89
2026,2016-07-19,750.8
2027,2016-07-20,750.5
2028,2016-07-21,750.28
2029,2016-07-22,750.1
2030,2016-07-23,750.32
2031,2016-07-24,750.3
2032,2016-07-25,749.84
2033,2016-07-26,749.43
2034,2016-07-27,749.06
2035,2016-07-28,748.46
2036,2016-07-29,747.8
2037,2016-07-30,747.76
2038,2016-07-31,747.55
2039,2016-08-01,747.04
2040,2016-08-02,747.05
2041,2016-08-03,746.97
2042,2016-08-04,746.55
2043,2016-08-05,746.32
2044,2016-08-06,746.36
2045,2016-08-07,746.29
2046,2016-08-08,746.18
2047,2016-08-09,746.0
2048,2016-08-10,745.7
2049,2016-08-11,745.35
2050,2016-08-12,744.9
2051,2016-08-13,744.64
2052,2016-08-14,744.54
2053,2016-08-15,744.08
2054,2016-08-16,743.66
2055,2016-08-17,743.34
2056,2016-08-18,742.8
2057,2016-08-19,742.52
2058,2016-08-20,742.21
2059,2016-08-21,742.23
2060,2016-08-22,742.01
