,datetime,BEARDSLEY_LAKE_NEAR_STRAWBERRY_CA.
1136,2014-02-10,21890
1137,2014-02-11,21980
1138,2014-02-12,22020
1139,2014-02-13,22090
1140,2014-02-14,22130
1141,2014-02-15,22100
1142,2014-02-16,22130
1143,2014-02-17,22200
1144,2014-02-18,22240
1145,2014-02-19,22240
1146,2014-02-20,22230
1147,2014-02-21,22230
1148,2014-02-22,22180
1149,2014-02-23,22150
1150,2014-02-24,22180
1151,2014-02-25,22200
1152,2014-02-26,22220
1153,2014-02-27,22350
1154,2014-02-28,22660
1155,2014-03-01,22770
1156,2014-03-02,22840
1157,2014-03-03,22960
1158,2014-03-04,23190
1159,2014-03-05,23300
1160,2014-03-06,23600
1161,2014-03-07,23750
1162,2014-03-08,23750
1163,2014-03-09,23840
1164,2014-03-10,23940
1165,2014-03-11,24010
1166,2014-03-12,24060
1167,2014-03-13,24120
1168,2014-03-14,24120
1169,2014-03-15,24190
1170,2014-03-16,24210
1171,2014-03-17,24280
1172,2014-03-18,24290
1173,2014-03-19,24280
1174,2014-03-20,24350
1175,2014-03-21,24340
1176,2014-03-22,24320
1177,2014-03-23,24310
1178,2014-03-24,24310
1179,2014-03-25,24310
1180,2014-03-26,24370
1181,2014-03-27,24420
1182,2014-03-28,24440
1183,2014-03-29,24520
1184,2014-03-30,24570
1185,2014-03-31,24770
1186,2014-04-01,24850
1187,2014-04-02,24970
1188,2014-04-03,25010
1189,2014-04-04,25080
1190,2014-04-05,25110
1191,2014-04-06,25180
1192,2014-04-07,25310
1193,2014-04-08,25440
1194,2014-04-09,25650
1195,2014-04-10,25800
1196,2014-04-11,25960
1197,2014-04-12,26140
1198,2014-04-13,26280
1199,2014-04-14,26390
1200,2014-04-15,26500
1201,2014-04-16,26600
1202,2014-04-17,26720
1203,2014-04-18,26850
1204,2014-04-19,26920
1205,2014-04-20,27010
1206,2014-04-21,27150
1207,2014-04-22,27190
1208,2014-04-23,27230
1209,2014-04-24,27250
1210,2014-04-25,27410
1211,2014-04-26,27490
1212,2014-04-27,27580
1213,2014-04-28,27620
1214,2014-04-29,27730
1215,2014-04-30,27870
1216,2014-05-01,27930
1217,2014-05-02,27870
1218,2014-05-03,27810
1219,2014-05-04,27740
1220,2014-05-05,27670
1221,2014-05-06,27890
1222,2014-05-07,27930
1223,2014-05-08,28100
1224,2014-05-09,28310
1225,2014-05-10,28510
1226,2014-05-11,28560
1227,2014-05-12,28720
1228,2014-05-13,28880
1229,2014-05-14,29010
1230,2014-05-15,29080
1231,2014-05-16,29070
1232,2014-05-17,28980
1233,2014-05-18,28900
1234,2014-05-19,29430
1235,2014-05-20,30280
1236,2014-05-21,30920
1237,2014-05-22,31550
1238,2014-05-23,31980
1239,2014-05-24,32380
1240,2014-05-25,32840
1241,2014-05-26,33320
1242,2014-05-27,34510
1243,2014-05-28,36300
1244,2014-05-29,37950
1245,2014-05-30,39120
1246,2014-05-31,39810
1247,2014-06-01,40380
1248,2014-06-02,40710
1249,2014-06-03,41380
1250,2014-06-04,42040
1251,2014-06-05,42710
1252,2014-06-06,43140
1253,2014-06-07,43570
1254,2014-06-08,44180
1255,2014-06-09,44530
1256,2014-06-10,45340
1257,2014-06-11,45960
1258,2014-06-12,46570
1259,2014-06-13,46810
1260,2014-06-14,47120
1261,2014-06-15,46970
1262,2014-06-16,47090
1263,2014-06-17,46970
1264,2014-06-18,47040
1265,2014-06-19,46860
1266,2014-06-20,46810
1267,2014-06-21,46680
1268,2014-06-22,46490
1269,2014-06-23,46430
1270,2014-06-24,46560
1271,2014-06-25,46690
1272,2014-06-26,46810
1273,2014-06-27,46780
1274,2014-06-28,46660
1275,2014-06-29,46530
1276,2014-06-30,46460
1277,2014-07-01,46310
1278,2014-07-02,46220
1279,2014-07-03,46120
1280,2014-07-04,45980
1281,2014-07-05,45870
1282,2014-07-06,45810
1283,2014-07-07,45640
1284,2014-07-08,45430
1285,2014-07-09,45260
1286,2014-07-10,45000
1287,2014-07-11,44750
1288,2014-07-12,44570
1289,2014-07-13,44450
1290,2014-07-14,44360
1291,2014-07-15,44230
1292,2014-07-16,44090
1293,2014-07-17,43840
1294,2014-07-18,43730
1295,2014-07-19,43660
1296,2014-07-20,43520
1297,2014-07-21,43410
1298,2014-07-22,43320
1299,2014-07-23,43210
1300,2014-07-24,43370
1301,2014-07-25,43580
1302,2014-07-26,43730
1303,2014-07-27,43870
1304,2014-07-28,44100
1305,2014-07-29,44250
1306,2014-07-30,44470
1307,2014-07-31,44580
1308,2014-08-01,44650
1309,2014-08-02,44640
1310,2014-08-03,44660
1311,2014-08-04,44570
1312,2014-08-05,44550
1313,2014-08-06,44480
1314,2014-08-07,44410
1315,2014-08-08,44390
1316,2014-08-09,44310
1317,2014-08-10,44300
1318,2014-08-11,44360
1319,2014-08-12,44330
1320,2014-08-13,44320
1321,2014-08-14,44240
1322,2014-08-15,44200
1323,2014-08-16,44060
1324,2014-08-17,44030
1325,2014-08-18,44050
1326,2014-08-19,44000
1327,2014-08-20,43960
1328,2014-08-21,43880
1329,2014-08-22,43820
1330,2014-08-23,43700
1331,2014-08-24,43610
1332,2014-08-25,43600
1333,2014-08-26,43520
1334,2014-08-27,43470
1335,2014-08-28,43320
1336,2014-08-29,43320
1337,2014-08-30,43250
1338,2014-08-31,43150
1339,2014-09-01,43190
1340,2014-09-02,43390
1341,2014-09-03,43330
1342,2014-09-04,43230
1343,2014-09-05,43170
1344,2014-09-06,43100
1345,2014-09-07,43020
1346,2014-09-08,42980
1347,2014-09-09,42930
1348,2014-09-10,42990
1349,2014-09-11,42970
1350,2014-09-12,42970
1351,2014-09-13,42860
1352,2014-09-14,42760
1353,2014-09-15,42660
1354,2014-09-16,42540
1355,2014-09-17,42330
1356,2014-09-18,42240
1357,2014-09-19,42220
1358,2014-09-20,42170
1359,2014-09-21,42080
1360,2014-09-22,42000
1361,2014-09-23,42070
1362,2014-09-24,42170
1363,2014-09-25,42190
1364,2014-09-26,42250
1365,2014-09-27,42360
1366,2014-09-28,42440
1367,2014-09-29,42330
1368,2014-09-30,42320
1369,2014-10-01,42290
1370,2014-10-02,42370
1371,2014-10-03,42440
1372,2014-10-04,42370
1373,2014-10-05,42210
1374,2014-10-06,42210
1375,2014-10-07,41910
1376,2014-10-08,41910
1377,2014-10-09,41680
1378,2014-10-10,41410
1379,2014-10-11,41010
1380,2014-10-12,40600
1381,2014-10-13,40440
1382,2014-10-14,40180
1383,2014-10-15,39920
1384,2014-10-16,39720
1385,2014-10-17,39070
1386,2014-10-18,38700
1387,2014-10-19,38380
1388,2014-10-20,38190
1389,2014-10-21,38120
1390,2014-10-22,38050
1391,2014-10-23,37980
1392,2014-10-24,37900
1393,2014-10-25,37820
1394,2014-10-26,37750
1395,2014-10-27,37670
1396,2014-10-28,37600
1397,2014-10-29,37530
1398,2014-10-30,37460
1399,2014-10-31,37810
1400,2014-11-01,38270
1401,2014-11-02,38660
1402,2014-11-03,39260
1403,2014-11-04,39750
1404,2014-11-05,40120
1405,2014-11-06,40700
1406,2014-11-07,41160
1407,2014-11-08,41710
1408,2014-11-09,42190
1409,2014-11-10,42630
1410,2014-11-11,43090
1411,2014-11-12,43760
1412,2014-11-13,44490
1413,2014-11-14,44440
1414,2014-11-15,44280
1415,2014-11-16,44140
1416,2014-11-17,44170
1417,2014-11-18,44090
1418,2014-11-19,44080
1419,2014-11-20,44020
1420,2014-11-21,43750
1421,2014-11-22,43220
1422,2014-11-23,42730
1423,2014-11-24,42160
1424,2014-11-25,41740
1425,2014-11-26,41250
1426,2014-11-27,40640
1427,2014-11-28,40150
1428,2014-11-29,39620
1429,2014-11-30,39100
1430,2014-12-01,38810
1431,2014-12-02,38650
1432,2014-12-03,38390
1433,2014-12-04,37970
1434,2014-12-05,37450
1435,2014-12-06,37010
1436,2014-12-07,36950
1437,2014-12-08,36830
1438,2014-12-09,36740
1439,2014-12-10,36640
1440,2014-12-11,36540
1441,2014-12-12,36490
1442,2014-12-13,36280
1443,2014-12-14,36190
1444,2014-12-15,36170
1445,2014-12-16,36160
1446,2014-12-17,36050
1447,2014-12-18,35990
1448,2014-12-19,35960
1449,2014-12-20,35560
1450,2014-12-21,35120
1451,2014-12-22,35030
1452,2014-12-23,34680
1453,2014-12-24,34340
1454,2014-12-25,33890
1455,2014-12-26,33380
1456,2014-12-27,32830
1457,2014-12-28,32290
1458,2014-12-29,32080
1459,2014-12-30,31890
1460,2014-12-31,31690
1461,2015-01-01,31370
1462,2015-01-02,30990
1463,2015-01-03,30530
1464,2015-01-04,30060
1465,2015-01-05,29710
1466,2015-01-06,29450
1467,2015-01-07,29060
1468,2015-01-08,28870
1469,2015-01-09,28740
1470,2015-01-10,28540
1471,2015-01-11,28360
1472,2015-01-12,27970
1473,2015-01-13,27750
1474,2015-01-14,27510
1475,2015-01-15,27400
1476,2015-01-16,27290
1477,2015-01-17,26980
1478,2015-01-18,26750
1479,2015-01-19,26530
1480,2015-01-20,26340
1481,2015-01-21,26110
1482,2015-01-22,25940
1483,2015-01-23,25720
1484,2015-01-24,25400
1485,2015-01-25,25010
1486,2015-01-26,24910
1487,2015-01-27,24770
1488,2015-01-28,24580
1489,2015-01-29,24450
1490,2015-01-30,24400
1491,2015-01-31,24110
1492,2015-02-01,23790
1493,2015-02-02,23610
1494,2015-02-03,23530
1495,2015-02-04,23410
1496,2015-02-05,23300
1497,2015-02-06,23310
1498,2015-02-07,23520
1499,2015-02-08,23950
1500,2015-02-09,24800
1501,2015-02-10,25070
1502,2015-02-11,25190
1503,2015-02-12,25330
1504,2015-02-13,25520
1505,2015-02-14,25670
1506,2015-02-15,25700
1507,2015-02-16,25890
1508,2015-02-17,25990
1509,2015-02-18,26380
1510,2015-02-19,26610
1511,2015-02-20,26710
1512,2015-02-21,27170
1513,2015-02-22,27670
1514,2015-02-23,28210
1515,2015-02-24,28740
1516,2015-02-25,28600
1517,2015-02-26,28410
1518,2015-02-27,28300
1519,2015-02-28,28260
1520,2015-03-01,28460
1521,2015-03-02,28560
1522,2015-03-03,28670
1523,2015-03-04,28770
1524,2015-03-05,28880
1525,2015-03-06,29000
1526,2015-03-07,29090
1527,2015-03-08,29200
1528,2015-03-09,29320
1529,2015-03-10,29410
1530,2015-03-11,29540
1531,2015-03-12,29640
1532,2015-03-13,29720
1533,2015-03-14,29870
1534,2015-03-15,29990
1535,2015-03-16,30110
1536,2015-03-17,30210
1537,2015-03-18,30290
1538,2015-03-19,30370
1539,2015-03-20,30440
1540,2015-03-21,30530
1541,2015-03-22,30630
1542,2015-03-23,30720
1543,2015-03-24,30820
1544,2015-03-25,30910
1545,2015-03-26,30980
1546,2015-03-27,31080
1547,2015-03-28,31120
1548,2015-03-29,31170
1549,2015-03-30,31240
1550,2015-03-31,31330
1551,2015-04-01,31390
1552,2015-04-02,31460
1553,2015-04-03,31520
1554,2015-04-04,31560
1555,2015-04-05,31640
1556,2015-04-06,31740
1557,2015-04-07,31850
1558,2015-04-08,32010
1559,2015-04-09,32070
1560,2015-04-10,32180
1561,2015-04-11,32260
1562,2015-04-12,32410
1563,2015-04-13,32530
1564,2015-04-14,32660
1565,2015-04-15,32720
1566,2015-04-16,32780
1567,2015-04-17,32850
1568,2015-04-18,32960
1569,2015-04-19,33060
1570,2015-04-20,33160
1571,2015-04-21,33240
1572,2015-04-22,33350
1573,2015-04-23,33430
1574,2015-04-24,33500
1575,2015-04-25,33690
1576,2015-04-26,33790
1577,2015-04-27,33890
1578,2015-04-28,34040
1579,2015-04-29,34180
1580,2015-04-30,34320
1581,2015-05-01,34430
1582,2015-05-02,34520
1583,2015-05-03,34590
1584,2015-05-04,34650
1585,2015-05-05,34730
1586,2015-05-06,34810
1587,2015-05-07,34980
1588,2015-05-08,35080
1589,2015-05-09,35200
1590,2015-05-10,35350
1591,2015-05-11,35470
1592,2015-05-12,35600
1593,2015-05-13,35720
1594,2015-05-14,35800
1595,2015-05-15,36000
1596,2015-05-16,36250
1597,2015-05-17,36540
1598,2015-05-18,36860
1599,2015-05-19,37160
1600,2015-05-20,37410
1601,2015-05-21,37710
1602,2015-05-22,37990
1603,2015-05-23,39370
1604,2015-05-24,40780
1605,2015-05-25,42170
1606,2015-05-26,43570
1607,2015-05-27,44940
1608,2015-05-28,46310
1609,2015-05-29,47680
1610,2015-05-30,49050
1611,2015-05-31,50410
1612,2015-06-01,51780
1613,2015-06-02,53130
1614,2015-06-03,54440
1615,2015-06-04,55720
1616,2015-06-05,56940
1617,2015-06-06,57630
1618,2015-06-07,58350
1619,2015-06-08,58860
1620,2015-06-09,59290
1621,2015-06-10,59650
1622,2015-06-11,59950
1623,2015-06-12,60300
1624,2015-06-13,60610
1625,2015-06-14,60940
1626,2015-06-15,61300
1627,2015-06-16,61620
1628,2015-06-17,61870
1629,2015-06-18,61860
1630,2015-06-19,62000
1631,2015-06-20,62080
1632,2015-06-21,62170
1633,2015-06-22,62280
1634,2015-06-23,62220
1635,2015-06-24,62180
1636,2015-06-25,62280
1637,2015-06-26,62360
1638,2015-06-27,62270
1639,2015-06-28,62190
1640,2015-06-29,62110
1641,2015-06-30,62020
1642,2015-07-01,61770
1643,2015-07-02,61440
1644,2015-07-03,61090
1645,2015-07-04,61000
1646,2015-07-05,60910
1647,2015-07-06,60790
1648,2015-07-07,60700
1649,2015-07-08,60630
1650,2015-07-09,60530
1651,2015-07-10,60440
1652,2015-07-11,60320
1653,2015-07-12,60280
1654,2015-07-13,60170
1655,2015-07-14,60040
1656,2015-07-15,59950
1657,2015-07-16,59850
1658,2015-07-17,59750
1659,2015-07-18,59800
1660,2015-07-19,59860
1661,2015-07-20,59850
1662,2015-07-21,59770
1663,2015-07-22,59680
1664,2015-07-23,59690
1665,2015-07-24,60090
1666,2015-07-25,60390
1667,2015-07-26,60640
1668,2015-07-27,60920
1669,2015-07-28,61350
1670,2015-07-29,61700
1671,2015-07-30,62240
1672,2015-07-31,62700
1673,2015-08-01,63060
1674,2015-08-02,63410
1675,2015-08-03,63820
1676,2015-08-04,63920
1677,2015-08-05,64050
1678,2015-08-06,64100
1679,2015-08-07,64150
1680,2015-08-08,64170
1681,2015-08-09,64170
1682,2015-08-10,64210
1683,2015-08-11,64160
1684,2015-08-12,64110
1685,2015-08-13,64030
1686,2015-08-14,64070
1687,2015-08-15,64110
1688,2015-08-16,64160
1689,2015-08-17,64190
1690,2015-08-18,64230
1691,2015-08-19,64110
1692,2015-08-20,63980
1693,2015-08-21,63850
1694,2015-08-22,63740
1695,2015-08-23,63630
1696,2015-08-24,63470
1697,2015-08-25,63300
1698,2015-08-26,63140
1699,2015-08-27,63080
1700,2015-08-28,62950
1701,2015-08-29,62770
1702,2015-08-30,62640
1703,2015-08-31,62500
1704,2015-09-01,62250
1705,2015-09-02,62030
1706,2015-09-03,61770
1707,2015-09-04,61480
1708,2015-09-05,61240
1709,2015-09-06,61020
1710,2015-09-07,60790
1711,2015-09-08,60660
1712,2015-09-09,60560
1713,2015-09-10,60410
1714,2015-09-11,60450
1715,2015-09-12,60270
1716,2015-09-13,60080
1717,2015-09-14,59900
1718,2015-09-15,59660
1719,2015-09-16,59330
1720,2015-09-17,59000
1721,2015-09-18,58670
1722,2015-09-19,58450
1723,2015-09-20,58270
1724,2015-09-21,58020
1725,2015-09-22,57830
1726,2015-09-23,57540
1727,2015-09-24,57210
1728,2015-09-25,56900
1729,2015-09-26,56570
1730,2015-09-27,56250
1731,2015-09-28,55970
1732,2015-09-29,55650
1733,2015-09-30,55420
1734,2015-10-01,54950
1735,2015-10-02,54250
1736,2015-10-03,53530
1737,2015-10-04,52800
1738,2015-10-05,52160
1739,2015-10-06,51310
1740,2015-10-07,50720
1741,2015-10-08,50080
1742,2015-10-09,49350
1743,2015-10-10,48640
1744,2015-10-11,47930
1745,2015-10-12,47260
1746,2015-10-13,46550
1747,2015-10-14,45820
1748,2015-10-15,45130
1749,2015-10-16,44450
1750,2015-10-17,43790
1751,2015-10-18,43080
1752,2015-10-19,42390
1753,2015-10-20,41680
1754,2015-10-21,41020
1755,2015-10-22,40340
1756,2015-10-23,39610
1757,2015-10-24,38950
1758,2015-10-25,38840
1759,2015-10-26,39030
1760,2015-10-27,39260
1761,2015-10-28,39650
1762,2015-10-29,39860
1763,2015-10-30,40070
1764,2015-10-31,40220
1765,2015-11-01,40380
1766,2015-11-02,40690
1767,2015-11-03,40840
1768,2015-11-04,40980
1769,2015-11-05,41100
1770,2015-11-06,41240
1771,2015-11-07,41380
1772,2015-11-08,41540
1773,2015-11-09,41720
1774,2015-11-10,41830
1775,2015-11-11,41960
1776,2015-11-12,42060
1777,2015-11-13,42100
1778,2015-11-14,42160
1779,2015-11-15,42440
1780,2015-11-16,42560
1781,2015-11-17,42690
1782,2015-11-18,42840
1783,2015-11-19,42980
1784,2015-11-20,43310
1785,2015-11-21,43560
1786,2015-11-22,43840
1787,2015-11-23,44160
1788,2015-11-24,44550
1789,2015-11-25,44960
1790,2015-11-26,45350
1791,2015-11-27,45710
1792,2015-11-28,46130
1793,2015-11-29,46510
1794,2015-11-30,46890
1795,2015-12-01,46820
1796,2015-12-02,46760
1797,2015-12-03,46520
1798,2015-12-04,45980
1799,2015-12-05,45460
1800,2015-12-06,44940
1801,2015-12-07,44410
1802,2015-12-08,43880
1803,2015-12-09,43360
1804,2015-12-10,42890
1805,2015-12-11,42440
1806,2015-12-12,41940
1807,2015-12-13,41510
1808,2015-12-14,41000
1809,2015-12-15,40480
1810,2015-12-16,39970
1811,2015-12-17,39450
1812,2015-12-18,38920
1813,2015-12-19,38430
1814,2015-12-20,37930
1815,2015-12-21,37650
1816,2015-12-22,38000
1817,2015-12-23,38260
1818,2015-12-24,38390
1819,2015-12-25,38410
1820,2015-12-26,38470
1821,2015-12-27,38470
1822,2015-12-28,38340
1823,2015-12-29,37890
1824,2015-12-30,37430
1825,2015-12-31,37580
1826,2016-01-01,37400
1827,2016-01-02,37090
1828,2016-01-03,36790
1829,2016-01-04,36500
1830,2016-01-05,36300
1831,2016-01-06,36060
1832,2016-01-07,35770
1833,2016-01-08,35510
1834,2016-01-09,35160
1835,2016-01-10,34860
1836,2016-01-11,34460
1837,2016-01-12,34150
1838,2016-01-13,33810
1839,2016-01-14,33540
1840,2016-01-15,33280
1841,2016-01-16,33080
1842,2016-01-17,32840
1843,2016-01-18,32670
1844,2016-01-19,32590
1845,2016-01-20,32470
1846,2016-01-21,32240
1847,2016-01-22,32070
1848,2016-01-23,32200
1849,2016-01-24,32130
1850,2016-01-25,31990
1851,2016-01-26,31750
1852,2016-01-27,31560
1853,2016-01-28,31290
1854,2016-01-29,30980
1855,2016-01-30,31760
1856,2016-01-31,32050
1857,2016-02-01,32060
1858,2016-02-02,32120
1859,2016-02-03,32170
1860,2016-02-04,32250
1861,2016-02-05,32190
1862,2016-02-06,32000
1863,2016-02-07,31840
1864,2016-02-08,31760
1865,2016-02-09,31710
1866,2016-02-10,31740
1867,2016-02-11,31800
1868,2016-02-12,31530
1869,2016-02-13,31470
1870,2016-02-14,31580
1871,2016-02-15,31650
1872,2016-02-16,31730
1873,2016-02-17,31810
1874,2016-02-18,32330
1875,2016-02-19,32960
1876,2016-02-20,33310
1877,2016-02-21,33530
1878,2016-02-22,34380
1879,2016-02-23,35230
1880,2016-02-24,36100
1881,2016-02-25,37000
1882,2016-02-26,37910
1883,2016-02-27,38830
1884,2016-02-28,39770
1885,2016-02-29,40650
1886,2016-03-01,41250
1887,2016-03-02,41370
1888,2016-03-03,41510
1889,2016-03-04,41960
1890,2016-03-05,43630
1891,2016-03-06,46260
1892,2016-03-07,47490
1893,2016-03-08,48650
1894,2016-03-09,49930
1895,2016-03-10,51320
1896,2016-03-11,52750
1897,2016-03-12,54040
1898,2016-03-13,55570
1899,2016-03-14,57800
1900,2016-03-15,59630
1901,2016-03-16,61230
1902,2016-03-17,62710
1903,2016-03-18,64100
1904,2016-03-19,65280
1905,2016-03-20,66130
1906,2016-03-21,67280
1907,2016-03-22,67820
1908,2016-03-23,68640
1909,2016-03-24,69240
1910,2016-03-25,69810
1911,2016-03-26,70360
1912,2016-03-27,70890
1913,2016-03-28,71460
1914,2016-03-29,71900
1915,2016-03-30,72280
1916,2016-03-31,72620
1917,2016-04-01,73200
1918,2016-04-02,73730
1919,2016-04-03,74190
1920,2016-04-04,74610
1921,2016-04-05,75250
1922,2016-04-06,75740
1923,2016-04-07,76820
1924,2016-04-08,77790
1925,2016-04-09,79000
1926,2016-04-10,80110
1927,2016-04-11,81090
1928,2016-04-12,81790
1929,2016-04-13,82270
1930,2016-04-14,82690
1931,2016-04-15,82960
1932,2016-04-16,83210
1933,2016-04-17,83460
1934,2016-04-18,83700
1935,2016-04-19,83930
1936,2016-04-20,83980
1937,2016-04-21,84150
1938,2016-04-22,84360
1939,2016-04-23,84410
1940,2016-04-24,84520
1941,2016-04-25,84440
1942,2016-04-26,84150
1943,2016-04-27,83820
1944,2016-04-28,83560
1945,2016-04-29,83350
1946,2016-04-30,82820
1947,2016-05-01,82570
1948,2016-05-02,82300
1949,2016-05-03,82090
1950,2016-05-04,81970
1951,2016-05-05,81820
1952,2016-05-06,81630
1953,2016-05-07,81470
1954,2016-05-08,81220
1955,2016-05-09,81290
1956,2016-05-10,82520
1957,2016-05-11,84410
1958,2016-05-12,86730
1959,2016-05-13,88130
1960,2016-05-14,88410
1961,2016-05-15,88150
1962,2016-05-16,87520
1963,2016-05-17,87280
1964,2016-05-18,87560
1965,2016-05-19,88260
1966,2016-05-20,89110
1967,2016-05-21,88850
1968,2016-05-22,88440
1969,2016-05-23,88710
1970,2016-05-24,89370
1971,2016-05-25,89880
1972,2016-05-26,90270
1973,2016-05-27,90670
1974,2016-05-28,91310
1975,2016-05-29,91950
1976,2016-05-30,92530
1977,2016-05-31,93130
1978,2016-06-01,93770
1979,2016-06-02,94050
1980,2016-06-03,93820
1981,2016-06-04,93340
1982,2016-06-05,93050
1983,2016-06-06,92910
1984,2016-06-07,92970
1985,2016-06-08,93100
1986,2016-06-09,92980
1987,2016-06-10,92630
1988,2016-06-11,92360
1989,2016-06-12,92180
1990,2016-06-13,92210
1991,2016-06-14,92580
1992,2016-06-15,93170
1993,2016-06-16,93620
1994,2016-06-17,93910
1995,2016-06-18,94080
1996,2016-06-19,94140
1997,2016-06-20,94300
1998,2016-06-21,94480
1999,2016-06-22,94720
2000,2016-06-23,95270
2001,2016-06-24,95880
2002,2016-06-25,96170
2003,2016-06-26,96300
2004,2016-06-27,96400
2005,2016-06-28,96440
2006,2016-06-29,96420
2007,2016-06-30,96440
2008,2016-07-01,96420
2009,2016-07-02,96420
2010,2016-07-03,96440
2011,2016-07-04,96450
2012,2016-07-05,96470
2013,2016-07-06,96540
2014,2016-07-07,96330
2015,2016-07-08,95970
2016,2016-07-09,95610
2017,2016-07-10,95090
2018,2016-07-11,94640
2019,2016-07-12,94130
2020,2016-07-13,93530
2021,2016-07-14,92940
2022,2016-07-15,92340
2023,2016-07-16,91710
2024,2016-07-17,91120
2025,2016-07-18,90690
2026,2016-07-19,90100
2027,2016-07-20,89750
2028,2016-07-21,89340
2029,2016-07-22,89250
2030,2016-07-23,89150
2031,2016-07-24,88940
2032,2016-07-25,88810
2033,2016-07-26,88730
2034,2016-07-27,88550
2035,2016-07-28,88370
2036,2016-07-29,88200
2037,2016-07-30,87800
2038,2016-07-31,87350
2039,2016-08-01,87110
2040,2016-08-02,86870
2041,2016-08-03,86600
2042,2016-08-04,86300
2043,2016-08-05,85990
2044,2016-08-06,85590
2045,2016-08-07,85230
2046,2016-08-08,84980
2047,2016-08-09,84720
2048,2016-08-10,83890
2049,2016-08-11,83580
2050,2016-08-12,83300
2051,2016-08-13,82920
2052,2016-08-14,82510
2053,2016-08-15,82250
2054,2016-08-16,82070
2055,2016-08-17,81850
2056,2016-08-18,81750
2057,2016-08-19,82050
2058,2016-08-20,82360
2059,2016-08-21,82710
2060,2016-08-22,83070
2061,2016-08-23,83070
2062,2016-08-24,83120
2063,2016-08-25,82470
2064,2016-08-26,81580
2065,2016-08-27,80670
2066,2016-08-28,79770
2067,2016-08-29,78910
2068,2016-08-30,78040
2069,2016-08-31,77180
2070,2016-09-01,76360
2071,2016-09-02,75480
2072,2016-09-03,74590
2073,2016-09-04,73680
2074,2016-09-05,72810
2075,2016-09-06,71970
2076,2016-09-07,71130
2077,2016-09-08,70250
2078,2016-09-09,69420
2079,2016-09-10,68570
2080,2016-09-11,67670
2081,2016-09-12,66770
2082,2016-09-13,65860
2083,2016-09-14,65210
2084,2016-09-15,64680
2085,2016-09-16,64230
2086,2016-09-17,63730
2087,2016-09-18,63220
2088,2016-09-19,62940
2089,2016-09-20,62490
2090,2016-09-21,62070
2091,2016-09-22,61570
2092,2016-09-23,61090
2093,2016-09-24,60650
2094,2016-09-25,60210
2095,2016-09-26,59850
2096,2016-09-27,59530
2097,2016-09-28,59220
2098,2016-09-29,58830
2099,2016-09-30,58400
2100,2016-10-01,57950
2101,2016-10-02,57450
2102,2016-10-03,56940
2103,2016-10-04,56450
2104,2016-10-05,56060
2105,2016-10-06,55680
2106,2016-10-07,55420
2107,2016-10-08,55150
2108,2016-10-09,54890
2109,2016-10-10,54650
2110,2016-10-11,54270
2111,2016-10-12,53940
2112,2016-10-13,53560
2113,2016-10-14,53250
2114,2016-10-15,52960
2115,2016-10-16,52890
2116,2016-10-17,52920
2117,2016-10-18,52770
2118,2016-10-19,52620
2119,2016-10-20,52400
2120,2016-10-21,52720
2121,2016-10-22,53140
2122,2016-10-23,54160
2123,2016-10-24,55330
2124,2016-10-25,55410
2125,2016-10-26,55280
2126,2016-10-27,55160
2127,2016-10-28,55150
2128,2016-10-29,55060
2129,2016-10-30,55160
2130,2016-10-31,55270
2131,2016-11-01,55320
2132,2016-11-02,55270
2133,2016-11-03,55230
2134,2016-11-04,55150
2135,2016-11-05,55060
2136,2016-11-06,54960
2137,2016-11-07,54860
2138,2016-11-08,54770
2139,2016-11-09,54670
2140,2016-11-10,54570
2141,2016-11-11,54460
2142,2016-11-12,54360
2143,2016-11-13,54260
2144,2016-11-14,54160
2145,2016-11-15,54050
2146,2016-11-16,53950
2147,2016-11-17,53970
2148,2016-11-18,55040
2149,2016-11-19,55770
2150,2016-11-20,56430
2151,2016-11-21,57160
2152,2016-11-22,57980
2153,2016-11-23,58830
2154,2016-11-24,59680
2155,2016-11-25,60530
2156,2016-11-26,61410
2157,2016-11-27,62320
2158,2016-11-28,62070
2159,2016-11-29,61410
2160,2016-11-30,60760
2161,2016-12-01,60100
2162,2016-12-02,59440
2163,2016-12-03,58780
2164,2016-12-04,58130
2165,2016-12-05,57480
2166,2016-12-06,56850
2167,2016-12-07,56130
2168,2016-12-08,55320
2169,2016-12-09,54570
2170,2016-12-10,54600
2171,2016-12-11,54700
2172,2016-12-12,54200
2173,2016-12-13,53600
2174,2016-12-14,52980
2175,2016-12-15,53470
2176,2016-12-16,56320
2177,2016-12-17,57670
2178,2016-12-18,58640
2179,2016-12-19,59500
2180,2016-12-20,60250
2181,2016-12-21,61000
2182,2016-12-22,61670
2183,2016-12-23,62370
2184,2016-12-24,62990
2185,2016-12-25,63590
2186,2016-12-26,64170
2187,2016-12-27,64710
2188,2016-12-28,65390
2189,2016-12-29,65950
2190,2016-12-30,66710
2191,2016-12-31,67450
2192,2017-01-01,68200
2193,2017-01-02,68940
2194,2017-01-03,69620
2195,2017-01-04,70940
2196,2017-01-05,72120
2197,2017-01-06,72770
2198,2017-01-07,74560
2199,2017-01-08,81420
2200,2017-01-09,79660
2201,2017-01-10,79250
2202,2017-01-11,79100
2203,2017-01-12,78860
2204,2017-01-13,78720
2205,2017-01-14,78650
2206,2017-01-15,78600
2207,2017-01-16,78550
2208,2017-01-17,78510
2209,2017-01-18,78550
