,datetime,DIABLO_RESERVOIR_NEAR_NEWHALEM__WA.
979,2013-09-06,1200.5
980,2013-09-07,1200.95
981,2013-09-08,1200.51
982,2013-09-09,1200.63
983,2013-09-10,1201.14
984,2013-09-11,1202.41
985,2013-09-12,1201.47
986,2013-09-13,1201.74
987,2013-09-14,1201.1
988,2013-09-15,1201.34
989,2013-09-16,1200.95
990,2013-09-17,1201.16
991,2013-09-18,1201.27
992,2013-09-19,1200.67
993,2013-09-20,1200.59
994,2013-09-21,1200.47
995,2013-09-22,1200.67
996,2013-09-23,1201.56
997,2013-09-24,1200.92
998,2013-09-25,1200.64
999,2013-09-26,1200.95
1000,2013-09-27,1200.46
1001,2013-09-28,1202.18
1002,2013-09-29,1202.28
1003,2013-09-30,1201.26
1004,2013-10-01,1201.23
1005,2013-10-02,1201.94
1006,2013-10-03,1202.27
1007,2013-10-04,1202.3
1008,2013-10-05,1202.15
1009,2013-10-06,1201.86
1010,2013-10-07,1201.67
1011,2013-10-08,1201.64
1012,2013-10-09,1201.41
1013,2013-10-10,1201.41
1014,2013-10-11,1202.25
1015,2013-10-12,1202.78
1016,2013-10-13,1202.31
1017,2013-10-14,1201.16
1018,2013-10-15,1200.96
1019,2013-10-16,1204.15
1020,2013-10-17,1199.66
1021,2013-10-18,1200.7
1022,2013-10-19,1200.72
1023,2013-10-20,1200.5
1024,2013-10-21,1200.8
1025,2013-10-22,1200.86
1026,2013-10-23,1200.75
1027,2013-10-24,1201.22
1028,2013-10-25,1202.02
1029,2013-10-26,1201.93
1030,2013-10-27,1201.25
1031,2013-10-28,1201.26
1032,2013-10-29,1201.24
1033,2013-10-30,1200.62
1034,2013-10-31,1201.4
1035,2013-11-01,1201.04
1036,2013-11-02,1201.01
1037,2013-11-03,1201.54
1038,2013-11-04,1200.46
1039,2013-11-05,1200.91
1040,2013-11-06,1201.07
1041,2013-11-07,1201.46
1042,2013-11-08,1200.77
1043,2013-11-09,1200.37
1044,2013-11-10,1201.72
1045,2013-11-11,1201.43
1046,2013-11-12,1200.56
1047,2013-11-13,1200.77
1048,2013-11-14,1201.82
1049,2013-11-15,1201.34
1050,2013-11-16,1201.31
1051,2013-11-17,1201.01
1052,2013-11-18,1199.74
1053,2013-11-19,1200.27
1054,2013-11-20,1201.4
1055,2013-11-21,1201.74
1056,2013-11-22,1201.0
1057,2013-11-23,1201.06
1058,2013-11-24,1200.81
1059,2013-11-25,1201.27
1060,2013-11-26,1200.29
1061,2013-11-27,1200.43
1062,2013-11-28,1201.16
1063,2013-11-29,1201.31
1064,2013-11-30,1201.33
1065,2013-12-01,1201.46
1066,2013-12-02,1200.89
1067,2013-12-03,1202.15
1068,2013-12-04,1200.98
1069,2013-12-05,1201.42
1070,2013-12-06,1201.4
1071,2013-12-07,1201.73
1072,2013-12-08,1201.96
1073,2013-12-09,1202.15
1074,2013-12-10,1201.87
1075,2013-12-11,1202.31
1076,2013-12-12,1201.47
1077,2013-12-13,1200.41
1078,2013-12-14,1201.22
1079,2013-12-15,1200.99
1080,2013-12-16,1200.89
1081,2013-12-17,1200.4
1082,2013-12-18,1200.87
1083,2013-12-19,1201.35
1084,2013-12-20,1201.75
1085,2013-12-21,1201.37
1086,2013-12-22,1201.08
1087,2013-12-23,1200.55
1088,2013-12-24,1200.54
1089,2013-12-25,1200.6
1090,2013-12-26,1201.11
1091,2013-12-27,1200.82
1092,2013-12-28,1201.34
1093,2013-12-29,1201.54
1094,2013-12-30,1201.6
1095,2013-12-31,1201.03
1096,2014-01-01,1201.19
1097,2014-01-02,1200.48
1098,2014-01-03,1201.34
1099,2014-01-04,1201.59
1100,2014-01-05,1201.48
1101,2014-01-06,1201.46
1102,2014-01-07,1202.21
1103,2014-01-08,1202.08
1104,2014-01-09,1201.73
1105,2014-01-10,1200.65
1106,2014-01-11,1201.36
1107,2014-01-12,1200.36
1108,2014-01-13,1201.53
1109,2014-01-14,1200.85
1110,2014-01-15,1200.59
1111,2014-01-16,1201.19
1112,2014-01-17,1201.6
1113,2014-01-18,1201.83
1114,2014-01-19,1201.82
1115,2014-01-20,1201.91
1116,2014-01-21,1201.17
1117,2014-01-22,1201.29
1118,2014-01-23,1201.53
1119,2014-01-24,1200.49
1120,2014-01-25,1200.85
1121,2014-01-26,1201.36
1122,2014-01-27,1201.81
1123,2014-01-28,1201.37
1124,2014-01-29,1201.39
1125,2014-01-30,1201.48
1126,2014-01-31,1200.7
1127,2014-02-01,1201.36
1128,2014-02-02,1201.16
1129,2014-02-03,1201.01
1130,2014-02-04,1200.98
1131,2014-02-05,1201.09
1132,2014-02-06,1201.58
1133,2014-02-07,1200.77
1134,2014-02-08,1201.46
1135,2014-02-09,1200.87
1136,2014-02-10,1200.11
1137,2014-02-11,1201.98
1138,2014-02-12,1201.16
1139,2014-02-13,1201.31
1140,2014-02-14,1201.45
1141,2014-02-15,1202.34
1142,2014-02-16,1201.44
1143,2014-02-17,1200.77
1144,2014-02-18,1200.79
1145,2014-02-19,1202.07
1146,2014-02-20,1200.99
1147,2014-02-21,1200.93
1148,2014-02-22,1202.12
1149,2014-02-23,1201.59
1150,2014-02-24,1201.77
1151,2014-02-25,1200.73
1152,2014-02-26,1200.55
1153,2014-02-27,1200.06
1154,2014-02-28,1200.66
1155,2014-03-01,1200.96
1156,2014-03-02,1201.11
1157,2014-03-03,1200.57
1158,2014-03-04,1200.75
1159,2014-03-05,1200.52
1160,2014-03-06,1200.58
1161,2014-03-07,1200.06
1162,2014-03-08,1200.15
1163,2014-03-09,1201.32
1164,2014-03-10,1199.34
1165,2014-03-11,1200.26
1166,2014-03-12,1200.38
1167,2014-03-13,1201.25
1168,2014-03-14,1200.2
1169,2014-03-15,1200.35
1170,2014-03-16,1200.74
1171,2014-03-17,1201.43
1172,2014-03-18,1202.39
1173,2014-03-19,1201.21
1174,2014-03-20,1200.41
1175,2014-03-21,1201.16
1176,2014-03-22,1201.27
1177,2014-03-23,1200.53
1178,2014-03-24,1200.42
1179,2014-03-25,1200.65
1180,2014-03-26,1201.52
1181,2014-03-27,1200.98
1182,2014-03-28,1200.99
1183,2014-03-29,1201.15
1184,2014-03-30,1200.75
1185,2014-03-31,1199.37
1186,2014-04-01,1199.16
1187,2014-04-02,1200.31
1188,2014-04-03,1201.27
1189,2014-04-04,1200.9
1190,2014-04-05,1200.98
1191,2014-04-06,1200.09
1192,2014-04-07,1200.35
1193,2014-04-08,1201.95
1194,2014-04-09,1201.13
1195,2014-04-10,1200.67
1196,2014-04-11,1201.16
1197,2014-04-12,1199.88
1198,2014-04-13,1200.53
1199,2014-04-14,1200.47
1200,2014-04-15,1201.0
1201,2014-04-16,1202.26
1202,2014-04-17,1201.81
1203,2014-04-18,1202.16
1204,2014-04-19,1202.14
1205,2014-04-20,1201.71
1206,2014-04-21,1201.48
1207,2014-04-22,1201.1
1208,2014-04-23,1201.32
1209,2014-04-24,1200.64
1210,2014-04-25,1200.83
1211,2014-04-26,1199.97
1212,2014-04-27,1200.88
1213,2014-04-28,1200.88
1214,2014-04-29,1200.26
1215,2014-04-30,1202.36
1216,2014-05-01,1202.85
1217,2014-05-02,1201.39
1218,2014-05-03,1201.81
1219,2014-05-04,1200.42
1220,2014-05-05,1199.75
1221,2014-05-06,1200.89
1222,2014-05-07,1201.01
1223,2014-05-08,1201.05
1224,2014-05-09,1200.88
1225,2014-05-10,1200.11
1226,2014-05-11,1200.39
1227,2014-05-12,1201.51
1228,2014-05-13,1201.8
1229,2014-05-14,1202.2
1230,2014-05-15,1202.04
1231,2014-05-16,1200.82
1232,2014-05-17,1200.92
1233,2014-05-18,1200.89
1234,2014-05-19,1201.64
1235,2014-05-20,1201.73
1236,2014-05-21,1202.02
1237,2014-05-22,1202.15
1238,2014-05-23,1201.33
1239,2014-05-24,1201.08
1240,2014-05-25,1201.82
1241,2014-05-26,1201.57
1242,2014-05-27,1200.88
1243,2014-05-28,1200.17
1244,2014-05-29,1200.91
1245,2014-05-30,1201.11
1246,2014-05-31,1199.9
1247,2014-06-01,1200.52
1248,2014-06-02,1201.46
1249,2014-06-03,1201.35
1250,2014-06-04,1200.88
1251,2014-06-05,1201.73
1252,2014-06-06,1201.64
1253,2014-06-07,1201.62
1254,2014-06-08,1202.09
1255,2014-06-09,1201.54
1256,2014-06-10,1200.5
1257,2014-06-11,1200.96
1258,2014-06-12,1200.98
1259,2014-06-13,1201.93
1260,2014-06-14,1200.46
1261,2014-06-15,1200.92
1262,2014-06-16,1202.96
1263,2014-06-17,1203.39
1264,2014-06-18,1202.8
1265,2014-06-19,1202.79
1266,2014-06-20,1202.93
1267,2014-06-21,1202.64
1268,2014-06-22,1202.58
1269,2014-06-23,1203.23
1270,2014-06-24,1204.1
1271,2014-06-25,1202.7
1272,2014-06-26,1203.44
1273,2014-06-27,1203.01
1274,2014-06-28,1203.37
1275,2014-06-29,1203.43
1276,2014-06-30,1202.52
1277,2014-07-01,1201.85
1278,2014-07-02,1202.03
1279,2014-07-03,1201.31
1280,2014-07-04,1200.9
1281,2014-07-05,1200.76
1282,2014-07-06,1201.88
1283,2014-07-07,1203.33
1284,2014-07-08,1203.09
1285,2014-07-09,1201.97
1286,2014-07-10,1201.62
1287,2014-07-11,1201.62
1288,2014-07-12,1203.02
1289,2014-07-13,1202.63
1290,2014-07-14,1203.56
1291,2014-07-15,1204.02
1292,2014-07-16,1201.83
1293,2014-07-17,1201.16
1294,2014-07-18,1201.13
1295,2014-07-19,1202.92
1296,2014-07-20,1201.18
1297,2014-07-21,1201.33
1298,2014-07-22,1201.21
1299,2014-07-23,1200.6
1300,2014-07-24,1201.56
1301,2014-07-25,1200.32
1302,2014-07-26,1200.91
1303,2014-07-27,1201.31
1304,2014-07-28,1201.62
1305,2014-07-29,1202.56
1306,2014-07-30,1203.18
1307,2014-07-31,1202.31
1308,2014-08-01,1202.71
1309,2014-08-02,1202.32
1310,2014-08-03,1200.94
1311,2014-08-04,1201.3
1312,2014-08-05,1203.66
1313,2014-08-06,1204.03
1314,2014-08-07,1203.12
1315,2014-08-08,1202.33
1316,2014-08-09,1201.42
1317,2014-08-10,1202.5
1318,2014-08-11,1203.22
1319,2014-08-12,1202.78
1320,2014-08-13,1202.58
1321,2014-08-14,1201.44
1322,2014-08-15,1202.16
1323,2014-08-16,1202.03
1324,2014-08-17,1201.85
1325,2014-08-18,1203.7
1326,2014-08-19,1203.05
1327,2014-08-20,1202.07
1328,2014-08-21,1202.19
1329,2014-08-22,1202.29
1330,2014-08-23,1201.48
1331,2014-08-24,1201.19
1332,2014-08-25,1201.77
1333,2014-08-26,1202.36
1334,2014-08-27,1203.34
1335,2014-08-28,1202.97
1336,2014-08-29,1201.23
1337,2014-08-30,1201.89
1338,2014-08-31,1201.28
1339,2014-09-01,1201.38
1340,2014-09-02,1201.8
1341,2014-09-03,1202.55
1342,2014-09-04,1202.07
1343,2014-09-05,1203.34
1344,2014-09-06,1201.86
1345,2014-09-07,1202.29
1346,2014-09-08,1202.14
1347,2014-09-09,1202.16
1348,2014-09-10,1201.91
1349,2014-09-11,1202.62
1350,2014-09-12,1202.86
1351,2014-09-13,1201.93
1352,2014-09-14,1202.57
1353,2014-09-15,1201.72
1354,2014-09-16,1199.16
1355,2014-09-17,1201.72
1356,2014-09-18,1202.7
1357,2014-09-19,1203.01
1358,2014-09-20,1202.34
1359,2014-09-21,1202.69
1360,2014-09-22,1202.04
1361,2014-09-23,1202.26
1362,2014-09-24,1201.9
1363,2014-09-25,1202.69
1364,2014-09-26,1202.65
1365,2014-09-27,1201.44
1366,2014-09-28,1202.43
1367,2014-09-29,1201.66
1368,2014-09-30,1201.9
1369,2014-10-01,1201.91
1370,2014-10-02,1201.6
1371,2014-10-03,1202.25
1372,2014-10-04,1202.36
1373,2014-10-05,1202.51
1374,2014-10-06,1201.0900000000001
1375,2014-10-07,1199.67
1376,2014-10-08,1198.33
1377,2014-10-09,1198.41
1378,2014-10-10,1198.67
1379,2014-10-11,1198.58
1380,2014-10-12,1198.35
1381,2014-10-13,1198.56
1382,2014-10-14,1200.72
1383,2014-10-15,1201.32
1384,2014-10-16,1201.26
1385,2014-10-17,1202.06
1386,2014-10-18,1201.12
1387,2014-10-19,1201.24
1388,2014-10-20,1201.77
1389,2014-10-21,1200.68
1390,2014-10-22,1200.75
1391,2014-10-23,1200.36
1392,2014-10-24,1200.67
1393,2014-10-25,1200.25
1394,2014-10-26,1200.12
1395,2014-10-27,1200.32
1396,2014-10-28,1200.94
1397,2014-10-29,1200.34
1398,2014-10-30,1201.54
1399,2014-10-31,1201.4
1400,2014-11-01,1201.26
1401,2014-11-02,1200.05
1402,2014-11-03,1200.38
1403,2014-11-04,1203.4
1404,2014-11-05,1200.11
1405,2014-11-06,1200.97
1406,2014-11-07,1200.69
1407,2014-11-08,1200.78
1408,2014-11-09,1200.29
1409,2014-11-10,1200.95
1410,2014-11-11,1200.37
1411,2014-11-12,1202.18
1412,2014-11-13,1199.91
1413,2014-11-14,1200.67
1414,2014-11-15,1200.18
1415,2014-11-16,1200.58
1416,2014-11-17,1200.65
1417,2014-11-18,1201.41
1418,2014-11-19,1200.02
1419,2014-11-20,1200.97
1420,2014-11-21,1200.6
1421,2014-11-22,1201.55
1422,2014-11-23,1201.02
1423,2014-11-24,1201.18
1424,2014-11-25,1200.2
1425,2014-11-26,1201.21
1426,2014-11-27,1204.01
1427,2014-11-28,1202.65
1428,2014-11-29,1203.59
1429,2014-11-30,1203.14
1430,2014-12-01,1202.88
1431,2014-12-02,1202.47
1432,2014-12-03,1200.81
1433,2014-12-04,1200.74
1434,2014-12-05,1201.7
1435,2014-12-06,1201.34
1436,2014-12-07,1201.39
1437,2014-12-08,1199.89
1438,2014-12-09,1201.93
1439,2014-12-10,1201.03
1440,2014-12-11,1200.07
1441,2014-12-12,1200.31
1442,2014-12-13,1200.78
1443,2014-12-14,1200.45
1444,2014-12-15,1200.23
1445,2014-12-16,1200.92
1446,2014-12-17,1200.27
1447,2014-12-18,1200.7
1448,2014-12-19,1200.22
1449,2014-12-20,1200.48
1450,2014-12-21,1200.16
1451,2014-12-22,1200.79
1452,2014-12-23,1201.57
1453,2014-12-24,1200.55
1454,2014-12-25,1200.44
1455,2014-12-26,1201.3
1456,2014-12-27,1201.34
1457,2014-12-28,1201.14
1458,2014-12-29,1200.71
1459,2014-12-30,1201.06
1460,2014-12-31,1200.99
1461,2015-01-01,1201.07
1462,2015-01-02,1203.36
1463,2015-01-03,1202.4
1464,2015-01-04,1201.86
1465,2015-01-05,1202.46
1466,2015-01-06,1202.34
1467,2015-01-07,1200.86
1468,2015-01-08,1201.57
1469,2015-01-09,1201.86
1470,2015-01-10,1202.38
1471,2015-01-11,1203.01
1472,2015-01-12,1202.01
1473,2015-01-13,1201.22
1474,2015-01-14,1202.47
1475,2015-01-15,1203.16
1476,2015-01-16,1201.44
1477,2015-01-17,1201.07
1478,2015-01-18,1201.22
1479,2015-01-19,1200.95
1480,2015-01-20,1202.03
1481,2015-01-21,1202.24
1482,2015-01-22,1202.09
1483,2015-01-23,1203.12
1484,2015-01-24,1202.32
1485,2015-01-25,1200.98
1486,2015-01-26,1201.33
1487,2015-01-27,1201.7
1488,2015-01-28,1202.48
1489,2015-01-29,1201.77
1490,2015-01-30,1202.56
1491,2015-01-31,1202.38
1492,2015-02-01,1201.48
1493,2015-02-02,1200.91
1494,2015-02-03,1201.37
1495,2015-02-04,1201.63
1496,2015-02-05,1199.97
1497,2015-02-06,1203.42
1498,2015-02-07,1201.37
1499,2015-02-08,1200.3
1500,2015-02-09,1200.86
1501,2015-02-10,1200.19
1502,2015-02-11,1201.43
1503,2015-02-12,1200.41
1504,2015-02-13,1201.21
1505,2015-02-14,1201.32
1506,2015-02-15,1200.13
1507,2015-02-16,1202.25
1508,2015-02-17,1203.72
1509,2015-02-18,1203.53
1510,2015-02-19,1202.43
1511,2015-02-20,1200.45
1512,2015-02-21,1200.52
1513,2015-02-22,1202.07
1514,2015-02-23,1200.15
1515,2015-02-24,1201.72
1516,2015-02-25,1201.86
1517,2015-02-26,1201.94
1518,2015-02-27,1201.41
1519,2015-02-28,1202.35
1520,2015-03-01,1202.78
1521,2015-03-02,1201.54
1522,2015-03-03,1201.61
1523,2015-03-04,1201.46
1524,2015-03-05,1200.99
1525,2015-03-06,1202.09
1526,2015-03-07,1202.48
1527,2015-03-08,1202.09
1528,2015-03-09,1201.19
1529,2015-03-10,1200.77
1530,2015-03-11,1202.17
1531,2015-03-12,1201.32
1532,2015-03-13,1202.76
1533,2015-03-14,1202.31
1534,2015-03-15,1199.63
1535,2015-03-16,1202.07
1536,2015-03-17,1201.09
1537,2015-03-18,1201.2
1538,2015-03-19,1202.4
1539,2015-03-20,1202.63
1540,2015-03-21,1201.11
1541,2015-03-22,1202.51
1542,2015-03-23,1202.48
1543,2015-03-24,1201.53
1544,2015-03-25,1200.69
1545,2015-03-26,1201.18
1546,2015-03-27,1201.31
1547,2015-03-28,1201.35
1548,2015-03-29,1201.72
1549,2015-03-30,1202.27
1550,2015-03-31,1202.84
1551,2015-04-01,1201.55
1552,2015-04-02,1200.25
1553,2015-04-03,1202.08
1554,2015-04-04,1202.37
1555,2015-04-05,1201.1
1556,2015-04-06,1201.28
1557,2015-04-07,1201.76
1558,2015-04-08,1201.29
1559,2015-04-09,1201.24
1560,2015-04-10,1202.94
1561,2015-04-11,1202.11
1562,2015-04-12,1201.95
1563,2015-04-13,1202.83
1564,2015-04-14,1202.73
1565,2015-04-15,1202.8
1566,2015-04-16,1201.52
1567,2015-04-17,1201.8
1568,2015-04-18,1202.38
1569,2015-04-19,1202.8
1570,2015-04-20,1202.76
1571,2015-04-21,1202.43
1572,2015-04-22,1202.25
1573,2015-04-23,1202.39
1574,2015-04-24,1202.39
1575,2015-04-25,1201.08
1576,2015-04-26,1201.5
1577,2015-04-27,1201.52
1578,2015-04-28,1202.84
1579,2015-04-29,1202.36
1580,2015-04-30,1201.71
1581,2015-05-01,1202.49
1582,2015-05-02,1202.33
1583,2015-05-03,1202.58
1584,2015-05-04,1201.95
1585,2015-05-05,1202.64
1586,2015-05-06,1202.35
1587,2015-05-07,1201.75
1588,2015-05-08,1200.55
1589,2015-05-09,1200.72
1590,2015-05-10,1202.33
1591,2015-05-11,1202.4
1592,2015-05-12,1200.47
1593,2015-05-13,1201.34
1594,2015-05-14,1201.14
1595,2015-05-15,1201.07
1596,2015-05-16,1200.89
1597,2015-05-17,1201.71
1598,2015-05-18,1202.57
1599,2015-05-19,1202.59
1600,2015-05-20,1203.18
1601,2015-05-21,1202.63
1602,2015-05-22,1201.48
1603,2015-05-23,1199.41
1604,2015-05-24,1197.12
1605,2015-05-25,1196.77
1606,2015-05-26,1196.8
1607,2015-05-27,1196.73
1608,2015-05-28,1196.89
1609,2015-05-29,1197.2
1610,2015-05-30,1197.13
1611,2015-05-31,1196.78
1612,2015-06-01,1197.2
1613,2015-06-02,1196.8
1614,2015-06-03,1196.91
1615,2015-06-04,1197.24
1616,2015-06-05,1196.94
1617,2015-06-06,1197.09
1618,2015-06-07,1197.03
1619,2015-06-08,1197.46
1620,2015-06-09,1197.5
1621,2015-06-10,1197.1
1622,2015-06-11,1197.38
1623,2015-06-12,1196.71
1624,2015-06-13,1196.95
1625,2015-06-14,1199.14
1626,2015-06-15,1200.94
1627,2015-06-16,1201.52
1628,2015-06-17,1202.53
1629,2015-06-18,1201.84
1630,2015-06-19,1201.42
1631,2015-06-20,1202.41
1632,2015-06-21,1201.32
1633,2015-06-22,1202.67
1634,2015-06-23,1202.97
1635,2015-06-24,1201.91
1636,2015-06-25,1201.42
1637,2015-06-26,1202.39
1638,2015-06-27,1202.48
1639,2015-06-28,1201.6
1640,2015-06-29,1203.23
1641,2015-06-30,1202.56
1642,2015-07-01,1201.47
1643,2015-07-02,1200.99
1644,2015-07-03,1201.23
1645,2015-07-04,1201.64
1646,2015-07-05,1201.98
1647,2015-07-06,1202.43
1648,2015-07-07,1202.07
1649,2015-07-08,1202.23
1650,2015-07-09,1202.69
1651,2015-07-10,1201.88
1652,2015-07-11,1200.78
1653,2015-07-12,1201.02
1654,2015-07-13,1201.28
1655,2015-07-14,1200.93
1656,2015-07-15,1201.7
1657,2015-07-16,1201.6
1658,2015-07-17,1201.62
1659,2015-07-18,1201.77
1660,2015-07-19,1203.27
1661,2015-07-20,1201.86
1662,2015-07-21,1199.58
1663,2015-07-22,1202.01
1664,2015-07-23,1201.28
1665,2015-07-24,1201.81
1666,2015-07-25,1202.08
1667,2015-07-26,1201.21
1668,2015-07-27,1200.74
1669,2015-07-28,1201.63
1670,2015-07-29,1202.62
1671,2015-07-30,1203.43
1672,2015-07-31,1202.41
1673,2015-08-01,1202.4
1674,2015-08-02,1202.35
1675,2015-08-03,1202.39
1676,2015-08-04,1201.52
1677,2015-08-05,1201.81
1678,2015-08-06,1202.95
1679,2015-08-07,1202.24
1680,2015-08-08,1202.19
1681,2015-08-09,1202.55
1682,2015-08-10,1202.76
1683,2015-08-11,1202.96
1684,2015-08-12,1202.57
1685,2015-08-13,1202.41
1686,2015-08-14,1202.94
1687,2015-08-15,1202.52
1688,2015-08-16,1201.08
1689,2015-08-17,1200.83
1690,2015-08-18,1201.17
1691,2015-08-19,1200.16
1692,2015-08-20,1199.2
1693,2015-08-21,1199.39
1694,2015-08-22,1199.64
1695,2015-08-23,1200.11
1696,2015-08-24,1200.53
1697,2015-08-25,1200.7
1698,2015-08-26,1200.9
1699,2015-08-27,1201.23
1700,2015-08-28,1201.52
1701,2015-08-29,1202.9
1702,2015-08-30,1202.33
1703,2015-08-31,1202.28
1704,2015-09-01,1202.55
1705,2015-09-02,1201.23
1706,2015-09-03,1200.48
1707,2015-09-04,1200.32
1708,2015-09-05,1200.95
1709,2015-09-06,1201.69
1710,2015-09-07,1202.53
1711,2015-09-08,1201.81
1712,2015-09-09,1201.25
1713,2015-09-10,1201.56
1714,2015-09-11,1202.31
1715,2015-09-12,1201.47
1716,2015-09-13,1201.68
1717,2015-09-14,1200.57
1718,2015-09-15,1200.82
1719,2015-09-16,1201.94
1720,2015-09-17,1200.45
1721,2015-09-18,1200.26
1722,2015-09-19,1200.52
1723,2015-09-20,1202.26
1724,2015-09-21,1200.99
1725,2015-09-22,1199.52
1726,2015-09-23,1199.08
1727,2015-09-24,1198.4
1728,2015-09-25,1197.61
1729,2015-09-26,1196.59
1730,2015-09-27,1194.98
1731,2015-09-28,1194.73
1732,2015-09-29,1195.04
1733,2015-09-30,1195.04
1734,2015-10-01,1194.96
1735,2015-10-02,1194.6
1736,2015-10-03,1194.32
1737,2015-10-04,1194.38
1738,2015-10-05,1194.53
1739,2015-10-06,1194.55
1740,2015-10-07,1194.66
1741,2015-10-08,1194.47
1742,2015-10-09,1194.57
1743,2015-10-10,1195.24
1744,2015-10-11,1194.3
1745,2015-10-12,1194.41
1746,2015-10-13,1194.33
1747,2015-10-14,1194.42
1748,2015-10-15,1194.49
1749,2015-10-16,1195.78
1750,2015-10-17,1198.74
1751,2015-10-18,1199.82
1752,2015-10-19,1199.94
1753,2015-10-20,1197.95
1754,2015-10-21,1194.27
1755,2015-10-22,1194.52
1756,2015-10-23,1194.47
1757,2015-10-24,1194.36
1758,2015-10-25,1194.36
1759,2015-10-26,1194.28
1760,2015-10-27,1194.38
1761,2015-10-28,1194.79
1762,2015-10-29,1195.03
1763,2015-10-30,1197.52
1764,2015-10-31,1202.09
1765,2015-11-01,1200.29
1766,2015-11-02,1203.68
1767,2015-11-03,1201.87
1768,2015-11-04,1198.96
1769,2015-11-05,1198.85
1770,2015-11-06,1198.66
1771,2015-11-07,1199.05
1772,2015-11-08,1198.36
1773,2015-11-09,1197.63
1774,2015-11-10,1198.26
1775,2015-11-11,1198.11
1776,2015-11-12,1195.38
1777,2015-11-13,1200.08
1778,2015-11-14,1199.06
1779,2015-11-15,1198.72
1780,2015-11-16,1196.14
1781,2015-11-17,1198.34
1782,2015-11-18,1199.47
1783,2015-11-19,1199.22
1784,2015-11-20,1199.41
1785,2015-11-21,1198.72
1786,2015-11-22,1198.32
1787,2015-11-23,1198.43
1788,2015-11-24,1198.36
1789,2015-11-25,1198.27
1790,2015-11-26,1198.68
1791,2015-11-27,1198.73
1792,2015-11-28,1199.34
1793,2015-11-29,1201.09
1794,2015-11-30,1204.1
1795,2015-12-01,1202.01
1796,2015-12-02,1200.78
1797,2015-12-03,1200.99
1798,2015-12-04,1201.62
1799,2015-12-05,1201.63
1800,2015-12-06,1201.52
1801,2015-12-07,1200.42
1802,2015-12-08,1202.48
1803,2015-12-09,1202.17
1804,2015-12-10,1200.56
1805,2015-12-11,1200.07
1806,2015-12-12,1199.15
1807,2015-12-13,1199.39
1808,2015-12-14,1199.95
1809,2015-12-15,1200.69
1810,2015-12-16,1201.02
1811,2015-12-17,1201.17
1812,2015-12-18,1200.37
1813,2015-12-19,1200.27
1814,2015-12-20,1200.82
1815,2015-12-21,1201.42
1816,2015-12-22,1200.62
1817,2015-12-23,1201.06
1818,2015-12-24,1200.39
1819,2015-12-25,1199.86
1820,2015-12-26,1200.77
1821,2015-12-27,1201.08
1822,2015-12-28,1199.54
1823,2015-12-29,1198.42
1824,2015-12-30,1199.01
1825,2015-12-31,1199.25
1826,2016-01-01,1201.48
1827,2016-01-02,1201.64
1828,2016-01-03,1200.74
1829,2016-01-04,1201.16
1830,2016-01-05,1201.64
1831,2016-01-06,1201.72
1832,2016-01-07,1201.68
1833,2016-01-08,1201.7
1834,2016-01-09,1201.05
1835,2016-01-10,1201.01
1836,2016-01-11,1201.94
1837,2016-01-12,1204.4
1838,2016-01-13,1203.08
1839,2016-01-14,1203.13
1840,2016-01-15,1200.89
1841,2016-01-16,1202.24
1842,2016-01-17,1200.87
1843,2016-01-18,1200.75
1844,2016-01-19,1202.76
1845,2016-01-20,1201.78
1846,2016-01-21,1200.39
1847,2016-01-22,1201.17
1848,2016-01-23,1200.82
1849,2016-01-24,1200.9
1850,2016-01-25,1203.15
1851,2016-01-26,1201.65
1852,2016-01-27,1202.0
1853,2016-01-28,1202.93
1854,2016-01-29,1200.65
1855,2016-01-30,1200.61
1856,2016-01-31,1201.58
1857,2016-02-01,1201.58
1858,2016-02-02,1201.75
1859,2016-02-03,1201.87
1860,2016-02-04,1202.51
1861,2016-02-05,1200.61
1862,2016-02-06,1200.8
1863,2016-02-07,1201.08
1864,2016-02-08,1200.6
1865,2016-02-09,1199.94
1866,2016-02-10,1200.56
1867,2016-02-11,1201.01
1868,2016-02-12,1202.65
1869,2016-02-13,1201.34
1870,2016-02-14,1200.71
1871,2016-02-15,1201.38
1872,2016-02-16,1202.19
1873,2016-02-17,1200.34
1874,2016-02-18,1201.4
1875,2016-02-19,1200.17
1876,2016-02-20,1200.52
1877,2016-02-21,1200.34
1878,2016-02-22,1200.04
1879,2016-02-23,1201.24
1880,2016-02-24,1201.22
1881,2016-02-25,1200.94
1882,2016-02-26,1201.46
1883,2016-02-27,1201.71
1884,2016-02-28,1202.11
1885,2016-02-29,1201.17
1886,2016-03-01,1201.05
1887,2016-03-02,1201.07
1888,2016-03-03,1202.39
1889,2016-03-04,1203.58
1890,2016-03-05,1202.57
1891,2016-03-06,1202.16
1892,2016-03-07,1201.82
1893,2016-03-08,1201.02
1894,2016-03-09,1200.71
1895,2016-03-10,1200.42
1896,2016-03-11,1201.17
1897,2016-03-12,1201.18
1898,2016-03-13,1200.98
1899,2016-03-14,1200.77
1900,2016-03-15,1200.71
1901,2016-03-16,1200.77
1902,2016-03-17,1201.38
1903,2016-03-18,1202.65
1904,2016-03-19,1200.92
1905,2016-03-20,1201.02
1906,2016-03-21,1201.02
1907,2016-03-22,1201.64
1908,2016-03-23,1201.97
1909,2016-03-24,1201.51
1910,2016-03-25,1201.15
