,datetime,GORGE_RESERVOIR_NEAR_NEWHALEM__WA.
2050,2016-08-12,873.28
2051,2016-08-13,871.97
2052,2016-08-14,871.44
2053,2016-08-15,872.62
2054,2016-08-16,871.4
2055,2016-08-17,872.41
2056,2016-08-18,870.63
2057,2016-08-19,871.12
2058,2016-08-20,871.24
2059,2016-08-21,871.19
2060,2016-08-22,872.08
2061,2016-08-23,871.69
2062,2016-08-24,869.81
2063,2016-08-25,871.9
2064,2016-08-26,870.7
2065,2016-08-27,871.08
2066,2016-08-28,870.86
2067,2016-08-29,872.77
2068,2016-08-30,873.37
2069,2016-08-31,872.62
2070,2016-09-01,872.21
2071,2016-09-02,872.02
2072,2016-09-03,871.1
2073,2016-09-04,871.1
2074,2016-09-05,872.39
2075,2016-09-06,871.25
2076,2016-09-07,872.1
2077,2016-09-08,871.38
2078,2016-09-09,871.07
2079,2016-09-10,871.8
2080,2016-09-11,872.08
2081,2016-09-12,870.26
2082,2016-09-13,872.31
2083,2016-09-14,871.34
2084,2016-09-15,870.22
2085,2016-09-16,870.29
2086,2016-09-17,873.12
2087,2016-09-18,869.52
2088,2016-09-19,872.13
2089,2016-09-20,871.99
2090,2016-09-21,870.08
2091,2016-09-22,871.42
2092,2016-09-23,870.48
2093,2016-09-24,871.18
2094,2016-09-25,869.99
2095,2016-09-26,871.35
2096,2016-09-27,871.41
2097,2016-09-28,871.27
2098,2016-09-29,871.25
2099,2016-09-30,871.62
2100,2016-10-01,871.61
2101,2016-10-02,870.12
2102,2016-10-03,870.85
2103,2016-10-04,871.2
2104,2016-10-05,871.72
2105,2016-10-06,871.68
2106,2016-10-07,871.12
2107,2016-10-08,873.06
2108,2016-10-09,870.22
2109,2016-10-10,870.93
2110,2016-10-11,870.73
2111,2016-10-12,869.49
2112,2016-10-13,866.14
2113,2016-10-14,868.03
2114,2016-10-15,865.87
2115,2016-10-16,870.15
2116,2016-10-17,870.12
2117,2016-10-18,870.4
2118,2016-10-19,870.91
2119,2016-10-20,869.01
2120,2016-10-21,870.67
2121,2016-10-22,870.76
2122,2016-10-23,871.63
2123,2016-10-24,873.25
2124,2016-10-25,870.88
2125,2016-10-26,872.99
2126,2016-10-27,869.4
2127,2016-10-28,868.53
2128,2016-10-29,866.45
2129,2016-10-30,866.23
2130,2016-10-31,867.89
2131,2016-11-01,867.53
2132,2016-11-02,868.59
2133,2016-11-03,869.53
2134,2016-11-04,867.71
2135,2016-11-05,870.11
2136,2016-11-06,867.71
2137,2016-11-07,867.44
2138,2016-11-08,870.7
2139,2016-11-09,871.91
2140,2016-11-10,869.8
2141,2016-11-11,870.9
2142,2016-11-12,871.91
2143,2016-11-13,871.87
2144,2016-11-14,870.58
2145,2016-11-15,869.79
2146,2016-11-16,870.32
2147,2016-11-17,869.15
2148,2016-11-18,870.81
2149,2016-11-19,869.6
2150,2016-11-20,871.7
2151,2016-11-21,870.4
2152,2016-11-22,871.71
2153,2016-11-23,872.01
2154,2016-11-24,870.76
2155,2016-11-25,869.78
2156,2016-11-26,871.05
2157,2016-11-27,871.72
2158,2016-11-28,871.59
2159,2016-11-29,871.31
2160,2016-11-30,872.74
2161,2016-12-01,871.89
2162,2016-12-02,871.51
2163,2016-12-03,872.05
2164,2016-12-04,870.94
2165,2016-12-05,871.61
2166,2016-12-06,870.42
2167,2016-12-07,869.59
2168,2016-12-08,872.34
2169,2016-12-09,872.48
2170,2016-12-10,871.53
2171,2016-12-11,870.34
2172,2016-12-12,871.81
2173,2016-12-13,870.26
2174,2016-12-14,871.5
2175,2016-12-15,870.32
2176,2016-12-16,871.4
2177,2016-12-17,871.01
2178,2016-12-18,872.51
2179,2016-12-19,870.42
2180,2016-12-20,869.76
2181,2016-12-21,869.78
2182,2016-12-22,869.75
2183,2016-12-23,870.78
2184,2016-12-24,871.44
2185,2016-12-25,870.7
2186,2016-12-26,873.38
2187,2016-12-27,870.58
2188,2016-12-28,871.09
2189,2016-12-29,871.89
2190,2016-12-30,870.94
2191,2016-12-31,870.94
2192,2017-01-01,870.75
2193,2017-01-02,872.08
2194,2017-01-03,870.83
2195,2017-01-04,870.57
2196,2017-01-05,870.9
2197,2017-01-06,872.34
2198,2017-01-07,872.61
2199,2017-01-08,871.4
2200,2017-01-09,872.81
2201,2017-01-10,871.45
2202,2017-01-11,871.07
2203,2017-01-12,870.63
2204,2017-01-13,871.1
2205,2017-01-14,870.63
2206,2017-01-15,870.73
2207,2017-01-16,868.9
2208,2017-01-17,870.21
2209,2017-01-18,871.14
2210,2017-01-19,872.37
2211,2017-01-20,871.81
2212,2017-01-21,872.16
2213,2017-01-22,871.36
2214,2017-01-23,870.76
2215,2017-01-24,869.91
2216,2017-01-25,870.08
2217,2017-01-26,869.09
2218,2017-01-27,870.85
2219,2017-01-28,871.58
2220,2017-01-29,872.41
2221,2017-01-30,871.55
2222,2017-01-31,872.71
2223,2017-02-01,872.35
2224,2017-02-02,872.33
2225,2017-02-03,871.39
2226,2017-02-04,871.55
2227,2017-02-05,871.77
2228,2017-02-06,870.81
2229,2017-02-07,872.01
2230,2017-02-08,871.04
2231,2017-02-09,871.56
2232,2017-02-10,871.78
2233,2017-02-11,869.93
2234,2017-02-12,870.02
2235,2017-02-13,870.74
2236,2017-02-14,871.03
2237,2017-02-15,872.75
2238,2017-02-16,873.33
2239,2017-02-17,870.47
2240,2017-02-18,871.1
2241,2017-02-19,872.19
2242,2017-02-20,871.98
2243,2017-02-21,871.18
2244,2017-02-22,873.84
2245,2017-02-23,871.72
2246,2017-02-24,872.29
2247,2017-02-25,872.51
2248,2017-02-26,871.42
2249,2017-02-27,872.36
2250,2017-02-28,871.93
2251,2017-03-01,869.6
2252,2017-03-02,873.21
2253,2017-03-03,869.84
2254,2017-03-04,871.95
2255,2017-03-05,872.19
2256,2017-03-06,872.33
2257,2017-03-07,868.03
2258,2017-03-08,871.08
2259,2017-03-09,871.25
2260,2017-03-10,871.28
2261,2017-03-11,870.28
2262,2017-03-12,870.78
2263,2017-03-13,872.85
2264,2017-03-14,872.68
2265,2017-03-15,870.11
2266,2017-03-16,870.29
2267,2017-03-17,868.48
2268,2017-03-18,869.85
2269,2017-03-19,870.03
2270,2017-03-20,870.62
2271,2017-03-21,871.24
2272,2017-03-22,871.08
2273,2017-03-23,869.53
2274,2017-03-24,870.6
2275,2017-03-25,871.05
2276,2017-03-26,873.14
2277,2017-03-27,874.52
2278,2017-03-28,871.05
2279,2017-03-29,874.48
2280,2017-03-30,873.6
2281,2017-03-31,871.82
2282,2017-04-01,871.44
2283,2017-04-02,872.02
2284,2017-04-03,872.7
2285,2017-04-04,872.29
2286,2017-04-05,871.5
2287,2017-04-06,872.15
2288,2017-04-07,872.87
2289,2017-04-08,872.14
2290,2017-04-09,872.97
2291,2017-04-10,872.82
2292,2017-04-11,872.1
2293,2017-04-12,871.97
2294,2017-04-13,873.64
2295,2017-04-14,871.91
2296,2017-04-15,870.07
2297,2017-04-16,873.1
2298,2017-04-17,869.77
2299,2017-04-18,869.75
2300,2017-04-19,870.46
2301,2017-04-20,870.07
2302,2017-04-21,871.2
2303,2017-04-22,872.12
2304,2017-04-23,872.58
2305,2017-04-24,871.19
2306,2017-04-25,871.0
2307,2017-04-26,870.74
2308,2017-04-27,869.91
2309,2017-04-28,868.92
2310,2017-04-29,870.14
2311,2017-04-30,870.01
2312,2017-05-01,870.59
2313,2017-05-02,871.64
2314,2017-05-03,870.83
2315,2017-05-04,871.88
2316,2017-05-05,870.13
2317,2017-05-06,870.06
2318,2017-05-07,870.32
2319,2017-05-08,871.18
2320,2017-05-09,873.03
2321,2017-05-10,871.73
2322,2017-05-11,873.11
2323,2017-05-12,871.27
2324,2017-05-13,871.26
2325,2017-05-14,871.47
2326,2017-05-15,871.5
2327,2017-05-16,871.54
2328,2017-05-17,871.2
2329,2017-05-18,872.73
2330,2017-05-19,872.35
2331,2017-05-20,873.55
2332,2017-05-21,874.07
2333,2017-05-22,872.5
2334,2017-05-23,872.46
2335,2017-05-24,870.9
2336,2017-05-25,871.7
2337,2017-05-26,871.79
2338,2017-05-27,871.75
2339,2017-05-28,872.01
2340,2017-05-29,872.93
2341,2017-05-30,870.75
2342,2017-05-31,870.08
2343,2017-06-01,871.61
2344,2017-06-02,870.94
2345,2017-06-03,870.06
2346,2017-06-04,870.81
2347,2017-06-05,871.74
2348,2017-06-06,870.49
2349,2017-06-07,870.8
2350,2017-06-08,870.8
2351,2017-06-09,870.28
2352,2017-06-10,871.32
2353,2017-06-11,871.69
2354,2017-06-12,871.62
2355,2017-06-13,871.35
2356,2017-06-14,868.73
2357,2017-06-15,869.88
2358,2017-06-16,869.4
2359,2017-06-17,868.14
2360,2017-06-18,873.68
2361,2017-06-19,866.37
2362,2017-06-20,872.41
2363,2017-06-21,872.93
2364,2017-06-22,871.99
2365,2017-06-23,871.71
2366,2017-06-24,871.48
2367,2017-06-25,871.57
2368,2017-06-26,871.69
2369,2017-06-27,871.68
2370,2017-06-28,872.06
2371,2017-06-29,872.86
2372,2017-06-30,873.05
2373,2017-07-01,872.77
2374,2017-07-02,874.02
2375,2017-07-03,872.44
2376,2017-07-04,871.98
2377,2017-07-05,871.25
2378,2017-07-06,871.31
2379,2017-07-07,871.8
2380,2017-07-08,871.65
2381,2017-07-09,870.54
2382,2017-07-10,871.39
2383,2017-07-11,870.42
2384,2017-07-12,870.02
2385,2017-07-13,870.11
2386,2017-07-14,871.19
2387,2017-07-15,870.4
2388,2017-07-16,870.7
2389,2017-07-17,871.25
2390,2017-07-18,870.25
2391,2017-07-19,870.57
2392,2017-07-20,870.54
2393,2017-07-21,871.1
2394,2017-07-22,871.49
2395,2017-07-23,872.19
2396,2017-07-24,872.35
2397,2017-07-25,870.46
2398,2017-07-26,871.4
2399,2017-07-27,869.66
2400,2017-07-28,869.45
2401,2017-07-29,869.82
2402,2017-07-30,870.11
2403,2017-07-31,871.5
2404,2017-08-01,871.67
2405,2017-08-02,872.67
2406,2017-08-03,871.89
2407,2017-08-04,871.99
2408,2017-08-05,871.11
2409,2017-08-06,870.53
2410,2017-08-07,870.03
2411,2017-08-08,871.81
2412,2017-08-09,869.91
2413,2017-08-10,871.55
2414,2017-08-11,871.68
2415,2017-08-12,872.29
2416,2017-08-13,871.32
2417,2017-08-14,872.05
2418,2017-08-15,871.88
2419,2017-08-16,871.37
2420,2017-08-17,872.11
2421,2017-08-18,871.14
2422,2017-08-19,871.52
2423,2017-08-20,872.02
2424,2017-08-21,871.04
2425,2017-08-22,871.54
2426,2017-08-23,872.58
2427,2017-08-24,871.61
2428,2017-08-25,870.88
2429,2017-08-26,871.64
2430,2017-08-27,872.87
2431,2017-08-28,871.69
2432,2017-08-29,870.87
2433,2017-08-30,870.92
2434,2017-08-31,871.65
2435,2017-09-01,870.41
2436,2017-09-02,871.03
2437,2017-09-03,870.75
2438,2017-09-04,870.79
2439,2017-09-05,869.66
2440,2017-09-06,872.09
2441,2017-09-07,871.28
2442,2017-09-08,870.91
2443,2017-09-09,869.34
2444,2017-09-10,870.43
2445,2017-09-11,871.55
2446,2017-09-12,871.88
2447,2017-09-13,871.45
2448,2017-09-14,872.55
2449,2017-09-15,870.67
2450,2017-09-16,871.37
2451,2017-09-17,871.38
2452,2017-09-18,871.26
2453,2017-09-19,871.32
2454,2017-09-20,870.32
2455,2017-09-21,871.17
2456,2017-09-22,871.87
2457,2017-09-23,872.72
2458,2017-09-24,871.73
2459,2017-09-25,871.31
2460,2017-09-26,869.7
2461,2017-09-27,871.75
2462,2017-09-28,872.25
2463,2017-09-29,871.15
2464,2017-09-30,872.51
2465,2017-10-01,870.47
2466,2017-10-02,871.15
2467,2017-10-03,871.13
2468,2017-10-04,871.53
2469,2017-10-05,872.06
2470,2017-10-06,872.28
2471,2017-10-07,872.76
2472,2017-10-08,871.09
2473,2017-10-09,870.21
2474,2017-10-10,871.6
2475,2017-10-11,872.45
2476,2017-10-12,872.02
2477,2017-10-13,872.33
2478,2017-10-14,871.46
2479,2017-10-15,870.88
2480,2017-10-16,869.08
2481,2017-10-17,867.67
2482,2017-10-18,870.63
2483,2017-10-19,865.69
2484,2017-10-20,866.99
2485,2017-10-21,867.03
2486,2017-10-22,869.0
2487,2017-10-23,869.06
2488,2017-10-24,870.44
2489,2017-10-25,871.28
2490,2017-10-26,872.02
2491,2017-10-27,871.08
2492,2017-10-28,870.13
2493,2017-10-29,870.02
2494,2017-10-30,870.05
2495,2017-10-31,869.7
2496,2017-11-01,870.21
2497,2017-11-02,872.48
2498,2017-11-03,871.46
2499,2017-11-04,871.32
2500,2017-11-05,870.18
2501,2017-11-06,870.53
2502,2017-11-07,872.63
2503,2017-11-08,872.07
2504,2017-11-09,871.6
2505,2017-11-10,869.91
2506,2017-11-11,869.33
2507,2017-11-12,866.65
2508,2017-11-13,868.79
2509,2017-11-14,868.02
2510,2017-11-15,869.49
2511,2017-11-16,869.16
2512,2017-11-17,869.29
2513,2017-11-18,870.99
2514,2017-11-19,871.39
2515,2017-11-20,870.41
2516,2017-11-21,873.24
2517,2017-11-22,870.34
2518,2017-11-23,867.65
2519,2017-11-24,869.46
2520,2017-11-25,868.33
2521,2017-11-26,869.36
2522,2017-11-27,869.72
2523,2017-11-28,869.5
2524,2017-11-29,871.73
2525,2017-11-30,870.25
2526,2017-12-01,869.07
2527,2017-12-02,870.82
2528,2017-12-03,869.66
2529,2017-12-04,871.71
2530,2017-12-05,870.9
2531,2017-12-06,870.09
2532,2017-12-07,871.63
2533,2017-12-08,867.79
2534,2017-12-09,871.82
2535,2017-12-10,872.3
2536,2017-12-11,873.52
2537,2017-12-12,871.15
2538,2017-12-13,873.88
2539,2017-12-14,871.25
2540,2017-12-15,871.75
2541,2017-12-16,871.85
2542,2017-12-17,871.07
2543,2017-12-18,871.67
2544,2017-12-19,871.39
2545,2017-12-20,871.7
2546,2017-12-21,872.08
2547,2017-12-22,869.75
2548,2017-12-23,872.47
2549,2017-12-24,871.86
2550,2017-12-25,872.57
2551,2017-12-26,871.74
2552,2017-12-27,872.13
2553,2017-12-28,871.84
2554,2017-12-29,871.65
2555,2017-12-30,870.79
2556,2017-12-31,871.64
2557,2018-01-01,870.91
