,datetime,GORGE_RESERVOIR_NEAR_NEWHALEM__WA.
1053,2013-11-19,870.86
1054,2013-11-20,871.69
1055,2013-11-21,871.1
1056,2013-11-22,870.71
1057,2013-11-23,871.8
1058,2013-11-24,871.99
1059,2013-11-25,871.27
1060,2013-11-26,871.02
1061,2013-11-27,872.59
1062,2013-11-28,871.0
1063,2013-11-29,871.22
1064,2013-11-30,870.59
1065,2013-12-01,871.93
1066,2013-12-02,870.72
1067,2013-12-03,871.72
1068,2013-12-04,871.48
1069,2013-12-05,871.45
1070,2013-12-06,871.45
1071,2013-12-07,871.34
1072,2013-12-08,871.42
1073,2013-12-09,872.85
1074,2013-12-10,872.7
1075,2013-12-11,872.2
1076,2013-12-12,872.06
1077,2013-12-13,872.26
1078,2013-12-14,870.97
1079,2013-12-15,871.16
1080,2013-12-16,872.04
1081,2013-12-17,872.09
1082,2013-12-18,872.24
1083,2013-12-19,872.16
1084,2013-12-20,872.48
1085,2013-12-21,871.8
1086,2013-12-22,871.21
1087,2013-12-23,872.19
1088,2013-12-24,871.54
1089,2013-12-25,871.74
1090,2013-12-26,871.8
1091,2013-12-27,871.63
1092,2013-12-28,871.52
1093,2013-12-29,871.72
1094,2013-12-30,871.57
1095,2013-12-31,871.43
1096,2014-01-01,871.73
1097,2014-01-02,871.57
1098,2014-01-03,871.48
1099,2014-01-04,871.16
1100,2014-01-05,871.24
1101,2014-01-06,871.55
1102,2014-01-07,871.84
1103,2014-01-08,872.77
1104,2014-01-09,872.82
1105,2014-01-10,869.91
1106,2014-01-11,871.35
1107,2014-01-12,871.48
1108,2014-01-13,870.93
1109,2014-01-14,871.54
1110,2014-01-15,870.92
1111,2014-01-16,871.11
1112,2014-01-17,871.55
1113,2014-01-18,871.31
1114,2014-01-19,872.0
1115,2014-01-20,871.99
1116,2014-01-21,871.2
1117,2014-01-22,872.19
1118,2014-01-23,870.68
1119,2014-01-24,871.55
1120,2014-01-25,870.91
1121,2014-01-26,869.62
1122,2014-01-27,870.73
1123,2014-01-28,871.54
1124,2014-01-29,871.88
1125,2014-01-30,871.14
1126,2014-01-31,871.03
1127,2014-02-01,872.18
1128,2014-02-02,871.75
1129,2014-02-03,872.05
1130,2014-02-04,871.38
1131,2014-02-05,871.03
1132,2014-02-06,871.78
1133,2014-02-07,872.15
1134,2014-02-08,871.11
1135,2014-02-09,871.57
1136,2014-02-10,871.04
1137,2014-02-11,871.42
1138,2014-02-12,870.84
1139,2014-02-13,871.57
1140,2014-02-14,871.49
1141,2014-02-15,871.39
1142,2014-02-16,871.15
1143,2014-02-17,871.92
1144,2014-02-18,871.2
1145,2014-02-19,871.96
1146,2014-02-20,870.58
1147,2014-02-21,871.2
1148,2014-02-22,871.75
1149,2014-02-23,871.76
1150,2014-02-24,871.73
1151,2014-02-25,870.36
1152,2014-02-26,870.76
1153,2014-02-27,871.11
1154,2014-02-28,870.99
1155,2014-03-01,871.01
1156,2014-03-02,871.45
1157,2014-03-03,871.2
1158,2014-03-04,871.24
1159,2014-03-05,865.99
1160,2014-03-06,867.7
1161,2014-03-07,867.06
1162,2014-03-08,869.6
1163,2014-03-09,870.12
1164,2014-03-10,869.48
1165,2014-03-11,871.1
1166,2014-03-12,870.92
1167,2014-03-13,870.74
1168,2014-03-14,868.8
1169,2014-03-15,871.23
1170,2014-03-16,871.16
1171,2014-03-17,870.57
1172,2014-03-18,871.32
1173,2014-03-19,871.58
1174,2014-03-20,871.14
1175,2014-03-21,870.1
1176,2014-03-22,870.77
1177,2014-03-23,871.11
1178,2014-03-24,872.98
1179,2014-03-25,872.57
1180,2014-03-26,872.55
1181,2014-03-27,872.05
1182,2014-03-28,870.66
1183,2014-03-29,871.05
1184,2014-03-30,870.74
1185,2014-03-31,872.48
1186,2014-04-01,873.98
1187,2014-04-02,870.91
1188,2014-04-03,871.6
1189,2014-04-04,871.18
1190,2014-04-05,870.95
1191,2014-04-06,870.48
1192,2014-04-07,871.28
1193,2014-04-08,871.4
1194,2014-04-09,871.6
1195,2014-04-10,871.86
1196,2014-04-11,870.59
1197,2014-04-12,870.71
1198,2014-04-13,872.08
1199,2014-04-14,871.93
1200,2014-04-15,870.5
1201,2014-04-16,872.96
1202,2014-04-17,872.35
1203,2014-04-18,871.07
1204,2014-04-19,872.37
1205,2014-04-20,873.24
1206,2014-04-21,871.64
1207,2014-04-22,871.2
1208,2014-04-23,871.38
1209,2014-04-24,870.46
1210,2014-04-25,870.15
1211,2014-04-26,870.44
1212,2014-04-27,870.45
1213,2014-04-28,870.66
1214,2014-04-29,870.59
1215,2014-04-30,871.61
1216,2014-05-01,871.3
1217,2014-05-02,871.8
1218,2014-05-03,870.91
1219,2014-05-04,871.28
1220,2014-05-05,870.85
1221,2014-05-06,870.36
1222,2014-05-07,871.17
1223,2014-05-08,871.15
1224,2014-05-09,872.14
1225,2014-05-10,871.96
1226,2014-05-11,870.5
1227,2014-05-12,872.04
1228,2014-05-13,871.82
1229,2014-05-14,871.85
1230,2014-05-15,870.73
1231,2014-05-16,871.97
1232,2014-05-17,870.87
1233,2014-05-18,871.08
1234,2014-05-19,871.52
1235,2014-05-20,871.85
1236,2014-05-21,871.95
1237,2014-05-22,872.44
1238,2014-05-23,870.12
1239,2014-05-24,870.42
1240,2014-05-25,871.86
1241,2014-05-26,872.72
1242,2014-05-27,871.72
1243,2014-05-28,872.48
1244,2014-05-29,872.81
1245,2014-05-30,871.13
1246,2014-05-31,870.04
1247,2014-06-01,871.05
1248,2014-06-02,872.49
1249,2014-06-03,872.08
1250,2014-06-04,871.0
1251,2014-06-05,870.79
1252,2014-06-06,870.17
1253,2014-06-07,871.81
1254,2014-06-08,872.6
1255,2014-06-09,871.34
1256,2014-06-10,870.92
1257,2014-06-11,871.11
1258,2014-06-12,871.87
1259,2014-06-13,871.76
1260,2014-06-14,870.63
1261,2014-06-15,871.34
1262,2014-06-16,872.03
1263,2014-06-17,870.92
1264,2014-06-18,871.85
1265,2014-06-19,871.79
1266,2014-06-20,871.91
1267,2014-06-21,871.55
1268,2014-06-22,871.56
1269,2014-06-23,872.91
1270,2014-06-24,873.99
1271,2014-06-25,873.02
1272,2014-06-26,873.73
1273,2014-06-27,873.61
1274,2014-06-28,872.76
1275,2014-06-29,871.69
1276,2014-06-30,870.41
1277,2014-07-01,871.15
1278,2014-07-02,872.22
1279,2014-07-03,870.8
1280,2014-07-04,871.8
1281,2014-07-05,871.04
1282,2014-07-06,873.05
1283,2014-07-07,873.33
1284,2014-07-08,872.97
1285,2014-07-09,872.77
1286,2014-07-10,871.88
1287,2014-07-11,871.54
1288,2014-07-12,871.9
1289,2014-07-13,871.26
1290,2014-07-14,871.6
1291,2014-07-15,872.36
1292,2014-07-16,871.58
1293,2014-07-17,870.3
1294,2014-07-18,872.53
1295,2014-07-19,871.72
1296,2014-07-20,870.96
1297,2014-07-21,871.26
1298,2014-07-22,871.78
1299,2014-07-23,871.63
1300,2014-07-24,870.89
1301,2014-07-25,870.26
1302,2014-07-26,870.24
1303,2014-07-27,870.38
1304,2014-07-28,871.21
1305,2014-07-29,873.3
1306,2014-07-30,872.72
1307,2014-07-31,871.49
1308,2014-08-01,871.58
1309,2014-08-02,871.18
1310,2014-08-03,871.07
1311,2014-08-04,871.21
1312,2014-08-05,871.58
1313,2014-08-06,871.94
1314,2014-08-07,872.17
1315,2014-08-08,870.46
1316,2014-08-09,871.57
1317,2014-08-10,870.65
1318,2014-08-11,871.18
1319,2014-08-12,871.29
1320,2014-08-13,872.17
1321,2014-08-14,870.84
1322,2014-08-15,872.11
1323,2014-08-16,871.78
1324,2014-08-17,872.23
1325,2014-08-18,873.19
1326,2014-08-19,871.3
1327,2014-08-20,873.25
1328,2014-08-21,872.53
1329,2014-08-22,872.21
1330,2014-08-23,872.17
1331,2014-08-24,870.64
1332,2014-08-25,871.22
1333,2014-08-26,871.41
1334,2014-08-27,872.01
1335,2014-08-28,871.2
1336,2014-08-29,871.53
1337,2014-08-30,871.58
1338,2014-08-31,872.05
1339,2014-09-01,872.12
1340,2014-09-02,871.43
1341,2014-09-03,871.22
1342,2014-09-04,871.77
1343,2014-09-05,871.53
1344,2014-09-06,871.37
1345,2014-09-07,872.25
1346,2014-09-08,871.46
1347,2014-09-09,871.95
1348,2014-09-10,872.41
1349,2014-09-11,871.41
1350,2014-09-12,870.89
1351,2014-09-13,871.14
1352,2014-09-14,870.78
1353,2014-09-15,871.38
1354,2014-09-16,871.83
1355,2014-09-17,871.94
1356,2014-09-18,872.3
1357,2014-09-19,871.73
1358,2014-09-20,871.36
1359,2014-09-21,872.28
1360,2014-09-22,871.26
1361,2014-09-23,871.0
1362,2014-09-24,871.89
1363,2014-09-25,870.92
1364,2014-09-26,871.46
1365,2014-09-27,871.83
1366,2014-09-28,871.91
1367,2014-09-29,871.45
1368,2014-09-30,872.33
1369,2014-10-01,871.25
1370,2014-10-02,870.44
1371,2014-10-03,870.96
1372,2014-10-04,871.7
1373,2014-10-05,870.8
1374,2014-10-06,871.94
1375,2014-10-07,870.34
1376,2014-10-08,870.94
1377,2014-10-09,871.28
1378,2014-10-10,870.6
1379,2014-10-11,871.6
1380,2014-10-12,871.51
1381,2014-10-13,871.07
1382,2014-10-14,871.2
1383,2014-10-15,871.78
1384,2014-10-16,870.57
1385,2014-10-17,871.65
1386,2014-10-18,871.21
1387,2014-10-19,870.8
1388,2014-10-20,870.4
1389,2014-10-21,869.72
1390,2014-10-22,870.1
1391,2014-10-23,870.98
1392,2014-10-24,871.36
1393,2014-10-25,870.86
1394,2014-10-26,870.69
1395,2014-10-27,871.65
1396,2014-10-28,872.16
1397,2014-10-29,870.71
1398,2014-10-30,871.52
1399,2014-10-31,870.71
1400,2014-11-01,870.32
1401,2014-11-02,872.29
1402,2014-11-03,871.61
1403,2014-11-04,870.91
1404,2014-11-05,870.33
1405,2014-11-06,871.36
1406,2014-11-07,870.3
1407,2014-11-08,870.92
1408,2014-11-09,870.44
1409,2014-11-10,870.59
1410,2014-11-11,871.78
1411,2014-11-12,868.57
1412,2014-11-13,869.77
1413,2014-11-14,870.79
1414,2014-11-15,871.46
1415,2014-11-16,869.61
1416,2014-11-17,870.69
1417,2014-11-18,867.66
1418,2014-11-19,866.72
1419,2014-11-20,872.28
1420,2014-11-21,871.46
1421,2014-11-22,869.55
1422,2014-11-23,870.63
1423,2014-11-24,870.91
1424,2014-11-25,870.26
1425,2014-11-26,872.19
1426,2014-11-27,874.21
1427,2014-11-28,874.05
1428,2014-11-29,873.96
1429,2014-11-30,872.97
1430,2014-12-01,872.08
1431,2014-12-02,870.71
1432,2014-12-03,870.29
1433,2014-12-04,871.49
1434,2014-12-05,871.04
1435,2014-12-06,870.4
1436,2014-12-07,871.13
1437,2014-12-08,869.94
1438,2014-12-09,870.95
1439,2014-12-10,871.68
1440,2014-12-11,870.57
1441,2014-12-12,869.97
1442,2014-12-13,871.33
1443,2014-12-14,871.31
1444,2014-12-15,871.72
1445,2014-12-16,872.79
1446,2014-12-17,871.87
1447,2014-12-18,869.68
1448,2014-12-19,869.89
1449,2014-12-20,870.08
1450,2014-12-21,870.81
1451,2014-12-22,869.89
1452,2014-12-23,870.01
1453,2014-12-24,869.3
1454,2014-12-25,871.02
1455,2014-12-26,870.94
1456,2014-12-27,870.12
1457,2014-12-28,870.76
1458,2014-12-29,869.99
1459,2014-12-30,870.65
1460,2014-12-31,870.79
1461,2015-01-01,871.88
1462,2015-01-02,872.48
1463,2015-01-03,872.42
1464,2015-01-04,872.33
1465,2015-01-05,871.47
1466,2015-01-06,870.35
1467,2015-01-07,870.61
1468,2015-01-08,871.09
1469,2015-01-09,872.64
1470,2015-01-10,871.7
1471,2015-01-11,871.57
1472,2015-01-12,871.76
1473,2015-01-13,871.36
1474,2015-01-14,871.0
1475,2015-01-15,871.49
1476,2015-01-16,870.83
1477,2015-01-17,871.03
1478,2015-01-18,870.54
1479,2015-01-19,870.56
1480,2015-01-20,870.8
1481,2015-01-21,871.09
1482,2015-01-22,871.53
1483,2015-01-23,874.09
1484,2015-01-24,872.54
1485,2015-01-25,870.65
1486,2015-01-26,872.23
1487,2015-01-27,873.11
1488,2015-01-28,872.47
1489,2015-01-29,872.28
1490,2015-01-30,872.8
1491,2015-01-31,872.78
1492,2015-02-01,871.18
1493,2015-02-02,871.23
1494,2015-02-03,872.1
1495,2015-02-04,872.09
1496,2015-02-05,871.32
1497,2015-02-06,872.5
1498,2015-02-07,871.14
1499,2015-02-08,871.37
1500,2015-02-09,869.97
1501,2015-02-10,870.15
1502,2015-02-11,870.02
1503,2015-02-12,870.05
1504,2015-02-13,871.57
1505,2015-02-14,871.74
1506,2015-02-15,870.93
1507,2015-02-16,870.68
1508,2015-02-17,870.27
1509,2015-02-18,870.69
1510,2015-02-19,870.38
1511,2015-02-20,870.76
1512,2015-02-21,871.22
1513,2015-02-22,870.94
1514,2015-02-23,870.54
1515,2015-02-24,870.95
1516,2015-02-25,870.72
1517,2015-02-26,871.09
1518,2015-02-27,871.5
1519,2015-02-28,871.08
1520,2015-03-01,870.98
1521,2015-03-02,870.64
1522,2015-03-03,871.2
1523,2015-03-04,872.31
1524,2015-03-05,870.82
1525,2015-03-06,872.59
1526,2015-03-07,871.94
1527,2015-03-08,871.06
1528,2015-03-09,872.15
1529,2015-03-10,872.86
1530,2015-03-11,872.71
1531,2015-03-12,872.62
1532,2015-03-13,872.09
1533,2015-03-14,870.1
1534,2015-03-15,870.19
1535,2015-03-16,870.93
1536,2015-03-17,872.14
1537,2015-03-18,872.15
1538,2015-03-19,873.09
1539,2015-03-20,872.85
1540,2015-03-21,873.19
1541,2015-03-22,873.83
1542,2015-03-23,872.39
1543,2015-03-24,871.54
1544,2015-03-25,871.25
1545,2015-03-26,871.26
1546,2015-03-27,872.24
1547,2015-03-28,872.31
1548,2015-03-29,873.05
1549,2015-03-30,872.16
1550,2015-03-31,871.35
1551,2015-04-01,871.75
1552,2015-04-02,870.93
1553,2015-04-03,870.96
1554,2015-04-04,871.13
1555,2015-04-05,871.16
1556,2015-04-06,870.82
1557,2015-04-07,872.27
1558,2015-04-08,870.44
1559,2015-04-09,870.95
1560,2015-04-10,871.2
1561,2015-04-11,870.96
1562,2015-04-12,870.93
1563,2015-04-13,871.73
1564,2015-04-14,872.68
1565,2015-04-15,872.31
1566,2015-04-16,872.41
1567,2015-04-17,871.34
1568,2015-04-18,871.4
1569,2015-04-19,871.9
1570,2015-04-20,871.38
1571,2015-04-21,871.76
1572,2015-04-22,871.5
1573,2015-04-23,870.42
1574,2015-04-24,870.94
1575,2015-04-25,871.91
1576,2015-04-26,871.33
1577,2015-04-27,869.51
1578,2015-04-28,870.18
1579,2015-04-29,870.15
1580,2015-04-30,872.45
1581,2015-05-01,871.6
1582,2015-05-02,871.7
1583,2015-05-03,872.77
1584,2015-05-04,872.1
1585,2015-05-05,872.16
1586,2015-05-06,872.83
1587,2015-05-07,870.19
1588,2015-05-08,871.25
1589,2015-05-09,871.56
1590,2015-05-10,872.18
1591,2015-05-11,870.98
1592,2015-05-12,870.31
1593,2015-05-13,870.66
1594,2015-05-14,870.56
1595,2015-05-15,871.13
1596,2015-05-16,871.11
1597,2015-05-17,872.53
1598,2015-05-18,870.78
1599,2015-05-19,872.22
1600,2015-05-20,872.51
1601,2015-05-21,872.68
1602,2015-05-22,871.77
1603,2015-05-23,872.18
1604,2015-05-24,871.72
1605,2015-05-25,871.68
1606,2015-05-26,872.55
1607,2015-05-27,871.96
1608,2015-05-28,872.61
1609,2015-05-29,872.63
1610,2015-05-30,872.35
1611,2015-05-31,872.39
1612,2015-06-01,870.43
1613,2015-06-02,871.97
1614,2015-06-03,869.75
1615,2015-06-04,870.93
1616,2015-06-05,872.07
1617,2015-06-06,873.22
1618,2015-06-07,872.66
1619,2015-06-08,872.1
1620,2015-06-09,871.57
1621,2015-06-10,872.34
1622,2015-06-11,872.62
1623,2015-06-12,871.15
1624,2015-06-13,871.05
1625,2015-06-14,871.95
1626,2015-06-15,869.65
1627,2015-06-16,871.61
1628,2015-06-17,871.86
1629,2015-06-18,870.97
1630,2015-06-19,871.9
1631,2015-06-20,871.84
1632,2015-06-21,871.96
1633,2015-06-22,871.97
1634,2015-06-23,872.25
1635,2015-06-24,871.88
1636,2015-06-25,872.05
1637,2015-06-26,872.87
1638,2015-06-27,871.93
1639,2015-06-28,871.8
1640,2015-06-29,871.29
1641,2015-06-30,871.04
1642,2015-07-01,871.19
1643,2015-07-02,870.13
1644,2015-07-03,870.99
1645,2015-07-04,870.87
1646,2015-07-05,870.94
1647,2015-07-06,871.43
1648,2015-07-07,870.56
1649,2015-07-08,871.93
1650,2015-07-09,872.27
1651,2015-07-10,871.54
1652,2015-07-11,870.83
1653,2015-07-12,870.93
1654,2015-07-13,870.71
1655,2015-07-14,872.45
1656,2015-07-15,870.79
1657,2015-07-16,871.62
1658,2015-07-17,871.12
1659,2015-07-18,871.06
1660,2015-07-19,871.69
1661,2015-07-20,870.16
1662,2015-07-21,872.01
1663,2015-07-22,870.92
1664,2015-07-23,871.17
1665,2015-07-24,872.88
1666,2015-07-25,871.03
1667,2015-07-26,870.07
1668,2015-07-27,871.06
1669,2015-07-28,871.28
1670,2015-07-29,872.17
1671,2015-07-30,872.24
1672,2015-07-31,871.72
1673,2015-08-01,871.55
1674,2015-08-02,871.77
1675,2015-08-03,872.81
1676,2015-08-04,873.21
1677,2015-08-05,873.69
1678,2015-08-06,871.06
1679,2015-08-07,872.16
1680,2015-08-08,872.09
1681,2015-08-09,871.66
1682,2015-08-10,873.05
1683,2015-08-11,871.97
1684,2015-08-12,871.29
1685,2015-08-13,872.03
1686,2015-08-14,871.69
1687,2015-08-15,870.95
1688,2015-08-16,870.99
1689,2015-08-17,871.1
1690,2015-08-18,871.41
1691,2015-08-19,869.93
1692,2015-08-20,871.2
1693,2015-08-21,871.08
1694,2015-08-22,870.92
1695,2015-08-23,870.98
1696,2015-08-24,871.37
1697,2015-08-25,872.07
1698,2015-08-26,872.0
1699,2015-08-27,871.91
1700,2015-08-28,872.56
1701,2015-08-29,874.05
1702,2015-08-30,872.28
1703,2015-08-31,872.86
1704,2015-09-01,871.95
1705,2015-09-02,871.58
1706,2015-09-03,871.52
1707,2015-09-04,870.31
1708,2015-09-05,870.83
1709,2015-09-06,871.56
1710,2015-09-07,872.65
1711,2015-09-08,872.14
1712,2015-09-09,871.83
1713,2015-09-10,871.84
1714,2015-09-11,871.48
1715,2015-09-12,871.25
1716,2015-09-13,871.56
1717,2015-09-14,870.09
1718,2015-09-15,871.54
1719,2015-09-16,871.46
1720,2015-09-17,870.94
1721,2015-09-18,871.27
1722,2015-09-19,872.23
1723,2015-09-20,873.24
1724,2015-09-21,870.86
1725,2015-09-22,871.02
1726,2015-09-23,871.32
1727,2015-09-24,871.46
1728,2015-09-25,870.76
1729,2015-09-26,869.87
1730,2015-09-27,870.76
1731,2015-09-28,870.72
1732,2015-09-29,870.85
1733,2015-09-30,870.34
1734,2015-10-01,870.68
1735,2015-10-02,871.0
1736,2015-10-03,870.69
1737,2015-10-04,870.6
1738,2015-10-05,870.54
1739,2015-10-06,870.43
1740,2015-10-07,871.11
1741,2015-10-08,870.59
1742,2015-10-09,870.7
1743,2015-10-10,873.57
1744,2015-10-11,871.92
1745,2015-10-12,870.94
1746,2015-10-13,871.77
1747,2015-10-14,870.62
1748,2015-10-15,870.29
1749,2015-10-16,870.42
1750,2015-10-17,870.53
1751,2015-10-18,870.52
1752,2015-10-19,870.5
1753,2015-10-20,870.86
1754,2015-10-21,870.69
1755,2015-10-22,870.25
1756,2015-10-23,870.26
1757,2015-10-24,870.51
1758,2015-10-25,870.67
1759,2015-10-26,870.3
1760,2015-10-27,870.32
1761,2015-10-28,870.75
1762,2015-10-29,871.35
1763,2015-10-30,870.65
1764,2015-10-31,870.54
1765,2015-11-01,869.42
1766,2015-11-02,869.85
1767,2015-11-03,871.58
1768,2015-11-04,871.59
1769,2015-11-05,871.2
1770,2015-11-06,870.85
1771,2015-11-07,871.63
1772,2015-11-08,870.8
1773,2015-11-09,871.3
1774,2015-11-10,871.25
1775,2015-11-11,869.34
1776,2015-11-12,860.69
1777,2015-11-13,872.35
1778,2015-11-14,870.01
1779,2015-11-15,871.09
1780,2015-11-16,863.44
1781,2015-11-17,868.58
1782,2015-11-18,868.95
1783,2015-11-19,869.71
1784,2015-11-20,871.41
1785,2015-11-21,871.14
1786,2015-11-22,870.07
1787,2015-11-23,870.35
1788,2015-11-24,868.66
1789,2015-11-25,868.23
1790,2015-11-26,869.92
1791,2015-11-27,870.17
1792,2015-11-28,870.63
1793,2015-11-29,871.38
1794,2015-11-30,870.51
1795,2015-12-01,870.19
1796,2015-12-02,870.59
1797,2015-12-03,870.79
1798,2015-12-04,870.19
1799,2015-12-05,871.93
1800,2015-12-06,871.97
1801,2015-12-07,869.09
1802,2015-12-08,870.29
1803,2015-12-09,870.17
1804,2015-12-10,868.12
1805,2015-12-11,868.52
1806,2015-12-12,869.74
1807,2015-12-13,864.52
1808,2015-12-14,867.31
1809,2015-12-15,870.84
1810,2015-12-16,871.5
1811,2015-12-17,870.57
1812,2015-12-18,870.93
1813,2015-12-19,871.26
1814,2015-12-20,871.22
1815,2015-12-21,871.49
1816,2015-12-22,870.63
1817,2015-12-23,871.73
1818,2015-12-24,871.74
1819,2015-12-25,870.98
1820,2015-12-26,871.29
1821,2015-12-27,871.15
1822,2015-12-28,870.31
1823,2015-12-29,870.61
1824,2015-12-30,868.45
1825,2015-12-31,869.01
1826,2016-01-01,870.77
1827,2016-01-02,871.54
1828,2016-01-03,873.11
1829,2016-01-04,871.93
1830,2016-01-05,870.75
1831,2016-01-06,872.03
1832,2016-01-07,873.4
1833,2016-01-08,871.98
1834,2016-01-09,871.45
1835,2016-01-10,871.15
1836,2016-01-11,871.0
1837,2016-01-12,872.05
1838,2016-01-13,870.85
1839,2016-01-14,872.16
1840,2016-01-15,871.9
1841,2016-01-16,872.41
1842,2016-01-17,871.1
1843,2016-01-18,872.6
1844,2016-01-19,870.79
1845,2016-01-20,871.11
1846,2016-01-21,870.62
1847,2016-01-22,870.98
1848,2016-01-23,870.14
1849,2016-01-24,870.32
1850,2016-01-25,871.75
1851,2016-01-26,872.12
1852,2016-01-27,872.87
1853,2016-01-28,871.51
1854,2016-01-29,870.93
1855,2016-01-30,870.17
1856,2016-01-31,871.06
1857,2016-02-01,871.37
1858,2016-02-02,871.56
1859,2016-02-03,872.04
1860,2016-02-04,871.13
1861,2016-02-05,869.85
1862,2016-02-06,872.68
1863,2016-02-07,869.37
1864,2016-02-08,871.73
1865,2016-02-09,871.84
1866,2016-02-10,872.09
1867,2016-02-11,872.09
1868,2016-02-12,873.08
1869,2016-02-13,870.5
1870,2016-02-14,871.58
1871,2016-02-15,870.15
1872,2016-02-16,871.11
1873,2016-02-17,871.15
1874,2016-02-18,869.71
1875,2016-02-19,870.89
1876,2016-02-20,870.48
1877,2016-02-21,870.6
1878,2016-02-22,871.11
1879,2016-02-23,871.27
1880,2016-02-24,871.49
1881,2016-02-25,871.57
1882,2016-02-26,871.71
1883,2016-02-27,872.14
1884,2016-02-28,871.11
1885,2016-02-29,871.54
1886,2016-03-01,871.68
1887,2016-03-02,871.12
1888,2016-03-03,870.36
1889,2016-03-04,871.53
1890,2016-03-05,870.09
1891,2016-03-06,871.72
1892,2016-03-07,871.4
1893,2016-03-08,870.53
1894,2016-03-09,870.64
1895,2016-03-10,871.1
1896,2016-03-11,871.17
1897,2016-03-12,870.91
1898,2016-03-13,870.97
1899,2016-03-14,870.55
1900,2016-03-15,870.73
1901,2016-03-16,870.94
1902,2016-03-17,872.25
1903,2016-03-18,871.16
1904,2016-03-19,871.03
1905,2016-03-20,870.74
1906,2016-03-21,871.39
1907,2016-03-22,871.96
1908,2016-03-23,872.66
1909,2016-03-24,871.28
1910,2016-03-25,871.47
1911,2016-03-26,871.87
1912,2016-03-27,871.27
1913,2016-03-28,872.03
1914,2016-03-29,871.01
1915,2016-03-30,871.51
1916,2016-03-31,872.08
1917,2016-04-01,871.94
1918,2016-04-02,871.2
1919,2016-04-03,871.95
1920,2016-04-04,870.95
1921,2016-04-05,870.83
1922,2016-04-06,870.94
1923,2016-04-07,871.14
1924,2016-04-08,873.03
1925,2016-04-09,871.76
1926,2016-04-10,872.95
1927,2016-04-11,871.27
1928,2016-04-12,870.93
1929,2016-04-13,870.5
1930,2016-04-14,869.57
1931,2016-04-15,870.73
1932,2016-04-16,871.1
1933,2016-04-17,871.52
1934,2016-04-18,872.84
1935,2016-04-19,872.24
1936,2016-04-20,870.11
1937,2016-04-21,871.85
1938,2016-04-22,871.8
1939,2016-04-23,870.87
1940,2016-04-24,870.72
1941,2016-04-25,871.01
1942,2016-04-26,871.09
1943,2016-04-27,868.65
1944,2016-04-28,873.38
1945,2016-04-29,870.96
1946,2016-04-30,872.16
1947,2016-05-01,871.95
1948,2016-05-02,872.47
1949,2016-05-03,871.26
1950,2016-05-04,872.87
1951,2016-05-05,872.09
1952,2016-05-06,872.47
1953,2016-05-07,871.88
1954,2016-05-08,869.3
1955,2016-05-09,871.86
1956,2016-05-10,871.27
1957,2016-05-11,871.82
1958,2016-05-12,871.83
1959,2016-05-13,872.12
1960,2016-05-14,872.71
1961,2016-05-15,872.62
1962,2016-05-16,871.55
1963,2016-05-17,871.71
1964,2016-05-18,871.44
1965,2016-05-19,869.85
1966,2016-05-20,871.52
1967,2016-05-21,871.35
1968,2016-05-22,871.7
1969,2016-05-23,869.44
1970,2016-05-24,871.35
1971,2016-05-25,870.93
1972,2016-05-26,872.9
1973,2016-05-27,870.67
1974,2016-05-28,872.56
1975,2016-05-29,870.68
1976,2016-05-30,871.81
1977,2016-05-31,872.63
1978,2016-06-01,871.11
1979,2016-06-02,872.13
1980,2016-06-03,871.56
1981,2016-06-04,872.48
1982,2016-06-05,872.01
1983,2016-06-06,872.09
1984,2016-06-07,871.58
1985,2016-06-08,871.85
1986,2016-06-09,873.3
1987,2016-06-10,871.35
1988,2016-06-11,870.93
1989,2016-06-12,870.57
1990,2016-06-13,870.52
1991,2016-06-14,870.68
1992,2016-06-15,871.2
1993,2016-06-16,870.84
1994,2016-06-17,869.68
1995,2016-06-18,869.25
1996,2016-06-19,868.59
1997,2016-06-20,868.0
1998,2016-06-21,872.2
1999,2016-06-22,873.5
2000,2016-06-23,872.71
2001,2016-06-24,870.02
2002,2016-06-25,871.45
2003,2016-06-26,871.73
2004,2016-06-27,871.47
2005,2016-06-28,871.8
2006,2016-06-29,872.49
2007,2016-06-30,871.56
2008,2016-07-01,870.95
2009,2016-07-02,871.64
2010,2016-07-03,872.3
2011,2016-07-04,871.65
2012,2016-07-05,871.62
2013,2016-07-06,870.62
2014,2016-07-07,871.05
2015,2016-07-08,873.18
2016,2016-07-09,870.79
2017,2016-07-10,872.07
2018,2016-07-11,871.24
2019,2016-07-12,872.27
2020,2016-07-13,871.48
2021,2016-07-14,872.19
2022,2016-07-15,870.45
2023,2016-07-16,871.08
2024,2016-07-17,871.18
2025,2016-07-18,871.13
2026,2016-07-19,871.69
2027,2016-07-20,871.94
2028,2016-07-21,872.32
2029,2016-07-22,872.28
2030,2016-07-23,871.2
2031,2016-07-24,871.77
2032,2016-07-25,871.64
2033,2016-07-26,872.88
2034,2016-07-27,870.96
2035,2016-07-28,872.21
2036,2016-07-29,872.52
2037,2016-07-30,871.4
2038,2016-07-31,871.75
2039,2016-08-01,871.69
2040,2016-08-02,872.58
2041,2016-08-03,873.07
2042,2016-08-04,873.04
2043,2016-08-05,871.9
2044,2016-08-06,871.26
2045,2016-08-07,871.88
2046,2016-08-08,870.61
2047,2016-08-09,871.42
2048,2016-08-10,872.96
2049,2016-08-11,872.7
