,datetime,MUD_MOUNTAIN_LAKE_NEAR_BUCKLEY__WA.
967,2013-08-25,907.24
968,2013-08-26,906.5999999999999
969,2013-08-27,906.8399999999999
970,2013-08-28,907.6199999999999
971,2013-08-29,908.94
972,2013-08-30,911.53
973,2013-08-31,908.6600000000001
974,2013-09-01,907.44
975,2013-09-02,908.0799999999999
976,2013-09-03,907.3199999999999
977,2013-09-04,907.5
978,2013-09-05,907.3800000000001
979,2013-09-06,928.65
980,2013-09-07,910.98
981,2013-09-08,910.3199999999999
982,2013-09-09,909.1199999999999
983,2013-09-10,908.3
984,2013-09-11,908.9200000000001
985,2013-09-12,908.3800000000001
986,2013-09-13,908.6600000000001
987,2013-09-14,908.5
988,2013-09-15,909.3399999999999
989,2013-09-16,909.6199999999999
990,2013-09-17,908.96
991,2013-09-18,908.3399999999999
992,2013-09-19,907.0799999999999
993,2013-09-20,906.44
994,2013-09-21,906.1400000000001
995,2013-09-22,906.6199999999999
996,2013-09-23,907.22
997,2013-09-24,906.96
998,2013-09-25,906.02
999,2013-09-26,905.44
1000,2013-09-27,905.54
1001,2013-09-28,907.1199999999999
1002,2013-09-29,958.7199999999999
1003,2013-09-30,979.5
1004,2013-10-01,974.9200000000001
1005,2013-10-02,937.67
1006,2013-10-03,923.02
1007,2013-10-04,917.3800000000001
1008,2013-10-05,913.3800000000001
1009,2013-10-06,912.56
1010,2013-10-07,912.48
1011,2013-10-08,912.7
1012,2013-10-09,912.4200000000001
1013,2013-10-10,912.5999999999999
1014,2013-10-11,912.6600000000001
1015,2013-10-12,912.1400000000001
1016,2013-10-13,911.71
1017,2013-10-14,911.49
1018,2013-10-15,911.12
1019,2013-10-16,914.4200000000001
1020,2013-10-17,947.47
1021,2013-10-18,946.4499999999999
1022,2013-10-19,945.46
1023,2013-10-20,944.65
1024,2013-10-21,943.96
1025,2013-10-22,943.54
1026,2013-10-23,942.88
1027,2013-10-24,942.19
1028,2013-10-25,941.68
1029,2013-10-26,941.0500000000001
1030,2013-10-27,940.63
1031,2013-10-28,940.54
1032,2013-10-29,939.8399999999999
1033,2013-10-30,939.52
1034,2013-10-31,939.6600000000001
1035,2013-11-01,944.62
1036,2013-11-02,944.35
1037,2013-11-03,952.36
1038,2013-11-04,948.61
1039,2013-11-05,947.5899999999999
1040,2013-11-06,950.84
1041,2013-11-07,951.8000000000001
1042,2013-11-08,975.6
1043,2013-11-09,964.4
1044,2013-11-10,958.48
1045,2013-11-11,955.19
1046,2013-11-12,953.24
1047,2013-11-13,954.9499999999999
1048,2013-11-14,952.32
1049,2013-11-15,951.56
1050,2013-11-16,964.84
1051,2013-11-17,957.96
1052,2013-11-18,960.0799999999999
1053,2013-11-19,988.3
1054,2013-11-20,987.25
1055,2013-11-21,972.1
1056,2013-11-22,964.1999999999999
1057,2013-11-23,959.8000000000001
1058,2013-11-24,956.6
1059,2013-11-25,954.23
1060,2013-11-26,952.0799999999999
1061,2013-11-27,950.12
1062,2013-11-28,948.64
1063,2013-11-29,947.47
1064,2013-11-30,946.78
1065,2013-12-01,964.44
1066,2013-12-02,5208.93
1067,2013-12-03,6818.14
1068,2013-12-04,5406.84
1069,2013-12-05,3220.9700000000003
1070,2013-12-06,2465.81
1071,2013-12-07,1270.26
1072,2013-12-08,1038.96
1073,2013-12-09,1027.48
1074,2013-12-10,1034.56
1075,2013-12-11,1022.23
1076,2013-12-12,1011.74
1077,2013-12-13,1022.51
1078,2013-12-14,989.6999999999999
1079,2013-12-15,986.9
1080,2013-12-16,988.0
1081,2013-12-17,950.7600000000001
1082,2013-12-18,950.48
1083,2013-12-19,909.98
1084,2013-12-20,910.4000000000001
1085,2013-12-21,929.76
1086,2013-12-22,929.88
1087,2013-12-23,939.6600000000001
1088,2013-12-24,952.36
1089,2013-12-25,930.22
1090,2013-12-26,920.79
1091,2013-12-27,917.48
1092,2013-12-28,917.0
1093,2013-12-29,914.7
1094,2013-12-30,915.6400000000001
1095,2013-12-31,915.5999999999999
1096,2014-01-01,914.6800000000001
1097,2014-01-02,913.8399999999999
1098,2014-01-03,917.6400000000001
1099,2014-01-04,914.2
1100,2014-01-05,912.7
1101,2014-01-06,912.28
1102,2014-01-07,912.4000000000001
1103,2014-01-08,910.6800000000001
1104,2014-01-09,912.5999999999999
1105,2014-01-10,914.6400000000001
1106,2014-01-11,921.52
1107,2014-01-12,937.73
1108,2014-01-13,969.6500000000001
1109,2014-01-14,955.31
1110,2014-01-15,935.6600000000001
1111,2014-01-16,922.6600000000001
1112,2014-01-17,922.06
1113,2014-01-18,920.58
1114,2014-01-19,918.39
1115,2014-01-20,915.4200000000001
1116,2014-01-21,914.5999999999999
1117,2014-01-22,913.6199999999999
1118,2014-01-23,912.6400000000001
1119,2014-01-24,911.69
1120,2014-01-25,911.6
1121,2014-01-26,911.66
1122,2014-01-27,911.37
1123,2014-01-28,911.0
1124,2014-01-29,914.9000000000001
1125,2014-01-30,922.1800000000001
1126,2014-01-31,917.74
1127,2014-02-01,914.9200000000001
1128,2014-02-02,913.28
1129,2014-02-03,911.82
1130,2014-02-04,911.47
1131,2014-02-05,910.52
1132,2014-02-06,907.52
1133,2014-02-07,909.6600000000001
1134,2014-02-08,910.04
1135,2014-02-09,909.24
1136,2014-02-10,909.6400000000001
1137,2014-02-11,911.46
1138,2014-02-12,911.97
1139,2014-02-13,921.3800000000001
1140,2014-02-14,917.56
1141,2014-02-15,917.1800000000001
1142,2014-02-16,921.78
1143,2014-02-17,927.75
1144,2014-02-18,923.5
1145,2014-02-19,928.83
1146,2014-02-20,921.46
1147,2014-02-21,918.03
1148,2014-02-22,918.93
1149,2014-02-23,917.2
1150,2014-02-24,916.6600000000001
1151,2014-02-25,924.96
1152,2014-02-26,922.6199999999999
1153,2014-02-27,921.8399999999999
1154,2014-02-28,917.26
1155,2014-03-01,917.3399999999999
1156,2014-03-02,915.3599999999999
1157,2014-03-03,924.6199999999999
1158,2014-03-04,970.6999999999999
1159,2014-03-05,2215.55
1160,2014-03-06,3513.18
1161,2014-03-07,4751.195
1162,2014-03-08,5989.21
1163,2014-03-09,7189.0
1164,2014-03-10,14889.29
1165,2014-03-11,17657.63
1166,2014-03-12,16905.45
1167,2014-03-13,14337.43
1168,2014-03-14,10666.26
1169,2014-03-15,7387.47
1170,2014-03-16,4290.29
1171,2014-03-17,3195.61
1172,2014-03-18,2130.06
1173,2014-03-19,1059.95
1174,2014-03-20,995.18
1175,2014-03-21,986.2
1176,2014-03-22,979.5
1177,2014-03-23,975.56
1178,2014-03-24,971.85
1179,2014-03-25,970.0999999999999
1180,2014-03-26,926.3399999999999
1181,2014-03-27,917.3800000000001
1182,2014-03-28,918.42
1183,2014-03-29,923.22
1184,2014-03-30,926.5799999999999
1185,2014-03-31,922.1800000000001
1186,2014-04-01,918.48
1187,2014-04-02,916.1400000000001
1188,2014-04-03,914.3
1189,2014-04-04,914.5
1190,2014-04-05,913.3
1191,2014-04-06,934.25
1192,2014-04-07,934.5500000000001
1193,2014-04-08,934.04
1194,2014-04-09,946.6
1195,2014-04-10,938.0
1196,2014-04-11,930.8800000000001
1197,2014-04-12,976.96
1198,2014-04-13,973.56
1199,2014-04-14,970.3000000000001
1200,2014-04-15,968.15
1201,2014-04-16,968.1
1202,2014-04-17,979.35
1203,2014-04-18,990.6
1204,2014-04-19,982.15
1205,2014-04-20,978.5
1206,2014-04-21,973.1999999999999
1207,2014-04-22,977.3
1208,2014-04-23,977.55
1209,2014-04-24,993.56
1210,2014-04-25,1004.4200000000001
1211,2014-04-26,993.68
1212,2014-04-27,985.15
1213,2014-04-28,982.75
1214,2014-04-29,977.75
1215,2014-04-30,975.32
1216,2014-05-01,977.4000000000001
1217,2014-05-02,986.8000000000001
1218,2014-05-03,997.16
1219,2014-05-04,996.56
1220,2014-05-05,990.8
1221,2014-05-06,990.25
1222,2014-05-07,985.8
1223,2014-05-08,982.45
1224,2014-05-09,1002.1400000000001
1225,2014-05-10,946.9
1226,2014-05-11,938.5
1227,2014-05-12,931.9200000000001
1228,2014-05-13,928.56
1229,2014-05-14,931.8399999999999
1230,2014-05-15,942.1
1231,2014-05-16,1013.3599999999999
1232,2014-05-17,1011.38
1233,2014-05-18,1001.3
1234,2014-05-19,993.98
1235,2014-05-20,987.95
1236,2014-05-21,986.2
1237,2014-05-22,987.45
1238,2014-05-23,995.66
1239,2014-05-24,1005.8599999999999
1240,2014-05-25,995.12
1241,2014-05-26,999.74
1242,2014-05-27,995.48
1243,2014-05-28,994.76
1244,2014-05-29,989.0
1245,2014-05-30,984.0999999999999
1246,2014-05-31,983.0500000000001
1247,2014-06-01,984.15
1248,2014-06-02,985.4
1249,2014-06-03,988.3
1250,2014-06-04,988.8
1251,2014-06-05,986.75
1252,2014-06-06,983.55
1253,2014-06-07,980.65
1254,2014-06-08,980.4
1255,2014-06-09,982.75
1256,2014-06-10,984.25
1257,2014-06-11,979.6
1258,2014-06-12,978.2
1259,2014-06-13,980.2
1260,2014-06-14,974.6
1261,2014-06-15,971.1
1262,2014-06-16,972.05
1263,2014-06-17,970.4
1264,2014-06-18,967.6
1265,2014-06-19,969.0500000000001
1266,2014-06-20,971.3
1267,2014-06-21,970.8
1268,2014-06-22,967.48
1269,2014-06-23,968.45
1270,2014-06-24,971.8
1271,2014-06-25,972.4
1272,2014-06-26,975.7600000000001
1273,2014-06-27,974.88
1274,2014-06-28,981.55
1275,2014-06-29,984.15
1276,2014-06-30,974.7199999999999
1277,2014-07-01,972.8000000000001
1278,2014-07-02,974.96
1279,2014-07-03,974.8000000000001
1280,2014-07-04,970.45
1281,2014-07-05,968.7
1282,2014-07-06,967.32
1283,2014-07-07,969.0500000000001
1284,2014-07-08,969.0500000000001
1285,2014-07-09,967.84
1286,2014-07-10,965.8000000000001
1287,2014-07-11,962.96
1288,2014-07-12,962.48
1289,2014-07-13,966.88
1290,2014-07-14,967.0799999999999
1291,2014-07-15,964.7199999999999
1292,2014-07-16,964.4
1293,2014-07-17,1112.49
1294,2014-07-18,1384.48
1295,2014-07-19,1964.42
1296,2014-07-20,3090.09
1297,2014-07-21,4503.65
1298,2014-07-22,5912.53
1299,2014-07-23,7205.12
1300,2014-07-24,9160.82
1301,2014-07-25,8463.506666666666
1302,2014-07-26,7750.173333333333
1303,2014-07-27,7036.84
1304,2014-07-28,5260.43
1305,2014-07-29,3586.85
1306,2014-07-30,1981.72
1307,2014-07-31,1011.8
1308,2014-08-01,913.96
1309,2014-08-02,913.0999999999999
1310,2014-08-03,912.56
1311,2014-08-04,912.6199999999999
1312,2014-08-05,912.52
1313,2014-08-06,911.34
1314,2014-08-07,911.18
1315,2014-08-08,911.0
1316,2014-08-09,910.8
1317,2014-08-10,909.52
1318,2014-08-11,910.22
1319,2014-08-12,911.19
1320,2014-08-13,917.98
1321,2014-08-14,914.3599999999999
1322,2014-08-15,911.76
1323,2014-08-16,911.5
1324,2014-08-17,911.6
1325,2014-08-18,911.28
1326,2014-08-19,911.72
1327,2014-08-20,911.82
1328,2014-08-21,910.6800000000001
1329,2014-08-22,909.6199999999999
1330,2014-08-23,908.8
1331,2014-08-24,908.78
1332,2014-08-25,909.4200000000001
1333,2014-08-26,908.48
1334,2014-08-27,909.3399999999999
1335,2014-08-28,909.1800000000001
1336,2014-08-29,908.7
1337,2014-08-30,907.3199999999999
1338,2014-08-31,907.46
1339,2014-09-01,906.54
1340,2014-09-02,906.06
1341,2014-09-03,907.54
1342,2014-09-04,907.54
1343,2014-09-05,907.0799999999999
1344,2014-09-06,905.56
1345,2014-09-07,905.8
1346,2014-09-08,905.5799999999999
1347,2014-09-09,905.8199999999999
1348,2014-09-10,904.98
1349,2014-09-11,904.87
1350,2014-09-12,904.66
1351,2014-09-13,904.6
1352,2014-09-14,904.6
1353,2014-09-15,904.59
1354,2014-09-16,904.99
1355,2014-09-17,905.3399999999999
1356,2014-09-18,906.26
1357,2014-09-19,906.28
1358,2014-09-20,905.94
1359,2014-09-21,905.5999999999999
1360,2014-09-22,906.24
1361,2014-09-23,906.3399999999999
1362,2014-09-24,916.06
1363,2014-09-25,912.26
1364,2014-09-26,910.2
1365,2014-09-27,909.02
1366,2014-09-28,906.2
1367,2014-09-29,905.56
1368,2014-09-30,906.6400000000001
1369,2014-10-01,905.94
1370,2014-10-02,904.9
1371,2014-10-03,904.37
1372,2014-10-04,904.59
1373,2014-10-05,904.94
1374,2014-10-06,905.3199999999999
1375,2014-10-07,906.2
1376,2014-10-08,905.8800000000001
1377,2014-10-09,904.98
1378,2014-10-10,904.69
1379,2014-10-11,904.61
1380,2014-10-12,909.44
1381,2014-10-13,905.9000000000001
1382,2014-10-14,907.4200000000001
1383,2014-10-15,906.5999999999999
1384,2014-10-16,907.26
1385,2014-10-17,905.98
1386,2014-10-18,912.6600000000001
1387,2014-10-19,909.44
1388,2014-10-20,908.8599999999999
1389,2014-10-21,909.6600000000001
1390,2014-10-22,907.5999999999999
1391,2014-10-23,931.54
1392,2014-10-24,922.6600000000001
1393,2014-10-25,914.78
1394,2014-10-26,923.6800000000001
1395,2014-10-27,921.56
1396,2014-10-28,914.94
1397,2014-10-29,917.6800000000001
1398,2014-10-30,915.0999999999999
1399,2014-10-31,939.24
1400,2014-11-01,924.8800000000001
1401,2014-11-02,916.0799999999999
1402,2014-11-03,918.33
1403,2014-11-04,926.0
1404,2014-11-05,935.51
1405,2014-11-06,927.57
1406,2014-11-07,925.24
1407,2014-11-08,919.77
1408,2014-11-09,915.48
1409,2014-11-10,937.5500000000001
1410,2014-11-11,921.7
1411,2014-11-12,914.8
1412,2014-11-13,912.52
1413,2014-11-14,911.41
1414,2014-11-15,911.29
1415,2014-11-16,910.9000000000001
1416,2014-11-17,910.26
1417,2014-11-18,908.72
1418,2014-11-19,908.3599999999999
1419,2014-11-20,907.56
1420,2014-11-21,950.64
1421,2014-11-22,970.6
1422,2014-11-23,966.48
1423,2014-11-24,974.44
1424,2014-11-25,1344.84
1425,2014-11-26,13253.619999999999
1426,2014-11-27,14106.64
1427,2014-11-28,12039.02
1428,2014-11-29,9508.69
1429,2014-11-30,8616.67
1430,2014-12-01,8109.49
1431,2014-12-02,6394.7
1432,2014-12-03,3643.57
1433,2014-12-04,1540.1100000000001
1434,2014-12-05,1045.4299999999998
1435,2014-12-06,973.88
1436,2014-12-07,976.68
1437,2014-12-08,973.52
1438,2014-12-09,971.9499999999999
1439,2014-12-10,990.75
1440,2014-12-11,1003.22
1441,2014-12-12,1000.82
1442,2014-12-13,989.6
1443,2014-12-14,982.8499999999999
1444,2014-12-15,977.3
1445,2014-12-16,920.1600000000001
1446,2014-12-17,912.8199999999999
1447,2014-12-18,911.62
1448,2014-12-19,911.86
1449,2014-12-20,966.0
1450,2014-12-21,1721.63
1451,2014-12-22,1993.0
1452,2014-12-23,1024.4
1453,2014-12-24,1121.9099999999999
1454,2014-12-25,1019.08
1455,2014-12-26,997.4
1456,2014-12-27,987.5
1457,2014-12-28,996.32
1458,2014-12-29,986.25
1459,2014-12-30,976.0799999999999
1460,2014-12-31,930.0
1461,2015-01-01,925.7
1462,2015-01-02,924.0
1463,2015-01-03,921.94
1464,2015-01-04,968.35
1465,2015-01-05,1700.51
1466,2015-01-06,13825.65
1467,2015-01-07,14497.98
1468,2015-01-08,11938.619999999999
1469,2015-01-09,8393.3
1470,2015-01-10,6480.41
1471,2015-01-11,4749.28
1472,2015-01-12,3061.66
1473,2015-01-13,2232.23
1474,2015-01-14,1011.02
1475,2015-01-15,977.55
1476,2015-01-16,981.8000000000001
1477,2015-01-17,975.6
1478,2015-01-18,1227.52
1479,2015-01-19,1366.71
1480,2015-01-20,1113.7
1481,2015-01-21,998.66
1482,2015-01-22,991.65
1483,2015-01-23,989.95
1484,2015-01-24,1015.76
1485,2015-01-25,1017.54
1486,2015-01-26,1005.32
1487,2015-01-27,946.15
1488,2015-01-28,946.15
1489,2015-01-29,930.6600000000001
1490,2015-01-30,924.1400000000001
1491,2015-01-31,921.78
1492,2015-02-01,920.88
1493,2015-02-02,919.35
1494,2015-02-03,919.4100000000001
1495,2015-02-04,918.6
1496,2015-02-05,915.26
1497,2015-02-06,939.48
1498,2015-02-07,1018.24
1499,2015-02-08,1019.4300000000001
1500,2015-02-09,1013.4200000000001
1501,2015-02-10,1020.2
1502,2015-02-11,1009.5799999999999
1503,2015-02-12,994.94
1504,2015-02-13,928.1999999999999
1505,2015-02-14,926.0999999999999
1506,2015-02-15,923.3199999999999
1507,2015-02-16,921.02
1508,2015-02-17,919.68
1509,2015-02-18,916.8599999999999
1510,2015-02-19,914.6800000000001
1511,2015-02-20,1062.54
1512,2015-02-21,1235.06
1513,2015-02-22,1187.89
1514,2015-02-23,1516.9099999999999
1515,2015-02-24,2169.94
1516,2015-02-25,3159.08
1517,2015-02-26,4455.12
1518,2015-02-27,5888.3099999999995
1519,2015-02-28,7338.11
1520,2015-03-01,7658.42
1521,2015-03-02,7074.13
1522,2015-03-03,6435.04
1523,2015-03-04,5756.11
1524,2015-03-05,5061.47
1525,2015-03-06,4384.34
1526,2015-03-07,3733.71
1527,2015-03-08,3127.63
1528,2015-03-09,2599.2200000000003
1529,2015-03-10,1875.31
1530,2015-03-11,1164.6399999999999
1531,2015-03-12,962.16
1532,2015-03-13,946.96
1533,2015-03-14,951.32
1534,2015-03-15,981.55
1535,2015-03-16,1002.8599999999999
1536,2015-03-17,981.05
1537,2015-03-18,974.2800000000001
1538,2015-03-19,967.9200000000001
1539,2015-03-20,964.44
1540,2015-03-21,962.96
1541,2015-03-22,961.6
1542,2015-03-23,959.96
1543,2015-03-24,962.48
1544,2015-03-25,962.04
1545,2015-03-26,985.4
1546,2015-03-27,977.45
1547,2015-03-28,980.3499999999999
1548,2015-03-29,973.9200000000001
1549,2015-03-30,969.35
1550,2015-03-31,967.56
1551,2015-04-01,965.04
1552,2015-04-02,963.2399999999999
1553,2015-04-03,961.12
1554,2015-04-04,959.32
1555,2015-04-05,957.48
1556,2015-04-06,956.12
1557,2015-04-07,954.83
1558,2015-04-08,953.69
1559,2015-04-09,953.48
1560,2015-04-10,953.27
1561,2015-04-11,954.8000000000001
1562,2015-04-12,953.42
1563,2015-04-13,951.8000000000001
1564,2015-04-14,954.35
1565,2015-04-15,954.62
1566,2015-04-16,953.63
1567,2015-04-17,954.17
1568,2015-04-18,954.98
1569,2015-04-19,954.23
1570,2015-04-20,953.93
1571,2015-04-21,954.4100000000001
1572,2015-04-22,953.93
1573,2015-04-23,952.32
1574,2015-04-24,953.18
1575,2015-04-25,955.22
1576,2015-04-26,952.7600000000001
1577,2015-04-27,950.8000000000001
1578,2015-04-28,952.52
1579,2015-04-29,954.32
1580,2015-04-30,953.21
1581,2015-05-01,952.2399999999999
1582,2015-05-02,952.68
1583,2015-05-03,952.2800000000001
1584,2015-05-04,952.36
1585,2015-05-05,954.38
1586,2015-05-06,953.36
1587,2015-05-07,951.2399999999999
1588,2015-05-08,949.84
1589,2015-05-09,949.7199999999999
1590,2015-05-10,950.84
1591,2015-05-11,951.56
1592,2015-05-12,952.68
1593,2015-05-13,959.2800000000001
1594,2015-05-14,959.04
1595,2015-05-15,956.64
1596,2015-05-16,955.9100000000001
1597,2015-05-17,955.61
1598,2015-05-18,956.52
1599,2015-05-19,957.44
1600,2015-05-20,957.7600000000001
1601,2015-05-21,958.7199999999999
1602,2015-05-22,914.1199999999999
1603,2015-05-23,914.94
1604,2015-05-24,915.0
1605,2015-05-25,914.22
1606,2015-05-26,913.8
1607,2015-05-27,962.8000000000001
1608,2015-05-28,1046.79
1609,2015-05-29,1160.25
1610,2015-05-30,1555.75
1611,2015-05-31,2439.33
1612,2015-06-01,3564.56
1613,2015-06-02,4998.85
1614,2015-06-03,6468.3099999999995
1615,2015-06-04,7732.9400000000005
1616,2015-06-05,8817.869999999999
1617,2015-06-06,9852.43
1618,2015-06-07,10899.29
1619,2015-06-08,12039.02
1620,2015-06-09,13273.67
1621,2015-06-10,14046.42
1622,2015-06-11,13213.47
1623,2015-06-12,12049.05
1624,2015-06-13,10798.85
1625,2015-06-14,9491.6
1626,2015-06-15,8204.1
1627,2015-06-16,6808.0599999999995
1628,2015-06-17,5066.53
1629,2015-06-18,3300.05
1630,2015-06-19,2184.24
1631,2015-06-20,1844.31
1632,2015-06-21,2044.19
1633,2015-06-22,2532.02
1634,2015-06-23,3286.88
1635,2015-06-24,4024.23
1636,2015-06-25,4733.12
1637,2015-06-26,5447.23
1638,2015-06-27,6255.53
1639,2015-06-28,7254.49
1640,2015-06-29,8328.9
1641,2015-06-30,8449.65
1642,2015-07-01,7867.87
1643,2015-07-02,6860.47
1644,2015-07-03,5661.24
1645,2015-07-04,4504.67
1646,2015-07-05,3510.87
1647,2015-07-06,2649.08
1648,2015-07-07,1951.82
1649,2015-07-08,1146.98
1650,2015-07-09,962.48
1651,2015-07-10,950.16
1652,2015-07-11,911.17
1653,2015-07-12,909.76
1654,2015-07-13,908.1600000000001
1655,2015-07-14,907.54
1656,2015-07-15,907.44
1657,2015-07-16,908.3599999999999
1658,2015-07-17,907.46
1659,2015-07-18,907.28
1660,2015-07-19,907.8599999999999
1661,2015-07-20,908.94
1662,2015-07-21,909.1800000000001
1663,2015-07-22,907.7
1664,2015-07-23,907.54
1665,2015-07-24,984.6
1666,2015-07-25,1129.11
1667,2015-07-26,1289.42
1668,2015-07-27,1234.74
1669,2015-07-28,1366.5
1670,2015-07-29,1741.5
1671,2015-07-30,2293.5
1672,2015-07-31,2621.6
1673,2015-08-01,2872.4166666666665
1674,2015-08-02,3123.2333333333336
1675,2015-08-03,3374.05
1676,2015-08-04,4086.96
1677,2015-08-05,4694.71
1678,2015-08-06,5200.85
1679,2015-08-07,4744.23
1680,2015-08-08,4149.6900000000005
1681,2015-08-09,3641.54
1682,2015-08-10,3209.81
1683,2015-08-11,2608.38
1684,2015-08-12,1941.98
1685,2015-08-13,1235.8
1686,2015-08-14,963.2800000000001
1687,2015-08-15,908.3399999999999
1688,2015-08-16,906.98
1689,2015-08-17,907.1199999999999
1690,2015-08-18,907.06
1691,2015-08-19,907.78
1692,2015-08-20,907.56
1693,2015-08-21,906.3800000000001
1694,2015-08-22,904.99
1695,2015-08-23,904.89
1696,2015-08-24,904.73
1697,2015-08-25,904.57
1698,2015-08-26,904.57
1699,2015-08-27,904.89
1700,2015-08-28,904.83
1701,2015-08-29,905.6800000000001
1702,2015-08-30,907.96
1703,2015-08-31,905.5999999999999
1704,2015-09-01,944.77
1705,2015-09-02,944.83
1706,2015-09-03,945.52
1707,2015-09-04,942.97
1708,2015-09-05,942.3399999999999
1709,2015-09-06,941.5899999999999
1710,2015-09-07,942.01
1711,2015-09-08,941.0500000000001
1712,2015-09-09,941.44
1713,2015-09-10,941.62
1714,2015-09-11,943.15
1715,2015-09-12,943.96
1716,2015-09-13,944.8000000000001
1717,2015-09-14,942.28
1718,2015-09-15,939.3599999999999
1719,2015-09-16,938.9200000000001
1720,2015-09-17,938.6400000000001
1721,2015-09-18,939.5999999999999
1722,2015-09-19,939.2
1723,2015-09-20,940.36
1724,2015-09-21,942.19
1725,2015-09-22,940.63
1726,2015-09-23,939.6199999999999
1727,2015-09-24,939.6199999999999
1728,2015-09-25,939.96
1729,2015-09-26,942.82
1730,2015-09-27,940.33
1731,2015-09-28,939.1199999999999
1732,2015-09-29,938.78
1733,2015-09-30,939.1400000000001
1734,2015-10-01,939.4000000000001
1735,2015-10-02,939.28
1736,2015-10-03,941.98
1737,2015-10-04,939.52
1738,2015-10-05,939.0799999999999
1739,2015-10-06,938.94
1740,2015-10-07,938.8
1741,2015-10-08,905.48
1742,2015-10-09,904.97
1743,2015-10-10,905.96
1744,2015-10-11,909.24
1745,2015-10-12,904.73
1746,2015-10-13,904.61
1747,2015-10-14,904.66
1748,2015-10-15,939.8800000000001
1749,2015-10-16,940.03
1750,2015-10-17,942.22
1751,2015-10-18,941.44
1752,2015-10-19,944.24
1753,2015-10-20,943.75
1754,2015-10-21,940.21
1755,2015-10-22,939.56
1756,2015-10-23,938.5799999999999
1757,2015-10-24,938.0799999999999
1758,2015-10-25,937.4
1759,2015-10-26,939.8800000000001
1760,2015-10-27,942.61
1761,2015-10-28,939.48
1762,2015-10-29,945.73
1763,2015-10-30,947.56
1764,2015-10-31,1235.48
1765,2015-11-01,9384.03
1766,2015-11-02,9399.11
1767,2015-11-03,7496.26
1768,2015-11-04,4543.09
1769,2015-11-05,2320.02
1770,2015-11-06,982.35
1771,2015-11-07,962.0
1772,2015-11-08,965.2399999999999
1773,2015-11-09,965.0
1774,2015-11-10,961.4
1775,2015-11-11,961.68
1776,2015-11-12,956.52
1777,2015-11-13,990.75
1778,2015-11-14,3458.18
1779,2015-11-15,5938.76
1780,2015-11-16,4035.37
1781,2015-11-17,1969.95
1782,2015-11-18,18911.07
1783,2015-11-19,22149.28
1784,2015-11-20,19552.77
1785,2015-11-21,15762.05
1786,2015-11-22,11336.17
1787,2015-11-23,6934.05
1788,2015-11-24,3725.6
1789,2015-11-25,1756.94
1790,2015-11-26,1029.93
1791,2015-11-27,1021.95
1792,2015-11-28,966.56
1793,2015-11-29,960.56
1794,2015-11-30,957.84
1795,2015-12-01,953.9
1796,2015-12-02,955.82
1797,2015-12-03,907.5
1798,2015-12-04,929.9100000000001
1799,2015-12-05,915.0999999999999
1800,2015-12-06,921.06
1801,2015-12-07,935.63
1802,2015-12-08,1267.1999999999998
1803,2015-12-09,16032.880000000001
1804,2015-12-10,33563.19
1805,2015-12-11,35406.59
1806,2015-12-12,32641.44
1807,2015-12-13,28252.79
1808,2015-12-14,22961.22
1809,2015-12-15,16835.26
1810,2015-12-16,10498.5
1811,2015-12-17,4935.2
1812,2015-12-18,2632.8
1813,2015-12-19,2451.9333333333334
1814,2015-12-20,2271.0666666666666
1815,2015-12-21,2090.2
1816,2015-12-22,1273.1
1817,2015-12-23,1012.5
1818,2015-12-24,1074.44
1819,2015-12-25,1069.33
1820,2015-12-26,1054.89
1821,2015-12-27,1050.5
1822,2015-12-28,1046.56
1823,2015-12-29,1041.32
1824,2015-12-30,1019.64
1825,2015-12-31,1000.94
1826,2016-01-01,1002.5
1827,2016-01-02,1003.4599999999999
1828,2016-01-03,1002.56
1829,2016-01-04,1003.88
1830,2016-01-05,1003.76
1831,2016-01-06,1003.34
1832,2016-01-07,974.84
1833,2016-01-08,974.48
1834,2016-01-09,973.88
1835,2016-01-10,972.5
1836,2016-01-11,971.7
1837,2016-01-12,972.2
1838,2016-01-13,965.4
1839,2016-01-14,969.3
1840,2016-01-15,964.0
1841,2016-01-16,969.88
1842,2016-01-17,975.7600000000001
1843,2016-01-18,976.2399999999999
1844,2016-01-19,972.9
1845,2016-01-20,955.85
1846,2016-01-21,954.11
1847,2016-01-22,997.88
1848,2016-01-23,989.38
1849,2016-01-24,989.05
1850,2016-01-25,975.7600000000001
1851,2016-01-26,948.37
1852,2016-01-27,944.32
1853,2016-01-28,965.0
1854,2016-01-29,3277.75
1855,2016-01-30,2486.15
1856,2016-01-31,1217.0
1857,2016-02-01,1044.51
1858,2016-02-02,1010.5400000000001
1859,2016-02-03,994.4
1860,2016-02-04,1118.42
1861,2016-02-05,1572.0
1862,2016-02-06,3403.3566666666666
1863,2016-02-07,5234.713333333334
1864,2016-02-08,7066.07
1865,2016-02-09,9455.41
1866,2016-02-10,12551.01
1867,2016-02-11,14708.68
1868,2016-02-12,13715.25
1869,2016-02-13,13343.92
1870,2016-02-14,13153.23
1871,2016-02-15,19402.39
1872,2016-02-16,29174.66
1873,2016-02-17,36057.77
1874,2016-02-18,39704.2
1875,2016-02-19,41747.7
1876,2016-02-20,41206.79
1877,2016-02-21,39283.47
1878,2016-02-22,36488.56
1879,2016-02-23,32511.19
1880,2016-02-24,27932.13
