,datetime,MUD_MOUNTAIN_LAKE_NEAR_BUCKLEY__WA.
113,2011-04-24,949.62
114,2011-04-25,948.43
115,2011-04-26,950.97
116,2011-04-27,969.26
117,2011-04-28,1105.6100000000001
118,2011-04-29,1097.9299999999998
119,2011-04-30,1093.45
120,2011-05-01,1086.9099999999999
121,2011-05-02,1088.0
122,2011-05-03,1095.72
123,2011-05-04,1094.62
124,2011-05-05,1102.31
125,2011-05-06,1112.21
126,2011-05-07,1121.01
127,2011-05-08,1152.96
128,2011-05-09,1142.29
129,2011-05-10,1128.44
130,2011-05-11,1136.05
131,2011-05-12,1141.4
132,2011-05-13,1125.3
133,2011-05-14,2102.33
134,2011-05-15,3079.36
135,2011-05-16,14556.6
136,2011-05-17,17868.11
137,2011-05-18,17466.9
138,2011-05-19,15058.71
139,2011-05-20,11945.58
140,2011-05-21,8618.619999999999
141,2011-05-22,6292.84
142,2011-05-23,4435.97
143,2011-05-24,2977.81
144,2011-05-25,1561.03
145,2011-05-26,1420.42
146,2011-05-27,1157.24
147,2011-05-28,1152.92
148,2011-05-29,1142.29
149,2011-05-30,1132.73
150,2011-05-31,1115.45
151,2011-06-01,1144.42
152,2011-06-02,1166.77
153,2011-06-03,1175.28
154,2011-06-04,1174.27
155,2011-06-05,1194.45
156,2011-06-06,1241.88
157,2011-06-07,1320.5700000000002
158,2011-06-08,1329.92
159,2011-06-09,1316.38
160,2011-06-10,1304.95
161,2011-06-11,1320.5700000000002
162,2011-06-12,1296.53
163,2011-06-13,1255.53
164,2011-06-14,1258.69
165,2011-06-15,1245.06
166,2011-06-16,1171.0700000000002
167,2011-06-17,1153.19
168,2011-06-18,1165.7
169,2011-06-19,1228.25
170,2011-06-20,1226.13
171,2011-06-21,1216.6799999999998
172,2011-06-22,1226.12
173,2011-06-23,1252.42
174,2011-06-24,1232.44
175,2011-06-25,1218.77
176,2011-06-26,1188.12
177,2011-06-27,1181.7
178,2011-06-28,1196.6
179,2011-06-29,1226.3
180,2011-06-30,1250.5
181,2011-07-01,1203.1
182,2011-07-02,1202.05
183,2011-07-03,1201.0
184,2011-07-04,1199.95
185,2011-07-05,1198.9
186,2011-07-06,1206.3
187,2011-07-07,1226.3
188,2011-07-08,1210.5
189,2011-07-09,1183.1666666666667
190,2011-07-10,1155.8333333333333
191,2011-07-11,1128.5
192,2011-07-12,1126.4
193,2011-07-13,1130.7
194,2011-07-14,1148.9
195,2011-07-15,1138.2
196,2011-07-16,1138.2
197,2011-07-17,1138.2
198,2011-07-18,1138.2
199,2011-07-19,1141.26
200,2011-07-20,1696.94
201,2011-07-21,3565.9
202,2011-07-22,5889.62
203,2011-07-23,9222.14
204,2011-07-24,12447.95
205,2011-07-25,15760.94
206,2011-07-26,19272.38
207,2011-07-27,21779.61
208,2011-07-28,21077.84
209,2011-07-29,18971.68
210,2011-07-30,16764.47
211,2011-07-31,14456.44
212,2011-08-01,12146.7
213,2011-08-02,9202.02
214,2011-08-03,6111.38
215,2011-08-04,3829.05
216,2011-08-05,2957.63
217,2011-08-06,1405.85
218,2011-08-07,1314.33
219,2011-08-08,1266.05
220,2011-08-09,1096.83
221,2011-08-10,1094.56
222,2011-08-11,1091.27
223,2011-08-12,1067.06
224,2011-08-13,1063.67
225,2011-08-14,1063.72
226,2011-08-15,1059.1100000000001
227,2011-08-16,1056.8200000000002
228,2011-08-17,1054.5
229,2011-08-18,1054.47
230,2011-08-19,1053.37
231,2011-08-20,1054.5700000000002
232,2011-08-21,1057.92
233,2011-08-22,1059.19
234,2011-08-23,1061.47
235,2011-08-24,1059.1799999999998
236,2011-08-25,1060.2
237,2011-08-26,1059.1799999999998
238,2011-08-27,1059.13
239,2011-08-28,1055.73
240,2011-08-29,1055.72
241,2011-08-30,1054.5700000000002
242,2011-08-31,1051.02
243,2011-09-01,1045.37
244,2011-09-02,1043.1
245,2011-09-03,1041.9
246,2011-09-04,1040.81
247,2011-09-05,1043.04
248,2011-09-06,1042.99
249,2011-09-07,1041.9299999999998
250,2011-09-08,1043.13
251,2011-09-09,1046.51
252,2011-09-10,1048.75
253,2011-09-11,1047.6599999999999
254,2011-09-12,1046.51
255,2011-09-13,1045.37
256,2011-09-14,1044.1799999999998
257,2011-09-15,1039.62
258,2011-09-16,1036.22
259,2011-09-17,1033.8200000000002
260,2011-09-18,1037.3600000000001
261,2011-09-19,1051.1100000000001
262,2011-09-20,1039.62
263,2011-09-21,1036.19
264,2011-09-22,1036.23
265,2011-09-23,1039.5900000000001
266,2011-09-24,1040.77
267,2011-09-25,1039.6799999999998
268,2011-09-26,1036.19
269,2011-09-27,1056.87
270,2011-09-28,1046.56
271,2011-09-29,1035.05
272,2011-09-30,1033.8600000000001
273,2011-10-01,945.3399999999999
274,2011-10-02,947.38
275,2011-10-03,946.48
276,2011-10-04,946.18
277,2011-10-05,944.47
278,2011-10-06,947.62
279,2011-10-07,945.31
280,2011-10-08,945.94
281,2011-10-09,943.81
282,2011-10-10,943.54
283,2011-10-11,949.88
284,2011-10-12,961.52
285,2011-10-13,949.88
286,2011-10-14,945.61
287,2011-10-15,943.54
288,2011-10-16,942.22
289,2011-10-17,940.99
290,2011-10-18,940.36
291,2011-10-19,939.98
292,2011-10-20,939.76
293,2011-10-21,939.6600000000001
294,2011-10-22,942.28
295,2011-10-23,975.6
296,2011-10-24,957.9200000000001
297,2011-10-25,950.64
298,2011-10-26,946.72
299,2011-10-27,944.9499999999999
300,2011-10-28,943.48
301,2011-10-29,948.64
302,2011-10-30,944.68
303,2011-10-31,957.56
304,2011-11-01,952.04
305,2011-11-02,948.31
306,2011-11-03,949.8000000000001
307,2011-11-04,946.6600000000001
308,2011-11-05,945.1600000000001
309,2011-11-06,943.96
310,2011-11-07,942.82
311,2011-11-08,942.4
312,2011-11-09,941.71
313,2011-11-10,941.26
314,2011-11-11,940.72
315,2011-11-12,943.06
316,2011-11-13,944.74
317,2011-11-14,950.1999999999999
318,2011-11-15,947.8000000000001
319,2011-11-16,945.5500000000001
320,2011-11-17,964.48
321,2011-11-18,931.96
322,2011-11-19,928.71
323,2011-11-20,927.99
324,2011-11-21,927.9
325,2011-11-22,913.3599999999999
326,2011-11-23,957.36
327,2011-11-24,947.0500000000001
328,2011-11-25,935.69
329,2011-11-26,936.92
330,2011-11-27,933.53
331,2011-11-28,951.12
332,2011-11-29,940.36
333,2011-11-30,925.76
334,2011-12-01,915.8199999999999
335,2011-12-02,916.72
336,2011-12-03,915.78
337,2011-12-04,914.1800000000001
338,2011-12-05,912.96
339,2011-12-06,912.8800000000001
340,2011-12-07,911.45
341,2011-12-08,911.26
342,2011-12-09,910.2
343,2011-12-10,909.44
344,2011-12-11,909.0799999999999
345,2011-12-12,909.06
346,2011-12-13,908.8399999999999
347,2011-12-14,907.78
348,2011-12-15,907.3399999999999
349,2011-12-16,907.28
350,2011-12-17,906.8599999999999
351,2011-12-18,907.0999999999999
352,2011-12-19,907.6400000000001
353,2011-12-20,907.28
354,2011-12-21,907.3199999999999
355,2011-12-22,906.8399999999999
356,2011-12-23,906.1199999999999
357,2011-12-24,906.02
358,2011-12-25,906.0799999999999
359,2011-12-26,906.76
360,2011-12-27,906.8800000000001
361,2011-12-28,934.1600000000001
362,2011-12-29,1074.44
363,2011-12-30,2520.81
364,2011-12-31,5129.15
365,2012-01-01,3872.42
366,2012-01-02,3023.09
367,2012-01-03,2072.82
368,2012-01-04,1121.69
369,2012-01-05,1087.85
370,2012-01-06,999.98
371,2012-01-07,974.64
372,2012-01-08,970.25
373,2012-01-09,966.4
374,2012-01-10,967.0
375,2012-01-11,960.7600000000001
376,2012-01-12,954.71
377,2012-01-13,953.21
378,2012-01-14,951.9200000000001
379,2012-01-15,951.0
380,2012-01-16,949.32
381,2012-01-17,949.0799999999999
382,2012-01-18,948.46
383,2012-01-19,953.0899999999999
384,2012-01-20,966.1999999999999
385,2012-01-21,989.55
386,2012-01-22,983.0500000000001
387,2012-01-23,975.32
388,2012-01-24,965.96
389,2012-01-25,938.94
390,2012-01-26,936.38
391,2012-01-27,925.56
392,2012-01-28,917.94
393,2012-01-29,917.06
394,2012-01-30,979.6999999999999
395,2012-01-31,953.48
396,2012-02-01,942.37
397,2012-02-02,932.22
398,2012-02-03,922.9000000000001
399,2012-02-04,921.4200000000001
400,2012-02-05,917.7
401,2012-02-06,916.46
402,2012-02-07,914.9200000000001
403,2012-02-08,913.1800000000001
404,2012-02-09,911.64
405,2012-02-10,912.0999999999999
406,2012-02-11,914.78
407,2012-02-12,913.6400000000001
408,2012-02-13,912.8199999999999
409,2012-02-14,912.9200000000001
410,2012-02-15,912.24
411,2012-02-16,911.85
412,2012-02-17,911.84
413,2012-02-18,911.71
414,2012-02-19,912.02
415,2012-02-20,911.45
416,2012-02-21,927.24
417,2012-02-22,7529.5
418,2012-02-23,16383.93
419,2012-02-24,13504.53
420,2012-02-25,8650.880000000001
421,2012-02-26,3618.25
422,2012-02-27,1645.4699999999998
423,2012-02-28,1145.47
424,2012-02-29,986.25
425,2012-03-01,925.24
426,2012-03-02,913.56
427,2012-03-03,917.04
428,2012-03-04,919.23
429,2012-03-05,919.65
430,2012-03-06,917.46
431,2012-03-07,914.52
432,2012-03-08,914.1400000000001
433,2012-03-09,914.22
434,2012-03-10,913.76
435,2012-03-11,914.9200000000001
436,2012-03-12,914.4200000000001
437,2012-03-13,914.9200000000001
438,2012-03-14,913.96
439,2012-03-15,914.3800000000001
440,2012-03-16,939.56
441,2012-03-17,930.6199999999999
442,2012-03-18,923.02
443,2012-03-19,918.54
444,2012-03-20,919.74
445,2012-03-21,917.8199999999999
446,2012-03-22,912.72
447,2012-03-23,911.93
448,2012-03-24,912.94
449,2012-03-25,912.76
450,2012-03-26,913.26
451,2012-03-27,913.1800000000001
452,2012-03-28,913.1600000000001
453,2012-03-29,914.1199999999999
454,2012-03-30,934.88
455,2012-03-31,933.89
456,2012-04-01,924.98
457,2012-04-02,918.81
458,2012-04-03,916.46
459,2012-04-04,914.1600000000001
460,2012-04-05,914.9000000000001
461,2012-04-06,914.1199999999999
462,2012-04-07,913.94
463,2012-04-08,912.3199999999999
464,2012-04-09,912.3599999999999
465,2012-04-10,960.0
466,2012-04-11,965.6
467,2012-04-12,968.8499999999999
468,2012-04-13,967.1999999999999
469,2012-04-14,964.68
470,2012-04-15,963.2399999999999
471,2012-04-16,966.1999999999999
472,2012-04-17,978.0500000000001
473,2012-04-18,974.16
474,2012-04-19,970.9000000000001
475,2012-04-20,1024.96
476,2012-04-21,1060.85
477,2012-04-22,1017.96
478,2012-04-23,1062.65
479,2012-04-24,1139.6200000000001
480,2012-04-25,1080.0
481,2012-04-26,1081.55
482,2012-04-27,1050.16
483,2012-04-28,1011.44
484,2012-04-29,1000.1
485,2012-04-30,1004.84
486,2012-05-01,1021.11
487,2012-05-02,1011.44
488,2012-05-03,1001.12
489,2012-05-04,1020.2
490,2012-05-05,1006.16
491,2012-05-06,994.88
492,2012-05-07,988.55
493,2012-05-08,989.3000000000001
494,2012-05-09,997.28
495,2012-05-10,991.4
496,2012-05-11,983.9
497,2012-05-12,979.6999999999999
498,2012-05-13,980.5
499,2012-05-14,990.7
500,2012-05-15,1015.5799999999999
501,2012-05-16,1026.71
502,2012-05-17,1019.01
503,2012-05-18,1007.84
504,2012-05-19,996.8
505,2012-05-20,990.0
506,2012-05-21,993.02
507,2012-05-22,1017.8199999999999
508,2012-05-23,1028.95
509,2012-05-24,1033.68
510,2012-05-25,1007.4200000000001
511,2012-05-26,995.9
512,2012-05-27,989.6
513,2012-05-28,987.25
514,2012-05-29,989.6999999999999
515,2012-05-30,947.17
516,2012-05-31,939.56
517,2012-06-01,953.99
518,2012-06-02,976.88
519,2012-06-03,974.96
520,2012-06-04,959.36
521,2012-06-05,964.44
522,2012-06-06,954.0500000000001
523,2012-06-07,947.38
524,2012-06-08,953.0899999999999
525,2012-06-09,948.19
526,2012-06-10,943.6600000000001
527,2012-06-11,940.6
528,2012-06-12,940.96
529,2012-06-13,942.97
530,2012-06-14,941.86
531,2012-06-15,939.5799999999999
532,2012-06-16,938.48
533,2012-06-17,953.36
534,2012-06-18,958.16
535,2012-06-19,955.3399999999999
536,2012-06-20,944.32
537,2012-06-21,943.3000000000001
538,2012-06-22,947.32
539,2012-06-23,962.12
540,2012-06-24,958.16
541,2012-06-25,947.71
542,2012-06-26,944.44
543,2012-06-27,938.9200000000001
544,2012-06-28,936.65
545,2012-06-29,937.25
546,2012-06-30,941.35
547,2012-07-01,954.08
548,2012-07-02,950.9200000000001
549,2012-07-03,946.27
550,2012-07-04,944.38
551,2012-07-05,939.26
552,2012-07-06,938.74
553,2012-07-07,940.36
554,2012-07-08,946.39
555,2012-07-09,955.67
556,2012-07-10,1132.79
557,2012-07-11,2520.81
558,2012-07-12,4441.98
559,2012-07-13,6924.98
560,2012-07-14,9668.51
561,2012-07-15,12430.54
562,2012-07-16,15320.68
563,2012-07-17,18189.12
564,2012-07-18,21136.83
565,2012-07-19,23362.15
566,2012-07-20,23131.62
567,2012-07-21,20856.13
568,2012-07-22,17978.52
569,2012-07-23,14969.52
570,2012-07-24,11777.96
571,2012-07-25,8489.9
572,2012-07-26,5414.92
573,2012-07-27,2069.76
574,2012-07-28,999.5
575,2012-07-29,987.3
576,2012-07-30,979.6
577,2012-07-31,926.4000000000001
578,2012-08-01,912.6199999999999
579,2012-08-02,912.8599999999999
580,2012-08-03,912.5799999999999
581,2012-08-04,912.44
582,2012-08-05,913.78
583,2012-08-06,913.98
584,2012-08-07,913.0999999999999
585,2012-08-08,912.98
586,2012-08-09,912.4000000000001
587,2012-08-10,911.43
588,2012-08-11,910.98
589,2012-08-12,911.08
590,2012-08-13,911.08
591,2012-08-14,911.06
592,2012-08-15,912.06
593,2012-08-16,911.24
594,2012-08-17,911.4
595,2012-08-18,911.53
596,2012-08-19,911.33
597,2012-08-20,911.68
598,2012-08-21,911.18
599,2012-08-22,910.8399999999999
600,2012-08-23,909.46
601,2012-08-24,909.3399999999999
602,2012-08-25,908.9200000000001
603,2012-08-26,909.04
604,2012-08-27,909.3599999999999
605,2012-08-28,907.8399999999999
606,2012-08-29,908.1800000000001
607,2012-08-30,908.1800000000001
608,2012-08-31,907.4200000000001
609,2012-09-01,907.44
610,2012-09-02,907.26
611,2012-09-03,906.9000000000001
612,2012-09-04,907.0799999999999
613,2012-09-05,906.96
614,2012-09-06,907.3399999999999
615,2012-09-07,907.1800000000001
616,2012-09-08,906.96
617,2012-09-09,907.4200000000001
618,2012-09-10,907.9200000000001
619,2012-09-11,907.02
620,2012-09-12,906.1600000000001
621,2012-09-13,906.2
622,2012-09-14,906.46
623,2012-09-15,906.74
624,2012-09-16,906.5799999999999
625,2012-09-17,906.44
626,2012-09-18,906.5799999999999
627,2012-09-19,906.5799999999999
628,2012-09-20,907.22
629,2012-09-21,907.0
630,2012-09-22,906.8599999999999
631,2012-09-23,906.4000000000001
632,2012-09-24,906.48
633,2012-09-25,906.04
634,2012-09-26,906.3199999999999
635,2012-09-27,905.8800000000001
636,2012-09-28,906.57
637,2012-09-29,905.5
638,2012-09-30,905.4
639,2012-10-01,905.5
640,2012-10-02,906.06
641,2012-10-03,905.1800000000001
642,2012-10-04,904.84
643,2012-10-05,904.44
644,2012-10-06,904.29
645,2012-10-07,904.18
646,2012-10-08,904.31
647,2012-10-09,904.18
648,2012-10-10,904.27
649,2012-10-11,904.25
650,2012-10-12,904.22
651,2012-10-13,904.27
652,2012-10-14,904.73
653,2012-10-15,909.96
654,2012-10-16,913.76
655,2012-10-17,908.76
656,2012-10-18,906.5999999999999
657,2012-10-19,907.9000000000001
658,2012-10-20,912.5999999999999
659,2012-10-21,909.3599999999999
660,2012-10-22,907.7
661,2012-10-23,906.8399999999999
662,2012-10-24,905.3800000000001
663,2012-10-25,905.1400000000001
664,2012-10-26,904.88
665,2012-10-27,905.52
666,2012-10-28,957.84
667,2012-10-29,955.25
668,2012-10-30,1000.76
669,2012-10-31,1075.55
670,2012-11-01,994.88
671,2012-11-02,978.0
672,2012-11-03,969.1
673,2012-11-04,965.0
674,2012-11-05,967.64
675,2012-11-06,962.56
676,2012-11-07,957.52
677,2012-11-08,915.9200000000001
678,2012-11-09,910.6400000000001
679,2012-11-10,909.1800000000001
680,2012-11-11,908.48
681,2012-11-12,914.76
682,2012-11-13,912.5999999999999
683,2012-11-14,912.1800000000001
684,2012-11-15,912.3
685,2012-11-16,911.62
686,2012-11-17,910.77
687,2012-11-18,910.3599999999999
688,2012-11-19,911.93
689,2012-11-20,959.1999999999999
690,2012-11-21,934.19
691,2012-11-22,921.5999999999999
692,2012-11-23,918.24
693,2012-11-24,1226.56
694,2012-11-25,1014.5
695,2012-11-26,988.0500000000001
696,2012-11-27,922.3199999999999
697,2012-11-28,915.4000000000001
698,2012-11-29,914.26
699,2012-11-30,913.56
700,2012-12-01,914.8800000000001
701,2012-12-02,914.6199999999999
702,2012-12-03,915.6800000000001
703,2012-12-04,917.0799999999999
704,2012-12-05,940.3000000000001
705,2012-12-06,927.0
706,2012-12-07,923.3399999999999
707,2012-12-08,922.0999999999999
708,2012-12-09,916.4200000000001
709,2012-12-10,920.19
710,2012-12-11,917.9200000000001
711,2012-12-12,917.6400000000001
712,2012-12-13,914.54
713,2012-12-14,914.0
714,2012-12-15,913.1199999999999
715,2012-12-16,911.94
716,2012-12-17,914.5799999999999
717,2012-12-18,912.28
718,2012-12-19,912.0999999999999
719,2012-12-20,911.62
720,2012-12-21,911.67
721,2012-12-22,911.7
722,2012-12-23,911.28
723,2012-12-24,911.22
724,2012-12-25,909.46
725,2012-12-26,909.3399999999999
726,2012-12-27,908.96
727,2012-12-28,907.8199999999999
728,2012-12-29,909.0
729,2012-12-30,908.5999999999999
730,2012-12-31,908.1199999999999
731,2013-01-01,908.28
732,2013-01-02,907.3199999999999
733,2013-01-03,907.22
734,2013-01-04,907.1199999999999
735,2013-01-05,907.2
736,2013-01-06,907.0999999999999
737,2013-01-07,909.5999999999999
738,2013-01-08,965.6
739,2013-01-09,977.1999999999999
740,2013-01-10,970.85
741,2013-01-11,962.7199999999999
742,2013-01-12,956.2399999999999
743,2013-01-13,951.8000000000001
744,2013-01-14,951.8000000000001
745,2013-01-15,950.0
746,2013-01-16,947.98
747,2013-01-17,947.23
748,2013-01-18,947.11
749,2013-01-19,947.35
750,2013-01-20,948.22
751,2013-01-21,951.2399999999999
752,2013-01-22,953.03
753,2013-01-23,952.84
754,2013-01-24,953.06
755,2013-01-25,952.84
756,2013-01-26,954.44
757,2013-01-27,953.06
758,2013-01-28,952.84
759,2013-01-29,962.36
760,2013-01-30,977.8
761,2013-01-31,994.34
762,2013-02-01,995.48
763,2013-02-02,981.7
764,2013-02-03,974.4
765,2013-02-04,968.7
766,2013-02-05,965.12
767,2013-02-06,964.04
768,2013-02-07,961.7600000000001
769,2013-02-08,958.48
770,2013-02-09,955.82
771,2013-02-10,953.93
772,2013-02-11,952.0799999999999
773,2013-02-12,951.0
774,2013-02-13,952.9200000000001
775,2013-02-14,953.24
776,2013-02-15,951.9200000000001
777,2013-02-16,952.96
778,2013-02-17,954.44
779,2013-02-18,952.8000000000001
780,2013-02-19,950.88
781,2013-02-20,948.76
782,2013-02-21,947.65
783,2013-02-22,947.77
784,2013-02-23,949.64
785,2013-02-24,947.44
786,2013-02-25,947.44
787,2013-02-26,946.06
788,2013-02-27,946.0899999999999
789,2013-02-28,946.93
790,2013-03-01,980.0
791,2013-03-02,985.0
792,2013-03-03,977.1
793,2013-03-04,968.75
794,2013-03-05,963.2800000000001
795,2013-03-06,959.7199999999999
796,2013-03-07,958.88
797,2013-03-08,955.49
798,2013-03-09,953.39
799,2013-03-10,951.68
800,2013-03-11,951.1999999999999
801,2013-03-12,952.12
802,2013-03-13,963.52
803,2013-03-14,973.56
804,2013-03-15,981.1
805,2013-03-16,996.32
806,2013-03-17,994.1
807,2013-03-18,979.9000000000001
808,2013-03-19,971.4
809,2013-03-20,969.9
810,2013-03-21,973.7199999999999
811,2013-03-22,967.96
812,2013-03-23,963.8000000000001
813,2013-03-24,961.0
814,2013-03-25,958.7199999999999
815,2013-03-26,957.12
816,2013-03-27,956.2399999999999
817,2013-03-28,956.32
818,2013-03-29,957.2399999999999
819,2013-03-30,958.52
820,2013-03-31,962.56
821,2013-04-01,970.75
822,2013-04-02,976.7600000000001
823,2013-04-03,976.64
824,2013-04-04,975.88
825,2013-04-05,990.15
826,2013-04-06,1008.38
827,2013-04-07,1015.6400000000001
828,2013-04-08,1014.38
829,2013-04-09,1007.4200000000001
830,2013-04-10,996.56
831,2013-04-11,1021.95
832,2013-04-12,1003.34
833,2013-04-13,996.56
834,2013-04-14,986.0
835,2013-04-15,979.45
836,2013-04-16,975.12
837,2013-04-17,970.95
838,2013-04-18,967.7199999999999
839,2013-04-19,985.6
840,2013-04-20,1089.94
841,2013-04-21,1021.46
842,2013-04-22,1004.5400000000001
843,2013-04-23,990.45
844,2013-04-24,981.25
845,2013-04-25,976.88
846,2013-04-26,976.96
847,2013-04-27,981.05
848,2013-04-28,983.25
849,2013-04-29,990.9
850,2013-04-30,928.26
851,2013-05-01,920.9100000000001
852,2013-05-02,916.8599999999999
853,2013-05-03,917.4000000000001
854,2013-05-04,919.02
855,2013-05-05,929.5500000000001
856,2013-05-06,939.2
857,2013-05-07,948.85
858,2013-05-08,958.36
859,2013-05-09,963.56
860,2013-05-10,963.7600000000001
861,2013-05-11,966.8000000000001
862,2013-05-12,975.9200000000001
863,2013-05-13,975.0799999999999
864,2013-05-14,966.0799999999999
865,2013-05-15,946.9
866,2013-05-16,937.79
867,2013-05-17,938.44
868,2013-05-18,934.1
869,2013-05-19,930.8
870,2013-05-20,928.47
871,2013-05-21,931.0
872,2013-05-22,932.69
873,2013-05-23,930.1199999999999
874,2013-05-24,923.4000000000001
875,2013-05-25,921.46
876,2013-05-26,919.38
877,2013-05-27,920.58
878,2013-05-28,932.93
879,2013-05-29,934.97
880,2013-05-30,945.46
881,2013-05-31,941.1999999999999
882,2013-06-01,936.65
883,2013-06-02,935.12
884,2013-06-03,931.8599999999999
885,2013-06-04,931.8599999999999
886,2013-06-05,935.0899999999999
887,2013-06-06,941.32
888,2013-06-07,944.62
889,2013-06-08,946.39
890,2013-06-09,942.94
891,2013-06-10,939.02
892,2013-06-11,934.37
893,2013-06-12,928.71
894,2013-06-13,923.7
895,2013-06-14,920.25
896,2013-06-15,921.3
897,2013-06-16,922.1800000000001
898,2013-06-17,924.28
899,2013-06-18,926.78
900,2013-06-19,923.72
901,2013-06-20,922.8599999999999
902,2013-06-21,928.44
903,2013-06-22,921.6600000000001
904,2013-06-23,922.28
905,2013-06-24,928.56
906,2013-06-25,931.3399999999999
907,2013-06-26,928.17
908,2013-06-27,923.3599999999999
909,2013-06-28,924.02
910,2013-06-29,934.22
911,2013-06-30,935.6600000000001
912,2013-07-01,936.83
913,2013-07-02,939.3599999999999
914,2013-07-03,938.4000000000001
915,2013-07-04,929.22
916,2013-07-05,920.73
917,2013-07-06,918.87
918,2013-07-07,913.48
919,2013-07-08,914.9000000000001
920,2013-07-09,913.56
921,2013-07-10,913.7
922,2013-07-11,913.1400000000001
923,2013-07-12,912.28
924,2013-07-13,911.86
925,2013-07-14,911.79
926,2013-07-15,911.55
927,2013-07-16,911.72
928,2013-07-17,911.76
929,2013-07-18,911.27
930,2013-07-19,911.71
931,2013-07-20,911.56
932,2013-07-21,911.38
933,2013-07-22,911.56
934,2013-07-23,911.53
935,2013-07-24,911.09
936,2013-07-25,911.36
937,2013-07-26,911.02
938,2013-07-27,910.02
939,2013-07-28,910.4200000000001
940,2013-07-29,910.6199999999999
941,2013-07-30,910.48
942,2013-07-31,910.76
943,2013-08-01,910.4000000000001
944,2013-08-02,910.2
945,2013-08-03,909.96
946,2013-08-04,910.3599999999999
947,2013-08-05,910.4000000000001
948,2013-08-06,911.09
949,2013-08-07,910.28
950,2013-08-08,909.56
951,2013-08-09,909.04
952,2013-08-10,910.1600000000001
953,2013-08-11,910.8800000000001
954,2013-08-12,910.1800000000001
955,2013-08-13,909.8599999999999
956,2013-08-14,909.8800000000001
957,2013-08-15,909.8599999999999
958,2013-08-16,910.4200000000001
959,2013-08-17,909.78
960,2013-08-18,909.5
961,2013-08-19,909.1199999999999
962,2013-08-20,909.1800000000001
963,2013-08-21,909.06
964,2013-08-22,907.0799999999999
965,2013-08-23,906.6600000000001
966,2013-08-24,906.8199999999999
