,datetime,YALE_RESERVOIR_NEAR_YALE__WA.
1921,2016-04-05,370285.76
1922,2016-04-06,372086.25
1923,2016-04-07,372686.41
1924,2016-04-08,369285.49
1925,2016-04-09,363784.01
1926,2016-04-10,355081.61
1927,2016-04-11,351080.48
1928,2016-04-12,349280.0
1929,2016-04-13,349980.18
1930,2016-04-14,350180.24
1931,2016-04-15,349079.93
1932,2016-04-16,348079.66
1933,2016-04-17,343378.32
1934,2016-04-18,340377.47
1935,2016-04-19,339477.19
1936,2016-04-20,340677.55
1937,2016-04-21,339477.21
1938,2016-04-22,339077.1
1939,2016-04-23,341277.71
1940,2016-04-24,343778.42
1941,2016-04-25,345879.02
1942,2016-04-26,345779.0
1943,2016-04-27,346579.22
1944,2016-04-28,347279.42
1945,2016-04-29,351680.67
1946,2016-04-30,353981.29
1947,2016-05-01,360383.08
1948,2016-05-02,361483.36
1949,2016-05-03,364384.16
1950,2016-05-04,367084.89
1951,2016-05-05,369285.5
1952,2016-05-06,370185.73
1953,2016-05-07,368385.25
1954,2016-05-08,364184.12
1955,2016-05-09,358482.56
1956,2016-05-10,356081.89
1957,2016-05-11,355881.84
1958,2016-05-12,354381.42
1959,2016-05-13,354581.46
1960,2016-05-14,356782.07
1961,2016-05-15,356982.14
1962,2016-05-16,352180.81
1963,2016-05-17,349780.13
1964,2016-05-18,349380.01
1965,2016-05-19,346679.25
1966,2016-05-20,345578.93
1967,2016-05-21,346979.33
1968,2016-05-22,346179.12
1969,2016-05-23,344978.76
1970,2016-05-24,346679.25
1971,2016-05-25,348079.66
1972,2016-05-26,349079.94
1973,2016-05-27,351080.49
1974,2016-05-28,348479.76
1975,2016-05-29,347779.57
1976,2016-05-30,346379.17
1977,2016-05-31,347779.58
1978,2016-06-01,352680.94
1979,2016-06-02,350680.39
1980,2016-06-03,351380.58
1981,2016-06-04,350280.27
1982,2016-06-05,351580.62
1983,2016-06-06,353281.12
1984,2016-06-07,351980.75
1985,2016-06-08,348979.92
1986,2016-06-09,347579.52
1987,2016-06-10,347179.4
1988,2016-06-11,347379.44
1989,2016-06-12,347079.38
1990,2016-06-13,347279.43
1991,2016-06-14,347579.5
1992,2016-06-15,349279.99
1993,2016-06-16,348579.8
1994,2016-06-17,347679.55
1995,2016-06-18,347679.55
1996,2016-06-19,347779.57
1997,2016-06-20,348379.74
1998,2016-06-21,348479.76
1999,2016-06-22,346179.1
2000,2016-06-23,345779.01
2001,2016-06-24,344078.51
2002,2016-06-25,343978.49
2003,2016-06-26,343178.27
2004,2016-06-27,344978.77
2005,2016-06-28,346579.23
2006,2016-06-29,347479.47
2007,2016-06-30,346979.34
2008,2016-07-01,347479.48
2009,2016-07-02,349079.93
2010,2016-07-03,349580.07
2011,2016-07-04,349880.15
2012,2016-07-05,349780.13
2013,2016-07-06,349980.19
2014,2016-07-07,347379.44
2015,2016-07-08,345578.93
2016,2016-07-09,347279.43
2017,2016-07-10,348579.8
2018,2016-07-11,349279.98
2019,2016-07-12,350780.42
2020,2016-07-13,351180.52
2021,2016-07-14,351780.69
2022,2016-07-15,352180.81
2023,2016-07-16,352580.92
2024,2016-07-17,353181.08
2025,2016-07-18,352881.0
2026,2016-07-19,352981.02
2027,2016-07-20,351880.72
2028,2016-07-21,352080.77
2029,2016-07-22,352780.96
2030,2016-07-23,352580.91
2031,2016-07-24,353181.07
2032,2016-07-25,352981.03
2033,2016-07-26,353981.31
2034,2016-07-27,354681.51
2035,2016-07-28,355181.64
2036,2016-07-29,355481.71
2037,2016-07-30,352380.86
2038,2016-07-31,350080.21
2039,2016-08-01,347879.59
2040,2016-08-02,348279.71
2041,2016-08-03,347879.59
2042,2016-08-04,346179.12
2043,2016-08-05,346479.2
2044,2016-08-06,347279.43
2045,2016-08-07,348179.67
2046,2016-08-08,347879.59
2047,2016-08-09,348079.64
2048,2016-08-10,348579.78
2049,2016-08-11,348279.72
2050,2016-08-12,348079.65
2051,2016-08-13,347379.45
2052,2016-08-14,347379.44
2053,2016-08-15,347379.46
2054,2016-08-16,346979.34
2055,2016-08-17,349280.0
2056,2016-08-18,349380.02
2057,2016-08-19,349280.0
2058,2016-08-20,348679.82
2059,2016-08-21,348879.89
2060,2016-08-22,348079.66
2061,2016-08-23,346079.08
2062,2016-08-24,346179.1
2063,2016-08-25,347479.47
2064,2016-08-26,348879.88
2065,2016-08-27,349780.12
2066,2016-08-28,348479.77
2067,2016-08-29,347479.47
2068,2016-08-30,348379.75
2069,2016-08-31,348379.75
2070,2016-09-01,346979.33
2071,2016-09-02,346979.34
2072,2016-09-03,346379.17
2073,2016-09-04,347079.36
2074,2016-09-05,346979.35
2075,2016-09-06,347179.41
2076,2016-09-07,346479.21
2077,2016-09-08,345378.88
2078,2016-09-09,343578.39
2079,2016-09-10,343378.32
2080,2016-09-11,342978.21
2081,2016-09-12,342177.98
2082,2016-09-13,341677.85
2083,2016-09-14,340877.61
2084,2016-09-15,339577.24
2085,2016-09-16,338977.05
2086,2016-09-17,337676.68
2087,2016-09-18,336876.44
2088,2016-09-19,335275.98
2089,2016-09-20,335376.03
2090,2016-09-21,335476.06
2091,2016-09-22,332975.31
2092,2016-09-23,331274.8
2093,2016-09-24,330374.54
2094,2016-09-25,329574.3
2095,2016-09-26,327373.67
2096,2016-09-27,326573.41
2097,2016-09-28,324972.95
2098,2016-09-29,324072.66
2099,2016-09-30,324272.72
2100,2016-10-01,322972.33
2101,2016-10-02,322772.27
2102,2016-10-03,322972.34
2103,2016-10-04,323872.62
2104,2016-10-05,324372.76
2105,2016-10-06,324672.86
2106,2016-10-07,326773.48
2107,2016-10-08,327173.6
2108,2016-10-09,330374.55
2109,2016-10-10,334375.73
2110,2016-10-11,335275.98
2111,2016-10-12,334575.78
2112,2016-10-13,333475.45
2113,2016-10-14,336376.32
2114,2016-10-15,346079.09
2115,2016-10-16,351080.49
2116,2016-10-17,357082.16
2117,2016-10-18,365584.5
2118,2016-10-19,372686.4
2119,2016-10-20,369985.68
2120,2016-10-21,371586.11
2121,2016-10-22,375087.04
2122,2016-10-23,370285.77
2123,2016-10-24,364184.11
2124,2016-10-25,357082.17
2125,2016-10-26,350880.45
2126,2016-10-27,345778.99
2127,2016-10-28,340277.42
2128,2016-10-29,338977.05
2129,2016-10-30,332675.22
2130,2016-10-31,329574.31
2131,2016-11-01,327873.81
2132,2016-11-02,325173.01
2133,2016-11-03,321371.84
2134,2016-11-04,318571.01
2135,2016-11-05,323472.48
2136,2016-11-06,327073.57
2137,2016-11-07,325273.02
2138,2016-11-08,325373.05
2139,2016-11-09,324372.77
2140,2016-11-10,326173.3
2141,2016-11-11,326073.27
2142,2016-11-12,323472.5
2143,2016-11-13,323872.62
2144,2016-11-14,321371.86
2145,2016-11-15,320671.65
2146,2016-11-16,321371.84
2147,2016-11-17,321972.03
2148,2016-11-18,322472.2
2149,2016-11-19,322772.29
2150,2016-11-20,320071.47
2151,2016-11-21,314569.78
2152,2016-11-22,316270.3
2153,2016-11-23,322672.26
2154,2016-11-24,332875.27
2155,2016-11-25,340777.59
2156,2016-11-26,342378.03
2157,2016-11-27,344278.58
2158,2016-11-28,347879.6
2159,2016-11-29,349079.93
2160,2016-11-30,347179.41
2161,2016-12-01,344978.76
2162,2016-12-02,342378.03
2163,2016-12-03,335075.92
2164,2016-12-04,324572.82
2165,2016-12-05,330674.64
2166,2016-12-06,341977.92
2167,2016-12-07,352981.03
2168,2016-12-08,363884.04
2169,2016-12-09,367985.14
2170,2016-12-10,364284.15
2171,2016-12-11,358382.52
2172,2016-12-12,355981.86
2173,2016-12-13,353681.22
2174,2016-12-14,345578.95
2175,2016-12-15,340377.47
2176,2016-12-16,338176.82
2177,2016-12-17,336376.32
2178,2016-12-18,334075.64
2179,2016-12-19,333975.6
2180,2016-12-20,336676.38
2181,2016-12-21,339377.18
2182,2016-12-22,343978.5
2183,2016-12-23,347079.38
2184,2016-12-24,347579.5
2185,2016-12-25,348679.82
2186,2016-12-26,347679.54
2187,2016-12-27,349380.02
2188,2016-12-28,352280.84
2189,2016-12-29,354981.58
2190,2016-12-30,354981.58
2191,2016-12-31,354881.56
2192,2017-01-01,353181.09
2193,2017-01-02,351880.71
2194,2017-01-03,352680.95
2195,2017-01-04,351980.74
2196,2017-01-05,338877.04
2197,2017-01-06,327073.57
2198,2017-01-07,320471.58
2199,2017-01-08,319971.42
2200,2017-01-09,320571.61
2201,2017-01-10,321171.8
2202,2017-01-11,322272.14
2203,2017-01-12,321371.86
2204,2017-01-13,318771.05
2205,2017-01-14,319771.37
2206,2017-01-15,322872.32
2207,2017-01-16,325172.99
2208,2017-01-17,324472.8
2209,2017-01-18,332875.29
2210,2017-01-19,337876.74
2211,2017-01-20,341877.9
2212,2017-01-21,346979.34
2213,2017-01-22,349680.09
2214,2017-01-23,355381.68
2215,2017-01-24,359682.87
2216,2017-01-25,363083.81
2217,2017-01-26,364184.11
2218,2017-01-27,363483.92
2219,2017-01-28,367084.9
2220,2017-01-29,366684.8
2221,2017-01-30,369085.44
2222,2017-01-31,370885.92
2223,2017-02-01,370685.86
2224,2017-02-02,365984.6
2225,2017-02-03,357082.16
2226,2017-02-04,345979.05
2227,2017-02-05,340277.43
2228,2017-02-06,332475.16
2229,2017-02-07,326473.38
2230,2017-02-08,325173.0
2231,2017-02-09,332375.14
2232,2017-02-10,332175.08
2233,2017-02-11,334875.87
2234,2017-02-12,335376.03
2235,2017-02-13,332475.17
2236,2017-02-14,331875.0
2237,2017-02-15,333675.52
2238,2017-02-16,338977.06
2239,2017-02-17,344378.6
2240,2017-02-18,344478.62
2241,2017-02-19,342177.98
2242,2017-02-20,342177.99
2243,2017-02-21,342478.07
2244,2017-02-22,339477.19
2245,2017-02-23,336176.25
2246,2017-02-24,334875.87
2247,2017-02-25,330874.7
2248,2017-02-26,328173.89
2249,2017-02-27,326673.45
2250,2017-02-28,324872.91
2251,2017-03-01,321371.85
2252,2017-03-02,319771.36
2253,2017-03-03,322372.15
2254,2017-03-04,325973.25
2255,2017-03-05,328874.12
2256,2017-03-06,329774.36
2257,2017-03-07,326573.43
2258,2017-03-08,327973.83
2259,2017-03-09,329874.39
2260,2017-03-10,335576.07
2261,2017-03-11,337076.51
2262,2017-03-12,336776.42
2263,2017-03-13,338877.04
2264,2017-03-14,346179.11
2265,2017-03-15,356081.89
2266,2017-03-16,362783.73
2267,2017-03-17,365684.51
2268,2017-03-18,369785.64
2269,2017-03-19,374586.92
2270,2017-03-20,376987.55
2271,2017-03-21,376387.39
2272,2017-03-22,377287.64
2273,2017-03-23,375887.28
2274,2017-03-24,378187.88
2275,2017-03-25,375487.16
2276,2017-03-26,372886.47
2277,2017-03-27,372386.32
2278,2017-03-28,374887.0
2279,2017-03-29,378688.0
2280,2017-03-30,376087.32
2281,2017-03-31,370485.82
2282,2017-04-01,365084.34
2283,2017-04-02,360283.04
2284,2017-04-03,359482.83
2285,2017-04-04,358782.63
2286,2017-04-05,357882.39
2287,2017-04-06,355281.66
2288,2017-04-07,352881.0
2289,2017-04-08,353081.06
2290,2017-04-09,350380.3
2291,2017-04-10,349780.14
2292,2017-04-11,350180.24
2293,2017-04-12,354881.54
2294,2017-04-13,359982.97
2295,2017-04-14,365184.38
2296,2017-04-15,372186.26
2297,2017-04-16,374186.81
2298,2017-04-17,373586.64
2299,2017-04-18,377887.8
2300,2017-04-19,376387.38
2301,2017-04-20,376887.54
2302,2017-04-21,374987.02
2303,2017-04-22,374987.03
2304,2017-04-23,370985.94
2305,2017-04-24,378387.92
2306,2017-04-25,375487.17
2307,2017-04-26,373386.6
2308,2017-04-27,376287.38
2309,2017-04-28,372086.24
2310,2017-04-29,366884.84
2311,2017-04-30,360983.23
2312,2017-05-01,361983.5
2313,2017-05-02,363984.07
2314,2017-05-03,364884.3
2315,2017-05-04,365784.54
2316,2017-05-05,367485.0
2317,2017-05-06,369385.5
2318,2017-05-07,371085.99
2319,2017-05-08,372486.36
2320,2017-05-09,374386.87
2321,2017-05-10,374887.0
2322,2017-05-11,374886.99
2323,2017-05-12,376587.46
2324,2017-05-13,376687.47
2325,2017-05-14,377787.78
2326,2017-05-15,379188.14
2327,2017-05-16,379888.32
2328,2017-05-17,381988.88
2329,2017-05-18,379588.24
2330,2017-05-19,379188.14
2331,2017-05-20,380488.49
2332,2017-05-21,379088.11
2333,2017-05-22,379088.13
2334,2017-05-23,380388.48
2335,2017-05-24,379288.18
2336,2017-05-25,382689.09
2337,2017-05-26,379688.27
2338,2017-05-27,378988.1
2339,2017-05-28,379988.35
2340,2017-05-29,380288.45
2341,2017-05-30,382989.16
2342,2017-05-31,380888.61
2343,2017-06-01,380188.4
2344,2017-06-02,377987.82
2345,2017-06-03,376987.55
2346,2017-06-04,376287.36
2347,2017-06-05,378387.93
2348,2017-06-06,379588.25
2349,2017-06-07,378487.97
2350,2017-06-08,380488.48
2351,2017-06-09,380588.52
2352,2017-06-10,381088.65
2353,2017-06-11,380588.51
2354,2017-06-12,379388.19
2355,2017-06-13,377587.72
2356,2017-06-14,377087.58
2357,2017-06-15,378688.01
2358,2017-06-16,382288.98
2359,2017-06-17,381588.77
2360,2017-06-18,378487.96
2361,2017-06-19,381288.71
2362,2017-06-20,374086.77
2363,2017-06-21,373786.71
2364,2017-06-22,372986.5
2365,2017-06-23,373886.74
2366,2017-06-24,376387.39
2367,2017-06-25,379188.14
2368,2017-06-26,380188.42
2369,2017-06-27,379588.25
2370,2017-06-28,378988.1
2371,2017-06-29,379388.21
2372,2017-06-30,379388.2
2373,2017-07-01,381188.67
2374,2017-07-02,381888.87
2375,2017-07-03,383089.17
2376,2017-07-04,380588.53
2377,2017-07-05,381788.84
2378,2017-07-06,380988.62
2379,2017-07-07,379988.35
2380,2017-07-08,378587.99
2381,2017-07-09,377687.75
2382,2017-07-10,376887.54
2383,2017-07-11,374186.8
2384,2017-07-12,375587.19
2385,2017-07-13,377787.76
2386,2017-07-14,379888.33
2387,2017-07-15,379888.33
2388,2017-07-16,380988.63
2389,2017-07-17,379288.16
2390,2017-07-18,377987.82
2391,2017-07-19,377787.76
2392,2017-07-20,378487.95
2393,2017-07-21,378888.06
2394,2017-07-22,378187.89
2395,2017-07-23,380088.39
2396,2017-07-24,379988.37
2397,2017-07-25,380188.42
2398,2017-07-26,379588.26
2399,2017-07-27,379688.28
2400,2017-07-28,379588.26
2401,2017-07-29,380588.53
2402,2017-07-30,380388.47
2403,2017-07-31,380588.51
2404,2017-08-01,381588.79
2405,2017-08-02,381688.82
2406,2017-08-03,381488.75
2407,2017-08-04,381088.65
2408,2017-08-05,380588.52
2409,2017-08-06,381088.66
2410,2017-08-07,381088.65
2411,2017-08-08,381688.81
2412,2017-08-09,382088.91
2413,2017-08-10,381688.81
2414,2017-08-11,381388.72
2415,2017-08-12,381288.71
2416,2017-08-13,381888.86
2417,2017-08-14,381188.68
2418,2017-08-15,381488.75
2419,2017-08-16,381988.89
2420,2017-08-17,382288.96
2421,2017-08-18,383489.3
2422,2017-08-19,382989.16
2423,2017-08-20,382288.97
2424,2017-08-21,381688.8
2425,2017-08-22,380488.48
2426,2017-08-23,379288.17
2427,2017-08-24,378387.92
2428,2017-08-25,376487.43
2429,2017-08-26,375387.14
2430,2017-08-27,372386.32
2431,2017-08-28,370085.7
2432,2017-08-29,368485.27
2433,2017-08-30,366884.84
2434,2017-08-31,362783.74
2435,2017-09-01,359882.92
2436,2017-09-02,358982.68
2437,2017-09-03,356481.99
2438,2017-09-04,358682.6
2439,2017-09-05,364884.29
2440,2017-09-06,369585.58
2441,2017-09-07,370285.77
2442,2017-09-08,369985.68
2443,2017-09-09,368185.2
2444,2017-09-10,367585.03
2445,2017-09-11,366884.83
2446,2017-09-12,363683.98
2447,2017-09-13,360083.0
2448,2017-09-14,360783.18
2449,2017-09-15,358182.47
2450,2017-09-16,357082.15
2451,2017-09-17,355681.77
2452,2017-09-18,358682.6
2453,2017-09-19,361983.5
2454,2017-09-20,366884.84
2455,2017-09-21,368685.32
2456,2017-09-22,370085.7
2457,2017-09-23,367084.89
2458,2017-09-24,365084.35
2459,2017-09-25,364684.25
2460,2017-09-26,365984.61
2461,2017-09-27,360083.0
2462,2017-09-28,354181.35
2463,2017-09-29,348579.8
2464,2017-09-30,347679.55
2465,2017-10-01,346479.21
2466,2017-10-02,339877.33
2467,2017-10-03,333375.42
2468,2017-10-04,326573.42
2469,2017-10-05,320171.49
2470,2017-10-06,316270.29
2471,2017-10-07,310968.64
2472,2017-10-08,313969.57
2473,2017-10-09,314069.61
2474,2017-10-10,312369.09
2475,2017-10-11,310668.55
2476,2017-10-12,310168.4
2477,2017-10-13,308968.03
2478,2017-10-14,308167.78
2479,2017-10-15,307867.67
2480,2017-10-16,308367.85
2481,2017-10-17,312869.24
2482,2017-10-18,303366.26
2483,2017-10-19,292162.63
2484,2017-10-20,281459.11
2485,2017-10-21,281559.15
2486,2017-10-22,303566.31
2487,2017-10-23,307367.51
2488,2017-10-24,314669.8
2489,2017-10-25,318971.13
2490,2017-10-26,330374.54
2491,2017-10-27,335776.14
2492,2017-10-28,335476.05
2493,2017-10-29,334575.77
2494,2017-10-30,335175.95
2495,2017-10-31,335776.14
2496,2017-11-01,329474.29
2497,2017-11-02,323272.44
2498,2017-11-03,322672.24
2499,2017-11-04,320471.58
2500,2017-11-05,322372.16
2501,2017-11-06,321171.79
2502,2017-11-07,319471.27
2503,2017-11-08,319071.15
2504,2017-11-09,318971.11
2505,2017-11-10,318871.09
2506,2017-11-11,320571.62
2507,2017-11-12,319871.38
2508,2017-11-13,320571.62
2509,2017-11-14,319871.4
2510,2017-11-15,317370.64
2511,2017-11-16,315169.97
2512,2017-11-17,317970.81
2513,2017-11-18,320271.52
2514,2017-11-19,323172.41
2515,2017-11-20,329174.19
2516,2017-11-21,336076.21
2517,2017-11-22,343178.25
2518,2017-11-23,349880.17
2519,2017-11-24,355281.65
2520,2017-11-25,358982.69
2521,2017-11-26,361883.47
2522,2017-11-27,363183.85
2523,2017-11-28,372386.32
2524,2017-11-29,373186.55
2525,2017-11-30,371386.07
2526,2017-12-01,368385.26
2527,2017-12-02,371286.04
2528,2017-12-03,374186.8
2529,2017-12-04,376287.36
2530,2017-12-05,377787.77
2531,2017-12-06,379688.28
2532,2017-12-07,378788.05
2533,2017-12-08,376087.31
2534,2017-12-09,371586.12
2535,2017-12-10,367184.92
2536,2017-12-11,363283.86
2537,2017-12-12,358682.6
2538,2017-12-13,357282.22
2539,2017-12-14,353581.19
2540,2017-12-15,345779.01
2541,2017-12-16,343778.43
2542,2017-12-17,343478.36
2543,2017-12-18,342778.15
2544,2017-12-19,345979.06
2545,2017-12-20,346779.29
2546,2017-12-21,347579.5
2547,2017-12-22,350680.37
2548,2017-12-23,349480.06
2549,2017-12-24,349280.0
2550,2017-12-25,353481.16
2551,2017-12-26,355681.77
2552,2017-12-27,355081.62
2553,2017-12-28,354181.37
2554,2017-12-29,369985.69
2555,2017-12-30,378988.1
2556,2017-12-31,377187.61
2557,2018-01-01,376887.54
