,datetime,YALE_RESERVOIR_NEAR_YALE__WA.
990,2013-09-17,373085.9
991,2013-09-18,373086.19
992,2013-09-19,373086.29
993,2013-09-20,373087.17
994,2013-09-21,373087.24
995,2013-09-22,373087.62
996,2013-09-23,373087.44
997,2013-09-24,373087.63
998,2013-09-25,373087.55
999,2013-09-26,373086.66
1000,2013-09-27,373086.22
1001,2013-09-28,373085.12
1002,2013-09-29,373085.75
1003,2013-09-30,373086.27
1004,2013-10-01,373086.41
1005,2013-10-02,373087.37
1006,2013-10-03,373088.87
1007,2013-10-04,373088.07
1008,2013-10-05,373086.8
1009,2013-10-06,373086.11
1010,2013-10-07,373085.62
1011,2013-10-08,373085.69
1012,2013-10-09,373086.38
1013,2013-10-10,373085.83
1014,2013-10-11,373084.34
1015,2013-10-12,373083.71
1016,2013-10-13,373082.92
1017,2013-10-14,373082.02
1018,2013-10-15,373081.4
1019,2013-10-16,373080.23
1020,2013-10-17,373080.97
1021,2013-10-18,373080.76
1022,2013-10-19,373080.91
1023,2013-10-20,373080.74
1024,2013-10-21,373081.25
1025,2013-10-22,373082.0
1026,2013-10-23,373082.12
1027,2013-10-24,373082.63
1028,2013-10-25,373083.14
1029,2013-10-26,373083.63
1030,2013-10-27,373083.72
1031,2013-10-28,373082.39
1032,2013-10-29,373082.63
1033,2013-10-30,373082.5
1034,2013-10-31,373081.37
1035,2013-11-01,373080.77
1036,2013-11-02,373081.18
1037,2013-11-03,373080.94
1038,2013-11-04,373081.25
1039,2013-11-05,373081.01
1040,2013-11-06,373080.36
1041,2013-11-07,373080.36
1042,2013-11-08,373080.66
1043,2013-11-09,373080.79
1044,2013-11-10,373080.94
1045,2013-11-11,373081.32
1046,2013-11-12,373081.38
1047,2013-11-13,373081.61
1048,2013-11-14,373080.55
1049,2013-11-15,373080.14
1050,2013-11-16,373078.85
1051,2013-11-17,373077.47
1052,2013-11-18,373077.42
1053,2013-11-19,373077.12
1054,2013-11-20,373076.44
1055,2013-11-21,373076.58
1056,2013-11-22,373076.49
1057,2013-11-23,373076.98
1058,2013-11-24,373077.58
1059,2013-11-25,373078.11
1060,2013-11-26,373079.36
1061,2013-11-27,373080.55
1062,2013-11-28,373080.9
1063,2013-11-29,373081.58
1064,2013-11-30,373081.55
1065,2013-12-01,373082.79
1066,2013-12-02,373084.26
1067,2013-12-03,373084.34
1068,2013-12-04,373084.4
1069,2013-12-05,373084.52
1070,2013-12-06,373085.05
1071,2013-12-07,373084.65
1072,2013-12-08,373083.92
1073,2013-12-09,373083.78
1074,2013-12-10,373082.38
1075,2013-12-11,373080.88
1076,2013-12-12,373079.44
1077,2013-12-13,373077.97
1078,2013-12-14,373077.32
1079,2013-12-15,373077.89
1080,2013-12-16,373077.62
1081,2013-12-17,373077.38
1082,2013-12-18,373077.02
1083,2013-12-19,373078.88
1084,2013-12-20,373080.11
1085,2013-12-21,373081.34
1086,2013-12-22,373082.9
1087,2013-12-23,373083.4
1088,2013-12-24,373083.39
1089,2013-12-25,373082.85
1090,2013-12-26,373082.78
1091,2013-12-27,373083.02
1092,2013-12-28,373083.15
1093,2013-12-29,373083.04
1094,2013-12-30,373082.84
1095,2013-12-31,373082.96
1096,2014-01-01,373084.65
1097,2014-01-02,373085.77
1098,2014-01-03,373086.18
1099,2014-01-04,373086.08
1100,2014-01-05,373085.07
1101,2014-01-06,373084.42
1102,2014-01-07,373083.72
1103,2014-01-08,373083.07
1104,2014-01-09,373083.72
1105,2014-01-10,373083.67
1106,2014-01-11,373084.7
1107,2014-01-12,373085.74
1108,2014-01-13,373084.95
1109,2014-01-14,373081.92
1110,2014-01-15,373079.35
1111,2014-01-16,373078.7
1112,2014-01-17,373077.35
1113,2014-01-18,373076.35
1114,2014-01-19,373078.03
1115,2014-01-20,373079.41
1116,2014-01-21,373079.44
1117,2014-01-22,373079.4
1118,2014-01-23,373079.27
1119,2014-01-24,373078.39
1120,2014-01-25,373078.52
1121,2014-01-26,373078.87
1122,2014-01-27,373079.89
1123,2014-01-28,373078.97
1124,2014-01-29,373080.58
1125,2014-01-30,373081.2
1126,2014-01-31,373082.29
1127,2014-02-01,373082.61
1128,2014-02-02,373082.42
1129,2014-02-03,373082.1
1130,2014-02-04,373082.02
1131,2014-02-05,373081.28
1132,2014-02-06,373080.82
1133,2014-02-07,373080.59
1134,2014-02-08,373079.68
1135,2014-02-09,373079.31
1136,2014-02-10,373078.96
1137,2014-02-11,373079.47
1138,2014-02-12,373080.91
1139,2014-02-13,373080.36
1140,2014-02-14,373079.48
1141,2014-02-15,373079.94
1142,2014-02-16,373078.63
1143,2014-02-17,373078.81
1144,2014-02-18,373079.09
1145,2014-02-19,373079.55
1146,2014-02-20,373080.43
1147,2014-02-21,373081.21
1148,2014-02-22,373082.1
1149,2014-02-23,373082.74
1150,2014-02-24,373083.03
1151,2014-02-25,373083.01
1152,2014-02-26,373083.17
1153,2014-02-27,373083.41
1154,2014-02-28,373083.48
1155,2014-03-01,373083.1
1156,2014-03-02,373081.61
1157,2014-03-03,373081.56
1158,2014-03-04,373080.56
1159,2014-03-05,373080.94
1160,2014-03-06,373082.15
1161,2014-03-07,373081.06
1162,2014-03-08,373080.26
1163,2014-03-09,373082.19
1164,2014-03-10,373081.4
1165,2014-03-11,373080.74
1166,2014-03-12,373080.93
1167,2014-03-13,373080.65
1168,2014-03-14,373081.04
1169,2014-03-15,373081.43
1170,2014-03-16,373081.07
1171,2014-03-17,373080.22
1172,2014-03-18,373080.46
1173,2014-03-19,373079.14
1174,2014-03-20,373078.52
1175,2014-03-21,373079.03
1176,2014-03-22,373078.77
1177,2014-03-23,373077.87
1178,2014-03-24,373077.55
1179,2014-03-25,373076.81
1180,2014-03-26,373076.52
1181,2014-03-27,373076.16
1182,2014-03-28,373077.24
1183,2014-03-29,373075.75
1184,2014-03-30,373076.43
1185,2014-03-31,373076.4
1186,2014-04-01,373075.47
1187,2014-04-02,373073.96
1188,2014-04-03,373073.68
1189,2014-04-04,373073.17
1190,2014-04-05,373072.34
1191,2014-04-06,373072.47
1192,2014-04-07,373072.28
1193,2014-04-08,373072.79
1194,2014-04-09,373074.64
1195,2014-04-10,373076.74
1196,2014-04-11,373078.91
1197,2014-04-12,373080.72
1198,2014-04-13,373080.36
1199,2014-04-14,373080.11
1200,2014-04-15,373080.64
1201,2014-04-16,373080.47
1202,2014-04-17,373080.42
1203,2014-04-18,373080.57
1204,2014-04-19,373082.25
1205,2014-04-20,373083.08
1206,2014-04-21,373084.27
1207,2014-04-22,373085.3
1208,2014-04-23,373084.89
1209,2014-04-24,373085.71
1210,2014-04-25,373086.45
1211,2014-04-26,373086.23
1212,2014-04-27,373087.25
1213,2014-04-28,373087.79
1214,2014-04-29,373088.09
1215,2014-04-30,373087.14
1216,2014-05-01,373085.6
1217,2014-05-02,373086.49
1218,2014-05-03,373087.12
1219,2014-05-04,373088.02
1220,2014-05-05,373088.34
1221,2014-05-06,373088.35
1222,2014-05-07,373088.29
1223,2014-05-08,373088.0
1224,2014-05-09,373087.49
1225,2014-05-10,373088.13
1226,2014-05-11,373088.25
1227,2014-05-12,373088.34
1228,2014-05-13,373088.82
1229,2014-05-14,373088.46
1230,2014-05-15,373087.11
1231,2014-05-16,373087.2
1232,2014-05-17,373088.18
1233,2014-05-18,373088.42
1234,2014-05-19,373088.52
1235,2014-05-20,373087.52
1236,2014-05-21,373086.26
1237,2014-05-22,373084.49
1238,2014-05-23,373083.92
1239,2014-05-24,373083.69333333336
1240,2014-05-25,373083.4666666667
1241,2014-05-26,373083.24
1242,2014-05-27,373083.78
1243,2014-05-28,373084.08
1244,2014-05-29,373084.68
1245,2014-05-30,373085.31
1246,2014-05-31,373085.16
1247,2014-06-01,373085.1
1248,2014-06-02,373085.59
1249,2014-06-03,373086.16
1250,2014-06-04,373085.7
1251,2014-06-05,373086.06
1252,2014-06-06,373086.14
1253,2014-06-07,373086.18
1254,2014-06-08,373086.42
1255,2014-06-09,373086.03
1256,2014-06-10,373085.56
1257,2014-06-11,373085.52
1258,2014-06-12,373085.27
1259,2014-06-13,373084.74
1260,2014-06-14,373084.75
1261,2014-06-15,373084.48
1262,2014-06-16,373084.45
1263,2014-06-17,373084.54
1264,2014-06-18,373084.04
1265,2014-06-19,373083.96
1266,2014-06-20,373083.17
1267,2014-06-21,373082.61
1268,2014-06-22,373081.98
1269,2014-06-23,373081.26
1270,2014-06-24,373080.47
1271,2014-06-25,373079.46
1272,2014-06-26,373079.46
1273,2014-06-27,373080.18
1274,2014-06-28,373080.69
1275,2014-06-29,373080.97
1276,2014-06-30,373081.25
1277,2014-07-01,373082.41
1278,2014-07-02,373082.64
1279,2014-07-03,373082.58
1280,2014-07-04,373081.57
1281,2014-07-05,373081.02
1282,2014-07-06,373080.19
1283,2014-07-07,373079.95
1284,2014-07-08,373079.69
1285,2014-07-09,373079.82
1286,2014-07-10,373079.12
1287,2014-07-11,373078.69
1288,2014-07-12,373078.25
1289,2014-07-13,373077.94
1290,2014-07-14,373077.31
1291,2014-07-15,373078.0
1292,2014-07-16,373078.56
1293,2014-07-17,373078.84
1294,2014-07-18,373079.23
1295,2014-07-19,373079.17
1296,2014-07-20,373078.98
1297,2014-07-21,373078.76
1298,2014-07-22,373078.6
1299,2014-07-23,373078.65
1300,2014-07-24,373078.92
1301,2014-07-25,373079.45
1302,2014-07-26,373080.01
1303,2014-07-27,373079.95
1304,2014-07-28,373080.15
1305,2014-07-29,373080.19
1306,2014-07-30,373080.45
1307,2014-07-31,373080.93
1308,2014-08-01,373081.04
1309,2014-08-02,373080.8
1310,2014-08-03,373080.94
1311,2014-08-04,373080.87
1312,2014-08-05,373080.68
1313,2014-08-06,373080.68
1314,2014-08-07,373080.41
1315,2014-08-08,373080.58
1316,2014-08-09,373080.32
1317,2014-08-10,373080.17
1318,2014-08-11,373080.05
1319,2014-08-12,373079.57
1320,2014-08-13,373078.81
1321,2014-08-14,373078.94
1322,2014-08-15,373079.15
1323,2014-08-16,373079.59
1324,2014-08-17,373080.38
1325,2014-08-18,373081.24
1326,2014-08-19,373081.31
1327,2014-08-20,373081.78
1328,2014-08-21,373083.32
1329,2014-08-22,373083.96
1330,2014-08-23,373083.3
1331,2014-08-24,373084.07
1332,2014-08-25,373084.67
1333,2014-08-26,373084.74
1334,2014-08-27,373084.46
1335,2014-08-28,373084.0
1336,2014-08-29,373084.67
1337,2014-08-30,373085.31
1338,2014-08-31,373085.15
1339,2014-09-01,373085.9
1340,2014-09-02,373086.24
1341,2014-09-03,373086.87
1342,2014-09-04,373086.95
1343,2014-09-05,373087.26
1344,2014-09-06,373087.42
1345,2014-09-07,373087.74
1346,2014-09-08,373088.03
1347,2014-09-09,373088.18
1348,2014-09-10,373088.35
1349,2014-09-11,373088.82
1350,2014-09-12,373088.52
1351,2014-09-13,373088.16
1352,2014-09-14,373087.8
1353,2014-09-15,373087.9
1354,2014-09-16,373087.75
1355,2014-09-17,373087.51
1356,2014-09-18,373087.17
1357,2014-09-19,373086.85
1358,2014-09-20,373087.1
1359,2014-09-21,373087.01
1360,2014-09-22,373086.72
1361,2014-09-23,373086.5
1362,2014-09-24,373086.31
1363,2014-09-25,373086.1
1364,2014-09-26,373085.91
1365,2014-09-27,373086.23
1366,2014-09-28,373086.83
1367,2014-09-29,373086.89
1368,2014-09-30,373086.75
1369,2014-10-01,373086.52
1370,2014-10-02,372086.25
1371,2014-10-03,371786.16
1372,2014-10-04,371286.04
1373,2014-10-05,371286.02
1374,2014-10-06,371786.16
1375,2014-10-07,371686.13
1376,2014-10-08,370985.96
1377,2014-10-09,371286.04
1378,2014-10-10,371286.02
1379,2014-10-11,369985.69
1380,2014-10-12,369185.47
1381,2014-10-13,370885.93
1382,2014-10-14,371586.12
1383,2014-10-15,374886.99
1384,2014-10-16,376187.34
1385,2014-10-17,377487.68
1386,2014-10-18,380288.45
1387,2014-10-19,380488.5
1388,2014-10-20,380088.39
1389,2014-10-21,382088.92
1390,2014-10-22,378287.91
1391,2014-10-23,370585.83
1392,2014-10-24,365384.44
1393,2014-10-25,359182.74
1394,2014-10-26,368585.3
1395,2014-10-27,372086.25
1396,2014-10-28,372586.37
1397,2014-10-29,373986.76
1398,2014-10-30,376687.47
1399,2014-10-31,378187.87
1400,2014-11-01,374586.92
1401,2014-11-02,372386.33
1402,2014-11-03,372986.48
1403,2014-11-04,384789.62
1404,2014-11-05,374786.96
1405,2014-11-06,363784.0
1406,2014-11-07,360683.14
1407,2014-11-08,357082.17
1408,2014-11-09,353681.23
1409,2014-11-10,350780.41
1410,2014-11-11,354881.54
1411,2014-11-12,353981.29
1412,2014-11-13,354081.34
1413,2014-11-14,353881.28
1414,2014-11-15,354581.48
1415,2014-11-16,352180.81
1416,2014-11-17,349480.04
1417,2014-11-18,350380.3
1418,2014-11-19,350280.28
1419,2014-11-20,349680.1
1420,2014-11-21,349780.12
1421,2014-11-22,351080.49
1422,2014-11-23,353281.1
1423,2014-11-24,355981.85
1424,2014-11-25,363283.86
1425,2014-11-26,360683.16
1426,2014-11-27,353881.26
1427,2014-11-28,354081.34
1428,2014-11-29,353081.05
1429,2014-11-30,351380.58
1430,2014-12-01,350780.42
1431,2014-12-02,351780.69
1432,2014-12-03,349880.16
1433,2014-12-04,348779.86
1434,2014-12-05,346779.27
1435,2014-12-06,344878.74
1436,2014-12-07,341977.93
1437,2014-12-08,340577.52
1438,2014-12-09,340577.51
1439,2014-12-10,339877.32
1440,2014-12-11,338676.96
1441,2014-12-12,339877.31
1442,2014-12-13,340377.47
1443,2014-12-14,340077.38
1444,2014-12-15,339577.24
1445,2014-12-16,338676.97
1446,2014-12-17,339677.25
1447,2014-12-18,340177.4
1448,2014-12-19,340677.56
1449,2014-12-20,347279.42
1450,2014-12-21,358982.69
1451,2014-12-22,364984.32
1452,2014-12-23,369085.45
1453,2014-12-24,365084.35
1454,2014-12-25,359882.94
1455,2014-12-26,353581.2
1456,2014-12-27,352080.77
1457,2014-12-28,353181.08
1458,2014-12-29,353981.29
1459,2014-12-30,356381.97
1460,2014-12-31,356882.1
1461,2015-01-01,359782.91
1462,2015-01-02,360783.18
1463,2015-01-03,360883.21
1464,2015-01-04,359882.94
1465,2015-01-05,364584.23
1466,2015-01-06,363683.98
1467,2015-01-07,362083.53
1468,2015-01-08,359682.88
1469,2015-01-09,356982.14
1470,2015-01-10,351780.69
1471,2015-01-11,352080.78
1472,2015-01-12,351380.57
1473,2015-01-13,351680.65
1474,2015-01-14,351780.68
1475,2015-01-15,347479.48
1476,2015-01-16,343278.28
1477,2015-01-17,340477.49
1478,2015-01-18,340577.51
1479,2015-01-19,339477.2
1480,2015-01-20,338076.81
1481,2015-01-21,340377.45
1482,2015-01-22,342278.02
1483,2015-01-23,343578.38
1484,2015-01-24,344478.62
1485,2015-01-25,344978.76
1486,2015-01-26,343978.49
1487,2015-01-27,343578.39
1488,2015-01-28,342878.17
1489,2015-01-29,342177.98
1490,2015-01-30,340977.62
1491,2015-01-31,339477.21
1492,2015-02-01,338176.82
1493,2015-02-02,337376.61
1494,2015-02-03,342978.21
1495,2015-02-04,345278.86
1496,2015-02-05,340977.63
1497,2015-02-06,339677.25
1498,2015-02-07,338376.89
1499,2015-02-08,339077.1
1500,2015-02-09,341477.77
1501,2015-02-10,345779.0
1502,2015-02-11,347179.39
1503,2015-02-12,347179.41
1504,2015-02-13,346979.34
1505,2015-02-14,348279.7
1506,2015-02-15,346679.26
1507,2015-02-16,346679.25
1508,2015-02-17,347179.41
1509,2015-02-18,345779.01
1510,2015-02-19,345278.85
1511,2015-02-20,344778.73
1512,2015-02-21,343478.36
1513,2015-02-22,341777.86
1514,2015-02-23,337976.77
1515,2015-02-24,334275.71
1516,2015-02-25,331274.81
1517,2015-02-26,329774.36
1518,2015-02-27,328574.01
1519,2015-02-28,327673.75
1520,2015-03-01,327073.57
1521,2015-03-02,327673.75
1522,2015-03-03,325473.08
1523,2015-03-04,322872.31
1524,2015-03-05,320271.51
1525,2015-03-06,319971.44
1526,2015-03-07,318971.11
1527,2015-03-08,318370.93
1528,2015-03-09,318070.85
1529,2015-03-10,318270.92
1530,2015-03-11,316170.27
1531,2015-03-12,316870.47
1532,2015-03-13,317070.54
1533,2015-03-14,318971.12
1534,2015-03-15,324272.74
1535,2015-03-16,325273.03
1536,2015-03-17,328073.88
1537,2015-03-18,330574.62
1538,2015-03-19,331174.77
1539,2015-03-20,331875.0
1540,2015-03-21,331574.9
1541,2015-03-22,329474.29
1542,2015-03-23,328173.91
1543,2015-03-24,330274.51
1544,2015-03-25,332175.08
1545,2015-03-26,333975.61
1546,2015-03-27,335275.99
1547,2015-03-28,337276.56
1548,2015-03-29,340677.55
1549,2015-03-30,343778.43
1550,2015-03-31,345178.82
1551,2015-04-01,344978.78
1552,2015-04-02,346579.22
1553,2015-04-03,345578.95
1554,2015-04-04,345078.81
1555,2015-04-05,342678.11
1556,2015-04-06,342177.98
1557,2015-04-07,340977.64
1558,2015-04-08,342678.13
1559,2015-04-09,344178.56
1560,2015-04-10,346479.21
1561,2015-04-11,347379.44
1562,2015-04-12,346979.34
1563,2015-04-13,346779.27
1564,2015-04-14,347779.57
1565,2015-04-15,353081.06
1566,2015-04-16,355181.63
1567,2015-04-17,355481.73
1568,2015-04-18,356682.04
1569,2015-04-19,357382.24
1570,2015-04-20,357082.16
1571,2015-04-21,356782.08
1572,2015-04-22,355781.79
1573,2015-04-23,353981.31
1574,2015-04-24,354181.37
1575,2015-04-25,354981.57
1576,2015-04-26,355981.86
1577,2015-04-27,354281.38
1578,2015-04-28,353281.1
1579,2015-04-29,353681.22
1580,2015-04-30,354381.42
1581,2015-05-01,355181.63
1582,2015-05-02,355981.85
1583,2015-05-03,355681.78
1584,2015-05-04,354581.48
1585,2015-05-05,355781.81
1586,2015-05-06,356281.95
1587,2015-05-07,356682.04
1588,2015-05-08,355581.76
1589,2015-05-09,353581.2
1590,2015-05-10,351480.6
1591,2015-05-11,351080.5
1592,2015-05-12,349880.15
1593,2015-05-13,350280.27
1594,2015-05-14,349980.2
1595,2015-05-15,348079.64
1596,2015-05-16,348579.79
1597,2015-05-17,347579.51
1598,2015-05-18,349179.97
1599,2015-05-19,350180.25
1600,2015-05-20,348779.85
1601,2015-05-21,347979.62
1602,2015-05-22,346879.32
1603,2015-05-23,346179.1
1604,2015-05-24,345478.92
1605,2015-05-25,344878.75
1606,2015-05-26,348979.92
1607,2015-05-27,349179.96
1608,2015-05-28,348179.69
1609,2015-05-29,348479.77
1610,2015-05-30,347979.61
1611,2015-05-31,347379.46
1612,2015-06-01,347879.6
1613,2015-06-02,347079.38
1614,2015-06-03,349380.03
1615,2015-06-04,349480.06
1616,2015-06-05,350880.45
1617,2015-06-06,352680.95
1618,2015-06-07,352480.89
1619,2015-06-08,358182.46
1620,2015-06-09,356682.05
1621,2015-06-10,357082.17
1622,2015-06-11,356081.89
1623,2015-06-12,354581.46
1624,2015-06-13,353881.28
1625,2015-06-14,347379.46
1626,2015-06-15,345378.89
1627,2015-06-16,343778.44
1628,2015-06-17,343278.3
1629,2015-06-18,344678.7
1630,2015-06-19,345979.06
1631,2015-06-20,346079.08
1632,2015-06-21,346179.11
1633,2015-06-22,345178.84
1634,2015-06-23,345879.03
1635,2015-06-24,345578.95
1636,2015-06-25,345278.87
1637,2015-06-26,344578.65
1638,2015-06-27,343278.3
1639,2015-06-28,341877.9
1640,2015-06-29,346279.15
1641,2015-06-30,348479.76
1642,2015-07-01,349580.07
1643,2015-07-02,351380.58
1644,2015-07-03,351480.6
1645,2015-07-04,351580.64
1646,2015-07-05,351680.65
1647,2015-07-06,351880.71
1648,2015-07-07,353481.15
1649,2015-07-08,354081.33
1650,2015-07-09,354581.46
1651,2015-07-10,353781.25
1652,2015-07-11,353981.29
1653,2015-07-12,353381.14
1654,2015-07-13,352780.96
1655,2015-07-14,351380.57
1656,2015-07-15,350180.24
1657,2015-07-16,350280.28
1658,2015-07-17,350180.25
1659,2015-07-18,348279.7
1660,2015-07-19,347979.61
1661,2015-07-20,345879.04
1662,2015-07-21,346179.12
1663,2015-07-22,346179.12
1664,2015-07-23,346679.25
1665,2015-07-24,346779.29
1666,2015-07-25,346479.21
1667,2015-07-26,346379.17
1668,2015-07-27,347979.63
1669,2015-07-28,349380.02
1670,2015-07-29,350880.44
1671,2015-07-30,352680.93
1672,2015-07-31,353281.1
1673,2015-08-01,352380.86
1674,2015-08-02,352480.87
1675,2015-08-03,352680.93
1676,2015-08-04,352680.93
1677,2015-08-05,352981.02
1678,2015-08-06,352280.83
1679,2015-08-07,350880.44
1680,2015-08-08,351080.49
1681,2015-08-09,351280.55
1682,2015-08-10,351380.57
1683,2015-08-11,350580.34
1684,2015-08-12,350180.25
1685,2015-08-13,353581.18
1686,2015-08-14,353881.26
1687,2015-08-15,353981.31
1688,2015-08-16,354181.35
1689,2015-08-17,354081.32
1690,2015-08-18,354181.35
1691,2015-08-19,352780.98
1692,2015-08-20,352981.02
1693,2015-08-21,353081.06
1694,2015-08-22,353381.14
1695,2015-08-23,353481.16
1696,2015-08-24,353581.2
1697,2015-08-25,353281.11
1698,2015-08-26,351180.52
1699,2015-08-27,351180.53
1700,2015-08-28,350580.36
1701,2015-08-29,350980.46
1702,2015-08-30,349880.17
1703,2015-08-31,350180.25
1704,2015-09-01,350180.23
1705,2015-09-02,350580.36
1706,2015-09-03,350680.37
1707,2015-09-04,349380.01
1708,2015-09-05,348979.92
1709,2015-09-06,349380.01
1710,2015-09-07,348579.78
1711,2015-09-08,348479.77
1712,2015-09-09,348179.69
1713,2015-09-10,347079.38
1714,2015-09-11,346079.08
1715,2015-09-12,345278.87
1716,2015-09-13,342177.99
1717,2015-09-14,339277.13
1718,2015-09-15,336276.29
1719,2015-09-16,335075.92
1720,2015-09-17,334775.83
1721,2015-09-18,334575.78
1722,2015-09-19,334775.83
1723,2015-09-20,334975.89
1724,2015-09-21,334775.83
1725,2015-09-22,333275.4
1726,2015-09-23,331674.92
1727,2015-09-24,331574.89
1728,2015-09-25,330574.6
1729,2015-09-26,330574.61
1730,2015-09-27,330974.72
1731,2015-09-28,330274.52
1732,2015-09-29,330474.58
1733,2015-09-30,329074.16
1734,2015-10-01,327673.76
1735,2015-10-02,327873.8
1736,2015-10-03,328874.1
1737,2015-10-04,328774.07
1738,2015-10-05,328874.11
1739,2015-10-06,328473.99
1740,2015-10-07,326573.42
1741,2015-10-08,324972.94
1742,2015-10-09,324372.76
1743,2015-10-10,324972.93
1744,2015-10-11,324972.93
1745,2015-10-12,324472.68
1746,2015-10-13,323572.53
1747,2015-10-14,323172.4
1748,2015-10-15,323072.38
1749,2015-10-16,322672.26
1750,2015-10-17,322672.24
1751,2015-10-18,321171.8
1752,2015-10-19,321171.8
1753,2015-10-20,321371.84
1754,2015-10-21,320471.57
1755,2015-10-22,319371.24
1756,2015-10-23,316770.44
1757,2015-10-24,314669.79
1758,2015-10-25,310868.61
1759,2015-10-26,310168.39
1760,2015-10-27,308467.88
1761,2015-10-28,306467.22
1762,2015-10-29,303766.38
1763,2015-10-30,304666.67
1764,2015-10-31,308667.94
1765,2015-11-01,314369.71
1766,2015-11-02,316670.43
1767,2015-11-03,317770.75
1768,2015-11-04,319671.33
1769,2015-11-05,320771.68
1770,2015-11-06,322372.15
1771,2015-11-07,326573.42
1772,2015-11-08,331274.8
1773,2015-11-09,334775.83
1774,2015-11-10,335476.04
1775,2015-11-11,337576.65
1776,2015-11-12,337876.73
1777,2015-11-13,339477.2
1778,2015-11-14,342578.08
1779,2015-11-15,336976.48
1780,2015-11-16,333275.41
1781,2015-11-17,340577.53
1782,2015-11-18,342778.14
1783,2015-11-19,344778.73
1784,2015-11-20,348379.74
1785,2015-11-21,351080.48
1786,2015-11-22,352881.0
1787,2015-11-23,346579.24
1788,2015-11-24,345578.93
1789,2015-11-25,343178.26
1790,2015-11-26,340777.57
1791,2015-11-27,336776.41
1792,2015-11-28,332375.15
1793,2015-11-29,329674.34
1794,2015-11-30,326873.51
1795,2015-12-01,323772.58
1796,2015-12-02,321171.8
1797,2015-12-03,320971.73
1798,2015-12-04,323372.46
1799,2015-12-05,325273.04
1800,2015-12-06,319971.44
1801,2015-12-07,316770.44
1802,2015-12-08,320271.51
1803,2015-12-09,330974.73
1804,2015-12-10,329474.28
1805,2015-12-11,327273.63
1806,2015-12-12,329474.29
1807,2015-12-13,336276.29
1808,2015-12-14,339777.28
1809,2015-12-15,340377.47
1810,2015-12-16,338376.89
1811,2015-12-17,337576.66
1812,2015-12-18,344078.53
1813,2015-12-19,349980.2
1814,2015-12-20,354981.58
1815,2015-12-21,361683.42
1816,2015-12-22,363183.84
1817,2015-12-23,363383.89
1818,2015-12-24,359182.74
1819,2015-12-25,357282.21
1820,2015-12-26,353181.08
1821,2015-12-27,348079.66
1822,2015-12-28,344078.52
1823,2015-12-29,345778.99
1824,2015-12-30,347579.52
1825,2015-12-31,345578.93
1826,2016-01-01,344278.58
1827,2016-01-02,344678.7
1828,2016-01-03,345879.02
1829,2016-01-04,341477.77
1830,2016-01-05,342678.11
1831,2016-01-06,342478.07
1832,2016-01-07,342878.19
1833,2016-01-08,342778.16
1834,2016-01-09,342678.12
1835,2016-01-10,342978.22
1836,2016-01-11,343378.32
1837,2016-01-12,340677.55
1838,2016-01-13,342478.06
1839,2016-01-14,347679.53
1840,2016-01-15,346079.09
1841,2016-01-16,345278.87
1842,2016-01-17,345578.95
1843,2016-01-18,347879.6
1844,2016-01-19,347379.45
1845,2016-01-20,352380.86
1846,2016-01-21,354281.39
1847,2016-01-22,354381.41
1848,2016-01-23,353481.17
1849,2016-01-24,351980.75
1850,2016-01-25,349880.17
1851,2016-01-26,346579.22
1852,2016-01-27,344678.7
1853,2016-01-28,346979.33
1854,2016-01-29,346379.18
1855,2016-01-30,344578.65
1856,2016-01-31,341977.93
1857,2016-02-01,334275.71
1858,2016-02-02,331474.88
1859,2016-02-03,331474.86
1860,2016-02-04,331074.75
1861,2016-02-05,332275.12
1862,2016-02-06,330974.72
1863,2016-02-07,331374.84
1864,2016-02-08,330974.71
1865,2016-02-09,329074.15
1866,2016-02-10,328373.96
1867,2016-02-11,323672.54
1868,2016-02-12,317970.81
1869,2016-02-13,312669.19
1870,2016-02-14,311768.91
1871,2016-02-15,312469.11
1872,2016-02-16,311568.83
1873,2016-02-17,314369.7
1874,2016-02-18,316870.48
1875,2016-02-19,320071.47
1876,2016-02-20,322372.15
1877,2016-02-21,324372.76
1878,2016-02-22,324772.87
1879,2016-02-23,320171.48
1880,2016-02-24,315570.09
1881,2016-02-25,316370.31
1882,2016-02-26,314169.63
1883,2016-02-27,317570.7
1884,2016-02-28,319171.18
1885,2016-02-29,320671.63
1886,2016-03-01,320771.67
1887,2016-03-02,318070.85
1888,2016-03-03,319371.24
1889,2016-03-04,321071.77
1890,2016-03-05,322072.08
1891,2016-03-06,320071.47
1892,2016-03-07,323072.36
1893,2016-03-08,324572.81
1894,2016-03-09,327973.84
1895,2016-03-10,332675.22
1896,2016-03-11,337076.5
1897,2016-03-12,339477.19
1898,2016-03-13,341477.78
1899,2016-03-14,344578.66
1900,2016-03-15,347179.41
1901,2016-03-16,350280.26
1902,2016-03-17,353081.04
1903,2016-03-18,351280.55
1904,2016-03-19,345578.93
1905,2016-03-20,340577.51
1906,2016-03-21,338777.01
1907,2016-03-22,341077.66
1908,2016-03-23,342578.08
1909,2016-03-24,344478.63
1910,2016-03-25,347079.37
1911,2016-03-26,350580.35
1912,2016-03-27,354281.38
1913,2016-03-28,357882.37
1914,2016-03-29,362883.75
1915,2016-03-30,365184.38
1916,2016-03-31,368285.23
1917,2016-04-01,367284.96
1918,2016-04-02,366484.72
1919,2016-04-03,367785.08
1920,2016-04-04,366884.85
