,datetime,INDIAN_VALLEY_RES_A_CLEARLAKE_OAKS_CA.
981,2013-09-08,21222.58
982,2013-09-09,20691.74
983,2013-09-10,20160.87
984,2013-09-11,19770.22
985,2013-09-12,19259.59
986,2013-09-13,18789.06
987,2013-09-14,18448.67
988,2013-09-15,18248.44
989,2013-09-16,18158.34
990,2013-09-17,18118.29
991,2013-09-18,18088.26
992,2013-09-19,18058.22
993,2013-09-20,18008.16
994,2013-09-21,18008.16
995,2013-09-22,17968.12
996,2013-09-23,17948.09
997,2013-09-24,17918.06
998,2013-09-25,17837.96
999,2013-09-26,17787.9
1000,2013-09-27,17737.84
1001,2013-09-28,17697.79
1002,2013-09-29,17677.77
1003,2013-09-30,17657.74
1004,2013-10-01,17627.71
1005,2013-10-02,17597.67
1006,2013-10-03,17547.61
1007,2013-10-04,17467.52
1008,2013-10-05,17417.45
1009,2013-10-06,17377.4
1010,2013-10-07,17357.38
1011,2013-10-08,17337.35
1012,2013-10-09,17307.32
1013,2013-10-10,17287.29
1014,2013-10-11,17277.28
1015,2013-10-12,17257.26
1016,2013-10-13,17217.21
1017,2013-10-14,17147.12
1018,2013-10-15,17087.05
1019,2013-10-16,17077.03
1020,2013-10-17,17046.99
1021,2013-10-18,17006.95
1022,2013-10-19,17006.94
1023,2013-10-20,16946.87
1024,2013-10-21,16916.83
1025,2013-10-22,17246.81
1026,2013-10-23,17226.79
1027,2013-10-24,17206.76
1028,2013-10-25,17176.72
1029,2013-10-26,17186.74
1030,2013-10-27,17136.68
1031,2013-10-28,17136.68
1032,2013-10-29,17116.65
1033,2013-10-30,17096.63
1034,2013-10-31,17046.56
1035,2013-11-01,17016.52
1036,2013-11-02,16986.48
1037,2013-11-03,16946.44
1038,2013-11-04,16876.35
1039,2013-11-05,16856.32
1040,2013-11-06,16816.27
1041,2013-11-07,16786.23
1042,2013-11-08,16756.19
1043,2013-11-09,16736.17
1044,2013-11-10,16716.14
1045,2013-11-11,16686.1
1046,2013-11-12,16656.06
1047,2013-11-13,16636.04
1048,2013-11-14,16626.03
1049,2013-11-15,16585.97
1050,2013-11-16,16535.91
1051,2013-11-17,16505.87
1052,2013-11-18,16475.83
1053,2013-11-19,16475.83
1054,2013-11-20,16495.85
1055,2013-11-21,16465.81
1056,2013-11-22,16365.68
1057,2013-11-23,16325.630000000001
1058,2013-11-24,16295.59
1059,2013-11-25,16275.56
1060,2013-11-26,16265.55
1061,2013-11-27,16225.5
1062,2013-11-28,16215.49
1063,2013-11-29,16195.46
1064,2013-11-30,16165.42
1065,2013-12-01,16155.4
1066,2013-12-02,16125.36
1067,2013-12-03,16105.34
1068,2013-12-04,16095.32
1069,2013-12-05,16075.3
1070,2013-12-06,16065.28
1071,2013-12-07,16045.25
1072,2013-12-08,16015.22
1073,2013-12-09,15985.18
1074,2013-12-10,15965.15
1075,2013-12-11,15945.119999999999
1076,2013-12-12,15925.1
1077,2013-12-13,15925.09
1078,2013-12-14,15875.03
1079,2013-12-15,15844.99
1080,2013-12-16,15865.01
1081,2013-12-17,15794.91
1082,2013-12-18,15764.880000000001
1083,2013-12-19,15754.86
1084,2013-12-20,15724.82
1085,2013-12-21,15694.78
1086,2013-12-22,15674.74
1087,2013-12-23,15664.73
1088,2013-12-24,15644.7
1089,2013-12-25,15624.67
1090,2013-12-26,15604.65
1091,2013-12-27,15554.58
1092,2013-12-28,15504.51
1093,2013-12-29,15484.48
1094,2013-12-30,15474.46
1095,2013-12-31,15454.43
1096,2014-01-01,15424.39
1097,2014-01-02,15404.36
1098,2014-01-03,15384.33
1099,2014-01-04,15354.29
1100,2014-01-05,15314.23
1101,2014-01-06,15294.2
1102,2014-01-07,15274.17
1103,2014-01-08,15244.130000000001
1104,2014-01-09,15224.1
1105,2014-01-10,15194.06
1106,2014-01-11,15174.03
1107,2014-01-12,15154.0
1108,2014-01-13,15113.94
1109,2014-01-14,15103.93
1110,2014-01-15,15083.9
1111,2014-01-16,15063.869999999999
1112,2014-01-17,15023.82
1113,2014-01-18,15003.79
1114,2014-01-19,14973.75
1115,2014-01-20,14943.71
1116,2014-01-21,14903.65
1117,2014-01-22,14903.65
1118,2014-01-23,14873.6
1119,2014-01-24,14863.59
1120,2014-01-25,14823.53
1121,2014-01-26,14813.52
1122,2014-01-27,14753.43
1123,2014-01-28,14753.43
1124,2014-01-29,14743.42
1125,2014-01-30,14723.39
1126,2014-01-31,14713.369999999999
1127,2014-02-01,14713.369999999999
1128,2014-02-02,14663.31
1129,2014-02-03,14693.34
1130,2014-02-04,14663.3
1131,2014-02-05,14653.29
1132,2014-02-06,14643.28
1133,2014-02-07,14683.33
1134,2014-02-08,15113.94
1135,2014-02-09,15885.04
1136,2014-02-10,16215.48
1137,2014-02-11,16315.619999999999
1138,2014-02-12,16365.69
1139,2014-02-13,16385.71
1140,2014-02-14,16415.75
1141,2014-02-15,16415.75
1142,2014-02-16,16465.82
1143,2014-02-17,16495.85
1144,2014-02-18,16485.84
1145,2014-02-19,16475.83
1146,2014-02-20,16485.84
1147,2014-02-21,16505.87
1148,2014-02-22,16515.88
1149,2014-02-23,16495.86
1150,2014-02-24,16495.85
1151,2014-02-25,16545.92
1152,2014-02-26,16696.11
1153,2014-02-27,17296.87
1154,2014-02-28,18378.24
1155,2014-03-01,19259.29
1156,2014-03-02,19479.7
1157,2014-03-03,19870.31
1158,2014-03-04,20981.83
1159,2014-03-05,21442.45
1160,2014-03-06,21883.06
1161,2014-03-07,22173.46
1162,2014-03-08,22373.74
1163,2014-03-09,22533.96
1164,2014-03-10,22714.22
1165,2014-03-11,22844.41
1166,2014-03-12,22934.54
1167,2014-03-13,23014.66
1168,2014-03-14,23114.8
1169,2014-03-15,23194.91
1170,2014-03-16,23234.97
1171,2014-03-17,23305.07
1172,2014-03-18,23355.14
1173,2014-03-19,23415.23
1174,2014-03-20,23415.24
1175,2014-03-21,23475.32
1176,2014-03-22,23485.33
1177,2014-03-23,23495.35
1178,2014-03-24,23535.41
1179,2014-03-25,23575.46
1180,2014-03-26,23615.53
1181,2014-03-27,23685.63
1182,2014-03-28,23725.68
1183,2014-03-29,24506.84
1184,2014-03-30,24877.41
1185,2014-03-31,25237.98
1186,2014-04-01,25658.66
1187,2014-04-02,26169.43
1188,2014-04-03,26580.01
1189,2014-04-04,26990.47
1190,2014-04-05,27280.79
1191,2014-04-06,27551.09
1192,2014-04-07,27861.41
1193,2014-04-08,28101.67
1194,2014-04-09,28271.84
1195,2014-04-10,28391.97
1196,2014-04-11,28502.09
1197,2014-04-12,28652.24
1198,2014-04-13,28712.31
1199,2014-04-14,28802.4
1200,2014-04-15,28842.45
1201,2014-04-16,28872.48
1202,2014-04-17,28932.54
1203,2014-04-18,28982.59
1204,2014-04-19,29002.61
1205,2014-04-20,29042.65
1206,2014-04-21,29052.67
1207,2014-04-22,29062.68
1208,2014-04-23,29102.72
1209,2014-04-24,29132.75
1210,2014-04-25,29182.8
1211,2014-04-26,29232.85
1212,2014-04-27,29252.87
1213,2014-04-28,29262.89
1214,2014-04-29,29252.88
1215,2014-04-30,29272.9
1216,2014-05-01,29272.9
1217,2014-05-02,29272.9
1218,2014-05-03,29262.89
1219,2014-05-04,29282.91
1220,2014-05-05,29312.94
1221,2014-05-06,29272.9
1222,2014-05-07,29302.93
1223,2014-05-08,29312.94
1224,2014-05-09,29342.97
1225,2014-05-10,29342.97
1226,2014-05-11,29332.96
1227,2014-05-12,29322.95
1228,2014-05-13,29322.95
1229,2014-05-14,29332.96
1230,2014-05-15,29282.91
1231,2014-05-16,29292.92
1232,2014-05-17,29272.9
1233,2014-05-18,29262.89
1234,2014-05-19,29272.9
1235,2014-05-20,29242.86
1236,2014-05-21,29222.84
1237,2014-05-22,29212.83
1238,2014-05-23,29142.76
1239,2014-05-24,29182.8
1240,2014-05-25,29152.77
1241,2014-05-26,29142.76
1242,2014-05-27,29092.71
1243,2014-05-28,29102.72
1244,2014-05-29,29092.71
1245,2014-05-30,29082.7
1246,2014-05-31,29072.69
1247,2014-06-01,29042.65
1248,2014-06-02,29022.63
1249,2014-06-03,29032.64
1250,2014-06-04,28992.6
1251,2014-06-05,28962.57
1252,2014-06-06,28912.52
1253,2014-06-07,28872.48
1254,2014-06-08,28922.53
1255,2014-06-09,28872.48
1256,2014-06-10,28852.46
1257,2014-06-11,28792.39
1258,2014-06-12,28752.35
1259,2014-06-13,28702.3
1260,2014-06-14,28702.3
1261,2014-06-15,28672.27
1262,2014-06-16,28632.22
1263,2014-06-17,28622.21
1264,2014-06-18,28592.18
1265,2014-06-19,28582.17
1266,2014-06-20,28542.13
1267,2014-06-21,28512.1
1268,2014-06-22,28472.05
1269,2014-06-23,28482.06
1270,2014-06-24,28452.03
1271,2014-06-25,28422.0
1272,2014-06-26,28391.97
1273,2014-06-27,28351.93
1274,2014-06-28,28311.89
1275,2014-06-29,28321.9
1276,2014-06-30,28261.83
1277,2014-07-01,28201.77
1278,2014-07-02,28201.77
1279,2014-07-03,28131.7
1280,2014-07-04,28151.72
1281,2014-07-05,28111.68
1282,2014-07-06,28051.61
1283,2014-07-07,28071.63
1284,2014-07-08,28031.59
1285,2014-07-09,27971.53
1286,2014-07-10,27931.49
1287,2014-07-11,27911.47
1288,2014-07-12,27941.5
1289,2014-07-13,27801.35
1290,2014-07-14,27791.34
1291,2014-07-15,27801.35
1292,2014-07-16,27731.28
1293,2014-07-17,27691.23
1294,2014-07-18,27661.2
1295,2014-07-19,27601.14
1296,2014-07-20,27571.11
1297,2014-07-21,27551.08
1298,2014-07-22,27511.04
1299,2014-07-23,27450.98
1300,2014-07-24,27430.96
1301,2014-07-25,27420.94
1302,2014-07-26,27380.9
1303,2014-07-27,27340.86
1304,2014-07-28,27300.81
1305,2014-07-29,27270.78
1306,2014-07-30,27270.78
1307,2014-07-31,27250.76
1308,2014-08-01,27200.7
1309,2014-08-02,27170.67
1310,2014-08-03,27130.63
1311,2014-08-04,27110.6
1312,2014-08-05,27060.55
1313,2014-08-06,27040.52
1314,2014-08-07,27020.5
1315,2014-08-08,26990.47
1316,2014-08-09,26940.41
1317,2014-08-10,26900.37
1318,2014-08-11,26890.36
1319,2014-08-12,26860.32
1320,2014-08-13,26830.29
1321,2014-08-14,26800.26
1322,2014-08-15,26760.21
1323,2014-08-16,26760.21
1324,2014-08-17,26700.15
1325,2014-08-18,26670.11
1326,2014-08-19,26630.07
1327,2014-08-20,26590.02
1328,2014-08-21,26559.99
1329,2014-08-22,26529.95
1330,2014-08-23,26499.9
1331,2014-08-24,26479.87
1332,2014-08-25,26449.83
1333,2014-08-26,26409.77
1334,2014-08-27,26389.74
1335,2014-08-28,26359.7
1336,2014-08-29,26339.67
1337,2014-08-30,26309.63
1338,2014-08-31,26299.61
1339,2014-09-01,26269.58
1340,2014-09-02,26249.55
1341,2014-09-03,26229.51
1342,2014-09-04,26199.47
1343,2014-09-05,26179.44
1344,2014-09-06,26149.4
1345,2014-09-07,26129.38
1346,2014-09-08,26109.34
1347,2014-09-09,26069.29
1348,2014-09-10,26049.26
1349,2014-09-11,26009.2
1350,2014-09-12,25999.19
1351,2014-09-13,25979.16
1352,2014-09-14,25959.13
1353,2014-09-15,25929.08
1354,2014-09-16,25909.06
1355,2014-09-17,25879.02
1356,2014-09-18,25858.99
1357,2014-09-19,25848.96
1358,2014-09-20,25818.92
1359,2014-09-21,25798.88
1360,2014-09-22,25768.84
1361,2014-09-23,25748.8
1362,2014-09-24,25728.78
1363,2014-09-25,25708.75
1364,2014-09-26,25698.73
1365,2014-09-27,25658.67
1366,2014-09-28,25658.66
1367,2014-09-29,25638.63
1368,2014-09-30,25618.6
1369,2014-10-01,25588.55
1370,2014-10-02,25568.52
1371,2014-10-03,25548.48
1372,2014-10-04,25518.44
1373,2014-10-05,25488.39
1374,2014-10-06,25468.35
1375,2014-10-07,25448.33
1376,2014-10-08,25428.29
1377,2014-10-09,25398.25
1378,2014-10-10,25378.21
1379,2014-10-11,25358.18
1380,2014-10-12,25328.13
1381,2014-10-13,25308.1
1382,2014-10-14,25288.07
1383,2014-10-15,25278.05
1384,2014-10-16,25258.02
1385,2014-10-17,25248.0
1386,2014-10-18,25227.97
1387,2014-10-19,25207.94
1388,2014-10-20,25187.9
1389,2014-10-21,25167.88
1390,2014-10-22,25147.84
1391,2014-10-23,25147.84
1392,2014-10-24,25117.8
1393,2014-10-25,25127.81
1394,2014-10-26,25107.78
1395,2014-10-27,25087.75
1396,2014-10-28,25087.74
1397,2014-10-29,25057.7
1398,2014-10-30,25047.68
1399,2014-10-31,25057.7
1400,2014-11-01,25077.73
1401,2014-11-02,25077.73
1402,2014-11-03,25047.68
1403,2014-11-04,25027.65
1404,2014-11-05,25017.63
1405,2014-11-06,24997.61
1406,2014-11-07,24967.56
1407,2014-11-08,24957.54
1408,2014-11-09,24947.52
1409,2014-11-10,24937.51
1410,2014-11-11,24917.47
1411,2014-11-12,24897.45
1412,2014-11-13,24917.47
1413,2014-11-14,24897.45
1414,2014-11-15,24877.41
1415,2014-11-16,24847.37
1416,2014-11-17,24837.35
1417,2014-11-18,24817.32
1418,2014-11-19,24817.32
1419,2014-11-20,24827.34
1420,2014-11-21,24807.31
1421,2014-11-22,24827.34
1422,2014-11-23,24817.32
1423,2014-11-24,24797.28
1424,2014-11-25,24777.25
1425,2014-11-26,24757.22
1426,2014-11-27,24747.21
1427,2014-11-28,24747.21
1428,2014-11-29,24757.22
1429,2014-11-30,24787.27
1430,2014-12-01,24777.26
1431,2014-12-02,24827.33
1432,2014-12-03,26379.73
1433,2014-12-04,26900.37
1434,2014-12-05,27220.72
1435,2014-12-06,27901.46
1436,2014-12-07,28161.73
1437,2014-12-08,28321.9
1438,2014-12-09,28472.05
1439,2014-12-10,28662.25
1440,2014-12-11,37641.59
1441,2014-12-12,39763.78
1442,2014-12-13,40544.56
1443,2014-12-14,40964.98
1444,2014-12-15,41665.68
1445,2014-12-16,42676.6
1446,2014-12-17,43927.69
1447,2014-12-18,45038.65
1448,2014-12-19,46740.13
1449,2014-12-20,48061.23
1450,2014-12-21,49242.19
1451,2014-12-22,50092.85
1452,2014-12-23,50733.34
1453,2014-12-24,51223.72
1454,2014-12-25,51634.03
1455,2014-12-26,51954.26
1456,2014-12-27,52244.47
1457,2014-12-28,52504.65
1458,2014-12-29,52724.81
1459,2014-12-30,52924.95
1460,2014-12-31,53075.06
1461,2015-01-01,53185.14
1462,2015-01-02,53345.25
1463,2015-01-03,53485.35
1464,2015-01-04,53605.44
1465,2015-01-05,53735.53
1466,2015-01-06,53835.6
1467,2015-01-07,53935.67
1468,2015-01-08,54045.75
1469,2015-01-09,54145.82
1470,2015-01-10,54225.88
1471,2015-01-11,54295.93
1472,2015-01-12,54385.99
1473,2015-01-13,54426.02
1474,2015-01-14,54506.08
1475,2015-01-15,54576.13
1476,2015-01-16,54646.18
1477,2015-01-17,54726.24
1478,2015-01-18,54796.29
1479,2015-01-19,54846.32
1480,2015-01-20,54896.36
1481,2015-01-21,54956.4
1482,2015-01-22,54996.43
1483,2015-01-23,55026.45
1484,2015-01-24,55106.51
1485,2015-01-25,55106.51
1486,2015-01-26,55166.55
1487,2015-01-27,55216.59
1488,2015-01-28,55246.61
1489,2015-01-29,55286.64
1490,2015-01-30,55306.65
1491,2015-01-31,55346.68
1492,2015-02-01,55386.71
1493,2015-02-02,55406.72
1494,2015-02-03,55456.76
1495,2015-02-04,55486.78
1496,2015-02-05,55496.79
1497,2015-02-06,57027.82
1498,2015-02-07,59919.69
1499,2015-02-08,61470.69
1500,2015-02-09,63051.71
1501,2015-02-10,64152.405
1502,2015-02-11,65263.1
1503,2015-02-12,65793.43
1504,2015-02-13,66193.68
1505,2015-02-14,66513.88
1506,2015-02-15,66774.04
1507,2015-02-16,67004.17
1508,2015-02-17,67174.27
1509,2015-02-18,67294.34
1510,2015-02-19,67544.48
1511,2015-02-20,67834.65
1512,2015-02-21,68174.84
1513,2015-02-22,68304.90666666666
1514,2015-02-23,68404.97333333333
1515,2015-02-24,68525.04
1516,2015-02-25,68525.04
1517,2015-02-26,68615.09
1518,2015-02-27,68665.12
1519,2015-02-28,68885.25
1520,2015-03-01,69155.4
1521,2015-03-02,69485.59
1522,2015-03-03,69655.675
1523,2015-03-04,69785.76
1524,2015-03-05,69835.79
1525,2015-03-06,69975.87
1526,2015-03-07,70045.91
1527,2015-03-08,70095.94
1528,2015-03-09,70155.97
1529,2015-03-10,70276.04
1530,2015-03-11,70356.09
1531,2015-03-12,70426.13
1532,2015-03-13,70476.16
1533,2015-03-14,70526.19
1534,2015-03-15,70556.21
1535,2015-03-16,70596.23
1536,2015-03-17,70626.25
1537,2015-03-18,70646.26
1538,2015-03-19,70666.27
1539,2015-03-20,70716.3
1540,2015-03-21,70766.33
1541,2015-03-22,70816.36
1542,2015-03-23,70816.36
1543,2015-03-24,70846.38
1544,2015-03-25,70946.44
1545,2015-03-26,70936.43
1546,2015-03-27,70936.43
1547,2015-03-28,70986.46
1548,2015-03-29,71006.47
1549,2015-03-30,70986.46
1550,2015-03-31,70986.46
1551,2015-04-01,71016.48
1552,2015-04-02,70986.46
1553,2015-04-03,71016.48
1554,2015-04-04,71016.48
1555,2015-04-05,71066.51
1556,2015-04-06,71066.51
1557,2015-04-07,71136.55
1558,2015-04-08,71136.55
1559,2015-04-09,71136.55
1560,2015-04-10,71136.55
1561,2015-04-11,71136.55
1562,2015-04-12,71136.55
1563,2015-04-13,71136.55
1564,2015-04-14,71136.55
1565,2015-04-15,71136.55
1566,2015-04-16,71136.55
1567,2015-04-17,71136.55
1568,2015-04-18,71136.55
1569,2015-04-19,71136.55
1570,2015-04-20,71116.54
1571,2015-04-21,71136.55
1572,2015-04-22,71116.54
1573,2015-04-23,71136.55
1574,2015-04-24,71116.54
1575,2015-04-25,71116.54
1576,2015-04-26,71136.55
1577,2015-04-27,71106.53
1578,2015-04-28,71116.54
1579,2015-04-29,71086.52
1580,2015-04-30,71066.51
1581,2015-05-01,70946.44
1582,2015-05-02,70646.26
1583,2015-05-03,70206.0
1584,2015-05-04,69575.64
1585,2015-05-05,68925.27
1586,2015-05-06,68294.91
1587,2015-05-07,67614.52
1588,2015-05-08,66944.14
1589,2015-05-09,66353.78
1590,2015-05-10,65743.4
1591,2015-05-11,65163.04
1592,2015-05-12,64702.75
1593,2015-05-13,64102.38
1594,2015-05-14,63552.03
1595,2015-05-15,62951.65
1596,2015-05-16,62471.34
1597,2015-05-17,62041.06
1598,2015-05-18,61590.77
1599,2015-05-19,61020.4
1600,2015-05-20,60309.94
1601,2015-05-21,59499.42
1602,2015-05-22,58728.92
1603,2015-05-23,58028.47
1604,2015-05-24,57348.03
1605,2015-05-25,56727.62
1606,2015-05-26,55977.12
1607,2015-05-27,55166.55
1608,2015-05-28,54315.94
1609,2015-05-29,53495.36
1610,2015-05-30,52754.83
1611,2015-05-31,52014.3
1612,2015-06-01,51263.75
1613,2015-06-02,50603.24
1614,2015-06-03,49922.72
1615,2015-06-04,49242.19
1616,2015-06-05,48591.67
1617,2015-06-06,47891.08
1618,2015-06-07,47140.46
1619,2015-06-08,46339.78
1620,2015-06-09,45569.11
1621,2015-06-10,44828.47
1622,2015-06-11,44187.91
1623,2015-06-12,43587.39
1624,2015-06-13,42946.84
1625,2015-06-14,42326.3
1626,2015-06-15,41715.73
1627,2015-06-16,41105.12
1628,2015-06-17,40514.53
1629,2015-06-18,39973.99
1630,2015-06-19,39383.4
1631,2015-06-20,38732.74
1632,2015-06-21,38142.12
1633,2015-06-22,37611.56
1634,2015-06-23,37091.01
1635,2015-06-24,36610.53
1636,2015-06-25,36190.11
1637,2015-06-26,35679.6
1638,2015-06-27,35068.99
1639,2015-06-28,34558.48
1640,2015-06-29,34067.99
1641,2015-06-30,33537.43
1642,2015-07-01,32946.81
1643,2015-07-02,32416.25
1644,2015-07-03,31845.63
1645,2015-07-04,31244.97
1646,2015-07-05,30634.33
1647,2015-07-06,30143.81
1648,2015-07-07,29713.36
1649,2015-07-08,29352.98
1650,2015-07-09,28892.5
1651,2015-07-10,28381.96
1652,2015-07-11,27771.32
1653,2015-07-12,27270.78
1654,2015-07-13,26850.31
1655,2015-07-14,26479.87
1656,2015-07-15,26189.46
1657,2015-07-16,25909.06
1658,2015-07-17,25608.59
1659,2015-07-18,25268.03
1660,2015-07-19,24947.52
1661,2015-07-20,24697.13
1662,2015-07-21,24396.67
1663,2015-07-22,24016.11
1664,2015-07-23,23605.51
1665,2015-07-24,23154.86
1666,2015-07-25,22674.16
1667,2015-07-26,22223.53
1668,2015-07-27,21863.03
1669,2015-07-28,21522.56
1670,2015-07-29,21172.08
1671,2015-07-30,20631.35
1672,2015-07-31,20030.53
1673,2015-08-01,19710.1
1674,2015-08-02,19549.84
1675,2015-08-03,19439.63
1676,2015-08-04,19339.43
1677,2015-08-05,19239.25
1678,2015-08-06,19189.15
1679,2015-08-07,19159.1
1680,2015-08-08,19139.06
1681,2015-08-09,19119.01
1682,2015-08-10,19078.97
1683,2015-08-11,19048.94
1684,2015-08-12,19018.91
1685,2015-08-13,18988.88
1686,2015-08-14,18968.85
1687,2015-08-15,18938.82
1688,2015-08-16,18878.76
1689,2015-08-17,18828.71
1690,2015-08-18,18788.67
1691,2015-08-19,18748.63
1692,2015-08-20,18718.59
1693,2015-08-21,18698.57
1694,2015-08-22,18648.52
1695,2015-08-23,18628.5
1696,2015-08-24,18568.44
1697,2015-08-25,18518.38
1698,2015-08-26,18488.35
1699,2015-08-27,18448.31
1700,2015-08-28,18428.29
1701,2015-08-29,18348.2
1702,2015-08-30,18308.16
1703,2015-08-31,18278.13
1704,2015-09-01,18228.08
1705,2015-09-02,18198.04
1706,2015-09-03,18188.03
1707,2015-09-04,18147.99
1708,2015-09-05,18097.92
1709,2015-09-06,18067.88
1710,2015-09-07,18037.85
1711,2015-09-08,17997.79
1712,2015-09-09,17987.78
1713,2015-09-10,17967.75
1714,2015-09-11,17917.69
1715,2015-09-12,17897.66
1716,2015-09-13,17877.64
1717,2015-09-14,17847.6
1718,2015-09-15,17827.57
1719,2015-09-16,17837.58
1720,2015-09-17,17807.54
1721,2015-09-18,17777.5
1722,2015-09-19,17727.44
1723,2015-09-20,17697.4
1724,2015-09-21,17667.36
1725,2015-09-22,17637.32
1726,2015-09-23,17597.27
1727,2015-09-24,17577.24
1728,2015-09-25,17557.21
1729,2015-09-26,17537.18
1730,2015-09-27,17527.17
1731,2015-09-28,17477.11
1732,2015-09-29,17427.04
1733,2015-09-30,17386.99
1734,2015-10-01,17376.98
1735,2015-10-02,17346.94
1736,2015-10-03,17296.87
1737,2015-10-04,17266.84
1738,2015-10-05,17236.8
1739,2015-10-06,17196.75
1740,2015-10-07,17156.7
1741,2015-10-08,17126.66
1742,2015-10-09,17086.61
1743,2015-10-10,17046.56
1744,2015-10-11,17026.54
1745,2015-10-12,16996.5
1746,2015-10-13,16966.46
1747,2015-10-14,16916.4
1748,2015-10-15,16876.35
1749,2015-10-16,16856.32
1750,2015-10-17,16826.28
1751,2015-10-18,16796.25
1752,2015-10-19,16796.24
1753,2015-10-20,16756.19
1754,2015-10-21,16696.12
1755,2015-10-22,16656.07
1756,2015-10-23,16646.05
1757,2015-10-24,16626.02
1758,2015-10-25,16575.96
1759,2015-10-26,16535.91
1760,2015-10-27,16525.9
1761,2015-10-28,16505.87
1762,2015-10-29,16485.84
1763,2015-10-30,16445.79
1764,2015-10-31,16445.79
1765,2015-11-01,16395.73
1766,2015-11-02,16365.68
1767,2015-11-03,16365.68
1768,2015-11-04,16315.619999999999
1769,2015-11-05,16305.6
1770,2015-11-06,16255.54
1771,2015-11-07,16245.52
1772,2015-11-08,16235.51
1773,2015-11-09,16235.51
1774,2015-11-10,16215.49
1775,2015-11-11,16165.42
1776,2015-11-12,16155.4
1777,2015-11-13,16125.369999999999
1778,2015-11-14,16085.31
1779,2015-11-15,16085.31
1780,2015-11-16,16045.26
1781,2015-11-17,16015.21
1782,2015-11-18,15995.19
1783,2015-11-19,15975.16
1784,2015-11-20,15955.130000000001
1785,2015-11-21,15915.08
1786,2015-11-22,15895.05
1787,2015-11-23,15875.03
1788,2015-11-24,15855.0
1789,2015-11-25,15844.98
1790,2015-11-26,15804.93
1791,2015-11-27,15764.869999999999
1792,2015-11-28,15724.81
1793,2015-11-29,15704.79
1794,2015-11-30,15694.77
1795,2015-12-01,15674.75
1796,2015-12-02,15624.68
1797,2015-12-03,15624.68
1798,2015-12-04,15624.67
1799,2015-12-05,15604.64
1800,2015-12-06,15584.619999999999
1801,2015-12-07,15554.58
1802,2015-12-08,15574.61
1803,2015-12-09,15554.57
1804,2015-12-10,15604.64
1805,2015-12-11,15624.68
1806,2015-12-12,15634.69
1807,2015-12-13,15834.97
1808,2015-12-14,15965.15
1809,2015-12-15,16005.2
1810,2015-12-16,16015.22
1811,2015-12-17,16045.25
1812,2015-12-18,16075.3
1813,2015-12-19,16405.74
1814,2015-12-20,16606.0
1815,2015-12-21,17827.57
1816,2015-12-22,19519.77
1817,2015-12-23,19960.38
1818,2015-12-24,20180.73
1819,2015-12-25,20310.91
1820,2015-12-26,20421.06
1821,2015-12-27,20481.14
1822,2015-12-28,20561.25
1823,2015-12-29,20621.33
1824,2015-12-30,20671.4
1825,2015-12-31,20711.45
1826,2016-01-01,20731.48
1827,2016-01-02,20751.51
1828,2016-01-03,20801.58
1829,2016-01-04,20891.7
1830,2016-01-05,22153.43
1831,2016-01-06,23385.19
1832,2016-01-07,24056.16
1833,2016-01-08,24386.66
1834,2016-01-09,24747.21
1835,2016-01-10,25047.68
1836,2016-01-11,25278.05
1837,2016-01-12,25468.36
1838,2016-01-13,26439.81
1839,2016-01-14,27571.11
1840,2016-01-15,28982.59
1841,2016-01-16,30334.01
1842,2016-01-17,32476.32
1843,2016-01-18,35309.23
1844,2016-01-19,38001.97
1845,2016-01-20,39593.61
1846,2016-01-21,40584.6
1847,2016-01-22,41535.55
1848,2016-01-23,42686.61
1849,2016-01-24,43717.51
1850,2016-01-25,44538.22
1851,2016-01-26,45198.79
1852,2016-01-27,45729.25
1853,2016-01-28,46189.65
1854,2016-01-29,46800.18
1855,2016-01-30,47500.76
1856,2016-01-31,48081.24
1857,2016-02-01,48571.65
1858,2016-02-02,48992.0
1859,2016-02-03,49332.26
1860,2016-02-04,49792.62
1861,2016-02-05,50042.81
1862,2016-02-06,50293.0
1863,2016-02-07,50513.17
1864,2016-02-08,50723.33
1865,2016-02-09,50913.48
1866,2016-02-10,51083.61
1867,2016-02-11,51213.71
1868,2016-02-12,51333.8
1869,2016-02-13,51393.85
1870,2016-02-14,51513.94
1871,2016-02-15,51604.01
1872,2016-02-16,51664.05
1873,2016-02-17,51874.2
1874,2016-02-18,52184.42
1875,2016-02-19,52894.93
1876,2016-02-20,53525.38
1877,2016-02-21,53955.69
1878,2016-02-22,54295.93
1879,2016-02-23,54576.13
1880,2016-02-24,54816.3
1881,2016-02-25,55036.46
1882,2016-02-26,55246.61
1883,2016-02-27,55416.73
1884,2016-02-28,55596.86
1885,2016-02-29,55736.96
1886,2016-03-01,55897.07
1887,2016-03-02,56077.19
1888,2016-03-03,56227.29
1889,2016-03-04,56377.39
1890,2016-03-05,57498.13
1891,2016-03-06,60920.34
1892,2016-03-07,64702.75
1893,2016-03-08,66363.79
1894,2016-03-09,67684.56
1895,2016-03-10,70446.14
1896,2016-03-11,73878.09
1897,2016-03-12,77610.12
1898,2016-03-13,81692.49
1899,2016-03-14,85434.45
1900,2016-03-15,87755.58
1901,2016-03-16,89316.35
1902,2016-03-17,90456.92
1903,2016-03-18,91337.36
1904,2016-03-19,92057.72
1905,2016-03-20,92748.06
1906,2016-03-21,93688.51
1907,2016-03-22,94588.94
1908,2016-03-23,95279.27
