,datetime,INDIAN_VALLEY_RES_A_CLEARLAKE_OAKS_CA.
1909,2016-03-24,95869.55
1910,2016-03-25,96379.79
1911,2016-03-26,96860.02
1912,2016-03-27,97270.21
1913,2016-03-28,97630.38
1914,2016-03-29,97980.54
1915,2016-03-30,98280.68
1916,2016-03-31,98580.82
1917,2016-04-01,98860.95
1918,2016-04-02,99121.07
1919,2016-04-03,99331.17
1920,2016-04-04,99571.28
1921,2016-04-05,99761.37
1922,2016-04-06,99891.43
1923,2016-04-07,100041.5
1924,2016-04-08,100211.58
1925,2016-04-09,100431.68
1926,2016-04-10,100641.78
1927,2016-04-11,100821.86
1928,2016-04-12,100951.92
1929,2016-04-13,101122.0
1930,2016-04-14,101272.07
1931,2016-04-15,101402.13
1932,2016-04-16,101522.17
1933,2016-04-17,101622.22
1934,2016-04-18,101722.26
1935,2016-04-19,101822.31
1936,2016-04-20,101822.34
1937,2016-04-21,101922.38
1938,2016-04-22,102222.48
1939,2016-04-23,102322.54
1940,2016-04-24,102422.58
1941,2016-04-25,102422.59
1942,2016-04-26,102422.61
1943,2016-04-27,102522.64
1944,2016-04-28,102522.66
1945,2016-04-29,102622.68
1946,2016-04-30,102522.66
1947,2016-05-01,102522.64
1948,2016-05-02,102522.63
1949,2016-05-03,102422.59
1950,2016-05-04,102322.56
1951,2016-05-05,102322.55
1952,2016-05-06,102222.52
1953,2016-05-07,102222.5
1954,2016-05-08,102222.48
1955,2016-05-09,102122.45
1956,2016-05-10,102022.41
1957,2016-05-11,101922.36
1958,2016-05-12,101822.3
1959,2016-05-13,101622.24
1960,2016-05-14,101522.19
1961,2016-05-15,101422.14
1962,2016-05-16,101292.08
1963,2016-05-17,101122.0
1964,2016-05-18,100971.93
1965,2016-05-19,100861.88
1966,2016-05-20,100731.82
1967,2016-05-21,100541.73
1968,2016-05-22,100231.59
1969,2016-05-23,99911.44
1970,2016-05-24,99631.31
1971,2016-05-25,99291.15
1972,2016-05-26,98971.0
1973,2016-05-27,98620.84
1974,2016-05-28,98260.67
1975,2016-05-29,97910.51
1976,2016-05-30,97550.34
1977,2016-05-31,97200.18
1978,2016-06-01,96840.01
1979,2016-06-02,96459.83
1980,2016-06-03,96099.66
1981,2016-06-04,95749.49
1982,2016-06-05,95389.32
1983,2016-06-06,94989.13
1984,2016-06-07,94608.95
1985,2016-06-08,94188.75
1986,2016-06-09,93808.57
1987,2016-06-10,93408.38
1988,2016-06-11,92998.18
1989,2016-06-12,92597.99
1990,2016-06-13,92197.79
1991,2016-06-14,91817.6
1992,2016-06-15,91437.41
1993,2016-06-16,91137.26
1994,2016-06-17,90957.17
1995,2016-06-18,90757.07
1996,2016-06-19,90516.95
1997,2016-06-20,90276.83
1998,2016-06-21,90056.72
1999,2016-06-22,89796.59
2000,2016-06-23,89536.46
2001,2016-06-24,89316.35
2002,2016-06-25,89056.22
2003,2016-06-26,88816.1
2004,2016-06-27,88555.97
2005,2016-06-28,88285.84
2006,2016-06-29,88055.73
2007,2016-06-30,87795.6
2008,2016-07-01,87505.46
2009,2016-07-02,87195.31
2010,2016-07-03,86725.08
2011,2016-07-04,86234.84
2012,2016-07-05,85694.58
2013,2016-07-06,85184.33
2014,2016-07-07,84674.08
2015,2016-07-08,84153.81
2016,2016-07-09,83673.56
2017,2016-07-10,83213.32
2018,2016-07-11,82723.06
2019,2016-07-12,82272.81
2020,2016-07-13,81822.56
2021,2016-07-14,81352.3
2022,2016-07-15,80922.06
2023,2016-07-16,80501.82
2024,2016-07-17,80061.56
2025,2016-07-18,79631.31
2026,2016-07-19,79191.05
2027,2016-07-20,78790.81
2028,2016-07-21,78340.55
2029,2016-07-22,77870.27
2030,2016-07-23,77440.02
2031,2016-07-24,76979.76
2032,2016-07-25,76509.5
2033,2016-07-26,76039.24
2034,2016-07-27,75588.99
2035,2016-07-28,75068.72
2036,2016-07-29,74558.45
2037,2016-07-30,74048.18
2038,2016-07-31,73547.91
2039,2016-08-01,73057.64
2040,2016-08-02,72537.35
2041,2016-08-03,72027.07
2042,2016-08-04,71586.81
2043,2016-08-05,71236.61
2044,2016-08-06,70966.45
2045,2016-08-07,70696.29
2046,2016-08-08,70446.14
2047,2016-08-09,70165.98
2048,2016-08-10,69925.84
2049,2016-08-11,69605.66
2050,2016-08-12,69205.43
2051,2016-08-13,68885.25
2052,2016-08-14,68625.1
2053,2016-08-15,68364.95
2054,2016-08-16,68124.81
2055,2016-08-17,67964.72
2056,2016-08-18,67924.7
2057,2016-08-19,67834.65
2058,2016-08-20,67784.62
2059,2016-08-21,67714.58
2060,2016-08-22,67664.55
2061,2016-08-23,67594.51
2062,2016-08-24,67544.48
2063,2016-08-25,67484.45
2064,2016-08-26,67414.41
2065,2016-08-27,67384.39
2066,2016-08-28,67334.36
2067,2016-08-29,67274.33
2068,2016-08-30,67204.29
2069,2016-08-31,67194.28
2070,2016-09-01,66864.09
2071,2016-09-02,66463.85
2072,2016-09-03,66123.64
2073,2016-09-04,65823.45
2074,2016-09-05,65593.31
2075,2016-09-06,65373.17
2076,2016-09-07,65163.04
2077,2016-09-08,64962.91
2078,2016-09-09,64752.78
2079,2016-09-10,64572.67
2080,2016-09-11,64332.52
2081,2016-09-12,64102.38
2082,2016-09-13,63882.24
2083,2016-09-14,63722.14
2084,2016-09-15,63552.03
2085,2016-09-16,63471.98
2086,2016-09-17,63421.95
2087,2016-09-18,63331.89
2088,2016-09-19,63191.8
2089,2016-09-20,63051.71
2090,2016-09-21,62951.65
2091,2016-09-22,62821.56
2092,2016-09-23,62711.49
2093,2016-09-24,62571.4
2094,2016-09-25,62341.25
2095,2016-09-26,62181.15
2096,2016-09-27,62201.13
2097,2016-09-28,62101.11
2098,2016-09-29,62091.09
2099,2016-09-30,62041.06
2100,2016-10-01,62001.03
2101,2016-10-02,61840.93
2102,2016-10-03,61760.88
2103,2016-10-04,61750.87
2104,2016-10-05,61650.81
2105,2016-10-06,61560.75
2106,2016-10-07,61500.71
2107,2016-10-08,61450.68
2108,2016-10-09,61420.66
2109,2016-10-10,61370.63
2110,2016-10-11,61390.64
2111,2016-10-12,61400.65
2112,2016-10-13,61340.61
2113,2016-10-14,61400.65
2114,2016-10-15,61480.7
2115,2016-10-16,61490.7
2116,2016-10-17,61450.68
2117,2016-10-18,61410.65
2118,2016-10-19,61350.62
2119,2016-10-20,61330.6
2120,2016-10-21,61310.58666666667
2121,2016-10-22,61290.573333333334
2122,2016-10-23,61270.56
2123,2016-10-24,61370.63
2124,2016-10-25,61420.66
2125,2016-10-26,61410.66
2126,2016-10-27,61420.66
2127,2016-10-28,61540.73
2128,2016-10-29,61620.79
2129,2016-10-30,61810.91
2130,2016-10-31,62081.09
2131,2016-11-01,62291.22
2132,2016-11-02,62381.28
2133,2016-11-03,62431.31
2134,2016-11-04,62471.33
2135,2016-11-05,62431.31
2136,2016-11-06,62481.34
2137,2016-11-07,62471.34
2138,2016-11-08,62491.35
2139,2016-11-09,62491.35
2140,2016-11-10,62511.36
2141,2016-11-11,62521.37
2142,2016-11-12,62521.37
2143,2016-11-13,62521.37
2144,2016-11-14,62521.37
2145,2016-11-15,62541.38
2146,2016-11-16,62521.37
2147,2016-11-17,62521.37
2148,2016-11-18,62491.35
2149,2016-11-19,62681.47
2150,2016-11-20,62891.61
2151,2016-11-21,63031.7
2152,2016-11-22,63111.75
2153,2016-11-23,63201.81
2154,2016-11-24,63271.85
2155,2016-11-25,63331.89
2156,2016-11-26,63471.98
2157,2016-11-27,63712.13
2158,2016-11-28,63912.26
2159,2016-11-29,64032.33
2160,2016-11-30,64102.38
2161,2016-12-01,64172.42
2162,2016-12-02,64172.42
2163,2016-12-03,64222.45
2164,2016-12-04,64252.47
2165,2016-12-05,64282.49
2166,2016-12-06,64302.5
2167,2016-12-07,64392.56
2168,2016-12-08,64472.61
2169,2016-12-09,64672.73
2170,2016-12-10,66804.06
2171,2016-12-11,67544.48
2172,2016-12-12,67904.69
2173,2016-12-13,68154.83
2174,2016-12-14,68384.96
2175,2016-12-15,72537.35
2176,2016-12-16,74828.59
2177,2016-12-17,75659.03
2178,2016-12-18,76169.31
2179,2016-12-19,76509.5
2180,2016-12-20,76789.66
2181,2016-12-21,77009.78
2182,2016-12-22,77189.88
2183,2016-12-23,77700.17
2184,2016-12-24,78090.4
2185,2016-12-25,78380.57
2186,2016-12-26,78610.71
2187,2016-12-27,78790.81
2188,2016-12-28,78960.91
2189,2016-12-29,79131.01
2190,2016-12-30,79251.09
2191,2016-12-31,79411.18
2192,2017-01-01,79541.25
2193,2017-01-02,79641.32
2194,2017-01-03,80061.56
2195,2017-01-04,81552.41
2196,2017-01-05,82222.79
2197,2017-01-06,82743.07
2198,2017-01-07,83753.6
2199,2017-01-08,91727.56
2200,2017-01-09,96779.98
2201,2017-01-10,108225.14
2202,2017-01-11,115428.05
2203,2017-01-12,118629.33
2204,2017-01-13,120530.06
2205,2017-01-14,121830.6
2206,2017-01-15,122831.01
2207,2017-01-16,123631.3
2208,2017-01-17,124331.59
2209,2017-01-18,126432.4
2210,2017-01-19,129833.72
2211,2017-01-20,134435.5
2212,2017-01-21,138136.83
2213,2017-01-22,143438.68
2214,2017-01-23,146339.72
2215,2017-01-24,148240.38
2216,2017-01-25,149640.88
2217,2017-01-26,150741.28
2218,2017-01-27,151641.6
2219,2017-01-28,152341.86
2220,2017-01-29,153142.12
2221,2017-01-30,153742.34
2222,2017-01-31,154342.54
2223,2017-02-01,155042.77
2224,2017-02-02,156043.1
2225,2017-02-03,158944.1
2226,2017-02-04,161745.02
2227,2017-02-05,164145.82
2228,2017-02-06,166846.75
2229,2017-02-07,177150.13
2230,2017-02-08,182751.78
2231,2017-02-09,189853.93
2232,2017-02-10,195455.65
2233,2017-02-11,198656.62
2234,2017-02-12,200857.27
2235,2017-02-13,202457.75
2236,2017-02-14,203758.14
2237,2017-02-15,204758.46
2238,2017-02-16,206458.97
2239,2017-02-17,210760.26
2240,2017-02-18,215661.72
2241,2017-02-19,218462.52
2242,2017-02-20,224864.41
2243,2017-02-21,231166.25
2244,2017-02-22,234967.31
2245,2017-02-23,237568.03
2246,2017-02-24,239468.55
2247,2017-02-25,240968.98
2248,2017-02-26,242169.31
2249,2017-02-27,243269.62
2250,2017-02-28,244169.87
2251,2017-03-01,244970.09
2252,2017-03-02,245670.28
2253,2017-03-03,246270.45
2254,2017-03-04,247170.7
2255,2017-03-05,248137.63333333333
2256,2017-03-06,249104.56666666668
2257,2017-03-07,250071.5
2258,2017-03-08,250871.72
2259,2017-03-09,251571.92
2260,2017-03-10,252272.09
2261,2017-03-11,252772.24
2262,2017-03-12,253372.38
2263,2017-03-13,253872.51
2264,2017-03-14,254372.64
2265,2017-03-15,254672.73
2266,2017-03-16,255172.85
2267,2017-03-17,255572.95
2268,2017-03-18,255973.05
2269,2017-03-19,256273.14
2270,2017-03-20,256773.26
2271,2017-03-21,257273.41
2272,2017-03-22,257773.54
2273,2017-03-23,258173.63
2274,2017-03-24,259373.95
2275,2017-03-25,260174.15
2276,2017-03-26,260774.31
2277,2017-03-27,261374.48
2278,2017-03-28,261874.6
2279,2017-03-29,262274.72
2280,2017-03-30,262774.83
2281,2017-03-31,263074.92
2282,2017-04-01,263475.02
2283,2017-04-02,263675.09
2284,2017-04-03,264075.18
2285,2017-04-04,264375.27
2286,2017-04-05,264575.34
2287,2017-04-06,265375.55
2288,2017-04-07,266675.9
2289,2017-04-08,267576.15
2290,2017-04-09,268276.32
2291,2017-04-10,268876.49
2292,2017-04-11,269576.67
2293,2017-04-12,270076.82
2294,2017-04-13,270977.05
2295,2017-04-14,271577.21
2296,2017-04-15,272077.36
2297,2017-04-16,272677.51
2298,2017-04-17,273077.63
2299,2017-04-18,273577.75
2300,2017-04-19,274077.88
2301,2017-04-20,274578.04
2302,2017-04-21,275078.16
2303,2017-04-22,275478.27
2304,2017-04-23,275878.35
2305,2017-04-24,276278.46
2306,2017-04-25,276678.56
2307,2017-04-26,276978.64
2308,2017-04-27,277278.73
2309,2017-04-28,277478.77
2310,2017-04-29,277778.84
2311,2017-04-30,277978.9
2312,2017-05-01,278178.95
2313,2017-05-02,278379.01
2314,2017-05-03,278579.06
2315,2017-05-04,278779.1
2316,2017-05-05,278879.13
2317,2017-05-06,278879.14
2318,2017-05-07,278979.16
2319,2017-05-08,279079.18
2320,2017-05-09,279279.23
2321,2017-05-10,279279.22
2322,2017-05-11,279179.22
2323,2017-05-12,279279.24
2324,2017-05-13,279379.27
2325,2017-05-14,279579.3
2326,2017-05-15,279579.32
2327,2017-05-16,279679.32
2328,2017-05-17,279779.36
2329,2017-05-18,279879.38
2330,2017-05-19,279979.41
2331,2017-05-20,280079.43
2332,2017-05-21,280079.44
2333,2017-05-22,279979.41
2334,2017-05-23,279779.37
2335,2017-05-24,279479.29
2336,2017-05-25,279279.24
2337,2017-05-26,279179.19
2338,2017-05-27,278979.15
2339,2017-05-28,278779.11
2340,2017-05-29,278579.05
2341,2017-05-30,278278.99
2342,2017-05-31,278078.93
2343,2017-06-01,277878.88
2344,2017-06-02,277678.82
2345,2017-06-03,277478.77
2346,2017-06-04,277178.69
2347,2017-06-05,276978.64
2348,2017-06-06,276678.57
2349,2017-06-07,276378.48
2350,2017-06-08,276278.45
2351,2017-06-09,275978.4
2352,2017-06-10,275678.31
2353,2017-06-11,275478.27
2354,2017-06-12,275278.21
2355,2017-06-13,275078.15
2356,2017-06-14,274778.07
2357,2017-06-15,274478.01
2358,2017-06-16,274277.96
2359,2017-06-17,274077.9
2360,2017-06-18,273777.82
2361,2017-06-19,273477.74
2362,2017-06-20,273177.65
2363,2017-06-21,272977.59
2364,2017-06-22,272577.5
2365,2017-06-23,272377.42
2366,2017-06-24,272077.34
2367,2017-06-25,271777.27
2368,2017-06-26,271577.21
2369,2017-06-27,271277.14
2370,2017-06-28,270977.05
2371,2017-06-29,270576.95
2372,2017-06-30,270276.85
2373,2017-07-01,269876.77
2374,2017-07-02,269576.69
2375,2017-07-03,269176.58
2376,2017-07-04,268876.48
2377,2017-07-05,268576.4
2378,2017-07-06,268276.32
2379,2017-07-07,267876.23
2380,2017-07-08,267576.14
2381,2017-07-09,267276.05
2382,2017-07-10,266975.97
2383,2017-07-11,266575.88
2384,2017-07-12,266275.78
2385,2017-07-13,265975.7
2386,2017-07-14,265675.62
2387,2017-07-15,265275.53
2388,2017-07-16,264975.43
2389,2017-07-17,264575.33
2390,2017-07-18,264275.24
2391,2017-07-19,263875.15
2392,2017-07-20,263575.05
2393,2017-07-21,263174.95
2394,2017-07-22,262874.86
2395,2017-07-23,262474.76
2396,2017-07-24,261974.64
2397,2017-07-25,261674.55
2398,2017-07-26,261274.46
2399,2017-07-27,260974.37
2400,2017-07-28,260574.27
2401,2017-07-29,260274.18
2402,2017-07-30,259874.09
2403,2017-07-31,259573.99
2404,2017-08-01,259273.91
2405,2017-08-02,258873.82
2406,2017-08-03,258473.71
2407,2017-08-04,258073.61
2408,2017-08-05,257773.53
2409,2017-08-06,257473.44
2410,2017-08-07,257073.35
2411,2017-08-08,256773.26
2412,2017-08-09,256373.17
2413,2017-08-10,256073.08
2414,2017-08-11,255772.99
2415,2017-08-12,255372.9
2416,2017-08-13,254972.81
2417,2017-08-14,254672.71
2418,2017-08-15,254272.63
2419,2017-08-16,253972.54
2420,2017-08-17,253672.46
2421,2017-08-18,253272.37
2422,2017-08-19,252972.29
2423,2017-08-20,252672.2
2424,2017-08-21,252272.11
2425,2017-08-22,251972.02
2426,2017-08-23,251671.93
2427,2017-08-24,251371.85
2428,2017-08-25,250971.75
2429,2017-08-26,250671.67
2430,2017-08-27,250371.58
2431,2017-08-28,250071.5
2432,2017-08-29,249671.4
2433,2017-08-30,249271.27
2434,2017-08-31,248671.11
2435,2017-09-01,248070.95
2436,2017-09-02,247470.78
2437,2017-09-03,246870.61
2438,2017-09-04,246170.43
2439,2017-09-05,245670.29
2440,2017-09-06,245070.12
2441,2017-09-07,244569.97
2442,2017-09-08,244069.83
2443,2017-09-09,243669.71
2444,2017-09-10,243069.54
2445,2017-09-11,242569.43
2446,2017-09-12,242069.29
2447,2017-09-13,241469.1
2448,2017-09-14,241068.99
2449,2017-09-15,240468.84
2450,2017-09-16,239868.68
2451,2017-09-17,239368.53
2452,2017-09-18,238868.38
2453,2017-09-19,238268.23
2454,2017-09-20,237868.11
2455,2017-09-21,237367.97
2456,2017-09-22,236867.83
2457,2017-09-23,236367.7
2458,2017-09-24,235767.53
2459,2017-09-25,235267.39
2460,2017-09-26,234767.25
2461,2017-09-27,234367.13
2462,2017-09-28,234067.06
2463,2017-09-29,233867.0
2464,2017-09-30,233566.92
2465,2017-10-01,233366.86
2466,2017-10-02,233166.79
2467,2017-10-03,232766.71
2468,2017-10-04,232766.7
2469,2017-10-05,232366.58
2470,2017-10-06,232166.53
2471,2017-10-07,231866.44
2472,2017-10-08,231566.36
2473,2017-10-09,231466.33
2474,2017-10-10,231166.26
2475,2017-10-11,230966.2
2476,2017-10-12,230866.16
2477,2017-10-13,230666.12
2478,2017-10-14,230366.04
2479,2017-10-15,230165.98
2480,2017-10-16,230065.96
2481,2017-10-17,230065.95
2482,2017-10-18,229965.92
2483,2017-10-19,229865.89
2484,2017-10-20,230065.93
2485,2017-10-21,229865.9
2486,2017-10-22,229965.92
2487,2017-10-23,229865.87
2488,2017-10-24,229665.82
2489,2017-10-25,229565.79
2490,2017-10-26,229365.75
2491,2017-10-27,229265.72
2492,2017-10-28,229165.68
2493,2017-10-29,229065.64
2494,2017-10-30,228965.61
2495,2017-10-31,228765.55
2496,2017-11-01,228565.5
2497,2017-11-02,228365.45
2498,2017-11-03,228365.44
2499,2017-11-04,228365.45
2500,2017-11-05,228265.42
2501,2017-11-06,228265.42
2502,2017-11-07,228165.4
2503,2017-11-08,228365.45
2504,2017-11-09,228465.46
2505,2017-11-10,228465.46
2506,2017-11-11,228465.46
2507,2017-11-12,228365.46
2508,2017-11-13,228465.46
2509,2017-11-14,228465.47
2510,2017-11-15,228665.53
2511,2017-11-16,228765.56
2512,2017-11-17,228865.58
2513,2017-11-18,228765.56
2514,2017-11-19,228765.55
2515,2017-11-20,228965.62
2516,2017-11-21,229165.68
2517,2017-11-22,229265.7
2518,2017-11-23,229165.69
2519,2017-11-24,229165.69
2520,2017-11-25,229265.7
2521,2017-11-26,229365.73
2522,2017-11-27,229465.77
2523,2017-11-28,229465.76
2524,2017-11-29,229465.77
2525,2017-11-30,229665.81
2526,2017-12-01,229665.81
2527,2017-12-02,229665.81
2528,2017-12-03,229565.8
2529,2017-12-04,229365.74
2530,2017-12-05,229265.71
2531,2017-12-06,229065.64
2532,2017-12-07,228965.62
2533,2017-12-08,229065.64
2534,2017-12-09,229065.64
2535,2017-12-10,228965.63
2536,2017-12-11,228865.6
2537,2017-12-12,228765.55
2538,2017-12-13,228665.53
2539,2017-12-14,228565.5
2540,2017-12-15,228465.47
2541,2017-12-16,228365.44
2542,2017-12-17,228265.41
2543,2017-12-18,228165.39
2544,2017-12-19,228065.36
2545,2017-12-20,228065.36
2546,2017-12-21,227965.33
2547,2017-12-22,227965.33
2548,2017-12-23,227965.34
2549,2017-12-24,228065.35
2550,2017-12-25,227965.34
2551,2017-12-26,227965.33
2552,2017-12-27,227965.33
2553,2017-12-28,227965.33
2554,2017-12-29,227965.33
2555,2017-12-30,228065.34
2556,2017-12-31,227965.33
2557,2018-01-01,228065.34
