,datetime,LA_GRANDE_RESERVOIR_AT_LA_GRANDE__WA.
2063,2016-08-25,927.23
2064,2016-08-26,927.83
2065,2016-08-27,925.78
2066,2016-08-28,926.85
2067,2016-08-29,926.87
2068,2016-08-30,925.96
2069,2016-08-31,924.89
2070,2016-09-01,927.67
2071,2016-09-02,928.11
2072,2016-09-03,928.52
2073,2016-09-04,925.94
2074,2016-09-05,927.32
2075,2016-09-06,928.0
2076,2016-09-07,926.35
2077,2016-09-08,926.83
2078,2016-09-09,927.11
2079,2016-09-10,927.59
2080,2016-09-11,926.6
2081,2016-09-12,927.58
2082,2016-09-13,927.72
2083,2016-09-14,927.49
2084,2016-09-15,927.64
2085,2016-09-16,926.83
2086,2016-09-17,927.25
2087,2016-09-18,926.54
2088,2016-09-19,926.71
2089,2016-09-20,925.73
2090,2016-09-21,927.2
2091,2016-09-22,927.08
2092,2016-09-23,926.52
2093,2016-09-24,926.92
2094,2016-09-25,926.9
2095,2016-09-26,927.8
2096,2016-09-27,927.81
2097,2016-09-28,926.88
2098,2016-09-29,927.6
2099,2016-09-30,927.14
2100,2016-10-01,927.04
2101,2016-10-02,924.68
2102,2016-10-03,926.67
2103,2016-10-04,926.33
2104,2016-10-05,926.88
2105,2016-10-06,926.75
2106,2016-10-07,927.21
2107,2016-10-08,926.61
2108,2016-10-09,926.67
2109,2016-10-10,927.82
2110,2016-10-11,927.06
2111,2016-10-12,929.36
2112,2016-10-13,929.88
2113,2016-10-14,929.84
2114,2016-10-15,929.28
2115,2016-10-16,929.22
2116,2016-10-17,930.78
2117,2016-10-18,930.61
2118,2016-10-19,930.45
2119,2016-10-20,931.32
2120,2016-10-21,932.22
2121,2016-10-22,931.99
2122,2016-10-23,932.06
2123,2016-10-24,931.77
2124,2016-10-25,931.84
2125,2016-10-26,931.76
2126,2016-10-27,931.57
2127,2016-10-28,931.01
2128,2016-10-29,930.89
2129,2016-10-30,931.34
2130,2016-10-31,930.77
2131,2016-11-01,932.19
2132,2016-11-02,930.7
2133,2016-11-03,931.77
2134,2016-11-04,931.79
2135,2016-11-05,932.23
2136,2016-11-06,932.87
2137,2016-11-07,932.61
2138,2016-11-08,931.49
2139,2016-11-09,931.85
2140,2016-11-10,931.53
2141,2016-11-11,931.52
2142,2016-11-12,931.66
2143,2016-11-13,932.05
2144,2016-11-14,931.79
2145,2016-11-15,931.49
2146,2016-11-16,931.95
2147,2016-11-17,931.83
2148,2016-11-18,931.67
2149,2016-11-19,931.63
2150,2016-11-20,931.71
2151,2016-11-21,931.98
2152,2016-11-22,931.67
2153,2016-11-23,931.94
2154,2016-11-24,931.8
2155,2016-11-25,931.3
2156,2016-11-26,932.58
2157,2016-11-27,932.02
2158,2016-11-28,932.02
2159,2016-11-29,931.57
2160,2016-11-30,933.17
2161,2016-12-01,933.04
2162,2016-12-02,932.56
2163,2016-12-03,932.24
2164,2016-12-04,931.72
2165,2016-12-05,932.24
2166,2016-12-06,932.34
2167,2016-12-07,931.96
2168,2016-12-08,931.64
2169,2016-12-09,932.62
2170,2016-12-10,932.62
2171,2016-12-11,932.54
2172,2016-12-12,931.86
2173,2016-12-13,932.57
2174,2016-12-14,932.44
2175,2016-12-15,932.68
2176,2016-12-16,932.42
2177,2016-12-17,932.46
2178,2016-12-18,932.52
2179,2016-12-19,931.87
2180,2016-12-20,932.1
2181,2016-12-21,931.36
2182,2016-12-22,932.27
2183,2016-12-23,931.87
2184,2016-12-24,931.71
2185,2016-12-25,931.87
2186,2016-12-26,932.1
2187,2016-12-27,930.2
2188,2016-12-28,928.41
2189,2016-12-29,928.61
2190,2016-12-30,928.54
2191,2016-12-31,928.34
2192,2017-01-01,928.68
2193,2017-01-02,928.98
2194,2017-01-03,929.63
2195,2017-01-04,928.18
2196,2017-01-05,929.73
2197,2017-01-06,929.06
2198,2017-01-07,928.35
2199,2017-01-08,928.1
2200,2017-01-09,929.76
2201,2017-01-10,928.02
2202,2017-01-11,927.5
2203,2017-01-12,927.63
2204,2017-01-13,928.44
2205,2017-01-14,927.6
2206,2017-01-15,928.76
2207,2017-01-16,929.61
2208,2017-01-17,930.5
2209,2017-01-18,929.15
2210,2017-01-19,929.2
2211,2017-01-20,931.62
2212,2017-01-21,929.93
2213,2017-01-22,929.92
2214,2017-01-23,929.57
2215,2017-01-24,928.6
2216,2017-01-25,929.45
2217,2017-01-26,930.83
2218,2017-01-27,928.31
2219,2017-01-28,929.28
2220,2017-01-29,928.92
2221,2017-01-30,929.94
2222,2017-01-31,930.14
2223,2017-02-01,929.64
2224,2017-02-02,929.84
2225,2017-02-03,930.97
2226,2017-02-04,929.95
2227,2017-02-05,929.72
2228,2017-02-06,929.65
2229,2017-02-07,929.58
2230,2017-02-08,930.19
2231,2017-02-09,929.88
2232,2017-02-10,933.59
2233,2017-02-11,932.43
2234,2017-02-12,931.01
2235,2017-02-13,933.74
2236,2017-02-14,932.61
2237,2017-02-15,932.05
2238,2017-02-16,932.0
2239,2017-02-17,931.48
2240,2017-02-18,931.3
2241,2017-02-19,929.64
2242,2017-02-20,930.87
2243,2017-02-21,932.07
2244,2017-02-22,931.27
2245,2017-02-23,932.02
2246,2017-02-24,932.19
2247,2017-02-25,931.84
2248,2017-02-26,931.54
2249,2017-02-27,932.09
2250,2017-02-28,931.31
2251,2017-03-01,932.01
2252,2017-03-02,932.43
2253,2017-03-03,932.67
2254,2017-03-04,932.99
2255,2017-03-05,931.97
2256,2017-03-06,932.55
2257,2017-03-07,931.05
2258,2017-03-08,931.93
2259,2017-03-09,932.18
2260,2017-03-10,931.97
2261,2017-03-11,931.94
2262,2017-03-12,932.0
2263,2017-03-13,930.27
2264,2017-03-14,931.67
2265,2017-03-15,931.1
2266,2017-03-16,931.02
2267,2017-03-17,930.01
2268,2017-03-18,929.94
2269,2017-03-19,930.29
2270,2017-03-20,930.98
2271,2017-03-21,930.82
2272,2017-03-22,930.93
2273,2017-03-23,930.16
2274,2017-03-24,930.58
2275,2017-03-25,930.76
2276,2017-03-26,928.87
2277,2017-03-27,929.4
2278,2017-03-28,930.06
2279,2017-03-29,930.11
2280,2017-03-30,930.38
2281,2017-03-31,930.94
2282,2017-04-01,930.32
2283,2017-04-02,930.49
2284,2017-04-03,929.51
2285,2017-04-04,930.34
2286,2017-04-05,931.18
2287,2017-04-06,929.44
2288,2017-04-07,930.23
2289,2017-04-08,930.44
2290,2017-04-09,931.81
2291,2017-04-10,931.75
2292,2017-04-11,931.68
2293,2017-04-12,931.45
2294,2017-04-13,931.97
2295,2017-04-14,930.79
2296,2017-04-15,929.98
2297,2017-04-16,930.79
2298,2017-04-17,930.89
2299,2017-04-18,931.1
2300,2017-04-19,931.33
2301,2017-04-20,931.39
2302,2017-04-21,931.61
2303,2017-04-22,931.25
2304,2017-04-23,931.51
2305,2017-04-24,930.61
2306,2017-04-25,931.71
2307,2017-04-26,931.69
2308,2017-04-27,929.45
2309,2017-04-28,932.16
2310,2017-04-29,932.81
2311,2017-04-30,931.64
2312,2017-05-01,932.33
2313,2017-05-02,932.58
2314,2017-05-03,932.07
2315,2017-05-04,930.95
2316,2017-05-05,931.47
2317,2017-05-06,930.65
2318,2017-05-07,930.68
2319,2017-05-08,931.41
2320,2017-05-09,930.09
2321,2017-05-10,929.31
2322,2017-05-11,929.77
2323,2017-05-12,928.99
2324,2017-05-13,930.77
2325,2017-05-14,931.43
2326,2017-05-15,930.42
2327,2017-05-16,928.42
2328,2017-05-17,931.65
2329,2017-05-18,932.02
2330,2017-05-19,931.7
2331,2017-05-20,929.84
2332,2017-05-21,930.32
2333,2017-05-22,930.62
2334,2017-05-23,929.77
2335,2017-05-24,929.1
2336,2017-05-25,930.47
2337,2017-05-26,930.51
2338,2017-05-27,932.04
2339,2017-05-28,932.16
2340,2017-05-29,931.27
2341,2017-05-30,931.91
2342,2017-05-31,932.03
2343,2017-06-01,931.97
2344,2017-06-02,932.55
2345,2017-06-03,932.66
2346,2017-06-04,931.83
2347,2017-06-05,929.48
2348,2017-06-06,929.82
2349,2017-06-07,930.26
2350,2017-06-08,931.15
2351,2017-06-09,930.58
2352,2017-06-10,931.12
2353,2017-06-11,932.01
2354,2017-06-12,931.9
2355,2017-06-13,931.1
2356,2017-06-14,931.58
2357,2017-06-15,932.48
2358,2017-06-16,929.98
2359,2017-06-17,931.08
2360,2017-06-18,931.79
2361,2017-06-19,930.28
2362,2017-06-20,930.64
2363,2017-06-21,930.31
2364,2017-06-22,931.37
2365,2017-06-23,930.47
2366,2017-06-24,931.49
2367,2017-06-25,931.48
2368,2017-06-26,930.47
2369,2017-06-27,931.08
2370,2017-06-28,932.22
2371,2017-06-29,932.4
2372,2017-06-30,929.66
2373,2017-07-01,930.89
2374,2017-07-02,930.59
2375,2017-07-03,930.54
2376,2017-07-04,931.68
2377,2017-07-05,931.52
2378,2017-07-06,931.02
2379,2017-07-07,929.03
2380,2017-07-08,933.64
2381,2017-07-09,931.65
2382,2017-07-10,931.44
2383,2017-07-11,932.61
2384,2017-07-12,932.27
2385,2017-07-13,930.22
2386,2017-07-14,931.32
2387,2017-07-15,930.75
2388,2017-07-16,931.34
2389,2017-07-17,928.97
2390,2017-07-18,928.64
2391,2017-07-19,932.74
2392,2017-07-20,932.75
2393,2017-07-21,931.79
2394,2017-07-22,932.75
2395,2017-07-23,933.13
2396,2017-07-24,931.8
2397,2017-07-25,931.58
2398,2017-07-26,930.32
2399,2017-07-27,929.15
2400,2017-07-28,929.81
2401,2017-07-29,931.9
2402,2017-07-30,931.76
2403,2017-07-31,929.98
2404,2017-08-01,930.96
2405,2017-08-02,931.46
2406,2017-08-03,931.14
2407,2017-08-04,931.53
2408,2017-08-05,931.93
2409,2017-08-06,931.32
2410,2017-08-07,931.86
2411,2017-08-08,931.11
2412,2017-08-09,929.23
2413,2017-08-10,930.59
2414,2017-08-11,928.83
2415,2017-08-12,932.88
2416,2017-08-13,928.73
2417,2017-08-14,931.31
2418,2017-08-15,931.25
2419,2017-08-16,931.39
2420,2017-08-17,930.11
2421,2017-08-18,930.6
2422,2017-08-19,930.27
2423,2017-08-20,931.06
2424,2017-08-21,930.87
2425,2017-08-22,929.75
2426,2017-08-23,931.14
2427,2017-08-24,930.26
2428,2017-08-25,931.0
2429,2017-08-26,930.9
2430,2017-08-27,928.91
2431,2017-08-28,930.17
2432,2017-08-29,931.38
2433,2017-08-30,930.66
2434,2017-08-31,931.7
2435,2017-09-01,930.92
2436,2017-09-02,932.19
2437,2017-09-03,932.42
2438,2017-09-04,929.92
2439,2017-09-05,930.48
2440,2017-09-06,933.1
2441,2017-09-07,933.46
2442,2017-09-08,931.65
2443,2017-09-09,931.64
2444,2017-09-10,931.51
2445,2017-09-11,929.31
2446,2017-09-12,928.11
2447,2017-09-13,930.32
2448,2017-09-14,929.72
2449,2017-09-15,932.22
2450,2017-09-16,931.82
2451,2017-09-17,930.8
2452,2017-09-18,931.6
2453,2017-09-19,931.98
2454,2017-09-20,931.47
2455,2017-09-21,929.96
2456,2017-09-22,932.37
2457,2017-09-23,932.76
2458,2017-09-24,931.61
2459,2017-09-25,930.6
2460,2017-09-26,929.5
2461,2017-09-27,929.63
2462,2017-09-28,929.66
2463,2017-09-29,930.75
2464,2017-09-30,930.95
2465,2017-10-01,930.75
2466,2017-10-02,931.13
2467,2017-10-03,931.15
2468,2017-10-04,930.0
2469,2017-10-05,929.96
2470,2017-10-06,929.84
2471,2017-10-07,931.06
2472,2017-10-08,931.29
2473,2017-10-09,931.71
2474,2017-10-10,931.55
2475,2017-10-11,931.42
2476,2017-10-12,930.64
2477,2017-10-13,931.22
2478,2017-10-14,930.64
2479,2017-10-15,930.77
2480,2017-10-16,930.86
2481,2017-10-17,931.5
2482,2017-10-18,932.56
2483,2017-10-19,931.77
2484,2017-10-20,932.41
2485,2017-10-21,932.2
2486,2017-10-22,931.28
2487,2017-10-23,931.18
2488,2017-10-24,931.58
2489,2017-10-25,931.43
2490,2017-10-26,931.52
2491,2017-10-27,931.09
2492,2017-10-28,931.57
2493,2017-10-29,931.95
2494,2017-10-30,931.73
2495,2017-10-31,930.47
2496,2017-11-01,931.23
2497,2017-11-02,931.08
2498,2017-11-03,931.33
2499,2017-11-04,931.6
2500,2017-11-05,930.92
2501,2017-11-06,932.04
2502,2017-11-07,928.73
2503,2017-11-08,926.61
2504,2017-11-09,931.78
2505,2017-11-10,932.25
2506,2017-11-11,932.2
2507,2017-11-12,932.7
2508,2017-11-13,931.69
2509,2017-11-14,931.65
2510,2017-11-15,931.26
2511,2017-11-16,931.37
2512,2017-11-17,932.57
2513,2017-11-18,932.38
2514,2017-11-19,932.01
2515,2017-11-20,932.42
2516,2017-11-21,931.75
2517,2017-11-22,931.51
2518,2017-11-23,931.66
2519,2017-11-24,932.25
2520,2017-11-25,932.46
2521,2017-11-26,932.62
2522,2017-11-27,932.7
2523,2017-11-28,932.58
2524,2017-11-29,932.64
2525,2017-11-30,932.52
2526,2017-12-01,932.6
2527,2017-12-02,932.42
2528,2017-12-03,932.59
2529,2017-12-04,932.7
2530,2017-12-05,932.52
2531,2017-12-06,932.58
2532,2017-12-07,932.49
2533,2017-12-08,932.61
2534,2017-12-09,932.56
2535,2017-12-10,932.53
2536,2017-12-11,932.57
2537,2017-12-12,931.96
2538,2017-12-13,932.09
2539,2017-12-14,931.98
2540,2017-12-15,932.75
2541,2017-12-16,931.85
2542,2017-12-17,932.45
2543,2017-12-18,932.35
2544,2017-12-19,932.4
2545,2017-12-20,933.07
2546,2017-12-21,932.6
2547,2017-12-22,931.27
2548,2017-12-23,931.32
2549,2017-12-24,932.13
2550,2017-12-25,932.72
2551,2017-12-26,931.92
2552,2017-12-27,932.43
2553,2017-12-28,932.53
2554,2017-12-29,932.2
2555,2017-12-30,932.42
2556,2017-12-31,932.46
2557,2018-01-01,932.49
