,datetime,EL_CAPITAN_RES_NR_LAKESIDE_CA.
992,2013-09-19,56650.0
993,2013-09-20,56640.0
994,2013-09-21,56640.0
995,2013-09-22,56600.0
996,2013-09-23,56600.0
997,2013-09-24,56550.0
998,2013-09-25,56560.0
999,2013-09-26,56520.0
1000,2013-09-27,56510.0
1001,2013-09-28,56500.0
1002,2013-09-29,56480.0
1003,2013-09-30,56450.0
1004,2013-10-01,56430.0
1005,2013-10-02,56420.0
1006,2013-10-03,56400.0
1007,2013-10-04,56370.0
1008,2013-10-05,56360.0
1009,2013-10-06,56350.0
1010,2013-10-07,56320.0
1011,2013-10-08,56300.0
1012,2013-10-09,56390.0
1013,2013-10-10,56390.0
1014,2013-10-11,56380.0
1015,2013-10-12,56370.0
1016,2013-10-13,56360.0
1017,2013-10-14,56340.0
1018,2013-10-15,56280.0
1019,2013-10-16,56170.0
1020,2013-10-17,56110.0
1021,2013-10-18,56100.0
1022,2013-10-19,56090.0
1023,2013-10-20,56070.0
1024,2013-10-21,56050.0
1025,2013-10-22,56040.0
1026,2013-10-23,56030.0
1027,2013-10-24,56020.0
1028,2013-10-25,55960.0
1029,2013-10-26,55860.0
1030,2013-10-27,55760.0
1031,2013-10-28,55660.0
1032,2013-10-29,55590.0
1033,2013-10-30,55490.0
1034,2013-10-31,55180.0
1035,2013-11-01,55050.0
1036,2013-11-02,54920.0
1037,2013-11-03,54970.0
1038,2013-11-04,54760.0
1039,2013-11-05,54520.0
1040,2013-11-06,54520.0
1041,2013-11-07,54280.0
1042,2013-11-08,54120.0
1043,2013-11-09,54020.0
1044,2013-11-10,53880.0
1045,2013-11-11,53730.0
1046,2013-11-12,53690.0
1047,2013-11-13,53440.0
1048,2013-11-14,53290.0
1049,2013-11-15,53310.0
1050,2013-11-16,53210.0
1051,2013-11-17,53010.0
1052,2013-11-18,52990.0
1053,2013-11-19,52870.0
1054,2013-11-20,52780.0
1055,2013-11-21,52680.0
1056,2013-11-22,52500.0
1057,2013-11-23,52410.0
1058,2013-11-24,52230.0
1059,2013-11-25,52150.0
1060,2013-11-26,52130.0
1061,2013-11-27,51980.0
1062,2013-11-28,51840.0
1063,2013-11-29,51710.0
1064,2013-11-30,51550.0
1065,2013-12-01,51460.0
1066,2013-12-02,51360.0
1067,2013-12-03,51310.0
1068,2013-12-04,51090.0
1069,2013-12-05,50950.0
1070,2013-12-06,50870.0
1071,2013-12-07,50810.0
1072,2013-12-08,50550.0
1073,2013-12-09,50430.0
1074,2013-12-10,50410.0
1075,2013-12-11,50190.0
1076,2013-12-12,50040.0
1077,2013-12-13,49920.0
1078,2013-12-14,49760.0
1079,2013-12-15,49710.0
1080,2013-12-16,49550.0
1081,2013-12-17,49380.0
1082,2013-12-18,49370.0
1083,2013-12-19,49360.0
1084,2013-12-20,49300.0
1085,2013-12-21,49170.0
1086,2013-12-22,49170.0
1087,2013-12-23,49100.0
1088,2013-12-24,48970.0
1089,2013-12-25,48820.0
1090,2013-12-26,48660.0
1091,2013-12-27,48660.0
1092,2013-12-28,48460.0
1093,2013-12-29,48370.0
1094,2013-12-30,48290.0
1095,2013-12-31,48200.0
1096,2014-01-01,48120.0
1097,2014-01-02,48030.0
1098,2014-01-03,47950.0
1099,2014-01-04,47860.0
1100,2014-01-05,47780.0
1101,2014-01-06,47700.0
1102,2014-01-07,47620.0
1103,2014-01-08,47530.0
1104,2014-01-09,47450.0
1105,2014-01-10,47360.0
1106,2014-01-11,47280.0
1107,2014-01-12,47200.0
1108,2014-01-13,47110.0
1109,2014-01-14,47030.0
1110,2014-01-15,46940.0
1111,2014-01-16,46860.0
1112,2014-01-17,46780.0
1113,2014-01-18,46690.0
1114,2014-01-19,46610.0
1115,2014-01-20,46520.0
1116,2014-01-21,46440.0
1117,2014-01-22,46360.0
1118,2014-01-23,46270.0
1119,2014-01-24,46190.0
1120,2014-01-25,46100.0
1121,2014-01-26,46020.0
1122,2014-01-27,45940.0
1123,2014-01-28,45850.0
1124,2014-01-29,45770.0
1125,2014-01-30,45680.0
1126,2014-01-31,45650.0
1127,2014-02-01,45610.0
1128,2014-02-02,45560.0
1129,2014-02-03,45520.0
1130,2014-02-04,45450.0
1131,2014-02-05,45380.0
1132,2014-02-06,45330.0
1133,2014-02-07,45300.0
1134,2014-02-08,45230.0
1135,2014-02-09,45180.0
1136,2014-02-10,45100.0
1137,2014-02-11,45090.0
1138,2014-02-12,45070.0
1139,2014-02-13,45040.0
1140,2014-02-14,44990.0
1141,2014-02-15,44930.0
1142,2014-02-16,44880.0
1143,2014-02-17,44830.0
1144,2014-02-18,44800.0
1145,2014-02-19,44710.0
1146,2014-02-20,44690.0
1147,2014-02-21,44660.0
1148,2014-02-22,44550.0
1149,2014-02-23,44520.0
1150,2014-02-24,44440.0
1151,2014-02-25,44370.0
1152,2014-02-26,44310.0
1153,2014-02-27,44250.0
1154,2014-02-28,44300.0
1155,2014-03-01,44330.0
1156,2014-03-02,44300.0
1157,2014-03-03,44220.0
1158,2014-03-04,44140.0
1159,2014-03-05,44100.0
1160,2014-03-06,44030.0
1161,2014-03-07,43960.0
1162,2014-03-08,43880.0
1163,2014-03-09,43820.0
1164,2014-03-10,43760.0
1165,2014-03-11,43630.0
1166,2014-03-12,43590.0
1167,2014-03-13,43530.0
1168,2014-03-14,43460.0
1169,2014-03-15,43410.0
1170,2014-03-16,43330.0
1171,2014-03-17,43280.0
1172,2014-03-18,43270.0
1173,2014-03-19,43250.0
1174,2014-03-20,43240.0
1175,2014-03-21,43220.0
1176,2014-03-22,43240.0
1177,2014-03-23,43220.0
1178,2014-03-24,43220.0
1179,2014-03-25,43200.0
1180,2014-03-26,43180.0
1181,2014-03-27,43190.0
1182,2014-03-28,43160.0
1183,2014-03-29,43240.0
1184,2014-03-30,43260.0
1185,2014-03-31,43160.0
1186,2014-04-01,43180.0
1187,2014-04-02,43200.0
1188,2014-04-03,43190.0
1189,2014-04-04,43160.0
1190,2014-04-05,43110.0
1191,2014-04-06,43080.0
1192,2014-04-07,43050.0
1193,2014-04-08,43000.0
1194,2014-04-09,42970.0
1195,2014-04-10,42940.0
1196,2014-04-11,42900.0
1197,2014-04-12,42870.0
1198,2014-04-13,42840.0
1199,2014-04-14,42760.0
1200,2014-04-15,42710.0
1201,2014-04-16,42640.0
1202,2014-04-17,42570.0
1203,2014-04-18,42570.0
1204,2014-04-19,42460.0
1205,2014-04-20,42380.0
1206,2014-04-21,42350.0
1207,2014-04-22,42350.0
1208,2014-04-23,42270.0
1209,2014-04-24,42170.0
1210,2014-04-25,42110.0
1211,2014-04-26,42040.0
1212,2014-04-27,41990.0
1213,2014-04-28,41910.0
1214,2014-04-29,41800.0
1215,2014-04-30,41690.0
1216,2014-05-01,41580.0
1217,2014-05-02,41540.0
1218,2014-05-03,41450.0
1219,2014-05-04,41350.0
1220,2014-05-05,41300.0
1221,2014-05-06,41200.0
1222,2014-05-07,41130.0
1223,2014-05-08,41010.0
1224,2014-05-09,40890.0
1225,2014-05-10,40750.0
1226,2014-05-11,40640.0
1227,2014-05-12,40490.0
1228,2014-05-13,40340.0
1229,2014-05-14,40240.0
1230,2014-05-15,40080.0
1231,2014-05-16,40020.0
1232,2014-05-17,39910.0
1233,2014-05-18,39800.0
1234,2014-05-19,39700.0
1235,2014-05-20,39580.0
1236,2014-05-21,39450.0
1237,2014-05-22,39420.0
1238,2014-05-23,39360.0
1239,2014-05-24,39260.0
1240,2014-05-25,39160.0
1241,2014-05-26,39050.0
1242,2014-05-27,38940.0
1243,2014-05-28,38840.0
1244,2014-05-29,38740.0
1245,2014-05-30,38640.0
1246,2014-05-31,38540.0
1247,2014-06-01,38460.0
1248,2014-06-02,38380.0
1249,2014-06-03,38320.0
1250,2014-06-04,38200.0
1251,2014-06-05,38080.0
1252,2014-06-06,37960.0
1253,2014-06-07,37840.0
1254,2014-06-08,37720.0
1255,2014-06-09,37680.0
1256,2014-06-10,37660.0
1257,2014-06-11,37620.0
1258,2014-06-12,37560.0
1259,2014-06-13,37500.0
1260,2014-06-14,37450.0
1261,2014-06-15,37400.0
1262,2014-06-16,37350.0
1263,2014-06-17,37290.0
1264,2014-06-18,37230.0
1265,2014-06-19,37180.0
1266,2014-06-20,37130.0
1267,2014-06-21,37080.0
1268,2014-06-22,37020.0
1269,2014-06-23,36970.0
1270,2014-06-24,36950.0
1271,2014-06-25,36940.0
1272,2014-06-26,36930.0
1273,2014-06-27,36910.0
1274,2014-06-28,36900.0
1275,2014-06-29,36890.0
1276,2014-06-30,36870.0
1277,2014-07-01,36870.0
1278,2014-07-02,36850.0
1279,2014-07-03,36830.0
1280,2014-07-04,36810.0
1281,2014-07-05,36800.0
1282,2014-07-06,36770.0
1283,2014-07-07,36760.0
1284,2014-07-08,36740.0
1285,2014-07-09,36730.0
1286,2014-07-10,36700.0
1287,2014-07-11,36690.0
1288,2014-07-12,36680.0
1289,2014-07-13,36670.0
1290,2014-07-14,36660.0
1291,2014-07-15,36640.0
1292,2014-07-16,36630.0
1293,2014-07-17,36600.0
1294,2014-07-18,36580.0
1295,2014-07-19,36570.0
1296,2014-07-20,36560.0
1297,2014-07-21,36540.0
1298,2014-07-22,36530.0
1299,2014-07-23,36510.0
1300,2014-07-24,36500.0
1301,2014-07-25,36480.0
1302,2014-07-26,36470.0
1303,2014-07-27,36450.0
1304,2014-07-28,36440.0
1305,2014-07-29,36420.0
1306,2014-07-30,36400.0
1307,2014-07-31,36390.0
1308,2014-08-01,36370.0
1309,2014-08-02,36370.0
1310,2014-08-03,36380.0
1311,2014-08-04,36360.0
1312,2014-08-05,36340.0
1313,2014-08-06,36330.0
1314,2014-08-07,36310.0
1315,2014-08-08,36300.0
1316,2014-08-09,36280.0
1317,2014-08-10,36270.0
1318,2014-08-11,36260.0
1319,2014-08-12,36240.0
1320,2014-08-13,36230.0
1321,2014-08-14,36220.0
1322,2014-08-15,36190.0
1323,2014-08-16,36180.0
1324,2014-08-17,36170.0
1325,2014-08-18,36150.0
1326,2014-08-19,36130.0
1327,2014-08-20,36120.0
1328,2014-08-21,36110.0
1329,2014-08-22,36100.0
1330,2014-08-23,36080.0
1331,2014-08-24,36050.0
1332,2014-08-25,36040.0
1333,2014-08-26,36030.0
1334,2014-08-27,36020.0
1335,2014-08-28,36000.0
1336,2014-08-29,35970.0
1337,2014-08-30,35960.0
1338,2014-08-31,35950.0
1339,2014-09-01,35930.0
1340,2014-09-02,35920.0
1341,2014-09-03,35900.0
1342,2014-09-04,35880.0
1343,2014-09-05,35870.0
1344,2014-09-06,35870.0
1345,2014-09-07,35860.0
1346,2014-09-08,35840.0
1347,2014-09-09,35820.0
1348,2014-09-10,35810.0
1349,2014-09-11,35800.0
1350,2014-09-12,35780.0
1351,2014-09-13,35770.0
1352,2014-09-14,35760.0
1353,2014-09-15,35750.0
1354,2014-09-16,35740.0
1355,2014-09-17,35720.0
1356,2014-09-18,35710.0
1357,2014-09-19,35700.0
1358,2014-09-20,35680.0
1359,2014-09-21,35660.0
1360,2014-09-22,35640.0
1361,2014-09-23,35570.0
1362,2014-09-24,35540.0
1363,2014-09-25,35520.0
1364,2014-09-26,35500.0
1365,2014-09-27,35480.0
1366,2014-09-28,35470.0
1367,2014-09-29,35460.0
1368,2014-09-30,35450.0
1369,2014-10-01,35430.0
1370,2014-10-02,35420.0
1371,2014-10-03,35400.0
1372,2014-10-04,35390.0
1373,2014-10-05,35370.0
1374,2014-10-06,35360.0
1375,2014-10-07,35340.0
1376,2014-10-08,35330.0
1377,2014-10-09,35310.0
1378,2014-10-10,35300.0
1379,2014-10-11,35290.0
1380,2014-10-12,35290.0
1381,2014-10-13,35280.0
1382,2014-10-14,35260.0
1383,2014-10-15,35250.0
1384,2014-10-16,35240.0
1385,2014-10-17,35240.0
1386,2014-10-18,35220.0
1387,2014-10-19,35220.0
1388,2014-10-20,35210.0
1389,2014-10-21,35200.0
1390,2014-10-22,35190.0
1391,2014-10-23,35190.0
1392,2014-10-24,35170.0
1393,2014-10-25,35150.0
1394,2014-10-26,35140.0
1395,2014-10-27,35130.0
1396,2014-10-28,35130.0
1397,2014-10-29,35120.0
1398,2014-10-30,35100.0
1399,2014-10-31,35100.0
1400,2014-11-01,35130.0
1401,2014-11-02,35130.0
1402,2014-11-03,35110.0
1403,2014-11-04,35100.0
1404,2014-11-05,35080.0
1405,2014-11-06,35070.0
1406,2014-11-07,35060.0
1407,2014-11-08,35050.0
1408,2014-11-09,35040.0
1409,2014-11-10,35030.0
1410,2014-11-11,35020.0
1411,2014-11-12,35020.0
1412,2014-11-13,35020.0
1413,2014-11-14,35010.0
1414,2014-11-15,35000.0
1415,2014-11-16,34990.0
1416,2014-11-17,34990.0
1417,2014-11-18,34970.0
1418,2014-11-19,34960.0
1419,2014-11-20,34940.0
1420,2014-11-21,34960.0
1421,2014-11-22,34960.0
1422,2014-11-23,34950.0
1423,2014-11-24,34940.0
1424,2014-11-25,34930.0
1425,2014-11-26,34920.0
1426,2014-11-27,34910.0
1427,2014-11-28,34890.0
1428,2014-11-29,34880.0
1429,2014-11-30,34880.0
1430,2014-12-01,34890.0
1431,2014-12-02,34920.0
1432,2014-12-03,34940.0
1433,2014-12-04,34960.0
1434,2014-12-05,34960.0
1435,2014-12-06,34960.0
1436,2014-12-07,34960.0
1437,2014-12-08,34950.0
1438,2014-12-09,34940.0
1439,2014-12-10,34940.0
1440,2014-12-11,34940.0
1441,2014-12-12,34990.0
1442,2014-12-13,35000.0
1443,2014-12-14,34990.0
1444,2014-12-15,34980.0
1445,2014-12-16,35000.0
1446,2014-12-17,35050.0
1447,2014-12-18,35050.0
1448,2014-12-19,35040.0
1449,2014-12-20,35040.0
1450,2014-12-21,35040.0
1451,2014-12-22,35040.0
1452,2014-12-23,35040.0
1453,2014-12-24,35030.0
1454,2014-12-25,35030.0
1455,2014-12-26,35000.0
1456,2014-12-27,35010.0
1457,2014-12-28,35000.0
1458,2014-12-29,35000.0
1459,2014-12-30,34990.0
1460,2014-12-31,35010.0
1461,2015-01-01,35010.0
1462,2015-01-02,34990.0
1463,2015-01-03,34990.0
1464,2015-01-04,34990.0
1465,2015-01-05,34980.0
1466,2015-01-06,34980.0
1467,2015-01-07,34970.0
1468,2015-01-08,34970.0
1469,2015-01-09,34970.0
1470,2015-01-10,34960.0
1471,2015-01-11,35060.0
1472,2015-01-12,35080.0
1473,2015-01-13,35080.0
1474,2015-01-14,35080.0
1475,2015-01-15,35080.0
1476,2015-01-16,35070.0
1477,2015-01-17,35070.0
1478,2015-01-18,35060.0
1479,2015-01-19,35060.0
1480,2015-01-20,35070.0
1481,2015-01-21,35070.0
1482,2015-01-22,35050.0
1483,2015-01-23,35050.0
1484,2015-01-24,35020.0
1485,2015-01-25,35020.0
1486,2015-01-26,35050.0
1487,2015-01-27,35040.0
1488,2015-01-28,35050.0
1489,2015-01-29,35050.0
1490,2015-01-30,35040.0
1491,2015-01-31,35050.0
1492,2015-02-01,35050.0
1493,2015-02-02,35020.0
1494,2015-02-03,35020.0
1495,2015-02-04,35020.0
1496,2015-02-05,35020.0
1497,2015-02-06,35010.0
1498,2015-02-07,35010.0
1499,2015-02-08,35010.0
1500,2015-02-09,35020.0
1501,2015-02-10,35000.0
1502,2015-02-11,34990.0
1503,2015-02-12,34990.0
1504,2015-02-13,34990.0
1505,2015-02-14,34980.0
1506,2015-02-15,34970.0
1507,2015-02-16,34960.0
1508,2015-02-17,34960.0
1509,2015-02-18,34960.0
1510,2015-02-19,34960.0
1511,2015-02-20,34960.0
1512,2015-02-21,34960.0
1513,2015-02-22,34960.0
1514,2015-02-23,34990.0
1515,2015-02-24,34990.0
1516,2015-02-25,34990.0
1517,2015-02-26,34980.0
1518,2015-02-27,34970.0
1519,2015-02-28,34980.0
1520,2015-03-01,35050.0
1521,2015-03-02,35090.0
1522,2015-03-03,35090.0
1523,2015-03-04,35080.0
1524,2015-03-05,35060.0
1525,2015-03-06,35070.0
1526,2015-03-07,35060.0
1527,2015-03-08,35060.0
1528,2015-03-09,35050.0
1529,2015-03-10,35050.0
1530,2015-03-11,35050.0
1531,2015-03-12,35050.0
1532,2015-03-13,35030.0
1533,2015-03-14,35030.0
1534,2015-03-15,35030.0
1535,2015-03-16,35020.0
1536,2015-03-17,35010.0
1537,2015-03-18,35000.0
1538,2015-03-19,35000.0
1539,2015-03-20,34990.0
1540,2015-03-21,34990.0
1541,2015-03-22,34970.0
1542,2015-03-23,34970.0
1543,2015-03-24,34960.0
1544,2015-03-25,34960.0
1545,2015-03-26,34950.0
1546,2015-03-27,34950.0
1547,2015-03-28,34940.0
1548,2015-03-29,34920.0
1549,2015-03-30,34910.0
1550,2015-03-31,34900.0
1551,2015-04-01,34900.0
1552,2015-04-02,34890.0
1553,2015-04-03,34880.0
1554,2015-04-04,34860.0
1555,2015-04-05,34850.0
1556,2015-04-06,34840.0
1557,2015-04-07,34830.0
1558,2015-04-08,34830.0
1559,2015-04-09,34810.0
1560,2015-04-10,34800.0
1561,2015-04-11,34790.0
1562,2015-04-12,34780.0
1563,2015-04-13,34770.0
1564,2015-04-14,34770.0
1565,2015-04-15,34750.0
1566,2015-04-16,34730.0
1567,2015-04-17,34720.0
1568,2015-04-18,34700.0
1569,2015-04-19,34700.0
1570,2015-04-20,34680.0
1571,2015-04-21,34670.0
1572,2015-04-22,34660.0
1573,2015-04-23,34660.0
1574,2015-04-24,34670.0
1575,2015-04-25,34670.0
1576,2015-04-26,34670.0
1577,2015-04-27,34670.0
1578,2015-04-28,34660.0
1579,2015-04-29,34640.0
1580,2015-04-30,34640.0
1581,2015-05-01,34620.0
1582,2015-05-02,34610.0
1583,2015-05-03,34600.0
1584,2015-05-04,34580.0
1585,2015-05-05,34580.0
1586,2015-05-06,34570.0
1587,2015-05-07,34550.0
1588,2015-05-08,34600.0
1589,2015-05-09,34590.0
1590,2015-05-10,34590.0
1591,2015-05-11,34580.0
1592,2015-05-12,34570.0
1593,2015-05-13,34550.0
1594,2015-05-14,34580.0
1595,2015-05-15,34630.0
1596,2015-05-16,34620.0
1597,2015-05-17,34610.0
1598,2015-05-18,34610.0
1599,2015-05-19,34590.0
1600,2015-05-20,34580.0
1601,2015-05-21,34570.0
1602,2015-05-22,34580.0
1603,2015-05-23,34570.0
1604,2015-05-24,34570.0
1605,2015-05-25,34560.0
1606,2015-05-26,34560.0
1607,2015-05-27,34550.0
1608,2015-05-28,34550.0
1609,2015-05-29,34540.0
1610,2015-05-30,34530.0
1611,2015-05-31,34520.0
1612,2015-06-01,34510.0
1613,2015-06-02,34490.0
1614,2015-06-03,34490.0
1615,2015-06-04,34470.0
1616,2015-06-05,34460.0
1617,2015-06-06,34440.0
1618,2015-06-07,34430.0
1619,2015-06-08,34430.0
1620,2015-06-09,34420.0
1621,2015-06-10,34400.0
1622,2015-06-11,34390.0
1623,2015-06-12,34380.0
1624,2015-06-13,34370.0
1625,2015-06-14,34360.0
1626,2015-06-15,34350.0
1627,2015-06-16,34330.0
1628,2015-06-17,34310.0
1629,2015-06-18,34310.0
1630,2015-06-19,34290.0
1631,2015-06-20,34270.0
1632,2015-06-21,34260.0
1633,2015-06-22,34240.0
1634,2015-06-23,34240.0
1635,2015-06-24,34210.0
1636,2015-06-25,34200.0
1637,2015-06-26,34190.0
1638,2015-06-27,34190.0
1639,2015-06-28,34170.0
1640,2015-06-29,34160.0
1641,2015-06-30,34190.0
1642,2015-07-01,34180.0
1643,2015-07-02,34170.0
1644,2015-07-03,34160.0
1645,2015-07-04,34140.0
1646,2015-07-05,34130.0
1647,2015-07-06,34110.0
1648,2015-07-07,34100.0
1649,2015-07-08,34080.0
1650,2015-07-09,34070.0
1651,2015-07-10,34050.0
1652,2015-07-11,34030.0
1653,2015-07-12,34020.0
1654,2015-07-13,34010.0
1655,2015-07-14,33980.0
1656,2015-07-15,33970.0
1657,2015-07-16,33950.0
1658,2015-07-17,33950.0
1659,2015-07-18,33950.0
1660,2015-07-19,33970.0
1661,2015-07-20,33960.0
1662,2015-07-21,33950.0
1663,2015-07-22,33940.0
1664,2015-07-23,33930.0
1665,2015-07-24,33920.0
1666,2015-07-25,33900.0
1667,2015-07-26,33870.0
1668,2015-07-27,33860.0
1669,2015-07-28,33840.0
1670,2015-07-29,33830.0
1671,2015-07-30,33810.0
1672,2015-07-31,33800.0
1673,2015-08-01,33780.0
1674,2015-08-02,33780.0
1675,2015-08-03,33760.0
1676,2015-08-04,33750.0
1677,2015-08-05,33730.0
1678,2015-08-06,33700.0
1679,2015-08-07,33690.0
1680,2015-08-08,33670.0
1681,2015-08-09,33650.0
1682,2015-08-10,33640.0
1683,2015-08-11,33620.0
1684,2015-08-12,33600.0
1685,2015-08-13,33590.0
1686,2015-08-14,33570.0
1687,2015-08-15,33560.0
1688,2015-08-16,33530.0
1689,2015-08-17,33520.0
1690,2015-08-18,33500.0
1691,2015-08-19,33480.0
1692,2015-08-20,33460.0
1693,2015-08-21,33450.0
1694,2015-08-22,33420.0
1695,2015-08-23,33410.0
1696,2015-08-24,33400.0
1697,2015-08-25,33390.0
1698,2015-08-26,33380.0
1699,2015-08-27,33360.0
1700,2015-08-28,33340.0
1701,2015-08-29,33330.0
1702,2015-08-30,33300.0
1703,2015-08-31,33290.0
1704,2015-09-01,33280.0
1705,2015-09-02,33260.0
1706,2015-09-03,33240.0
1707,2015-09-04,33230.0
1708,2015-09-05,33200.0
1709,2015-09-06,33190.0
1710,2015-09-07,33180.0
1711,2015-09-08,33180.0
1712,2015-09-09,33170.0
1713,2015-09-10,33180.0
1714,2015-09-11,33160.0
1715,2015-09-12,33150.0
1716,2015-09-13,33130.0
1717,2015-09-14,33120.0
1718,2015-09-15,33160.0
1719,2015-09-16,33160.0
1720,2015-09-17,33160.0
1721,2015-09-18,33150.0
1722,2015-09-19,33130.0
1723,2015-09-20,33120.0
1724,2015-09-21,33110.0
1725,2015-09-22,33100.0
1726,2015-09-23,33090.0
1727,2015-09-24,33080.0
1728,2015-09-25,33070.0
1729,2015-09-26,33050.0
1730,2015-09-27,33050.0
1731,2015-09-28,33030.0
1732,2015-09-29,33020.0
1733,2015-09-30,33000.0
1734,2015-10-01,32990.0
1735,2015-10-02,33020.0
1736,2015-10-03,32960.0
1737,2015-10-04,32960.0
1738,2015-10-05,32960.0
1739,2015-10-06,32950.0
1740,2015-10-07,32940.0
1741,2015-10-08,32930.0
1742,2015-10-09,32920.0
1743,2015-10-10,32910.0
1744,2015-10-11,32890.0
1745,2015-10-12,32890.0
1746,2015-10-13,32880.0
1747,2015-10-14,32870.0
1748,2015-10-15,32870.0
1749,2015-10-16,32870.0
1750,2015-10-17,32870.0
1751,2015-10-18,32860.0
1752,2015-10-19,32850.0
1753,2015-10-20,32840.0
1754,2015-10-21,32840.0
1755,2015-10-22,32830.0
1756,2015-10-23,32820.0
1757,2015-10-24,32810.0
1758,2015-10-25,32790.0
1759,2015-10-26,32790.0
1760,2015-10-27,32770.0
1761,2015-10-28,32770.0
1762,2015-10-29,32750.0
1763,2015-10-30,32740.0
1764,2015-10-31,32730.0
1765,2015-11-01,32720.0
1766,2015-11-02,32710.0
1767,2015-11-03,32720.0
1768,2015-11-04,32720.0
1769,2015-11-05,32700.0
1770,2015-11-06,32690.0
1771,2015-11-07,32690.0
1772,2015-11-08,32670.0
1773,2015-11-09,32660.0
1774,2015-11-10,32670.0
1775,2015-11-11,32640.0
1776,2015-11-12,32630.0
1777,2015-11-13,32620.0
1778,2015-11-14,32610.0
1779,2015-11-15,32620.0
1780,2015-11-16,32610.0
1781,2015-11-17,32600.0
1782,2015-11-18,32590.0
1783,2015-11-19,32580.0
1784,2015-11-20,32560.0
1785,2015-11-21,32560.0
1786,2015-11-22,32560.0
1787,2015-11-23,32560.0
1788,2015-11-24,32540.0
1789,2015-11-25,32540.0
1790,2015-11-26,32550.0
1791,2015-11-27,32570.0
1792,2015-11-28,32560.0
1793,2015-11-29,32560.0
1794,2015-11-30,32550.0
1795,2015-12-01,32540.0
1796,2015-12-02,32540.0
1797,2015-12-03,32530.0
1798,2015-12-04,32520.0
1799,2015-12-05,32530.0
1800,2015-12-06,32520.0
1801,2015-12-07,32500.0
1802,2015-12-08,32500.0
1803,2015-12-09,32490.0
1804,2015-12-10,32490.0
1805,2015-12-11,32530.0
1806,2015-12-12,32520.0
1807,2015-12-13,32540.0
1808,2015-12-14,32520.0
1809,2015-12-15,32520.0
1810,2015-12-16,32510.0
1811,2015-12-17,32510.0
1812,2015-12-18,32500.0
1813,2015-12-19,32490.0
1814,2015-12-20,32500.0
1815,2015-12-21,32490.0
1816,2015-12-22,32620.0
1817,2015-12-23,32660.0
1818,2015-12-24,32660.0
1819,2015-12-25,32660.0
1820,2015-12-26,32670.0
1821,2015-12-27,32640.0
1822,2015-12-28,32650.0
1823,2015-12-29,32650.0
1824,2015-12-30,32640.0
1825,2015-12-31,32640.0
1826,2016-01-01,32640.0
1827,2016-01-02,32630.0
1828,2016-01-03,32630.0
1829,2016-01-04,32640.0
1830,2016-01-05,32750.0
1831,2016-01-06,32950.0
1832,2016-01-07,33033.333333333336
1833,2016-01-08,33116.666666666664
1834,2016-01-09,33200.0
1835,2016-01-10,33283.333333333336
1836,2016-01-11,33366.666666666664
1837,2016-01-12,33450.0
1838,2016-01-13,33440.0
1839,2016-01-14,33440.0
1840,2016-01-15,33450.0
1841,2016-01-16,33450.0
1842,2016-01-17,33450.0
1843,2016-01-18,33450.0
1844,2016-01-19,33450.0
1845,2016-01-20,33450.0
1846,2016-01-21,33450.0
1847,2016-01-22,33450.0
1848,2016-01-23,33430.0
1849,2016-01-24,33420.0
1850,2016-01-25,33410.0
1851,2016-01-26,33330.0
1852,2016-01-27,33210.0
1853,2016-01-28,33130.0
1854,2016-01-29,33020.0
1855,2016-01-30,32870.0
1856,2016-01-31,32790.0
1857,2016-02-01,32790.0
1858,2016-02-02,32810.0
1859,2016-02-03,32790.0
1860,2016-02-04,32770.0
1861,2016-02-05,32750.0
1862,2016-02-06,32730.0
1863,2016-02-07,32700.0
1864,2016-02-08,32680.0
1865,2016-02-09,32670.0
1866,2016-02-10,32640.0
1867,2016-02-11,32600.0
1868,2016-02-12,32550.0
1869,2016-02-13,32510.0
1870,2016-02-14,32470.0
1871,2016-02-15,32440.0
1872,2016-02-16,32400.0
1873,2016-02-17,32350.0
1874,2016-02-18,32320.0
1875,2016-02-19,32270.0
1876,2016-02-20,32240.0
1877,2016-02-21,32200.0
1878,2016-02-22,32180.0
1879,2016-02-23,32180.0
1880,2016-02-24,32170.0
1881,2016-02-25,32170.0
1882,2016-02-26,32160.0
1883,2016-02-27,32160.0
1884,2016-02-28,32160.0
1885,2016-02-29,32150.0
1886,2016-03-01,32100.0
1887,2016-03-02,32070.0
1888,2016-03-03,32010.0
1889,2016-03-04,31880.0
1890,2016-03-05,31750.0
1891,2016-03-06,31630.0
1892,2016-03-07,31600.0
1893,2016-03-08,31480.0
1894,2016-03-09,31370.0
1895,2016-03-10,31280.0
1896,2016-03-11,31220.0
1897,2016-03-12,31050.0
1898,2016-03-13,30905.714285714286
1899,2016-03-14,30761.428571428572
1900,2016-03-15,30617.14285714286
1901,2016-03-16,30472.85714285714
1902,2016-03-17,30328.571428571428
1903,2016-03-18,30184.285714285714
1904,2016-03-19,30040.0
1905,2016-03-20,29900.0
1906,2016-03-21,29750.0
1907,2016-03-22,29620.0
1908,2016-03-23,29480.0
1909,2016-03-24,29340.0
1910,2016-03-25,29220.0
1911,2016-03-26,29090.0
1912,2016-03-27,28970.0
1913,2016-03-28,28850.0
1914,2016-03-29,28750.0
1915,2016-03-30,28640.0
1916,2016-03-31,28510.0
1917,2016-04-01,28380.0
1918,2016-04-02,28280.0
1919,2016-04-03,28130.0
1920,2016-04-04,28030.0
