,datetime,TRINITY_LAKE_NR_LEWISTON_CA.
1060,2013-11-26,1214000
1061,2013-11-27,1214000
1062,2013-11-28,1214000
1063,2013-11-29,1213000
1064,2013-11-30,1213000
1065,2013-12-01,1213000
1066,2013-12-02,1212000
1067,2013-12-03,1212000
1068,2013-12-04,1210000
1069,2013-12-05,1209000
1070,2013-12-06,1208000
1071,2013-12-07,1208000
1072,2013-12-08,1207000
1073,2013-12-09,1206000
1074,2013-12-10,1205000
1075,2013-12-11,1204000
1076,2013-12-12,1202000
1077,2013-12-13,1201000
1078,2013-12-14,1201000
1079,2013-12-15,1200000
1080,2013-12-16,1200000
1081,2013-12-17,1199000
1082,2013-12-18,1198000
1083,2013-12-19,1197000
1084,2013-12-20,1196000
1085,2013-12-21,1195000
1086,2013-12-22,1195000
1087,2013-12-23,1194000
1088,2013-12-24,1193000
1089,2013-12-25,1192000
1090,2013-12-26,1191000
1091,2013-12-27,1190000
1092,2013-12-28,1189000
1093,2013-12-29,1189000
1094,2013-12-30,1187000
1095,2013-12-31,1187000
1096,2014-01-01,1186000
1097,2014-01-02,1185000
1098,2014-01-03,1184000
1099,2014-01-04,1183000
1100,2014-01-05,1182000
1101,2014-01-06,1181000
1102,2014-01-07,1180000
1103,2014-01-08,1179000
1104,2014-01-09,1178000
1105,2014-01-10,1177000
1106,2014-01-11,1177000
1107,2014-01-12,1177000
1108,2014-01-13,1176000
1109,2014-01-14,1175000
1110,2014-01-15,1175000
1111,2014-01-16,1174000
1112,2014-01-17,1173000
1113,2014-01-18,1172000
1114,2014-01-19,1172000
1115,2014-01-20,1171000
1116,2014-01-21,1170000
1117,2014-01-22,1169000
1118,2014-01-23,1168000
1119,2014-01-24,1167000
1120,2014-01-25,1166000
1121,2014-01-26,1165000
1122,2014-01-27,1164000
1123,2014-01-28,1164000
1124,2014-01-29,1164000
1125,2014-01-30,1163000
1126,2014-01-31,1162000
1127,2014-02-01,1161000
1128,2014-02-02,1160000
1129,2014-02-03,1160000
1130,2014-02-04,1159000
1131,2014-02-05,1157000
1132,2014-02-06,1157000
1133,2014-02-07,1157000
1134,2014-02-08,1158000
1135,2014-02-09,1159000
1136,2014-02-10,1159000
1137,2014-02-11,1159000
1138,2014-02-12,1160000
1139,2014-02-13,1163000
1140,2014-02-14,1167000
1141,2014-02-15,1172000
1142,2014-02-16,1176000
1143,2014-02-17,1177000
1144,2014-02-18,1178000
1145,2014-02-19,1179000
1146,2014-02-20,1179000
1147,2014-02-21,1179000
1148,2014-02-22,1180000
1149,2014-02-23,1180000
1150,2014-02-24,1180000
1151,2014-02-25,1181000
1152,2014-02-26,1182000
1153,2014-02-27,1185000
1154,2014-02-28,1187000
1155,2014-03-01,1189000
1156,2014-03-02,1190000
1157,2014-03-03,1197000
1158,2014-03-04,1204000
1159,2014-03-05,1210000
1160,2014-03-06,1217000
1161,2014-03-07,1223000
1162,2014-03-08,1227000
1163,2014-03-09,1240000
1164,2014-03-10,1257000
1165,2014-03-11,1263000
1166,2014-03-12,1270000
1167,2014-03-13,1278000
1168,2014-03-14,1282000
1169,2014-03-15,1285000
1170,2014-03-16,1286000
1171,2014-03-17,1288000
1172,2014-03-18,1290000
1173,2014-03-19,1291000
1174,2014-03-20,1292000
1175,2014-03-21,1293000
1176,2014-03-22,1293000
1177,2014-03-23,1293000
1178,2014-03-24,1293000
1179,2014-03-25,1293000
1180,2014-03-26,1294000
1181,2014-03-27,1294000
1182,2014-03-28,1294000
1183,2014-03-29,1300000
1184,2014-03-30,1300000
1185,2014-03-31,1307000
1186,2014-04-01,1308000
1187,2014-04-02,1308000
1188,2014-04-03,1308000
1189,2014-04-04,1308000
1190,2014-04-05,1311000
1191,2014-04-06,1311000
1192,2014-04-07,1310000
1193,2014-04-08,1310000
1194,2014-04-09,1310000
1195,2014-04-10,1310000
1196,2014-04-11,1311000
1197,2014-04-12,1311000
1198,2014-04-13,1311000
1199,2014-04-14,1311000
1200,2014-04-15,1311000
1201,2014-04-16,1311000
1202,2014-04-17,1311000
1203,2014-04-18,1306000
1204,2014-04-19,1304000
1205,2014-04-20,1304000
1206,2014-04-21,1304000
1207,2014-04-22,1304000
1208,2014-04-23,1297000
1209,2014-04-24,1297000
1210,2014-04-25,1297000
1211,2014-04-26,1297000
1212,2014-04-27,1297000
1213,2014-04-28,1297000
1214,2014-04-29,1297000
1215,2014-04-30,1281000
1216,2014-05-01,1281000
1217,2014-05-02,1281000
1218,2014-05-03,1281000
1219,2014-05-04,1272000
1220,2014-05-05,1272000
1221,2014-05-06,1272000
1222,2014-05-07,1264000
1223,2014-05-08,1261000
1224,2014-05-09,1264000
1225,2014-05-10,1262000
1226,2014-05-11,1260000
1227,2014-05-12,1258000
1228,2014-05-13,1256000
1229,2014-05-14,1254000
1230,2014-05-15,1250000
1231,2014-05-16,1247000
1232,2014-05-17,1245000
1233,2014-05-18,1242000
1234,2014-05-19,1238000
1235,2014-05-20,1236000
1236,2014-05-21,1235000
1237,2014-05-22,1225000
1238,2014-05-23,1223000
1239,2014-05-24,1223000
1240,2014-05-25,1223000
1241,2014-05-26,1223000
1242,2014-05-27,1210000
1243,2014-05-28,1208000
1244,2014-05-29,1204000
1245,2014-05-30,1200000
1246,2014-05-31,1196000
1247,2014-06-01,1192000
1248,2014-06-02,1188000
1249,2014-06-03,1184000
1250,2014-06-04,1180000
1251,2014-06-05,1176000
1252,2014-06-06,1170000
1253,2014-06-07,1165000
1254,2014-06-08,1162000
1255,2014-06-09,1157000
1256,2014-06-10,1152000
1257,2014-06-11,1147000
1258,2014-06-12,1141000
1259,2014-06-13,1136000
1260,2014-06-14,1132000
1261,2014-06-15,1127000
1262,2014-06-16,1122000
1263,2014-06-17,1117000
1264,2014-06-18,1113000
1265,2014-06-19,1109000
1266,2014-06-20,1104000
1267,2014-06-21,1100000
1268,2014-06-22,1096000
1269,2014-06-23,1092000
1270,2014-06-24,1087000
1271,2014-06-25,1083000
1272,2014-06-26,1081000
1273,2014-06-27,1074000
1274,2014-06-28,1070000
1275,2014-06-29,1066000
1276,2014-06-30,1063000
1277,2014-07-01,1056000
1278,2014-07-02,1049000
1279,2014-07-03,1042000
1280,2014-07-04,1035000
1281,2014-07-05,1028000
1282,2014-07-06,1020000
1283,2014-07-07,1013000
1284,2014-07-08,1006000
1285,2014-07-09,999300
1286,2014-07-10,993100
1287,2014-07-11,987000
1288,2014-07-12,980900
1289,2014-07-13,974600
1290,2014-07-14,968700
1291,2014-07-15,962400
1292,2014-07-16,957100
1293,2014-07-17,951600
1294,2014-07-18,945700
1295,2014-07-19,938400
1296,2014-07-20,932200
1297,2014-07-21,925500
1298,2014-07-22,919100
1299,2014-07-23,913200
1300,2014-07-24,907100
1301,2014-07-25,900600
1302,2014-07-26,894300
1303,2014-07-27,888800
1304,2014-07-28,883100
1305,2014-07-29,877200
1306,2014-07-30,871300
1307,2014-07-31,865400
1308,2014-08-01,859600
1309,2014-08-02,853800
1310,2014-08-03,848500
1311,2014-08-04,842800
1312,2014-08-05,837300
1313,2014-08-06,832000
1314,2014-08-07,827400
1315,2014-08-08,822300
1316,2014-08-09,816600
1317,2014-08-10,810700
1318,2014-08-11,804900
1319,2014-08-12,799000
1320,2014-08-13,793200
1321,2014-08-14,787000
1322,2014-08-15,781000
1323,2014-08-16,775200
1324,2014-08-17,769700
1325,2014-08-18,764300
1326,2014-08-19,758200
1327,2014-08-20,752500
1328,2014-08-21,744200
1329,2014-08-22,738900
1330,2014-08-23,733200
1331,2014-08-24,727700
1332,2014-08-25,721800
1333,2014-08-26,715100
1334,2014-08-27,710300
1335,2014-08-28,706000
1336,2014-08-29,702000
1337,2014-08-30,699500
1338,2014-08-31,697500
1339,2014-09-01,695200
1340,2014-09-02,692700
1341,2014-09-03,690300
1342,2014-09-04,687400
1343,2014-09-05,685200
1344,2014-09-06,682700
1345,2014-09-07,680400
1346,2014-09-08,678400
1347,2014-09-09,676000
1348,2014-09-10,673100
1349,2014-09-11,670600
1350,2014-09-12,667400
1351,2014-09-13,665000
1352,2014-09-14,663100
1353,2014-09-15,661800
1354,2014-09-16,659700
1355,2014-09-17,653700
1356,2014-09-18,647000
1357,2014-09-19,640900
1358,2014-09-20,630600
1359,2014-09-21,627100
1360,2014-09-22,624600
1361,2014-09-23,617700
1362,2014-09-24,615700
1363,2014-09-25,614500
1364,2014-09-26,613100
1365,2014-09-27,611600
1366,2014-09-28,609900
1367,2014-09-29,607900
1368,2014-09-30,605600
1369,2014-10-01,603500
1370,2014-10-02,601700
1371,2014-10-03,599700
1372,2014-10-04,597900
1373,2014-10-05,596000
1374,2014-10-06,594100
1375,2014-10-07,592200
1376,2014-10-08,590300
1377,2014-10-09,588400
1378,2014-10-10,586400
1379,2014-10-11,584300
1380,2014-10-12,582200
1381,2014-10-13,580100
1382,2014-10-14,578200
1383,2014-10-15,576400
1384,2014-10-16,574600
1385,2014-10-17,572300
1386,2014-10-18,569900
1387,2014-10-19,567000
1388,2014-10-20,564000
1389,2014-10-21,561700
1390,2014-10-22,560600
1391,2014-10-23,560700
1392,2014-10-24,561300
1393,2014-10-25,562800
1394,2014-10-26,564300
1395,2014-10-27,564600
1396,2014-10-28,564100
1397,2014-10-29,563200
1398,2014-10-30,562100
1399,2014-10-31,561300
1400,2014-11-01,560500
1401,2014-11-02,559700
1402,2014-11-03,559100
1403,2014-11-04,558600
1404,2014-11-05,558500
1405,2014-11-06,557700
1406,2014-11-07,557300
1407,2014-11-08,557000
1408,2014-11-09,557000
1409,2014-11-10,556700
1410,2014-11-11,555900
1411,2014-11-12,555500
1412,2014-11-13,555500
1413,2014-11-14,555400
1414,2014-11-15,555100
1415,2014-11-16,554700
1416,2014-11-17,554300
1417,2014-11-18,553600
1418,2014-11-19,553000
1419,2014-11-20,552500
1420,2014-11-21,552500
1421,2014-11-22,556600
1422,2014-11-23,558300
1423,2014-11-24,558900
1424,2014-11-25,559100
1425,2014-11-26,559100
1426,2014-11-27,559400
1427,2014-11-28,559500
1428,2014-11-29,560400
1429,2014-11-30,561600
1430,2014-12-01,562900
1431,2014-12-02,564300
1432,2014-12-03,569000
1433,2014-12-04,575900
1434,2014-12-05,581500
1435,2014-12-06,594400
1436,2014-12-07,600200
1437,2014-12-08,608600
1438,2014-12-09,615900
1439,2014-12-10,623100
1440,2014-12-11,669800
1441,2014-12-12,687200
1442,2014-12-13,696800
1443,2014-12-14,703100
1444,2014-12-15,708300
1445,2014-12-16,713300
1446,2014-12-17,720800
1447,2014-12-18,726800
1448,2014-12-19,736000
1449,2014-12-20,746400
1450,2014-12-21,759300
1451,2014-12-22,771600
1452,2014-12-23,780900
1453,2014-12-24,788500
1454,2014-12-25,794800
1455,2014-12-26,799700
1456,2014-12-27,803800
1457,2014-12-28,807400
1458,2014-12-29,810700
1459,2014-12-30,813000
1460,2014-12-31,815100
1461,2015-01-01,816700
1462,2015-01-02,818100
1463,2015-01-03,819400
1464,2015-01-04,821100
1465,2015-01-05,822300
1466,2015-01-06,823600
1467,2015-01-07,825000
1468,2015-01-08,826700
1469,2015-01-09,828200
1470,2015-01-10,829700
1471,2015-01-11,831200
1472,2015-01-12,832700
1473,2015-01-13,834000
1474,2015-01-14,834700
1475,2015-01-15,836000
1476,2015-01-16,838500
1477,2015-01-17,841000
1478,2015-01-18,847000
1479,2015-01-19,851000
1480,2015-01-20,853700
1481,2015-01-21,856300
1482,2015-01-22,858600
1483,2015-01-23,860500
1484,2015-01-24,862400
1485,2015-01-25,863500
1486,2015-01-26,866000
1487,2015-01-27,867700
1488,2015-01-28,869500
1489,2015-01-29,870900
1490,2015-01-30,872300
1491,2015-01-31,873600
1492,2015-02-01,874900
1493,2015-02-02,879000
1494,2015-02-03,883300
1495,2015-02-04,886400
1496,2015-02-05,890300
1497,2015-02-06,932900
1498,2015-02-07,983500
1499,2015-02-08,1012000
1500,2015-02-09,1049000
1501,2015-02-10,1068000
1502,2015-02-11,1080000
1503,2015-02-12,1089000
1504,2015-02-13,1096000
1505,2015-02-14,1102000
1506,2015-02-15,1108000
1507,2015-02-16,1113000
1508,2015-02-17,1117000
1509,2015-02-18,1121000
1510,2015-02-19,1123000
1511,2015-02-20,1127000
1512,2015-02-21,1131000
1513,2015-02-22,1133000
1514,2015-02-23,1136000
1515,2015-02-24,1138000
1516,2015-02-25,1140000
1517,2015-02-26,1143000
1518,2015-02-27,1145000
1519,2015-02-28,1147000
1520,2015-03-01,1148000
1521,2015-03-02,1150000
1522,2015-03-03,1151000
1523,2015-03-04,1152000
1524,2015-03-05,1154000
1525,2015-03-06,1154000
1526,2015-03-07,1154000
1527,2015-03-08,1154000
1528,2015-03-09,1159000
1529,2015-03-10,1160000
1530,2015-03-11,1162000
1531,2015-03-12,1163000
1532,2015-03-13,1164000
1533,2015-03-14,1166000
1534,2015-03-15,1169000
1535,2015-03-16,1171000
1536,2015-03-17,1172000
1537,2015-03-18,1174000
1538,2015-03-19,1175000
1539,2015-03-20,1177000
1540,2015-03-21,1178000
1541,2015-03-22,1179000
1542,2015-03-23,1181000
1543,2015-03-24,1182000
1544,2015-03-25,1184000
1545,2015-03-26,1185000
1546,2015-03-27,1185000
1547,2015-03-28,1187000
1548,2015-03-29,1189000
1549,2015-03-30,1190000
1550,2015-03-31,1191000
1551,2015-04-01,1192000
1552,2015-04-02,1193000
1553,2015-04-03,1193000
1554,2015-04-04,1193000
1555,2015-04-05,1193000
1556,2015-04-06,1194000
1557,2015-04-07,1195000
1558,2015-04-08,1196000
1559,2015-04-09,1196000
1560,2015-04-10,1197000
1561,2015-04-11,1198000
1562,2015-04-12,1200000
1563,2015-04-13,1201000
1564,2015-04-14,1201000
1565,2015-04-15,1201000
1566,2015-04-16,1202000
1567,2015-04-17,1202000
1568,2015-04-18,1202000
1569,2015-04-19,1202000
1570,2015-04-20,1201000
1571,2015-04-21,1200000
1572,2015-04-22,1199000
1573,2015-04-23,1197000
1574,2015-04-24,1196000
1575,2015-04-25,1194000
1576,2015-04-26,1192000
1577,2015-04-27,1191000
1578,2015-04-28,1188000
1579,2015-04-29,1187000
1580,2015-04-30,1184000
1581,2015-05-01,1181000
1582,2015-05-02,1176000
1583,2015-05-03,1171000
1584,2015-05-04,1160000
1585,2015-05-05,1146000
1586,2015-05-06,1132000
1587,2015-05-07,1119000
1588,2015-05-08,1110000
1589,2015-05-09,1105000
1590,2015-05-10,1100000
1591,2015-05-11,1095000
1592,2015-05-12,1090000
1593,2015-05-13,1086000
1594,2015-05-14,1083000
1595,2015-05-15,1079000
1596,2015-05-16,1076000
1597,2015-05-17,1073000
1598,2015-05-18,1069000
1599,2015-05-19,1065000
1600,2015-05-20,1062000
1601,2015-05-21,1058000
1602,2015-05-22,1054000
1603,2015-05-23,1050000
1604,2015-05-24,1047000
1605,2015-05-25,1043000
1606,2015-05-26,1040000
1607,2015-05-27,1036000
1608,2015-05-28,1032000
1609,2015-05-29,1030000
1610,2015-05-30,1027000
1611,2015-05-31,1024000
1612,2015-06-01,1021000
1613,2015-06-02,1018000
1614,2015-06-03,1016000
1615,2015-06-04,1013000
1616,2015-06-05,1011000
1617,2015-06-06,1008000
1618,2015-06-07,1005000
1619,2015-06-08,1002000
1620,2015-06-09,999200
1621,2015-06-10,996300
1622,2015-06-11,993400
1623,2015-06-12,990100
1624,2015-06-13,987500
1625,2015-06-14,984100
1626,2015-06-15,980700
1627,2015-06-16,977300
1628,2015-06-17,974500
1629,2015-06-18,971000
1630,2015-06-19,967800
1631,2015-06-20,964400
1632,2015-06-21,960800
1633,2015-06-22,957400
1634,2015-06-23,953900
1635,2015-06-24,950500
1636,2015-06-25,947200
1637,2015-06-26,943900
1638,2015-06-27,940700
1639,2015-06-28,937200
1640,2015-06-29,933700
1641,2015-06-30,930200
1642,2015-07-01,926800
1643,2015-07-02,923300
1644,2015-07-03,919900
1645,2015-07-04,916700
1646,2015-07-05,913400
1647,2015-07-06,910000
1648,2015-07-07,906300
1649,2015-07-08,903300
1650,2015-07-09,901400
1651,2015-07-10,897700
1652,2015-07-11,894700
1653,2015-07-12,892000
1654,2015-07-13,888700
1655,2015-07-14,885600
1656,2015-07-15,882600
1657,2015-07-16,879500
1658,2015-07-17,876000
1659,2015-07-18,872800
1660,2015-07-19,869300
1661,2015-07-20,866000
1662,2015-07-21,862800
1663,2015-07-22,859100
1664,2015-07-23,855200
1665,2015-07-24,851300
1666,2015-07-25,847500
1667,2015-07-26,843500
1668,2015-07-27,839800
1669,2015-07-28,836200
1670,2015-07-29,832500
1671,2015-07-30,828800
1672,2015-07-31,825000
1673,2015-08-01,821200
1674,2015-08-02,817200
1675,2015-08-03,812900
1676,2015-08-04,809100
1677,2015-08-05,805100
1678,2015-08-06,801500
1679,2015-08-07,797400
1680,2015-08-08,793200
1681,2015-08-09,788900
1682,2015-08-10,784900
1683,2015-08-11,781300
1684,2015-08-12,777400
1685,2015-08-13,773300
1686,2015-08-14,769500
1687,2015-08-15,765500
1688,2015-08-16,761700
1689,2015-08-17,755100
1690,2015-08-18,748300
1691,2015-08-19,742900
1692,2015-08-20,738400
1693,2015-08-21,733100
1694,2015-08-22,727900
1695,2015-08-23,722700
1696,2015-08-24,717500
1697,2015-08-25,712100
1698,2015-08-26,706700
1699,2015-08-27,701400
1700,2015-08-28,696200
1701,2015-08-29,690600
1702,2015-08-30,685200
1703,2015-08-31,679900
1704,2015-09-01,674500
1705,2015-09-02,669200
1706,2015-09-03,664600
1707,2015-09-04,660100
1708,2015-09-05,655300
1709,2015-09-06,650400
1710,2015-09-07,645600
1711,2015-09-08,640100
1712,2015-09-09,632100
1713,2015-09-10,623700
1714,2015-09-11,617700
1715,2015-09-12,613500
1716,2015-09-13,608600
1717,2015-09-14,604700
1718,2015-09-15,599300
1719,2015-09-16,594500
1720,2015-09-17,590100
1721,2015-09-18,585000
1722,2015-09-19,581000
1723,2015-09-20,577100
1724,2015-09-21,573300
1725,2015-09-22,569700
1726,2015-09-23,566000
1727,2015-09-24,563000
1728,2015-09-25,559700
1729,2015-09-26,556700
1730,2015-09-27,553700
1731,2015-09-28,551200
1732,2015-09-29,548500
1733,2015-09-30,545900
1734,2015-10-01,543400
1735,2015-10-02,541100
1736,2015-10-03,539100
1737,2015-10-04,536800
1738,2015-10-05,534300
1739,2015-10-06,532000
1740,2015-10-07,529600
1741,2015-10-08,527200
1742,2015-10-09,525000
1743,2015-10-10,522300
1744,2015-10-11,520400
1745,2015-10-12,518900
1746,2015-10-13,517400
1747,2015-10-14,515900
1748,2015-10-15,514800
1749,2015-10-16,513700
1750,2015-10-17,512900
1751,2015-10-18,512200
1752,2015-10-19,511400
1753,2015-10-20,510900
1754,2015-10-21,510300
1755,2015-10-22,510000
1756,2015-10-23,509500
1757,2015-10-24,508600
1758,2015-10-25,507600
1759,2015-10-26,507100
1760,2015-10-27,506400
1761,2015-10-28,505100
1762,2015-10-29,504000
1763,2015-10-30,503800
1764,2015-10-31,503400
1765,2015-11-01,502900
1766,2015-11-02,502700
1767,2015-11-03,502200
1768,2015-11-04,501600
1769,2015-11-05,500600
1770,2015-11-06,499000
1771,2015-11-07,497600
1772,2015-11-08,496800
1773,2015-11-09,496500
1774,2015-11-10,496400
1775,2015-11-11,495300
1776,2015-11-12,494300
1777,2015-11-13,493500
1778,2015-11-14,492500
1779,2015-11-15,491900
1780,2015-11-16,491200
1781,2015-11-17,490200
1782,2015-11-18,488500
1783,2015-11-19,487900
1784,2015-11-20,486900
1785,2015-11-21,486200
1786,2015-11-22,485600
1787,2015-11-23,485200
1788,2015-11-24,484400
1789,2015-11-25,483300
1790,2015-11-26,482300
1791,2015-11-27,481600
1792,2015-11-28,480300
1793,2015-11-29,479000
1794,2015-11-30,478400
1795,2015-12-01,477200
1796,2015-12-02,476200
1797,2015-12-03,476100
1798,2015-12-04,474900
1799,2015-12-05,472700
1800,2015-12-06,471200
1801,2015-12-07,470300
1802,2015-12-08,470200
1803,2015-12-09,470400
1804,2015-12-10,478700
1805,2015-12-11,480800
1806,2015-12-12,482200
1807,2015-12-13,485100
1808,2015-12-14,486500
1809,2015-12-15,487100
1810,2015-12-16,486800
1811,2015-12-17,486300
1812,2015-12-18,486900
1813,2015-12-19,487200
1814,2015-12-20,488400
1815,2015-12-21,490400
1816,2015-12-22,492900
1817,2015-12-23,494700
1818,2015-12-24,496400
1819,2015-12-25,497100
1820,2015-12-26,497500
1821,2015-12-27,498200
1822,2015-12-28,498300
1823,2015-12-29,498100
1824,2015-12-30,497900
1825,2015-12-31,497400
1826,2016-01-01,496700
1827,2016-01-02,496500
1828,2016-01-03,496300
1829,2016-01-04,496100
1830,2016-01-05,497600
1831,2016-01-06,499700
1832,2016-01-07,501300
1833,2016-01-08,502500
1834,2016-01-09,503000
1835,2016-01-10,503800
1836,2016-01-11,504000
1837,2016-01-12,505000
1838,2016-01-13,511200
1839,2016-01-14,515600
1840,2016-01-15,518200
1841,2016-01-16,521800
1842,2016-01-17,540400
1843,2016-01-18,557700
1844,2016-01-19,576200
1845,2016-01-20,588600
1846,2016-01-21,595800
1847,2016-01-22,609800
1848,2016-01-23,625600
1849,2016-01-24,635300
1850,2016-01-25,641900
1851,2016-01-26,646100
1852,2016-01-27,650400
1853,2016-01-28,656100
1854,2016-01-29,672800
1855,2016-01-30,686100
1856,2016-01-31,694500
1857,2016-02-01,700600
1858,2016-02-02,705600
1859,2016-02-03,710100
1860,2016-02-04,713700
1861,2016-02-05,716700
1862,2016-02-06,719500
1863,2016-02-07,722600
1864,2016-02-08,726200
1865,2016-02-09,730700
1866,2016-02-10,735200
1867,2016-02-11,740000
1868,2016-02-12,744800
1869,2016-02-13,749700
1870,2016-02-14,754500
1871,2016-02-15,761500
1872,2016-02-16,768100
1873,2016-02-17,779700
1874,2016-02-18,795500
1875,2016-02-19,805500
1876,2016-02-20,813000
1877,2016-02-21,819100
1878,2016-02-22,824100
1879,2016-02-23,828600
1880,2016-02-24,832800
1881,2016-02-25,836500
1882,2016-02-26,840400
1883,2016-02-27,845700
1884,2016-02-28,850000
1885,2016-02-29,854300
1886,2016-03-01,858400
1887,2016-03-02,862800
1888,2016-03-03,870900
1889,2016-03-04,878600
1890,2016-03-05,906600
1891,2016-03-06,953200
1892,2016-03-07,971900
1893,2016-03-08,984400
1894,2016-03-09,995400
1895,2016-03-10,1023000
1896,2016-03-11,1053000
1897,2016-03-12,1077000
1898,2016-03-13,1100000
1899,2016-03-14,1120000
1900,2016-03-15,1134000
1901,2016-03-16,1145000
1902,2016-03-17,1154000
1903,2016-03-18,1162000
1904,2016-03-19,1171000
1905,2016-03-20,1188000
1906,2016-03-21,1205000
1907,2016-03-22,1217000
1908,2016-03-23,1227000
1909,2016-03-24,1235000
1910,2016-03-25,1243000
1911,2016-03-26,1250000
1912,2016-03-27,1257000
1913,2016-03-28,1263000
1914,2016-03-29,1269000
1915,2016-03-30,1274000
1916,2016-03-31,1280000
1917,2016-04-01,1286000
1918,2016-04-02,1293000
1919,2016-04-03,1301000
1920,2016-04-04,1310000
1921,2016-04-05,1318000
1922,2016-04-06,1325000
1923,2016-04-07,1336000
1924,2016-04-08,1346000
1925,2016-04-09,1358000
1926,2016-04-10,1370000
1927,2016-04-11,1383000
1928,2016-04-12,1396000
1929,2016-04-13,1406000
1930,2016-04-14,1414000
1931,2016-04-15,1421000
1932,2016-04-16,1427000
1933,2016-04-17,1433000
1934,2016-04-18,1440000
1935,2016-04-19,1448000
1936,2016-04-20,1456000
1937,2016-04-21,1463000
1938,2016-04-22,1472000
1939,2016-04-23,1478000
1940,2016-04-24,1484000
1941,2016-04-25,1488000
1942,2016-04-26,1490000
1943,2016-04-27,1492000
1944,2016-04-28,1494000
1945,2016-04-29,1494000
1946,2016-04-30,1494000
1947,2016-05-01,1494000
1948,2016-05-02,1494000
1949,2016-05-03,1495000
1950,2016-05-04,1495000
1951,2016-05-05,1495000
1952,2016-05-06,1495000
1953,2016-05-07,1495000
1954,2016-05-08,1493000
1955,2016-05-09,1485000
1956,2016-05-10,1476000
1957,2016-05-11,1468000
1958,2016-05-12,1462000
1959,2016-05-13,1454000
1960,2016-05-14,1444000
1961,2016-05-15,1436000
1962,2016-05-16,1429000
1963,2016-05-17,1426000
1964,2016-05-18,1424000
1965,2016-05-19,1421000
1966,2016-05-20,1416000
1967,2016-05-21,1409000
1968,2016-05-22,1408000
1969,2016-05-23,1403000
1970,2016-05-24,1399000
1971,2016-05-25,1396000
1972,2016-05-26,1393000
1973,2016-05-27,1390000
1974,2016-05-28,1389000
1975,2016-05-29,1387000
1976,2016-05-30,1383000
1977,2016-05-31,1380000
1978,2016-06-01,1374000
1979,2016-06-02,1371000
1980,2016-06-03,1366000
1981,2016-06-04,1362000
1982,2016-06-05,1361000
1983,2016-06-06,1359000
1984,2016-06-07,1356000
1985,2016-06-08,1352000
1986,2016-06-09,1348000
1987,2016-06-10,1343000
1988,2016-06-11,1338000
1989,2016-06-12,1332000
1990,2016-06-13,1330000
1991,2016-06-14,1325000
1992,2016-06-15,1321000
1993,2016-06-16,1318000
1994,2016-06-17,1316000
1995,2016-06-18,1314000
1996,2016-06-19,1313000
1997,2016-06-20,1311000
1998,2016-06-21,1308000
1999,2016-06-22,1305000
2000,2016-06-23,1302000
2001,2016-06-24,1298000
2002,2016-06-25,1294000
2003,2016-06-26,1290000
2004,2016-06-27,1286000
2005,2016-06-28,1281000
2006,2016-06-29,1276000
2007,2016-06-30,1270000
2008,2016-07-01,1265000
2009,2016-07-02,1260000
2010,2016-07-03,1255000
2011,2016-07-04,1251000
2012,2016-07-05,1246000
2013,2016-07-06,1242000
2014,2016-07-07,1237000
2015,2016-07-08,1233000
2016,2016-07-09,1228000
2017,2016-07-10,1224000
2018,2016-07-11,1221000
2019,2016-07-12,1217000
2020,2016-07-13,1213000
2021,2016-07-14,1210000
2022,2016-07-15,1204000
2023,2016-07-16,1198000
2024,2016-07-17,1194000
2025,2016-07-18,1189000
2026,2016-07-19,1185000
2027,2016-07-20,1181000
2028,2016-07-21,1178000
2029,2016-07-22,1175000
2030,2016-07-23,1172000
2031,2016-07-24,1170000
2032,2016-07-25,1167000
2033,2016-07-26,1165000
2034,2016-07-27,1163000
2035,2016-07-28,1159000
2036,2016-07-29,1157000
2037,2016-07-30,1154000
2038,2016-07-31,1151000
2039,2016-08-01,1148000
2040,2016-08-02,1144000
2041,2016-08-03,1141000
2042,2016-08-04,1139000
2043,2016-08-05,1136000
2044,2016-08-06,1133000
2045,2016-08-07,1130000
2046,2016-08-08,1128000
2047,2016-08-09,1126000
2048,2016-08-10,1123000
2049,2016-08-11,1120000
2050,2016-08-12,1118000
2051,2016-08-13,1116000
2052,2016-08-14,1113000
2053,2016-08-15,1111000
2054,2016-08-16,1108000
2055,2016-08-17,1106000
2056,2016-08-18,1103000
2057,2016-08-19,1101000
2058,2016-08-20,1098000
2059,2016-08-21,1095000
2060,2016-08-22,1091000
2061,2016-08-23,1087000
2062,2016-08-24,1084000
2063,2016-08-25,1081000
2064,2016-08-26,1078000
2065,2016-08-27,1074000
2066,2016-08-28,1071000
2067,2016-08-29,1067000
2068,2016-08-30,1064000
2069,2016-08-31,1060000
2070,2016-09-01,1057000
2071,2016-09-02,1053000
2072,2016-09-03,1050000
2073,2016-09-04,1046000
2074,2016-09-05,1043000
2075,2016-09-06,1040000
2076,2016-09-07,1037000
2077,2016-09-08,1034000
2078,2016-09-09,1031000
2079,2016-09-10,1028000
2080,2016-09-11,1025000
2081,2016-09-12,1022000
2082,2016-09-13,1018000
2083,2016-09-14,1016000
2084,2016-09-15,1013000
2085,2016-09-16,1010000
2086,2016-09-17,1007000
2087,2016-09-18,1005000
2088,2016-09-19,1002000
2089,2016-09-20,999300
2090,2016-09-21,995600
2091,2016-09-22,992300
2092,2016-09-23,989500
