,datetime,UPPER_KLAMATH_LAKE_AT_RATTLESNAKE_POINT__OR.
1923,2016-04-07,4142.92
1924,2016-04-08,4142.97
1925,2016-04-09,4142.99
1926,2016-04-10,4143.01
1927,2016-04-11,4143.02
1928,2016-04-12,4143.09
1929,2016-04-13,4143.04
1930,2016-04-14,4143.04
1931,2016-04-15,4143.15
1932,2016-04-16,4143.14
1933,2016-04-17,4143.16
1934,2016-04-18,4143.18
1935,2016-04-19,4143.19
1936,2016-04-20,4143.15
1937,2016-04-21,4143.09
1938,2016-04-22,4143.06
1939,2016-04-23,4143.19
1940,2016-04-24,4143.22
1941,2016-04-25,4143.22
1942,2016-04-26,4143.13
1943,2016-04-27,4143.12
1944,2016-04-28,4143.13
1945,2016-04-29,4143.15
1946,2016-04-30,4143.06
1947,2016-05-01,4143.01
1948,2016-05-02,4142.99
1949,2016-05-03,4143.0
1950,2016-05-04,4143.0
1951,2016-05-05,4143.02
1952,2016-05-06,4143.06
1953,2016-05-07,4143.02
1954,2016-05-08,4143.01
1955,2016-05-09,4142.98
1956,2016-05-10,4142.93
1957,2016-05-11,4142.9
1958,2016-05-12,4142.88
1959,2016-05-13,4142.84
1960,2016-05-14,4142.87
1961,2016-05-15,4142.88
1962,2016-05-16,4142.83
1963,2016-05-17,4142.81
1964,2016-05-18,4142.82
1965,2016-05-19,4142.85
1966,2016-05-20,4142.77
1967,2016-05-21,4142.74
1968,2016-05-22,4142.72
1969,2016-05-23,4142.71
1970,2016-05-24,4142.72
1971,2016-05-25,4142.71
1972,2016-05-26,4142.72
1973,2016-05-27,4142.7
1974,2016-05-28,4142.66
1975,2016-05-29,4142.65
1976,2016-05-30,4142.62
1977,2016-05-31,4142.61
1978,2016-06-01,4142.6
1979,2016-06-02,4142.54
1980,2016-06-03,4142.51
1981,2016-06-04,4142.49
1982,2016-06-05,4142.44
1983,2016-06-06,4142.44
1984,2016-06-07,4142.39
1985,2016-06-08,4142.37
1986,2016-06-09,4142.33
1987,2016-06-10,4142.32
1988,2016-06-11,4142.19
1989,2016-06-12,4142.16
1990,2016-06-13,4142.15
1991,2016-06-14,4142.1
1992,2016-06-15,4142.01
1993,2016-06-16,4141.91
1994,2016-06-17,4141.91
1995,2016-06-18,4141.97
1996,2016-06-19,4141.97
1997,2016-06-20,4141.95
1998,2016-06-21,4141.93
1999,2016-06-22,4141.95
2000,2016-06-23,4141.94
2001,2016-06-24,4141.88
2002,2016-06-25,4141.83
2003,2016-06-26,4141.8
2004,2016-06-27,4141.76
2005,2016-06-28,4141.74
2006,2016-06-29,4141.7
2007,2016-06-30,4141.65
2008,2016-07-01,4141.59
2009,2016-07-02,4141.53
2010,2016-07-03,4141.49
2011,2016-07-04,4141.47
2012,2016-07-05,4141.42
2013,2016-07-06,4141.35
2014,2016-07-07,4141.32
2015,2016-07-08,4141.22
2016,2016-07-09,4141.26
2017,2016-07-10,4141.2
2018,2016-07-11,4141.12
2019,2016-07-12,4141.12
2020,2016-07-13,4141.06
2021,2016-07-14,4141.05
2022,2016-07-15,4141.03
2023,2016-07-16,4140.98
2024,2016-07-17,4140.95
2025,2016-07-18,4140.89
2026,2016-07-19,4140.84
2027,2016-07-20,4140.8
2028,2016-07-21,4140.77
2029,2016-07-22,4140.72
2030,2016-07-23,4140.68
2031,2016-07-24,4140.64
2032,2016-07-25,4140.59
2033,2016-07-26,4140.53
2034,2016-07-27,4140.49
2035,2016-07-28,4140.44
2036,2016-07-29,4140.39
2037,2016-07-30,4140.34
2038,2016-07-31,4140.28
2039,2016-08-01,4140.23
2040,2016-08-02,4140.18
2041,2016-08-03,4140.12
2042,2016-08-04,4140.07
2043,2016-08-05,4140.0
2044,2016-08-06,4139.97
2045,2016-08-07,4139.94
2046,2016-08-08,4139.89
2047,2016-08-09,4139.84
2048,2016-08-10,4139.8
2049,2016-08-11,4139.75
2050,2016-08-12,4139.72
2051,2016-08-13,4139.68
2052,2016-08-14,4139.65
2053,2016-08-15,4139.62
2054,2016-08-16,4139.57
2055,2016-08-17,4139.5
2056,2016-08-18,4139.44
2057,2016-08-19,4139.37
2058,2016-08-20,4139.3
2059,2016-08-21,4139.22
2060,2016-08-22,4139.17
2061,2016-08-23,4139.1
2062,2016-08-24,4139.06
2063,2016-08-25,4139.0
2064,2016-08-26,4138.94
2065,2016-08-27,4138.88
2066,2016-08-28,4138.83
2067,2016-08-29,4138.78
2068,2016-08-30,4138.77
2069,2016-08-31,4138.75
2070,2016-09-01,4138.72
2071,2016-09-02,4138.68
2072,2016-09-03,4138.66
2073,2016-09-04,4138.61
2074,2016-09-05,4138.55
2075,2016-09-06,4138.52
2076,2016-09-07,4138.49
2077,2016-09-08,4138.46
2078,2016-09-09,4138.45
2079,2016-09-10,4138.4
2080,2016-09-11,4138.39
2081,2016-09-12,4138.37
2082,2016-09-13,4138.33
2083,2016-09-14,4138.26
2084,2016-09-15,4138.23
2085,2016-09-16,4138.22
2086,2016-09-17,4138.21
2087,2016-09-18,4138.2
2088,2016-09-19,4138.21
2089,2016-09-20,4138.22
2090,2016-09-21,4138.22
2091,2016-09-22,4138.21
2092,2016-09-23,4138.09
2093,2016-09-24,4138.11
2094,2016-09-25,4138.12
2095,2016-09-26,4138.13
2096,2016-09-27,4138.14
2097,2016-09-28,4138.14
2098,2016-09-29,4138.14
2099,2016-09-30,4138.15
2100,2016-10-01,4138.1
2101,2016-10-02,4138.08
2102,2016-10-03,4138.01
2103,2016-10-04,4138.09
2104,2016-10-05,4138.11
2105,2016-10-06,4138.1
2106,2016-10-07,4138.12
2107,2016-10-08,4138.13
2108,2016-10-09,4138.13
2109,2016-10-10,4138.12
2110,2016-10-11,4138.09
2111,2016-10-12,4138.09
2112,2016-10-13,4137.94
2113,2016-10-14,4138.09
2114,2016-10-15,4137.99
2115,2016-10-16,4138.11
2116,2016-10-17,4138.22
2117,2016-10-18,4138.33
2118,2016-10-19,4138.34
2119,2016-10-20,4138.37
2120,2016-10-21,4138.4
2121,2016-10-22,4138.4
2122,2016-10-23,4138.36
2123,2016-10-24,4138.18
2124,2016-10-25,4138.41
2125,2016-10-26,4138.22
2126,2016-10-27,4138.42
2127,2016-10-28,4138.52
2128,2016-10-29,4138.56
2129,2016-10-30,4138.48
2130,2016-10-31,4138.59
2131,2016-11-01,4138.62
2132,2016-11-02,4138.66
2133,2016-11-03,4138.68
2134,2016-11-04,4138.69
2135,2016-11-05,4138.67
2136,2016-11-06,4138.69
2137,2016-11-07,4138.71
2138,2016-11-08,4138.73
2139,2016-11-09,4138.73
2140,2016-11-10,4138.73
2141,2016-11-11,4138.68
2142,2016-11-12,4138.72
2143,2016-11-13,4138.74
2144,2016-11-14,4138.71
2145,2016-11-15,4138.72
2146,2016-11-16,4138.73
2147,2016-11-17,4138.74
2148,2016-11-18,4138.75
2149,2016-11-19,4138.74
2150,2016-11-20,4138.88
2151,2016-11-21,4138.95
2152,2016-11-22,4138.88
2153,2016-11-23,4138.95
2154,2016-11-24,4138.9
2155,2016-11-25,4138.89
2156,2016-11-26,4138.9
2157,2016-11-27,4139.09
2158,2016-11-28,4139.23
2159,2016-11-29,4139.11
2160,2016-11-30,4139.17
2161,2016-12-01,4139.19
2162,2016-12-02,4139.18
2163,2016-12-03,4139.19
2164,2016-12-04,4139.23
2165,2016-12-05,4139.25
2166,2016-12-06,4139.29
2167,2016-12-07,4139.29
2168,2016-12-08,4139.31
2169,2016-12-09,4139.32
2170,2016-12-10,4139.46
2171,2016-12-11,4139.43
2172,2016-12-12,4139.48
2173,2016-12-13,4139.51
2174,2016-12-14,4139.62
2175,2016-12-15,4139.73
2176,2016-12-16,4139.83
2177,2016-12-17,4139.8
2178,2016-12-18,4139.82
2179,2016-12-19,4139.85
2180,2016-12-20,4139.89
2181,2016-12-21,4139.92
2182,2016-12-22,4139.93
2183,2016-12-23,4139.91
2184,2016-12-24,4139.91
2185,2016-12-25,4139.88
2186,2016-12-26,4139.86
2187,2016-12-27,4139.84
2188,2016-12-28,4139.85
2189,2016-12-29,4139.86
2190,2016-12-30,4139.89
2191,2016-12-31,4139.91
2192,2017-01-01,4139.92
2193,2017-01-02,4139.93
2194,2017-01-03,4139.96
2195,2017-01-04,4140.06
2196,2017-01-05,4140.07
2197,2017-01-06,4140.06
2198,2017-01-07,4140.11
2199,2017-01-08,4140.21
2200,2017-01-09,4140.27
2201,2017-01-10,4140.34
2202,2017-01-11,4140.4
2203,2017-01-12,4140.43
2204,2017-01-13,4140.45
2205,2017-01-14,4140.48
2206,2017-01-15,4140.51
2207,2017-01-16,4140.52
2208,2017-01-17,4140.53
2209,2017-01-18,4140.57
2210,2017-01-19,4140.62
2211,2017-01-20,4140.65
2212,2017-01-21,4140.67
2213,2017-01-22,4140.72
2214,2017-01-23,4140.75
2215,2017-01-24,4140.76
2216,2017-01-25,4140.76
2217,2017-01-26,4140.78
2218,2017-01-27,4140.78
2219,2017-01-28,4140.8
2220,2017-01-29,4140.81
2221,2017-01-30,4140.83
2222,2017-01-31,4140.85
2223,2017-02-01,4140.87
2224,2017-02-02,4140.9
2225,2017-02-03,4140.95
2226,2017-02-04,4140.98
2227,2017-02-05,4141.03
2228,2017-02-06,4141.09
2229,2017-02-07,4141.21
2230,2017-02-08,4141.28
2231,2017-02-09,4141.37
2232,2017-02-10,4141.46
2233,2017-02-11,4141.48
2234,2017-02-12,4141.53
2235,2017-02-13,4141.62
2236,2017-02-14,4141.72
2237,2017-02-15,4141.8
2238,2017-02-16,4141.91
2239,2017-02-17,4142.0
2240,2017-02-18,4142.09
2241,2017-02-19,4142.18
2242,2017-02-20,4142.27
2243,2017-02-21,4142.41
2244,2017-02-22,4142.5
2245,2017-02-23,4142.49
2246,2017-02-24,4142.4
2247,2017-02-25,4142.41
2248,2017-02-26,4142.39
2249,2017-02-27,4142.4
2250,2017-02-28,4142.39
2251,2017-03-01,4142.36
2252,2017-03-02,4142.36
2253,2017-03-03,4142.36
2254,2017-03-04,4142.39
2255,2017-03-05,4142.49
2256,2017-03-06,4142.47
2257,2017-03-07,4142.46
2258,2017-03-08,4142.53
2259,2017-03-09,4142.58
2260,2017-03-10,4142.64
2261,2017-03-11,4142.63
2262,2017-03-12,4142.63
2263,2017-03-13,4142.62
2264,2017-03-14,4142.6
2265,2017-03-15,4142.55
2266,2017-03-16,4142.59
2267,2017-03-17,4142.54
2268,2017-03-18,4142.51
2269,2017-03-19,4142.57
2270,2017-03-20,4142.48
2271,2017-03-21,4142.48
2272,2017-03-22,4142.63
2273,2017-03-23,4142.55
2274,2017-03-24,4142.51
2275,2017-03-25,4142.63
2276,2017-03-26,4142.6
2277,2017-03-27,4142.68
2278,2017-03-28,4142.64
2279,2017-03-29,4142.59
2280,2017-03-30,4142.82
2281,2017-03-31,4142.73
2282,2017-04-01,4142.72
2283,2017-04-02,4142.76
2284,2017-04-03,4142.74
2285,2017-04-04,4142.72
2286,2017-04-05,4142.69
2287,2017-04-06,4142.51
2288,2017-04-07,4142.69
2289,2017-04-08,4142.87
2290,2017-04-09,4142.78
2291,2017-04-10,4142.86
2292,2017-04-11,4142.77
2293,2017-04-12,4142.78
2294,2017-04-13,4142.89
2295,2017-04-14,4142.84
2296,2017-04-15,4142.81
2297,2017-04-16,4142.75
2298,2017-04-17,4142.7
2299,2017-04-18,4142.74
2300,2017-04-19,4142.67
2301,2017-04-20,4142.77
2302,2017-04-21,4142.76
2303,2017-04-22,4142.78
2304,2017-04-23,4142.79
2305,2017-04-24,4142.81
2306,2017-04-25,4142.8
2307,2017-04-26,4142.91
2308,2017-04-27,4142.96
2309,2017-04-28,4142.91
2310,2017-04-29,4142.88
2311,2017-04-30,4142.91
2312,2017-05-01,4142.85
2313,2017-05-02,4142.86
2314,2017-05-03,4142.85
2315,2017-05-04,4142.84
2316,2017-05-05,4142.93
2317,2017-05-06,4142.94
2318,2017-05-07,4142.88
2319,2017-05-08,4142.83
2320,2017-05-09,4142.81
2321,2017-05-10,4142.77
2322,2017-05-11,4142.69
2323,2017-05-12,4142.75
2324,2017-05-13,4142.73
2325,2017-05-14,4142.74
2326,2017-05-15,4142.73
2327,2017-05-16,4142.76
2328,2017-05-17,4142.73
2329,2017-05-18,4142.68
2330,2017-05-19,4142.67
2331,2017-05-20,4142.65
2332,2017-05-21,4142.62
2333,2017-05-22,4142.57
2334,2017-05-23,4142.55
2335,2017-05-24,4142.57
2336,2017-05-25,4142.5
2337,2017-05-26,4142.42
2338,2017-05-27,4142.39
2339,2017-05-28,4142.38
2340,2017-05-29,4142.36
2341,2017-05-30,4142.36
2342,2017-05-31,4142.31
2343,2017-06-01,4142.32
2344,2017-06-02,4142.3
2345,2017-06-03,4142.3
2346,2017-06-04,4142.29
2347,2017-06-05,4142.23
2348,2017-06-06,4142.21
2349,2017-06-07,4142.11
2350,2017-06-08,4142.09
2351,2017-06-09,4142.19
2352,2017-06-10,4142.14
2353,2017-06-11,4142.17
2354,2017-06-12,4142.24
2355,2017-06-13,4142.13
2356,2017-06-14,4142.09
2357,2017-06-15,4142.05
2358,2017-06-16,4142.07
2359,2017-06-17,4142.05
2360,2017-06-18,4142.03
2361,2017-06-19,4142.03
2362,2017-06-20,4142.01
2363,2017-06-21,4142.01
2364,2017-06-22,4141.97
2365,2017-06-23,4141.91
2366,2017-06-24,4141.87
2367,2017-06-25,4141.84
2368,2017-06-26,4141.8
2369,2017-06-27,4141.78
2370,2017-06-28,4141.74
2371,2017-06-29,4141.69
2372,2017-06-30,4141.66
2373,2017-07-01,4141.63
2374,2017-07-02,4141.58
2375,2017-07-03,4141.53
2376,2017-07-04,4141.45
2377,2017-07-05,4141.4
2378,2017-07-06,4141.37
2379,2017-07-07,4141.34
2380,2017-07-08,4141.31
2381,2017-07-09,4141.27
2382,2017-07-10,4141.22
2383,2017-07-11,4141.17
2384,2017-07-12,4141.12
2385,2017-07-13,4141.07
2386,2017-07-14,4141.04
2387,2017-07-15,4141.0
2388,2017-07-16,4140.95
2389,2017-07-17,4140.9
2390,2017-07-18,4140.85
2391,2017-07-19,4140.8
2392,2017-07-20,4140.74
2393,2017-07-21,4140.71
2394,2017-07-22,4140.69
2395,2017-07-23,4140.63
2396,2017-07-24,4140.59
2397,2017-07-25,4140.52
2398,2017-07-26,4140.51
2399,2017-07-27,4140.49
2400,2017-07-28,4140.47
2401,2017-07-29,4140.44
2402,2017-07-30,4140.4
2403,2017-07-31,4140.36
2404,2017-08-01,4140.33
2405,2017-08-02,4140.29
2406,2017-08-03,4140.23
2407,2017-08-04,4140.18
2408,2017-08-05,4140.12
2409,2017-08-06,4140.07
2410,2017-08-07,4140.05
2411,2017-08-08,4140.04
2412,2017-08-09,4140.03
2413,2017-08-10,4139.99
2414,2017-08-11,4140.0
2415,2017-08-12,4140.01
2416,2017-08-13,4139.97
2417,2017-08-14,4139.95
2418,2017-08-15,4139.91
2419,2017-08-16,4139.9
2420,2017-08-17,4139.83
2421,2017-08-18,4139.81
2422,2017-08-19,4139.8
2423,2017-08-20,4139.77
2424,2017-08-21,4139.71
2425,2017-08-22,4139.67
2426,2017-08-23,4139.65
2427,2017-08-24,4139.65
2428,2017-08-25,4139.62
2429,2017-08-26,4139.58
2430,2017-08-27,4139.54
2431,2017-08-28,4139.51
2432,2017-08-29,4139.48
2433,2017-08-30,4139.47
2434,2017-08-31,4139.42
2435,2017-09-01,4139.37
2436,2017-09-02,4139.35
2437,2017-09-03,4139.33
2438,2017-09-04,4139.31
2439,2017-09-05,4139.27
2440,2017-09-06,4139.21
2441,2017-09-07,4139.22
2442,2017-09-08,4139.21
2443,2017-09-09,4139.2
2444,2017-09-10,4139.16
2445,2017-09-11,4139.14
2446,2017-09-12,4139.09
2447,2017-09-13,4139.1
2448,2017-09-14,4139.07
2449,2017-09-15,4139.02
2450,2017-09-16,4138.97
2451,2017-09-17,4138.95
2452,2017-09-18,4139.03
2453,2017-09-19,4138.91
2454,2017-09-20,4138.94
2455,2017-09-21,4138.92
2456,2017-09-22,4138.91
2457,2017-09-23,4138.88
2458,2017-09-24,4138.86
2459,2017-09-25,4138.84
2460,2017-09-26,4138.83
2461,2017-09-27,4138.81
2462,2017-09-28,4138.79
2463,2017-09-29,4138.78
2464,2017-09-30,4138.81
2465,2017-10-01,4138.8
2466,2017-10-02,4138.73
2467,2017-10-03,4138.76
2468,2017-10-04,4138.69
2469,2017-10-05,4138.67
2470,2017-10-06,4138.67
2471,2017-10-07,4138.73
2472,2017-10-08,4138.69
2473,2017-10-09,4138.67
2474,2017-10-10,4138.71
2475,2017-10-11,4138.73
2476,2017-10-12,4138.68
2477,2017-10-13,4138.7
2478,2017-10-14,4138.68
2479,2017-10-15,4138.67
2480,2017-10-16,4138.68
2481,2017-10-17,4138.69
2482,2017-10-18,4138.7
2483,2017-10-19,4138.65
2484,2017-10-20,4138.72
2485,2017-10-21,4138.61
2486,2017-10-22,4138.75
2487,2017-10-23,4138.81
2488,2017-10-24,4138.83
2489,2017-10-25,4138.84
2490,2017-10-26,4138.85
2491,2017-10-27,4138.86
2492,2017-10-28,4138.86
2493,2017-10-29,4138.87
2494,2017-10-30,4139.01
2495,2017-10-31,4138.87
2496,2017-11-01,4138.86
2497,2017-11-02,4138.84
2498,2017-11-03,4138.88
2499,2017-11-04,4138.9
2500,2017-11-05,4138.84
2501,2017-11-06,4138.89
2502,2017-11-07,4138.92
2503,2017-11-08,4138.76
2504,2017-11-09,4138.92
2505,2017-11-10,4138.93
2506,2017-11-11,4139.0
2507,2017-11-12,4138.94
2508,2017-11-13,4138.98
2509,2017-11-14,4138.99
2510,2017-11-15,4138.95
2511,2017-11-16,4139.09
2512,2017-11-17,4139.14
2513,2017-11-18,4139.12
2514,2017-11-19,4139.11
2515,2017-11-20,4139.07
2516,2017-11-21,4139.18
2517,2017-11-22,4139.23
2518,2017-11-23,4139.24
2519,2017-11-24,4139.34
2520,2017-11-25,4139.32
2521,2017-11-26,4139.27
2522,2017-11-27,4139.46
2523,2017-11-28,4139.48
2524,2017-11-29,4139.54
2525,2017-11-30,4139.53
2526,2017-12-01,4139.55
2527,2017-12-02,4139.58
2528,2017-12-03,4139.68
2529,2017-12-04,4139.66
2530,2017-12-05,4139.69
2531,2017-12-06,4139.71
2532,2017-12-07,4139.71
2533,2017-12-08,4139.73
2534,2017-12-09,4139.74
2535,2017-12-10,4139.75
2536,2017-12-11,4139.76
2537,2017-12-12,4139.78
2538,2017-12-13,4139.8
2539,2017-12-14,4139.82
2540,2017-12-15,4139.83
2541,2017-12-16,4139.86
2542,2017-12-17,4139.88
2543,2017-12-18,4139.9
2544,2017-12-19,4139.93
2545,2017-12-20,4139.97
2546,2017-12-21,4139.97
2547,2017-12-22,4139.97
2548,2017-12-23,4139.99
2549,2017-12-24,4140.0
2550,2017-12-25,4140.03
2551,2017-12-26,4140.03
2552,2017-12-27,4140.05
2553,2017-12-28,4140.07
2554,2017-12-29,4140.08
2555,2017-12-30,4140.11
2556,2017-12-31,4140.14
2557,2018-01-01,4140.17
