,datetime,SPIRIT_LAKE_AT_TUNNEL_AT_SPIRIT_LAKE__WA.
975,2013-09-06,3442.08
976,2013-09-07,3442.05
977,2013-09-08,3442.01
978,2013-09-09,3441.98
979,2013-09-10,3441.94
980,2013-09-11,3441.91
981,2013-09-12,3441.88
982,2013-09-13,3441.85
983,2013-09-14,3441.81
984,2013-09-15,3441.79
985,2013-09-16,3441.75
986,2013-09-17,3441.71
987,2013-09-18,3441.7
988,2013-09-19,3441.65
989,2013-09-20,3441.62
990,2013-09-21,3441.6
991,2013-09-22,3441.63
992,2013-09-23,3441.65
993,2013-09-24,3441.63
994,2013-09-25,3441.59
995,2013-09-26,3441.58
996,2013-09-27,3441.69
997,2013-09-28,3442.02
998,2013-09-29,3442.44
999,2013-09-30,3442.73
1000,2013-10-01,3442.92
1001,2013-10-02,3443.03
1002,2013-10-03,3443.1
1003,2013-10-04,3443.17
1004,2013-10-05,3443.23
1005,2013-10-06,3443.28
1006,2013-10-07,3443.46
1007,2013-10-08,3443.63
1008,2013-10-09,3443.71
1009,2013-10-10,3443.78
1010,2013-10-11,3443.84
1011,2013-10-12,3443.92
1012,2013-10-13,3443.97
1013,2013-10-14,3444.03
1014,2013-10-15,3444.03
1015,2013-10-16,3443.97
1016,2013-10-17,3443.93
1017,2013-10-18,3443.87
1018,2013-10-19,3443.82
1019,2013-10-20,3443.76
1020,2013-10-21,3443.7
1021,2013-10-22,3443.65
1022,2013-10-23,3443.59
1023,2013-10-24,3443.54
1024,2013-10-25,3443.49
1025,2013-10-26,3443.45
1026,2013-10-27,3443.4
1027,2013-10-28,3443.35
1028,2013-10-29,3443.29
1029,2013-10-30,3443.24
1030,2013-10-31,3443.24
1031,2013-11-01,3443.2
1032,2013-11-02,3443.32
1033,2013-11-03,3443.25
1034,2013-11-04,3443.21
1035,2013-11-05,3443.19
1036,2013-11-06,3443.17
1037,2013-11-07,3443.35
1038,2013-11-08,3443.35
1039,2013-11-09,3443.33
1040,2013-11-10,3443.31
1041,2013-11-11,3443.27
1042,2013-11-12,3443.28
1043,2013-11-13,3443.26
1044,2013-11-14,3443.25
1045,2013-11-15,3443.28
1046,2013-11-16,3443.37
1047,2013-11-17,3443.36
1048,2013-11-18,3443.4
1049,2013-11-19,3443.49
1050,2013-11-20,3443.48
1051,2013-11-21,3443.46
1052,2013-11-22,3443.43
1053,2013-11-23,3443.4
1054,2013-11-24,3443.38
1055,2013-11-25,3443.35
1056,2013-11-26,3443.32
1057,2013-11-27,3443.28
1058,2013-11-28,3443.25
1059,2013-11-29,3443.22
1060,2013-11-30,3443.21
1061,2013-12-01,3443.88
1062,2013-12-02,3444.08
1063,2013-12-03,3444.12
1064,2013-12-04,3444.13
1065,2013-12-05,3444.11
1066,2013-12-06,3444.09
1067,2013-12-07,3444.05
1068,2013-12-08,3444.01
1069,2013-12-09,3443.97
1070,2013-12-10,3443.93
1071,2013-12-11,3443.89
1072,2013-12-12,3443.88
1073,2013-12-13,3443.86
1074,2013-12-14,3443.82
1075,2013-12-15,3443.79
1076,2013-12-16,3443.76
1077,2013-12-17,3443.72
1078,2013-12-18,3443.68
1079,2013-12-19,3443.64
1080,2013-12-20,3443.76
1081,2013-12-21,3443.79
1082,2013-12-22,3443.83
1083,2013-12-23,3443.94
1084,2013-12-24,3443.94
1085,2013-12-25,3443.92
1086,2013-12-26,3443.91
1087,2013-12-27,3443.89
1088,2013-12-28,3443.85
1089,2013-12-29,3443.82
1090,2013-12-30,3443.79
1091,2013-12-31,3443.77
1092,2014-01-01,3443.73
1093,2014-01-02,3443.77
1094,2014-01-03,3443.73
1095,2014-01-04,3443.69
1096,2014-01-05,3443.63
1097,2014-01-06,3443.61
1098,2014-01-07,3443.61
1099,2014-01-08,3443.69
1100,2014-01-09,3443.73
1101,2014-01-10,3443.75
1102,2014-01-11,3443.95
1103,2014-01-12,3444.16
1104,2014-01-13,3444.26
1105,2014-01-14,3444.28
1106,2014-01-15,3444.28
1107,2014-01-16,3444.27
1108,2014-01-17,3444.25
1109,2014-01-18,3444.23
1110,2014-01-19,3444.2
1111,2014-01-20,3444.17
1112,2014-01-21,3444.14
1113,2014-01-22,3444.1
1114,2014-01-23,3444.08
1115,2014-01-24,3444.02
1116,2014-01-25,3443.99
1117,2014-01-26,3443.95
1118,2014-01-27,3443.92
1119,2014-01-28,3443.91
1120,2014-01-29,3444.09
1121,2014-01-30,3444.12
1122,2014-01-31,3444.13
1123,2014-02-01,3444.1
1124,2014-02-02,3444.07
1125,2014-02-03,3444.03
1126,2014-02-04,3443.99
1127,2014-02-05,3443.93
1128,2014-02-06,3443.93
1129,2014-02-07,3443.89
1130,2014-02-08,3443.92
1131,2014-02-09,3443.88
1132,2014-02-10,3443.91
1133,2014-02-11,3443.89
1134,2014-02-12,3444.05
1135,2014-02-13,3444.17
1136,2014-02-14,3444.27
1137,2014-02-15,3444.52
1138,2014-02-16,3444.56
1139,2014-02-17,3444.75
1140,2014-02-18,3444.86
1141,2014-02-19,3444.89
1142,2014-02-20,3444.93
1143,2014-02-21,3444.91
1144,2014-02-22,3444.86
1145,2014-02-23,3444.83
1146,2014-02-24,3444.86
1147,2014-02-25,3444.85
1148,2014-02-26,3444.79
1149,2014-02-27,3444.75
1150,2014-02-28,3444.73
1151,2014-03-01,3444.7
1152,2014-03-02,3444.75
1153,2014-03-03,3444.87
1154,2014-03-04,3444.9
1155,2014-03-05,3445.28
1156,2014-03-06,3445.76
1157,2014-03-07,3445.89
1158,2014-03-08,3446.25
1159,2014-03-09,3446.69
1160,2014-03-10,3446.95
1161,2014-03-11,3447.02
1162,2014-03-12,3447.04
1163,2014-03-13,3447.05
1164,2014-03-14,3447.12
1165,2014-03-15,3447.12
1166,2014-03-16,3447.25
1167,2014-03-17,3447.28
1168,2014-03-18,3447.28
1169,2014-03-19,3447.3
1170,2014-03-20,3447.27
1171,2014-03-21,3447.23
1172,2014-03-22,3447.16
1173,2014-03-23,3447.11
1174,2014-03-24,3447.04
1175,2014-03-25,3447.1
1176,2014-03-26,3447.08
1177,2014-03-27,3447.06
1178,2014-03-28,3447.09
1179,2014-03-29,3447.17
1180,2014-03-30,3447.15
1181,2014-03-31,3447.09
1182,2014-04-01,3447.05
1183,2014-04-02,3446.99
1184,2014-04-03,3446.96
1185,2014-04-04,3446.92
1186,2014-04-05,3446.94
1187,2014-04-06,3446.94
1188,2014-04-07,3446.92
1189,2014-04-08,3446.97
1190,2014-04-09,3447.0
1191,2014-04-10,3446.99
1192,2014-04-11,3446.99
1193,2014-04-12,3446.97
1194,2014-04-13,3446.93
1195,2014-04-14,3446.91
1196,2014-04-15,3446.89
1197,2014-04-16,3446.9
1198,2014-04-17,3447.02
1199,2014-04-18,3447.02
1200,2014-04-19,3447.05
1201,2014-04-20,3447.03
1202,2014-04-21,3446.99
1203,2014-04-22,3447.0
1204,2014-04-23,3447.05
1205,2014-04-24,3447.13
1206,2014-04-25,3447.11
1207,2014-04-26,3447.11
1208,2014-04-27,3447.14
1209,2014-04-28,3447.1
1210,2014-04-29,3447.04
1211,2014-04-30,3447.02
1212,2014-05-01,3447.02
1213,2014-05-02,3447.03
1214,2014-05-03,3447.11
1215,2014-05-04,3447.19
1216,2014-05-05,3447.24
1217,2014-05-06,3447.25
1218,2014-05-07,3447.23
1219,2014-05-08,3447.32
1220,2014-05-09,3447.47
1221,2014-05-10,3447.5
1222,2014-05-11,3447.5
1223,2014-05-12,3447.47
1224,2014-05-13,3447.45
1225,2014-05-14,3447.44
1226,2014-05-15,3447.45
1227,2014-05-16,3447.45
1228,2014-05-17,3447.44
1229,2014-05-18,3447.46
1230,2014-05-19,3447.44
1231,2014-05-20,3447.41
1232,2014-05-21,3447.38
1233,2014-05-22,3447.38
1234,2014-05-23,3447.38
1235,2014-05-24,3447.35
1236,2014-05-25,3447.33
1237,2014-05-26,3447.33
1238,2014-05-27,3447.29
1239,2014-05-28,3447.29
1240,2014-05-29,3447.22
1241,2014-05-30,3447.16
1242,2014-05-31,3447.1
1243,2014-06-01,3447.05
1244,2014-06-02,3447.0
1245,2014-06-03,3446.94
1246,2014-06-04,3446.88
1247,2014-06-05,3446.82
1248,2014-06-06,3446.74
1249,2014-06-07,3446.67
1250,2014-06-08,3446.61
1251,2014-06-09,3446.54
1252,2014-06-10,3446.47
1253,2014-06-11,3446.4
1254,2014-06-12,3446.35
1255,2014-06-13,3446.41
1256,2014-06-14,3446.35
1257,2014-06-15,3446.31
1258,2014-06-16,3446.27
1259,2014-06-17,3446.22
1260,2014-06-18,3446.15
1261,2014-06-19,3446.08
1262,2014-06-20,3446.0
1263,2014-06-21,3445.94
1264,2014-06-22,3445.86
1265,2014-06-23,3445.79
1266,2014-06-24,3445.72
1267,2014-06-25,3445.66
1268,2014-06-26,3445.61
1269,2014-06-27,3445.62
1270,2014-06-28,3445.58
1271,2014-06-29,3445.53
1272,2014-06-30,3445.47
1273,2014-07-01,3445.4
1274,2014-07-02,3445.33
1275,2014-07-03,3445.26
1276,2014-07-04,3445.18
1277,2014-07-05,3445.1
1278,2014-07-06,3445.03
1279,2014-07-07,3444.96
1280,2014-07-08,3444.89
1281,2014-07-09,3444.8
1282,2014-07-10,3444.73
1283,2014-07-11,3444.65
1284,2014-07-12,3444.57
1285,2014-07-13,3444.51
1286,2014-07-14,3444.42
1287,2014-07-15,3444.35
1288,2014-07-16,3444.28
1289,2014-07-17,3444.19
1290,2014-07-18,3444.12
1291,2014-07-19,3444.04
1292,2014-07-20,3443.96
1293,2014-07-21,3443.88
1294,2014-07-22,3443.83
1295,2014-07-23,3443.83
1296,2014-07-24,3443.77
1297,2014-07-25,3443.71
1298,2014-07-26,3443.64
1299,2014-07-27,3443.58
1300,2014-07-28,3443.52
1301,2014-07-29,3443.46
1302,2014-07-30,3443.4
1303,2014-07-31,3443.34
1304,2014-08-01,3443.28
1305,2014-08-02,3443.22
1306,2014-08-03,3443.17
1307,2014-08-04,3443.11
1308,2014-08-05,3443.05
1309,2014-08-06,3442.99
1310,2014-08-07,3442.93
1311,2014-08-08,3442.87
1312,2014-08-09,3442.81
1313,2014-08-10,3442.76
1314,2014-08-11,3442.71
1315,2014-08-12,3442.74
1316,2014-08-13,3442.71
1317,2014-08-14,3442.66
1318,2014-08-15,3442.6
1319,2014-08-16,3442.56
1320,2014-08-17,3442.52
1321,2014-08-18,3442.47
1322,2014-08-19,3442.42
1323,2014-08-20,3442.38
1324,2014-08-21,3442.32
1325,2014-08-22,3442.28
1326,2014-08-23,3442.23
1327,2014-08-24,3442.19
1328,2014-08-25,3442.15
1329,2014-08-26,3442.11
1330,2014-08-27,3442.06
1331,2014-08-28,3442.03
1332,2014-08-29,3441.98
1333,2014-08-30,3441.97
1334,2014-08-31,3441.91
1335,2014-09-01,3441.87
1336,2014-09-02,3441.87
1337,2014-09-03,3441.83
1338,2014-09-04,3441.79
1339,2014-09-05,3441.75
1340,2014-09-06,3441.71
1341,2014-09-07,3441.68
1342,2014-09-08,3441.64
1343,2014-09-09,3441.6
1344,2014-09-10,3441.57
1345,2014-09-11,3441.53
1346,2014-09-12,3441.48
1347,2014-09-13,3441.44
1348,2014-09-14,3441.4
1349,2014-09-15,3441.38
1350,2014-09-16,3441.35
1351,2014-09-17,3441.32
1352,2014-09-18,3441.31
1353,2014-09-19,3441.28
1354,2014-09-20,3441.25
1355,2014-09-21,3441.23
1356,2014-09-22,3441.21
1357,2014-09-23,3441.25
1358,2014-09-24,3441.32
1359,2014-09-25,3441.29
1360,2014-09-26,3441.3
1361,2014-09-27,3441.28
1362,2014-09-28,3441.25
1363,2014-09-29,3441.25
1364,2014-09-30,3441.28
1365,2014-10-01,3441.26
1366,2014-10-02,3441.25
1367,2014-10-03,3441.27
1368,2014-10-04,3441.3
1369,2014-10-05,3441.32
1370,2014-10-06,3441.33
1371,2014-10-07,3441.36
1372,2014-10-08,3441.37
1373,2014-10-09,3441.39
1374,2014-10-10,3441.4
1375,2014-10-11,3441.49
1376,2014-10-12,3441.5
1377,2014-10-13,3441.51
1378,2014-10-14,3441.61
1379,2014-10-15,3441.71
1380,2014-10-16,3441.73
1381,2014-10-17,3441.83
1382,2014-10-18,3441.87
1383,2014-10-19,3441.89
1384,2014-10-20,3441.88
1385,2014-10-21,3441.92
1386,2014-10-22,3442.13
1387,2014-10-23,3442.19
1388,2014-10-24,3442.26
1389,2014-10-25,3442.43
1390,2014-10-26,3442.56
1391,2014-10-27,3442.57
1392,2014-10-28,3442.65
1393,2014-10-29,3442.67
1394,2014-10-30,3442.87
1395,2014-10-31,3442.97
1396,2014-11-01,3443.01
1397,2014-11-02,3443.11
1398,2014-11-03,3443.16
1399,2014-11-04,3443.28
1400,2014-11-05,3443.31
1401,2014-11-06,3443.43
1402,2014-11-07,3443.46
1403,2014-11-08,3443.46
1404,2014-11-09,3443.61
1405,2014-11-10,3443.61
1406,2014-11-11,3443.6
1407,2014-11-12,3443.54
1408,2014-11-13,3443.54
1409,2014-11-14,3443.52
1410,2014-11-15,3443.48
1411,2014-11-16,3443.45
1412,2014-11-17,3443.41
1413,2014-11-18,3443.38
1414,2014-11-19,3443.35
1415,2014-11-20,3443.32
1416,2014-11-21,3443.51
1417,2014-11-22,3443.51
1418,2014-11-23,3443.6
1419,2014-11-24,3443.66
1420,2014-11-25,3444.33
1421,2014-11-26,3444.51
1422,2014-11-27,3444.61
1423,2014-11-28,3444.83
1424,2014-11-29,3444.9
1425,2014-11-30,3444.91
1426,2014-12-01,3444.89
1427,2014-12-02,3444.87
1428,2014-12-03,3444.84
1429,2014-12-04,3444.81
1430,2014-12-05,3444.84
1431,2014-12-06,3444.9
1432,2014-12-07,3444.87
1433,2014-12-08,3444.85
1434,2014-12-09,3445.05
1435,2014-12-10,3445.48
1436,2014-12-11,3445.7
1437,2014-12-12,3445.79
1438,2014-12-13,3445.82
1439,2014-12-14,3445.83
1440,2014-12-15,3445.79
1441,2014-12-16,3445.78
1442,2014-12-17,3445.77
1443,2014-12-18,3445.81
1444,2014-12-19,3445.85
1445,2014-12-20,3446.15
1446,2014-12-21,3446.46
1447,2014-12-22,3446.55
1448,2014-12-23,3446.66
1449,2014-12-24,3446.76
1450,2014-12-25,3446.78
1451,2014-12-26,3446.76
1452,2014-12-27,3446.86
1453,2014-12-28,3446.87
1454,2014-12-29,3446.81
1455,2014-12-30,3446.75
1456,2014-12-31,3446.68
1457,2015-01-01,3446.61
1458,2015-01-02,3446.55
1459,2015-01-03,3446.49
1460,2015-01-04,3446.56
1461,2015-01-05,3446.92
1462,2015-01-06,3446.95
1463,2015-01-07,3446.93
1464,2015-01-08,3446.91
1465,2015-01-09,3446.87
1466,2015-01-10,3446.83
1467,2015-01-11,3446.79
1468,2015-01-12,3446.75
1469,2015-01-13,3446.71
1470,2015-01-14,3446.67
1471,2015-01-15,3446.66
1472,2015-01-16,3446.62
1473,2015-01-17,3446.9
1474,2015-01-18,3447.09
1475,2015-01-19,3447.14
1476,2015-01-20,3447.14
1477,2015-01-21,3447.11
1478,2015-01-22,3447.06
1479,2015-01-23,3447.09
1480,2015-01-24,3447.12
1481,2015-01-25,3447.12
1482,2015-01-26,3447.1
1483,2015-01-27,3447.08
1484,2015-01-28,3447.03
1485,2015-01-29,3446.98
1486,2015-01-30,3446.92
1487,2015-01-31,3446.86
1488,2015-02-01,3446.85
1489,2015-02-02,3446.83
1490,2015-02-03,3446.79
1491,2015-02-04,3446.74
1492,2015-02-05,3446.88
1493,2015-02-06,3447.17
1494,2015-02-07,3447.41
1495,2015-02-08,3447.53
1496,2015-02-09,3447.72
1497,2015-02-10,3447.81
1498,2015-02-11,3447.85
1499,2015-02-12,3447.83
1500,2015-02-13,3447.8
1501,2015-02-14,3447.76
1502,2015-02-15,3447.7
1503,2015-02-16,3447.63
1504,2015-02-17,3447.56
1505,2015-02-18,3447.49
1506,2015-02-19,3447.44
1507,2015-02-20,3447.37
1508,2015-02-21,3447.29
1509,2015-02-22,3447.2
1510,2015-02-23,3447.11
1511,2015-02-24,3447.03
1512,2015-02-25,3446.98
1513,2015-02-26,3446.94
1514,2015-02-27,3446.9
1515,2015-02-28,3446.81
1516,2015-03-01,3446.73
1517,2015-03-02,3446.64
1518,2015-03-03,3446.55
1519,2015-03-04,3446.45
1520,2015-03-05,3446.36
1521,2015-03-06,3446.28
1522,2015-03-07,3446.19
1523,2015-03-08,3446.12
1524,2015-03-09,3446.03
1525,2015-03-10,3445.93
1526,2015-03-11,3445.9
1527,2015-03-12,3445.8
1528,2015-03-13,3445.72
1529,2015-03-14,3445.83
1530,2015-03-15,3446.09
1531,2015-03-16,3446.07
1532,2015-03-17,3446.03
1533,2015-03-18,3445.99
1534,2015-03-19,3445.93
1535,2015-03-20,3445.92
1536,2015-03-21,3445.93
1537,2015-03-22,3445.93
1538,2015-03-23,3445.93
1539,2015-03-24,3445.97
1540,2015-03-25,3445.98
1541,2015-03-26,3445.96
1542,2015-03-27,3445.99
1543,2015-03-28,3446.06
1544,2015-03-29,3446.03
1545,2015-03-30,3446.0
1546,2015-03-31,3446.04
1547,2015-04-01,3446.04
1548,2015-04-02,3446.01
1549,2015-04-03,3445.98
1550,2015-04-04,3445.94
1551,2015-04-05,3445.92
1552,2015-04-06,3445.84
1553,2015-04-07,3445.81
1554,2015-04-08,3445.81
1555,2015-04-09,3445.74
1556,2015-04-10,3445.7
1557,2015-04-11,3445.73
1558,2015-04-12,3445.69
1559,2015-04-13,3445.68
1560,2015-04-14,3445.67
1561,2015-04-15,3445.62
1562,2015-04-16,3445.57
1563,2015-04-17,3445.52
1564,2015-04-18,3445.48
1565,2015-04-19,3445.44
1566,2015-04-20,3445.39
1567,2015-04-21,3445.43
1568,2015-04-22,3445.47
1569,2015-04-23,3445.55
1570,2015-04-24,3445.66
1571,2015-04-25,3445.73
1572,2015-04-26,3445.8
1573,2015-04-27,3445.86
1574,2015-04-28,3445.93
1575,2015-04-29,3446.0
1576,2015-04-30,3446.05
1577,2015-05-01,3446.1
1578,2015-05-02,3446.15
1579,2015-05-03,3446.2
1580,2015-05-04,3446.27
1581,2015-05-05,3446.38
1582,2015-05-06,3446.42
1583,2015-05-07,3446.47
1584,2015-05-08,3446.51
1585,2015-05-09,3446.49
1586,2015-05-10,3446.39
1587,2015-05-11,3446.31
1588,2015-05-12,3446.23
1589,2015-05-13,3446.17
1590,2015-05-14,3446.08
1591,2015-05-15,3445.99
1592,2015-05-16,3445.91
1593,2015-05-17,3445.82
1594,2015-05-18,3445.75
1595,2015-05-19,3445.69
1596,2015-05-20,3445.61
1597,2015-05-21,3445.53
1598,2015-05-22,3445.45
1599,2015-05-23,3445.35
1600,2015-05-24,3445.26
1601,2015-05-25,3445.17
1602,2015-05-26,3445.1
1603,2015-05-27,3445.01
1604,2015-05-28,3444.93
1605,2015-05-29,3444.86
1606,2015-05-30,3444.78
1607,2015-05-31,3444.7
1608,2015-06-01,3444.62
1609,2015-06-02,3444.59
1610,2015-06-03,3444.52
1611,2015-06-04,3444.45
1612,2015-06-05,3444.38
1613,2015-06-06,3444.3
1614,2015-06-07,3444.24
1615,2015-06-08,3444.16
1616,2015-06-09,3444.09
1617,2015-06-10,3444.01
1618,2015-06-11,3443.94
1619,2015-06-12,3443.86
1620,2015-06-13,3443.8
1621,2015-06-14,3443.73
1622,2015-06-15,3443.66
1623,2015-06-16,3443.61
1624,2015-06-17,3443.56
1625,2015-06-18,3443.49
1626,2015-06-19,3443.44
1627,2015-06-20,3443.38
1628,2015-06-21,3443.32
1629,2015-06-22,3443.26
1630,2015-06-23,3443.21
1631,2015-06-24,3443.15
1632,2015-06-25,3443.1
1633,2015-06-26,3443.05
1634,2015-06-27,3443.01
1635,2015-06-28,3442.95
1636,2015-06-29,3442.91
1637,2015-06-30,3442.86
1638,2015-07-01,3442.82
1639,2015-07-02,3442.77
1640,2015-07-03,3442.72
1641,2015-07-04,3442.68
1642,2015-07-05,3442.64
1643,2015-07-06,3442.58
1644,2015-07-07,3442.51
1645,2015-07-08,3442.48
1646,2015-07-09,3442.44
1647,2015-07-10,3442.39
1648,2015-07-11,3442.34
1649,2015-07-12,3442.3
1650,2015-07-13,3442.26
1651,2015-07-14,3442.2
1652,2015-07-15,3442.16
1653,2015-07-16,3442.12
1654,2015-07-17,3442.08
1655,2015-07-18,3442.04
1656,2015-07-19,3442.01
1657,2015-07-20,3441.96
1658,2015-07-21,3441.92
1659,2015-07-22,3441.88
1660,2015-07-23,3441.84
1661,2015-07-24,3441.8
1662,2015-07-25,3441.79
1663,2015-07-26,3441.78
1664,2015-07-27,3441.74
1665,2015-07-28,3441.71
1666,2015-07-29,3441.69
1667,2015-07-30,3441.65
1668,2015-07-31,3441.63
1669,2015-08-01,3441.6
1670,2015-08-02,3441.56
1671,2015-08-03,3441.49
1672,2015-08-04,3441.45
1673,2015-08-05,3441.41
1674,2015-08-06,3441.37
1675,2015-08-07,3441.35
1676,2015-08-08,3441.32
1677,2015-08-09,3441.3
1678,2015-08-10,3441.26
1679,2015-08-11,3441.25
1680,2015-08-12,3441.22
1681,2015-08-13,3441.2
1682,2015-08-14,3441.23
1683,2015-08-15,3441.19
1684,2015-08-16,3441.17
1685,2015-08-17,3441.14
1686,2015-08-18,3441.12
1687,2015-08-19,3441.08
1688,2015-08-20,3441.05
1689,2015-08-21,3441.01
1690,2015-08-22,3440.99
1691,2015-08-23,3440.96
1692,2015-08-24,3440.93
1693,2015-08-25,3440.92
1694,2015-08-26,3440.89
1695,2015-08-27,3440.86
1696,2015-08-28,3440.86
1697,2015-08-29,3440.83
1698,2015-08-30,3440.96
1699,2015-08-31,3440.94
1700,2015-09-01,3440.94
1701,2015-09-02,3440.95
1702,2015-09-03,3440.93
1703,2015-09-04,3440.9
1704,2015-09-05,3440.91
1705,2015-09-06,3440.91
1706,2015-09-07,3440.9
1707,2015-09-08,3440.9
1708,2015-09-09,3440.88
1709,2015-09-10,3440.87
1710,2015-09-11,3440.85
1711,2015-09-12,3440.83
1712,2015-09-13,3440.81
1713,2015-09-14,3440.78
1714,2015-09-15,3440.77
1715,2015-09-16,3440.74
1716,2015-09-17,3440.76
1717,2015-09-18,3440.75
1718,2015-09-19,3440.74
1719,2015-09-20,3440.73
1720,2015-09-21,3440.73
1721,2015-09-22,3440.72
1722,2015-09-23,3440.7
1723,2015-09-24,3440.69
1724,2015-09-25,3440.68
1725,2015-09-26,3440.66
1726,2015-09-27,3440.64
1727,2015-09-28,3440.62
1728,2015-09-29,3440.59
1729,2015-09-30,3440.58
1730,2015-10-01,3440.56
1731,2015-10-02,3440.55
1732,2015-10-03,3440.53
1733,2015-10-04,3440.52
1734,2015-10-05,3440.5
1735,2015-10-06,3440.48
1736,2015-10-07,3440.52
1737,2015-10-08,3440.52
1738,2015-10-09,3440.51
1739,2015-10-10,3440.62
1740,2015-10-11,3440.61
1741,2015-10-12,3440.61
1742,2015-10-13,3440.59
1743,2015-10-14,3440.58
1744,2015-10-15,3440.56
1745,2015-10-16,3440.55
1746,2015-10-17,3440.55
1747,2015-10-18,3440.56
1748,2015-10-19,3440.56
1749,2015-10-20,3440.53
1750,2015-10-21,3440.53
1751,2015-10-22,3440.51
1752,2015-10-23,3440.5
1753,2015-10-24,3440.47
1754,2015-10-25,3440.53
1755,2015-10-26,3440.63
1756,2015-10-27,3440.62
1757,2015-10-28,3440.65
1758,2015-10-29,3440.66
1759,2015-10-30,3440.97
1760,2015-10-31,3441.42
1761,2015-11-01,3441.68
1762,2015-11-02,3441.77
1763,2015-11-03,3441.81
1764,2015-11-04,3441.83
1765,2015-11-05,3441.92
1766,2015-11-06,3441.95
1767,2015-11-07,3441.99
1768,2015-11-08,3442.02
1769,2015-11-09,3442.05
1770,2015-11-10,3442.04
1771,2015-11-11,3442.08
1772,2015-11-12,3442.11
1773,2015-11-13,3442.25
1774,2015-11-14,3442.35
1775,2015-11-15,3442.49
1776,2015-11-16,3442.62
1777,2015-11-17,3443.35
1778,2015-11-18,3443.59
1779,2015-11-19,3443.7
1780,2015-11-20,3443.75
1781,2015-11-21,3443.77
1782,2015-11-22,3443.77
1783,2015-11-23,3443.8
1784,2015-11-24,3443.8
1785,2015-11-25,3443.78
1786,2015-11-26,3443.75
1787,2015-11-27,3443.72
1788,2015-11-28,3443.7
1789,2015-11-29,3443.66
1790,2015-11-30,3443.63
1791,2015-12-01,3443.63
1792,2015-12-02,3443.72
1793,2015-12-03,3443.98
1794,2015-12-04,3444.01
1795,2015-12-05,3444.17
1796,2015-12-06,3444.35
1797,2015-12-07,3444.73
1798,2015-12-08,3445.79
1799,2015-12-09,3446.61
1800,2015-12-10,3446.98
1801,2015-12-11,3447.13
1802,2015-12-12,3447.23
1803,2015-12-13,3447.27
1804,2015-12-14,3447.22
1805,2015-12-15,3447.18
1806,2015-12-16,3447.14
1807,2015-12-17,3447.24
1808,2015-12-18,3447.35
1809,2015-12-19,3447.31
1810,2015-12-20,3447.33
1811,2015-12-21,3447.46
1812,2015-12-22,3447.43
1813,2015-12-23,3447.49
1814,2015-12-24,3447.42
1815,2015-12-25,3447.33
1816,2015-12-26,3447.23
1817,2015-12-27,3447.16
1818,2015-12-28,3447.08
1819,2015-12-29,3446.98
1820,2015-12-30,3446.88
1821,2015-12-31,3446.77
1822,2016-01-01,3446.69
1823,2016-01-02,3446.57
1824,2016-01-03,3446.54
1825,2016-01-04,3446.46
1826,2016-01-05,3446.41
1827,2016-01-06,3446.33
1828,2016-01-07,3446.3
1829,2016-01-08,3446.34
1830,2016-01-09,3446.39
1831,2016-01-10,3446.41
1832,2016-01-11,3446.47
1833,2016-01-12,3446.77
1834,2016-01-13,3446.97
1835,2016-01-14,3447.04
1836,2016-01-15,3447.08
1837,2016-01-16,3447.27
1838,2016-01-17,3447.48
1839,2016-01-18,3447.56
1840,2016-01-19,3447.68
1841,2016-01-20,3447.83
1842,2016-01-21,3448.03
1843,2016-01-22,3448.23
1844,2016-01-23,3448.41
1845,2016-01-24,3448.5
1846,2016-01-25,3448.58
1847,2016-01-26,3448.68
1848,2016-01-27,3448.81
1849,2016-01-28,3449.41
1850,2016-01-29,3449.74
1851,2016-01-30,3449.92
1852,2016-01-31,3450.04
1853,2016-02-01,3450.13
1854,2016-02-02,3450.22
1855,2016-02-03,3450.35
1856,2016-02-04,3450.52
1857,2016-02-05,3450.65
1858,2016-02-06,3450.73
1859,2016-02-07,3450.79
1860,2016-02-08,3450.88
1861,2016-02-09,3450.99
1862,2016-02-10,3451.08
1863,2016-02-11,3451.28
1864,2016-02-12,3451.47
1865,2016-02-13,3451.69
1866,2016-02-14,3452.22
1867,2016-02-15,3452.57
1868,2016-02-16,3452.95
1869,2016-02-17,3453.26
1870,2016-02-18,3453.53
1871,2016-02-19,3453.8
1872,2016-02-20,3453.95
1873,2016-02-21,3454.08
1874,2016-02-22,3454.19
1875,2016-02-23,3454.27
1876,2016-02-24,3454.36
1877,2016-02-25,3454.44
1878,2016-02-26,3454.56
1879,2016-02-27,3454.73
1880,2016-02-28,3454.93
1881,2016-02-29,3455.12
1882,2016-03-01,3455.44
1883,2016-03-02,3455.64
1884,2016-03-03,3455.84
1885,2016-03-04,3455.97
1886,2016-03-05,3456.25
1887,2016-03-06,3456.56
1888,2016-03-07,3456.76
1889,2016-03-08,3456.92
1890,2016-03-09,3457.17
1891,2016-03-10,3457.63
1892,2016-03-11,3457.73
1893,2016-03-12,3457.66
1894,2016-03-13,3457.64
1895,2016-03-14,3457.56
1896,2016-03-15,3457.42
1897,2016-03-16,3457.23
1898,2016-03-17,3457.05
1899,2016-03-18,3456.85
1900,2016-03-19,3456.64
1901,2016-03-20,3456.53
1902,2016-03-21,3456.46
1903,2016-03-22,3456.42
1904,2016-03-23,3456.25
1905,2016-03-24,3456.16
