,datetime,SWIFT_RESERVOIR_NEAR_COUGAR__WA.
987,2013-09-14,642787.36
988,2013-09-15,642787.5
989,2013-09-16,642786.81
990,2013-09-17,642787.0
991,2013-09-18,642787.09
992,2013-09-19,642787.33
993,2013-09-20,642786.89
994,2013-09-21,642787.15
995,2013-09-22,642787.32
996,2013-09-23,642787.86
997,2013-09-24,642788.26
998,2013-09-25,642787.97
999,2013-09-26,642787.7
1000,2013-09-27,642786.2
1001,2013-09-28,642786.68
1002,2013-09-29,642788.45
1003,2013-09-30,642792.24
1004,2013-10-01,642793.66
1005,2013-10-02,642794.53
1006,2013-10-03,642794.43
1007,2013-10-04,642794.12
1008,2013-10-05,642794.03
1009,2013-10-06,642793.78
1010,2013-10-07,642793.54
1011,2013-10-08,642793.5
1012,2013-10-09,642793.34
1013,2013-10-10,642793.1
1014,2013-10-11,642793.33
1015,2013-10-12,642793.45
1016,2013-10-13,642793.65
1017,2013-10-14,642793.47
1018,2013-10-15,642793.22
1019,2013-10-16,642793.13
1020,2013-10-17,642792.79
1021,2013-10-18,642792.66
1022,2013-10-19,642792.73
1023,2013-10-20,642792.79
1024,2013-10-21,642792.7
1025,2013-10-22,642792.43
1026,2013-10-23,642791.75
1027,2013-10-24,642790.8
1028,2013-10-25,642789.94
1029,2013-10-26,642788.83
1030,2013-10-27,642787.54
1031,2013-10-28,642786.56
1032,2013-10-29,642785.43
1033,2013-10-30,642784.88
1034,2013-10-31,642784.68
1035,2013-11-01,642783.79
1036,2013-11-02,642783.93
1037,2013-11-03,642784.27
1038,2013-11-04,642783.46
1039,2013-11-05,642783.37
1040,2013-11-06,642782.61
1041,2013-11-07,642783.08
1042,2013-11-08,642783.75
1043,2013-11-09,642784.15
1044,2013-11-10,642784.47
1045,2013-11-11,642784.04
1046,2013-11-12,642783.36
1047,2013-11-13,642782.98
1048,2013-11-14,642782.6
1049,2013-11-15,642782.94
1050,2013-11-16,642783.39
1051,2013-11-17,642783.75
1052,2013-11-18,642784.44
1053,2013-11-19,642788.0
1054,2013-11-20,642789.72
1055,2013-11-21,642790.91
1056,2013-11-22,642791.29
1057,2013-11-23,642791.22
1058,2013-11-24,642791.46
1059,2013-11-25,642791.5
1060,2013-11-26,642790.88
1061,2013-11-27,642790.2
1062,2013-11-28,642789.64
1063,2013-11-29,642788.62
1064,2013-11-30,642788.4
1065,2013-12-01,642790.56
1066,2013-12-02,642793.3
1067,2013-12-03,642793.83
1068,2013-12-04,642794.38
1069,2013-12-05,642794.31
1070,2013-12-06,642794.0
1071,2013-12-07,642793.56
1072,2013-12-08,642792.49
1073,2013-12-09,642791.55
1074,2013-12-10,642790.24
1075,2013-12-11,642788.79
1076,2013-12-12,642789.0
1077,2013-12-13,642789.47
1078,2013-12-14,642789.73
1079,2013-12-15,642790.34
1080,2013-12-16,642790.06
1081,2013-12-17,642790.06
1082,2013-12-18,642790.75
1083,2013-12-19,642790.16
1084,2013-12-20,642790.24
1085,2013-12-21,642790.26
1086,2013-12-22,642790.38
1087,2013-12-23,642791.2
1088,2013-12-24,642791.75
1089,2013-12-25,642792.14
1090,2013-12-26,642791.7
1091,2013-12-27,642791.43
1092,2013-12-28,642790.9
1093,2013-12-29,642791.03
1094,2013-12-30,642791.19
1095,2013-12-31,642791.48
1096,2014-01-01,642791.02
1097,2014-01-02,642791.01
1098,2014-01-03,642791.32
1099,2014-01-04,642791.46
1100,2014-01-05,642791.12
1101,2014-01-06,642790.39
1102,2014-01-07,642788.81
1103,2014-01-08,642787.07
1104,2014-01-09,642785.33
1105,2014-01-10,642785.8
1106,2014-01-11,642787.56
1107,2014-01-12,642789.69
1108,2014-01-13,642792.31
1109,2014-01-14,642794.85
1110,2014-01-15,642796.29
1111,2014-01-16,642796.47
1112,2014-01-17,642796.89
1113,2014-01-18,642798.22
1114,2014-01-19,642797.54
1115,2014-01-20,642796.78
1116,2014-01-21,642795.8
1117,2014-01-22,642794.96
1118,2014-01-23,642794.26
1119,2014-01-24,642793.1
1120,2014-01-25,642791.13
1121,2014-01-26,642788.78
1122,2014-01-27,642786.29
1123,2014-01-28,642785.65
1124,2014-01-29,642785.35
1125,2014-01-30,642785.58
1126,2014-01-31,642785.03
1127,2014-02-01,642785.24
1128,2014-02-02,642785.68
1129,2014-02-03,642785.05
1130,2014-02-04,642785.07
1131,2014-02-05,642784.51
1132,2014-02-06,642782.04
1133,2014-02-07,642779.45
1134,2014-02-08,642777.27
1135,2014-02-09,642774.99
1136,2014-02-10,642773.17
1137,2014-02-11,642771.56
1138,2014-02-12,642772.74
1139,2014-02-13,642774.58
1140,2014-02-14,642776.59
1141,2014-02-15,642777.87
1142,2014-02-16,642781.02
1143,2014-02-17,642783.7
1144,2014-02-18,642787.09
1145,2014-02-19,642789.88
1146,2014-02-20,642791.33
1147,2014-02-21,642791.88
1148,2014-02-22,642790.78
1149,2014-02-23,642789.02
1150,2014-02-24,642788.26
1151,2014-02-25,642787.17
1152,2014-02-26,642785.9
1153,2014-02-27,642784.61
1154,2014-02-28,642783.07
1155,2014-03-01,642781.6
1156,2014-03-02,642780.8
1157,2014-03-03,642780.71
1158,2014-03-04,642782.4
1159,2014-03-05,642785.45
1160,2014-03-06,642791.07
1161,2014-03-07,642794.58
1162,2014-03-08,642795.55
1163,2014-03-09,642795.76
1164,2014-03-10,642796.41
1165,2014-03-11,642797.23
1166,2014-03-12,642797.29
1167,2014-03-13,642796.95
1168,2014-03-14,642796.07
1169,2014-03-15,642794.72
1170,2014-03-16,642794.43
1171,2014-03-17,642795.01
1172,2014-03-18,642794.16
1173,2014-03-19,642794.18
1174,2014-03-20,642794.17
1175,2014-03-21,642792.98
1176,2014-03-22,642792.78
1177,2014-03-23,642791.95
1178,2014-03-24,642790.95
1179,2014-03-25,642790.0
1180,2014-03-26,642788.34
1181,2014-03-27,642786.79
1182,2014-03-28,642785.86
1183,2014-03-29,642787.98
1184,2014-03-30,642790.05
1185,2014-03-31,642790.53
1186,2014-04-01,642791.56
1187,2014-04-02,642792.55
1188,2014-04-03,642792.37
1189,2014-04-04,642792.56
1190,2014-04-05,642793.0
1191,2014-04-06,642794.64
1192,2014-04-07,642794.86
1193,2014-04-08,642795.65
1194,2014-04-09,642796.33
1195,2014-04-10,642796.6
1196,2014-04-11,642796.64
1197,2014-04-12,642796.43
1198,2014-04-13,642796.92
1199,2014-04-14,642797.43
1200,2014-04-15,642797.8
1201,2014-04-16,642797.62
1202,2014-04-17,642797.65
1203,2014-04-18,642797.91
1204,2014-04-19,642797.25
1205,2014-04-20,642797.48
1206,2014-04-21,642796.85
1207,2014-04-22,642796.34
1208,2014-04-23,642795.92
1209,2014-04-24,642796.59
1210,2014-04-25,642796.92
1211,2014-04-26,642797.96
1212,2014-04-27,642798.9
1213,2014-04-28,642798.26
1214,2014-04-29,642797.59
1215,2014-04-30,642797.24
1216,2014-05-01,642797.69
1217,2014-05-02,642797.21
1218,2014-05-03,642796.54
1219,2014-05-04,642796.2
1220,2014-05-05,642796.47
1221,2014-05-06,642795.97
1222,2014-05-07,642795.04
1223,2014-05-08,642794.37
1224,2014-05-09,642795.0
1225,2014-05-10,642795.16
1226,2014-05-11,642794.85
1227,2014-05-12,642795.84
1228,2014-05-13,642796.19
1229,2014-05-14,642795.98
1230,2014-05-15,642796.31
1231,2014-05-16,642796.95
1232,2014-05-17,642796.75
1233,2014-05-18,642796.14
1234,2014-05-19,642796.47
1235,2014-05-20,642796.61
1236,2014-05-21,642796.63
1237,2014-05-22,642796.47
1238,2014-05-23,642796.61
1239,2014-05-24,642796.31
1240,2014-05-25,642796.01
1241,2014-05-26,642796.62
1242,2014-05-27,642796.4
1243,2014-05-28,642797.51
1244,2014-05-29,642797.09
1245,2014-05-30,642795.98
1246,2014-05-31,642796.02
1247,2014-06-01,642795.61
1248,2014-06-02,642795.46
1249,2014-06-03,642795.55
1250,2014-06-04,642796.1
1251,2014-06-05,642795.72
1252,2014-06-06,642795.46
1253,2014-06-07,642795.66
1254,2014-06-08,642795.56
1255,2014-06-09,642795.69
1256,2014-06-10,642795.64
1257,2014-06-11,642795.74
1258,2014-06-12,642796.16
1259,2014-06-13,642797.1
1260,2014-06-14,642797.37
1261,2014-06-15,642797.61
1262,2014-06-16,642798.13
1263,2014-06-17,642798.22
1264,2014-06-18,642798.29
1265,2014-06-19,642797.94
1266,2014-06-20,642798.44
1267,2014-06-21,642797.65
1268,2014-06-22,642797.09
1269,2014-06-23,642796.88
1270,2014-06-24,642797.04
1271,2014-06-25,642796.82
1272,2014-06-26,642796.89
1273,2014-06-27,642796.85
1274,2014-06-28,642797.72
1275,2014-06-29,642798.41
1276,2014-06-30,642798.85
1277,2014-07-01,642798.67
1278,2014-07-02,642798.92
1279,2014-07-03,642798.72
1280,2014-07-04,642798.82
1281,2014-07-05,642798.78
1282,2014-07-06,642798.85
1283,2014-07-07,642798.38
1284,2014-07-08,642798.45
1285,2014-07-09,642798.62
1286,2014-07-10,642798.68
1287,2014-07-11,642798.67
1288,2014-07-12,642798.27
1289,2014-07-13,642797.95
1290,2014-07-14,642797.67
1291,2014-07-15,642797.43
1292,2014-07-16,642797.29
1293,2014-07-17,642797.38
1294,2014-07-18,642797.3
1295,2014-07-19,642797.65
1296,2014-07-20,642798.06
1297,2014-07-21,642798.11
1298,2014-07-22,642798.25
1299,2014-07-23,642798.69
1300,2014-07-24,642798.82
1301,2014-07-25,642798.96
1302,2014-07-26,642799.04
1303,2014-07-27,642798.93
1304,2014-07-28,642798.72
1305,2014-07-29,642798.6
1306,2014-07-30,642798.49
1307,2014-07-31,642798.39
1308,2014-08-01,642798.39
1309,2014-08-02,642798.3
1310,2014-08-03,642798.27
1311,2014-08-04,642798.38
1312,2014-08-05,642798.52
1313,2014-08-06,642798.57
1314,2014-08-07,642798.38
1315,2014-08-08,642798.03
1316,2014-08-09,642798.06
1317,2014-08-10,642797.81
1318,2014-08-11,642797.47
1319,2014-08-12,642797.65
1320,2014-08-13,642797.96
1321,2014-08-14,642797.79
1322,2014-08-15,642797.53
1323,2014-08-16,642797.14
1324,2014-08-17,642796.33
1325,2014-08-18,642795.36
1326,2014-08-19,642795.24
1327,2014-08-20,642794.81
1328,2014-08-21,642793.82
1329,2014-08-22,642793.16
1330,2014-08-23,642793.43
1331,2014-08-24,642792.67
1332,2014-08-25,642792.15
1333,2014-08-26,642791.72
1334,2014-08-27,642791.38
1335,2014-08-28,642791.01
1336,2014-08-29,642790.35
1337,2014-08-30,642789.74
1338,2014-08-31,642789.52
1339,2014-09-01,642788.8
1340,2014-09-02,642788.85
1341,2014-09-03,642788.69
1342,2014-09-04,642788.7
1343,2014-09-05,642788.36
1344,2014-09-06,642788.14
1345,2014-09-07,642788.13
1346,2014-09-08,642788.16
1347,2014-09-09,642788.2
1348,2014-09-10,642788.13
1349,2014-09-11,642787.77
1350,2014-09-12,642787.65
1351,2014-09-13,642787.6
1352,2014-09-14,642787.51
1353,2014-09-15,642787.25
1354,2014-09-16,642787.17
1355,2014-09-17,642787.37
1356,2014-09-18,642787.61
1357,2014-09-19,642787.73
1358,2014-09-20,642787.54
1359,2014-09-21,642787.71
1360,2014-09-22,642788.01
1361,2014-09-23,642788.29
1362,2014-09-24,642788.69
1363,2014-09-25,642789.02
1364,2014-09-26,642789.32
1365,2014-09-27,642789.11
1366,2014-09-28,642788.58
1367,2014-09-29,642788.55
1368,2014-09-30,642788.44
1369,2014-10-01,642788.7
1370,2014-10-02,641988.52
1371,2014-10-03,640688.21
1372,2014-10-04,639387.91
1373,2014-10-05,638187.64
1374,2014-10-06,636887.34
1375,2014-10-07,635787.09
1376,2014-10-08,635286.97
1377,2014-10-09,634386.77
1378,2014-10-10,633686.6
1379,2014-10-11,633686.61
1380,2014-10-12,632786.4
1381,2014-10-13,631886.2
1382,2014-10-14,631086.01
1383,2014-10-15,628285.35
1384,2014-10-16,626684.99
1385,2014-10-17,624884.57
1386,2014-10-18,624484.47
1387,2014-10-19,623384.22
1388,2014-10-20,622083.9
1389,2014-10-21,619183.23
1390,2014-10-22,627385.14
1391,2014-10-23,638187.65
1392,2014-10-24,645689.34
1393,2014-10-25,651990.76
1394,2014-10-26,651590.67
1395,2014-10-27,649090.12
1396,2014-10-28,646689.57
1397,2014-10-29,643588.88
1398,2014-10-30,637887.57
1399,2014-10-31,637687.53
1400,2014-11-01,639187.87
1401,2014-11-02,637287.44
1402,2014-11-03,633586.58
1403,2014-11-04,630985.99
1404,2014-11-05,640588.19
1405,2014-11-06,647789.83
1406,2014-11-07,645689.35
1407,2014-11-08,641088.31
1408,2014-11-09,635487.01
1409,2014-11-10,629285.59
1410,2014-11-11,622083.92
1411,2014-11-12,614082.03
1412,2014-11-13,610481.18
1413,2014-11-14,609180.86
1414,2014-11-15,607580.5
1415,2014-11-16,607980.58
1416,2014-11-17,605780.05
1417,2014-11-18,603679.55
1418,2014-11-19,600878.88
1419,2014-11-20,597578.1
1420,2014-11-21,598578.35
1421,2014-11-22,598878.42
1422,2014-11-23,600878.89
1423,2014-11-24,604179.68
1424,2014-11-25,617682.88
1425,2014-11-26,627885.26
1426,2014-11-27,632686.39
1427,2014-11-28,644489.07
1428,2014-11-29,652890.96
1429,2014-11-30,651990.77
1430,2014-12-01,647289.71
1431,2014-12-02,645589.32
1432,2014-12-03,642288.57
1433,2014-12-04,637087.38
1434,2014-12-05,631286.06
1435,2014-12-06,628085.3
1436,2014-12-07,624884.56
1437,2014-12-08,618583.1
1438,2014-12-09,614082.03
1439,2014-12-10,616382.57
1440,2014-12-11,624284.43
1441,2014-12-12,631186.02
1442,2014-12-13,636787.31
1443,2014-12-14,640688.21
1444,2014-12-15,643688.89
1445,2014-12-16,645889.38
1446,2014-12-17,638487.71
1447,2014-12-18,628885.5
1448,2014-12-19,619483.3
1449,2014-12-20,615082.26
1450,2014-12-21,624284.43
1451,2014-12-22,627285.12
1452,2014-12-23,626184.87
1453,2014-12-24,632386.3
1454,2014-12-25,635587.05
1455,2014-12-26,637087.38
1456,2014-12-27,638087.62
1457,2014-12-28,638187.65
1458,2014-12-29,637187.41
1459,2014-12-30,638287.66
1460,2014-12-31,639487.93
1461,2015-01-01,637687.52
1462,2015-01-02,633286.52
1463,2015-01-03,627985.29
1464,2015-01-04,623984.35
1465,2015-01-05,627485.18
1466,2015-01-06,629185.56
1467,2015-01-07,628385.37
1468,2015-01-08,626284.88
1469,2015-01-09,622984.13
1470,2015-01-10,621683.81
1471,2015-01-11,620083.43
1472,2015-01-12,617282.78
1473,2015-01-13,613281.85
1474,2015-01-14,608680.76
1475,2015-01-15,606480.22
1476,2015-01-16,603879.61
1477,2015-01-17,602979.39
1478,2015-01-18,618983.19
1479,2015-01-19,630285.83
1480,2015-01-20,634186.73
1481,2015-01-21,633786.64
1482,2015-01-22,632086.24
1483,2015-01-23,629085.53
1484,2015-01-24,625884.8
1485,2015-01-25,622183.93
1486,2015-01-26,619183.24
1487,2015-01-27,616282.56
1488,2015-01-28,613081.8
1489,2015-01-29,609380.92
1490,2015-01-30,605479.99
1491,2015-01-31,601579.05
1492,2015-02-01,597278.02
1493,2015-02-02,592976.98
1494,2015-02-03,583574.69
1495,2015-02-04,577773.27
1496,2015-02-05,576672.98
1497,2015-02-06,582774.5
1498,2015-02-07,599178.49
1499,2015-02-08,611981.53
1500,2015-02-09,624984.6
1501,2015-02-10,640588.2
1502,2015-02-11,648489.99
1503,2015-02-12,653091.02
1504,2015-02-13,655491.55
1505,2015-02-14,657992.1
1506,2015-02-15,657892.09
1507,2015-02-16,659492.44
1508,2015-02-17,658692.27
1509,2015-02-18,658192.15
1510,2015-02-19,657091.91
1511,2015-02-20,656291.73
1512,2015-02-21,656391.76
1513,2015-02-22,654891.42
1514,2015-02-23,653791.16
1515,2015-02-24,652890.97
1516,2015-02-25,651190.59
1517,2015-02-26,648289.94
1518,2015-02-27,644689.11
1519,2015-02-28,643088.76
1520,2015-03-01,640688.22
1521,2015-03-02,636487.25
1522,2015-03-03,632386.31
1523,2015-03-04,630685.91
1524,2015-03-05,629385.61
1525,2015-03-06,627285.12
1526,2015-03-07,627185.11
1527,2015-03-08,626885.04
1528,2015-03-09,626785.01
1529,2015-03-10,624984.58
1530,2015-03-11,625184.63
1531,2015-03-12,624884.56
1532,2015-03-13,624984.58
1533,2015-03-14,630185.8
1534,2015-03-15,641888.5
1535,2015-03-16,648990.09
1536,2015-03-17,652490.87
1537,2015-03-18,654591.35
1538,2015-03-19,656491.77
1539,2015-03-20,655391.53
1540,2015-03-21,658092.13
1541,2015-03-22,662093.01
1542,2015-03-23,664693.6
1543,2015-03-24,669594.67
1544,2015-03-25,674195.68
1545,2015-03-26,676796.26
1546,2015-03-27,678096.54
1547,2015-03-28,684797.99
1548,2015-03-29,682897.58
1549,2015-03-30,682597.51
1550,2015-03-31,684597.94
1551,2015-04-01,685398.12
1552,2015-04-02,684397.9
1553,2015-04-03,681997.39
1554,2015-04-04,679696.89
1555,2015-04-05,677196.33
1556,2015-04-06,675996.07
1557,2015-04-07,674595.77
1558,2015-04-08,671995.19
1559,2015-04-09,669694.69
1560,2015-04-10,665493.78
1561,2015-04-11,667294.17
1562,2015-04-12,666794.06
1563,2015-04-13,665393.74
1564,2015-04-14,665493.76
1565,2015-04-15,665493.76
1566,2015-04-16,664093.45
1567,2015-04-17,664593.57
1568,2015-04-18,668294.4
1569,2015-04-19,671995.19
1570,2015-04-20,671995.2
1571,2015-04-21,671895.17
1572,2015-04-22,672395.29
1573,2015-04-23,672095.22
1574,2015-04-24,672995.41
1575,2015-04-25,671495.09
1576,2015-04-26,674595.76
1577,2015-04-27,673895.62
1578,2015-04-28,673995.64
1579,2015-04-29,674995.86
1580,2015-04-30,675696.02
1581,2015-05-01,674395.72
1582,2015-05-02,673795.59
1583,2015-05-03,674695.8
1584,2015-05-04,676396.17
1585,2015-05-05,677096.32
1586,2015-05-06,677296.36
1587,2015-05-07,677796.47
1588,2015-05-08,678296.58
1589,2015-05-09,677896.5
1590,2015-05-10,680196.99
1591,2015-05-11,681597.3
1592,2015-05-12,684297.89
1593,2015-05-13,685298.09
1594,2015-05-14,685898.22
1595,2015-05-15,685798.21
1596,2015-05-16,686098.27
1597,2015-05-17,685498.14
1598,2015-05-18,684797.98
1599,2015-05-19,684197.86
1600,2015-05-20,683197.64
1601,2015-05-21,681697.31
1602,2015-05-22,680897.15
1603,2015-05-23,681397.24
1604,2015-05-24,680897.13
1605,2015-05-25,680997.16
1606,2015-05-26,678496.62
1607,2015-05-27,677296.37
1608,2015-05-28,675696.0
1609,2015-05-29,674195.69
1610,2015-05-30,672595.32
1611,2015-05-31,670794.93
1612,2015-06-01,672395.29
1613,2015-06-02,672595.34
1614,2015-06-03,669494.65
1615,2015-06-04,666994.1
1616,2015-06-05,663493.33
1617,2015-06-06,659092.36
1618,2015-06-07,655391.52
1619,2015-06-08,649990.31
1620,2015-06-09,647889.84
1621,2015-06-10,647589.77
1622,2015-06-11,646989.64
1623,2015-06-12,648389.96
1624,2015-06-13,649890.29
1625,2015-06-14,649390.18
1626,2015-06-15,648389.95
1627,2015-06-16,646789.59
1628,2015-06-17,644689.11
1629,2015-06-18,640588.19
1630,2015-06-19,636287.21
1631,2015-06-20,633586.59
1632,2015-06-21,630885.97
1633,2015-06-22,629685.68
1634,2015-06-23,625884.81
1635,2015-06-24,622884.09
1636,2015-06-25,619783.38
1637,2015-06-26,617582.85
1638,2015-06-27,615782.44
1639,2015-06-28,613881.98
1640,2015-06-29,610981.3
1641,2015-06-30,607180.4
1642,2015-07-01,603279.46
1643,2015-07-02,599778.62
1644,2015-07-03,596877.92
1645,2015-07-04,593977.23
1646,2015-07-05,591376.6
1647,2015-07-06,587975.78
1648,2015-07-07,584574.93
1649,2015-07-08,581174.11
1650,2015-07-09,578173.37
1651,2015-07-10,577473.19
1652,2015-07-11,575772.76
1653,2015-07-12,574472.44
1654,2015-07-13,573372.16
1655,2015-07-14,573372.17
1656,2015-07-15,572671.99
1657,2015-07-16,570071.33
1658,2015-07-17,566770.52
1659,2015-07-18,565170.1
1660,2015-07-19,563369.64
1661,2015-07-20,563869.76
1662,2015-07-21,562369.39
1663,2015-07-22,561469.16
1664,2015-07-23,560568.93
1665,2015-07-24,559668.7
1666,2015-07-25,558568.41
1667,2015-07-26,557468.13
1668,2015-07-27,556567.9
1669,2015-07-28,555667.67
1670,2015-07-29,555367.59
1671,2015-07-30,553567.12
1672,2015-07-31,553967.23
1673,2015-08-01,551366.55
1674,2015-08-02,550366.3
1675,2015-08-03,550666.37
1676,2015-08-04,549766.12
1677,2015-08-05,549065.95
1678,2015-08-06,548165.7
1679,2015-08-07,547465.52
1680,2015-08-08,548565.8
1681,2015-08-09,549466.04
1682,2015-08-10,547965.65
1683,2015-08-11,547065.41
1684,2015-08-12,546665.3
1685,2015-08-13,544064.64
1686,2015-08-14,545364.98
1687,2015-08-15,546365.23
1688,2015-08-16,547365.49
1689,2015-08-17,546365.23
1690,2015-08-18,546165.19
1691,2015-08-19,545665.05
1692,2015-08-20,546565.29
1693,2015-08-21,547565.54
1694,2015-08-22,548265.73
1695,2015-08-23,549065.94
1696,2015-08-24,549866.16
1697,2015-08-25,549866.15
1698,2015-08-26,550666.37
1699,2015-08-27,550266.27
1700,2015-08-28,549265.99
1701,2015-08-29,550566.35
1702,2015-08-30,552366.81
1703,2015-08-31,553167.01
1704,2015-09-01,554367.33
1705,2015-09-02,555467.6
1706,2015-09-03,556367.85
1707,2015-09-04,556968.0
1708,2015-09-05,557868.24
1709,2015-09-06,558568.42
1710,2015-09-07,558668.45
1711,2015-09-08,559368.61
1712,2015-09-09,559668.7
1713,2015-09-10,559568.66
1714,2015-09-11,557668.18
1715,2015-09-12,557268.09
1716,2015-09-13,557568.16
1717,2015-09-14,558368.37
1718,2015-09-15,558968.53
1719,2015-09-16,559268.59
1720,2015-09-17,559868.74
1721,2015-09-18,560869.01
1722,2015-09-19,561669.21
1723,2015-09-20,562569.44
1724,2015-09-21,562769.49
1725,2015-09-22,563269.62
1726,2015-09-23,564169.85
1727,2015-09-24,563669.71
1728,2015-09-25,564469.91
1729,2015-09-26,565370.16
1730,2015-09-27,565970.31
1731,2015-09-28,566570.47
1732,2015-09-29,566770.52
1733,2015-09-30,567570.7
1734,2015-10-01,567670.73
1735,2015-10-02,568470.94
1736,2015-10-03,568070.83
1737,2015-10-04,566870.53
1738,2015-10-05,567370.65
1739,2015-10-06,564770.0
1740,2015-10-07,566070.33
1741,2015-10-08,565670.24
1742,2015-10-09,564970.06
1743,2015-10-10,566470.43
1744,2015-10-11,567570.7
1745,2015-10-12,567970.8
1746,2015-10-13,568971.05
1747,2015-10-14,569871.28
1748,2015-10-15,570571.46
1749,2015-10-16,570871.55
1750,2015-10-17,571471.69
1751,2015-10-18,572071.85
1752,2015-10-19,572972.06
1753,2015-10-20,573572.21
1754,2015-10-21,574372.41
1755,2015-10-22,574372.42
1756,2015-10-23,575072.6
1757,2015-10-24,575772.77
1758,2015-10-25,576272.89
1759,2015-10-26,577973.3
1760,2015-10-27,579073.58
1761,2015-10-28,579973.8
1762,2015-10-29,581174.1
1763,2015-10-30,584875.0
1764,2015-10-31,595777.65
1765,2015-11-01,607080.37
1766,2015-11-02,614582.16
1767,2015-11-03,619083.21
1768,2015-11-04,621783.84
1769,2015-11-05,623484.25
1770,2015-11-06,622083.91
1771,2015-11-07,620983.66
1772,2015-11-08,620383.52
1773,2015-11-09,619383.27
1774,2015-11-10,621483.78
1775,2015-11-11,624984.59
1776,2015-11-12,621783.85
1777,2015-11-13,623484.24
1778,2015-11-14,629785.71
1779,2015-11-15,630885.97
1780,2015-11-16,625784.78
1781,2015-11-17,638587.72
1782,2015-11-18,649590.23
1783,2015-11-19,648189.91
1784,2015-11-20,641688.45
1785,2015-11-21,634186.72
1786,2015-11-22,628485.4
1787,2015-11-23,631586.12
1788,2015-11-24,629585.65
1789,2015-11-25,625784.77
1790,2015-11-26,622484.0
1791,2015-11-27,617682.87
1792,2015-11-28,612581.67
1793,2015-11-29,605479.98
1794,2015-11-30,597678.12
1795,2015-12-01,590376.35
1796,2015-12-02,582874.52
1797,2015-12-03,573172.12
1798,2015-12-04,562769.48
1799,2015-12-05,550866.42
1800,2015-12-06,548565.81
1801,2015-12-07,566370.42
1802,2015-12-08,599978.68
1803,2015-12-09,650690.49
1804,2015-12-10,653791.17
1805,2015-12-11,642288.58
1806,2015-12-12,626484.93
1807,2015-12-13,609380.91
1808,2015-12-14,592976.99
1809,2015-12-15,581374.16
1810,2015-12-16,572772.03
1811,2015-12-17,565270.12
1812,2015-12-18,563669.72
1813,2015-12-19,559468.64
1814,2015-12-20,554367.32
1815,2015-12-21,556567.9
1816,2015-12-22,567370.65
1817,2015-12-23,574472.46
1818,2015-12-24,575872.78
1819,2015-12-25,575072.6
1820,2015-12-26,572271.9
1821,2015-12-27,568971.05
1822,2015-12-28,565070.07
1823,2015-12-29,562769.48
1824,2015-12-30,559668.69
1825,2015-12-31,559468.65
1826,2016-01-01,556567.9
1827,2016-01-02,555967.73
1828,2016-01-03,553667.14
1829,2016-01-04,553667.15
1830,2016-01-05,552966.96
1831,2016-01-06,553066.99
1832,2016-01-07,553167.0
1833,2016-01-08,552766.9
1834,2016-01-09,552666.89
1835,2016-01-10,553867.19
1836,2016-01-11,551266.53
1837,2016-01-12,554167.28
1838,2016-01-13,560568.92
1839,2016-01-14,556767.94
1840,2016-01-15,553167.02
1841,2016-01-16,552266.79
1842,2016-01-17,554067.24
1843,2016-01-18,552666.89
1844,2016-01-19,553767.17
1845,2016-01-20,549466.06
1846,2016-01-21,550466.32
1847,2016-01-22,554367.32
1848,2016-01-23,558568.43
1849,2016-01-24,561369.14
1850,2016-01-25,561669.21
1851,2016-01-26,560568.92
1852,2016-01-27,557468.12
1853,2016-01-28,564369.9
1854,2016-01-29,574472.44
1855,2016-01-30,579873.77
1856,2016-01-31,580173.86
1857,2016-02-01,583774.74
1858,2016-02-02,581274.12
1859,2016-02-03,577973.3
1860,2016-02-04,577873.29
1861,2016-02-05,577373.17
1862,2016-02-06,579873.78
1863,2016-02-07,578873.53
1864,2016-02-08,577873.29
1865,2016-02-09,578173.35
1866,2016-02-10,576572.97
1867,2016-02-11,576072.85
1868,2016-02-12,576472.95
1869,2016-02-13,579173.62
1870,2016-02-14,585875.26
1871,2016-02-15,600378.78
1872,2016-02-16,611881.51
1873,2016-02-17,614682.18
1874,2016-02-18,617182.77
1875,2016-02-19,619483.3
1876,2016-02-20,620083.43
1877,2016-02-21,618883.16
1878,2016-02-22,615882.45
1879,2016-02-23,615282.32
1880,2016-02-24,615482.37
1881,2016-02-25,613982.02
1882,2016-02-26,612181.57
1883,2016-02-27,617582.86
1884,2016-02-28,620883.63
1885,2016-02-29,618883.17
1886,2016-03-01,621283.72
1887,2016-03-02,624884.56
1888,2016-03-03,626785.01
1889,2016-03-04,625584.72
1890,2016-03-05,626184.87
1891,2016-03-06,633386.54
1892,2016-03-07,634086.69
1893,2016-03-08,632086.25
1894,2016-03-09,629085.54
1895,2016-03-10,632386.32
1896,2016-03-11,632086.24
1897,2016-03-12,633586.59
1898,2016-03-13,635186.94
1899,2016-03-14,635487.02
1900,2016-03-15,633086.48
1901,2016-03-16,627885.26
1902,2016-03-17,620583.57
1903,2016-03-18,616782.67
1904,2016-03-19,614882.22
1905,2016-03-20,612781.73
1906,2016-03-21,610881.28
1907,2016-03-22,609180.86
1908,2016-03-23,605780.07
1909,2016-03-24,606480.23
1910,2016-03-25,605179.93
1911,2016-03-26,603879.6
1912,2016-03-27,605079.9
1913,2016-03-28,601779.11
1914,2016-03-29,594877.44
1915,2016-03-30,590076.28
1916,2016-03-31,588175.83
1917,2016-04-01,589176.06
