,datetime,SWIFT_RESERVOIR_NEAR_COUGAR__WA.
1918,2016-04-02,597077.97
1919,2016-04-03,598178.25
1920,2016-04-04,601979.14
1921,2016-04-05,603479.52
1922,2016-04-06,601479.04
1923,2016-04-07,597177.99
1924,2016-04-08,594877.44
1925,2016-04-09,599478.56
1926,2016-04-10,608380.69
1927,2016-04-11,612381.63
1928,2016-04-12,613781.97
1929,2016-04-13,615882.47
1930,2016-04-14,617482.83
1931,2016-04-15,620583.55
1932,2016-04-16,622484.01
1933,2016-04-17,627085.08
1934,2016-04-18,628185.34
1935,2016-04-19,629185.56
1936,2016-04-20,628785.48
1937,2016-04-21,634186.73
1938,2016-04-22,639587.95
1939,2016-04-23,644289.03
1940,2016-04-24,648289.94
1941,2016-04-25,649490.2
1942,2016-04-26,649290.16
1943,2016-04-27,650690.49
1944,2016-04-28,652690.92
1945,2016-04-29,653391.07
1946,2016-04-30,653191.03
1947,2016-05-01,651690.7
1948,2016-05-02,649190.13
1949,2016-05-03,650590.46
1950,2016-05-04,651590.69
1951,2016-05-05,653291.06
1952,2016-05-06,654091.24
1953,2016-05-07,658292.17
1954,2016-05-08,663693.38
1955,2016-05-09,666794.06
1956,2016-05-10,666293.95
1957,2016-05-11,664593.56
1958,2016-05-12,663393.31
1959,2016-05-13,660092.58
1960,2016-05-14,656591.8
1961,2016-05-15,660692.72
1962,2016-05-16,660392.64
1963,2016-05-17,657692.05
1964,2016-05-18,657191.93
1965,2016-05-19,660092.58
1966,2016-05-20,660092.58
1967,2016-05-21,662093.01
1968,2016-05-22,665693.82
1969,2016-05-23,667394.19
1970,2016-05-24,663893.41
1971,2016-05-25,662793.17
1972,2016-05-26,657391.97
1973,2016-05-27,653491.11
1974,2016-05-28,654691.37
1975,2016-05-29,656591.8
1976,2016-05-30,656391.76
1977,2016-05-31,653591.13
1978,2016-06-01,650690.49
1979,2016-06-02,653691.15
1980,2016-06-03,651590.69
1981,2016-06-04,650090.34
1982,2016-06-05,649190.14
1983,2016-06-06,647489.76
1984,2016-06-07,648489.97
1985,2016-06-08,649490.2
1986,2016-06-09,649090.12
1987,2016-06-10,648289.94
1988,2016-06-11,649990.32
1989,2016-06-12,650190.36
1990,2016-06-13,648890.06
1991,2016-06-14,649390.19
1992,2016-06-15,649390.18
1993,2016-06-16,649190.15
1994,2016-06-17,647489.75
1995,2016-06-18,647589.78
1996,2016-06-19,647089.67
1997,2016-06-20,645689.35
1998,2016-06-21,643788.92
1999,2016-06-22,642588.65
2000,2016-06-23,641788.47
2001,2016-06-24,644189.01
2002,2016-06-25,644189.01
2003,2016-06-26,643888.94
2004,2016-06-27,642388.6
2005,2016-06-28,639587.97
2006,2016-06-29,637987.59
2007,2016-06-30,637687.52
2008,2016-07-01,634786.87
2009,2016-07-02,633486.56
2010,2016-07-03,631986.22
2011,2016-07-04,631486.09
2012,2016-07-05,629585.66
2013,2016-07-06,626785.0
2014,2016-07-07,624584.49
2015,2016-07-08,622083.9
2016,2016-07-09,621083.68
2017,2016-07-10,619883.4
2018,2016-07-11,617982.96
2019,2016-07-12,616682.64
2020,2016-07-13,615182.29
2021,2016-07-14,617082.74
2022,2016-07-15,618283.03
2023,2016-07-16,619783.38
2024,2016-07-17,621183.7
2025,2016-07-18,622283.96
2026,2016-07-19,621783.84
2027,2016-07-20,620683.59
2028,2016-07-21,617982.96
2029,2016-07-22,616382.57
2030,2016-07-23,614882.23
2031,2016-07-24,611481.42
2032,2016-07-25,611181.34
2033,2016-07-26,608980.83
2034,2016-07-27,609881.03
2035,2016-07-28,610181.1
2036,2016-07-29,611381.4
2037,2016-07-30,612581.68
2038,2016-07-31,613581.92
2039,2016-08-01,614782.19
2040,2016-08-02,614782.21
2041,2016-08-03,612781.73
2042,2016-08-04,613181.82
2043,2016-08-05,612981.76
2044,2016-08-06,612181.57
2045,2016-08-07,610281.14
2046,2016-08-08,609480.93
2047,2016-08-09,608480.7
2048,2016-08-10,607380.44
2049,2016-08-11,606080.13
2050,2016-08-12,604179.67
2051,2016-08-13,603079.42
2052,2016-08-14,601979.16
2053,2016-08-15,601278.99
2054,2016-08-16,600878.88
2055,2016-08-17,599278.52
2056,2016-08-18,598678.37
2057,2016-08-19,598178.25
2058,2016-08-20,597178.0
2059,2016-08-21,597878.18
2060,2016-08-22,599078.45
2061,2016-08-23,599378.54
2062,2016-08-24,598078.21
2063,2016-08-25,595277.53
2064,2016-08-26,592476.87
2065,2016-08-27,587675.7
2066,2016-08-28,588675.93
2067,2016-08-29,587975.76
2068,2016-08-30,587675.7
2069,2016-08-31,588175.82
2070,2016-09-01,588175.81
2071,2016-09-02,588775.97
2072,2016-09-03,588375.87
2073,2016-09-04,587975.77
2074,2016-09-05,588175.81
2075,2016-09-06,588375.88
2076,2016-09-07,587975.77
2077,2016-09-08,587475.65
2078,2016-09-09,587675.69
2079,2016-09-10,588375.87
2080,2016-09-11,588575.92
2081,2016-09-12,588375.86
2082,2016-09-13,587875.74
2083,2016-09-14,587875.74
2084,2016-09-15,587575.68
2085,2016-09-16,587775.71
2086,2016-09-17,588275.85
2087,2016-09-18,588775.96
2088,2016-09-19,590076.28
2089,2016-09-20,591076.53
2090,2016-09-21,591876.72
2091,2016-09-22,592776.93
2092,2016-09-23,593577.12
2093,2016-09-24,592876.96
2094,2016-09-25,593077.0
2095,2016-09-26,592976.99
2096,2016-09-27,593277.05
2097,2016-09-28,593077.01
2098,2016-09-29,593177.04
2099,2016-09-30,591576.64
2100,2016-10-01,591476.63
2101,2016-10-02,591576.65
2102,2016-10-03,591976.74
2103,2016-10-04,590376.36
2104,2016-10-05,591576.66
2105,2016-10-06,592576.88
2106,2016-10-07,593177.04
2107,2016-10-08,593377.08
2108,2016-10-09,595177.51
2109,2016-10-10,597378.05
2110,2016-10-11,596377.8
2111,2016-10-12,594277.31
2112,2016-10-13,592076.78
2113,2016-10-14,599578.59
2114,2016-10-15,601278.98
2115,2016-10-16,607780.54
2116,2016-10-17,619183.22
2117,2016-10-18,627185.09
2118,2016-10-19,625584.72
2119,2016-10-20,632786.41
2120,2016-10-21,632786.41
2121,2016-10-22,627085.08
2122,2016-10-23,626985.06
2123,2016-10-24,626484.93
2124,2016-10-25,624984.59
2125,2016-10-26,626084.85
2126,2016-10-27,629385.62
2127,2016-10-28,630985.98
2128,2016-10-29,626184.86
2129,2016-10-30,625584.72
2130,2016-10-31,631586.12
2131,2016-11-01,637987.59
2132,2016-11-02,641488.39
2133,2016-11-03,642488.63
2134,2016-11-04,640388.14
2135,2016-11-05,632186.26
2136,2016-11-06,627685.22
2137,2016-11-07,624284.43
2138,2016-11-08,618783.14
2139,2016-11-09,613381.86
2140,2016-11-10,606680.27
2141,2016-11-11,600678.85
2142,2016-11-12,598178.25
2143,2016-11-13,596277.79
2144,2016-11-14,598978.43
2145,2016-11-15,601479.02
2146,2016-11-16,603079.41
2147,2016-11-17,604979.88
2148,2016-11-18,603979.62
2149,2016-11-19,601579.05
2150,2016-11-20,604679.81
2151,2016-11-21,606980.34
2152,2016-11-22,601278.99
2153,2016-11-23,595577.61
2154,2016-11-24,598978.43
2155,2016-11-25,602679.32
2156,2016-11-26,605379.97
2157,2016-11-27,604579.77
2158,2016-11-28,600478.8
2159,2016-11-29,597578.1
2160,2016-11-30,598078.22
2161,2016-12-01,597178.0
2162,2016-12-02,595077.49
2163,2016-12-03,598278.26
2164,2016-12-04,606780.3
2165,2016-12-05,607980.58
2166,2016-12-06,606980.34
2167,2016-12-07,604679.79
2168,2016-12-08,601479.04
2169,2016-12-09,599078.46
2170,2016-12-10,592476.86
2171,2016-12-11,590876.49
2172,2016-12-12,584274.87
2173,2016-12-13,576072.85
2174,2016-12-14,574072.34
2175,2016-12-15,567370.66
2176,2016-12-16,560868.99
2177,2016-12-17,554467.36
2178,2016-12-18,548465.79
2179,2016-12-19,546765.34
2180,2016-12-20,547065.41
2181,2016-12-21,543864.59
2182,2016-12-22,538563.17
2183,2016-12-23,534762.15
2184,2016-12-24,532361.51
2185,2016-12-25,531061.15
2186,2016-12-26,525659.68
2187,2016-12-27,520558.31
2188,2016-12-28,517357.42
2189,2016-12-29,514656.67
2190,2016-12-30,515656.93
2191,2016-12-31,519057.88
2192,2017-01-01,521858.66
2193,2017-01-02,516257.1
2194,2017-01-03,504653.81
2195,2017-01-04,494250.78
2196,2017-01-05,495251.06
2197,2017-01-06,496651.49
2198,2017-01-07,498151.93
2199,2017-01-08,500252.56
2200,2017-01-09,499752.4
2201,2017-01-10,499052.21
2202,2017-01-11,499152.23
2203,2017-01-12,497151.65
2204,2017-01-13,495251.06
2205,2017-01-14,497451.73
2206,2017-01-15,497151.64
2207,2017-01-16,496651.49
2208,2017-01-17,496851.56
2209,2017-01-18,507054.52
2210,2017-01-19,516857.28
2211,2017-01-20,522858.92
2212,2017-01-21,528460.46
2213,2017-01-22,534962.2
2214,2017-01-23,536862.71
2215,2017-01-24,540063.56
2216,2017-01-25,542664.25
2217,2017-01-26,545665.06
2218,2017-01-27,548965.91
2219,2017-01-28,548765.87
2220,2017-01-29,549265.99
2221,2017-01-30,545665.04
2222,2017-01-31,545965.12
2223,2017-02-01,542464.21
2224,2017-02-02,541063.84
2225,2017-02-03,538563.16
2226,2017-02-04,542364.17
2227,2017-02-05,546465.26
2228,2017-02-06,550766.4
2229,2017-02-07,550366.29
2230,2017-02-08,551466.57
2231,2017-02-09,568570.96
2232,2017-02-10,590076.29
2233,2017-02-11,599578.58
2234,2017-02-12,609680.99
2235,2017-02-13,616182.52
2236,2017-02-14,612881.75
2237,2017-02-15,611581.45
2238,2017-02-16,631686.14
2239,2017-02-17,645089.2
2240,2017-02-18,652690.93
2241,2017-02-19,660092.57
2242,2017-02-20,662293.06
2243,2017-02-21,662993.22
2244,2017-02-22,667494.22
2245,2017-02-23,666193.93
2246,2017-02-24,661392.87
2247,2017-02-25,658492.21
2248,2017-02-26,653391.09
2249,2017-02-27,645889.4
2250,2017-02-28,639487.94
2251,2017-03-01,634286.75
2252,2017-03-02,627685.22
2253,2017-03-03,622083.92
2254,2017-03-04,617182.76
2255,2017-03-05,613081.79
2256,2017-03-06,608080.62
2257,2017-03-07,605379.96
2258,2017-03-08,598278.27
2259,2017-03-09,595077.49
2260,2017-03-10,596577.84
2261,2017-03-11,601128.94
2262,2017-03-12,605680.04
2263,2017-03-13,608880.81
2264,2017-03-14,622083.91
2265,2017-03-15,651890.75
2266,2017-03-16,667094.12
2267,2017-03-17,661592.9
2268,2017-03-18,659192.38
2269,2017-03-19,656191.72
2270,2017-03-20,647389.74
2271,2017-03-21,637987.6
2272,2017-03-22,634786.86
2273,2017-03-23,637187.41
2274,2017-03-24,639287.89
2275,2017-03-25,646389.51
2276,2017-03-26,651690.71
2277,2017-03-27,657091.92
2278,2017-03-28,659692.48
2279,2017-03-29,661993.0
2280,2017-03-30,663693.38
2281,2017-03-31,663893.41
2282,2017-04-01,662793.17
2283,2017-04-02,660892.76
2284,2017-04-03,656291.73
2285,2017-04-04,652390.86
2286,2017-04-05,647389.72
2287,2017-04-06,643988.96
2288,2017-04-07,641788.47
2289,2017-04-08,643488.85
2290,2017-04-09,642188.55
2291,2017-04-10,638387.69
2292,2017-04-11,633686.6
2293,2017-04-12,635186.95
2294,2017-04-13,640188.11
2295,2017-04-14,646089.45
2296,2017-04-15,649290.16
2297,2017-04-16,650790.5
2298,2017-04-17,652590.9
2299,2017-04-18,653791.18
2300,2017-04-19,656991.89
2301,2017-04-20,666343.945
2302,2017-04-21,675696.0
2303,2017-04-22,678596.65
2304,2017-04-23,681997.38
2305,2017-04-24,677596.42
2306,2017-04-25,676196.12
2307,2017-04-26,670994.98
2308,2017-04-27,664593.58
2309,2017-04-28,666894.07
2310,2017-04-29,671095.0
2311,2017-04-30,675796.04
2312,2017-05-01,674895.84
2313,2017-05-02,675996.07
2314,2017-05-03,677396.38
2315,2017-05-04,679696.88
2316,2017-05-05,684998.03
2317,2017-05-06,684297.89
2318,2017-05-07,680297.0
2319,2017-05-08,674895.83
2320,2017-05-09,674795.8
2321,2017-05-10,675896.05
2322,2017-05-11,680096.97
2323,2017-05-12,680597.08
2324,2017-05-13,684497.92
2325,2017-05-14,681097.19
2326,2017-05-15,675595.98
2327,2017-05-16,676396.17
2328,2017-05-17,676696.22
2329,2017-05-18,677696.46
2330,2017-05-19,677496.41
2331,2017-05-20,680197.0
2332,2017-05-21,684297.89
2333,2017-05-22,686898.44
2334,2017-05-23,687998.68
2335,2017-05-24,687398.56
2336,2017-05-25,682097.4
2337,2017-05-26,681097.18
2338,2017-05-27,678696.67
2339,2017-05-28,677496.41
2340,2017-05-29,677296.36
2341,2017-05-30,674995.85
2342,2017-05-31,672895.39
2343,2017-06-01,672095.22
2344,2017-06-02,671795.16
2345,2017-06-03,675195.91
2346,2017-06-04,681697.31
2347,2017-06-05,682397.46
2348,2017-06-06,679996.95
2349,2017-06-07,680397.04
2350,2017-06-08,681797.34
2351,2017-06-09,680697.09
2352,2017-06-10,678996.73
2353,2017-06-11,681197.2
2354,2017-06-12,682097.4
2355,2017-06-13,683997.82
2356,2017-06-14,682597.52
2357,2017-06-15,683697.74
2358,2017-06-16,685298.1
2359,2017-06-17,682097.41
2360,2017-06-18,675495.97
2361,2017-06-19,669194.59
2362,2017-06-20,675495.96
2363,2017-06-21,682797.55
2364,2017-06-22,687598.59
2365,2017-06-23,683997.81
2366,2017-06-24,682097.4
2367,2017-06-25,680797.11
2368,2017-06-26,680497.05
2369,2017-06-27,681997.38
2370,2017-06-28,682897.58
2371,2017-06-29,682797.55
2372,2017-06-30,681897.36
2373,2017-07-01,681097.19
2374,2017-07-02,681797.33
2375,2017-07-03,681297.22
2376,2017-07-04,681097.19
2377,2017-07-05,678296.58
2378,2017-07-06,677996.52
2379,2017-07-07,677796.46
2380,2017-07-08,677996.52
2381,2017-07-09,679696.89
2382,2017-07-10,680096.97
2383,2017-07-11,682597.51
2384,2017-07-12,682397.46
2385,2017-07-13,682647.52
2386,2017-07-14,682897.58
2387,2017-07-15,684597.95
2388,2017-07-16,685298.09
2389,2017-07-17,685798.21
2390,2017-07-18,684998.04
2391,2017-07-19,684597.94
2392,2017-07-20,684397.9
2393,2017-07-21,683897.8
2394,2017-07-22,682797.55
2395,2017-07-23,681197.21
2396,2017-07-24,679696.89
2397,2017-07-25,678796.68
2398,2017-07-26,677996.51
2399,2017-07-27,678396.59
2400,2017-07-28,678896.7
2401,2017-07-29,678696.66
2402,2017-07-30,678596.64
2403,2017-07-31,678896.7
2404,2017-08-01,678696.66
2405,2017-08-02,679096.76
2406,2017-08-03,678896.7
2407,2017-08-04,678796.69
2408,2017-08-05,678896.7
2409,2017-08-06,678796.68
2410,2017-08-07,678396.61
2411,2017-08-08,678396.6
2412,2017-08-09,678496.63
2413,2017-08-10,678996.72
2414,2017-08-11,679996.95
2415,2017-08-12,680397.04
2416,2017-08-13,681697.31
2417,2017-08-14,681697.32
2418,2017-08-15,681797.34
2419,2017-08-16,680697.09
2420,2017-08-17,679596.85
2421,2017-08-18,677696.44
2422,2017-08-19,677096.32
2423,2017-08-20,676596.21
2424,2017-08-21,674995.85
2425,2017-08-22,673995.64
2426,2017-08-23,673895.61
2427,2017-08-24,673995.64
2428,2017-08-25,673995.64
2429,2017-08-26,674495.75
2430,2017-08-27,673995.64
2431,2017-08-28,673695.56
2432,2017-08-29,672595.32
2433,2017-08-30,673795.6
2434,2017-08-31,674195.69
2435,2017-09-01,673795.6
2436,2017-09-02,672295.27
2437,2017-09-03,671795.16
2438,2017-09-04,668594.45
2439,2017-09-05,659592.47
2440,2017-09-06,651990.77
2441,2017-09-07,645689.35
2442,2017-09-08,640688.21
2443,2017-09-09,640688.21
2444,2017-09-10,639687.98
2445,2017-09-11,636187.18
2446,2017-09-12,635286.98
2447,2017-09-13,634786.85
2448,2017-09-14,633786.63
2449,2017-09-15,631886.19
2450,2017-09-16,630985.98
2451,2017-09-17,630985.98
2452,2017-09-18,626484.93
2453,2017-09-19,623184.16
2454,2017-09-20,616882.69
2455,2017-09-21,610681.23
2456,2017-09-22,604079.66
2457,2017-09-23,602379.25
2458,2017-09-24,600078.71
2459,2017-09-25,595777.67
2460,2017-09-26,593577.14
2461,2017-09-27,591576.66
2462,2017-09-28,591876.73
2463,2017-09-29,592476.87
2464,2017-09-30,593577.12
2465,2017-10-01,593377.08
2466,2017-10-02,593877.21
2467,2017-10-03,594877.45
2468,2017-10-04,595877.68
2469,2017-10-05,596777.9
2470,2017-10-06,597578.1
2471,2017-10-07,598578.35
2472,2017-10-08,590076.28
2473,2017-10-09,588976.02
2474,2017-10-10,589876.24
2475,2017-10-11,591076.52
2476,2017-10-12,592976.98
2477,2017-10-13,594577.38
2478,2017-10-14,595777.67
2479,2017-10-15,596777.91
2480,2017-10-16,597178.01
2481,2017-10-17,591576.64
2482,2017-10-18,590976.5
2483,2017-10-19,597077.98
2484,2017-10-20,603879.61
2485,2017-10-21,610081.09
2486,2017-10-22,629485.63
2487,2017-10-23,628985.52
2488,2017-10-24,621083.67
2489,2017-10-25,614482.13
2490,2017-10-26,606680.27
2491,2017-10-27,603979.63
2492,2017-10-28,602679.33
2493,2017-10-29,601479.04
2494,2017-10-30,599178.48
2495,2017-10-31,596077.73
2496,2017-11-01,593477.1
2497,2017-11-02,591876.72
2498,2017-11-03,588976.02
2499,2017-11-04,590876.47
2500,2017-11-05,591576.66
2501,2017-11-06,592076.76
2502,2017-11-07,591876.72
2503,2017-11-08,591276.57
2504,2017-11-09,591076.54
2505,2017-11-10,592676.91
2506,2017-11-11,594177.27
2507,2017-11-12,595177.52
2508,2017-11-13,601278.98
2509,2017-11-14,604379.73
2510,2017-11-15,607780.55
2511,2017-11-16,609280.9
2512,2017-11-17,604879.84
2513,2017-11-18,598178.24
2514,2017-11-19,589376.11
2515,2017-11-20,589676.19
2516,2017-11-21,593377.09
2517,2017-11-22,611081.31
2518,2017-11-23,634186.73
2519,2017-11-24,645689.35
2520,2017-11-25,647289.71
2521,2017-11-26,646489.53
2522,2017-11-27,644289.03
2523,2017-11-28,638987.83
2524,2017-11-29,633386.53
2525,2017-11-30,629285.58
2526,2017-12-01,626184.86
2527,2017-12-02,617982.94
2528,2017-12-03,609080.85
2529,2017-12-04,599378.53
2530,2017-12-05,589476.13
2531,2017-12-06,580573.95
2532,2017-12-07,572071.84
2533,2017-12-08,564269.87
2534,2017-12-09,557468.12
2535,2017-12-10,550266.25
2536,2017-12-11,541964.06
2537,2017-12-12,533861.92
2538,2017-12-13,525759.72
2539,2017-12-14,518957.86
2540,2017-12-15,513256.28
2541,2017-12-16,512255.98
2542,2017-12-17,511155.68
2543,2017-12-18,510555.51
2544,2017-12-19,517957.57
2545,2017-12-20,523459.1
2546,2017-12-21,525259.59
2547,2017-12-22,524459.36
2548,2017-12-23,522258.77
2549,2017-12-24,520158.18
2550,2017-12-25,516757.24
2551,2017-12-26,514656.65
2552,2017-12-27,512456.04
2553,2017-12-28,511755.85
2554,2017-12-29,527060.08
2555,2017-12-30,552366.81
2556,2017-12-31,562769.48
2557,2018-01-01,565270.13
