,datetime,UPPER_BLUE_LAKE_NR_MARKLEEVILLE_CA.
1577,2015-09-06,2400.0
1578,2015-09-07,2390.0
1579,2015-09-08,2390.0
1580,2015-09-09,2360.0
1581,2015-09-10,2350.0
1582,2015-09-11,2340.0
1583,2015-09-12,2330.0
1584,2015-09-13,2320.0
1585,2015-09-14,2310.0
1586,2015-09-15,2300.0
1587,2015-09-16,2280.0
1588,2015-09-17,2270.0
1589,2015-09-18,2260.0
1590,2015-09-19,2250.0
1591,2015-09-20,2240.0
1592,2015-09-21,2230.0
1593,2015-09-22,2220.0
1594,2015-09-23,2210.0
1595,2015-09-24,2200.0
1596,2015-09-25,2180.0
1597,2015-09-26,2170.0
1598,2015-09-27,2160.0
1599,2015-09-28,2150.0
1600,2015-09-29,2130.0
1601,2015-09-30,2120.0
1602,2015-10-01,2130.0
1603,2015-10-02,2110.0
1604,2015-10-03,2100.0
1605,2015-10-04,2100.0
1606,2015-10-05,2090.0
1607,2015-10-06,2070.0
1608,2015-10-07,2070.0
1609,2015-10-08,2050.0
1610,2015-10-09,2040.0
1611,2015-10-10,2030.0
1612,2015-10-11,2010.0
1613,2015-10-12,2000.0
1614,2015-10-13,1990.0
1615,2015-10-14,1980.0
1616,2015-10-15,1970.0
1617,2015-10-16,1960.0
1618,2015-10-17,1980.0
1619,2015-10-18,1970.0
1620,2015-10-19,1960.0
1621,2015-10-20,1950.0
1622,2015-10-21,1940.0
1623,2015-10-22,1930.0
1624,2015-10-23,1910.0
1625,2015-10-24,1900.0
1626,2015-10-25,1890.0
1627,2015-10-26,1880.0
1628,2015-10-27,1870.0
1629,2015-10-28,1874.6666666666667
1630,2015-10-29,1879.3333333333333
1631,2015-10-30,1884.0
1632,2015-10-31,1888.6666666666667
1633,2015-11-01,1893.3333333333333
1634,2015-11-02,1898.0
1635,2015-11-03,1902.6666666666667
1636,2015-11-04,1907.3333333333333
1637,2015-11-05,1912.0
1638,2015-11-06,1916.6666666666667
1639,2015-11-07,1921.3333333333333
1640,2015-11-08,1926.0
1641,2015-11-09,1930.6666666666667
1642,2015-11-10,1935.3333333333333
1643,2015-11-11,1940.0
1644,2015-11-12,1944.6666666666667
1645,2015-11-13,1949.3333333333333
1646,2015-11-14,1954.0
1647,2015-11-15,1958.6666666666667
1648,2015-11-16,1963.3333333333333
1649,2015-11-17,1968.0
1650,2015-11-18,1972.6666666666667
1651,2015-11-19,1977.3333333333333
1652,2015-11-20,1982.0
1653,2015-11-21,1986.6666666666667
1654,2015-11-22,1991.3333333333333
1655,2015-11-23,1996.0
1656,2015-11-24,2000.6666666666667
1657,2015-11-25,2005.3333333333333
1658,2015-11-26,2010.0
1659,2015-11-27,2014.6666666666667
1660,2015-11-28,2019.3333333333333
1661,2015-11-29,2024.0
1662,2015-11-30,2028.6666666666667
1663,2015-12-01,2033.3333333333333
1664,2015-12-02,2038.0
1665,2015-12-03,2042.6666666666667
1666,2015-12-04,2047.3333333333333
1667,2015-12-05,2052.0
1668,2015-12-06,2056.6666666666665
1669,2015-12-07,2061.3333333333335
1670,2015-12-08,2066.0
1671,2015-12-09,2070.6666666666665
1672,2015-12-10,2075.3333333333335
1673,2015-12-11,2080.0
1674,2015-12-12,2084.6666666666665
1675,2015-12-13,2089.3333333333335
1676,2015-12-14,2094.0
1677,2015-12-15,2098.6666666666665
1678,2015-12-16,2103.3333333333335
1679,2015-12-17,2108.0
1680,2015-12-18,2112.6666666666665
1681,2015-12-19,2117.3333333333335
1682,2015-12-20,2122.0
1683,2015-12-21,2126.6666666666665
1684,2015-12-22,2131.3333333333335
1685,2015-12-23,2136.0
1686,2015-12-24,2140.6666666666665
1687,2015-12-25,2145.3333333333335
1688,2015-12-26,2150.0
1689,2015-12-27,2154.6666666666665
1690,2015-12-28,2159.3333333333335
1691,2015-12-29,2164.0
1692,2015-12-30,2168.6666666666665
1693,2015-12-31,2173.3333333333335
1694,2016-01-01,2178.0
1695,2016-01-02,2182.6666666666665
1696,2016-01-03,2187.3333333333335
1697,2016-01-04,2192.0
1698,2016-01-05,2196.6666666666665
1699,2016-01-06,2201.3333333333335
1700,2016-01-07,2206.0
1701,2016-01-08,2210.6666666666665
1702,2016-01-09,2215.3333333333335
1703,2016-01-10,2220.0
1704,2016-01-11,2224.6666666666665
1705,2016-01-12,2229.3333333333335
1706,2016-01-13,2234.0
1707,2016-01-14,2238.6666666666665
1708,2016-01-15,2243.3333333333335
1709,2016-01-16,2248.0
1710,2016-01-17,2252.6666666666665
1711,2016-01-18,2257.3333333333335
1712,2016-01-19,2262.0
1713,2016-01-20,2266.6666666666665
1714,2016-01-21,2271.3333333333335
1715,2016-01-22,2276.0
1716,2016-01-23,2280.6666666666665
1717,2016-01-24,2285.3333333333335
1718,2016-01-25,2290.0
1719,2016-01-26,2294.6666666666665
1720,2016-01-27,2299.3333333333335
1721,2016-01-28,2304.0
1722,2016-01-29,2308.6666666666665
1723,2016-01-30,2313.3333333333335
1724,2016-01-31,2318.0
1725,2016-02-01,2322.6666666666665
1726,2016-02-02,2327.3333333333335
1727,2016-02-03,2332.0
1728,2016-02-04,2336.6666666666665
1729,2016-02-05,2341.3333333333335
1730,2016-02-06,2346.0
1731,2016-02-07,2350.6666666666665
1732,2016-02-08,2355.3333333333335
1733,2016-02-09,2360.0
1734,2016-02-10,2364.6666666666665
1735,2016-02-11,2369.3333333333335
1736,2016-02-12,2374.0
1737,2016-02-13,2378.6666666666665
1738,2016-02-14,2383.3333333333335
1739,2016-02-15,2388.0
1740,2016-02-16,2392.666666666667
1741,2016-02-17,2397.3333333333335
1742,2016-02-18,2402.0
1743,2016-02-19,2406.666666666667
1744,2016-02-20,2411.3333333333335
1745,2016-02-21,2416.0
1746,2016-02-22,2420.666666666667
1747,2016-02-23,2425.3333333333335
1748,2016-02-24,2430.0
1749,2016-02-25,2434.666666666667
1750,2016-02-26,2439.3333333333335
1751,2016-02-27,2444.0
1752,2016-02-28,2448.666666666667
1753,2016-02-29,2453.3333333333335
1754,2016-03-01,2458.0
1755,2016-03-02,2462.666666666667
1756,2016-03-03,2467.3333333333335
1757,2016-03-04,2472.0
1758,2016-03-05,2476.666666666667
1759,2016-03-06,2481.3333333333335
1760,2016-03-07,2486.0
1761,2016-03-08,2490.666666666667
1762,2016-03-09,2495.3333333333335
1763,2016-03-10,2500.0
1764,2016-03-11,2504.666666666667
1765,2016-03-12,2509.3333333333335
1766,2016-03-13,2514.0
1767,2016-03-14,2518.666666666667
1768,2016-03-15,2523.3333333333335
1769,2016-03-16,2528.0
1770,2016-03-17,2532.666666666667
1771,2016-03-18,2537.3333333333335
1772,2016-03-19,2542.0
1773,2016-03-20,2546.666666666667
1774,2016-03-21,2551.3333333333335
1775,2016-03-22,2556.0
1776,2016-03-23,2560.666666666667
1777,2016-03-24,2565.3333333333335
1778,2016-03-25,2570.0
1779,2016-03-26,2574.666666666667
1780,2016-03-27,2579.3333333333335
1781,2016-03-28,2584.0
1782,2016-03-29,2588.666666666667
1783,2016-03-30,2593.3333333333335
1784,2016-03-31,2598.0
1785,2016-04-01,2602.666666666667
1786,2016-04-02,2607.3333333333335
1787,2016-04-03,2612.0
1788,2016-04-04,2616.666666666667
1789,2016-04-05,2621.3333333333335
1790,2016-04-06,2626.0
1791,2016-04-07,2630.666666666667
1792,2016-04-08,2635.3333333333335
1793,2016-04-09,2640.0
1794,2016-04-10,2644.666666666667
1795,2016-04-11,2649.3333333333335
1796,2016-04-12,2654.0
1797,2016-04-13,2658.666666666667
1798,2016-04-14,2663.3333333333335
1799,2016-04-15,2668.0
1800,2016-04-16,2672.666666666667
1801,2016-04-17,2677.3333333333335
1802,2016-04-18,2682.0
1803,2016-04-19,2686.666666666667
1804,2016-04-20,2691.3333333333335
1805,2016-04-21,2696.0
1806,2016-04-22,2700.666666666667
1807,2016-04-23,2705.3333333333335
1808,2016-04-24,2710.0
1809,2016-04-25,2714.666666666667
1810,2016-04-26,2719.3333333333335
1811,2016-04-27,2724.0
1812,2016-04-28,2728.666666666667
1813,2016-04-29,2733.3333333333335
1814,2016-04-30,2738.0
1815,2016-05-01,2742.666666666667
1816,2016-05-02,2747.3333333333335
1817,2016-05-03,2752.0
1818,2016-05-04,2756.666666666667
1819,2016-05-05,2761.3333333333335
1820,2016-05-06,2766.0
1821,2016-05-07,2770.666666666667
1822,2016-05-08,2775.3333333333335
1823,2016-05-09,2780.0
1824,2016-05-10,2784.666666666667
1825,2016-05-11,2789.3333333333335
1826,2016-05-12,2794.0
1827,2016-05-13,2798.666666666667
1828,2016-05-14,2803.3333333333335
1829,2016-05-15,2808.0
1830,2016-05-16,2812.666666666667
1831,2016-05-17,2817.3333333333335
1832,2016-05-18,2822.0
1833,2016-05-19,2826.666666666667
1834,2016-05-20,2831.3333333333335
1835,2016-05-21,2836.0
1836,2016-05-22,2840.666666666667
1837,2016-05-23,2845.3333333333335
1838,2016-05-24,2850.0
1839,2016-05-25,2854.666666666667
1840,2016-05-26,2859.3333333333335
1841,2016-05-27,2864.0
1842,2016-05-28,2868.666666666667
1843,2016-05-29,2873.3333333333335
1844,2016-05-30,2878.0
1845,2016-05-31,2882.666666666667
1846,2016-06-01,2887.3333333333335
1847,2016-06-02,2892.0
1848,2016-06-03,2896.666666666667
1849,2016-06-04,2901.3333333333335
1850,2016-06-05,2906.0
1851,2016-06-06,2910.666666666667
1852,2016-06-07,2915.3333333333335
1853,2016-06-08,2920.0
1854,2016-06-09,2920.0
1855,2016-06-10,2900.0
1856,2016-06-11,2870.0
1857,2016-06-12,2840.0
1858,2016-06-13,2810.0
1859,2016-06-14,2760.0
1860,2016-06-15,2720.0
1861,2016-06-16,2680.0
1862,2016-06-17,2650.0
1863,2016-06-18,2670.0
1864,2016-06-19,2670.0
1865,2016-06-20,2670.0
1866,2016-06-21,2680.0
1867,2016-06-22,2680.0
1868,2016-06-23,2680.0
1869,2016-06-24,2700.0
1870,2016-06-25,2690.0
1871,2016-06-26,2690.0
1872,2016-06-27,2690.0
1873,2016-06-28,2700.0
1874,2016-06-29,2700.0
1875,2016-06-30,2690.0
1876,2016-07-01,2690.0
1877,2016-07-02,2670.0
1878,2016-07-03,2670.0
1879,2016-07-04,2660.0
1880,2016-07-05,2660.0
1881,2016-07-06,2650.0
1882,2016-07-07,2640.0
1883,2016-07-08,2640.0
1884,2016-07-09,2630.0
1885,2016-07-10,2630.0
1886,2016-07-11,2610.0
1887,2016-07-12,2600.0
1888,2016-07-13,2590.0
1889,2016-07-14,2580.0
1890,2016-07-15,2580.0
1891,2016-07-16,2570.0
1892,2016-07-17,2570.0
1893,2016-07-18,2550.0
1894,2016-07-19,2540.0
1895,2016-07-20,2550.0
1896,2016-07-21,2550.0
1897,2016-07-22,2540.0
1898,2016-07-23,2520.0
1899,2016-07-24,2530.0
1900,2016-07-25,2520.0
1901,2016-07-26,2520.0
1902,2016-07-27,2520.0
1903,2016-07-28,2520.0
1904,2016-07-29,2510.0
1905,2016-07-30,2510.0
1906,2016-07-31,2510.0
1907,2016-08-01,2500.0
1908,2016-08-02,2490.0
1909,2016-08-03,2490.0
1910,2016-08-04,2480.0
1911,2016-08-05,2460.0
1912,2016-08-06,2460.0
1913,2016-08-07,2440.0
1914,2016-08-08,2440.0
1915,2016-08-09,2440.0
1916,2016-08-10,2430.0
1917,2016-08-11,2420.0
1918,2016-08-12,2420.0
1919,2016-08-13,2420.0
1920,2016-08-14,2410.0
1921,2016-08-15,2390.0
1922,2016-08-16,2390.0
1923,2016-08-17,2380.0
1924,2016-08-18,2390.0
1925,2016-08-19,2370.0
1926,2016-08-20,2370.0
1927,2016-08-21,2360.0
1928,2016-08-22,2360.0
1929,2016-08-23,2350.0
1930,2016-08-24,2340.0
1931,2016-08-25,2340.0
1932,2016-08-26,2330.0
1933,2016-08-27,2330.0
1934,2016-08-28,2320.0
1935,2016-08-29,2310.0
1936,2016-08-30,2310.0
1937,2016-08-31,2300.0
1938,2016-09-01,2290.0
1939,2016-09-02,2280.0
1940,2016-09-03,2280.0
1941,2016-09-04,2270.0
1942,2016-09-05,2260.0
1943,2016-09-06,2260.0
1944,2016-09-07,2250.0
1945,2016-09-08,2240.0
1946,2016-09-09,2240.0
1947,2016-09-10,2230.0
1948,2016-09-11,2230.0
1949,2016-09-12,2220.0
1950,2016-09-13,2220.0
1951,2016-09-14,2210.0
1952,2016-09-15,2200.0
1953,2016-09-16,2190.0
1954,2016-09-17,2180.0
1955,2016-09-18,2170.0
1956,2016-09-19,2150.0
1957,2016-09-20,2140.0
1958,2016-09-21,2130.0
1959,2016-09-22,2120.0
1960,2016-09-23,2110.0
1961,2016-09-24,2090.0
1962,2016-09-25,2090.0
1963,2016-09-26,2070.0
1964,2016-09-27,2060.0
1965,2016-09-28,2050.0
1966,2016-09-29,2040.0
1967,2016-09-30,2030.0
1968,2016-10-01,2010.0
1969,2016-10-02,2020.0
1970,2016-10-03,2000.0
1971,2016-10-04,1990.0
1972,2016-10-05,1990.0
1973,2016-10-06,1980.0
1974,2016-10-07,1980.0
1975,2016-10-08,1970.0
1976,2016-10-09,1970.0
1977,2016-10-10,1960.0
1978,2016-10-11,1940.0
1979,2016-10-12,1950.0
1980,2016-10-13,1940.0
1981,2016-10-14,1980.0
1982,2016-10-15,2030.0
1983,2016-10-16,2170.0
1984,2016-10-17,2190.0
1985,2016-10-18,2200.0
1986,2016-10-19,2200.0
1987,2016-10-20,2210.0
1988,2016-10-21,2200.0
1989,2016-10-22,2200.0
1990,2016-10-23,2190.0
1991,2016-10-24,2210.0
1992,2016-10-25,2220.0
1993,2016-10-26,2210.0
1994,2016-10-27,2250.0
1995,2016-10-28,2300.0
1996,2016-10-29,2320.0
1997,2016-10-30,2390.0
1998,2016-10-31,2410.0
1999,2016-11-01,2430.0
2000,2016-11-02,2440.0
2001,2016-11-03,2450.0
2002,2016-11-04,2450.0
2003,2016-11-05,2460.0
2004,2016-11-06,2460.0
2005,2016-11-07,2460.0
2006,2016-11-08,2470.0
2007,2016-11-09,2470.0
2008,2016-11-10,2470.0
2009,2016-11-11,2470.0
2010,2016-11-12,2460.0
2011,2016-11-13,2460.0
2012,2016-11-14,2460.0
2013,2016-11-15,2450.0
2014,2016-11-16,2450.0
2015,2016-11-17,2450.0
2016,2016-11-18,2440.0
2017,2016-11-19,2440.0
2018,2016-11-20,2440.0
2019,2016-11-21,2440.0
2020,2016-11-22,2430.0
2021,2016-11-23,2420.0
2022,2016-11-24,2400.0
2023,2016-11-25,2380.0
2024,2016-11-26,2360.0
2025,2016-11-27,2370.0
2026,2016-11-28,2350.0
2027,2016-11-29,2360.0
2028,2016-11-30,2340.0
2029,2016-12-01,2300.0
2030,2016-12-02,2280.0
2031,2016-12-03,2270.0
2032,2016-12-04,2250.0
2033,2016-12-05,2230.0
2034,2016-12-06,2210.0
2035,2016-12-07,2210.7361963190183
2036,2016-12-08,2211.472392638037
2037,2016-12-09,2212.2085889570553
2038,2016-12-10,2212.9447852760736
2039,2016-12-11,2213.680981595092
2040,2016-12-12,2214.4171779141107
2041,2016-12-13,2215.153374233129
2042,2016-12-14,2215.8895705521472
2043,2016-12-15,2216.6257668711655
2044,2016-12-16,2217.3619631901843
2045,2016-12-17,2218.0981595092026
2046,2016-12-18,2218.834355828221
2047,2016-12-19,2219.570552147239
2048,2016-12-20,2220.306748466258
2049,2016-12-21,2221.042944785276
2050,2016-12-22,2221.7791411042945
2051,2016-12-23,2222.5153374233128
2052,2016-12-24,2223.2515337423315
2053,2016-12-25,2223.98773006135
2054,2016-12-26,2224.723926380368
2055,2016-12-27,2225.4601226993864
2056,2016-12-28,2226.196319018405
2057,2016-12-29,2226.9325153374234
2058,2016-12-30,2227.6687116564417
2059,2016-12-31,2228.40490797546
2060,2017-01-01,2229.1411042944787
2061,2017-01-02,2229.877300613497
2062,2017-01-03,2230.6134969325153
2063,2017-01-04,2231.3496932515336
2064,2017-01-05,2232.0858895705524
2065,2017-01-06,2232.8220858895706
2066,2017-01-07,2233.558282208589
2067,2017-01-08,2234.294478527607
2068,2017-01-09,2235.030674846626
2069,2017-01-10,2235.7668711656443
2070,2017-01-11,2236.5030674846626
2071,2017-01-12,2237.239263803681
2072,2017-01-13,2237.9754601226996
2073,2017-01-14,2238.711656441718
2074,2017-01-15,2239.447852760736
2075,2017-01-16,2240.1840490797545
2076,2017-01-17,2240.920245398773
2077,2017-01-18,2241.6564417177915
2078,2017-01-19,2242.39263803681
2079,2017-01-20,2243.128834355828
2080,2017-01-21,2243.865030674847
2081,2017-01-22,2244.601226993865
2082,2017-01-23,2245.3374233128834
2083,2017-01-24,2246.0736196319017
2084,2017-01-25,2246.8098159509204
2085,2017-01-26,2247.5460122699387
2086,2017-01-27,2248.282208588957
2087,2017-01-28,2249.0184049079753
2088,2017-01-29,2249.754601226994
2089,2017-01-30,2250.4907975460123
2090,2017-01-31,2251.2269938650306
2091,2017-02-01,2251.963190184049
2092,2017-02-02,2252.6993865030677
2093,2017-02-03,2253.435582822086
2094,2017-02-04,2254.1717791411043
2095,2017-02-05,2254.9079754601225
2096,2017-02-06,2255.6441717791413
2097,2017-02-07,2256.3803680981596
2098,2017-02-08,2257.116564417178
2099,2017-02-09,2257.852760736196
2100,2017-02-10,2258.588957055215
2101,2017-02-11,2259.325153374233
2102,2017-02-12,2260.0613496932515
2103,2017-02-13,2260.79754601227
2104,2017-02-14,2261.5337423312885
2105,2017-02-15,2262.269938650307
2106,2017-02-16,2263.006134969325
2107,2017-02-17,2263.7423312883434
2108,2017-02-18,2264.478527607362
2109,2017-02-19,2265.2147239263804
2110,2017-02-20,2265.9509202453987
2111,2017-02-21,2266.687116564417
2112,2017-02-22,2267.4233128834358
2113,2017-02-23,2268.159509202454
2114,2017-02-24,2268.8957055214723
2115,2017-02-25,2269.6319018404906
2116,2017-02-26,2270.3680981595094
2117,2017-02-27,2271.1042944785277
2118,2017-02-28,2271.840490797546
2119,2017-03-01,2272.5766871165642
2120,2017-03-02,2273.312883435583
2121,2017-03-03,2274.0490797546013
2122,2017-03-04,2274.7852760736196
2123,2017-03-05,2275.521472392638
2124,2017-03-06,2276.2576687116566
2125,2017-03-07,2276.993865030675
2126,2017-03-08,2277.730061349693
2127,2017-03-09,2278.4662576687115
2128,2017-03-10,2279.20245398773
2129,2017-03-11,2279.9386503067485
2130,2017-03-12,2280.674846625767
2131,2017-03-13,2281.411042944785
2132,2017-03-14,2282.147239263804
2133,2017-03-15,2282.883435582822
2134,2017-03-16,2283.6196319018404
2135,2017-03-17,2284.3558282208587
2136,2017-03-18,2285.0920245398775
2137,2017-03-19,2285.8282208588957
2138,2017-03-20,2286.564417177914
2139,2017-03-21,2287.3006134969323
2140,2017-03-22,2288.036809815951
2141,2017-03-23,2288.7730061349694
2142,2017-03-24,2289.5092024539877
2143,2017-03-25,2290.245398773006
2144,2017-03-26,2290.9815950920247
2145,2017-03-27,2291.717791411043
2146,2017-03-28,2292.4539877300613
2147,2017-03-29,2293.1901840490796
2148,2017-03-30,2293.9263803680983
2149,2017-03-31,2294.6625766871166
2150,2017-04-01,2295.398773006135
2151,2017-04-02,2296.134969325153
2152,2017-04-03,2296.871165644172
2153,2017-04-04,2297.60736196319
2154,2017-04-05,2298.3435582822085
2155,2017-04-06,2299.079754601227
2156,2017-04-07,2299.8159509202455
2157,2017-04-08,2300.552147239264
2158,2017-04-09,2301.288343558282
2159,2017-04-10,2302.0245398773004
2160,2017-04-11,2302.760736196319
2161,2017-04-12,2303.4969325153374
2162,2017-04-13,2304.2331288343557
2163,2017-04-14,2304.969325153374
2164,2017-04-15,2305.705521472393
2165,2017-04-16,2306.441717791411
2166,2017-04-17,2307.1779141104294
2167,2017-04-18,2307.9141104294476
2168,2017-04-19,2308.6503067484664
2169,2017-04-20,2309.3865030674847
2170,2017-04-21,2310.122699386503
2171,2017-04-22,2310.8588957055213
2172,2017-04-23,2311.59509202454
2173,2017-04-24,2312.3312883435583
2174,2017-04-25,2313.0674846625766
2175,2017-04-26,2313.803680981595
2176,2017-04-27,2314.5398773006136
2177,2017-04-28,2315.276073619632
2178,2017-04-29,2316.01226993865
2179,2017-04-30,2316.7484662576685
2180,2017-05-01,2317.4846625766872
2181,2017-05-02,2318.2208588957055
2182,2017-05-03,2318.957055214724
2183,2017-05-04,2319.693251533742
2184,2017-05-05,2320.429447852761
2185,2017-05-06,2321.165644171779
2186,2017-05-07,2321.9018404907974
2187,2017-05-08,2322.6380368098157
2188,2017-05-09,2323.3742331288345
2189,2017-05-10,2324.1104294478528
2190,2017-05-11,2324.846625766871
2191,2017-05-12,2325.5828220858893
2192,2017-05-13,2326.319018404908
2193,2017-05-14,2327.0552147239264
2194,2017-05-15,2327.7914110429447
2195,2017-05-16,2328.5276073619634
2196,2017-05-17,2329.2638036809817
2197,2017-05-18,2330.0
2198,2017-05-19,2340.0
2199,2017-05-20,2360.0
2200,2017-05-21,2430.0
2201,2017-05-22,2510.0
2202,2017-05-23,2600.0
2203,2017-05-24,2710.0
2204,2017-05-25,2810.0
2205,2017-05-26,2910.0
2206,2017-05-27,2980.0
2207,2017-05-28,3060.0
2208,2017-05-29,3120.0
2209,2017-05-30,3230.0
2210,2017-05-31,3320.0
2211,2017-06-01,3410.0
2212,2017-06-02,3500.0
2213,2017-06-03,3590.0
2214,2017-06-04,3750.0
2215,2017-06-05,3850.0
2216,2017-06-06,3930.0
2217,2017-06-07,4000.0
2218,2017-06-08,4070.0
2219,2017-06-09,4180.0
2220,2017-06-10,4240.0
2221,2017-06-11,4240.0
2222,2017-06-12,4210.0
2223,2017-06-13,4180.0
2224,2017-06-14,4170.0
2225,2017-06-15,4190.0
2226,2017-06-16,4220.0
2227,2017-06-17,4300.0
2228,2017-06-18,4390.0
2229,2017-06-19,4500.0
2230,2017-06-20,4590.0
2231,2017-06-21,4710.0
2232,2017-06-22,4790.0
2233,2017-06-23,4850.0
2234,2017-06-24,4940.0
2235,2017-06-25,5000.0
2236,2017-06-26,5070.0
2237,2017-06-27,5100.0
2238,2017-06-28,5120.0
2239,2017-06-29,5140.0
2240,2017-06-30,5170.0
2241,2017-07-01,5170.0
2242,2017-07-02,5180.0
2243,2017-07-03,5190.0
2244,2017-07-04,5200.0
2245,2017-07-05,5200.0
2246,2017-07-06,5210.0
2247,2017-07-07,5210.0
2248,2017-07-08,5220.0
2249,2017-07-09,5210.0
2250,2017-07-10,5190.0
2251,2017-07-11,5170.0
2252,2017-07-12,5130.0
2253,2017-07-13,5110.0
2254,2017-07-14,5080.0
2255,2017-07-15,5030.0
2256,2017-07-16,4970.0
2257,2017-07-17,4920.0
2258,2017-07-18,4870.0
2259,2017-07-19,4780.0
2260,2017-07-20,4730.0
2261,2017-07-21,4660.0
2262,2017-07-22,4590.0
2263,2017-07-23,4540.0
2264,2017-07-24,4500.0
2265,2017-07-25,4430.0
2266,2017-07-26,4320.0
2267,2017-07-27,4270.0
2268,2017-07-28,4190.0
2269,2017-07-29,4150.0
2270,2017-07-30,4070.0
2271,2017-07-31,3990.0
2272,2017-08-01,3930.0
2273,2017-08-02,3850.0
2274,2017-08-03,3800.0
2275,2017-08-04,3730.0
2276,2017-08-05,3690.0
2277,2017-08-06,3600.0
2278,2017-08-07,3520.0
2279,2017-08-08,3460.0
2280,2017-08-09,3390.0
2281,2017-08-10,3330.0
2282,2017-08-11,3260.0
2283,2017-08-12,3190.0
2284,2017-08-13,3120.0
2285,2017-08-14,3050.0
2286,2017-08-15,2990.0
2287,2017-08-16,2960.0
2288,2017-08-17,2890.0
2289,2017-08-18,2830.0
2290,2017-08-19,2770.0
2291,2017-08-20,2710.0
2292,2017-08-21,2650.0
2293,2017-08-22,2610.0
2294,2017-08-23,2600.0
2295,2017-08-24,2590.0
2296,2017-08-25,2580.0
2297,2017-08-26,2570.0
2298,2017-08-27,2550.0
2299,2017-08-28,2540.0
2300,2017-08-29,2530.0
2301,2017-08-30,2510.0
2302,2017-08-31,2500.0
2303,2017-09-01,2480.0
2304,2017-09-02,2460.0
2305,2017-09-03,2450.0
2306,2017-09-04,2440.0
2307,2017-09-05,2420.0
2308,2017-09-06,2410.0
2309,2017-09-07,2400.0
2310,2017-09-08,2390.0
2311,2017-09-09,2380.0
2312,2017-09-10,2370.0
2313,2017-09-11,2360.0
2314,2017-09-12,2370.0
2315,2017-09-13,2380.0
2316,2017-09-14,2380.0
2317,2017-09-15,2360.0
2318,2017-09-16,2350.0
2319,2017-09-17,2340.0
2320,2017-09-18,2340.0
2321,2017-09-19,2310.0
2322,2017-09-20,2330.0
2323,2017-09-21,2330.0
2324,2017-09-22,2330.0
2325,2017-09-23,2320.0
2326,2017-09-24,2300.0
2327,2017-09-25,2290.0
2328,2017-09-26,2270.0
2329,2017-09-27,2260.0
2330,2017-09-28,2270.0
2331,2017-09-29,2250.0
2332,2017-09-30,2240.0
2333,2017-10-01,2220.0
2334,2017-10-02,2210.0
2335,2017-10-03,2200.0
2336,2017-10-04,2190.0
2337,2017-10-05,2170.0
2338,2017-10-06,2160.0
2339,2017-10-07,2150.0
2340,2017-10-08,2140.0
2341,2017-10-09,2120.0
2342,2017-10-10,2110.0
2343,2017-10-11,2090.0
2344,2017-10-12,2080.0
2345,2017-10-13,2080.0
2346,2017-10-14,2070.0
2347,2017-10-15,2060.0
2348,2017-10-16,2050.0
2349,2017-10-17,2050.0
2350,2017-10-18,2060.0
2351,2017-10-19,2050.0
2352,2017-10-20,2080.0
2353,2017-10-21,2040.0
2354,2017-10-22,2030.0
2355,2017-10-23,2030.0
2356,2017-10-24,2020.0
2357,2017-10-25,2010.0
2358,2017-10-26,2010.0
2359,2017-10-27,2000.0
2360,2017-10-28,1990.0
2361,2017-10-29,1990.0
2362,2017-10-30,1980.0
2363,2017-10-31,1980.0
2364,2017-11-01,1970.0
2365,2017-11-02,1970.0
2366,2017-11-03,1960.0
2367,2017-11-04,1970.0
2368,2017-11-05,1960.0
2369,2017-11-06,1950.0
2370,2017-11-07,1950.0
2371,2017-11-08,1950.0
2372,2017-11-09,1970.0
2373,2017-11-10,1970.0
2374,2017-11-11,1970.0
2375,2017-11-12,1970.0
2376,2017-11-13,1970.0
2377,2017-11-14,1970.0
