,datetime,ROSS_RESERVOIR_NEAR_NEWHALEM__WA.
987,2013-09-14,1601.16
988,2013-09-15,1601.14
989,2013-09-16,1601.2
990,2013-09-17,1601.08
991,2013-09-18,1600.92
992,2013-09-19,1600.63
993,2013-09-20,1600.18
994,2013-09-21,1599.94
995,2013-09-22,1599.66
996,2013-09-23,1599.8
997,2013-09-24,1599.77
998,2013-09-25,1599.55
999,2013-09-26,1599.26
1000,2013-09-27,1598.92
1001,2013-09-28,1599.38
1002,2013-09-29,1600.57
1003,2013-09-30,1601.49
1004,2013-10-01,1601.87
1005,2013-10-02,1601.9
1006,2013-10-03,1601.57
1007,2013-10-04,1601.09
1008,2013-10-05,1600.55
1009,2013-10-06,1600.06
1010,2013-10-07,1599.95
1011,2013-10-08,1599.91
1012,2013-10-09,1599.69
1013,2013-10-10,1599.48
1014,2013-10-11,1599.15
1015,2013-10-12,1598.76
1016,2013-10-13,1598.4
1017,2013-10-14,1598.02
1018,2013-10-15,1597.58
1019,2013-10-16,1596.99
1020,2013-10-17,1596.93
1021,2013-10-18,1596.41
1022,2013-10-19,1595.92
1023,2013-10-20,1595.49
1024,2013-10-21,1595.03
1025,2013-10-22,1594.63
1026,2013-10-23,1594.26
1027,2013-10-24,1593.86
1028,2013-10-25,1593.51
1029,2013-10-26,1593.11
1030,2013-10-27,1592.82
1031,2013-10-28,1592.33
1032,2013-10-29,1591.83
1033,2013-10-30,1591.42
1034,2013-10-31,1590.95
1035,2013-11-01,1590.57
1036,2013-11-02,1590.29
1037,2013-11-03,1589.87
1038,2013-11-04,1589.58
1039,2013-11-05,1589.13
1040,2013-11-06,1588.76
1041,2013-11-07,1588.44
1042,2013-11-08,1588.09
1043,2013-11-09,1587.7
1044,2013-11-10,1587.25
1045,2013-11-11,1586.85
1046,2013-11-12,1586.53
1047,2013-11-13,1586.38
1048,2013-11-14,1586.05
1049,2013-11-15,1585.73
1050,2013-11-16,1585.37
1051,2013-11-17,1585.05
1052,2013-11-18,1584.88
1053,2013-11-19,1584.85
1054,2013-11-20,1584.51
1055,2013-11-21,1584.23
1056,2013-11-22,1584.02
1057,2013-11-23,1583.68
1058,2013-11-24,1583.36
1059,2013-11-25,1582.97
1060,2013-11-26,1582.73
1061,2013-11-27,1582.4
1062,2013-11-28,1582.02
1063,2013-11-29,1581.62
1064,2013-11-30,1581.25
1065,2013-12-01,1581.16
1066,2013-12-02,1581.1
1067,2013-12-03,1580.65
1068,2013-12-04,1580.42
1069,2013-12-05,1580.07
1070,2013-12-06,1579.55
1071,2013-12-07,1578.95
1072,2013-12-08,1578.41
1073,2013-12-09,1577.89
1074,2013-12-10,1577.4
1075,2013-12-11,1576.83
1076,2013-12-12,1576.34
1077,2013-12-13,1575.87
1078,2013-12-14,1575.28
1079,2013-12-15,1574.82
1080,2013-12-16,1574.32
1081,2013-12-17,1573.83
1082,2013-12-18,1573.32
1083,2013-12-19,1572.7
1084,2013-12-20,1572.13
1085,2013-12-21,1571.6
1086,2013-12-22,1571.06
1087,2013-12-23,1570.65
1088,2013-12-24,1570.16
1089,2013-12-25,1569.57
1090,2013-12-26,1568.98
1091,2013-12-27,1568.53
1092,2013-12-28,1567.89
1093,2013-12-29,1567.31
1094,2013-12-30,1566.78
1095,2013-12-31,1566.23
1096,2014-01-01,1565.58
1097,2014-01-02,1565.27
1098,2014-01-03,1564.87
1099,2014-01-04,1564.34
1100,2014-01-05,1563.88
1101,2014-01-06,1563.31
1102,2014-01-07,1562.71
1103,2014-01-08,1562.15
1104,2014-01-09,1561.76
1105,2014-01-10,1561.48
1106,2014-01-11,1561.91
1107,2014-01-12,1562.16
1108,2014-01-13,1562.25
1109,2014-01-14,1562.49
1110,2014-01-15,1562.52
1111,2014-01-16,1562.39
1112,2014-01-17,1562.17
1113,2014-01-18,1561.99
1114,2014-01-19,1561.72
1115,2014-01-20,1561.48
1116,2014-01-21,1561.15
1117,2014-01-22,1560.79
1118,2014-01-23,1560.39
1119,2014-01-24,1560.09
1120,2014-01-25,1559.68
1121,2014-01-26,1559.36
1122,2014-01-27,1558.93
1123,2014-01-28,1558.59
1124,2014-01-29,1558.24
1125,2014-01-30,1557.94
1126,2014-01-31,1557.6
1127,2014-02-01,1557.09
1128,2014-02-02,1556.67
1129,2014-02-03,1556.14
1130,2014-02-04,1555.45
1131,2014-02-05,1554.65
1132,2014-02-06,1553.79
1133,2014-02-07,1553.04
1134,2014-02-08,1552.22
1135,2014-02-09,1551.63
1136,2014-02-10,1551.09
1137,2014-02-11,1550.41
1138,2014-02-12,1550.03
1139,2014-02-13,1549.61
1140,2014-02-14,1549.23
1141,2014-02-15,1548.71
1142,2014-02-16,1548.33
1143,2014-02-17,1548.01
1144,2014-02-18,1547.76
1145,2014-02-19,1547.17
1146,2014-02-20,1546.86
1147,2014-02-21,1546.32
1148,2014-02-22,1545.62
1149,2014-02-23,1545.19
1150,2014-02-24,1544.64
1151,2014-02-25,1544.09
1152,2014-02-26,1543.44
1153,2014-02-27,1542.77
1154,2014-02-28,1542.07
1155,2014-03-01,1541.41
1156,2014-03-02,1540.82
1157,2014-03-03,1540.31
1158,2014-03-04,1539.74
1159,2014-03-05,1539.56
1160,2014-03-06,1539.53
1161,2014-03-07,1539.64
1162,2014-03-08,1539.75
1163,2014-03-09,1541.06
1164,2014-03-10,1542.15
1165,2014-03-11,1542.26
1166,2014-03-12,1542.19
1167,2014-03-13,1541.95
1168,2014-03-14,1541.94
1169,2014-03-15,1542.06
1170,2014-03-16,1542.96
1171,2014-03-17,1543.34
1172,2014-03-18,1543.38
1173,2014-03-19,1543.48
1174,2014-03-20,1543.44
1175,2014-03-21,1543.17
1176,2014-03-22,1542.88
1177,2014-03-23,1542.48
1178,2014-03-24,1542.04
1179,2014-03-25,1541.59
1180,2014-03-26,1541.05
1181,2014-03-27,1540.67
1182,2014-03-28,1540.22
1183,2014-03-29,1539.94
1184,2014-03-30,1539.68
1185,2014-03-31,1539.48
1186,2014-04-01,1539.22
1187,2014-04-02,1538.91
1188,2014-04-03,1538.45
1189,2014-04-04,1538.16
1190,2014-04-05,1537.59
1191,2014-04-06,1537.29
1192,2014-04-07,1536.8
1193,2014-04-08,1536.57
1194,2014-04-09,1536.89
1195,2014-04-10,1536.94
1196,2014-04-11,1536.89
1197,2014-04-12,1536.82
1198,2014-04-13,1536.54
1199,2014-04-14,1536.3
1200,2014-04-15,1536.12
1201,2014-04-16,1535.79
1202,2014-04-17,1535.81
1203,2014-04-18,1535.83
1204,2014-04-19,1535.76
1205,2014-04-20,1535.7
1206,2014-04-21,1535.62
1207,2014-04-22,1535.61
1208,2014-04-23,1535.48
1209,2014-04-24,1535.54
1210,2014-04-25,1535.55
1211,2014-04-26,1535.42
1212,2014-04-27,1535.13
1213,2014-04-28,1534.91
1214,2014-04-29,1534.66
1215,2014-04-30,1534.2
1216,2014-05-01,1534.68
1217,2014-05-02,1536.06
1218,2014-05-03,1537.86
1219,2014-05-04,1539.49
1220,2014-05-05,1540.89
1221,2014-05-06,1541.92
1222,2014-05-07,1542.85
1223,2014-05-08,1543.75
1224,2014-05-09,1544.75
1225,2014-05-10,1545.49
1226,2014-05-11,1546.01
1227,2014-05-12,1546.41
1228,2014-05-13,1547.16
1229,2014-05-14,1548.46
1230,2014-05-15,1550.83
1231,2014-05-16,1553.87
1232,2014-05-17,1556.8
1233,2014-05-18,1558.91
1234,2014-05-19,1560.45
1235,2014-05-20,1561.93
1236,2014-05-21,1563.47
1237,2014-05-22,1565.23
1238,2014-05-23,1567.81
1239,2014-05-24,1570.32
1240,2014-05-25,1572.02
1241,2014-05-26,1573.46
1242,2014-05-27,1574.8
1243,2014-05-28,1575.99
1244,2014-05-29,1576.98
1245,2014-05-30,1577.89
1246,2014-05-31,1578.88
1247,2014-06-01,1580.01
1248,2014-06-02,1581.47
1249,2014-06-03,1583.32
1250,2014-06-04,1585.11
1251,2014-06-05,1586.53
1252,2014-06-06,1587.77
1253,2014-06-07,1588.9
1254,2014-06-08,1590.0
1255,2014-06-09,1591.38
1256,2014-06-10,1592.66
1257,2014-06-11,1593.45
1258,2014-06-12,1594.41
1259,2014-06-13,1595.99
1260,2014-06-14,1597.32
1261,2014-06-15,1598.24
1262,2014-06-16,1598.48
1263,2014-06-17,1598.66
1264,2014-06-18,1598.91
1265,2014-06-19,1599.17
1266,2014-06-20,1599.57
1267,2014-06-21,1599.85
1268,2014-06-22,1600.05
1269,2014-06-23,1600.38
1270,2014-06-24,1601.05
1271,2014-06-25,1601.61
1272,2014-06-26,1601.76
1273,2014-06-27,1601.81
1274,2014-06-28,1601.8
1275,2014-06-29,1601.82
1276,2014-06-30,1601.62
1277,2014-07-01,1601.46
1278,2014-07-02,1601.43
1279,2014-07-03,1601.6
1280,2014-07-04,1601.66
1281,2014-07-05,1601.84
1282,2014-07-06,1601.99
1283,2014-07-07,1602.12
1284,2014-07-08,1602.16
1285,2014-07-09,1602.15
1286,2014-07-10,1601.99
1287,2014-07-11,1602.04
1288,2014-07-12,1602.07
1289,2014-07-13,1602.25
1290,2014-07-14,1602.37
1291,2014-07-15,1602.35
1292,2014-07-16,1602.26
1293,2014-07-17,1602.18
1294,2014-07-18,1601.91
1295,2014-07-19,1601.85
1296,2014-07-20,1601.91
1297,2014-07-21,1601.64
1298,2014-07-22,1601.42
1299,2014-07-23,1601.51
1300,2014-07-24,1601.66
1301,2014-07-25,1601.53
1302,2014-07-26,1601.17
1303,2014-07-27,1600.8
1304,2014-07-28,1600.79
1305,2014-07-29,1600.76
1306,2014-07-30,1600.81
1307,2014-07-31,1600.93
1308,2014-08-01,1600.9
1309,2014-08-02,1600.9
1310,2014-08-03,1600.97
1311,2014-08-04,1600.88
1312,2014-08-05,1600.67
1313,2014-08-06,1600.51
1314,2014-08-07,1600.39
1315,2014-08-08,1600.28
1316,2014-08-09,1600.19
1317,2014-08-10,1600.2
1318,2014-08-11,1600.24
1319,2014-08-12,1600.39
1320,2014-08-13,1600.74
1321,2014-08-14,1601.07
1322,2014-08-15,1601.24
1323,2014-08-16,1601.38
1324,2014-08-17,1601.48
1325,2014-08-18,1601.39
1326,2014-08-19,1601.46
1327,2014-08-20,1601.51
1328,2014-08-21,1601.5
1329,2014-08-22,1601.44
1330,2014-08-23,1601.31
1331,2014-08-24,1601.23
1332,2014-08-25,1601.05
1333,2014-08-26,1600.82
1334,2014-08-27,1600.6
1335,2014-08-28,1600.52
1336,2014-08-29,1600.44
1337,2014-08-30,1600.3
1338,2014-08-31,1600.19
1339,2014-09-01,1599.99
1340,2014-09-02,1599.84
1341,2014-09-03,1599.63
1342,2014-09-04,1599.38
1343,2014-09-05,1599.05
1344,2014-09-06,1598.94
1345,2014-09-07,1598.62
1346,2014-09-08,1598.36
1347,2014-09-09,1598.09
1348,2014-09-10,1597.78
1349,2014-09-11,1597.42
1350,2014-09-12,1597.04
1351,2014-09-13,1596.73
1352,2014-09-14,1596.34
1353,2014-09-15,1596.04
1354,2014-09-16,1595.81
1355,2014-09-17,1595.31
1356,2014-09-18,1595.02
1357,2014-09-19,1594.87
1358,2014-09-20,1594.68
1359,2014-09-21,1594.37
1360,2014-09-22,1594.15
1361,2014-09-23,1593.91
1362,2014-09-24,1594.12
1363,2014-09-25,1594.1
1364,2014-09-26,1594.0
1365,2014-09-27,1593.89
1366,2014-09-28,1593.57
1367,2014-09-29,1593.32
1368,2014-09-30,1593.11
1369,2014-10-01,1592.86
1370,2014-10-02,1592.58
1371,2014-10-03,1592.17
1372,2014-10-04,1591.82
1373,2014-10-05,1591.52
1374,2014-10-06,1591.27
1375,2014-10-07,1591.17
1376,2014-10-08,1590.95
1377,2014-10-09,1590.58
1378,2014-10-10,1590.18
1379,2014-10-11,1589.88
1380,2014-10-12,1589.63
1381,2014-10-13,1589.32
1382,2014-10-14,1589.09
1383,2014-10-15,1588.8
1384,2014-10-16,1588.65
1385,2014-10-17,1588.35
1386,2014-10-18,1588.5
1387,2014-10-19,1588.33
1388,2014-10-20,1588.32
1389,2014-10-21,1588.36
1390,2014-10-22,1588.69
1391,2014-10-23,1589.3
1392,2014-10-24,1589.47
1393,2014-10-25,1589.61
1394,2014-10-26,1590.23
1395,2014-10-27,1590.33
1396,2014-10-28,1590.32
1397,2014-10-29,1590.63
1398,2014-10-30,1590.59
1399,2014-10-31,1591.08
1400,2014-11-01,1590.89
1401,2014-11-02,1590.46
1402,2014-11-03,1590.03
1403,2014-11-04,1590.25
1404,2014-11-05,1590.34
1405,2014-11-06,1591.09
1406,2014-11-07,1591.5
1407,2014-11-08,1591.29
1408,2014-11-09,1591.05
1409,2014-11-10,1590.58
1410,2014-11-11,1590.06
1411,2014-11-12,1589.31
1412,2014-11-13,1588.94
1413,2014-11-14,1588.41
1414,2014-11-15,1588.07
1415,2014-11-16,1587.75
1416,2014-11-17,1587.39
1417,2014-11-18,1587.01
1418,2014-11-19,1586.72
1419,2014-11-20,1586.19
1420,2014-11-21,1585.98
1421,2014-11-22,1585.58
1422,2014-11-23,1585.33
1423,2014-11-24,1584.96
1424,2014-11-25,1585.06
1425,2014-11-26,1585.74
1426,2014-11-27,1587.73
1427,2014-11-28,1591.2
1428,2014-11-29,1591.72
1429,2014-11-30,1591.27
1430,2014-12-01,1590.25
1431,2014-12-02,1589.01
1432,2014-12-03,1588.88
1433,2014-12-04,1588.86
1434,2014-12-05,1588.73
1435,2014-12-06,1588.72
1436,2014-12-07,1588.67
1437,2014-12-08,1588.34
1438,2014-12-09,1588.73
1439,2014-12-10,1589.62
1440,2014-12-11,1590.5
1441,2014-12-12,1590.58
1442,2014-12-13,1590.16
1443,2014-12-14,1589.58
1444,2014-12-15,1588.7
1445,2014-12-16,1588.15
1446,2014-12-17,1588.21
1447,2014-12-18,1588.15
1448,2014-12-19,1588.21
1449,2014-12-20,1588.21
1450,2014-12-21,1588.37
1451,2014-12-22,1588.43
1452,2014-12-23,1588.38
1453,2014-12-24,1588.59
1454,2014-12-25,1588.39
1455,2014-12-26,1588.22
1456,2014-12-27,1588.13
1457,2014-12-28,1587.93
1458,2014-12-29,1587.73
1459,2014-12-30,1587.35
1460,2014-12-31,1586.99
1461,2015-01-01,1586.29
1462,2015-01-02,1585.42
1463,2015-01-03,1584.73
1464,2015-01-04,1584.12
1465,2015-01-05,1584.09
1466,2015-01-06,1584.2
1467,2015-01-07,1584.05
1468,2015-01-08,1583.66
1469,2015-01-09,1583.24
1470,2015-01-10,1582.73
1471,2015-01-11,1582.18
1472,2015-01-12,1581.66
1473,2015-01-13,1581.14
1474,2015-01-14,1580.51
1475,2015-01-15,1579.84
1476,2015-01-16,1579.42
1477,2015-01-17,1578.86
1478,2015-01-18,1578.63
1479,2015-01-19,1578.22
1480,2015-01-20,1577.63
1481,2015-01-21,1577.41
1482,2015-01-22,1577.14
1483,2015-01-23,1576.82
1484,2015-01-24,1577.73
1485,2015-01-25,1578.75
1486,2015-01-26,1579.09
1487,2015-01-27,1579.31
1488,2015-01-28,1579.34
1489,2015-01-29,1579.34
1490,2015-01-30,1579.08
1491,2015-01-31,1578.85
1492,2015-02-01,1578.65
1493,2015-02-02,1578.37
1494,2015-02-03,1577.91
1495,2015-02-04,1577.44
1496,2015-02-05,1577.63
1497,2015-02-06,1579.94
1498,2015-02-07,1582.72
1499,2015-02-08,1584.45
1500,2015-02-09,1585.16
1501,2015-02-10,1585.69
1502,2015-02-11,1585.68
1503,2015-02-12,1585.83
1504,2015-02-13,1585.59
1505,2015-02-14,1585.64
1506,2015-02-15,1585.63
1507,2015-02-16,1585.3
1508,2015-02-17,1584.89
1509,2015-02-18,1584.47
1510,2015-02-19,1584.17
1511,2015-02-20,1583.83
1512,2015-02-21,1583.23
1513,2015-02-22,1582.54
1514,2015-02-23,1582.04
1515,2015-02-24,1581.23
1516,2015-02-25,1580.55
1517,2015-02-26,1579.79
1518,2015-02-27,1579.13
1519,2015-02-28,1578.2
1520,2015-03-01,1577.36
1521,2015-03-02,1576.65
1522,2015-03-03,1575.72
1523,2015-03-04,1574.85
1524,2015-03-05,1574.14
1525,2015-03-06,1573.25
1526,2015-03-07,1572.62
1527,2015-03-08,1572.02
1528,2015-03-09,1571.45
1529,2015-03-10,1570.81
1530,2015-03-11,1570.13
1531,2015-03-12,1569.72
1532,2015-03-13,1569.07
1533,2015-03-14,1569.33
1534,2015-03-15,1570.07
1535,2015-03-16,1570.06
1536,2015-03-17,1570.1
1537,2015-03-18,1570.03
1538,2015-03-19,1569.79
1539,2015-03-20,1569.74
1540,2015-03-21,1570.12
1541,2015-03-22,1570.1
1542,2015-03-23,1570.2
1543,2015-03-24,1570.3
1544,2015-03-25,1570.31
1545,2015-03-26,1570.33
1546,2015-03-27,1570.3
1547,2015-03-28,1570.81
1548,2015-03-29,1571.09
1549,2015-03-30,1571.38
1550,2015-03-31,1571.75
1551,2015-04-01,1572.25
1552,2015-04-02,1572.63
1553,2015-04-03,1572.68
1554,2015-04-04,1572.8
1555,2015-04-05,1572.93
1556,2015-04-06,1572.96
1557,2015-04-07,1572.82
1558,2015-04-08,1572.81
1559,2015-04-09,1572.66
1560,2015-04-10,1572.48
1561,2015-04-11,1572.47
1562,2015-04-12,1572.32
1563,2015-04-13,1572.02
1564,2015-04-14,1571.82
1565,2015-04-15,1571.58
1566,2015-04-16,1571.47
1567,2015-04-17,1571.2
1568,2015-04-18,1570.95
1569,2015-04-19,1570.76
1570,2015-04-20,1570.69
1571,2015-04-21,1570.74
1572,2015-04-22,1570.91
1573,2015-04-23,1571.06
1574,2015-04-24,1571.02
1575,2015-04-25,1571.05
1576,2015-04-26,1570.95
1577,2015-04-27,1570.95
1578,2015-04-28,1571.0
1579,2015-04-29,1571.13
1580,2015-04-30,1571.24
1581,2015-05-01,1571.39
1582,2015-05-02,1571.58
1583,2015-05-03,1571.69
1584,2015-05-04,1571.93
1585,2015-05-05,1572.19
1586,2015-05-06,1572.42
1587,2015-05-07,1572.65
1588,2015-05-08,1572.89
1589,2015-05-09,1573.04
1590,2015-05-10,1573.22
1591,2015-05-11,1573.81
1592,2015-05-12,1574.58
1593,2015-05-13,1575.15
1594,2015-05-14,1575.8
1595,2015-05-15,1576.41
1596,2015-05-16,1577.02
1597,2015-05-17,1577.71
1598,2015-05-18,1578.52
1599,2015-05-19,1579.46
1600,2015-05-20,1580.59
1601,2015-05-21,1581.81
1602,2015-05-22,1583.12
1603,2015-05-23,1584.38
1604,2015-05-24,1585.61
1605,2015-05-25,1586.53
1606,2015-05-26,1587.27
1607,2015-05-27,1588.02
1608,2015-05-28,1588.92
1609,2015-05-29,1589.93
1610,2015-05-30,1590.97
1611,2015-05-31,1591.82
1612,2015-06-01,1592.55
1613,2015-06-02,1593.38
1614,2015-06-03,1594.06
1615,2015-06-04,1594.5
1616,2015-06-05,1594.99
1617,2015-06-06,1595.53
1618,2015-06-07,1596.19
1619,2015-06-08,1596.79
1620,2015-06-09,1597.34
1621,2015-06-10,1597.77
1622,2015-06-11,1597.98
1623,2015-06-12,1598.18
1624,2015-06-13,1598.12
1625,2015-06-14,1597.91
1626,2015-06-15,1597.72
1627,2015-06-16,1597.63
1628,2015-06-17,1597.52
1629,2015-06-18,1597.45
1630,2015-06-19,1597.4
1631,2015-06-20,1597.41
1632,2015-06-21,1597.44
1633,2015-06-22,1597.32
1634,2015-06-23,1597.29
1635,2015-06-24,1597.36
1636,2015-06-25,1597.41
1637,2015-06-26,1597.45
1638,2015-06-27,1597.63
1639,2015-06-28,1597.93
1640,2015-06-29,1598.13
1641,2015-06-30,1598.46
1642,2015-07-01,1598.73
1643,2015-07-02,1598.93
1644,2015-07-03,1599.05
1645,2015-07-04,1599.15
1646,2015-07-05,1599.14
1647,2015-07-06,1599.15
1648,2015-07-07,1599.23
1649,2015-07-08,1599.27
1650,2015-07-09,1599.3
1651,2015-07-10,1599.45
1652,2015-07-11,1599.64
1653,2015-07-12,1599.62
1654,2015-07-13,1599.54
1655,2015-07-14,1599.47
1656,2015-07-15,1599.29
1657,2015-07-16,1599.2
1658,2015-07-17,1599.06
1659,2015-07-18,1598.92
1660,2015-07-19,1598.7
1661,2015-07-20,1598.79
1662,2015-07-21,1598.81
1663,2015-07-22,1598.52
1664,2015-07-23,1598.36
1665,2015-07-24,1598.09
1666,2015-07-25,1598.07
1667,2015-07-26,1597.98
1668,2015-07-27,1597.8
1669,2015-07-28,1597.54
1670,2015-07-29,1597.28
1671,2015-07-30,1597.02
1672,2015-07-31,1596.95
1673,2015-08-01,1596.93
1674,2015-08-02,1596.93
1675,2015-08-03,1596.89
1676,2015-08-04,1596.88
1677,2015-08-05,1596.81
1678,2015-08-06,1596.77
1679,2015-08-07,1596.74
1680,2015-08-08,1596.7
1681,2015-08-09,1596.67
1682,2015-08-10,1596.58
1683,2015-08-11,1596.6
1684,2015-08-12,1596.67
1685,2015-08-13,1596.71
1686,2015-08-14,1596.76
1687,2015-08-15,1596.96
1688,2015-08-16,1597.06
1689,2015-08-17,1597.04
1690,2015-08-18,1597.01
1691,2015-08-19,1597.06
1692,2015-08-20,1597.06
1693,2015-08-21,1597.05
1694,2015-08-22,1596.94
1695,2015-08-23,1596.81
1696,2015-08-24,1596.7
1697,2015-08-25,1596.55
1698,2015-08-26,1596.42
1699,2015-08-27,1596.29
1700,2015-08-28,1596.2
1701,2015-08-29,1596.28
1702,2015-08-30,1596.7
1703,2015-08-31,1597.08
1704,2015-09-01,1597.53
1705,2015-09-02,1597.88
1706,2015-09-03,1597.93
1707,2015-09-04,1597.82
1708,2015-09-05,1597.51
1709,2015-09-06,1597.22
1710,2015-09-07,1596.84
1711,2015-09-08,1596.56
1712,2015-09-09,1596.29
1713,2015-09-10,1595.86
1714,2015-09-11,1595.43
1715,2015-09-12,1595.15
1716,2015-09-13,1594.75
1717,2015-09-14,1594.44
1718,2015-09-15,1593.9
1719,2015-09-16,1593.35
1720,2015-09-17,1592.96
1721,2015-09-18,1592.5
1722,2015-09-19,1592.08
1723,2015-09-20,1592.13
1724,2015-09-21,1592.38
1725,2015-09-22,1592.18
1726,2015-09-23,1591.79
1727,2015-09-24,1591.42
1728,2015-09-25,1591.18
1729,2015-09-26,1590.9
1730,2015-09-27,1590.58
1731,2015-09-28,1590.13
1732,2015-09-29,1589.61
1733,2015-09-30,1589.15
1734,2015-10-01,1588.66
1735,2015-10-02,1588.24
1736,2015-10-03,1587.75
1737,2015-10-04,1587.26
1738,2015-10-05,1586.73
1739,2015-10-06,1586.22
1740,2015-10-07,1585.77
1741,2015-10-08,1585.34
1742,2015-10-09,1584.89
1743,2015-10-10,1585.13
1744,2015-10-11,1585.64
1745,2015-10-12,1585.49
1746,2015-10-13,1585.22
1747,2015-10-14,1584.88
1748,2015-10-15,1584.49
1749,2015-10-16,1584.0
1750,2015-10-17,1583.41
1751,2015-10-18,1582.95
1752,2015-10-19,1582.52
1753,2015-10-20,1582.21
1754,2015-10-21,1582.0
1755,2015-10-22,1581.52
1756,2015-10-23,1581.12
1757,2015-10-24,1580.71
1758,2015-10-25,1580.24
1759,2015-10-26,1579.86
1760,2015-10-27,1579.38
1761,2015-10-28,1578.91
1762,2015-10-29,1578.5
1763,2015-10-30,1578.36
1764,2015-10-31,1579.33
1765,2015-11-01,1580.34
1766,2015-11-02,1580.62
1767,2015-11-03,1580.81
1768,2015-11-04,1580.93
1769,2015-11-05,1580.73
1770,2015-11-06,1580.46
1771,2015-11-07,1580.53
1772,2015-11-08,1580.91
1773,2015-11-09,1580.99
1774,2015-11-10,1580.81
1775,2015-11-11,1580.73
1776,2015-11-12,1580.73
1777,2015-11-13,1582.38
1778,2015-11-14,1584.14
1779,2015-11-15,1585.19
1780,2015-11-16,1585.87
1781,2015-11-17,1587.83
1782,2015-11-18,1589.66
1783,2015-11-19,1590.43
1784,2015-11-20,1590.64
1785,2015-11-21,1590.72
1786,2015-11-22,1590.63
1787,2015-11-23,1590.45
1788,2015-11-24,1590.3
1789,2015-11-25,1589.94
1790,2015-11-26,1589.55
1791,2015-11-27,1589.14
1792,2015-11-28,1588.62
1793,2015-11-29,1588.0
1794,2015-11-30,1587.26
1795,2015-12-01,1586.92
1796,2015-12-02,1586.54
1797,2015-12-03,1586.17
1798,2015-12-04,1585.71
1799,2015-12-05,1585.37
1800,2015-12-06,1585.12
1801,2015-12-07,1585.12
1802,2015-12-08,1586.26
1803,2015-12-09,1588.2
1804,2015-12-10,1589.05
1805,2015-12-11,1589.32
1806,2015-12-12,1589.41
1807,2015-12-13,1589.42
1808,2015-12-14,1589.29
1809,2015-12-15,1588.97
1810,2015-12-16,1588.7
1811,2015-12-17,1588.35
1812,2015-12-18,1588.15
1813,2015-12-19,1587.75
1814,2015-12-20,1587.32
1815,2015-12-21,1586.86
1816,2015-12-22,1586.5
1817,2015-12-23,1585.96
1818,2015-12-24,1585.48
1819,2015-12-25,1584.93
1820,2015-12-26,1584.3
1821,2015-12-27,1583.71
1822,2015-12-28,1583.29
1823,2015-12-29,1582.72
1824,2015-12-30,1582.04
1825,2015-12-31,1581.32
1826,2016-01-01,1580.35
1827,2016-01-02,1579.41
1828,2016-01-03,1578.52
1829,2016-01-04,1577.61
1830,2016-01-05,1576.6
1831,2016-01-06,1575.64
1832,2016-01-07,1574.65
1833,2016-01-08,1573.66
1834,2016-01-09,1572.76
1835,2016-01-10,1571.75
1836,2016-01-11,1570.63
1837,2016-01-12,1569.42
1838,2016-01-13,1568.56
1839,2016-01-14,1567.54
1840,2016-01-15,1566.68
1841,2016-01-16,1565.55
1842,2016-01-17,1564.68
1843,2016-01-18,1563.73
1844,2016-01-19,1562.62
1845,2016-01-20,1561.65
1846,2016-01-21,1561.05
1847,2016-01-22,1560.63
1848,2016-01-23,1560.33
1849,2016-01-24,1559.82
1850,2016-01-25,1559.02
1851,2016-01-26,1558.63
1852,2016-01-27,1558.4
1853,2016-01-28,1560.76
1854,2016-01-29,1562.25
1855,2016-01-30,1562.91
1856,2016-01-31,1563.01
1857,2016-02-01,1563.13
1858,2016-02-02,1562.92
1859,2016-02-03,1562.63
1860,2016-02-04,1562.2
1861,2016-02-05,1561.76
1862,2016-02-06,1561.1
1863,2016-02-07,1560.4
1864,2016-02-08,1559.72
1865,2016-02-09,1559.13
1866,2016-02-10,1558.52
1867,2016-02-11,1558.16
1868,2016-02-12,1558.56
1869,2016-02-13,1559.34
1870,2016-02-14,1559.75
1871,2016-02-15,1560.75
1872,2016-02-16,1562.2
1873,2016-02-17,1563.54
1874,2016-02-18,1564.38
1875,2016-02-19,1565.04
1876,2016-02-20,1564.95
1877,2016-02-21,1564.74
1878,2016-02-22,1564.36
1879,2016-02-23,1563.81
1880,2016-02-24,1563.24
1881,2016-02-25,1562.65
1882,2016-02-26,1561.91
1883,2016-02-27,1561.2
1884,2016-02-28,1560.61
1885,2016-02-29,1560.04
1886,2016-03-01,1559.54
1887,2016-03-02,1558.89
1888,2016-03-03,1558.41
1889,2016-03-04,1557.79
1890,2016-03-05,1557.46
1891,2016-03-06,1557.03
1892,2016-03-07,1556.68
1893,2016-03-08,1556.27
1894,2016-03-09,1555.73
1895,2016-03-10,1555.4
1896,2016-03-11,1554.88
1897,2016-03-12,1554.27
1898,2016-03-13,1553.67
1899,2016-03-14,1553.23
1900,2016-03-15,1552.71
1901,2016-03-16,1552.26
1902,2016-03-17,1551.65
1903,2016-03-18,1550.95
1904,2016-03-19,1550.52
1905,2016-03-20,1549.9
1906,2016-03-21,1549.45
1907,2016-03-22,1549.14
1908,2016-03-23,1548.73
1909,2016-03-24,1548.4
1910,2016-03-25,1548.05
1911,2016-03-26,1547.34
1912,2016-03-27,1546.78
1913,2016-03-28,1546.25
1914,2016-03-29,1545.87
1915,2016-03-30,1545.34
1916,2016-03-31,1544.88
1917,2016-04-01,1544.78
