,datetime,CASTLE_LAKE_NEAR_MOUNT_ST._HELENS__WA.
1915,2016-10-02,2577.96
1916,2016-10-03,2577.97
1917,2016-10-04,2578.05
1918,2016-10-05,2578.14
1919,2016-10-06,2578.21
1920,2016-10-07,2578.24
1921,2016-10-08,2578.31
1922,2016-10-09,2578.52
1923,2016-10-10,2578.57
1924,2016-10-11,2578.55
1925,2016-10-12,2578.44
1926,2016-10-13,2578.93
1927,2016-10-14,2579.66
1928,2016-10-15,2580.05
1929,2016-10-16,2580.2
1930,2016-10-17,2580.17
1931,2016-10-18,2579.9
1932,2016-10-19,2579.6
1933,2016-10-20,2579.48
1934,2016-10-21,2579.31
1935,2016-10-22,2579.12
1936,2016-10-23,2578.96
1937,2016-10-24,2578.85
1938,2016-10-25,2578.76
1939,2016-10-26,2579.0
1940,2016-10-27,2579.12
1941,2016-10-28,2579.06
1942,2016-10-29,2578.99
1943,2016-10-30,2578.93
1944,2016-10-31,2579.09
1945,2016-11-01,2579.04
1946,2016-11-02,2578.97
1947,2016-11-03,2578.88
1948,2016-11-04,2578.77
1949,2016-11-05,2578.87
1950,2016-11-06,2578.84
1951,2016-11-07,2578.8
1952,2016-11-08,2578.72
1953,2016-11-09,2578.64
1954,2016-11-10,2578.6
1955,2016-11-11,2578.53
1956,2016-11-12,2578.62
1957,2016-11-13,2578.61
1958,2016-11-14,2578.72
1959,2016-11-15,2578.94
1960,2016-11-16,2578.97
1961,2016-11-17,2578.92
1962,2016-11-18,2578.83
1963,2016-11-19,2578.79
1964,2016-11-20,2578.82
1965,2016-11-21,2578.8
1966,2016-11-22,2578.83
1967,2016-11-23,2578.9
1968,2016-11-24,2579.44
1969,2016-11-25,2579.58
1970,2016-11-26,2579.45
1971,2016-11-27,2579.34
1972,2016-11-28,2579.27
1973,2016-11-29,2579.1
1974,2016-11-30,2579.07
1975,2016-12-01,2578.96
1976,2016-12-02,2578.87
1977,2016-12-03,2578.84
1978,2016-12-04,2578.81
1979,2016-12-05,2578.75
1980,2016-12-06,2578.65
1981,2016-12-07,2578.55
1982,2016-12-08,2578.52
1983,2016-12-09,2578.55
1984,2016-12-10,2578.55
1985,2016-12-11,2578.56
1986,2016-12-12,2578.5
1987,2016-12-13,2578.43
1988,2016-12-14,2578.38
1989,2016-12-15,2578.32
1990,2016-12-16,2578.28
1991,2016-12-17,2578.24
1992,2016-12-18,2578.22
1993,2016-12-19,2578.31
1994,2016-12-20,2578.38
1995,2016-12-21,2578.35
1996,2016-12-22,2578.33
1997,2016-12-23,2578.33
1998,2016-12-24,2578.31
1999,2016-12-25,2578.29
2000,2016-12-26,2578.33
2001,2016-12-27,2578.31
2002,2016-12-28,2578.29
2003,2016-12-29,2578.26
2004,2016-12-30,2578.24
2005,2016-12-31,2578.26
2006,2017-01-01,2578.26
2007,2017-01-02,2578.17
2008,2017-01-03,2578.15
2009,2017-01-04,2578.16
2010,2017-01-05,2578.14
2011,2017-01-06,2578.12
2012,2017-01-07,2578.11
2013,2017-01-08,2578.21
2014,2017-01-09,2578.27
2015,2017-01-10,2578.32
2016,2017-01-11,2578.26
2017,2017-01-12,2578.23
2018,2017-01-13,2578.2
2019,2017-01-14,2578.17
2020,2017-01-15,2578.16
2021,2017-01-16,2578.15
2022,2017-01-17,2578.67
2023,2017-01-18,2580.24
2024,2017-01-19,2580.35
2025,2017-01-20,2579.95
2026,2017-01-21,2579.61
2027,2017-01-22,2579.32
2028,2017-01-23,2579.06
2029,2017-01-24,2578.87
2030,2017-01-25,2578.74
2031,2017-01-26,2578.63
2032,2017-01-27,2578.54
2033,2017-01-28,2578.46
2034,2017-01-29,2578.43
2035,2017-01-30,2578.39
2036,2017-01-31,2578.37
2037,2017-02-01,2578.35
2038,2017-02-02,2578.26
2039,2017-02-03,2578.32
2040,2017-02-04,2578.57
2041,2017-02-05,2578.76
2042,2017-02-06,2578.78
2043,2017-02-07,2578.7
2044,2017-02-08,2578.72
2045,2017-02-09,2580.27
2046,2017-02-10,2580.27
2047,2017-02-11,2579.84
2048,2017-02-12,2579.47
2049,2017-02-13,2579.15
2050,2017-02-14,2578.97
2051,2017-02-15,2579.59
2052,2017-02-16,2580.59
2053,2017-02-17,2580.26
2054,2017-02-18,2579.85
2055,2017-02-19,2579.6
2056,2017-02-20,2579.35
2057,2017-02-21,2579.14
2058,2017-02-22,2578.95
2059,2017-02-23,2578.82
2060,2017-02-24,2578.69
2061,2017-02-25,2578.59
2062,2017-02-26,2578.56
2063,2017-02-27,2578.56
2064,2017-02-28,2578.48
2065,2017-03-01,2578.44
2066,2017-03-02,2578.4
2067,2017-03-03,2578.47
2068,2017-03-04,2578.44
2069,2017-03-05,2578.45
2070,2017-03-06,2578.44
2071,2017-03-07,2578.46
2072,2017-03-08,2578.5
2073,2017-03-09,2578.6
2074,2017-03-10,2578.93
2075,2017-03-11,2579.05
2076,2017-03-12,2579.08
2077,2017-03-13,2579.24
2078,2017-03-14,2579.82
2079,2017-03-15,2580.48
2080,2017-03-16,2580.25
2081,2017-03-17,2580.02
2082,2017-03-18,2580.3
2083,2017-03-19,2580.01
2084,2017-03-20,2579.65
2085,2017-03-21,2579.39
2086,2017-03-22,2579.25
2087,2017-03-23,2579.13
2088,2017-03-24,2579.22
2089,2017-03-25,2579.13
2090,2017-03-26,2579.09
2091,2017-03-27,2579.05
2092,2017-03-28,2579.0
2093,2017-03-29,2579.06
2094,2017-03-30,2579.13
2095,2017-03-31,2579.05
2096,2017-04-01,2578.98
2097,2017-04-02,2578.89
2098,2017-04-03,2578.79
2099,2017-04-04,2578.67
2100,2017-04-05,2578.64
2101,2017-04-06,2578.71
2102,2017-04-07,2578.86
2103,2017-04-08,2578.94
2104,2017-04-09,2578.91
2105,2017-04-10,2578.86
2106,2017-04-11,2578.79
2107,2017-04-12,2578.99
2108,2017-04-13,2579.07
2109,2017-04-14,2579.06
2110,2017-04-15,2578.95
2111,2017-04-16,2578.84
2112,2017-04-17,2578.84
2113,2017-04-18,2578.85
2114,2017-04-19,2578.9
2115,2017-04-20,2578.9
2116,2017-04-21,2578.87
2117,2017-04-22,2578.92
2118,2017-04-23,2579.07
2119,2017-04-24,2579.16
2120,2017-04-25,2579.1
2121,2017-04-26,2579.12
2122,2017-04-27,2579.04
2123,2017-04-28,2578.94
2124,2017-04-29,2578.9
2125,2017-04-30,2578.86
2126,2017-05-01,2578.82
2127,2017-05-02,2578.8
2128,2017-05-03,2578.86
2129,2017-05-04,2579.03
2130,2017-05-05,2579.3
2131,2017-05-06,2579.22
2132,2017-05-07,2579.08
2133,2017-05-08,2578.95
2134,2017-05-09,2578.86
2135,2017-05-10,2578.8
2136,2017-05-11,2578.87
2137,2017-05-12,2578.94
2138,2017-05-13,2578.91
2139,2017-05-14,2578.86
2140,2017-05-15,2578.84
2141,2017-05-16,2578.88
2142,2017-05-17,2578.86
2143,2017-05-18,2578.81
2144,2017-05-19,2578.77
2145,2017-05-20,2578.75
2146,2017-05-21,2578.75
2147,2017-05-22,2578.78
2148,2017-05-23,2578.82
2149,2017-05-24,2578.78
2150,2017-05-25,2578.71
2151,2017-05-26,2578.66
2152,2017-05-27,2578.62
2153,2017-05-28,2578.61
2154,2017-05-29,2578.61
2155,2017-05-30,2578.59
2156,2017-05-31,2578.55
2157,2017-06-01,2578.53
2158,2017-06-02,2578.47
2159,2017-06-03,2578.43
2160,2017-06-04,2578.38
2161,2017-06-05,2578.34
2162,2017-06-06,2578.31
2163,2017-06-07,2578.31
2164,2017-06-08,2578.38
2165,2017-06-09,2578.4
2166,2017-06-10,2578.37
2167,2017-06-11,2578.32
2168,2017-06-12,2578.3
2169,2017-06-13,2578.27
2170,2017-06-14,2578.24
2171,2017-06-15,2578.4
2172,2017-06-16,2578.45
2173,2017-06-17,2578.46
2174,2017-06-18,2578.46
2175,2017-06-19,2578.43
2176,2017-06-20,2578.39
2177,2017-06-21,2578.35
2178,2017-06-22,2578.31
2179,2017-06-23,2578.27
2180,2017-06-24,2578.22
2181,2017-06-25,2578.2
2182,2017-06-26,2578.16
2183,2017-06-27,2578.14
2184,2017-06-28,2578.11
2185,2017-06-29,2578.09
2186,2017-06-30,2578.07
2187,2017-07-01,2578.04
2188,2017-07-02,2578.02
2189,2017-07-03,2578.0
2190,2017-07-04,2577.99
2191,2017-07-05,2577.97
2192,2017-07-06,2577.95
2193,2017-07-07,2577.94
2194,2017-07-08,2577.92
2195,2017-07-09,2577.9
2196,2017-07-10,2577.9
2197,2017-07-11,2577.87
2198,2017-07-12,2577.86
2199,2017-07-13,2577.85
2200,2017-07-14,2577.84
2201,2017-07-15,2577.83
2202,2017-07-16,2577.81
2203,2017-07-17,2577.8
2204,2017-07-18,2577.79
2205,2017-07-19,2577.78
2206,2017-07-20,2577.78
2207,2017-07-21,2577.77
2208,2017-07-22,2577.77
2209,2017-07-23,2577.76
2210,2017-07-24,2577.76
2211,2017-07-25,2577.75
2212,2017-07-26,2577.74
2213,2017-07-27,2577.73
2214,2017-07-28,2577.73
2215,2017-07-29,2577.71
2216,2017-07-30,2577.71
2217,2017-07-31,2577.7
2218,2017-08-01,2577.69
2219,2017-08-02,2577.69
2220,2017-08-03,2577.68
2221,2017-08-04,2577.68
2222,2017-08-05,2577.67
2223,2017-08-06,2577.66
2224,2017-08-07,2577.66
2225,2017-08-08,2577.65
2226,2017-08-09,2577.65
2227,2017-08-10,2577.64
2228,2017-08-11,2577.64
2229,2017-08-12,2577.63
2230,2017-08-13,2577.65
2231,2017-08-14,2577.64
2232,2017-08-15,2577.63
2233,2017-08-16,2577.61
2234,2017-08-17,2577.61
2235,2017-08-18,2577.6
2236,2017-08-19,2577.59
2237,2017-08-20,2577.59
2238,2017-08-21,2577.58
2239,2017-08-22,2577.58
2240,2017-08-23,2577.57
2241,2017-08-24,2577.56
2242,2017-08-25,2577.56
2243,2017-08-26,2577.55
2244,2017-08-27,2577.55
2245,2017-08-28,2577.55
2246,2017-08-29,2577.54
2247,2017-08-30,2577.54
2248,2017-08-31,2577.54
2249,2017-09-01,2577.54
2250,2017-09-02,2577.53
2251,2017-09-03,2577.53
2252,2017-09-04,2577.53
2253,2017-09-05,2577.53
2254,2017-09-06,2577.53
2255,2017-09-07,2577.52
2256,2017-09-08,2577.52
2257,2017-09-09,2577.52
2258,2017-09-10,2577.51
2259,2017-09-11,2577.51
2260,2017-09-12,2577.5
2261,2017-09-13,2577.5
2262,2017-09-14,2577.49
2263,2017-09-15,2577.48
2264,2017-09-16,2577.47
2265,2017-09-17,2577.51
2266,2017-09-18,2577.61
2267,2017-09-19,2577.75
2268,2017-09-20,2577.82
2269,2017-09-21,2577.81
2270,2017-09-22,2577.8
2271,2017-09-23,2577.79
2272,2017-09-24,2577.78
2273,2017-09-25,2577.78
2274,2017-09-26,2577.77
2275,2017-09-27,2577.77
2276,2017-09-28,2577.75
2277,2017-09-29,2577.76
2278,2017-09-30,2577.79
2279,2017-10-01,2577.81
2280,2017-10-02,2577.8
2281,2017-10-03,2577.79
2282,2017-10-04,2577.78
2283,2017-10-05,2577.78
2284,2017-10-06,2577.8
2285,2017-10-07,2577.8
2286,2017-10-08,2577.81
2287,2017-10-09,2577.8
2288,2017-10-10,2577.81
2289,2017-10-11,2577.85
2290,2017-10-12,2577.95
2291,2017-10-13,2577.98
2292,2017-10-14,2577.96
2293,2017-10-15,2577.95
2294,2017-10-16,2577.93
2295,2017-10-17,2577.94
2296,2017-10-18,2577.99
2297,2017-10-19,2578.29
2298,2017-10-20,2578.42
2299,2017-10-21,2578.9
2300,2017-10-22,2579.32
2301,2017-10-23,2579.17
2302,2017-10-24,2578.98
2303,2017-10-25,2578.83
2304,2017-10-26,2578.7
2305,2017-10-27,2578.58
2306,2017-10-28,2578.49
2307,2017-10-29,2578.4
2308,2017-10-30,2578.35
2309,2017-10-31,2578.29
2310,2017-11-01,2578.28
2311,2017-11-02,2578.37
2312,2017-11-03,2578.34
2313,2017-11-04,2578.36
2314,2017-11-05,2578.37
2315,2017-11-06,2578.33
2316,2017-11-07,2578.24
2317,2017-11-08,2578.26
2318,2017-11-09,2578.33
2319,2017-11-10,2578.39
2320,2017-11-11,2578.43
2321,2017-11-12,2578.57
2322,2017-11-13,2578.89
2323,2017-11-14,2578.99
2324,2017-11-15,2579.31
2325,2017-11-16,2579.33
2326,2017-11-17,2579.15
2327,2017-11-18,2578.97
2328,2017-11-19,2578.89
2329,2017-11-20,2579.03
2330,2017-11-21,2579.89
2331,2017-11-22,2580.51
2332,2017-11-23,2580.82
2333,2017-11-24,2580.36
2334,2017-11-25,2579.88
2335,2017-11-26,2579.71
2336,2017-11-27,2579.43
2337,2017-11-28,2579.27
2338,2017-11-29,2579.06
2339,2017-11-30,2578.92
2340,2017-12-01,2578.82
2341,2017-12-02,2578.81
2342,2017-12-03,2578.72
2343,2017-12-04,2578.62
2344,2017-12-05,2578.53
2345,2017-12-06,2578.45
2346,2017-12-07,2578.43
2347,2017-12-08,2578.38
2348,2017-12-09,2578.34
2349,2017-12-10,2578.29
2350,2017-12-11,2578.27
2351,2017-12-12,2578.27
2352,2017-12-13,2578.24
2353,2017-12-14,2578.21
2354,2017-12-15,2578.19
2355,2017-12-16,2578.19
2356,2017-12-17,2578.19
2357,2017-12-18,2578.27
2358,2017-12-19,2578.63
2359,2017-12-20,2578.72
2360,2017-12-21,2578.68
2361,2017-12-22,2578.67
2362,2017-12-23,2578.57
2363,2017-12-24,2578.56
2364,2017-12-25,2578.52
2365,2017-12-26,2578.47
2366,2017-12-27,2578.44
2367,2017-12-28,2578.57
2368,2017-12-29,2579.26
2369,2017-12-30,2579.52
2370,2017-12-31,2579.36
2371,2018-01-01,2579.16
