agency_cd	site_no	datetime	115190_00010_00001	115190_00010_00001_cd	115191_00010_00002	115191_00010_00002_cd	115192_00010_00003	115192_00010_00003_cd	115193_00400_00001	115193_00400_00001_cd	115194_00400_00002	115194_00400_00002_cd	115195_00400_00008	115195_00400_00008_cd	115196_00095_00001	115196_00095_00001_cd	115197_00095_00002	115197_00095_00002_cd	115198_00095_00003	115198_00095_00003_cd	115199_00300_00001	115199_00300_00001_cd	115200_00300_00002	115200_00300_00002_cd	115201_00300_00003	115201_00300_00003_cd	249353_95202_00001	249353_95202_00001_cd	249354_95202_00003	249354_95202_00003_cd	249355_95202_00002	249355_95202_00002_cd
5s	15s	20d	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s
USGS	422042121513100	2013-05-16	17.0	A	16.1	A	16.5	A	8.1	A	7.9	A	8.0	A	114	A	113	A	113	A	8.9	A	8.2	A	8.5	A	28379	A	18401	A	14189	A
USGS	422042121513100	2013-05-17	16.5	A	15.4	A	15.9	A	8.2	A	7.9	A	8.0	A	115	A	112	A	113	A	9.2	A	8.4	A	8.7	A	35473	A	23501	A	14189	A
USGS	422042121513100	2013-05-18	15.7	A	15.1	A	15.4	A	8.2	A	7.9	A	8.0	A	115	A	114	A	115	A	9.2	A	8.6	A	8.9	A	31926	A	21727	A	10642	A
USGS	422042121513100	2013-05-19	16.0	A	14.3	A	15.0	A	8.3	A	8.0	A	8.1	A	115	A	114	A	115	A	9.8	A	8.9	A	9.2	A	67399	A	34734	A	14189	A
USGS	422042121513100	2013-05-20	16.0	A	14.6	A	15.1	A	8.3	A	7.9	A	8.2	A	115	A	114	A	114	A	9.9	A	8.8	A	9.3	A	31926	A	23353	A	14189	A
USGS	422042121513100	2013-05-21	15.6	A	14.2	A	15.0	A	8.3	A	8.1	A	8.2	A	116	A	115	A	115	A	9.7	A	9.2	A	9.5	A	53210	A	32665	A	17736	A
USGS	422042121513100	2013-05-22	14.6	A	13.0	A	13.6	A	8.2	A	8.0	A	8.1	A	115	A	112	A	114	A	9.6	A	8.9	A	9.3	A	46115	A	29044	A	21284	A
USGS	422042121513100	2013-05-23	13.5	A	12.6	A	13.0	A	8.4	A	8.0	A	8.1	A	115	A	112	A	114	A	10.2	A	9.2	A	9.6	A	67399	A	33921	A	17736	A
USGS	422042121513100	2013-05-24	13.9	A	12.6	A	13.1	A	8.4	A	8.2	A	8.3	A	115	A	113	A	115	A	10.5	A	9.7	A	10.0	A	60304	A	42198	A	28379	A
USGS	422042121513100	2013-05-25	14.1	A	12.5	A	13.1	A	8.5	A	8.3	A	8.4	A	115	A	114	A	115	A	10.6	A	9.8	A	10.1	A	78040	A	39390	A	24831	A
USGS	422042121513100	2013-05-26	14.0	A	13.4	A	13.7	A	8.5	A	8.3	A	8.5	A	115	A	115	A	115	A	10.6	A	9.9	A	10.2	A	106419	A	49958	A	31926	A
USGS	422042121513100	2013-05-27	13.8	A	13.0	A	13.3	A	8.5	A	8.4	A	8.4	A	115	A	115	A	115	A	10.5	A	10.0	A	10.2	A	92230	A	47002	A	28379	A
USGS	422042121513100	2013-05-28	14.4	A	13.2	A	13.7	A	8.7	A	8.2	A	8.4	A	115	A	115	A	115	A	10.8	A	9.7	A	10.2	A	113513	A	47962	A	28379	A
USGS	422042121513100	2013-05-29	14.7	A	13.3	A	14.0	A	8.8	A	8.4	A	8.6	A	115	A	114	A	115	A	11.0	A	10.0	A	10.5	A	113513	A	66364	A	31926	A
USGS	422042121513100	2013-05-30	15.0	A	13.0	A	13.7	A	8.6	A	8.4	A	8.6	A	115	A	111	A	114	A	10.6	A	9.8	A	10.2	A	127703	A	88682	A	53210	A
USGS	422042121513100	2013-05-31	15.4	A	13.4	A	14.2	A	8.6	A	8.3	A	8.4	A	115	A	114	A	115	A	10.0	A	9.3	A	9.6	A	134798	A	87278	A	53210	A
USGS	422042121513100	2013-06-01	16.8	A	14.1	A	15.2	A	8.7	A	8.4	A	8.6	A	115	A	115	A	115	A	10.5	A	9.5	A	9.8	A	195102	A	98807	A	46115	A
USGS	422042121513100	2013-06-02	16.8	A	15.4	A	16.0	A	8.7	A	8.5	A	8.6	A	115	A	114	A	115	A	10.8	A	9.4	A	10.1	A	156081	A	109006	A	67399	A
USGS	422042121513100	2013-06-03	17.6	A	15.6	A	16.3	A	8.8	A	8.5	A	8.6	A	116	A	115	A	115	A	10.3	A	9.2	A	9.6	A	255405	A	136941	A	85135	A
USGS	422042121513100	2013-06-04	18.6	A	16.9	A	17.4	A	8.9	A	8.7	A	8.7	A	116	A	116	A	116	A	10.7	A	9.5	A	9.8	A	237669	A	129255	A	46115	A
