agency_cd	site_no	datetime	213915_00054_00011	213915_00054_00011_cd	213916_00054_32400	213916_00054_32400_cd
5s	15s	20d	14n	10s	14n	10s
USGS	11416580	2013-05-21	207.0	A		
USGS	11416580	2013-05-22				
USGS	11416580	2013-05-23				
USGS	11416580	2013-05-24				
USGS	11416580	2013-05-25				
USGS	11416580	2013-05-26				
USGS	11416580	2013-05-27				
USGS	11416580	2013-05-28				
USGS	11416580	2013-05-29				
USGS	11416580	2013-05-30				
USGS	11416580	2013-05-31				
USGS	11416580	2013-06-01				
USGS	11416580	2013-06-02				
USGS	11416580	2013-06-03	209.0	A		
USGS	11416580	2013-06-04				
USGS	11416580	2013-06-05				
USGS	11416580	2013-06-06				
USGS	11416580	2013-06-07	205.0	A		
USGS	11416580	2013-06-08				
USGS	11416580	2013-06-09				
USGS	11416580	2013-06-10	203.0	A		
USGS	11416580	2013-06-11				
USGS	11416580	2013-06-12	203.0	A		
USGS	11416580	2013-06-13				
USGS	11416580	2013-06-14				
USGS	11416580	2013-06-15				
USGS	11416580	2013-06-16				
USGS	11416580	2013-06-17	200.0	A		
USGS	11416580	2013-06-18	198.0	A		
USGS	11416580	2013-06-19				
USGS	11416580	2013-06-20	197.0	A		
USGS	11416580	2013-06-21				
USGS	11416580	2013-06-22				
USGS	11416580	2013-06-23				
USGS	11416580	2013-06-24				
USGS	11416580	2013-06-25	197.0	A		
USGS	11416580	2013-06-26	197.0	A		
USGS	11416580	2013-06-27				
USGS	11416580	2013-06-28	197.0	A		
USGS	11416580	2013-06-29				
USGS	11416580	2013-06-30				
USGS	11416580	2013-07-01				
USGS	11416580	2013-07-02				
USGS	11416580	2013-07-03	193.0	A		
USGS	11416580	2013-07-04				
USGS	11416580	2013-07-05				
USGS	11416580	2013-07-06	190.0	A		
USGS	11416580	2013-07-07				
USGS	11416580	2013-07-08				
USGS	11416580	2013-07-09	189.0	A		
USGS	11416580	2013-07-10				
USGS	11416580	2013-07-11				
USGS	11416580	2013-07-12	185.0	A		
USGS	11416580	2013-07-13				
USGS	11416580	2013-07-14	185.0	A		
USGS	11416580	2013-07-15				
USGS	11416580	2013-07-16				
USGS	11416580	2013-07-17	178.0	A		
USGS	11416580	2013-07-18				
USGS	11416580	2013-07-19				
USGS	11416580	2013-07-20	176.0	A		
USGS	11416580	2013-07-21				
USGS	11416580	2013-07-22				
USGS	11416580	2013-07-23				
USGS	11416580	2013-07-24	171.0	A		
USGS	11416580	2013-07-25				
USGS	11416580	2013-07-26				
USGS	11416580	2013-07-27				
USGS	11416580	2013-07-28	169.0	A		
USGS	11416580	2013-07-29				
USGS	11416580	2013-07-30	167.0	A		
USGS	11416580	2013-07-31	167.0	A		
USGS	11416580	2013-08-01				
USGS	11416580	2013-08-02	161.0	A		
USGS	11416580	2013-08-03				
USGS	11416580	2013-08-04				
USGS	11416580	2013-08-05				
USGS	11416580	2013-08-06	157.0	A		
USGS	11416580	2013-08-07				
USGS	11416580	2013-08-08				
USGS	11416580	2013-08-09				
USGS	11416580	2013-08-10	152.0	A		
USGS	11416580	2013-08-11				
USGS	11416580	2013-08-12				
USGS	11416580	2013-08-13				
USGS	11416580	2013-08-14	150.0	A		
USGS	11416580	2013-08-15				
USGS	11416580	2013-08-16				
USGS	11416580	2013-08-17				
USGS	11416580	2013-08-18	146.0	A		
USGS	11416580	2013-08-19				
USGS	11416580	2013-08-20	143.0	A		
USGS	11416580	2013-08-21				
USGS	11416580	2013-08-22				
USGS	11416580	2013-08-23				
USGS	11416580	2013-08-24	129.0	A		
USGS	11416580	2013-08-25				
USGS	11416580	2013-08-26				
