agency_cd	site_no	datetime	164396_00010_00001	164396_00010_00001_cd	164397_00010_00002	164397_00010_00002_cd	164398_00010_00003	164398_00010_00003_cd	164399_00010_00001	164399_00010_00001_cd	164400_00010_00002	164400_00010_00002_cd	164401_00010_00003	164401_00010_00003_cd	164402_00010_00001	164402_00010_00001_cd	164403_00010_00002	164403_00010_00002_cd	164404_00010_00003	164404_00010_00003_cd	164405_00095_00001	164405_00095_00001_cd	164406_00095_00002	164406_00095_00002_cd	164407_00095_00003	164407_00095_00003_cd	164408_00095_00001	164408_00095_00001_cd	164409_00095_00002	164409_00095_00002_cd	164410_00095_00003	164410_00095_00003_cd	164411_00095_00001	164411_00095_00001_cd	164412_00095_00002	164412_00095_00002_cd	164413_00095_00003	164413_00095_00003_cd	164414_00300_00001	164414_00300_00001_cd	164415_00300_00002	164415_00300_00002_cd	164416_00300_00003	164416_00300_00003_cd	164417_00300_00001	164417_00300_00001_cd	164418_00300_00002	164418_00300_00002_cd	164419_00300_00003	164419_00300_00003_cd	164420_00300_00001	164420_00300_00001_cd	164421_00300_00002	164421_00300_00002_cd	164422_00300_00003	164422_00300_00003_cd	164423_00400_00001	164423_00400_00001_cd	164424_00400_00002	164424_00400_00002_cd	164425_00400_00008	164425_00400_00008_cd	164426_00400_00001	164426_00400_00001_cd	164427_00400_00002	164427_00400_00002_cd	164428_00400_00008	164428_00400_00008_cd	164429_00400_00001	164429_00400_00001_cd	164430_00400_00002	164430_00400_00002_cd	164431_00400_00008	164431_00400_00008_cd
5s	15s	20d	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s
USGS	422820122032100	2015-09-01							20.1	A	17.2	A	18.6	A													117	A	108	A	113	A													9.4	A	2.2	A	5.5	A													9.0	A	7.6	A	8.7	A						
USGS	422820122032100	2015-09-02							18.5	A	16.7	A	17.6	A													113	A	100	A	106	A													8.7	A	4.5	A	6.5	A													8.9	A	8.1	A	8.7	A						
USGS	422820122032100	2015-09-03							18.4	A	15.1	A	16.9	A													109	A	96	A	102	A													8.0	A	5.6	A	6.7	A													8.8	A	8.5	A	8.7	A						
USGS	422820122032100	2015-09-04							17.0	A	14.9	A	15.9	A													108	A	104	A	105	A													8.0	A	4.0	A	5.8	A													8.8	A	8.1	A	8.5	A						
USGS	422820122032100	2015-09-05							16.6	A	13.2	A	14.8	A													117	A	105	A	112	A													6.9	A	3.1	A	4.7	A													8.7	A	7.4	A	7.6	A						
USGS	422820122032100	2015-09-06							17.4	A	13.4	A	15.4	A													116	A	108	A	113	A													9.0	A	3.4	A	5.9	A													8.6	A	7.3	A	7.8	A						
USGS	422820122032100	2015-09-07							17.5	A	15.0	A	16.3	A													114	A	110	A	112	A													10.0	A	3.5	A	6.2	A													8.7	A	7.3	A	7.7	A						
USGS	422820122032100	2015-09-08							18.4	A	15.3	A	16.6	A													115	A	107	A	113	A													10.1	A	2.7	A	5.5	A													8.9	A	7.2	A	7.6	A						
USGS	422820122032100	2015-09-09							21.2	A	16.7	A	18.4	A													116	A	112	A	114	A													12.1	A	1.6	A	6.2	A													9.1	A	7.0	A	7.9	A						
USGS	422820122032100	2015-09-10							21.8	A	18.4	A	19.8	A													114	A	110	A	113	A													11.6	A	1.9	A	5.7	A													9.1	A	7.1	A	8.0	A						
USGS	422820122032100	2015-09-11							20.2	A	19.0	A	19.7	A													116	A	111	A	114	A													6.6	A	0.9	A	4.0	A													8.3	A	7.1	A	7.6	A						
USGS	422820122032100	2015-09-12							22.6	A	18.8	A	20.2	A													116	A	109	A	113	A													9.2	A	0.5	A	4.4	A													8.8	A	7.1	A	7.4	A						
USGS	422820122032100	2015-09-13							21.9	A	19.6	A	20.6	A													115	A	111	A	113	A													8.6	A	0.9	A	4.7	A													8.7	A	7.1	A	7.6	A						
USGS	422820122032100	2015-09-14							20.2	A	15.4	A	18.4	A													116	A	100	A	112	A													7.7	A	1.1	A	4.0	A													8.6	A	7.1	A	7.4	A						
USGS	422820122032100	2015-09-15							15.5	A	13.4	A	14.7	A													112	A	96	A	106	A													7.9	A	1.9	A	5.2	A													8.5	A	7.1	A	7.8	A						
USGS	422820122032100	2015-09-16							13.4	A	11.8	A	12.5	A													112	A	95	A	100	A													6.2	A	3.6	A	5.4	A													7.8	A	7.1	A	7.6	A						
USGS	422820122032100	2015-09-17							13.9	A	11.9	A	12.7	A													112	A	102	A	108	A													7.4	A	3.3	A	5.2	A													7.8	A	7.1	A	7.2	A						
USGS	422820122032100	2015-09-18							15.1	A	11.6	A	13.3	A													108	A	102	A	106	A													8.5	A	3.0	A	5.5	A													8.4	A	7.0	A	7.5	A						
USGS	422820122032100	2015-09-19							16.0	A	13.4	A	14.8	A													110	A	107	A	109	A													7.2	A	2.6	A	4.9	A													7.9	A	7.0	A	7.3	A						
USGS	422820122032100	2015-09-20							18.6	A	14.4	A	16.2	A													112	A	109	A	111	A													8.9	A	2.0	A	5.3	A													8.4	A	7.0	A	7.3	A						
USGS	422820122032100	2015-09-21																																																																								
USGS	422820122032100	2015-09-22																																																																								
USGS	422820122032100	2015-09-23																																																																								
USGS	422820122032100	2015-09-24																																																																								
USGS	422820122032100	2015-09-25																																																																								
USGS	422820122032100	2015-09-26																																																																								
USGS	422820122032100	2015-09-27																																																																								
USGS	422820122032100	2015-09-28																																																																								
USGS	422820122032100	2015-09-29																																																																								
USGS	422820122032100	2015-09-30																																																																								
USGS	422820122032100	2015-10-01																																																																								
USGS	422820122032100	2015-10-02																																																																								
USGS	422820122032100	2015-10-03																																																																								
USGS	422820122032100	2015-10-04																																																																								
USGS	422820122032100	2015-10-05																																																																								
USGS	422820122032100	2015-10-06																																																																								
USGS	422820122032100	2015-10-07																																																																								
USGS	422820122032100	2015-10-08																																																																								
USGS	422820122032100	2015-10-09																																																																								
USGS	422820122032100	2015-10-10																																																																								
USGS	422820122032100	2015-10-11																																																																								
USGS	422820122032100	2015-10-12																																																																								
USGS	422820122032100	2015-10-13																																																																								
USGS	422820122032100	2015-10-14																																																																								
USGS	422820122032100	2015-10-15																																																																								
USGS	422820122032100	2015-10-16																																																																								
USGS	422820122032100	2015-10-17																																																																								
USGS	422820122032100	2015-10-18																																																																								
USGS	422820122032100	2015-10-19																																																																								
USGS	422820122032100	2015-10-20																																																																								
USGS	422820122032100	2015-10-21																																																																								
USGS	422820122032100	2015-10-22																																																																								
USGS	422820122032100	2015-10-23																																																																								
USGS	422820122032100	2015-10-24																																																																								
USGS	422820122032100	2015-10-25																																																																								
USGS	422820122032100	2015-10-26																																																																								
USGS	422820122032100	2015-10-27																																																																								
USGS	422820122032100	2015-10-28																																																																								
USGS	422820122032100	2015-10-29																																																																								
USGS	422820122032100	2015-10-30																																																																								
USGS	422820122032100	2015-10-31																																																																								
USGS	422820122032100	2015-11-01																																																																								
USGS	422820122032100	2015-11-02																																																																								
USGS	422820122032100	2015-11-03																																																																								
USGS	422820122032100	2015-11-04																																																																								
USGS	422820122032100	2015-11-05																																																																								
USGS	422820122032100	2015-11-06																																																																								
USGS	422820122032100	2015-11-07																																																																								
USGS	422820122032100	2015-11-08																																																																								
USGS	422820122032100	2015-11-09																																																																								
USGS	422820122032100	2015-11-10																																																																								
USGS	422820122032100	2015-11-11																																																																								
USGS	422820122032100	2015-11-12																																																																								
USGS	422820122032100	2015-11-13																																																																								
USGS	422820122032100	2015-11-14																																																																								
USGS	422820122032100	2015-11-15																																																																								
USGS	422820122032100	2015-11-16																																																																								
USGS	422820122032100	2015-11-17																																																																								
USGS	422820122032100	2015-11-18																																																																								
USGS	422820122032100	2015-11-19																																																																								
USGS	422820122032100	2015-11-20																																																																								
USGS	422820122032100	2015-11-21																																																																								
USGS	422820122032100	2015-11-22																																																																								
USGS	422820122032100	2015-11-23																																																																								
USGS	422820122032100	2015-11-24																																																																								
USGS	422820122032100	2015-11-25																																																																								
USGS	422820122032100	2015-11-26																																																																								
USGS	422820122032100	2015-11-27																																																																								
USGS	422820122032100	2015-11-28																																																																								
USGS	422820122032100	2015-11-29																																																																								
USGS	422820122032100	2015-11-30																																																																								
USGS	422820122032100	2015-12-01																																																																								
USGS	422820122032100	2015-12-02																																																																								
USGS	422820122032100	2015-12-03																																																																								
USGS	422820122032100	2015-12-04																																																																								
USGS	422820122032100	2015-12-05																																																																								
USGS	422820122032100	2015-12-06																																																																								
USGS	422820122032100	2015-12-07																																																																								
USGS	422820122032100	2015-12-08																																																																								
USGS	422820122032100	2015-12-09																																																																								
USGS	422820122032100	2015-12-10																																																																								
USGS	422820122032100	2015-12-11																																																																								
USGS	422820122032100	2015-12-12																																																																								
USGS	422820122032100	2015-12-13																																																																								
USGS	422820122032100	2015-12-14																																																																								
USGS	422820122032100	2015-12-15																																																																								
USGS	422820122032100	2015-12-16																																																																								
USGS	422820122032100	2015-12-17																																																																								
USGS	422820122032100	2015-12-18																																																																								
USGS	422820122032100	2015-12-19																																																																								
USGS	422820122032100	2015-12-20																																																																								
USGS	422820122032100	2015-12-21																																																																								
USGS	422820122032100	2015-12-22																																																																								
USGS	422820122032100	2015-12-23																																																																								
USGS	422820122032100	2015-12-24																																																																								
USGS	422820122032100	2015-12-25																																																																								
USGS	422820122032100	2015-12-26																																																																								
USGS	422820122032100	2015-12-27																																																																								
USGS	422820122032100	2015-12-28																																																																								
USGS	422820122032100	2015-12-29																																																																								
USGS	422820122032100	2015-12-30																																																																								
USGS	422820122032100	2015-12-31																																																																								
USGS	422820122032100	2016-01-01																																																																								
USGS	422820122032100	2016-01-02																																																																								
USGS	422820122032100	2016-01-03																																																																								
USGS	422820122032100	2016-01-04																																																																								
USGS	422820122032100	2016-01-05																																																																								
USGS	422820122032100	2016-01-06																																																																								
USGS	422820122032100	2016-01-07																																																																								
USGS	422820122032100	2016-01-08																																																																								
USGS	422820122032100	2016-01-09																																																																								
USGS	422820122032100	2016-01-10																																																																								
USGS	422820122032100	2016-01-11																																																																								
USGS	422820122032100	2016-01-12																																																																								
USGS	422820122032100	2016-01-13																																																																								
USGS	422820122032100	2016-01-14																																																																								
USGS	422820122032100	2016-01-15																																																																								
USGS	422820122032100	2016-01-16																																																																								
USGS	422820122032100	2016-01-17																																																																								
USGS	422820122032100	2016-01-18																																																																								
USGS	422820122032100	2016-01-19																																																																								
USGS	422820122032100	2016-01-20																																																																								
USGS	422820122032100	2016-01-21																																																																								
USGS	422820122032100	2016-01-22																																																																								
USGS	422820122032100	2016-01-23																																																																								
USGS	422820122032100	2016-01-24																																																																								
USGS	422820122032100	2016-01-25																																																																								
USGS	422820122032100	2016-01-26																																																																								
USGS	422820122032100	2016-01-27																																																																								
USGS	422820122032100	2016-01-28																																																																								
USGS	422820122032100	2016-01-29																																																																								
USGS	422820122032100	2016-01-30																																																																								
USGS	422820122032100	2016-01-31																																																																								
USGS	422820122032100	2016-02-01																																																																								
USGS	422820122032100	2016-02-02																																																																								
USGS	422820122032100	2016-02-03																																																																								
USGS	422820122032100	2016-02-04																																																																								
USGS	422820122032100	2016-02-05																																																																								
USGS	422820122032100	2016-02-06																																																																								
USGS	422820122032100	2016-02-07																																																																								
USGS	422820122032100	2016-02-08																																																																								
USGS	422820122032100	2016-02-09																																																																								
USGS	422820122032100	2016-02-10																																																																								
USGS	422820122032100	2016-02-11																																																																								
USGS	422820122032100	2016-02-12																																																																								
USGS	422820122032100	2016-02-13																																																																								
USGS	422820122032100	2016-02-14																																																																								
USGS	422820122032100	2016-02-15																																																																								
USGS	422820122032100	2016-02-16																																																																								
USGS	422820122032100	2016-02-17																																																																								
USGS	422820122032100	2016-02-18																																																																								
USGS	422820122032100	2016-02-19																																																																								
USGS	422820122032100	2016-02-20																																																																								
USGS	422820122032100	2016-02-21																																																																								
USGS	422820122032100	2016-02-22																																																																								
USGS	422820122032100	2016-02-23																																																																								
USGS	422820122032100	2016-02-24																																																																								
USGS	422820122032100	2016-02-25																																																																								
USGS	422820122032100	2016-02-26																																																																								
USGS	422820122032100	2016-02-27																																																																								
USGS	422820122032100	2016-02-28																																																																								
USGS	422820122032100	2016-02-29																																																																								
USGS	422820122032100	2016-03-01																																																																								
USGS	422820122032100	2016-03-02																																																																								
USGS	422820122032100	2016-03-03																																																																								
USGS	422820122032100	2016-03-04																																																																								
USGS	422820122032100	2016-03-05																																																																								
USGS	422820122032100	2016-03-06																																																																								
USGS	422820122032100	2016-03-07																																																																								
USGS	422820122032100	2016-03-08																																																																								
USGS	422820122032100	2016-03-09																																																																								
USGS	422820122032100	2016-03-10																																																																								
USGS	422820122032100	2016-03-11																																																																								
USGS	422820122032100	2016-03-12																																																																								
USGS	422820122032100	2016-03-13																																																																								
USGS	422820122032100	2016-03-14																																																																								
USGS	422820122032100	2016-03-15																																																																								
USGS	422820122032100	2016-03-16																																																																								
USGS	422820122032100	2016-03-17																																																																								
USGS	422820122032100	2016-03-18																																																																								
USGS	422820122032100	2016-03-19																																																																								
USGS	422820122032100	2016-03-20																																																																								
USGS	422820122032100	2016-03-21																																																																								
USGS	422820122032100	2016-03-22																																																																								
USGS	422820122032100	2016-03-23																																																																								
USGS	422820122032100	2016-03-24																																																																								
USGS	422820122032100	2016-03-25																																																																								
USGS	422820122032100	2016-03-26																																																																								
USGS	422820122032100	2016-03-27																																																																								
USGS	422820122032100	2016-03-28																																																																								
USGS	422820122032100	2016-03-29																																																																								
USGS	422820122032100	2016-03-30																																																																								
USGS	422820122032100	2016-03-31																																																																								
USGS	422820122032100	2016-04-01																																																																								
USGS	422820122032100	2016-04-02																																																																								
USGS	422820122032100	2016-04-03																																																																								
USGS	422820122032100	2016-04-04																																																																								
USGS	422820122032100	2016-04-05																																																																								
USGS	422820122032100	2016-04-06																																																																								
USGS	422820122032100	2016-04-07																																																																								
USGS	422820122032100	2016-04-08																																																																								
USGS	422820122032100	2016-04-09																																																																								
USGS	422820122032100	2016-04-10																																																																								
USGS	422820122032100	2016-04-11																																																																								
USGS	422820122032100	2016-04-12																																																																								
USGS	422820122032100	2016-04-13																																																																								
USGS	422820122032100	2016-04-14																																																																								
USGS	422820122032100	2016-04-15																																																																								
USGS	422820122032100	2016-04-16																																																																								
USGS	422820122032100	2016-04-17																																																																								
USGS	422820122032100	2016-04-18																																																																								
USGS	422820122032100	2016-04-19																																																																								
USGS	422820122032100	2016-04-20																																																																								
USGS	422820122032100	2016-04-21																																																																								
USGS	422820122032100	2016-04-22																																																																								
USGS	422820122032100	2016-04-23																																																																								
USGS	422820122032100	2016-04-24																																																																								
USGS	422820122032100	2016-04-25																																																																								
USGS	422820122032100	2016-04-26																																																																								
USGS	422820122032100	2016-04-27																																																																								
USGS	422820122032100	2016-04-28																																																																								
USGS	422820122032100	2016-04-29																																																																								
USGS	422820122032100	2016-04-30																																																																								
USGS	422820122032100	2016-05-01																																																																								
USGS	422820122032100	2016-05-02																																																																								
USGS	422820122032100	2016-05-03																																																																								
USGS	422820122032100	2016-05-04																																																																								
USGS	422820122032100	2016-05-05																																																																								
USGS	422820122032100	2016-05-06																																																																								
USGS	422820122032100	2016-05-07																																																																								
USGS	422820122032100	2016-05-08																																																																								
USGS	422820122032100	2016-05-09																																																																								
USGS	422820122032100	2016-05-10																																																																								
USGS	422820122032100	2016-05-11																																																																								
USGS	422820122032100	2016-05-12																																																																								
USGS	422820122032100	2016-05-13																																																																								
USGS	422820122032100	2016-05-14																																																																								
USGS	422820122032100	2016-05-15																																																																								
USGS	422820122032100	2016-05-16																																																																								
USGS	422820122032100	2016-05-17																																																																								
USGS	422820122032100	2016-05-18																																																																								
USGS	422820122032100	2016-05-19																																																																								
USGS	422820122032100	2016-05-20																																																																								
USGS	422820122032100	2016-05-21																																																																								
USGS	422820122032100	2016-05-22																																																																								
USGS	422820122032100	2016-05-23																																																																								
USGS	422820122032100	2016-05-24																																																																								
USGS	422820122032100	2016-05-25																																																																								
USGS	422820122032100	2016-05-26																																																																								
USGS	422820122032100	2016-05-27																																																																								
USGS	422820122032100	2016-05-28																																																																								
USGS	422820122032100	2016-05-29																																																																								
USGS	422820122032100	2016-05-30																																																																								
USGS	422820122032100	2016-05-31																																																																								
USGS	422820122032100	2016-06-01																																																																								
USGS	422820122032100	2016-06-02																																																																								
USGS	422820122032100	2016-06-03																																																																								
USGS	422820122032100	2016-06-04																																																																								
USGS	422820122032100	2016-06-05																																																																								
USGS	422820122032100	2016-06-06																																																																								
USGS	422820122032100	2016-06-07																																																																								
USGS	422820122032100	2016-06-08																																																																								
USGS	422820122032100	2016-06-09																																																																								
USGS	422820122032100	2016-06-10																																																																								
USGS	422820122032100	2016-06-11																																																																								
USGS	422820122032100	2016-06-12																																																																								
USGS	422820122032100	2016-06-13																																																																								
USGS	422820122032100	2016-06-14																																																																								
USGS	422820122032100	2016-06-15																																																																								
USGS	422820122032100	2016-06-16																																																																								
USGS	422820122032100	2016-06-17																																																																								
USGS	422820122032100	2016-06-18																																																																								
USGS	422820122032100	2016-06-19																																																																								
USGS	422820122032100	2016-06-20																																																																								
USGS	422820122032100	2016-06-21																																																																								
USGS	422820122032100	2016-06-22																																																																								
USGS	422820122032100	2016-06-23																																																																								
USGS	422820122032100	2016-06-24																																																																								
USGS	422820122032100	2016-06-25																																																																								
USGS	422820122032100	2016-06-26																																																																								
USGS	422820122032100	2016-06-27																																																																								
USGS	422820122032100	2016-06-28																																																																								
USGS	422820122032100	2016-06-29																																																																								
USGS	422820122032100	2016-06-30																																																																								
USGS	422820122032100	2016-07-01																																																																								
USGS	422820122032100	2016-07-02																																																																								
USGS	422820122032100	2016-07-03																																																																								
USGS	422820122032100	2016-07-04																																																																								
USGS	422820122032100	2016-07-05																																																																								
USGS	422820122032100	2016-07-06	24.5	A											21.7	A					111	A											107	A	102	A	105	A																																				
USGS	422820122032100	2016-07-07	23.6	A	20.0	A	21.7	A							22.6	A	20.1	A	21.2	A	110	A	107	A	108	A							107	A	105	A	106	A	9.7	A	5.7	A	7.9	A							8.1	A	4.9	A	6.1	A	9.5	A	9.1	A	9.3	A							9.2	A	8.3	A	8.9	A
USGS	422820122032100	2016-07-08	21.5	A	19.0	A	19.9	A							21.7	A	19.1	A	20.1	A	107	A	103	A	105	A							106	A	100	A	103	A	7.7	A	6.3	A	7.1	A							7.6	A	5.9	A	6.9	A	9.3	A	8.8	A	9.1	A							9.2	A	8.8	A	9.0	A
USGS	422820122032100	2016-07-09	20.2	A	18.0	A	18.9	A							20.2	A	18.1	A	19.0	A	105	A	97	A	104	A							103	A	96	A	102	A	7.8	A	5.6	A	6.7	A							7.5	A	5.5	A	6.6	A	8.8	A	7.9	A	8.5	A							8.8	A	7.8	A	8.4	A
USGS	422820122032100	2016-07-10	18.2	A	16.0	A	16.7	A							18.4	A	16.2	A	16.8	A	102	A	90	A	94	A							97	A	89	A	92	A	7.6	A	6.4	A	7.1	A							7.5	A	6.3	A	7.0	A	9.1	A	7.7	A	7.8	A							7.8	A	7.5	A	7.6	A
USGS	422820122032100	2016-07-11	22.3	A	15.2	A	17.9	A							18.0	A	15.3	A	16.4	A	119	A	96	A	104	A							106	A	91	A	98	A	13.2	A	4.5	A	7.9	A							7.7	A	4.2	A	6.4	A	10.0	A	8.1	A	8.9	A							8.6	A	7.2	A	7.6	A
USGS	422820122032100	2016-07-12	19.6	A	16.4	A	18.0	A							19.6	A	16.4	A	17.8	A	105	A	103	A	104	A							107	A	101	A	103	A	7.6	A	5.0	A	6.4	A							7.3	A	4.8	A	6.0	A	8.9	A	8.1	A	8.7	A							8.8	A	8.0	A	8.6	A
USGS	422820122032100	2016-07-13	24.6	A	17.8	A	20.4	A							22.4	A	17.6	A	19.0	A	117	A	103	A	108	A							106	A	101	A	103	A	10.7	A	4.6	A	7.7	A							8.6	A	4.4	A	6.5	A	9.8	A	8.2	A	8.6	A							9.1	A	7.6	A	8.3	A
USGS	422820122032100	2016-07-14	24.5	A	17.9	A	19.6	A							19.3	A	18.0	A	18.5	A	113	A	103	A	106	A							106	A	102	A	103	A	10.2	A	4.6	A	6.5	A							6.9	A	4.3	A	5.4	A	9.7	A	8.2	A	8.7	A							9.1	A	8.1	A	8.6	A
USGS	422820122032100	2016-07-15	25.0	A	18.9	A	22.1	A							23.0	A	18.2	A	20.3	A	116	A	105	A	111	A							109	A	103	A	105	A	12.6	A	6.3	A	9.9	A							11.0	A	4.0	A	7.3	A	9.9	A	9.0	A	9.7	A							9.6	A	8.0	A	9.0	A
USGS	422820122032100	2016-07-16	24.4	A	20.0	A	21.7	A							22.9	A	19.4	A	20.9	A	110	A	107	A	108	A							108	A	103	A	105	A	8.9	A	6.4	A	7.5	A							8.9	A	5.7	A	7.0	A	9.6	A	9.4	A	9.4	A							9.4	A	8.6	A	9.2	A
USGS	422820122032100	2016-07-17	24.1	A	20.1	A	21.7	A							22.2	A	19.5	A	20.7	A	111	A	106	A	108	A							107	A	103	A	105	A	9.5	A	5.4	A	7.5	A							8.6	A	3.6	A	6.0	A	9.6	A	9.1	A	9.4	A							9.3	A	7.8	A	9.0	A
USGS	422820122032100	2016-07-18	20.9	A	19.1	A	20.1	A							20.9	A	18.9	A	20.0	A	107	A	102	A	104	A							106	A	99	A	102	A	7.3	A	4.7	A	6.0	A							7.0	A	4.6	A	5.9	A	9.2	A	8.6	A	8.8	A							9.0	A	8.5	A	8.7	A
USGS	422820122032100	2016-07-19	20.9	A	18.7	A	19.9	A							20.4	A	18.5	A	19.6	A	106	A	103	A	104	A							107	A	100	A	104	A	9.0	A	4.7	A	6.4	A							7.4	A	4.8	A	5.7	A	9.3	A	8.0	A	8.6	A							9.2	A	7.9	A	8.3	A
USGS	422820122032100	2016-07-20	24.2	A	18.7	A	21.4	A							24.0	A	18.8	A	20.9	A	114	A	105	A	109	A							110	A	105	A	107	A	9.9	A	5.2	A	7.7	A							9.5	A	4.9	A	6.8	A	9.6	A	9.0	A	9.4	A							9.4	A	8.6	A	9.0	A
USGS	422820122032100	2016-07-21	25.0	A	21.3	A	23.0	A							24.5	A	21.4	A	22.7	A	113	A	109	A	111	A							110	A	106	A	108	A	9.3	A	6.5	A	7.9	A							9.2	A	6.2	A	7.6	A	9.5	A	9.3	A	9.4	A							9.4	A	9.1	A	9.3	A
USGS	422820122032100	2016-07-22	24.9	A	20.9	A	22.7	A							23.0	A	20.2	A	21.8	A	110	A	106	A	108	A							108	A	104	A	106	A	11.0	A	5.8	A	8.2	A							9.3	A	5.0	A	6.8	A	9.6	A	9.2	A	9.4	A							9.3	A	8.3	A	9.2	A
USGS	422820122032100	2016-07-23	26.2	A	20.7	A	22.8	A							22.6	A	20.7	A	21.6	A	113	A	106	A	108	A							106	A	101	A	104	A	12.6	A	5.8	A	8.2	A							9.4	A	5.6	A	6.9	A	9.6	A	9.1	A	9.2	A							9.2	A	8.8	A	9.1	A
USGS	422820122032100	2016-07-24	27.0	A	20.3	A	23.0	A							22.9	A	20.2	A	21.4	A	116	A	106	A	109	A							106	A	103	A	105	A	11.8	A	5.1	A	8.3	A							7.9	A	4.5	A	5.8	A	9.6	A	9.0	A	9.3	A							9.2	A	8.7	A	9.0	A
USGS	422820122032100	2016-07-25	26.5	A	21.1	A	23.0	A							23.1	A	20.9	A	21.9	A	115	A	107	A	109	A							106	A	104	A	106	A	12.7	A	5.7	A	8.1	A							7.6	A	4.7	A	6.0	A	9.6	A	9.1	A	9.2	A							9.2	A	8.7	A	9.0	A
USGS	422820122032100	2016-07-26	28.2	A	21.4	A	24.0	A							24.4	A	20.5	A	22.1	A	117	A	108	A	112	A							110	A	104	A	106	A	13.2	A	5.0	A	8.6	A							9.9	A	3.4	A	5.9	A	9.6	A	9.0	A	9.3	A							9.3	A	7.8	A	9.0	A
USGS	422820122032100	2016-07-27	26.5	A	21.7	A	23.9	A							26.1	A	21.4	A	23.4	A	113	A	107	A	110	A							111	A	106	A	109	A	8.0	A	4.1	A	5.7	A							6.0	A	2.8	A	4.7	A	9.3	A	8.6	A	9.0	A							9.1	A	8.5	A	8.9	A
USGS	422820122032100	2016-07-28	28.1	A	21.7	A	24.5	A							25.8	A	21.5	A	23.2	A	114	A	108	A	110	A							110	A	106	A	108	A	14.6	A	2.1	A	5.8	A							6.1	A	2.0	A	3.1	A	9.5	A	8.1	A	8.6	A							8.9	A	7.9	A	8.2	A
USGS	422820122032100	2016-07-29	27.6	A	21.7	A	24.2	A							26.3	A	21.6	A	23.1	A	113	A	102	A	108	A							109	A	102	A	107	A	14.9	A	1.7	A	6.5	A							9.6	A	1.6	A	3.7	A	9.6	A	7.6	A	9.0	A							9.2	A	7.5	A	8.0	A
USGS	422820122032100	2016-07-30	27.6	A	22.2	A	24.0	A							26.1	A	22.1	A	23.3	A	112	A	106	A	109	A							110	A	105	A	108	A	13.2	A	1.2	A	5.1	A							7.8	A	0.9	A	3.0	A	9.5	A	7.8	A	8.5	A							9.2	A	7.7	A	8.3	A
USGS	422820122032100	2016-07-31	26.3	A	21.6	A	23.7	A							25.5	A	21.7	A	23.2	A	110	A	103	A	107	A							109	A	106	A	108	A	13.1	A	2.6	A	6.4	A							9.2	A	2.6	A	4.7	A	9.4	A	8.0	A	8.7	A							9.2	A	8.0	A	8.4	A
USGS	422820122032100	2016-08-01	26.5	A	21.6	A	23.8	A							25.4	A	21.6	A	23.4	A	111	A	105	A	108	A							109	A	107	A	108	A	13.2	A	3.8	A	7.6	A							11.0	A	3.9	A	6.4	A	9.5	A	8.6	A	9.1	A							9.3	A	8.3	A	8.9	A
USGS	422820122032100	2016-08-02	24.2	A	21.5	A	23.1	A							24.3	A	21.5	A	22.9	A	110	A	107	A	108	A							110	A	107	A	108	A	9.5	A	4.5	A	7.1	A							9.4	A	4.1	A	6.6	A	9.3	A	8.8	A	9.0	A							9.3	A	8.7	A	9.0	A
USGS	422820122032100	2016-08-03	22.9	A	20.3	A	21.5	A							22.8	A	20.3	A	21.4	A	110	A	104	A	107	A							112	A	105	A	108	A	6.5	A	4.2	A	5.3	A							6.8	A	4.3	A	5.5	A	9.0	A	8.6	A	8.7	A							8.9	A	8.6	A	8.7	A
USGS	422820122032100	2016-08-04	21.8	A	19.2	A	20.5	A							21.3	A	19.3	A	20.4	A	106	A	103	A	105	A							107	A	103	A	105	A	6.4	A	4.4	A	5.3	A							6.8	A	4.3	A	5.4	A	8.7	A	8.1	A	8.4	A							8.8	A	8.1	A	8.5	A
USGS	422820122032100	2016-08-05	22.8	A	19.1	A	20.7	A							22.1	A	19.1	A	20.6	A	109	A	104	A	107	A							109	A	104	A	107	A	5.9	A	4.3	A	5.1	A							5.9	A	4.2	A	5.0	A	8.8	A	8.2	A	8.5	A							8.8	A	8.2	A	8.5	A
USGS	422820122032100	2016-08-06	23.4	A	19.4	A	21.4	A							23.5	A	19.4	A	21.4	A	109	A	107	A	108	A							110	A	107	A	109	A	9.4	A	1.1	A	5.3	A							10.0	A	4.0	A	6.7	A	9.2	A	8.0	A	9.0	A							9.2	A	8.0	A	8.5	A
USGS	422820122032100	2016-08-07	22.6	A	19.8	A	21.3	A							22.7	A	19.8	A	21.3	A	109	A	106	A	107	A							109	A	106	A	107	A	8.4	A	4.9	A	6.8	A							8.8	A	5.1	A	7.0	A	9.2	A	8.8	A	9.0	A							9.2	A	8.8	A	9.0	A
USGS	422820122032100	2016-08-08	22.3	A	19.5	A	20.9	A							22.3	A	19.5	A	20.9	A	111	A	107	A	109	A							110	A	107	A	108	A	7.9	A	4.7	A	6.4	A							8.0	A	4.7	A	6.4	A	9.1	A	8.7	A	8.9	A							9.0	A	8.5	A	8.8	A
