agency_cd	site_no	datetime	164396_00010_00001	164396_00010_00001_cd	164397_00010_00002	164397_00010_00002_cd	164398_00010_00003	164398_00010_00003_cd	164399_00010_00001	164399_00010_00001_cd	164400_00010_00002	164400_00010_00002_cd	164401_00010_00003	164401_00010_00003_cd	164402_00010_00001	164402_00010_00001_cd	164403_00010_00002	164403_00010_00002_cd	164404_00010_00003	164404_00010_00003_cd	164405_00095_00001	164405_00095_00001_cd	164406_00095_00002	164406_00095_00002_cd	164407_00095_00003	164407_00095_00003_cd	164408_00095_00001	164408_00095_00001_cd	164409_00095_00002	164409_00095_00002_cd	164410_00095_00003	164410_00095_00003_cd	164411_00095_00001	164411_00095_00001_cd	164412_00095_00002	164412_00095_00002_cd	164413_00095_00003	164413_00095_00003_cd	164414_00300_00001	164414_00300_00001_cd	164415_00300_00002	164415_00300_00002_cd	164416_00300_00003	164416_00300_00003_cd	164417_00300_00001	164417_00300_00001_cd	164418_00300_00002	164418_00300_00002_cd	164419_00300_00003	164419_00300_00003_cd	164420_00300_00001	164420_00300_00001_cd	164421_00300_00002	164421_00300_00002_cd	164422_00300_00003	164422_00300_00003_cd	164423_00400_00001	164423_00400_00001_cd	164424_00400_00002	164424_00400_00002_cd	164425_00400_00008	164425_00400_00008_cd	164426_00400_00001	164426_00400_00001_cd	164427_00400_00002	164427_00400_00002_cd	164428_00400_00008	164428_00400_00008_cd	164429_00400_00001	164429_00400_00001_cd	164430_00400_00002	164430_00400_00002_cd	164431_00400_00008	164431_00400_00008_cd
5s	15s	20d	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s
USGS	422820122032100	2014-09-02	22.0	A	17.3	A	19.7	A							21.9	A	17.2	A	19.6	A	105	A	82	A	94	A							126	A	114	A	118	A	11.4	A	7.3	A	9.4	A							12.1	A	7.5	A	9.7	A	9.4	A	9.0	A	9.2	A							9.4	A	9.0	A	9.2	A
USGS	422820122032100	2014-09-03	21.4	A	17.1	A	19.3	A							21.3	A	17.1	A	19.2	A	105	A	98	A	103	A							118	A	112	A	115	A	12.5	A	7.5	A	10.0	A							13.1	A	7.8	A	10.4	A	9.5	A	9.1	A	9.3	A							9.4	A	9.1	A	9.2	A
USGS	422820122032100	2014-09-04	20.6	A	15.6	A	18.2	A							20.6	A	15.6	A	18.2	A	105	A	101	A	103	A							115	A	111	A	113	A	11.9	A	7.9	A	10.2	A							12.4	A	8.3	A	10.8	A	9.5	A	9.1	A	9.3	A							9.4	A	9.2	A	9.3	A
USGS	422820122032100	2014-09-05	20.2	A	15.0	A	17.6	A							20.2	A	15.0	A	17.5	A	104	A	101	A	103	A							115	A	112	A	113	A	11.5	A	7.6	A	9.6	A							12.6	A	8.2	A	10.1	A	9.5	A	9.2	A	9.3	A							9.5	A	9.3	A	9.4	A
USGS	422820122032100	2014-09-06	20.1	A	15.0	A	17.7	A							20.2	A	15.0	A	17.7	A	103	A	93	A	99	A							120	A	106	A	113	A	10.9	A	7.8	A	9.4	A							11.5	A	8.3	A	10.0	A	9.3	A	9.0	A	9.2	A							9.4	A	9.0	A	9.2	A
USGS	422820122032100	2014-09-07	21.0	A	15.8	A	18.4	A							21.1	A	15.8	A	18.4	A	101	A	93	A	98	A							120	A	106	A	113	A	11.0	A	7.5	A	9.1	A							11.5	A	7.8	A	9.5	A	9.3	A	8.9	A	9.0	A							9.3	A	8.9	A	9.0	A
USGS	422820122032100	2014-09-08	21.6	A	16.8	A	19.0	A							21.6	A	16.8	A	19.0	A	116	A	101	A	110	A							122	A	114	A	117	A	10.8	A	7.4	A	8.8	A							10.9	A	7.6	A	9.0	A	9.4	A	9.1	A	9.2	A							9.3	A	9.1	A	9.2	A
USGS	422820122032100	2014-09-09	21.0	A	16.1	A	18.5	A							21.0	A	16.0	A	18.5	A	117	A	114	A	116	A							124	A	114	A	119	A	10.3	A	6.2	A	8.4	A							10.4	A	6.3	A	8.5	A	9.4	A	9.0	A	9.2	A							9.3	A	9.1	A	9.3	A
USGS	422820122032100	2014-09-10	21.3	A	15.6	A	18.5	A							21.2	A	15.6	A	18.4	A	117	A	114	A	116	A							122	A	114	A	116	A	10.8	A	6.5	A	8.7	A							10.8	A	6.8	A	8.7	A	9.5	A	9.0	A	9.3	A							9.4	A	9.1	A	9.3	A
USGS	422820122032100	2014-09-11	20.3	A	16.0	A	18.3	A							20.3	A	16.2	A	18.4	A	118	A	115	A	116	A							117	A	114	A	115	A	11.8	A	8.3	A	10.1	A							12.0	A	8.3	A	10.3	A	9.4	A	9.2	A	9.3	A							9.4	A	9.2	A	9.3	A
USGS	422820122032100	2014-09-12	19.8	A	15.4	A	17.7	A							19.8	A	15.4	A	17.7	A	117	A	114	A	116	A							116	A	114	A	115	A	10.4	A	8.0	A	9.2	A							10.4	A	8.1	A	9.3	A	9.4	A	9.2	A	9.3	A							9.3	A	9.2	A	9.2	A
USGS	422820122032100	2014-09-13	20.2	A	15.4	A	17.8	A							20.2	A	15.4	A	17.8	A	120	A	115	A	117	A							120	A	115	A	117	A	10.7	A	7.0	A	8.8	A							10.8	A	7.2	A	8.8	A	9.2	A	9.1	A	9.2	A							9.2	A	9.0	A	9.1	A
USGS	422820122032100	2014-09-14	21.2	A	15.9	A	18.5	A							21.2	A	15.9	A	18.5	A	121	A	119	A	120	A							122	A	119	A	120	A	11.1	A	7.2	A	9.1	A							11.0	A	7.3	A	9.1	A	9.1	A	8.9	A	9.0	A							9.1	A	8.9	A	9.0	A
USGS	422820122032100	2014-09-15																																																																								
USGS	422820122032100	2014-09-16																																																																								
USGS	422820122032100	2014-09-17																																																																								
USGS	422820122032100	2014-09-18																																																																								
USGS	422820122032100	2014-09-19																																																																								
USGS	422820122032100	2014-09-20																																																																								
USGS	422820122032100	2014-09-21																																																																								
USGS	422820122032100	2014-09-22																																																																								
USGS	422820122032100	2014-09-23																																																																								
USGS	422820122032100	2014-09-24																																																																								
USGS	422820122032100	2014-09-25																																																																								
USGS	422820122032100	2014-09-26																																																																								
USGS	422820122032100	2014-09-27																																																																								
USGS	422820122032100	2014-09-28																																																																								
USGS	422820122032100	2014-09-29																																																																								
USGS	422820122032100	2014-09-30																																																																								
USGS	422820122032100	2014-10-01																																																																								
USGS	422820122032100	2014-10-02																																																																								
USGS	422820122032100	2014-10-03																																																																								
USGS	422820122032100	2014-10-04																																																																								
USGS	422820122032100	2014-10-05																																																																								
USGS	422820122032100	2014-10-06																																																																								
USGS	422820122032100	2014-10-07																																																																								
USGS	422820122032100	2014-10-08																																																																								
USGS	422820122032100	2014-10-09																																																																								
USGS	422820122032100	2014-10-10																																																																								
USGS	422820122032100	2014-10-11																																																																								
USGS	422820122032100	2014-10-12																																																																								
USGS	422820122032100	2014-10-13																																																																								
USGS	422820122032100	2014-10-14																																																																								
USGS	422820122032100	2014-10-15																																																																								
USGS	422820122032100	2014-10-16																																																																								
USGS	422820122032100	2014-10-17																																																																								
USGS	422820122032100	2014-10-18																																																																								
USGS	422820122032100	2014-10-19																																																																								
USGS	422820122032100	2014-10-20																																																																								
USGS	422820122032100	2014-10-21																																																																								
USGS	422820122032100	2014-10-22																																																																								
USGS	422820122032100	2014-10-23																																																																								
USGS	422820122032100	2014-10-24																																																																								
USGS	422820122032100	2014-10-25																																																																								
USGS	422820122032100	2014-10-26																																																																								
USGS	422820122032100	2014-10-27																																																																								
USGS	422820122032100	2014-10-28																																																																								
USGS	422820122032100	2014-10-29																																																																								
USGS	422820122032100	2014-10-30																																																																								
USGS	422820122032100	2014-10-31																																																																								
USGS	422820122032100	2014-11-01																																																																								
USGS	422820122032100	2014-11-02																																																																								
USGS	422820122032100	2014-11-03																																																																								
USGS	422820122032100	2014-11-04																																																																								
USGS	422820122032100	2014-11-05																																																																								
USGS	422820122032100	2014-11-06																																																																								
USGS	422820122032100	2014-11-07																																																																								
USGS	422820122032100	2014-11-08																																																																								
USGS	422820122032100	2014-11-09																																																																								
USGS	422820122032100	2014-11-10																																																																								
USGS	422820122032100	2014-11-11																																																																								
USGS	422820122032100	2014-11-12																																																																								
USGS	422820122032100	2014-11-13																																																																								
USGS	422820122032100	2014-11-14																																																																								
USGS	422820122032100	2014-11-15																																																																								
USGS	422820122032100	2014-11-16																																																																								
USGS	422820122032100	2014-11-17																																																																								
USGS	422820122032100	2014-11-18																																																																								
USGS	422820122032100	2014-11-19																																																																								
USGS	422820122032100	2014-11-20																																																																								
USGS	422820122032100	2014-11-21																																																																								
USGS	422820122032100	2014-11-22																																																																								
USGS	422820122032100	2014-11-23																																																																								
USGS	422820122032100	2014-11-24																																																																								
USGS	422820122032100	2014-11-25																																																																								
USGS	422820122032100	2014-11-26																																																																								
USGS	422820122032100	2014-11-27																																																																								
USGS	422820122032100	2014-11-28																																																																								
USGS	422820122032100	2014-11-29																																																																								
USGS	422820122032100	2014-11-30																																																																								
USGS	422820122032100	2014-12-01																																																																								
USGS	422820122032100	2014-12-02																																																																								
USGS	422820122032100	2014-12-03																																																																								
USGS	422820122032100	2014-12-04																																																																								
USGS	422820122032100	2014-12-05																																																																								
USGS	422820122032100	2014-12-06																																																																								
USGS	422820122032100	2014-12-07																																																																								
USGS	422820122032100	2014-12-08																																																																								
USGS	422820122032100	2014-12-09																																																																								
USGS	422820122032100	2014-12-10																																																																								
USGS	422820122032100	2014-12-11																																																																								
USGS	422820122032100	2014-12-12																																																																								
USGS	422820122032100	2014-12-13																																																																								
USGS	422820122032100	2014-12-14																																																																								
USGS	422820122032100	2014-12-15																																																																								
USGS	422820122032100	2014-12-16																																																																								
USGS	422820122032100	2014-12-17																																																																								
USGS	422820122032100	2014-12-18																																																																								
USGS	422820122032100	2014-12-19																																																																								
USGS	422820122032100	2014-12-20																																																																								
USGS	422820122032100	2014-12-21																																																																								
USGS	422820122032100	2014-12-22																																																																								
USGS	422820122032100	2014-12-23																																																																								
USGS	422820122032100	2014-12-24																																																																								
USGS	422820122032100	2014-12-25																																																																								
USGS	422820122032100	2014-12-26																																																																								
USGS	422820122032100	2014-12-27																																																																								
USGS	422820122032100	2014-12-28																																																																								
USGS	422820122032100	2014-12-29																																																																								
USGS	422820122032100	2014-12-30																																																																								
USGS	422820122032100	2014-12-31																																																																								
USGS	422820122032100	2015-01-01																																																																								
USGS	422820122032100	2015-01-02																																																																								
USGS	422820122032100	2015-01-03																																																																								
USGS	422820122032100	2015-01-04																																																																								
USGS	422820122032100	2015-01-05																																																																								
USGS	422820122032100	2015-01-06																																																																								
USGS	422820122032100	2015-01-07																																																																								
USGS	422820122032100	2015-01-08																																																																								
USGS	422820122032100	2015-01-09																																																																								
USGS	422820122032100	2015-01-10																																																																								
USGS	422820122032100	2015-01-11																																																																								
USGS	422820122032100	2015-01-12																																																																								
USGS	422820122032100	2015-01-13																																																																								
USGS	422820122032100	2015-01-14																																																																								
USGS	422820122032100	2015-01-15																																																																								
USGS	422820122032100	2015-01-16																																																																								
USGS	422820122032100	2015-01-17																																																																								
USGS	422820122032100	2015-01-18																																																																								
USGS	422820122032100	2015-01-19																																																																								
USGS	422820122032100	2015-01-20																																																																								
USGS	422820122032100	2015-01-21																																																																								
USGS	422820122032100	2015-01-22																																																																								
USGS	422820122032100	2015-01-23																																																																								
USGS	422820122032100	2015-01-24																																																																								
USGS	422820122032100	2015-01-25																																																																								
USGS	422820122032100	2015-01-26																																																																								
USGS	422820122032100	2015-01-27																																																																								
USGS	422820122032100	2015-01-28																																																																								
USGS	422820122032100	2015-01-29																																																																								
USGS	422820122032100	2015-01-30																																																																								
USGS	422820122032100	2015-01-31																																																																								
USGS	422820122032100	2015-02-01																																																																								
USGS	422820122032100	2015-02-02																																																																								
USGS	422820122032100	2015-02-03																																																																								
USGS	422820122032100	2015-02-04																																																																								
USGS	422820122032100	2015-02-05																																																																								
USGS	422820122032100	2015-02-06																																																																								
USGS	422820122032100	2015-02-07																																																																								
USGS	422820122032100	2015-02-08																																																																								
USGS	422820122032100	2015-02-09																																																																								
USGS	422820122032100	2015-02-10																																																																								
USGS	422820122032100	2015-02-11																																																																								
USGS	422820122032100	2015-02-12																																																																								
USGS	422820122032100	2015-02-13																																																																								
USGS	422820122032100	2015-02-14																																																																								
USGS	422820122032100	2015-02-15																																																																								
USGS	422820122032100	2015-02-16																																																																								
USGS	422820122032100	2015-02-17																																																																								
USGS	422820122032100	2015-02-18																																																																								
USGS	422820122032100	2015-02-19																																																																								
USGS	422820122032100	2015-02-20																																																																								
USGS	422820122032100	2015-02-21																																																																								
USGS	422820122032100	2015-02-22																																																																								
USGS	422820122032100	2015-02-23																																																																								
USGS	422820122032100	2015-02-24																																																																								
USGS	422820122032100	2015-02-25																																																																								
USGS	422820122032100	2015-02-26																																																																								
USGS	422820122032100	2015-02-27																																																																								
USGS	422820122032100	2015-02-28																																																																								
USGS	422820122032100	2015-03-01																																																																								
USGS	422820122032100	2015-03-02																																																																								
USGS	422820122032100	2015-03-03																																																																								
USGS	422820122032100	2015-03-04																																																																								
USGS	422820122032100	2015-03-05																																																																								
USGS	422820122032100	2015-03-06																																																																								
USGS	422820122032100	2015-03-07																																																																								
USGS	422820122032100	2015-03-08																																																																								
USGS	422820122032100	2015-03-09																																																																								
USGS	422820122032100	2015-03-10																																																																								
USGS	422820122032100	2015-03-11																																																																								
USGS	422820122032100	2015-03-12																																																																								
USGS	422820122032100	2015-03-13																																																																								
USGS	422820122032100	2015-03-14																																																																								
USGS	422820122032100	2015-03-15																																																																								
USGS	422820122032100	2015-03-16																																																																								
USGS	422820122032100	2015-03-17																																																																								
USGS	422820122032100	2015-03-18																																																																								
USGS	422820122032100	2015-03-19																																																																								
USGS	422820122032100	2015-03-20																																																																								
USGS	422820122032100	2015-03-21																																																																								
USGS	422820122032100	2015-03-22																																																																								
USGS	422820122032100	2015-03-23																																																																								
USGS	422820122032100	2015-03-24																																																																								
USGS	422820122032100	2015-03-25																																																																								
USGS	422820122032100	2015-03-26																																																																								
USGS	422820122032100	2015-03-27																																																																								
USGS	422820122032100	2015-03-28																																																																								
USGS	422820122032100	2015-03-29																																																																								
USGS	422820122032100	2015-03-30																																																																								
USGS	422820122032100	2015-03-31																																																																								
USGS	422820122032100	2015-04-01																																																																								
USGS	422820122032100	2015-04-02																																																																								
USGS	422820122032100	2015-04-03																																																																								
USGS	422820122032100	2015-04-04																																																																								
USGS	422820122032100	2015-04-05																																																																								
USGS	422820122032100	2015-04-06																																																																								
USGS	422820122032100	2015-04-07																																																																								
USGS	422820122032100	2015-04-08																																																																								
USGS	422820122032100	2015-04-09																																																																								
USGS	422820122032100	2015-04-10																																																																								
USGS	422820122032100	2015-04-11																																																																								
USGS	422820122032100	2015-04-12																																																																								
USGS	422820122032100	2015-04-13																																																																								
USGS	422820122032100	2015-04-14																																																																								
USGS	422820122032100	2015-04-15																																																																								
USGS	422820122032100	2015-04-16																																																																								
USGS	422820122032100	2015-04-17																																																																								
USGS	422820122032100	2015-04-18																																																																								
USGS	422820122032100	2015-04-19																																																																								
USGS	422820122032100	2015-04-20																																																																								
USGS	422820122032100	2015-04-21																																																																								
USGS	422820122032100	2015-04-22																																																																								
USGS	422820122032100	2015-04-23																																																																								
USGS	422820122032100	2015-04-24																																																																								
USGS	422820122032100	2015-04-25																																																																								
USGS	422820122032100	2015-04-26																																																																								
USGS	422820122032100	2015-04-27																																																																								
USGS	422820122032100	2015-04-28																																																																								
USGS	422820122032100	2015-04-29																																																																								
USGS	422820122032100	2015-04-30																																																																								
USGS	422820122032100	2015-05-01																																																																								
USGS	422820122032100	2015-05-02																																																																								
USGS	422820122032100	2015-05-03																																																																								
USGS	422820122032100	2015-05-04																																																																								
USGS	422820122032100	2015-05-05																																																																								
USGS	422820122032100	2015-05-06																																																																								
USGS	422820122032100	2015-05-07																																																																								
USGS	422820122032100	2015-05-08																																																																								
USGS	422820122032100	2015-05-09																																																																								
USGS	422820122032100	2015-05-10																																																																								
USGS	422820122032100	2015-05-11																																																																								
USGS	422820122032100	2015-05-12																																																																								
USGS	422820122032100	2015-05-13																																																																								
USGS	422820122032100	2015-05-14																																																																								
USGS	422820122032100	2015-05-15																																																																								
USGS	422820122032100	2015-05-16																																																																								
USGS	422820122032100	2015-05-17																																																																								
USGS	422820122032100	2015-05-18																																																																								
USGS	422820122032100	2015-05-19																																																																								
USGS	422820122032100	2015-05-20																																																																								
USGS	422820122032100	2015-05-21																																																																								
USGS	422820122032100	2015-05-22																																																																								
USGS	422820122032100	2015-05-23																																																																								
USGS	422820122032100	2015-05-24																																																																								
USGS	422820122032100	2015-05-25																																																																								
USGS	422820122032100	2015-05-26																																																																								
USGS	422820122032100	2015-05-27																																																																								
USGS	422820122032100	2015-05-28																																																																								
USGS	422820122032100	2015-05-29																																																																								
USGS	422820122032100	2015-05-30																																																																								
USGS	422820122032100	2015-05-31																																																																								
USGS	422820122032100	2015-06-01																																																																								
USGS	422820122032100	2015-06-02																																																																								
USGS	422820122032100	2015-06-03																																																																								
USGS	422820122032100	2015-06-04																																																																								
USGS	422820122032100	2015-06-05																																																																								
USGS	422820122032100	2015-06-06																																																																								
USGS	422820122032100	2015-06-07																																																																								
USGS	422820122032100	2015-06-08																																																																								
USGS	422820122032100	2015-06-09																																																																								
USGS	422820122032100	2015-06-10																																																																								
USGS	422820122032100	2015-06-11																																																																								
USGS	422820122032100	2015-06-12																																																																								
USGS	422820122032100	2015-06-13																																																																								
USGS	422820122032100	2015-06-14																																																																								
USGS	422820122032100	2015-06-15																																																																								
USGS	422820122032100	2015-06-16																																																																								
USGS	422820122032100	2015-06-17																																																																								
USGS	422820122032100	2015-06-18																																																																								
USGS	422820122032100	2015-06-19																																																																								
USGS	422820122032100	2015-06-20																																																																								
USGS	422820122032100	2015-06-21																																																																								
USGS	422820122032100	2015-06-22																																																																								
USGS	422820122032100	2015-06-23																																																																								
USGS	422820122032100	2015-06-24																																																																								
USGS	422820122032100	2015-06-25																																																																								
USGS	422820122032100	2015-06-26																																																																								
USGS	422820122032100	2015-06-27																																																																								
USGS	422820122032100	2015-06-28																																																																								
USGS	422820122032100	2015-06-29																																																																								
USGS	422820122032100	2015-06-30																																																																								
USGS	422820122032100	2015-07-01																																																																								
USGS	422820122032100	2015-07-02																																																																								
USGS	422820122032100	2015-07-03																																																																								
USGS	422820122032100	2015-07-04																																																																								
USGS	422820122032100	2015-07-05																																																																								
USGS	422820122032100	2015-07-06																																																																								
USGS	422820122032100	2015-07-07																																																																								
USGS	422820122032100	2015-07-08									22.8	A																																																														
USGS	422820122032100	2015-07-09							26.2	A	22.0	A	23.5	A													123	A	117	A	119	A													14.4	A	7.3	A	10.5	A													9.4	A	8.7	A	9.1	A						
USGS	422820122032100	2015-07-10							24.0	A	22.2	A	23.0	A													121	A	118	A	119	A													11.1	A	8.2	A	9.7	A													9.2	A	9.0	A	9.2	A						
USGS	422820122032100	2015-07-11							22.9	A	21.4	A	22.0	A													120	A	114	A	118	A													13.8	A	7.7	A	10.9	A													9.5	A	8.9	A	9.2	A						
USGS	422820122032100	2015-07-12							22.4	A	20.5	A	21.3	A													120	A	116	A	118	A													13.6	A	7.8	A	10.9	A													9.5	A	9.0	A	9.3	A						
USGS	422820122032100	2015-07-13							23.3	A	19.7	A	21.3	A													124	A	115	A	119	A													17.4	A	8.0	A	11.5	A													9.7	A	9.0	A	9.3	A						
USGS	422820122032100	2015-07-14							22.5	A	20.3	A	21.2	A													126	A	116	A	119	A													17.2	A	6.4	A	11.2	A													9.8	A	8.9	A	9.3	A						
USGS	422820122032100	2015-07-15							24.8	A	20.6	A	21.7	A													126	A	117	A	120	A													18.4	A	7.7	A	13.0	A													9.7	A	8.8	A	9.3	A						
USGS	422820122032100	2015-07-16							24.6	A	20.5	A	22.4	A													130	A	118	A	123	A													17.9	A	10.2	A	13.6	A													9.8	A	9.2	A	9.5	A						
USGS	422820122032100	2015-07-17							25.3	A	20.6	A	22.3	A													132	A	113	A	122	A													19.8	A	9.4	A	13.1	A													9.9	A	9.1	A	9.5	A						
USGS	422820122032100	2015-07-18							24.6	A	20.5	A	22.2	A													128	A	118	A	123	A													16.5	A	10.1	A	13.1	A													9.8	A	9.2	A	9.5	A						
USGS	422820122032100	2015-07-19							24.9	A	20.6	A	22.0	A													131	A	110	A	120	A													16.3	A	8.7	A	12.6	A													9.8	A	9.1	A	9.4	A						
USGS	422820122032100	2015-07-20							24.7	A	21.6	A	23.3	A													133	A	119	A	126	A													15.0	A	11.2	A	13.1	A													9.7	A	9.3	A	9.5	A						
USGS	422820122032100	2015-07-21							25.0	A	22.4	A	23.7	A																															14.6	A	10.3	A	12.8	A													9.8	A	9.4	A	9.7	A						
USGS	422820122032100	2015-07-22							24.4	A	22.1	A	23.3	A													132	A	119	A	124	A													13.0	A	7.4	A	10.9	A													9.7	A	9.3	A	9.6	A						
USGS	422820122032100	2015-07-23							23.9	A	21.3	A	22.6	A													139	A	121	A	127	A													13.0	A	6.8	A	10.0	A													9.8	A	9.3	A	9.5	A						
USGS	422820122032100	2015-07-24							24.4	A	21.3	A	22.9	A													129	A	122	A	124	A													13.2	A	7.5	A	10.3	A													9.8	A	9.4	A	9.7	A						
USGS	422820122032100	2015-07-25							23.3	A	21.5	A	22.4	A													125	A	120	A	122	A													13.1	A	7.8	A	10.3	A													9.8	A	9.4	A	9.6	A						
USGS	422820122032100	2015-07-26							23.7	A	21.0	A	22.3	A													125	A	120	A	122	A													12.2	A	7.2	A	10.2	A													9.8	A	9.4	A	9.6	A						
USGS	422820122032100	2015-07-27							22.6	A	20.1	A	21.5	A													123	A	118	A	120	A													13.5	A	6.2	A	10.0	A													9.8	A	9.2	A	9.6	A						
USGS	422820122032100	2015-07-28							21.8	A	19.9	A	20.8	A													120	A	110	A	116	A													11.4	A	6.7	A	9.3	A													9.6	A	9.2	A	9.4	A						
USGS	422820122032100	2015-07-29							25.2	A	19.4	A	21.1	A													124	A	107	A	115	A													13.2	A	7.7	A	9.8	A													9.8	A	9.1	A	9.4	A						
USGS	422820122032100	2015-07-30							23.6	A	19.0	A	21.0	A													123	A	106	A	113	A													13.2	A	5.5	A	8.5	A													9.8	A	8.9	A	9.2	A						
USGS	422820122032100	2015-07-31							22.8	A	20.5	A	21.7	A													119	A	110	A	115	A													9.6	A	3.7	A	6.7	A													9.5	A	8.8	A	9.3	A						
USGS	422820122032100	2015-08-01							21.8	A	20.5	A	21.3	A													117	A	109	A	112	A													8.1	A	3.2	A	5.6	A													9.2	A	8.6	A	9.0	A						
USGS	422820122032100	2015-08-02							21.4	A	20.3	A	20.8	A													110	A	104	A	106	A													7.3	A	4.8	A	6.5	A													9.0	A	8.5	A	8.8	A						
USGS	422820122032100	2015-08-03							23.9	A	19.7	A	21.1	A													116	A	105	A	110	A													9.5	A	3.8	A	6.3	A													9.3	A	8.0	A	8.4	A						
USGS	422820122032100	2015-08-04							23.2	A	21.3	A	22.1	A													122	A	114	A	117	A													8.2	A	3.4	A	5.9	A													9.2	A	8.5	A	9.0	A						
USGS	422820122032100	2015-08-05							23.9	A	20.6	A	22.3	A													120	A	113	A	116	A													14.2	A	5.2	A	9.5	A													9.8	A	8.8	A	9.4	A						
USGS	422820122032100	2015-08-06							24.4	A	20.6	A	22.1	A													125	A	114	A	118	A													13.0	A	7.8	A	10.4	A													9.8	A	9.3	A	9.5	A						
USGS	422820122032100	2015-08-07							23.2	A	20.5	A	21.9	A													120	A	115	A	118	A													12.8	A	8.2	A	10.4	A													9.7	A	9.4	A	9.5	A						
USGS	422820122032100	2015-08-08							23.2	A	20.5	A	21.9	A													120	A	115	A	118	A													12.7	A	7.2	A	10.3	A													9.8	A	9.4	A	9.6	A						
USGS	422820122032100	2015-08-09							22.4	A	20.4	A	21.6	A													123	A	116	A	120	A													13.7	A	6.5	A	10.4	A													9.8	A	9.4	A	9.7	A						
USGS	422820122032100	2015-08-10							21.7	A	20.0	A	20.8	A													121	A	115	A	118	A													10.8	A	7.8	A	9.2	A													9.8	A	9.5	A	9.6	A						
USGS	422820122032100	2015-08-11							23.2	A	19.9	A	21.4	A													125	A	115	A	119	A													14.4	A	5.8	A	10.2	A													9.9	A	9.4	A	9.7	A						
USGS	422820122032100	2015-08-12							23.6	A	20.5	A	22.0	A													122	A	115	A	118	A													13.4	A	8.0	A	10.6	A													9.8	A	9.5	A	9.7	A						
USGS	422820122032100	2015-08-13							23.2	A	20.5	A	21.8	A													124	A	113	A	117	A													14.0	A	5.9	A	10.1	A													9.9	A	9.4	A	9.7	A						
USGS	422820122032100	2015-08-14							21.6	A	19.8	A	20.6	A													121	A	112	A	116	A													13.7	A	7.4	A	10.6	A													9.9	A	9.6	A	9.7	A						
USGS	422820122032100	2015-08-15							23.5	A	18.7	A	20.6	A													123	A	112	A	117	A													12.0	A	7.9	A	10.3	A													9.8	A	9.5	A	9.7	A						
USGS	422820122032100	2015-08-16							21.9	A	19.5	A	20.9	A													123	A	114	A	117	A													11.5	A	7.3	A	9.4	A													9.8	A	9.4	A	9.6	A						
USGS	422820122032100	2015-08-17							21.5	A	19.1	A	20.0	A													120	A	107	A	113	A													8.1	A	3.2	A	6.0	A													9.4	A	8.8	A	9.2	A						
USGS	422820122032100	2015-08-18							19.6	A	18.3	A	19.1	A													113	A	109	A	111	A													8.4	A	4.8	A	6.1	A													9.2	A	8.8	A	9.0	A						
USGS	422820122032100	2015-08-19							22.3	A	18.2	A	19.8	A													113	A	107	A	110	A													9.5	A	4.4	A	6.1	A													9.3	A	8.9	A	9.0	A						
USGS	422820122032100	2015-08-20							23.2	A	19.5	A	21.3	A													115	A	109	A	112	A													12.1	A	3.6	A	7.9	A													9.6	A	9.0	A	9.3	A						
USGS	422820122032100	2015-08-21							23.6	A	20.2	A	21.8	A													113	A	109	A	111	A													9.9	A	3.5	A	6.9	A													9.4	A	9.0	A	9.3	A						
USGS	422820122032100	2015-08-22							22.3	A	19.2	A	20.8	A													112	A	101	A	108	A													9.8	A	5.3	A	8.0	A													9.5	A	8.8	A	9.2	A						
USGS	422820122032100	2015-08-23							22.7	A	19.1	A	20.9	A													110	A	106	A	107	A													9.8	A	3.9	A	6.8	A													9.3	A	8.8	A	9.1	A						
USGS	422820122032100	2015-08-24							23.4	A	20.4	A	21.8	A													112	A	106	A	109	A													10.4	A	4.3	A	7.3	A													9.4	A	8.9	A	9.1	A						
USGS	422820122032100	2015-08-25							24.0	A	20.7	A	22.3	A													114	A	109	A	111	A													10.5	A	2.7	A	6.7	A													9.4	A	8.8	A	9.2	A						
USGS	422820122032100	2015-08-26							23.9	A	20.6	A	22.2	A													111	A	107	A	109	A													9.8	A	2.8	A	6.3	A													9.5	A	8.8	A	9.2	A						
USGS	422820122032100	2015-08-27							23.2	A	20.4	A	21.8	A													109	A	106	A	107	A													8.7	A	2.4	A	5.5	A													9.4	A	8.9	A	9.2	A						
USGS	422820122032100	2015-08-28							21.8	A	20.1	A	21.0	A													108	A	106	A	107	A													9.1	A	2.5	A	5.5	A													9.3	A	8.9	A	9.1	A						
USGS	422820122032100	2015-08-29							21.1	A	18.0	A	19.4	A													106	A	101	A	104	A													10.0	A	4.4	A	7.2	A													9.3	A	8.7	A	9.1	A						
USGS	422820122032100	2015-08-30							18.0	A	16.5	A	17.1	A													105	A	98	A	101	A													9.1	A	6.0	A	7.5	A													9.2	A	8.8	A	9.0	A						
USGS	422820122032100	2015-08-31							20.4	A	15.5	A	17.6	A													116	A	102	A	107	A													7.8	A	3.1	A	5.6	A													8.9	A	8.2	A	8.7	A						
