agency_cd	site_no	datetime	174027_00010_00001	174027_00010_00001_cd	174028_00010_00002	174028_00010_00002_cd	174029_00010_00003	174029_00010_00003_cd	174030_00048_00001	174030_00048_00001_cd	174031_00048_00002	174031_00048_00002_cd	174032_00048_00003	174032_00048_00003_cd
5s	15s	20d	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s
USGS	13343590	2013-03-14	5.8	A	5.3	A	5.6	A	104	A	103	A	104	A
USGS	13343590	2013-03-15	5.6	A	5.3	A	5.5	A	104	A	103	A	103	A
USGS	13343590	2013-03-16	5.7	A	5.5	A	5.6	A	105	A	103	A	104	A
USGS	13343590	2013-03-17	6.0	A	5.6	A	5.8	A	105	A	103	A	104	A
USGS	13343590	2013-03-18	6.4	A	6.0	A	6.1	A	103	A	103	A	103	A
USGS	13343590	2013-03-19	6.7	A	6.3	A	6.5	A	104	A	102	A	103	A
USGS	13343590	2013-03-20	6.8	A	6.6	A	6.8	A	104	A	103	A	104	A
USGS	13343590	2013-03-21	6.8	A	6.7	A	6.8	A	103	A	101	A	101	A
USGS	13343590	2013-03-22	6.7	A	6.4	A	6.6	A	101	A	100	A	100	A
USGS	13343590	2013-03-23	6.4	A	6.2	A	6.3	A	101	A	100	A	100	A
USGS	13343590	2013-03-24	6.4	A	6.1	A	6.2	A	102	A	100	A	101	A
USGS	13343590	2013-03-25	6.3	A	6.2	A	6.2	A	102	A	102	A	102	A
USGS	13343590	2013-03-26	6.5	A	6.2	A	6.3	A	102	A	102	A	102	A
USGS	13343590	2013-03-27	6.3	A	6.0	A	6.2	A	102	A	101	A	102	A
USGS	13343590	2013-03-28	6.1	A	5.8	A	5.9	A	102	A	102	A	102	A
USGS	13343590	2013-03-29	6.0	A	5.8	A	5.9	A	103	A	102	A	102	A
USGS	13343590	2013-03-30	7.2	A	6.0	A	6.6	A	106	A	103	A	104	A
USGS	13343590	2013-03-31	7.6	A	6.7	A	7.2	A	107	A	105	A	106	A
USGS	13343590	2013-04-01	7.9	A	7.1	A	7.5	A	106	A	104	A	105	A
USGS	13343590	2013-04-02	8.6	A	7.7	A	8.1	A	105	A	104	A	104	A
USGS	13343590	2013-04-03	9.0	A	8.6	A	8.8	A	105	A	104	A	104	A
USGS	13343590	2013-04-04	9.2	A	9.0	A	9.1	A	105	A	104	A	105	A
USGS	13343590	2013-04-05	9.2	A	8.8	A	9.0	A	104	A	103	A	103	A
USGS	13343590	2013-04-06	9.3	A	9.0	A	9.2	A	103	A	102	A	103	A
USGS	13343590	2013-04-07	9.3	A	8.9	A	9.1	A	103	A	102	A	102	A
USGS	13343590	2013-04-08	8.9	A	8.8	A	8.8	A	102	A	100	A	101	A
USGS	13343590	2013-04-09	8.8	A	8.4	A	8.6	A	100	A	99	A	100	A
USGS	13343590	2013-04-10	8.6	A	8.1	A	8.4	A	101	A	100	A	101	A
USGS	13343590	2013-04-11	8.2	A	7.9	A	8.0	A	101	A	100	A	100	A
USGS	13343590	2013-04-12	8.1	A	7.8	A	7.9	A	103	A	101	A	102	A
USGS	13343590	2013-04-13	8.1	A	8.0	A	8.0	A	103	A	102	A	103	A
USGS	13343590	2013-04-14	8.0	A	7.9	A	7.9	A	102	A	101	A	102	A
USGS	13343590	2013-04-15	8.1	A	7.9	A	7.9	A	102	A	101	A	101	A
USGS	13343590	2013-04-16	8.2	A	8.0	A	8.1	A	101	A	99	A	100	A
USGS	13343590	2013-04-17	8.2	A	8.1	A	8.2	A	100	A	99	A	99	A
USGS	13343590	2013-04-18	8.3	A	8.0	A	8.1	A	101	A	100	A	100	A
USGS	13343590	2013-04-19	8.3	A	8.0	A	8.1	A	102	A	101	A	101	A
USGS	13343590	2013-04-20	8.2	A	7.9	A	8.1	A	102	A	101	A	102	A
USGS	13343590	2013-04-21	8.1	A	7.9	A	8.0	A	103	A	102	A	102	A
USGS	13343590	2013-04-22	8.1	A	7.9	A	7.9	A	102	A	101	A	101	A
USGS	13343590	2013-04-23	8.6	A	8.0	A	8.1	A	102	A	101	A	102	A
USGS	13343590	2013-04-24	8.8	A	8.5	A	8.6	A	103	A	102	A	102	A
USGS	13343590	2013-04-25	9.2	A	8.8	A	9.0	A	104	A	103	A	103	A
USGS	13343590	2013-04-26	9.5	A	9.1	A	9.3	A	103	A	103	A	103	A
USGS	13343590	2013-04-27	9.5	A	8.9	A	9.2	A	103	A	103	A	103	A
USGS	13343590	2013-04-28	9.9	A	9.1	A	9.3	A	105	A	103	A	103	A
USGS	13343590	2013-04-29	10.2	A	9.6	A	9.9	A	105	A	103	A	104	A
USGS	13343590	2013-04-30	10.5	A	10.2	A	10.4	A	103	A	101	A	102	A
USGS	13343590	2013-05-01	10.6	A	10.3	A	10.4	A	101	A	100	A	101	A
USGS	13343590	2013-05-02	10.7	A	10.3	A	10.5	A	102	A	100	A	101	A
USGS	13343590	2013-05-03	10.3	A	9.6	A	10.0	A	102	A	101	A	101	A
USGS	13343590	2013-05-04	11.2	A	9.6	A	9.9	A	106	A	102	A	103	A
USGS	13343590	2013-05-05	10.4	A	9.9	A	10.1	A	107	A	105	A	106	A
USGS	13343590	2013-05-06	10.6	A	9.9	A	10.2	A	106	A	106	A	106	A
USGS	13343590	2013-05-07	11.0	A	10.4	A	10.7	A	106	A	105	A	106	A
USGS	13343590	2013-05-08	11.4	A	10.9	A	11.1	A	105	A	104	A	104	A
USGS	13343590	2013-05-09	12.1	A	11.3	A	11.7	A	104	A	103	A	104	A
USGS	13343590	2013-05-10	12.3	A	12.0	A	12.1	A	104	A	103	A	104	A
USGS	13343590	2013-05-11	12.2	A	11.9	A	12.1	A	105	A	104	A	104	A
USGS	13343590	2013-05-12	12.2	A	11.4	A	11.7	A	106	A	105	A	105	A
USGS	13343590	2013-05-13	11.7	A	11.3	A	11.5	A	106	A	105	A	105	A
USGS	13343590	2013-05-14	11.5	A	11.3	A	11.4	A	105	A	104	A	105	A
USGS	13343590	2013-05-15	11.4	A	10.7	A	11.0	A	106	A	104	A	105	A
USGS	13343590	2013-05-16	11.1	A	10.6	A	10.8	A	106	A	106	A	106	A
USGS	13343590	2013-05-17	10.9	A	10.7	A	10.8	A	106	A	105	A	106	A
USGS	13343590	2013-05-18	11.0	A	10.8	A	10.9	A	106	A	104	A	105	A
USGS	13343590	2013-05-19	11.3	A	10.9	A	11.0	A	104	A	104	A	104	A
USGS	13343590	2013-05-20	11.2	A	10.7	A	10.9	A	105	A	103	A	104	A
USGS	13343590	2013-05-21	11.0	A	10.7	A	10.8	A	106	A	105	A	106	A
USGS	13343590	2013-05-22	11.2	A	10.7	A	10.9	A	106	A	105	A	105	A
USGS	13343590	2013-05-23	11.6	A	11.1	A	11.2	A	105	A	103	A	104	A
USGS	13343590	2013-05-24	11.4	A	11.2	A	11.2	A	103	A	102	A	102	A
USGS	13343590	2013-05-25	11.4	A	10.9	A	11.1	A	103	A	102	A	103	A
USGS	13343590	2013-05-26	11.2	A	10.9	A	11.0	A	104	A	103	A	103	A
USGS	13343590	2013-05-27	11.3	A	11.0	A	11.0	A	104	A	103	A	104	A
USGS	13343590	2013-05-28	11.5	A	11.0	A	11.2	A	104	A	104	A	104	A
USGS	13343590	2013-05-29	12.0	A	11.4	A	11.7	A	105	A	103	A	104	A
USGS	13343590	2013-05-30	12.2	A	11.9	A	12.0	A	103	A	102	A	103	A
USGS	13343590	2013-05-31	12.5	A	12.2	A	12.4	A	102	A	101	A	101	A
USGS	13343590	2013-06-01	12.6	A	12.2	A	12.3	A	103	A	101	A	102	A
USGS	13343590	2013-06-02	12.8	A	12.2	A	12.3	A	104	A	103	A	103	A
USGS	13343590	2013-06-03	12.9	A	12.6	A	12.8	A	104	A	103	A	104	A
USGS	13343590	2013-06-04	13.2	A	12.8	A	13.0	A	104	A	103	A	103	A
USGS	13343590	2013-06-05	14.0	A	13.1	A	13.4	A	104	A	103	A	103	A
USGS	13343590	2013-06-06	14.4	A	13.6	A	14.0	A	105	A	103	A	104	A
USGS	13343590	2013-06-07	14.8	A	14.1	A	14.3	A	104	A	103	A	104	A
USGS	13343590	2013-06-08	15.5	A	14.7	A	15.0	A	105	A	103	A	104	A
USGS	13343590	2013-06-09	15.7	A	15.3	A	15.5	A	105	A	103	A	103	A
USGS	13343590	2013-06-10	15.8	A	15.5	A	15.6	A	104	A	103	A	103	A
USGS	13343590	2013-06-11	15.8	A	15.5	A	15.6	A	104	A	102	A	103	A
USGS	13343590	2013-06-12	15.8	A	15.5	A	15.6	A	102	A	102	A	102	A
USGS	13343590	2013-06-13	15.7	A	15.5	A	15.6	A	102	A	101	A	102	A
USGS	13343590	2013-06-14	15.6	A	15.5	A	15.6	A	101	A	101	A	101	A
USGS	13343590	2013-06-15	16.1	A	15.5	A	15.7	A	103	A	101	A	102	A
USGS	13343590	2013-06-16	16.2	A	15.5	A	15.7	A	103	A	101	A	102	A
USGS	13343590	2013-06-17	15.8	A	15.6	A	15.7	A	103	A	101	A	102	A
USGS	13343590	2013-06-18	15.9	A	15.6	A	15.7	A	103	A	102	A	102	A
USGS	13343590	2013-06-19	16.6	A	15.9	A	16.2	A	103	A	103	A	103	A
USGS	13343590	2013-06-20	16.5	A	16.2	A	16.3	A	103	A	102	A	102	A
USGS	13343590	2013-06-21	16.3	A	16.1	A	16.2	A	102	A	101	A	101	A
USGS	13343590	2013-06-22	16.1	A	15.5	A	15.9	A	101	A	99	A	100	A
USGS	13343590	2013-06-23	15.5	A	14.7	A	15.2	A	101	A	100	A	100	A
USGS	13343590	2013-06-24	15.1	A	14.6	A	14.8	A	103	A	101	A	102	A
USGS	13343590	2013-06-25	15.8	A	14.8	A	15.2	A	103	A	103	A	103	A
USGS	13343590	2013-06-26	15.9	A	15.4	A	15.6	A	103	A	102	A	103	A
USGS	13343590	2013-06-27	16.1	A	15.5	A	15.8	A	102	A	101	A	102	A
USGS	13343590	2013-06-28	15.8	A	15.5	A	15.6	A	101	A	100	A	101	A
USGS	13343590	2013-06-29	15.9	A	15.5	A	15.7	A	101	A	100	A	101	A
USGS	13343590	2013-06-30	17.8	A	15.6	A	16.3	A	104	A	101	A	102	A
USGS	13343590	2013-07-01	18.6	A	17.5	A	17.9	A	105	A	104	A	105	A
USGS	13343590	2013-07-02	19.6	A	18.3	A	19.0	A	105	A	104	A	105	A
USGS	13343590	2013-07-03	19.8	A	19.1	A	19.4	A	104	A	103	A	103	A
USGS	13343590	2013-07-04	19.8	A	19.3	A	19.5	A	103	A	103	A	103	A
USGS	13343590	2013-07-05	19.9	A	19.4	A	19.6	A	104	A	103	A	103	A
USGS	13343590	2013-07-06	20.0	A	19.6	A	19.7	A	104	A	103	A	104	A
USGS	13343590	2013-07-07	20.0	A	19.3	A	19.6	A	104	A	102	A	103	A
USGS	13343590	2013-07-08	19.7	A	19.0	A	19.4	A	102	A	101	A	102	A
USGS	13343590	2013-07-09	19.6	A	19.0	A	19.4	A	102	A	101	A	101	A
USGS	13343590	2013-07-10	19.8	A	19.4	A	19.6	A	103	A	102	A	102	A
USGS	13343590	2013-07-11	19.7	A	19.1	A	19.4	A	102	A	101	A	102	A
USGS	13343590	2013-07-12	19.4	A	19.1	A	19.2	A	102	A	101	A	101	A
USGS	13343590	2013-07-13	19.5	A	19.2	A	19.3	A	102	A	101	A	101	A
USGS	13343590	2013-07-14	19.5	A	18.9	A	19.2	A	102	A	101	A	101	A
USGS	13343590	2013-07-15	19.3	A	18.9	A	19.1	A	102	A	101	A	101	A
USGS	13343590	2013-07-16	19.1	A	18.4	A	18.8	A	103	A	102	A	102	A
USGS	13343590	2013-07-17	18.8	A	18.1	A	18.5	A	103	A	101	A	102	A
USGS	13343590	2013-07-18	18.7	A	18.0	A	18.3	A	103	A	102	A	102	A
USGS	13343590	2013-07-19	19.0	A	18.1	A	18.5	A	103	A	102	A	102	A
USGS	13343590	2013-07-20	19.6	A	18.4	A	19.0	A	103	A	102	A	103	A
USGS	13343590	2013-07-21	19.6	A	18.5	A	19.1	A	103	A	103	A	103	A
USGS	13343590	2013-07-22	19.4	A	18.7	A	19.0	A	103	A	102	A	102	A
USGS	13343590	2013-07-23	19.3	A	18.6	A	19.0	A	102	A	101	A	102	A
USGS	13343590	2013-07-24	19.6	A	18.6	A	18.9	A	102	A	101	A	102	A
USGS	13343590	2013-07-25	19.2	A	18.6	A	18.9	A	102	A	101	A	101	A
USGS	13343590	2013-07-26	19.2	A	18.6	A	18.8	A	102	A	101	A	101	A
USGS	13343590	2013-07-27	19.5	A	17.9	A	18.6	A	103	A	101	A	102	A
USGS	13343590	2013-07-28	19.6	A	18.0	A	18.8	A	103	A	102	A	102	A
USGS	13343590	2013-07-29	19.7	A	18.8	A	19.2	A	102	A	102	A	102	A
USGS	13343590	2013-07-30	19.4	A	18.7	A	19.0	A	102	A	102	A	102	A
USGS	13343590	2013-07-31	19.3	A	18.8	A	19.0	A	102	A	102	A	102	A
USGS	13343590	2013-08-01	19.1	A	18.1	A	18.7	A	102	A	102	A	102	A
USGS	13343590	2013-08-02	19.4	A	17.9	A	18.6	A	102	A	101	A	101	A
USGS	13343590	2013-08-03	19.2	A	18.3	A	18.5	A	102	A	101	A	101	A
USGS	13343590	2013-08-04	19.0	A	18.0	A	18.5	A	102	A	101	A	101	A
USGS	13343590	2013-08-05	18.7	A	17.8	A	18.3	A	102	A	101	A	101	A
USGS	13343590	2013-08-06	18.7	A	17.7	A	18.3	A	101	A	100	A	101	A
USGS	13343590	2013-08-07	18.8	A	18.0	A	18.3	A	101	A	100	A	100	A
USGS	13343590	2013-08-08	19.0	A	17.7	A	18.6	A	101	A	100	A	101	A
USGS	13343590	2013-08-09	18.6	A	17.8	A	18.2	A	102	A	101	A	101	A
USGS	13343590	2013-08-10	18.7	A	17.8	A	18.2	A	101	A	100	A	101	A
USGS	13343590	2013-08-11	18.9	A	17.3	A	18.1	A	101	A	101	A	101	A
USGS	13343590	2013-08-12	18.7	A	17.6	A	18.2	A	101	A	100	A	101	A
USGS	13343590	2013-08-13	18.6	A	18.0	A	18.4	A	101	A	101	A	101	A
USGS	13343590	2013-08-14	19.2	A	18.0	A	18.4	A	102	A	101	A	101	A
USGS	13343590	2013-08-15	18.3	A	17.5	A	17.9	A	101	A	100	A	101	A
USGS	13343590	2013-08-16	18.5	A	17.8	A	18.1	A	101	A	100	A	101	A
USGS	13343590	2013-08-17	19.1	A	18.2	A	18.6	A	100	A	100	A	100	A
USGS	13343590	2013-08-18	19.2	A	18.7	A	19.0	A	100	A	99	A	100	A
USGS	13343590	2013-08-19	19.7	A	18.7	A	19.1	A	100	A	99	A	100	A
USGS	13343590	2013-08-20	19.3	A	18.5	A	19.0	A	101	A	100	A	100	A
USGS	13343590	2013-08-21	19.7	A	19.1	A	19.4	A	100	A	100	A	100	A
USGS	13343590	2013-08-22	20.8	A	19.5	A	19.7	A	101	A	99	A	100	A
USGS	13343590	2013-08-23	20.5	A	18.9	A	19.5	A	102	A	100	A	100	A
USGS	13343590	2013-08-24	19.4	A	18.4	A	18.8	A	101	A	100	A	101	A
USGS	13343590	2013-08-25	19.4	A	18.8	A	19.1	A	101	A	100	A	100	A
USGS	13343590	2013-08-26	19.7	A	18.9	A	19.3	A	100	A	99	A	100	A
USGS	13343590	2013-08-27	19.8	A	18.8	A	19.1	A	101	A	99	A	100	A
USGS	13343590	2013-08-28	19.8	A	18.8	A	19.3	A	100	A	100	A	100	A
USGS	13343590	2013-08-29	20.0	A	18.9	A	19.4	A	100	A	99	A	100	A
USGS	13343590	2013-08-30	19.5	A	18.8	A	19.2	A	100	A	99	A	99	A
USGS	13343590	2013-08-31												
USGS	13343590	2013-09-01												
USGS	13343590	2013-09-02												
USGS	13343590	2013-09-03												
USGS	13343590	2013-09-04	20.8	A	20.2	A	20.4	A	100	A	99	A	99	A
USGS	13343590	2013-09-05	20.8	A	20.0	A	20.5	A	100	A	99	A	99	A
USGS	13343590	2013-09-06	20.8	A	19.8	A	20.1	A	99	A	98	A	99	A
USGS	13343590	2013-09-07	20.3	A	19.8	A	20.1	A	99	A	99	A	99	A
USGS	13343590	2013-09-08	20.6	A	19.5	A	20.1	A	99	A	98	A	99	A
USGS	13343590	2013-09-09	20.6	A	19.9	A	20.2	A	100	A	99	A	99	A
USGS	13343590	2013-09-10	20.8	A	20.2	A	20.5	A	99	A	98	A	99	A
USGS	13343590	2013-09-11												
USGS	13343590	2013-09-12												
USGS	13343590	2013-09-13												
USGS	13343590	2013-09-14												
USGS	13343590	2013-09-15												
USGS	13343590	2013-09-16												
USGS	13343590	2013-09-17												
USGS	13343590	2013-09-18												
USGS	13343590	2013-09-19												
USGS	13343590	2013-09-20												
USGS	13343590	2013-09-21												
USGS	13343590	2013-09-22												
USGS	13343590	2013-09-23												
USGS	13343590	2013-09-24												
USGS	13343590	2013-09-25												
USGS	13343590	2013-09-26												
USGS	13343590	2013-09-27												
USGS	13343590	2013-09-28												
USGS	13343590	2013-09-29												
USGS	13343590	2013-09-30												
USGS	13343590	2013-10-01												
USGS	13343590	2013-10-02												
USGS	13343590	2013-10-03												
USGS	13343590	2013-10-04												
USGS	13343590	2013-10-05												
USGS	13343590	2013-10-06												
USGS	13343590	2013-10-07												
USGS	13343590	2013-10-08												
USGS	13343590	2013-10-09												
USGS	13343590	2013-10-10												
USGS	13343590	2013-10-11												
USGS	13343590	2013-10-12												
USGS	13343590	2013-10-13												
USGS	13343590	2013-10-14												
USGS	13343590	2013-10-15												
USGS	13343590	2013-10-16												
USGS	13343590	2013-10-17												
USGS	13343590	2013-10-18												
USGS	13343590	2013-10-19												
USGS	13343590	2013-10-20												
USGS	13343590	2013-10-21												
USGS	13343590	2013-10-22												
USGS	13343590	2013-10-23												
USGS	13343590	2013-10-24												
USGS	13343590	2013-10-25												
USGS	13343590	2013-10-26												
USGS	13343590	2013-10-27												
USGS	13343590	2013-10-28												
USGS	13343590	2013-10-29												
USGS	13343590	2013-10-30												
USGS	13343590	2013-10-31												
USGS	13343590	2013-11-01												
USGS	13343590	2013-11-02												
USGS	13343590	2013-11-03												
USGS	13343590	2013-11-04												
USGS	13343590	2013-11-05												
USGS	13343590	2013-11-06												
USGS	13343590	2013-11-07												
USGS	13343590	2013-11-08												
USGS	13343590	2013-11-09												
USGS	13343590	2013-11-10												
USGS	13343590	2013-11-11												
USGS	13343590	2013-11-12												
USGS	13343590	2013-11-13												
USGS	13343590	2013-11-14												
USGS	13343590	2013-11-15												
USGS	13343590	2013-11-16												
USGS	13343590	2013-11-17												
USGS	13343590	2013-11-18												
USGS	13343590	2013-11-19												
USGS	13343590	2013-11-20												
USGS	13343590	2013-11-21												
USGS	13343590	2013-11-22												
USGS	13343590	2013-11-23												
USGS	13343590	2013-11-24												
USGS	13343590	2013-11-25												
USGS	13343590	2013-11-26												
USGS	13343590	2013-11-27												
USGS	13343590	2013-11-28												
USGS	13343590	2013-11-29												
USGS	13343590	2013-11-30												
USGS	13343590	2013-12-01												
USGS	13343590	2013-12-02												
USGS	13343590	2013-12-03												
USGS	13343590	2013-12-04												
USGS	13343590	2013-12-05												
USGS	13343590	2013-12-06												
USGS	13343590	2013-12-07												
USGS	13343590	2013-12-08												
USGS	13343590	2013-12-09												
USGS	13343590	2013-12-10												
USGS	13343590	2013-12-11												
USGS	13343590	2013-12-12												
USGS	13343590	2013-12-13												
USGS	13343590	2013-12-14												
USGS	13343590	2013-12-15												
USGS	13343590	2013-12-16												
USGS	13343590	2013-12-17												
USGS	13343590	2013-12-18												
USGS	13343590	2013-12-19												
USGS	13343590	2013-12-20												
USGS	13343590	2013-12-21												
USGS	13343590	2013-12-22												
USGS	13343590	2013-12-23												
USGS	13343590	2013-12-24												
USGS	13343590	2013-12-25												
USGS	13343590	2013-12-26												
USGS	13343590	2013-12-27												
USGS	13343590	2013-12-28												
USGS	13343590	2013-12-29												
USGS	13343590	2013-12-30												
USGS	13343590	2013-12-31												
USGS	13343590	2014-01-01												
USGS	13343590	2014-01-02												
USGS	13343590	2014-01-03												
USGS	13343590	2014-01-04												
USGS	13343590	2014-01-05												
USGS	13343590	2014-01-06												
USGS	13343590	2014-01-07												
USGS	13343590	2014-01-08												
USGS	13343590	2014-01-09												
USGS	13343590	2014-01-10												
USGS	13343590	2014-01-11												
USGS	13343590	2014-01-12												
USGS	13343590	2014-01-13												
USGS	13343590	2014-01-14												
USGS	13343590	2014-01-15												
USGS	13343590	2014-01-16												
USGS	13343590	2014-01-17												
USGS	13343590	2014-01-18												
USGS	13343590	2014-01-19												
USGS	13343590	2014-01-20												
USGS	13343590	2014-01-21												
USGS	13343590	2014-01-22												
USGS	13343590	2014-01-23												
USGS	13343590	2014-01-24												
USGS	13343590	2014-01-25												
USGS	13343590	2014-01-26												
USGS	13343590	2014-01-27												
USGS	13343590	2014-01-28												
USGS	13343590	2014-01-29												
USGS	13343590	2014-01-30												
USGS	13343590	2014-01-31												
USGS	13343590	2014-02-01												
USGS	13343590	2014-02-02												
USGS	13343590	2014-02-03												
USGS	13343590	2014-02-04												
USGS	13343590	2014-02-05												
USGS	13343590	2014-02-06												
USGS	13343590	2014-02-07												
USGS	13343590	2014-02-08												
USGS	13343590	2014-02-09												
USGS	13343590	2014-02-10												
USGS	13343590	2014-02-11												
USGS	13343590	2014-02-12												
USGS	13343590	2014-02-13												
USGS	13343590	2014-02-14												
USGS	13343590	2014-02-15												
USGS	13343590	2014-02-16												
USGS	13343590	2014-02-17												
USGS	13343590	2014-02-18												
USGS	13343590	2014-02-19												
USGS	13343590	2014-02-20												
USGS	13343590	2014-02-21												
USGS	13343590	2014-02-22												
USGS	13343590	2014-02-23												
USGS	13343590	2014-02-24												
USGS	13343590	2014-02-25												
USGS	13343590	2014-02-26												
USGS	13343590	2014-02-27												
USGS	13343590	2014-02-28												
USGS	13343590	2014-03-01												
USGS	13343590	2014-03-02												
USGS	13343590	2014-03-03												
USGS	13343590	2014-03-04												
USGS	13343590	2014-03-05												
USGS	13343590	2014-03-06												
USGS	13343590	2014-03-07												
USGS	13343590	2014-03-08												
USGS	13343590	2014-03-09												
USGS	13343590	2014-03-10												
USGS	13343590	2014-03-11												
USGS	13343590	2014-03-12												
USGS	13343590	2014-03-13												
USGS	13343590	2014-03-14												
USGS	13343590	2014-03-15												
USGS	13343590	2014-03-16												
USGS	13343590	2014-03-17												
USGS	13343590	2014-03-18	6.1	A	5.8	A	5.9	A	102	A	101	A	101	A
USGS	13343590	2014-03-19	6.4	A	6.1	A	6.2	A	102	A	102	A	102	A
USGS	13343590	2014-03-20	6.4	A	6.3	A	6.4	A	102	A	101	A	101	A
USGS	13343590	2014-03-21	6.3	A	6.2	A	6.3	A	102	A	102	A	102	A
USGS	13343590	2014-03-22	6.3	A	6.2	A	6.2	A	102	A	102	A	102	A
USGS	13343590	2014-03-23	6.5	A	6.3	A	6.3	A	102	A	102	A	102	A
USGS	13343590	2014-03-24	6.6	A	6.3	A	6.4	A	104	A	102	A	103	A
USGS	13343590	2014-03-25	6.7	A	6.3	A	6.4	A	105	A	104	A	105	A
USGS	13343590	2014-03-26	6.6	A	6.4	A	6.4	A	106	A	105	A	106	A
USGS	13343590	2014-03-27	6.8	A	6.5	A	6.6	A	106	A	105	A	106	A
USGS	13343590	2014-03-28	6.9	A	6.8	A	6.8	A	105	A	104	A	105	A
USGS	13343590	2014-03-29	7.2	A	6.9	A	7.1	A	105	A	104	A	104	A
USGS	13343590	2014-03-30	7.3	A	7.2	A	7.3	A	104	A	103	A	103	A
USGS	13343590	2014-03-31	7.6	A	7.2	A	7.3	A	105	A	103	A	104	A
USGS	13343590	2014-04-01	7.5	A	7.2	A	7.3	A	105	A	104	A	104	A
USGS	13343590	2014-04-02	7.3	A	7.1	A	7.2	A	104	A	103	A	103	A
USGS	13343590	2014-04-03	7.3	A	7.2	A	7.2	A	104	A	103	A	103	A
USGS	13343590	2014-04-04	7.4	A	7.2	A	7.3	A	104	A	103	A	104	A
USGS	13343590	2014-04-05	7.6	A	7.4	A	7.6	A	104	A	103	A	103	A
USGS	13343590	2014-04-06	7.9	A	7.6	A	7.8	A	104	A	103	A	103	A
USGS	13343590	2014-04-07	8.2	A	7.8	A	7.9	A	103	A	103	A	103	A
USGS	13343590	2014-04-08	8.2	A	7.9	A	8.0	A	104	A	103	A	104	A
USGS	13343590	2014-04-09	8.5	A	8.1	A	8.3	A	104	A	104	A	104	A
USGS	13343590	2014-04-10	8.9	A	8.5	A	8.7	A	105	A	104	A	105	A
USGS	13343590	2014-04-11	9.2	A	8.9	A	9.0	A	105	A	105	A	105	A
USGS	13343590	2014-04-12	9.1	A	8.8	A	8.9	A	105	A	104	A	105	A
USGS	13343590	2014-04-13	9.3	A	8.6	A	8.7	A	104	A	103	A	104	A
USGS	13343590	2014-04-14	9.1	A	8.8	A	8.9	A	105	A	103	A	104	A
USGS	13343590	2014-04-15	9.1	A	8.7	A	8.8	A	105	A	104	A	104	A
USGS	13343590	2014-04-16	8.8	A	8.6	A	8.6	A	105	A	104	A	104	A
USGS	13343590	2014-04-17	8.7	A	8.4	A	8.6	A	105	A	105	A	105	A
USGS	13343590	2014-04-18	8.4	A	8.3	A	8.3	A	105	A	104	A	104	A
USGS	13343590	2014-04-19	8.4	A	8.2	A	8.2	A	105	A	103	A	104	A
USGS	13343590	2014-04-20	8.8	A	8.4	A	8.5	A	103	A	102	A	103	A
USGS	13343590	2014-04-21	9.5	A	8.7	A	9.2	A	104	A	103	A	104	A
USGS	13343590	2014-04-22	9.5	A	9.4	A	9.5	A	104	A	103	A	103	A
USGS	13343590	2014-04-23	9.7	A	9.5	A	9.5	A	103	A	103	A	103	A
USGS	13343590	2014-04-24	9.6	A	9.2	A	9.5	A	103	A	102	A	102	A
USGS	13343590	2014-04-25	9.3	A	8.7	A	8.9	A	102	A	101	A	102	A
USGS	13343590	2014-04-26	8.7	A	8.5	A	8.6	A	103	A	102	A	102	A
USGS	13343590	2014-04-27	8.6	A	8.4	A	8.5	A	102	A	101	A	102	A
USGS	13343590	2014-04-28	8.7	A	8.5	A	8.5	A	101	A	100	A	100	A
USGS	13343590	2014-04-29	9.1	A	8.6	A	8.7	A	101	A	99	A	100	A
USGS	13343590	2014-04-30	9.1	A	8.7	A	8.8	A	102	A	100	A	101	A
USGS	13343590	2014-05-01	9.4	A	8.7	A	9.0	A	104	A	102	A	103	A
USGS	13343590	2014-05-02	9.7	A	9.0	A	9.4	A	106	A	104	A	105	A
USGS	13343590	2014-05-03	10.8	A	9.7	A	10.2	A	106	A	105	A	105	A
USGS	13343590	2014-05-04	11.6	A	10.8	A	11.1	A	106	A	104	A	104	A
USGS	13343590	2014-05-05	11.6	A	11.3	A	11.4	A	104	A	102	A	103	A
USGS	13343590	2014-05-06	11.3	A	10.9	A	11.1	A	103	A	102	A	103	A
USGS	13343590	2014-05-07	10.9	A	10.5	A	10.7	A	104	A	103	A	104	A
USGS	13343590	2014-05-08	10.6	A	10.0	A	10.3	A	105	A	104	A	104	A
USGS	13343590	2014-05-09	10.3	A	9.9	A	10.1	A	105	A	104	A	104	A
USGS	13343590	2014-05-10	10.4	A	10.0	A	10.2	A	104	A	103	A	103	A
USGS	13343590	2014-05-11	10.6	A	10.4	A	10.5	A	103	A	102	A	102	A
USGS	13343590	2014-05-12	10.7	A	10.3	A	10.4	A	103	A	101	A	102	A
USGS	13343590	2014-05-13	10.5	A	10.0	A	10.3	A	103	A	102	A	102	A
USGS	13343590	2014-05-14	10.3	A	10.0	A	10.1	A	104	A	103	A	103	A
USGS	13343590	2014-05-15	10.8	A	10.1	A	10.5	A	106	A	104	A	105	A
USGS	13343590	2014-05-16	11.6	A	10.7	A	11.1	A	106	A	105	A	106	A
USGS	13343590	2014-05-17	12.0	A	11.5	A	11.7	A	106	A	105	A	106	A
