agency_cd	site_no	datetime	174027_00010_00001	174027_00010_00001_cd	174028_00010_00002	174028_00010_00002_cd	174029_00010_00003	174029_00010_00003_cd	174030_00048_00001	174030_00048_00001_cd	174031_00048_00002	174031_00048_00002_cd	174032_00048_00003	174032_00048_00003_cd
5s	15s	20d	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s
USGS	13343590	2017-06-29	18.0	A	17.4	A	17.7	A	104	A	103	A	104	A
USGS	13343590	2017-06-30	18.4	A	17.9	A	18.1	A	105	A	104	A	104	A
USGS	13343590	2017-07-01	18.5	A	18.2	A	18.3	A	105	A	104	A	105	A
USGS	13343590	2017-07-02	18.6	A	18.2	A	18.3	A	105	A	105	A	105	A
USGS	13343590	2017-07-03	18.7	A	18.3	A	18.5	A	105	A	104	A	104	A
USGS	13343590	2017-07-04	19.1	A	18.7	A	18.9	A	105	A	104	A	104	A
USGS	13343590	2017-07-05	19.6	A	19.0	A	19.2	A	106	A	104	A	105	A
USGS	13343590	2017-07-06	19.6	A	19.1	A	19.3	A	105	A	103	A	104	A
USGS	13343590	2017-07-07	19.7	A	19.3	A	19.4	A	104	A	104	A	104	A
USGS	13343590	2017-07-08	20.1	A	19.4	A	19.7	A	105	A	104	A	104	A
USGS	13343590	2017-07-09	20.2	A	19.7	A	19.9	A	105	A	104	A	104	A
USGS	13343590	2017-07-10	20.4	A	19.8	A	20.0	A	105	A	103	A	104	A
USGS	13343590	2017-07-11	20.4	A	20.0	A	20.3	A	104	A	103	A	104	A
USGS	13343590	2017-07-12	20.3	A	20.1	A	20.2	A	103	A	102	A	103	A
USGS	13343590	2017-07-13	20.3	A	20.0	A	20.2	A	102	A	102	A	102	A
USGS	13343590	2017-07-14	20.3	A	19.9	A	20.0	A	102	A	101	A	102	A
USGS	13343590	2017-07-15	20.0	A	19.9	A	20.0	A	103	A	102	A	103	A
USGS	13343590	2017-07-16	20.4	A	19.9	A	20.0	A	103	A	102	A	102	A
USGS	13343590	2017-07-17	20.6	A	20.3	A	20.4	A	104	A	103	A	103	A
USGS	13343590	2017-07-18	20.3	A	20.0	A	20.2	A	104	A	102	A	102	A
USGS	13343590	2017-07-19	20.0	A	19.9	A	20.0	A	103	A	102	A	102	A
USGS	13343590	2017-07-20	19.9	A	19.6	A	19.8	A	103	A	102	A	102	A
USGS	13343590	2017-07-21	20.2	A	19.6	A	20.0	A	104	A	102	A	103	A
USGS	13343590	2017-07-22	20.2	A	19.8	A	19.9	A	103	A	102	A	103	A
USGS	13343590	2017-07-23	20.0	A	19.8	A	19.9	A	103	A	103	A	103	A
USGS	13343590	2017-07-24	20.0	A	19.7	A	19.8	A	103	A	102	A	103	A
USGS	13343590	2017-07-25	19.8	A	19.6	A	19.7	A	103	A	102	A	102	A
USGS	13343590	2017-07-26	20.0	A	19.6	A	19.8	A	105	A	103	A	104	A
USGS	13343590	2017-07-27	20.0	A	19.5	A	19.8	A	105	A	104	A	104	A
USGS	13343590	2017-07-28	19.9	A	19.6	A	19.8	A	104	A	104	A	104	A
USGS	13343590	2017-07-29	20.0	A	19.7	A	19.8	A	104	A	103	A	104	A
USGS	13343590	2017-07-30	20.0	A	19.7	A	19.9	A	104	A	103	A	103	A
USGS	13343590	2017-07-31	20.3	A	19.8	A	20.1	A	104	A	103	A	104	A
USGS	13343590	2017-08-01	20.6	A	20.1	A	20.2	A	104	A	104	A	104	A
USGS	13343590	2017-08-02	20.5	A	20.2	A	20.3	A	105	A	103	A	104	A
USGS	13343590	2017-08-03	20.6	A	20.1	A	20.3	A	105	A	104	A	104	A
USGS	13343590	2017-08-04	20.7	A	20.3	A	20.5	A	105	A	104	A	105	A
USGS	13343590	2017-08-05	20.5	A	20.2	A	20.3	A	105	A	104	A	104	A
USGS	13343590	2017-08-06	20.6	A	20.2	A	20.3	A	104	A	103	A	103	A
USGS	13343590	2017-08-07	21.0	A	20.3	A	20.7	A	104	A	103	A	104	A
USGS	13343590	2017-08-08	20.8	A	20.5	A	20.7	A	104	A	103	A	103	A
USGS	13343590	2017-08-09	21.0	A	20.3	A	20.6	A	103	A	102	A	103	A
USGS	13343590	2017-08-10	20.8	A	20.0	A	20.4	A	103	A	102	A	103	A
USGS	13343590	2017-08-11	20.5	A	19.4	A	20.1	A	104	A	102	A	103	A
USGS	13343590	2017-08-12	20.1	A	19.4	A	19.8	A	104	A	103	A	104	A
USGS	13343590	2017-08-13	19.8	A	19.2	A	19.6	A	104	A	103	A	103	A
USGS	13343590	2017-08-14	19.4	A	18.6	A	19.0	A	103	A	103	A	103	A
USGS	13343590	2017-08-15	19.4	A	18.7	A	19.1	A	104	A	103	A	103	A
USGS	13343590	2017-08-16	19.8	A	18.8	A	19.3	A	103	A	102	A	102	A
USGS	13343590	2017-08-17	19.6	A	18.9	A	19.1	A	102	A	101	A	102	A
USGS	13343590	2017-08-18	19.6	A	18.9	A	19.3	A	102	A	101	A	102	A
USGS	13343590	2017-08-19	19.6	A	18.7	A	19.1	A	102	A	101	A	101	A
USGS	13343590	2017-08-20	19.9	A	19.0	A	19.5	A	101	A	100	A	101	A
USGS	13343590	2017-08-21	20.4	A	19.5	A	20.0	A	102	A	100	A	101	A
USGS	13343590	2017-08-22	20.8	A	20.0	A	20.4	A	103	A	100	A	102	A
USGS	13343590	2017-08-23	20.7	A	19.7	A	20.2	A	102	A	101	A	102	A
USGS	13343590	2017-08-24	19.9	A	19.4	A	19.6	A	102	A	101	A	102	A
USGS	13343590	2017-08-25	19.7	A	18.8	A	19.3	A	102	A	101	A	101	A
USGS	13343590	2017-08-26	19.9	A	19.3	A	19.5	A	102	A	101	A	101	A
USGS	13343590	2017-08-27	20.3	A	19.4	A	19.9	A	102	A	101	A	102	A
USGS	13343590	2017-08-28	20.6	A	19.6	A	20.1	A	103	A	101	A	102	A
USGS	13343590	2017-08-29	20.3	A	19.7	A	20.0	A	102	A	101	A	102	A
USGS	13343590	2017-08-30	19.9	A	19.3	A	19.6	A	103	A	101	A	102	A
USGS	13343590	2017-08-31	19.5	A	18.8	A	19.2	A	102	A	101	A	101	A
USGS	13343590	2017-09-01	20.3	A	19.3	A	19.7	A	102	A	101	A	101	A
USGS	13343590	2017-09-02	20.8	A	19.8	A	20.4	A	106	A	101	A	104	A
USGS	13343590	2017-09-03	20.9	A	20.4	A	20.7	A	106	A	103	A	105	A
USGS	13343590	2017-09-04	20.9	A	20.6	A	20.8	A	105	A	103	A	104	A
USGS	13343590	2017-09-05	21.1	A	20.8	A	20.9	A	105	A	103	A	104	A
USGS	13343590	2017-09-06	21.0	A	20.8	A	20.9	A	105	A	104	A	105	A
USGS	13343590	2017-09-07	20.8	A	20.5	A	20.6	A	104	A	102	A	103	A
USGS	13343590	2017-09-08	20.6	A	20.2	A	20.5	A	102	A	101	A	102	A
USGS	13343590	2017-09-09	20.3	A	19.7	A	20.1	A	102	A	100	A	101	A
USGS	13343590	2017-09-10	20.2	A	19.5	A	19.9	A	100	A	100	A	100	A
USGS	13343590	2017-09-11	20.7	A	20.0	A	20.3	A	102	A	99	A	100	A
