agency_cd	site_no	datetime	213680_00054_32400	213680_00054_32400_cd	216968_00054_00011	216968_00054_00011_cd
5s	15s	20d	14n	10s	14n	10s
USGS	11414080	2013-04-11			1310	A
USGS	11414080	2013-04-12				
USGS	11414080	2013-04-13				
USGS	11414080	2013-04-14				
USGS	11414080	2013-04-15				
USGS	11414080	2013-04-16				
USGS	11414080	2013-04-17				
USGS	11414080	2013-04-18				
USGS	11414080	2013-04-19				
USGS	11414080	2013-04-20				
USGS	11414080	2013-04-21				
USGS	11414080	2013-04-22				
USGS	11414080	2013-04-23				
USGS	11414080	2013-04-24			1430	A
USGS	11414080	2013-04-25				
USGS	11414080	2013-04-26				
USGS	11414080	2013-04-27				
USGS	11414080	2013-04-28				
USGS	11414080	2013-04-29				
USGS	11414080	2013-04-30				
USGS	11414080	2013-05-01				
USGS	11414080	2013-05-02				
USGS	11414080	2013-05-03				
USGS	11414080	2013-05-04				
USGS	11414080	2013-05-05				
USGS	11414080	2013-05-06				
USGS	11414080	2013-05-07				
USGS	11414080	2013-05-08				
USGS	11414080	2013-05-09			1440	A
USGS	11414080	2013-05-10				
USGS	11414080	2013-05-11				
USGS	11414080	2013-05-12				
USGS	11414080	2013-05-13				
USGS	11414080	2013-05-14				
USGS	11414080	2013-05-15			1550	A
USGS	11414080	2013-05-16			1550	A
USGS	11414080	2013-05-17				
USGS	11414080	2013-05-18				
USGS	11414080	2013-05-19			1530	A
USGS	11414080	2013-05-20			1540	A
USGS	11414080	2013-05-21				
USGS	11414080	2013-05-22				
USGS	11414080	2013-05-23			1490	A
USGS	11414080	2013-05-24			1490	A
USGS	11414080	2013-05-25				
USGS	11414080	2013-05-26				
USGS	11414080	2013-05-27				
USGS	11414080	2013-05-28				
USGS	11414080	2013-05-29				
USGS	11414080	2013-05-30				
USGS	11414080	2013-05-31			1480	A
USGS	11414080	2013-06-01				
USGS	11414080	2013-06-02				
USGS	11414080	2013-06-03				
USGS	11414080	2013-06-04				
USGS	11414080	2013-06-05				
USGS	11414080	2013-06-06				
USGS	11414080	2013-06-07				
USGS	11414080	2013-06-08				
USGS	11414080	2013-06-09				
USGS	11414080	2013-06-10				
USGS	11414080	2013-06-11				
USGS	11414080	2013-06-12				
USGS	11414080	2013-06-13				
USGS	11414080	2013-06-14				
USGS	11414080	2013-06-15				
USGS	11414080	2013-06-16			1430	A
USGS	11414080	2013-06-17				
USGS	11414080	2013-06-18				
USGS	11414080	2013-06-19				
USGS	11414080	2013-06-20				
USGS	11414080	2013-06-21				
USGS	11414080	2013-06-22			1420	A
USGS	11414080	2013-06-23				
USGS	11414080	2013-06-24				
USGS	11414080	2013-06-25				
USGS	11414080	2013-06-26				
USGS	11414080	2013-06-27			1440	A
USGS	11414080	2013-06-28				
USGS	11414080	2013-06-29				
USGS	11414080	2013-06-30				
USGS	11414080	2013-07-01				
USGS	11414080	2013-07-02			1430	A
USGS	11414080	2013-07-03				
USGS	11414080	2013-07-04				
USGS	11414080	2013-07-05				
USGS	11414080	2013-07-06				
USGS	11414080	2013-07-07				
USGS	11414080	2013-07-08				
USGS	11414080	2013-07-09				
USGS	11414080	2013-07-10				
USGS	11414080	2013-07-11				
USGS	11414080	2013-07-12				
USGS	11414080	2013-07-13			1280	A
USGS	11414080	2013-07-14				
USGS	11414080	2013-07-15				
USGS	11414080	2013-07-16				
USGS	11414080	2013-07-17			1380	A
USGS	11414080	2013-07-18				
USGS	11414080	2013-07-19				
USGS	11414080	2013-07-20				
USGS	11414080	2013-07-21				
