agency_cd	site_no	datetime	149696_62614_00003	149696_62614_00003_cd	149697_00010_00001	149697_00010_00001_cd	149698_00010_00002	149698_00010_00002_cd	149699_00010_00003	149699_00010_00003_cd
USGS	12439000	2015-12-02	910.18	A	4.4	A	3.7	A	4.1	A
USGS	12439000	2015-12-03	910.22	A	4.3	A	3.5	A	4.0	A
USGS	12439000	2015-12-04	910.26	A	4.5	A	3.9	A	4.2	A
USGS	12439000	2015-12-05	910.24	A	4.6	A	4.1	A	4.3	A
USGS	12439000	2015-12-06	910.28	A	4.6	A	4.2	A	4.4	A
USGS	12439000	2015-12-07	910.29	A	4.7	A	4.4	A	4.6	A
USGS	12439000	2015-12-08	910.27	A	4.5	A	4.3	A	4.4	A
USGS	12439000	2015-12-09	910.27	A	4.7	A	4.3	A	4.5	A
USGS	12439000	2015-12-10	910.25	A	4.5	A	4.3	A	4.4	A
USGS	12439000	2015-12-11	910.23	A	4.7	A	4.3	A	4.5	A
USGS	12439000	2015-12-12	910.21	A	4.4	A	3.9	A	4.2	A
USGS	12439000	2015-12-13	910.19	A	4.9	A	4.1	A	4.4	A
USGS	12439000	2015-12-14	910.14	A	4.4	A	3.3	A	3.9	A
USGS	12439000	2015-12-15	910.09	A	4.4	A	3.3	A	3.9	A
USGS	12439000	2015-12-16	910.12	A	3.8	A	3.0	A	3.6	A
USGS	12439000	2015-12-17	910.12	A	3.9	A	3.2	A	3.5	A
USGS	12439000	2015-12-18	910.15	A	3.8	A	3.1	A	3.4	A
USGS	12439000	2015-12-19	910.19	A	4.1	A	3.3	A	3.6	A
USGS	12439000	2015-12-20	910.22	A	4.0	A	2.7	A	3.4	A
USGS	12439000	2015-12-21	910.26	A	3.8	A	1.9	A	2.8	A
USGS	12439000	2015-12-22	910.26	A	3.7	A	2.7	A	3.2	A
USGS	12439000	2015-12-23	910.26	A	4.3	A	3.1	A	3.5	A
USGS	12439000	2015-12-24	910.26	A	4.4	A	3.2	A	3.6	A
USGS	12439000	2015-12-25	910.26	A	3.8	A	2.4	A	3.0	A
USGS	12439000	2015-12-26	910.24	A	3.0	A	2.1	A	2.6	A
USGS	12439000	2015-12-27	910.23	A	2.7	A	2.2	A	2.5	A
USGS	12439000	2015-12-28	910.25	A	3.0	A	2.2	A	2.5	A
USGS	12439000	2015-12-29	910.23	A	3.1	A	2.0	A	2.5	A
USGS	12439000	2015-12-30	910.22	A	2.6	A	1.1	A	1.6	A
USGS	12439000	2015-12-31	910.19	A	2.7	A	2.0	A	2.4	A
USGS	12439000	2016-01-01	910.18	A	3.2	A	2.1	A	2.5	A
USGS	12439000	2016-01-02	910.17	A	3.2	A	2.0	A	2.4	A
USGS	12439000	2016-01-03	910.16	A	2.9	A	1.9	A	2.2	A
USGS	12439000	2016-01-04	910.17	A	2.0	A	1.7	A	1.8	A
USGS	12439000	2016-01-05	910.18	A	1.7	A	1.5	A	1.7	A
USGS	12439000	2016-01-06	910.19	A	3.0	A	1.6	A	2.0	A
USGS	12439000	2016-01-07	910.19	A	2.8	A	1.7	A	2.1	A
USGS	12439000	2016-01-08	910.18	A	3.4	A	1.8	A	2.4	A
USGS	12439000	2016-01-09	910.18	A	2.9	A	2.2	A	2.4	A
USGS	12439000	2016-01-10	910.17	A	2.9	A	2.1	A	2.4	A
USGS	12439000	2016-01-11	910.17	A	3.5	A	2.1	A	2.6	A
USGS	12439000	2016-01-12	910.16	A	3.3	A	2.3	A	2.7	A
USGS	12439000	2016-01-13	910.17	A	3.0	A	2.3	A	2.5	A
USGS	12439000	2016-01-14	910.17	A	3.4	A	2.2	A	2.6	A
USGS	12439000	2016-01-15	910.15	A	3.8	A	2.4	A	2.8	A
USGS	12439000	2016-01-16	910.14	A	2.6	A	2.4	A	2.5	A
USGS	12439000	2016-01-17	910.14	A	2.6	A	2.3	A	2.4	A
USGS	12439000	2016-01-18	910.13	A	3.8	A	2.2	A	2.8	A
USGS	12439000	2016-01-19	910.13	A	3.7	A	2.5	A	2.9	A
USGS	12439000	2016-01-20	910.14	A	4.2	A	2.6	A	3.1	A
USGS	12439000	2016-01-21	910.19	A	4.3	A	2.6	A	3.1	A
USGS	12439000	2016-01-22	910.23	A	4.1	A	2.7	A	3.2	A
USGS	12439000	2016-01-23	910.25	A	3.3	A	2.8	A	3.0	A
USGS	12439000	2016-01-24	910.27	A	3.9	A	2.7	A	3.2	A
USGS	12439000	2016-01-25	910.26	A	4.4	A	2.9	A	3.5	A
USGS	12439000	2016-01-26	910.24	A	3.9	A	3.1	A	3.3	A
USGS	12439000	2016-01-27	910.22	A	3.7	A	3.1	A	3.3	A
USGS	12439000	2016-01-28	910.20	A	3.9	A	3.1	A	3.3	A
USGS	12439000	2016-01-29	910.20	A	4.2	A	3.1	A	3.5	A
USGS	12439000	2016-01-30	910.20	A	4.9	A	3.2	A	3.8	A
USGS	12439000	2016-01-31	910.20	A	4.8	A	3.4	A	3.9	A
USGS	12439000	2016-02-01	910.20	A	5.1	A	3.5	A	4.0	A
USGS	12439000	2016-02-02	910.19	A	5.3	A	3.5	A	4.2	A
USGS	12439000	2016-02-03	910.18	A	4.8	A	3.7	A	4.1	A
USGS	12439000	2016-02-04	910.18	A	4.1	A	3.6	A	3.8	A
USGS	12439000	2016-02-05	910.17	A	4.3	A	3.3	A	3.7	A
USGS	12439000	2016-02-06	910.16	A	4.8	A	3.2	A	3.9	A
USGS	12439000	2016-02-07	910.15	A	5.1	A	3.4	A	4.0	A
USGS	12439000	2016-02-08	910.14	A	5.4	A	3.7	A	4.3	A
USGS	12439000	2016-02-09	910.13	A	5.5	A	3.9	A	4.4	A
USGS	12439000	2016-02-10	910.11	A	5.3	A	3.9	A	4.4	A
USGS	12439000	2016-02-11	910.10	A	5.5	A	3.8	A	4.5	A
USGS	12439000	2016-02-12	910.09	A	4.7	A	3.8	A	4.2	A
USGS	12439000	2016-02-13	910.08	A	4.8	A	3.4	A	4.2	A
USGS	12439000	2016-02-14	910.08	A	5.0	A	3.7	A	4.1	A
USGS	12439000	2016-02-15	910.09	A	5.8	A	3.5	A	4.4	A
USGS	12439000	2016-02-16	910.08	A	5.9	A	4.3	A	4.9	A
USGS	12439000	2016-02-17	910.07	A	6.0	A	4.8	A	5.3	A
USGS	12439000	2016-02-18	910.10	A	6.3	A	4.9	A	5.3	A
USGS	12439000	2016-02-19	910.11	A	6.0	A	4.9	A	5.3	A
USGS	12439000	2016-02-20	910.10	A	6.9	A	5.0	A	5.7	A
USGS	12439000	2016-02-21	910.07	A	6.0	A	4.9	A	5.4	A
USGS	12439000	2016-02-22	910.06	A	6.7	A	5.0	A	5.4	A
USGS	12439000	2016-02-23	910.06	A	6.8	A	5.2	A	5.6	A
USGS	12439000	2016-02-24	910.06	A	6.8	A	5.3	A	5.9	A
USGS	12439000	2016-02-25	910.05	A	7.1	A	5.4	A	6.0	A
USGS	12439000	2016-02-26	910.05	A	7.6	A	5.5	A	6.3	A
USGS	12439000	2016-02-27	910.05	A	8.0	A	6.1	A	6.9	A
USGS	12439000	2016-02-28	910.05	A	7.0	A	5.7	A	6.2	A
USGS	12439000	2016-02-29	910.06	A	8.0	A	5.8	A	6.4	A
USGS	12439000	2016-03-01	910.08	A	6.9	A	5.7	A	6.0	A
USGS	12439000	2016-03-02	910.10	A	7.8	A	5.7	A	6.4	A
USGS	12439000	2016-03-03	910.08	A	7.4	A	5.9	A	6.6	A
USGS	12439000	2016-03-04	910.07	A	7.8	A	6.0	A	6.7	A
USGS	12439000	2016-03-05	910.07	A	8.2	A	6.2	A	7.0	A
USGS	12439000	2016-03-06	910.12	A	8.6	A	6.6	A	7.4	A
USGS	12439000	2016-03-07	910.14	A	7.9	A	6.6	A	7.3	A
USGS	12439000	2016-03-08	910.09	A	8.6	A	6.9	A	7.5	A
USGS	12439000	2016-03-09	910.09	A	7.2	A	6.6	A	6.8	A
USGS	12439000	2016-03-10	910.17	A	8.1	A	6.6	A	7.3	A
USGS	12439000	2016-03-11	910.21	A	8.3	A	6.7	A	7.4	A
USGS	12439000	2016-03-12	910.24	A	8.0	A	7.0	A	7.5	A
USGS	12439000	2016-03-13	910.26	A	7.4	A	6.8	A	7.1	A
USGS	12439000	2016-03-14	910.30	A	8.5	A	6.4	A	7.3	A
USGS	12439000	2016-03-15	910.31	A	9.1	A	7.1	A	7.8	A
USGS	12439000	2016-03-16	910.32	A	9.8	A	7.1	A	8.3	A
USGS	12439000	2016-03-17	910.32	A	9.0	A	6.6	A	7.8	A
USGS	12439000	2016-03-18	910.31	A	9.6	A	7.4	A	8.2	A
USGS	12439000	2016-03-19	910.30	A	8.7	A	7.3	A	8.0	A
USGS	12439000	2016-03-20	910.31	A	8.8	A	7.6	A	8.1	A
USGS	12439000	2016-03-21	910.31	A	9.5	A	7.7	A	8.3	A
USGS	12439000	2016-03-22	910.32	A	10.5	A	7.8	A	8.8	A
USGS	12439000	2016-03-23	910.31	A	9.6	A	7.9	A	8.5	A
USGS	12439000	2016-03-24	910.32	A	10.2	A	8.1	A	9.0	A
USGS	12439000	2016-03-25	910.32	A	10.6	A	7.9	A	9.1	A
USGS	12439000	2016-03-26	910.31	A	10.2	A	8.2	A	9.0	A
USGS	12439000	2016-03-27	910.30	A	9.8	A	8.4	A	9.0	A
USGS	12439000	2016-03-28	910.31	A	10.2	A	8.4	A	9.0	A
USGS	12439000	2016-03-29	910.30	A	10.9	A	8.1	A	9.4	A
USGS	12439000	2016-03-30	910.29	A	11.9	A	8.6	A	10.1	A
USGS	12439000	2016-03-31	910.31	A	12.6	A	9.4	A	10.9	A
USGS	12439000	2016-04-01	910.30	A	13.0	A	9.9	A	11.0	A
USGS	12439000	2016-04-02	910.33	A	13.0	A	10.6	A	11.5	A
USGS	12439000	2016-04-03	910.38	A	14.2	A	10.3	A	11.9	A
USGS	12439000	2016-04-04	910.43	A	10.8	A	9.6	A	10.2	A
USGS	12439000	2016-04-05	910.49	A	11.1	A	9.3	A	10.3	A
USGS	12439000	2016-04-06	910.52	A	12.0	A	10.0	A	10.7	A
USGS	12439000	2016-04-07	910.55	A	13.5	A	10.0	A	11.9	A
USGS	12439000	2016-04-08	910.57	A	15.5	A	11.7	A	13.3	A
USGS	12439000	2016-04-09	910.58	A	14.4	A	12.1	A	13.2	A
USGS	12439000	2016-04-10	910.57	A	15.7	A	11.5	A	13.1	A
USGS	12439000	2016-04-11	910.58	A	14.4	A	12.5	A	13.5	A
USGS	12439000	2016-04-12	910.58	A	15.9	A	12.1	A	14.1	A
USGS	12439000	2016-04-13	910.58	A	14.4	A	11.3	A	12.6	A
USGS	12439000	2016-04-14	910.58	A	12.4	A	11.0	A	11.7	A
USGS	12439000	2016-04-15	910.58	A	13.9	A	10.8	A	12.0	A
USGS	12439000	2016-04-16	910.61	A	14.0	A	11.3	A	12.5	A
USGS	12439000	2016-04-17	910.69	A	15.5	A	11.9	A	13.0	A
USGS	12439000	2016-04-18	910.79	A	15.0	A	12.0	A	13.1	A
USGS	12439000	2016-04-19	910.97	A	15.8	A	12.6	A	13.9	A
USGS	12439000	2016-04-20	911.10	A	19.4	A	13.7	A	15.8	A
USGS	12439000	2016-04-21	911.28	A	16.8	A	13.5	A	15.3	A
USGS	12439000	2016-04-22	911.60	A	17.5	A	14.3	A	15.7	A
USGS	12439000	2016-04-23	912.03	A	18.0	A	15.2	A	16.5	A
USGS	12439000	2016-04-24	912.46	A	17.3	A	16.1	A	16.6	A
USGS	12439000	2016-04-25	912.73	A	16.7	A	15.3	A	16.0	A
USGS	12439000	2016-04-26	912.75	A	17.4	A	15.0	A	15.9	A
USGS	12439000	2016-04-27	912.73	A	18.8	A	14.7	A	16.1	A
USGS	12439000	2016-04-28	912.66	A	16.9	A	14.7	A	15.7	A
USGS	12439000	2016-04-29	912.60	A	16.6	A	15.2	A	15.9	A
USGS	12439000	2016-04-30	912.54	A	17.0	A	15.3	A	16.2	A
USGS	12439000	2016-05-01	912.46	A	18.2	A	15.4	A	16.7	A
USGS	12439000	2016-05-02	912.40	A	17.3	A	15.5	A	16.3	A
USGS	12439000	2016-05-03	912.36	A	17.9	A	15.2	A	16.2	A
USGS	12439000	2016-05-04	912.35	A	19.1	A	16.0	A	17.1	A
USGS	12439000	2016-05-05	912.41	A	17.1	A	16.6	A	16.8	A
USGS	12439000	2016-05-06	912.46	A	18.4	A	16.3	A	17.3	A
USGS	12439000	2016-05-07	912.48	A	19.0	A	16.7	A	17.5	A
USGS	12439000	2016-05-08	912.51	A	17.3	A	16.1	A	16.8	A
USGS	12439000	2016-05-09	912.49	A	17.3	A	15.4	A	16.2	A
USGS	12439000	2016-05-10	912.42	A	19.0	A	15.6	A	17.1	A
USGS	12439000	2016-05-11	912.36	A	17.5	A	15.1	A	16.1	A
USGS	12439000	2016-05-12	912.31	A	17.6	A	14.9	A	16.2	A
USGS	12439000	2016-05-13	912.25	A	18.5	A	16.0	A	17.1	A
USGS	12439000	2016-05-14	912.18	A	18.3	A	17.0	A	17.6	A
USGS	12439000	2016-05-15	912.09	A	17.9	A	15.9	A	16.9	A
USGS	12439000	2016-05-16	912.03	A	18.7	A	15.6	A	16.6	A
USGS	12439000	2016-05-17	912.01	A	18.7	A	16.5	A	17.8	A
USGS	12439000	2016-05-18	911.97	A	19.3	A	17.9	A	18.4	A
USGS	12439000	2016-05-19	912.00	A	18.7	A	17.5	A	18.1	A
USGS	12439000	2016-05-20	912.04	A	19.0	A	17.4	A	18.2	A
USGS	12439000	2016-05-21	912.05	A	19.3	A	17.7	A	18.4	A
USGS	12439000	2016-05-22	912.04	A	19.6	A	17.8	A	18.4	A
USGS	12439000	2016-05-23	912.01	A	18.6	A	17.6	A	18.0	A
USGS	12439000	2016-05-24	911.96	A	20.2	A	17.3	A	18.6	A
USGS	12439000	2016-05-25	911.91	A	20.8	A	17.5	A	19.0	A
USGS	12439000	2016-05-26	911.87	A	20.7	A	18.8	A	19.6	A
USGS	12439000	2016-05-27	911.83	A	20.3	A	18.8	A	19.4	A
USGS	12439000	2016-05-28	911.80	A	20.2	A	17.7	A	18.9	A
USGS	12439000	2016-05-29	911.85	A	19.4	A	17.5	A	18.3	A
USGS	12439000	2016-05-30	911.85	A	21.2	A	17.3	A	19.1	A
USGS	12439000	2016-05-31	911.84	A	21.3	A	18.8	A	19.7	A
USGS	12439000	2016-06-01	911.80	A	20.9	A	18.7	A	19.6	A
USGS	12439000	2016-06-02	911.78	A	22.0	A	19.7	A	20.8	A
USGS	12439000	2016-06-03	911.77	A	21.6	A	20.0	A	20.6	A
USGS	12439000	2016-06-04	911.80	A	24.0	A	19.6	A	21.0	A
USGS	12439000	2016-06-05	911.83	A	25.8	A	21.1	A	22.9	A
USGS	12439000	2016-06-06	911.85	A	27.0	A	22.4	A	24.5	A
USGS	12439000	2016-06-07	911.83	A	25.8	A	23.8	A	24.7	A
USGS	12439000	2016-06-08	911.83	A	24.0	A	20.7	A	22.7	A
USGS	12439000	2016-06-09	911.84	A	24.2	A	20.2	A	22.2	A
USGS	12439000	2016-06-10	911.88	A	21.7	A	18.4	A	20.2	A
USGS	12439000	2016-06-11	911.93	A	21.4	A	19.9	A	20.5	A
USGS	12439000	2016-06-12	911.92	A	21.8	A	19.8	A	20.8	A
USGS	12439000	2016-06-13	911.87	A	22.4	A	20.4	A	21.1	A
USGS	12439000	2016-06-14	911.86	A	20.9	A	19.5	A	20.1	A
USGS	12439000	2016-06-15	911.83	A	21.8	A	18.9	A	20.2	A
USGS	12439000	2016-06-16	911.81	A	22.2	A	19.4	A	20.4	A
USGS	12439000	2016-06-17	911.78	A	21.1	A	19.1	A	20.1	A
USGS	12439000	2016-06-18	911.82	A	20.0	A	19.2	A	19.6	A
USGS	12439000	2016-06-19	911.89	A	22.6	A	18.7	A	20.2	A
USGS	12439000	2016-06-20	911.95	A	21.9	A	20.2	A	20.8	A
USGS	12439000	2016-06-21	911.93	A	23.1	A	20.1	A	21.4	A
USGS	12439000	2016-06-22	911.91	A	23.6	A	20.7	A	21.8	A
USGS	12439000	2016-06-23	911.91	A	22.3	A	20.5	A	21.3	A
USGS	12439000	2016-06-24	911.90	A	21.6	A	20.7	A	21.1	A
USGS	12439000	2016-06-25	911.91	A	22.8	A	20.3	A	21.3	A
USGS	12439000	2016-06-26	911.92	A	24.0	A	20.4	A	22.0	A
USGS	12439000	2016-06-27	911.90	A	25.9	A	21.6	A	23.3	A
USGS	12439000	2016-06-28	911.87	A	26.0	A	23.3	A	24.2	A
USGS	12439000	2016-06-29	911.89	A	26.2	A	23.0	A	24.4	A
USGS	12439000	2016-06-30	911.90	A	26.1	A	23.5	A	24.7	A
USGS	12439000	2016-07-01	911.88	A	25.1	A	23.7	A	24.4	A
USGS	12439000	2016-07-02	911.87	A	25.5	A	23.5	A	24.4	A
USGS	12439000	2016-07-03	911.88	A	25.0	A	23.4	A	24.3	A
USGS	12439000	2016-07-04	911.85	A	23.8	A	22.5	A	23.2	A
USGS	12439000	2016-07-05	911.85	A	22.9	A	21.8	A	22.4	A
USGS	12439000	2016-07-06	911.87	A	23.8	A	21.3	A	22.5	A
USGS	12439000	2016-07-07	911.88	A	22.6	A	21.5	A	22.1	A
USGS	12439000	2016-07-08	911.89	A	22.1	A	21.0	A	21.5	A
USGS	12439000	2016-07-09	911.97	A	22.8	A	20.8	A	21.8	A
USGS	12439000	2016-07-10	911.97	A	23.4	A	21.5	A	22.4	A
USGS	12439000	2016-07-11	911.95	A	23.7	A	21.8	A	22.7	A
USGS	12439000	2016-07-12	911.92	A	23.5	A	22.0	A	22.8	A
USGS	12439000	2016-07-13	911.89	A	24.0	A	21.6	A	22.7	A
USGS	12439000	2016-07-14	911.86	A	24.5	A	22.5	A	23.3	A
USGS	12439000	2016-07-15	911.82	A	22.7	A	21.7	A	22.2	A
USGS	12439000	2016-07-16	911.81	A	23.7	A	21.6	A	22.5	A
USGS	12439000	2016-07-17	911.84	A	23.8	A	22.2	A	22.8	A
USGS	12439000	2016-07-18	911.85	A	23.6	A	22.1	A	22.7	A
USGS	12439000	2016-07-19	911.83	A	22.7	A	21.5	A	22.1	A
USGS	12439000	2016-07-20	911.81	A	24.0	A	21.4	A	22.5	A
USGS	12439000	2016-07-21	911.79	A	25.2	A	22.4	A	23.8	A
USGS	12439000	2016-07-22	911.80	A	24.9	A	23.3	A	24.0	A
USGS	12439000	2016-07-23	911.79	A	25.7	A	23.2	A	24.4	A
USGS	12439000	2016-07-24	911.79	A	25.9	A	23.7	A	24.5	A
USGS	12439000	2016-07-25	911.78	A	26.5	A	23.3	A	24.6	A
USGS	12439000	2016-07-26	911.77	A	25.3	A	24.2	A	24.7	A
USGS	12439000	2016-07-27	911.79	A	26.4	A	24.0	A	25.2	A
USGS	12439000	2016-07-28	911.81	A	27.6	A	25.3	A	26.4	A
USGS	12439000	2016-07-29	911.81	A	27.7	A	26.2	A	26.8	A
USGS	12439000	2016-07-30	911.81	A	28.9	A	26.3	A	27.2	A
USGS	12439000	2016-07-31	911.80	A	26.8	A	24.8	A	25.8	A
USGS	12439000	2016-08-01	911.76	A	26.6	A	24.1	A	25.1	A
USGS	12439000	2016-08-02	911.76	A	25.8	A	23.8	A	24.6	A
USGS	12439000	2016-08-03	911.78	A	24.8	A	23.1	A	24.0	A
USGS	12439000	2016-08-04	911.77	A	24.4	A	23.3	A	23.8	A
USGS	12439000	2016-08-05	911.69	A	24.7	A	23.0	A	23.8	A
USGS	12439000	2016-08-06	911.64	A	25.5	A	22.7	A	23.8	A
USGS	12439000	2016-08-07	911.62	A	24.4	A	23.1	A	23.7	A
USGS	12439000	2016-08-08	911.60	A	24.0	A	22.6	A	23.4	A
USGS	12439000	2016-08-09	911.61	A	24.3	A	22.5	A	23.4	A
USGS	12439000	2016-08-10	911.63	A	24.9	A	22.7	A	23.3	A
USGS	12439000	2016-08-11	911.66	A	25.7	A	22.9	A	24.3	A
USGS	12439000	2016-08-12	911.66	A	25.5	A	23.9	A	24.8	A
USGS	12439000	2016-08-13	911.66	A	25.7	A	24.4	A	24.9	A
USGS	12439000	2016-08-14	911.67	A	26.3	A	23.7	A	25.0	A
USGS	12439000	2016-08-15	911.67	A	27.9	A	24.6	A	26.1	A
USGS	12439000	2016-08-16	911.66	A	27.1	A	25.4	A	26.4	A
USGS	12439000	2016-08-17	911.67	A	27.3	A	25.7	A	26.6	A
USGS	12439000	2016-08-18	911.64	A	25.8	A	24.7	A	25.2	A
USGS	12439000	2016-08-19	911.59	A	26.3	A	24.0	A	25.1	A
USGS	12439000	2016-08-20	911.58	A	26.0	A	23.7	A	24.6	A
USGS	12439000	2016-08-21	911.58	A	24.7	A	23.3	A	24.2	A
USGS	12439000	2016-08-22	911.56	A	25.0	A	22.4	A	23.7	A
USGS	12439000	2016-08-23	911.55	A	24.8	A	22.9	A	23.8	A
USGS	12439000	2016-08-24	911.53	A	25.1	A	22.9	A	23.8	A
USGS	12439000	2016-08-25	911.52	A	25.4	A	23.1	A	24.1	A
USGS	12439000	2016-08-26	911.51	A	25.5	A	23.5	A	24.4	A
USGS	12439000	2016-08-27	911.51	A	24.3	A	22.8	A	23.7	A
USGS	12439000	2016-08-28	911.51	A	24.0	A	22.3	A	23.1	A
USGS	12439000	2016-08-29	911.51	A	24.6	A	22.6	A	23.3	A
USGS	12439000	2016-08-30	911.54	A	23.9	A	22.4	A	23.2	A
USGS	12439000	2016-08-31	911.55	A	23.5	A	22.6	A	23.1	A
USGS	12439000	2016-09-01	911.62	A	23.1	A	21.9	A	22.6	A
USGS	12439000	2016-09-02	911.69	A	22.8	A	21.4	A	22.1	A
USGS	12439000	2016-09-03	911.77	A	23.3	A	21.0	A	22.0	A
USGS	12439000	2016-09-04	911.75	A	22.0	A	20.9	A	21.5	A
USGS	12439000	2016-09-05	911.76	A	22.6	A	20.4	A	21.5	A
USGS	12439000	2016-09-06	911.82	A	22.0	A	20.9	A	21.5	A
USGS	12439000	2016-09-07	911.79	A	21.7	A	20.8	A	21.3	A
USGS	12439000	2016-09-08	911.80	A	21.8	A	20.2	A	20.8	A
USGS	12439000	2016-09-09	911.81	A	21.2	A	19.7	A	20.4	A
USGS	12439000	2016-09-10	911.84	A	21.9	A	19.8	A	20.5	A
USGS	12439000	2016-09-11	911.85	A	20.8	A	19.5	A	20.0	A
USGS	12439000	2016-09-12	911.81	A	20.8	A	18.7	A	19.7	A
USGS	12439000	2016-09-13	911.78	A	21.2	A	19.0	A	20.1	A
USGS	12439000	2016-09-14	911.74	A	21.8	A	19.6	A	20.6	A
USGS	12439000	2016-09-15	911.75	A	21.2	A	19.9	A	20.5	A
USGS	12439000	2016-09-16	911.74	A	20.7	A	19.7	A	20.2	A
USGS	12439000	2016-09-17	911.74	A	20.0	A	19.4	A	19.7	A
USGS	12439000	2016-09-18	911.74	A	20.5	A	18.7	A	19.5	A
USGS	12439000	2016-09-19	911.74	A	20.0	A	18.5	A	19.0	A
USGS	12439000	2016-09-20	911.74	A	20.1	A	17.9	A	19.0	A
USGS	12439000	2016-09-21	911.71	A	19.1	A	18.3	A	18.8	A
USGS	12439000	2016-09-22	911.67	A	19.7	A	17.9	A	18.8	A
USGS	12439000	2016-09-23	911.65	A	19.1	A	18.1	A	18.6	A
USGS	12439000	2016-09-24	911.63	A	19.8	A	17.5	A	18.5	A
USGS	12439000	2016-09-25	911.62	A	20.0	A	18.3	A	18.9	A
USGS	12439000	2016-09-26	911.60	A	19.9	A	18.3	A	18.8	A
USGS	12439000	2016-09-27	911.59	A	18.6	A	17.5	A	18.3	A
USGS	12439000	2016-09-28	911.54	A	18.2	A	16.8	A	17.5	A
USGS	12439000	2016-09-29	911.50	A	18.9	A	17.2	A	17.9	A
USGS	12439000	2016-09-30	911.47	A	18.7	A	17.5	A	18.0	A
USGS	12439000	2016-10-01	911.43	A	18.1	A	17.1	A	17.6	A
USGS	12439000	2016-10-02	911.41	A	18.5	A	16.5	A	17.5	A
USGS	12439000	2016-10-03	911.39	A	18.2	A	16.8	A	17.5	A
USGS	12439000	2016-10-04	911.35	A	17.6	A	16.8	A	17.2	A
USGS	12439000	2016-10-05	911.31	A	17.7	A	16.5	A	16.9	A
USGS	12439000	2016-10-06	911.28	A	17.0	A	16.2	A	16.6	A
USGS	12439000	2016-10-07	911.25	A	17.0	A	16.1	A	16.4	A
USGS	12439000	2016-10-08	911.23	A	16.4	A	15.9	A	16.1	A
USGS	12439000	2016-10-09	911.24	A	16.0	A	14.7	A	15.4	A
USGS	12439000	2016-10-10	911.21	A	14.7	A	13.5	A	14.0	A
USGS	12439000	2016-10-11	911.14	A	15.1	A	13.4	A	14.4	A
USGS	12439000	2016-10-12	911.07	A	15.4	A	13.6	A	14.3	A
USGS	12439000	2016-10-13	911.01	A	14.2	A	13.8	A	14.0	A
USGS	12439000	2016-10-14	911.02	A	14.2	A	13.4	A	13.8	A
USGS	12439000	2016-10-15	910.98	A	14.2	A	13.2	A	13.7	A
USGS	12439000	2016-10-16	910.97	A	14.1	A	13.4	A	13.7	A
USGS	12439000	2016-10-17	910.97	A	14.4	A	13.3	A	13.8	A
USGS	12439000	2016-10-18	910.92	A	14.2	A	13.5	A	13.8	A
USGS	12439000	2016-10-19	910.85	A	14.1	A	13.0	A	13.4	A
USGS	12439000	2016-10-20	910.81	A	13.7	A	13.2	A	13.4	A
USGS	12439000	2016-10-21	910.78	A	14.0	A	12.9	A	13.4	A
USGS	12439000	2016-10-22	910.72	A	14.0	A	13.0	A	13.4	A
USGS	12439000	2016-10-23	910.68	A	14.1	A	12.6	A	13.3	A
USGS	12439000	2016-10-24	910.64	A	13.9	A	12.6	A	13.3	A
USGS	12439000	2016-10-25	910.60	A	14.1	A	13.0	A	13.4	A
USGS	12439000	2016-10-26	910.56	A	13.2	A	12.8	A	13.0	A
USGS	12439000	2016-10-27	910.54	A	13.4	A	12.7	A	13.1	A
USGS	12439000	2016-10-28	910.49	A	13.4	A	12.6	A	13.0	A
USGS	12439000	2016-10-29	910.44	A	12.9	A	12.0	A	12.5	A
USGS	12439000	2016-10-30	910.39	A	13.3	A	12.1	A	12.6	A
USGS	12439000	2016-10-31	910.35	A	13.4	A	12.3	A	12.7	A
USGS	12439000	2016-11-01	910.30	A	13.1	A	12.2	A	12.6	A
USGS	12439000	2016-11-02	910.25	A	12.6	A	12.1	A	12.3	A
USGS	12439000	2016-11-03	910.21	A	12.7	A	11.8	A	12.1	A
USGS	12439000	2016-11-04	910.19	A	12.6	A	11.3	A	11.9	A
USGS	12439000	2016-11-05	910.15	A	12.3	A	11.6	A	11.9	A
USGS	12439000	2016-11-06	910.14	A	12.5	A	11.8	A	12.0	A
USGS	12439000	2016-11-07	910.11	A	12.4	A	11.7	A	12.0	A
USGS	12439000	2016-11-08	910.08	A	12.2	A	11.3	A	11.7	A
USGS	12439000	2016-11-09	910.06	A	12.0	A	11.2	A	11.6	A
USGS	12439000	2016-11-10	910.04	A	12.1	A	11.1	A	11.5	A
USGS	12439000	2016-11-11	910.01	A	12.2	A	11.4	A	11.7	A
USGS	12439000	2016-11-12	909.98	A	11.9	A	11.4	A	11.6	A
USGS	12439000	2016-11-13	909.95	A	11.7	A	10.9	A	11.2	A
USGS	12439000	2016-11-14	909.93	A	12.0	A	10.8	A	11.3	A
USGS	12439000	2016-11-15	909.94	A	11.0	A	10.5	A	10.8	A
USGS	12439000	2016-11-16	909.93	A	11.2	A	10.3	A	10.7	A
USGS	12439000	2016-11-17	909.91	A	10.4	A	9.5	A	10.0	A
USGS	12439000	2016-11-18	909.88	A	10.4	A	9.9	A	10.1	A
USGS	12439000	2016-11-19	909.85	A	10.2	A	9.5	A	9.8	A
USGS	12439000	2016-11-20	909.84	A	10.0	A	9.5	A	9.8	A
USGS	12439000	2016-11-21	909.83	A	10.4	A	9.6	A	9.9	A
