,datetime,price
0,2011-01,0.10391156052548399
1,2011-02,0.10267630078184496
2,2011-03,0.10153498152738825
3,2011-04,0.10221386985882751
4,2011-05,0.10681229161951088
5,2011-06,0.11606777948601903
6,2011-07,0.12242799761695695
7,2011-08,0.12079502337314967
8,2011-09,0.11947415389531942
9,2011-10,0.1127857065895332
10,2011-11,0.10671615672694713
11,2011-12,0.10292164731406668
12,2012-01,0.1067806451797306
13,2012-02,0.10466476151479988
14,2012-03,0.1045891090591195
15,2012-04,0.10501414838591883
16,2012-05,0.10920266176616707
17,2012-06,0.12245887502746541
18,2012-07,0.1199271119895625
19,2012-08,0.128035542056625
20,2012-09,0.13035357862263586
21,2012-10,0.11442984130303085
22,2012-11,0.10952433381923043
23,2012-12,0.10668657889188238
24,2013-01,0.10921562545659137
25,2013-02,0.10876371765710968
26,2013-03,0.10825900468187447
27,2013-04,0.10931883692060267
28,2013-05,0.11624590523118762
29,2013-06,0.1314808649109043
30,2013-07,0.132384013088125
31,2013-08,0.1312980569229527
32,2013-09,0.13173629613756557
33,2013-10,0.12288314247880444
34,2013-11,0.1165329690885595
35,2013-12,0.11104155347540971
36,2014-01,0.11447365465641918
37,2014-02,0.11312083203768618
38,2014-03,0.11285291604917508
39,2014-04,0.10247349972652942
40,2014-05,0.12101718954803513
41,2014-06,0.13251966462314002
42,2014-07,0.1416401048257599
43,2014-08,0.14270085055636814
44,2014-09,0.14456864162331623
45,2014-10,0.12981848183078268
46,2014-11,0.12417888544442389
47,2014-12,0.11848359149345268
48,2015-01,0.11889733420950536
49,2015-02,0.11800402866292582
50,2015-03,0.11798394106771237
51,2015-04,0.10854847978682876
52,2015-05,0.12302974935867542
53,2015-06,0.13384987323450373
54,2015-07,0.14375800570059144
55,2015-08,0.1422125053299478
56,2015-09,0.14585986810872129
57,2015-10,0.13288745938733135
58,2015-11,0.1251721992422351
59,2015-12,0.12038564228204944
60,2016-01,0.12110719388003617
61,2016-02,0.12077774108044384
62,2016-03,0.12039289307718344
63,2016-04,0.11019773537419306
64,2016-05,0.12510980846897402
65,2016-06,0.13593834708569635
66,2016-07,0.1416109270362666
67,2016-08,0.14456755603017232
68,2016-09,0.1411363628716447
69,2016-10,0.1219780420536515
70,2016-11,0.12627290046307413
71,2016-12,0.12251332526948139
72,2017-01,0.12248733233876259
73,2017-02,0.12417407953779798
74,2017-03,0.12600221101252718
75,2017-04,0.11214306772370813
76,2017-05,0.1285014033103605
77,2017-06,0.14374203773701089
78,2017-07,0.1441803983537579
79,2017-08,0.14711661750587166
80,2017-09,0.148938564814065
81,2017-10,0.1338310589855567
82,2017-11,0.1304370182007159
83,2017-12,0.1244682718512605
84,2018-01,0.12717845250648024
85,2018-02,0.12605320046718646
86,2018-03,0.12881048967090494
87,2018-04,0.12094468753773246
88,2018-05,0.13216191735178107
89,2018-06,0.14487675967949087
90,2018-07,0.15090797954901874
91,2018-08,0.15678062767504466
92,2018-09,0.14321560265378291
93,2018-10,0.13530302377179818
94,2018-11,0.13308316163520323
95,2018-12,0.130184716335006
